API_WELL_NUMBER,WELL_NAME,WATER_DEPTH,SURF_LATITUDE,WELL_NAME_SUFFIX,COMPANY_NAME,BOTM_FLD_NAME_CD,WELL_SPUD_DATE,TOTAL_DEPTH_DATE,BH_TOTAL_MD,WELL_BORE_TVD,WELL_BP_ST_KICKOFF_MD,BOREHOLE_STAT_DT,BOREHOLE_STAT_CD,CASING_CUT_CODE,UNDWTR_COMP_STUB,SURF_LONGITUDE,BOTM_LATITUDE,BOTM_LONGITUDE
,,,,,,,,,,13200,12769,5/11/2005,PA,E,N,-90.97338721,28.57665562,-90.96257741
,,,,,,,,,,12665,,8/25/1997,ST,N,N,-90.97338721,28.57644882,-90.96210631
,,,,,,,,,,13535,,1/6/2007,ST,N,N,-90.88846975,28.64447953,-90.88854145
,,,,,,,,,,13145,10273,10/29/2012,PA,M,N,-90.88846975,28.65013933,-90.88874475
,,,,,,,,,,10525,,6/17/1998,COM,N,N,-91.25315603,28.73722317,-91.25197753
,,,,,,,,,,13117,,10/18/2012,PA,M,N,-90.88846874,28.65252065,-90.88811604
,,,,,,,,,,*****,*****,5/3/2000,CNL,N,N,-91.08965177,*****,*****
,,,,,,,,,,14238,,12/14/1997,PA,Y,N,-91.0235743,29.09051162,-91.0228548
,,,,,,,,,,12507,,11/17/2013,ST,N,N,-91.32553747,28.71914988,-91.32546297
,,,,,,,,,,11968,9026,12/4/2013,ST,N,N,-91.32553747,28.71752018,-91.33006187
,,,,,,,,,,11948,8990,8/25/2022,PA,M,N,-91.32553747,28.71737728,-91.32814387
,,,,,,,,,,4251,,12/3/1997,PA,Y,N,-90.97379279,28.74250043,-90.97538959
,,,,,,,,,,*****,*****,5/5/2000,CNL,N,N,-91.25313419,*****,*****
,,,,,,,,,,10349,,5/11/2023,PA,M,N,-90.77499146,28.94793034,-90.77497815
,,,,,,,,,,10407,,6/23/1998,COM,N,N,-91.25317787,28.73570698,-91.25463787
,,,,,,,,,,7050,,9/4/2010,PA,E,N,-90.99881631,28.70257464,-90.98220901
,,,,,,,,,,10750,,5/5/2000,CNL,N,N,-91.01565146,28.66999436,-91.00382695
,,,,,,,,,,5730,,4/5/2005,PA,M,N,-90.94076535,28.65866977,-90.93769295
,,,,,,,,,,12649,,7/15/2010,PA,E,N,-91.17517169,28.99227187,-91.17501859
,,,,,,,,,,14789,,5/4/1998,ST,N,N,-90.77027485,28.76428157,-90.76783395
,,,,,,,,,,14570,14669,5/17/1998,ST,N,N,-90.77027485,28.76419987,-90.76791465
,,,,,,,,,,14857,11955,6/7/1998,PA,Y,N,-90.77027485,28.76030297,-90.76926495
,,,,,,,,,,11998,,5/15/2020,TA,N,N,-91.31412888,28.46082278,-91.32198678
,,,,,,,,,,10496,,9/1/2010,TA,N,N,-90.9947504,28.6227251,-90.9750429
,,,,,,,,,,5730,,5/3/1998,ST,N,N,-90.94074661,28.64961786,-90.94164181
,,,,,,,,,,5729,4350,4/5/2005,PA,M,N,-90.94074661,28.64842136,-90.94080531
,,,,,,,,,,14760,,3/9/2003,PA,Y,N,-90.94671947,28.8542668,-90.94559207
,,,,,,,,,,5500,,5/20/1998,PA,Y,N,-91.20864395,28.66546595,-91.20868585
,,,,,,,,,,13248,,9/1/1998,ST,N,N,-90.97019892,28.50229637,-90.94801342
,,,,,,,,,,6000,7820,1/4/1995,ST,N,N,-91.20154401,28.29461636,-91.20897601
,,,,,,,,,,10205,,3/11/2000,PA,E,N,-91.0637899,28.36633223,-91.0559346
,,,,,,,,,,9590,,7/5/2022,PA,E,N,-91.06377124,28.37124764,-91.06467554
,,,,,,,,,,10727,9913,6/4/2000,ST,N,N,-91.20153786,28.27845226,-91.20867556
,,,,,,,,,,8285,3227,6/15/2000,ST,,N,-91.20153786,28.27732696,-91.20058486
,,,,,,,,,,8248,5000,9/23/2016,PA,E,N,-91.20153786,28.27657556,-91.20045496
,,,,,,,,,,10337,,6/10/1971,ST,N,N,-91.20153786,28.27875086,-91.20790156
,,,,,,,,,,9019,6500,5/1/1971,ST,N,N,-91.20155026,28.29284182,-91.21508536
,,,,,,,,,,8402,7851,5/8/1971,ST,N,N,-91.20155026,28.29179182,-91.21224896
,,,,,,,,,,8545,8316,9/23/2016,PA,E,N,-91.20155026,28.29149282,-91.21268306
,,,,,,,,,,6326,,4/21/1971,ST,N,N,-91.20155026,28.28862242,-91.20966406
,,,,,,,,,,7421,,2/26/1971,ST,N,N,-91.20151294,28.29439432,-91.21157974
,,,,,,,,,,6878,4239,3/6/1971,ST,N,N,-91.20151294,28.29124932,-91.20766854
,,,,,,,,,,9038,3894,9/27/2016,PA,E,N,-91.20151294,28.29032882,-91.21225244
,,,,,,,,,,7000,,3/7/1971,PA,Y,N,-91.28586307,28.38137377,-91.28586307
,,,,,,,,,,6658,,7/5/2022,PA,E,N,-91.06379624,28.3714032,-91.07551894
,,,,,,,,,,6604,,7/4/2022,PA,E,N,-91.06377448,28.3667264,-91.07013608
,,,,,,,,,,9850,,8/7/2009,CNL,N,N,-91.06377448,28.36600944,-91.05934333
,,,,,,,,,,10510,,7/5/2022,PA,E,N,-91.06375581,28.37137616,-91.05769501
,,,,,,,,,,6167,,5/21/1971,ST,N,N,-91.06381164,28.36619288,-91.07074844
,,,,,,,,,,6075,5517,7/4/2022,PA,E,N,-91.06381164,28.36605088,-91.07159714
,,,,,,,,,,9000,,12/22/1971,COM,N,N,-91.06962529,28.35141884,-91.06721019
,,,,,,,,,,9547,,7/4/2022,PA,E,N,-91.06379607,28.37454139,-91.05459527
,,,,,,,,,,9496,,12/12/2013,TA,N,N,-91.06962213,28.36352598,-91.06494483
,,,,,,,,,,9764,,7/5/2022,PA,E,N,-91.0637774,28.37958795,-91.0622902
,,,,,,,,,,9989,,12/2/2013,TA,N,N,-91.06962208,28.35301743,-91.06132718
,,,,,,,,,,10350,,6/4/2007,ST,M,N,-91.06376375,28.36632734,-91.05051595
,,,,,,,,,,10044,0,7/5/2022,PA,E,N,-91.06376375,28.36637334,-91.05644135
,,,,,,,,,,5078,,10/12/2013,ST,N,N,-91.06965305,28.35445345,-91.07348505
,,,,,,,,,,6142,3429,10/25/2013,ST,N,N,-91.06965305,28.35295175,-91.06884065
,,,,,,,,,,6201,6373,11/13/2013,ST,N,N,-91.06965305,28.35296415,-91.06880265
,,,,,,,,,,6103,6518,11/25/2013,TA,N,N,-91.06965305,28.35331725,-91.06921025
,,,,,,,,,,10267,,11/11/1971,PA,N,N,-91.06378063,28.38235461,-91.05548333
,,,,,,,,,,9509,,12/10/2013,TA,N,N,-91.0696532,28.35744109,-91.0624446
,,,,,,,,,,9925,,10/24/1971,ST,N,N,-91.0637993,28.37239645,-91.059404
,,,,,,,,,,10008,,6/1/1996,ST,N,N,-91.06965637,28.3422555,-91.06835297
,,,,,,,,,,5351,4690,6/21/1996,COM,N,N,-91.06965637,28.3480956,-91.07008177
,,,,,,,,,,6319,,7/4/2022,PA,E,N,-91.06378063,28.36637831,-91.07265073
,,,,,,,,,,9300,4203,8/8/2007,ST,M,N,-91.06380055,28.37278478,-91.05873315
,,,,,,,,,,10950,,9/5/1997,PA,Y,N,-91.15133045,28.36620074,-91.15166685
,,,,,,,,,,12087,,3/14/2009,PA,E,N,-90.76712366,28.13884418,-90.76307696
,,,,,,,,,,13329,,9/22/2016,PA,E,N,-91.2015782,28.2740767,-91.2133876
,,,,,,,,,,18992,,8/20/1994,PA,Y,N,-91.09380294,28.05372654,-91.09326794
,,,,,,,,,,12343,,9/22/2016,PA,E,N,-91.2015658,28.26345649,-91.2032072
,,,,,,,,,,17736,,9/2/1994,PA,Y,N,-91.22189516,28.37187521,-91.22168136
,,,,,,,,,,11196,,9/27/2000,PA,M,N,-91.14779027,28.36260163,-91.14941997
,,,,,,,,,,2600,,6/3/1994,ST,N,N,-90.98100028,28.42123058,-90.98101268
,,,,,,,,,,2215,1104,8/29/2007,PA,E,N,-90.98100028,28.41877818,-90.99098898
,,,,,,,,,,15138,,8/5/2019,TA,N,S,-91.1369222,28.42570616,-91.1355668
,,,,,,,,,,14722,,10/2/1994,ST,N,N,-91.04624643,28.01211696,-91.04628023
,,,,,,,,,,13786,11338,11/22/1994,ST,N,N,-91.04624643,28.00981776,-91.04607623
,,,,,,,,,,15819,10940,2/16/1995,PA,Y,N,-91.04624643,28.00750856,-91.04908593
,,,,,,,,,,2349,,8/8/1994,ST,N,N,-91.00767677,28.43433842,-91.00739717
,,,,,,,,,,2189,1189,4/12/1998,PA,Y,N,-91.00767677,28.43122162,-91.00226907
,,,,,,,,,,11415,,10/3/2022,PA,E,N,-91.09050178,28.40115712,-91.09654168
,,,,,,,,,,10644,,10/4/2022,PA,E,N,-91.09053279,28.38591037,-91.08453159
,,,,,,,,,,11061,,10/4/2022,PA,E,N,-91.09047379,28.38154878,-91.09652099
,,,,,,,,,,7770,,7/11/2003,TA,N,S,-91.06176944,28.05949531,-91.06126034
,,,,,,,,,,12373,,3/14/2009,PA,E,N,-90.76704616,28.14516855,-90.75623526
,,,,,,,,,,4570,,6/24/2024,PA,S,N,-91.31229553,28.41149183,-91.29880683
,,,,,,,,,,18308,14495,6/23/2012,ST,N,N,-91.06174627,28.05116097,-91.07567527
,,,,,,,,,,14318,13612,4/19/2018,ST,N,N,-91.06174627,28.05229647,-91.06914397
,,,,,,,,,,15105,11922,7/14/2018,COM,N,N,-91.06174627,28.04774737,-91.06711517
,,,,,,,,,,9073,,11/2/1994,ST,N,N,-91.06174627,28.05872557,-91.06567817
,,,,,,,,,,16091,9215,2/15/1995,ST,N,N,-91.06174627,28.05172987,-91.07403277
,,,,,,,,,,11051,,9/3/1997,PA,Y,N,-91.15130872,28.36632932,-91.14811882
,,,,,,,,,,10594,,9/29/2000,PA,M,N,-91.1477923,28.3631793,-91.1463898
,,,,,,,,,,3621,,9/2/2023,PA,E,N,-91.29071923,28.38295424,-91.28625143
,,,,,,,,,,9267,,2/16/1995,ST,N,N,-91.1751145,28.25958361,-91.1791927
,,,,,,,,,,9403,9005,3/5/2007,PA,E,N,-91.1751145,28.25881381,-91.1796341
,,,,,,,,,,7552,,8/8/1996,COM,N,N,-91.07581196,28.23128138,-91.06953816
,,,,,,,,,,3634,,9/2/2023,PA,E,N,-91.29073476,28.38810049,-91.29931466
,,,,,,,,,,4700,,1/26/1995,PA,Y,N,-91.01245992,28.34886825,-91.01243178
,,,,,,,,,,8300,,3/5/2007,PA,E,N,-91.1751145,28.26271271,-91.1795266
,,,,,,,,,,6134,,5/1/1995,COM,N,N,-91.11014491,28.21695617,-91.10618791
,,,,,,,,,,6533,,6/7/1995,COM,N,N,-91.110117,28.21193277,-91.1068796
,,,,,,,,,,18250,14621,8/12/2019,ST,N,N,-91.06172218,28.05575231,-91.04911408
,,,,,,,,,,14501,10000,11/10/2019,COM,N,N,-91.06172218,28.05313571,-91.05838048
,,,,,,,,,,12496,,1/21/1995,ST,N,N,-90.61191678,28.83691351,-90.61171828
,,,,,,,,,,12050,,8/4/2012,PA,M,N,-90.61191678,28.83713681,-90.61204518
,,,,,,,,,,14798,,12/25/1994,PA,Y,N,-90.60741025,28.92993762,-90.60705375
,,,,,,,,,,15060,,1/31/1995,PA,Y,N,-90.65520499,28.84751297,-90.65571589
,,,,,,,,,,5895,,8/4/2012,PA,M,N,-90.61191684,28.84792456,-90.61586784
,,,,,,,,,,12689,,3/15/1995,PA,Y,N,-90.71609058,28.9648926,-90.71251998
,,,,,,,,,,14750,,6/29/1998,ST,N,N,-90.64586545,28.92441188,-90.65104545
,,,,,,,,,,14788,11773,11/20/2018,PA,M,N,-90.64586545,28.92286458,-90.65174745
,,,,,,,,,,17493,,10/8/2021,PA,M,N,-90.52904187,28.83749068,-90.52945957
,,,,,,,,,,15588,,6/10/2001,ST,N,N,-90.65178136,28.84448724,-90.65204396
,,,,,,,,,,15816,15658,7/22/2024,PA,S,N,-90.65178136,28.84447834,-90.65206736
,,,,,,,,,,15714,,7/22/2024,PA,S,N,-90.65177197,28.84941814,-90.64988627
,,,,,,,,,,17182,,9/4/2024,PA,S,N,-90.64048854,28.84174383,-90.64430804
,,,,,,,,,,16997,,5/29/2013,PA,S,N,-90.65729505,29.00752109,-90.65744595
,,,,,,,,,,15493,14756,12/24/2002,ST,N,N,-90.5240105,28.84790323,-90.5242044
,,,,,,,,,,14138,11656,1/21/2003,ST,N,N,-90.5240105,28.84793483,-90.5284063
,,,,,,,,,,13806,11656,10/10/2021,PA,M,N,-90.5240105,28.84569233,-90.53209
,,,,,,,,,,13547,,2/21/1997,ST,N,N,-90.5240105,28.84794403,-90.5240786
,,,,,,,,,,14940,5040,3/16/1997,ST,N,N,-90.5240105,28.84787343,-90.5241612
,,,,,,,,,,16552,15665,9/3/2024,PA,S,N,-90.64049161,28.8457696,-90.64379521
,,,,,,,,,,16961,,4/23/1997,ST,N,N,-90.64049161,28.8454852,-90.64444781
,,,,,,,,,,16589,,9/4/2024,PA,S,N,-90.64051044,28.84974685,-90.65016404
,,,,,,,,,,7333,,8/5/1997,ST,N,N,-90.73051576,28.93060949,-90.72440746
,,,,,,,,,,9249,6414,7/26/2011,PA,M,N,-90.73051576,28.93446799,-90.72165216
,,,,,,,,,,8903,,7/30/2011,PA,M,N,-90.73686142,28.94300969,-90.72981902
,,,,,,,,,,13931,,1/23/1998,ST,N,N,-90.517229,28.85025525,-90.5172627
,,,,,,,,,,14053,10970,8/24/2014,PA,M,N,-90.517229,28.84886845,-90.5171605
,,,,,,,,,,18510,,4/13/2017,PA,M,N,-90.63366261,28.83762782,-90.63922561
,,,,,,,,,,17971,,5/3/1998,ST,N,N,-90.63368453,28.84053059,-90.63404653
,,,,,,,,,,17433,11950,9/7/2024,PA,S,N,-90.63368453,28.84098559,-90.64001883
,,,,,,,,,,17402,,8/27/1998,PA,Y,N,-90.53955035,28.84772614,-90.53911915
,,,,,,,,,,12132,,5/31/1998,PA,Y,N,-90.50905385,28.87392648,-90.50930535
,,,,,,,,,,15721,,9/14/2009,PA,E,N,-90.61825936,28.88061663,-90.61662646
,,,,,,,,,,11589,,5/16/2004,ST,N,N,-90.527299,29.00954405,-90.5279242
,,,,,,,,,,14601,3058,3/17/2022,PA,M,N,-90.527299,29.01172775,-90.5210613
,,,,,,,,,,11567,,4/3/1999,ST,N,N,-90.51202942,29.00023298,-90.51043662
,,,,,,,,,,12416,7910,3/7/2022,PA,M,N,-90.51202942,29.01143058,-90.51662942
,,,,,,,,,,14523,,6/4/1999,ST,,N,-90.59429162,28.87564362,-90.59362612
,,,,,,,,,,15426,10893,4/19/2011,PA,M,N,-90.59429162,28.87297242,-90.59440832
,,,,,,,,,,13775,15604,5/8/2014,PA,M,N,-90.97019892,28.50236497,-90.94678222
,,,,,,,,,,17098,,8/29/1998,PA,Y,N,-90.85997298,28.62971932,-90.86030168
,,,,,,,,,,10114,,7/25/2023,PA,M,N,-91.00478805,28.65938361,-90.99752585
,,,,,,,,,,15000,,5/5/2000,CNL,N,N,-91.31152038,28.62233017,-91.31152038
,,,,,,,,,,11800,,5/3/2000,CNL,N,N,-90.80776533,28.95782662,-90.80776533
,,,,,,,,,,10695,,9/4/1998,ST,N,N,-91.17430887,28.87788408,-91.17213667
,,,,,,,,,,13508,10251,3/9/2014,TA,N,N,-91.17430887,28.87320118,-91.16359517
,,,,,,,,,,*****,*****,5/5/2000,CNL,N,N,-91.25320282,*****,*****
,,,,,,,,,,10800,,5/10/2000,CNL,N,N,-90.78674575,28.97736097,-90.78099511
,,,,,,,,,,11269,,10/21/1998,ST,N,N,-91.31414444,28.45714644,-91.32353044
,,,,,,,,,,12000,10380,5/18/2020,TA,N,N,-91.31414444,28.45795474,-91.32546134
,,,,,,,,,,13000,,4/29/1999,CNL,N,N,-91.00935986,28.58312416,-91.00831822
,,,,,,,,,,15150,,5/10/2000,CNL,N,N,-91.03142165,28.58677865,-91.03051679
,,,,,,,,,,6365,,8/13/2008,PA,M,N,-91.21807378,28.67733132,-91.21908488
,,,,,,,,,,6923,,8/10/2008,PA,M,N,-91.21804567,28.67858839,-91.22191997
,,,,,,,,,,10550,,7/11/2023,PA,M,N,-91.00479746,28.66503319,-91.01710686
,,,,,,,,,,12500,,5/2/2000,CNL,N,N,-91.04548418,28.92189464,-91.04548418
,,,,,,,,,,13000,,11/29/2002,PA,Y,N,-91.1071952,28.91789313,-91.1120568
,,,,,,,,,,7262,,1/3/1999,ST,N,N,-91.21806127,28.67469506,-91.22055967
,,,,,,,,,,7499,3647,2/13/1999,ST,N,N,-91.21806127,28.67268936,-91.22116077
,,,,,,,,,,2777,1746,2/14/1999,ST,N,N,-91.21806127,28.68325466,-91.21844467
,,,,,,,,,,3576,1746,8/10/2008,PA,M,N,-91.21806127,28.68685046,-91.21836967
,,,,,,,,,,5005,,4/1/1999,PA,Y,N,-91.26707017,28.92913481,-91.26704067
,,,,,,,,,,14999,,9/8/2007,PA,M,N,-91.31460659,28.8681661,-91.31459389
,,,,,,,,,,12581,,7/8/1999,COM,,N,-90.90871167,28.53899163,-90.90840077
,,,,,,,,,,12559,,5/28/1999,PA,Y,N,-91.14646285,28.91003696,-91.14646885
,,,,,,,,,,12901,,2/23/2004,ST,,N,-91.0093992,28.58405654,-91.0072354
,,,,,,,,,,12526,3450,4/22/2007,PA,M,N,-91.0093992,28.55955914,-91.0255351
,,,,,,,,,,11101,,8/15/1999,ST,,N,-90.89407634,28.5293449,-90.89657404
,,,,,,,,,,11114,10333,8/15/1999,COM,,N,-90.89407634,28.5292782,-90.89636754
,,,,,,,,,,1423,,7/18/1999,ST,N,N,-90.80304099,28.56449521,-90.80302529
,,,,,,,,,,14384,1152,4/23/2001,ST,,N,-90.80304099,28.56429121,-90.80530109
,,,,,,,,,,14208,11700,6/8/2001,COM,,N,-90.80304099,28.56674661,-90.80215639
,,,,,,,,,,12500,,8/11/1999,PA,,N,-91.02060595,28.98946356,-91.01544725
,,,,,,,,,,16168,,9/16/2001,ST,,N,-90.78800524,28.62200788,-90.78763634
,,,,,,,,,,14425,13805,9/22/2001,ST,,N,-90.78800524,28.62151048,-90.78740934
,,,,,,,,,,15877,13805,1/1/2007,PA,E,N,-90.78800524,28.62235438,-90.78923384
,,,,,,,,,,12725,,11/22/1999,ST,,N,-90.90868697,28.50659095,-90.91408117
,,,,,,,,,,13076,15099,12/26/1999,COM,,N,-90.90868697,28.50566425,-90.91314577
,,,,,,,,,,10758,,1/1/2000,COM,,N,-90.90172574,28.5053138,-90.90255234
,,,,,,,,,,9503,6550,7/3/2022,PA,E,N,-91.06380055,28.36633708,-91.06192615
,,,,,,,,,,10000,,12/8/1971,PA,Y,N,-91.21606623,28.17152949,-91.21606623
,,,,,,,,,,11964,,10/23/1972,PA,Y,N,-91.31653676,28.26955433,-91.31653676
,,,,,,,,,,9372,,3/15/2015,TA,N,N,-91.0694046,28.34546854,-91.0766748
,,,,,,,,,,5668,,3/2/1972,PA,Y,N,-91.06017634,28.43399972,-91.06054844
,,,,,,,,,,10015,,3/19/2015,TA,N,N,-91.06937669,28.36313339,-91.05900899
,,,,,,,,,,5933,,12/24/2002,TA,,N,-91.19418852,28.33474115,-91.19418852
,,,,,,,,,,3707,,12/24/2002,TA,,N,-91.19416988,28.34119257,-91.19432558
,,,,,,,,,,6702,,12/24/2002,TA,N,N,-91.19415743,28.33316431,-91.19923413
,,,,,,,,,,5411,,6/15/1973,COM,N,N,-91.19417295,28.34045627,-91.19014285
,,,,,,,,,,4717,,7/3/2018,TA,N,N,-91.19418848,28.33364544,-91.18964998
,,,,,,,,,,5222,,7/16/2006,ST,N,N,-91.19417593,28.32984624,-91.19591153
,,,,,,,,,,6207,560,8/12/2006,COM,N,N,-91.19417593,28.33921114,-91.19855823
,,,,,,,,,,5701,,7/3/2018,TA,N,N,-91.1941605,28.33739231,-91.1896146
,,,,,,,,,,4907,,12/25/2002,TA,N,N,-91.19414497,28.33118854,-91.19220827
,,,,,,,,,,10387,,5/29/1972,PA,Y,N,-91.17695226,28.18770893,-91.17695226
,,,,,,,,,,9502,,12/23/2001,ST,N,N,-91.06937347,28.35553832,-91.06415207
,,,,,,,,,,8528,2691,3/15/2015,TA,,N,-91.06937347,28.35423312,-91.06058197
,,,,,,,,,,6000,,6/18/1972,PA,Y,N,-91.20678489,28.15100694,-91.20678489
,,,,,,,,,,13000,,7/5/1972,PA,Y,N,-91.28112513,28.34562867,-91.28112513
,,,,,,,,,,5051,,6/28/1972,PA,Y,N,-91.18609864,28.17105895,-91.18609864
,,,,,,,,,,5255,,6/24/2000,ST,N,N,-91.06940454,28.35966563,-91.06951254
,,,,,,,,,,5700,1393,7/7/2000,COM,,N,-91.06940454,28.36160603,-91.06841644
,,,,,,,,,,10224,,7/29/2004,ST,N,N,-91.06937499,28.36117298,-91.05342429
,,,,,,,,,,8533,4820,8/19/2004,COM,N,N,-91.06937499,28.35766458,-91.05882859
,,,,,,,,,,4570,,9/3/1972,ST,Y,N,-91.20455296,28.30168011,-91.20455295
,,,,,,,,,,4532,900,9/24/1972,PA,Y,N,-91.20455296,28.29786826,-91.20809806
,,,,,,,,,,3485,830,9/9/1972,ST,N,N,-91.20455296,28.30168016,-91.20455296
,,,,,,,,,,8196,,11/15/1972,PA,Y,N,-91.33143258,28.12043956,-91.33143258
,,,,,,,,,,7112,,12/4/1972,PA,Y,N,-91.31398203,28.06931114,-91.31398203
,,,,,,,,,,7033,,11/28/1972,PA,Y,N,-91.31007084,28.15065439,-91.31007084
,,,,,,,,,,10499,,12/24/1972,PA,Y,N,-91.00715943,28.15594538,-91.00733613
,,,,,,,,,,7691,,1/16/1973,PA,Y,N,-91.31751571,28.14501955,-91.31751571
,,,,,,,,,,14270,,9/24/2022,PA,M,N,-91.27544091,28.40990404,-91.27466571
,,,,,,,,,,11584,,11/4/1973,PA,Y,N,-91.33151038,28.10483078,-91.33151038
,,,,,,,,,,13293,,4/8/1973,PA,Y,N,-91.27255525,28.40191715,-91.26996275
,,,,,,,,,,13224,,5/21/1973,PA,Y,N,-91.28276738,28.42345465,-91.28225008
,,,,,,,,,,6896,,12/25/2002,TA,N,N,-91.19420404,28.33390226,-91.20105124
,,,,,,,,,,4981,,12/24/2002,TA,N,N,-91.19418544,28.33562799,-91.19030014
,,,,,,,,,,12292,,8/10/1995,ST,N,N,-91.06172218,28.05884291,-91.05501348
,,,,,,,,,,13878,11014,10/31/1995,ST,N,N,-91.06172218,28.05849031,-91.05367678
,,,,,,,,,,14701,13942,11/24/1995,ST,N,N,-91.06172218,28.05810061,-91.05281528
,,,,,,,,,,15111,14706,12/13/1995,ST,N,N,-91.06172218,28.05776581,-91.05241718
,,,,,,,,,,16782,14598,1/17/1996,ST,N,N,-91.06172218,28.05625921,-91.05050368
,,,,,,,,,,17919,17189,5/3/1996,PA,N,N,-91.06172218,28.05578141,-91.04934418
,,,,,,,,,,8877,,7/20/1995,PA,Y,N,-91.14566765,28.30063335,-91.16906385
,,,,,,,,,,9424,,9/28/2000,PA,M,N,-91.14780783,28.34724752,-91.15321163
,,,,,,,,,,9718,,9/30/2000,PA,M,N,-91.14783574,28.35047326,-91.14888624
,,,,,,,,,,15386,,6/14/1999,PA,Y,N,-91.13692221,28.42553742,-91.13548541
,,,,,,,,,,*****,*****,6/16/1999,CNL,,N,-91.13690044,*****,*****
,,,,,,,,,,7200,,6/18/1995,ST,N,N,-91.15073762,28.24073421,-91.16985682
,,,,,,,,,,7364,6749,9/5/2010,PA,M,N,-91.15073762,28.24099961,-91.17064712
,,,,,,,,,,6642,,7/13/1995,ST,N,N,-91.06940776,28.3495143,-91.06404326
,,,,,,,,,,9552,4000,8/21/2004,ST,N,N,-91.06940776,28.3487212,-91.06321676
,,,,,,,,,,8319,7036,7/14/2021,TA,,N,-91.06940776,28.3499403,-91.06206186
,,,,,,,,,,7541,4615,8/11/1995,ST,N,N,-91.06940776,28.3475934,-91.06241016
,,,,,,,,,,18515,,10/19/1995,COM,N,N,-91.13694709,28.42452126,-91.14339469
,,,,,,,,,,5789,,10/23/1995,COM,N,N,-91.08817572,28.35412705,-91.08481082
,,,,,,,,,,17826,,4/3/1996,PA,Y,N,-91.00742706,28.11637494,-91.00681896
,,,,,,,,,,12142,,4/21/2013,PA,M,N,-90.94341289,28.42966687,-90.94305629
,,,,,,,,,,16155,,1/10/2004,PA,M,C,-91.15710494,28.0413566,-91.15718474
,,,,,,,,,,12000,,6/7/1996,PA,Y,N,-90.92227709,28.08617565,-90.92265809
,,,,,,,,,,15150,,11/8/1997,ST,N,N,-90.81930423,28.07214906,-90.82276063
,,,,,,,,,,14589,15113,11/24/1997,ST,N,N,-90.81930423,28.07271276,-90.82236853
,,,,,,,,,,15036,14992,9/22/2013,TA,N,N,-90.81930423,28.07209076,-90.82271083
,,,,,,,,,,13310,,3/18/1996,ST,N,N,-90.82269213,28.36011031,-90.82228473
,,,,,,,,,,11589,8034,6/18/2004,PA,E,N,-90.82269213,28.35614671,-90.81785223
,,,,,,,,,,1734,,5/5/1996,PA,Y,N,-90.90019244,28.3299258,-90.90020944
,,,,,,,,,,1830,,5/12/1996,PA,Y,N,-90.91579576,28.34676014,-90.91579576
,,,,,,,,,,5558,,6/30/1996,COM,N,N,-91.0696066,28.34582825,-91.0748077
,,,,,,,,,,8000,,5/24/1996,PA,Y,N,-90.9816394,28.06434369,-90.9816542
,,,,,,,,,,15210,13830,4/23/2003,ST,N,N,-91.0617761,28.04916557,-91.0578425
,,,,,,,,,,14284,14507,5/21/2003,ST,N,N,-91.0617761,28.05090417,-91.0588995
,,,,,,,,,,14580,14455,7/4/2003,COM,N,N,-91.0617761,28.05069717,-91.058765
,,,,,,,,,,13315,,9/13/1997,ST,N,N,-91.0617761,28.05212927,-91.0591109
,,,,,,,,,,13822,,1/7/2000,ST,N,N,-90.81927928,28.0854843,-90.82036038
,,,,,,,,,,13906,12595,12/17/2002,ST,,N,-90.81927928,28.0849173,-90.81984008
,,,,,,,,,,12410,,1/29/2005,ST,,N,-90.55548946,28.91108404,-90.55489916
,,,,,,,,,,14028,3530,8/9/2012,PA,M,N,-90.55548946,28.90191494,-90.55728956
,,,,,,,,,,12153,,12/26/1999,ST,,N,-90.51351506,28.99218098,-90.51353236
,,,,,,,,,,15100,4500,4/21/2022,PA,M,N,-90.51351506,28.99180358,-90.51319556
,,,,,,,,,,9848,,1/21/2000,PA,Y,N,-90.51139183,28.884268,-90.51114913
,,,,,,,,,,14746,,1/27/2002,ST,,N,-90.51590896,28.95523352,-90.51569346
,,,,,,,,,,14773,12273,10/18/2016,PA,M,N,-90.51590896,28.95721142,-90.51326186
,,,,,,,,,,11587,,7/16/2011,PA,M,N,-90.5351575,28.915579,-90.5351172
,,,,,,,,,,11699,,8/25/2012,PA,M,N,-90.61555074,28.82513513,-90.61727734
,,,,,,,,,,16765,,5/19/2002,ST,N,N,-90.65732327,29.00824754,-90.66109927
,,,,,,,,,,16793,14518,6/21/2002,ST,,N,-90.65732327,29.00947464,-90.66006837
,,,,,,,,,,15123,14834,7/5/2002,ST,,N,-90.65732327,29.00857864,-90.66073427
,,,,,,,,,,16399,14796,7/3/2012,TA,,N,-90.65732327,29.00968774,-90.66017857
,,,,,,,,,,16000,,2/13/2002,CNL,,N,-90.65178138,28.8449626,-90.64870883
,,,,,,,,,,15190,,3/4/2022,PA,M,N,-90.51730035,29.00110545,-90.52586275
,,,,,,,,,,8430,,11/13/2022,PA,M,N,-90.74267671,28.92933753,-90.74705511
,,,,,,,,,,9092,,12/12/2003,ST,,N,-90.74266032,28.93439651,-90.73411792
,,,,,,,,,,10000,4592,11/13/2022,PA,M,N,-90.74266032,28.93423601,-90.74964652
,,,,,,,,,,15798,,8/23/2012,PA,M,N,-90.52552649,28.99676193,-90.51930009
