API Well Number,Permit Type,APD Received Date,APD Approved Date,Company Number,Company Name,Bottom Area Code,Bottom Block Number,Bottom Lease Number,Surface Area Code,Surface Block Number,Surface Lease Number,Surface NS Dist,Surface NS Code,Surface EW Dist,Surface EW Code,Well Type,Well Name,Well Name Suffix,Water Depth (feet),Rig ID Number,Rig Name,Surf X Coord Loc,Surf Y Coord Loc,Surface Latitude,Surface Longitude
608084002100,Revised New Well,7/13/2011,7/13/2011,00078,Chevron U.S.A. Inc.,KC,785,G25806,KC,785,G25806,310,S,7650,W,Exploratory,001,ST00BP00,6594,46105,T.O. DISCOVERER DEEP SEAS,1924289.977371,9504310.062864,26.19062306,-92.1340575
608114057902,,7/15/2011,7/15/2011,02010,BHP Billiton Petroleum (GOM) Inc.,GC,653,G20084,GC,653,G20084,7636,S,3491,E,,SB101,ST01BP01,4232,45682,GSF C.R. LUIGS,2578428.709577,9923476.119887,27.31694367,-90.11093981
177244028201,Revised Sidetrack,7/15/2011,7/15/2011,00078,Chevron U.S.A. Inc.,MP,313,G04127,MP,313,G04127,5628,S,7117,E,Development,A017,ST01BP00,270,91216,VALARIS JU-68 (ENSCO 68),2815423.066652,176325.963341,29.12654907,-88.77941932
177140032803,Revised Sidetrack,7/15/2011,7/28/2011,00078,Chevron U.S.A. Inc.,BM,2, 00369,BM,2, 00369,4787,S,1693,W,Development,028,ST03BP00,44,90103,HERCULES 173,2376470.567079,139117.218107,29.04389493,-90.15526796
177124061902,Sidetrack,7/15/2011,9/15/2011,01284,"W & T Offshore, Inc.",SS,359,G12010,SS,349,G12008,1438,S,5969,E,Development,A011,ST01BP00,372,94112,H&P 107,2087631.000687,-220007.992384,28.06147653,-91.06176944
177244028201,Revised Sidetrack,7/15/2011,7/15/2011,00078,Chevron U.S.A. Inc.,MP,313,G04127,MP,313,G04127,5628,S,7117,E,Development,A017,ST01BP00,270,91216,VALARIS JU-68 (ENSCO 68),2815423.066652,176325.963341,29.12654907,-88.77941932
608114057902,Bypass,7/15/2011,7/22/2011,02010,BHP Billiton Petroleum (GOM) Inc.,GC,653,G20084,GC,653,G20084,7636,S,3491,E,Development,SB101,ST01BP01,4232,45682,GSF C.R. LUIGS,2578428.709577,9923476.119887,27.31694367,-90.11093981
608114058100,Revised New Well,7/17/2011,12/1/2011,00687,Nexen Petroleum U.S.A. Inc.,GC,504,G22968,GC,504,G22968,1720,N,616,E,Exploratory,001,ST00BP00,3637,50540,VALARIS 8502,2312024.022964,9977479.974657,27.48001417,-90.92817333
177154124401,Bypass,7/17/2011,7/19/2011,02312,McMoRan Oil & Gas LLC,ST,144,G21667,ST,144,G21667,2300,S,3300,E,Exploratory,001,ST00BP01,85,50359,VALARIS JU-117 (ROWAN RALPH COFFMAN),2245545.799522,-23685.418996,28.59928505,-90.568348
427084064000,New Well,7/18/2011,8/31/2011,00105,Apache Corporation,HI,A155,G30676,HI,A155,G30676,1800,S,2600,W,Development,001,ST00BP00,125,12022,HERCULES 200,3605115.834541,279000.023332,28.50629417,-94.00097583
608084002501,Revised Bypass,7/18/2011,7/18/2011,00276,Exxon Mobil Corporation,KC,919,G21447,KC,919,G21447,882,N,2136,W,Exploratory,003,ST00BP01,6940,50099,MAERSK DEVELOPER,1950455.547489,9471437.919191,26.09965669,-92.05497772
177154047702,Revised Sidetrack,7/19/2011,7/28/2011,00078,Chevron U.S.A. Inc.,ST,188,G01899,ST,188,G01899,1442,N,956,W,Development,CA006,ST02BP00,145,90828,WFD 350,2306052.105150,-58966.512865,28.50103058,-90.38076525
177044111501,Sidetrack,7/19/2011,7/19/2011,02628,"Arena Offshore, LP",EC,328,G10638,EC,328,G10638,3082,N,7259,E,Development,C009,ST01BP00,243,45642,WFD 300,1561288.922752,-174371.638327,28.18006297,-92.69449462
177004130600,Revised New Well,7/20/2011,7/20/2011,01071,"Conn Energy, Inc.",WC,171,G01997,WC,171,G01997,4345,S,4321,W,Development,010,ST00BP00,41,99904,ENTERPRISE 253,1381015.023753,265313.019847,29.38181667,-93.27686417
608054000803,Revised Sidetrack,7/22/2011,8/2/2011,00276,Exxon Mobil Corporation,AC,25,G10380,AC,25,G10380,5653,S,2549,E,Development,HA002,ST01BP00,4804,47916,NABORS MODS 201,1090411.002885,9778933.010423,26.93894011,-94.68859386
608174118600,Revised New Well,7/22/2011,7/22/2011,02782,Eni US Operating Co. Inc.,MC,728,G16644,MC,728,G16644,2821,S,7699,E,Exploratory,002,ST00BP00,5376,30409,T.O. DEEPWATER PATHFINDER,1069420.977744,10251300.995088,28.23739806,-88.7738025
177044111502,Bypass,7/22/2011,7/22/2011,02628,"Arena Offshore, LP",EC,328,G10638,EC,328,G10638,3082,N,7259,E,Development,C009,ST01BP01,243,45642,WFD 300,1561288.922752,-174371.638327,28.18006297,-92.69449462
177254087200,Revised New Well,7/25/2011,7/25/2011,02375,"Energy XXI GOM, LLC",MP,60,G25017,MP,60,G25017,441,S,354,W,Development,002,ST00BP00,86,82313,ENTERPRISE 205,2768454.021291,249021.037188,29.32921083,-88.92169111
608174118600,Revised New Well,7/25/2011,8/4/2011,02782,Eni US Operating Co. Inc.,MC,728,G16644,MC,728,G16644,2821,S,7699,E,Exploratory,002,ST00BP00,5376,30409,T.O. DEEPWATER PATHFINDER,1069420.977744,10251300.995088,28.23739806,-88.7738025
608105010300,Revised New Well,7/25/2011,8/19/2011,00730,Walter Oil & Gas Corporation,EW,834,G27982,EW,834,G27982,1240,N,5813,E,Exploratory,002,ST00BP00,1183,28524,DIAMOND OCEAN VICTORY,2623626.963475,10231400.039093,28.16012694,-89.94838056
177254087300,Revised New Well,7/25/2011,7/26/2011,01284,"W & T Offshore, Inc.",MP,108,G04832,MP,108,G04832,3730,N,1030,E,Development,008,ST00BP00,75,12014,HERCULES 202,2855570.471312,333349.537806,29.55572417,-88.64217417
177154118602,Sidetrack,7/25/2011,8/17/2011,02266,"Energy Partners, Ltd.",ST,41,G24954,ST,41,G24954,7207,N,3280,E,Development,E001,ST01BP00,72,4812,ENTERPRISE 212,2375605.851315,97606.624703,28.92977511,-90.15930449
608174119500,New Well,7/26/2011,7/29/2011,00689,Shell Offshore Inc.,MC,762,G07957,MC,762,G07957,1154,S,1408,W,Exploratory,WB004,ST00BP00,3140,50640,NOBLE JIM DAY,904287.961847,10233794.013774,28.18165056,-89.2854675
177254087400,New Well,7/26/2011,9/2/2011,00078,Chevron U.S.A. Inc.,MP,41, 00374,MP,41, 00374,6656,N,6466,W,Development,CC051,ST00BP00,46,14307,HERCULES 120,2745065.962192,271423.968395,29.39213917,-88.99363389
177004130700,Revised New Well,7/26/2011,7/26/2011,00078,Chevron U.S.A. Inc.,WC,18,G21530,WC,18,G21530,2568,S,3400,E,Exploratory,J002,ST00BP00,25,90115,ENTERPRISE 264,1255229.564712,381599.980885,29.69507778,-93.67918694
608174119300,Revised New Well,7/26/2011,8/18/2011,02117,Shell Gulf of Mexico Inc.,MC,348,G19939,MC,348,G19939,1670,S,5105,E,Exploratory,003,ST00BP00,7256,45804,T.O. DEEPWATER NAUTILUS,1325455.040492,10392709.990590,28.6344275,-87.98215083
608164031504,Revised Bypass,7/26/2011,7/26/2011,00078,Chevron U.S.A. Inc.,VK,830,G10944,VK,786,G12119,4443,N,2539,E,Development,A019,ST02BP02,1754,84005,NABORS 87,1391381.230094,10608356.940861,29.22900573,-87.78102411
177254001602,Revised Sidetrack,7/26/2011,7/28/2011,00078,Chevron U.S.A. Inc.,MP,144,G01634,MP,144,G01634,2769,S,6090,E,Development,B015,ST02BP00,210,91216,VALARIS JU-68 (ENSCO 68),2850510.070095,236598.956856,29.29005716,-88.66517048
608174119800,New Well,7/26/2011,8/23/2011,00689,Shell Offshore Inc.,MC,806,G07962,MC,762,G07957,977,S,1448,W,Exploratory,SD001,ST00BP00,3140,50640,NOBLE JIM DAY,904327.951125,10233616.753712,28.18116528,-89.28533306
177100007601,Sidetrack,7/27/2011,8/3/2011,00003,Union Oil Company of California,EI,276,G00989,EI,276,G00989,1123,N,7287,E,Development,C009,ST01BP00,170,91222,ENSCO 82,1962668.518846,-79196.358201,28.44885276,-91.44946407
177004130600,Revised New Well,7/27/2011,7/27/2011,01071,"Conn Energy, Inc.",WC,171,G01997,WC,171,G01997,4345,S,4321,W,Development,010,ST00BP00,41,99904,ENTERPRISE 253,1381015.023753,265313.019847,29.38181667,-93.27686417
608084002100,Revised New Well,7/28/2011,7/28/2011,00078,Chevron U.S.A. Inc.,KC,785,G25806,KC,785,G25806,310,S,7650,W,Exploratory,001,ST00BP00,6594,46105,T.O. DISCOVERER DEEP SEAS,1924289.977371,9504310.062864,26.19062306,-92.1340575
608084002200,Revised New Well,7/28/2011,7/28/2011,00078,Chevron U.S.A. Inc.,KC,736,G22367,KC,736,G22367,578,S,7157,W,Exploratory,001,ST00BP00,6730,50279,T.O. DISCOVERER INSPIRATION,1844597.000307,9520418.018851,26.23621278,-92.3769075
608054002702,Revised Sidetrack,7/28/2011,7/29/2011,00689,Shell Offshore Inc.,AC,859,G20871,AC,859,G20871,1864,N,4850,W,Exploratory,TA001,ST02BP00,9627,50479,NOBLE DANNY ADKINS,1050290.003315,9486296.009332,26.13241359,-94.79912091
608084002501,Revised Bypass,7/28/2011,7/28/2011,00276,Exxon Mobil Corporation,KC,919,G21447,KC,919,G21447,882,N,2136,W,Exploratory,003,ST00BP01,6940,50099,MAERSK DEVELOPER,1950455.547489,9471437.919191,26.09965669,-92.05497772
427034027501,Sidetrack,7/29/2011,8/16/2011,02628,"Arena Offshore, LP",MI,669,G04065,MI,668,G04547,4229,N,4160,E,Development,A014,ST01BP00,95,91228,ENSCO 90,2822195.878965,67051.002492,27.9931036,-96.45255855
177074073501,Sidetrack,7/29/2011,8/22/2011,02851,"Mariner Energy Resources, Inc.",SM,66,G01198,SM,66,G01198,2035,N,3533,E,Development,C012,ST01BP00,121,91229,VALARIS JU-87 (ENSCO 87),1806187.715122,-6771.858451,28.64664117,-91.93742674
608124004800,Revised New Well,7/29/2011,7/29/2011,02748,Statoil Gulf of Mexico LLC,WR,969,G26419,WR,969,G26419,4935,N,578,E,Exploratory,001,ST00BP00,7813,50259,T.O. DISCOVERER AMERICAS,2011101.910840,9435704.848486,25.99999444,-91.87109167
608054007200,Revised New Well,7/29/2011,8/9/2011,02748,Statoil Gulf of Mexico LLC,AC,810,G31199,AC,810,G31199,5245,S,6158,E,Exploratory,001,ST00BP00,7134,50099,MAERSK DEVELOPER,975922.024521,9493405.015857,26.14895944,-95.0260775
177072002501,Revised Sidetrack,8/1/2011,8/1/2011,02851,"Mariner Energy Resources, Inc.",SM,66,G01198,SM,66,G01198,2045,N,3512,E,Development,C010,ST01BP00,121,91229,VALARIS JU-87 (ENSCO 87),1806208.696392,-6781.882955,28.64661391,-91.93736118
177114154600,New Well,8/2/2011,10/12/2011,02503,"Contango Operators, Inc.",SS,134,G22701,SS,121,G33640,2725,S,7550,E,Exploratory,001,ST00BP00,36,82313,ENTERPRISE 205,2101650.044299,46547.767791,28.79427528,-91.01603806
177154124800,Revised New Well,8/3/2011,8/4/2011,00078,Chevron U.S.A. Inc.,ST,52,G01241,ST,52,G01241,4538,N,2616,E,Development,CK034,ST00BP00,67,12015,ENTERPRISE 201,2272964.025109,70760.152885,28.85844972,-90.48074167
427034056601,Revised Sidetrack,8/3/2011,8/4/2011,02628,"Arena Offshore, LP",MI,669,G04065,MI,668,G04547,4223,N,4143,E,Development,A013,ST01BP00,95,91228,ENSCO 90,2822212.936296,67057.335156,27.99311999,-96.45250529
608114058000,Revised New Well,8/4/2011,8/5/2011,02010,BHP Billiton Petroleum (GOM) Inc.,GC,738,G16786,GC,738,G16786,3428,S,3925,W,Exploratory,001,ST00BP00,4468,48236,T.O. DEVELOPMENT DRILLER I,2522485.023958,9887588.051630,27.22174889,-90.28548278
608114057902,Revised Bypass,8/4/2011,8/5/2011,02010,BHP Billiton Petroleum (GOM) Inc.,GC,653,G20084,GC,653,G20084,7636,S,3491,E,Development,SB101,ST01BP01,4232,45682,GSF C.R. LUIGS,2578428.709577,9923476.119887,27.31694367,-90.11093981
608124004800,Revised New Well,8/5/2011,8/5/2011,02748,Statoil Gulf of Mexico LLC,WR,969,G26419,WR,969,G26419,4935,N,578,E,Exploratory,001,ST00BP00,7813,50259,T.O. DISCOVERER AMERICAS,2011101.910840,9435704.848486,25.99999444,-91.87109167
608074030602,Sidetrack,8/5/2011,8/10/2011,00689,Shell Offshore Inc.,GB,427,G07493,GB,427,G07493,5860,N,1392,E,Exploratory,DC001,ST01BP00,2721,91517,NOBLE JIM THOMPSON,1836048.379354,10005019.707194,27.56990844,-92.39593938
177254073401,Sidetrack,8/8/2011,1/31/2012,00078,Chevron U.S.A. Inc.,MP,30,G04903,MP,30,G04903,6664,S,4962,W,Development,A010,ST01BP00,45,14307,HERCULES 120,2758312.002027,299494.003024,29.46856514,-88.95021684
177194036302,Sidetrack,8/8/2011,9/2/2011,02375,"Energy XXI GOM, LLC",WD,73,G01083,WD,73,G01083,2811,S,1562,E,Development,D034,ST02BP00,168,92502,NABORS 17,2520315.971051,105803.067101,28.94744983,-89.70667362
177154125100,New Well,8/9/2011,9/19/2011,03026,Pisces Energy LLC,ST,204,G16432,ST,204,G16432,2280,N,3781,E,Development,B010,ST00BP00,153,4809,ENTERPRISE 263,2301315.113036,-74562.518833,28.45825694,-90.39590528
177094150600,Revised New Well,8/9/2011,8/9/2011,02312,McMoRan Oil & Gas LLC,EI,26,G27904,EI,26,G27904,6642,S,14009,E,Exploratory,002,ST00BP00,20,91307,ROWAN LOUISIANA,1835768.979366,233745.032480,29.308425,-91.84859722
608114056001,Revised Sidetrack,8/9/2011,8/9/2011,02237,"Noble Energy, Inc.",GC,723,G21813,GC,723,G21813,7724,S,1104,E,Exploratory,001,ST01BP00,5047,50179,VALARIS 8501,2295695.807792,9891884.249579,27.24535154,-90.98279073
608084002100,Revised New Well,8/9/2011,8/9/2011,00078,Chevron U.S.A. Inc.,KC,785,G25806,KC,785,G25806,310,S,7650,W,Exploratory,001,ST00BP00,6594,46105,T.O. DISCOVERER DEEP SEAS,1924289.977371,9504310.062864,26.19062306,-92.1340575
427034056602,Sidetrack,8/9/2011,8/10/2011,02628,"Arena Offshore, LP",MI,669,G04065,MI,668,G04547,4223,N,4143,E,Development,A013,ST02BP00,95,91228,ENSCO 90,2822212.936296,67057.335156,27.99311999,-96.45250529
177154047702,Revised Sidetrack,8/10/2011,8/29/2011,00078,Chevron U.S.A. Inc.,ST,188,G01899,ST,188,G01899,1442,N,956,W,Development,CA006,ST02BP00,145,90828,WFD 350,2306052.105150,-58966.512865,28.50103058,-90.38076525
608124004800,Revised New Well,8/10/2011,8/10/2011,02748,Statoil Gulf of Mexico LLC,WR,969,G26419,WR,969,G26419,4935,N,578,E,Exploratory,001,ST00BP00,7813,50259,T.O. DISCOVERER AMERICAS,2011101.910840,9435704.848486,25.99999444,-91.87109167
608074030602,Revised Sidetrack,8/11/2011,8/11/2011,00689,Shell Offshore Inc.,GB,427,G07493,GB,427,G07493,5860,N,1392,E,Exploratory,DC001,ST01BP00,2721,91517,NOBLE JIM THOMPSON,1836048.379354,10005019.707194,27.56990844,-92.39593938
177100008002,Bypass,8/11/2011,8/12/2011,00003,Union Oil Company of California,EI,276,G00989,EI,276,G00989,1147,N,7279,E,Development,C010,ST01BP01,170,91222,ENSCO 82,1962676.283775,-79220.115368,28.44878746,-91.44943984
608114046800,Revised New Well,8/11/2011,1/20/2012,00078,Chevron U.S.A. Inc.,GC,640,G20082,GC,640,G20082,3141,S,6370,E,Development,PS006,ST00BP00,4294,46105,T.O. DISCOVERER DEEP SEAS,2369630.124365,9918980.776862,27.31639833,-90.75382722
177104164401,,8/12/2011,8/12/2011,00105,Apache Corporation,EI,330,G02115,EI,330,G02115,3683,N,4263,E,, D014,ST00BP01,248,45363,VALARIS JU-75 (ENSCO 75),1890581.719142,-154248.998714,28.24210463,-91.67301862
177254001103,Sidetrack,8/12/2011,9/1/2011,00078,Chevron U.S.A. Inc.,MP,144,G01634,MP,144,G01634,2787,S,6095,E,Development,B016,ST03BP00,208,91216,VALARIS JU-68 (ENSCO 68),2850505.068597,236616.958031,29.29010697,-88.66518485
608114058000,Revised New Well,8/12/2011,8/12/2011,02010,BHP Billiton Petroleum (GOM) Inc.,GC,738,G16786,GC,738,G16786,3428,S,3925,W,Exploratory,001,ST00BP00,4468,48236,T.O. DEVELOPMENT DRILLER I,2522485.023958,9887588.051630,27.22174889,-90.28548278
608174120000,New Well,8/12/2011,9/8/2011,02782,Eni US Operating Co. Inc.,MC,772,G16647,MC,772,G16647,5418,S,5400,E,Exploratory,006,ST00BP00,5639,30409,T.O. DEEPWATER PATHFINDER,1071720.417451,10238058.079281,28.20106944,-88.7660625
177104164401,Bypass,8/12/2011,8/18/2011,00105,Apache Corporation,EI,330,G02115,EI,330,G02115,3683,N,4263,E,Development,D014,ST00BP01,248,45363,VALARIS JU-75 (ENSCO 75),1890581.719142,-154248.998714,28.24210463,-91.67301862
608054000803,Revised Sidetrack,8/14/2011,8/15/2011,00276,Exxon Mobil Corporation,AC,25,G10380,AC,25,G10380,5653,S,2549,E,Development,HA002,ST01BP00,4804,47916,NABORS MODS 201,1090411.002885,9778933.010423,26.93894011,-94.68859386
177254001602,Revised Sidetrack,8/15/2011,8/18/2011,00078,Chevron U.S.A. Inc.,MP,144,G01634,MP,144,G01634,2769,S,6090,E,Development,B015,ST02BP00,210,91216,VALARIS JU-68 (ENSCO 68),2850510.070095,236598.956856,29.29005716,-88.66517048
608054000803,Revised Sidetrack,8/16/2011,8/16/2011,00276,Exxon Mobil Corporation,AC,25,G10380,AC,25,G10380,5653,S,2549,E,Development,HA002,ST01BP00,4804,47916,NABORS MODS 201,1090411.002885,9778933.010423,26.93894011,-94.68859386
427034058300,New Well,8/16/2011,8/26/2011,02628,"Arena Offshore, LP",MI,669,G04065,MI,669,G04065,648,N,3181,W,Development,A008,ST00BP00,95,91228,ENSCO 90,2829536.844764,70632.063950,28.00250806,-96.42957722
427034056603,Bypass,8/17/2011,8/17/2011,02628,"Arena Offshore, LP",MI,669,G04065,MI,668,G04547,4223,N,4143,E,Development,A013,ST02BP01,95,91228,ENSCO 90,2822212.936296,67057.335156,27.99311999,-96.45250529
177094150501,Revised Bypass,8/17/2011,8/17/2011,02312,McMoRan Oil & Gas LLC,EI,223,G21640,EI,223,G21640,4035,S,12283,E,Exploratory,001,ST00BP01,138,50519,VALARIS JU-143 (ROWAN EXL I),1837495.739201,-26728.424843,28.59218445,-91.83956937
608115010302,Sidetrack,8/18/2011,11/30/2011,00078,Chevron U.S.A. Inc.,GC,205,G05911,GC,205,G05911,1320,N,3129,W,Development,A014,ST02BP00,2590,92603,NABORS 85 (MAYRONNE 162),2442489.167035,10088759.789103,27.77937527,-90.51909306
177244095700,New Well,8/18/2011,12/9/2011,00105,Apache Corporation,MP,308,G32265,MP,308,G32265,6206,N,4518,W,Development,A002,ST00BP00,285,50840,BLAKE 1505,2871332.026653,194007.975197,29.17161639,-88.60305667
177140032803,Revised Sidetrack,8/18/2011,8/18/2011,00078,Chevron U.S.A. Inc.,BM,2, 00369,BM,2, 00369,4787,S,1693,W,Development,028,ST03BP00,44,90103,HERCULES 173,2376470.567079,139117.218107,29.04389493,-90.15526796
177244096500,New Well,8/18/2011,3/8/2012,00105,Apache Corporation,MP,308,G32265,MP,308,G32265,6206,N,4518,W,Development,A003,ST00BP00,285,50840,BLAKE 1505,2871332.118421,194007.875536,29.17161611,-88.60305639
177244096200,New Well,8/18/2011,2/23/2012,00105,Apache Corporation,MP,308,G32265,MP,308,G32265,6206,N,4518,W,Development,A004,ST00BP00,285,50840,BLAKE 1505,2871332.118421,194007.875536,29.17161611,-88.60305639
177244096300,New Well,8/18/2011,2/24/2012,00105,Apache Corporation,MP,308,G32265,MP,308,G32265,6206,N,4518,W,Development,A005,ST00BP00,285,50840,BLAKE 1505,2871332.026653,194007.975197,29.17161639,-88.60305667
608114035401,Revised Sidetrack,8/18/2011,8/25/2011,02647,Murphy Exploration & Production Company - USA,GC,338,G21790,GC,338,G21790,6431,S,2195,E,Development,A007,ST01BP00,3330,47794,NABORS MODS 200,2468845.001420,10033151.007381,27.62501988,-90.44120694
177124067800,Revised New Well,8/18/2011,8/22/2011,00105,Apache Corporation,SS,258,G05560,SS,258,G05560,6368,N,3413,E,Development,JB008,ST00BP00,145,45200,ROWAN CECIL PROVINE,2168187.138434,-102160.406164,28.38470944,-90.81046639
608174119900,New Well,8/18/2011,9/5/2011,00689,Shell Offshore Inc.,MC,806,G07962,MC,762,G07957,923,S,1400,W,Exploratory,SD002,ST00BP00,3140,50640,NOBLE JIM DAY,904279.936598,10233562.998732,28.181015,-89.28547889
608114055400,Revised New Well,8/18/2011,11/23/2011,02481,BP Exploration & Production Inc.,GC,743,G15607,GC,743,G15607,6090,S,6938,W,Development,DC103,ST00BP00,6834,48018,T.O. DEVELOPMENT DRILLER II,2604698.386169,9890249.787205,27.223935,-90.03254444
608114045005,Revised Sidetrack,8/19/2011,8/19/2011,01819,ATP Oil & Gas Corporation,GC,300,G22939,GC,299,G15571,2322,S,647,E,Development,SS004,ST03BP00,3456,28524,DIAMOND OCEAN VICTORY,2549592.889374,10044881.537195,27.65243759,-90.1912073
427084064100,New Well,8/19/2011,9/9/2011,03075,"Hall-Houston Exploration III, L.P.",HI,205,G31044,HI,205,G31044,6013,N,3926,W,Exploratory,001,ST00BP00,55,4812,ENTERPRISE 212,3479721.818626,492946.974305,29.10844833,-94.3646875
177254001602,Revised Sidetrack,8/22/2011,8/22/2011,00078,Chevron U.S.A. Inc.,MP,144,G01634,MP,144,G01634,2769,S,6090,E,Development,B015,ST02BP00,210,91216,VALARIS JU-68 (ENSCO 68),2850510.070095,236598.956856,29.29005716,-88.66517048
608084002200,Revised New Well,8/22/2011,8/22/2011,00078,Chevron U.S.A. Inc.,KC,736,G22367,KC,736,G22367,578,S,7157,W,Exploratory,001,ST00BP00,6730,50279,T.O. DISCOVERER INSPIRATION,1844597.000307,9520418.018851,26.23621278,-92.3769075
177074091002,Bypass,8/22/2011,11/9/2011,02477,"Tarpon Operating & Development, L.L.C.",SM,50,G27083,SM,50,G27083,1751,N,1554,W,Exploratory,001,ST00BP02,105,4809,ENTERPRISE 263,1826032.969991,23028.415562,28.72885625,-91.87601194
608054007200,Revised New Well,8/22/2011,8/23/2011,02748,Statoil Gulf of Mexico LLC,AC,810,G31199,AC,810,G31199,5245,S,6158,E,Exploratory,001,ST00BP00,7134,50099,MAERSK DEVELOPER,975922.024521,9493405.015857,26.14895944,-95.0260775
177034102100,New Well,8/22/2011,10/24/2011,03033,"Black Elk Energy Offshore Operations, LLC",EC,160, 00541,EC,160, 00541,7160,N,5949,E,Development,A007,ST00BP00,79,4812,ENTERPRISE 212,1547841.733191,101952.806150,28.93934917,-92.74678694
608124004800,Revised New Well,8/23/2011,8/23/2011,02748,Statoil Gulf of Mexico LLC,WR,969,G26419,WR,969,G26419,4935,N,578,E,Exploratory,001,ST00BP00,7813,50259,T.O. DISCOVERER AMERICAS,2011101.910840,9435704.848486,25.99999444,-91.87109167
608114058001,Bypass,8/23/2011,9/2/2011,02010,BHP Billiton Petroleum (GOM) Inc.,GC,738,G16786,GC,738,G16786,3428,S,3924,W,Exploratory,001,ST00BP01,4475,48236,T.O. DEVELOPMENT DRILLER I,2522484.258093,9887587.973176,27.22174872,-90.28548514
608174119300,Revised New Well,8/23/2011,8/31/2011,02117,Shell Gulf of Mexico Inc.,MC,348,G19939,MC,348,G19939,1670,S,5105,E,Exploratory,003,ST00BP00,7256,45804,T.O. DEEPWATER NAUTILUS,1325455.040492,10392709.990590,28.6344275,-87.98215083
177154118602,Revised Sidetrack,8/23/2011,8/25/2011,02266,"Energy Partners, Ltd.",ST,41,G24954,ST,41,G24954,7207,N,3280,E,Development,E001,ST01BP00,72,90916,HERCULES 265,2375605.851315,97606.624703,28.92977511,-90.15930449
177194069001,Revised Sidetrack,8/24/2011,9/9/2011,03026,Pisces Energy LLC,WD,39,G16469,WD,39,G16469,4601,N,3081,E,Development,A002,ST01BP00,82,4809,ENTERPRISE 263,2483540.999999,160917.404492,29.10038151,-89.81935266
177114035901,Revised Sidetrack,8/24/2011,8/30/2011,02222,"PetroQuest Energy, L.L.C.",SS,72, 00060,SS,72, 00060,5300,S,5500,E,Development,009,ST01BP00,30,92117,HERCULES 213,2119300.009999,104968.875815,28.9547778,-90.96035141
177254001602,Revised Sidetrack,8/24/2011,8/25/2011,00078,Chevron U.S.A. Inc.,MP,144,G01634,MP,144,G01634,2769,S,6090,E,Development,B015,ST02BP00,210,91216,VALARIS JU-68 (ENSCO 68),2850510.070095,236598.956856,29.29005716,-88.66517048
177072002502,,8/26/2011,8/26/2011,02851,"Apache Shelf, Inc.",SM,66,G01198,SM,66,G01198,2045,N,3513,E,, C010,ST02BP00,121,91229,VALARIS JU-87 (ENSCO 87),1806207.998085,-6782.279322,28.64661281,-91.93736335
177072002502,Sidetrack,8/26/2011,9/1/2011,02851,"Mariner Energy Resources, Inc.",SM,66,G01198,SM,66,G01198,2045,N,3513,E,Development,C010,ST02BP00,121,91229,VALARIS JU-87 (ENSCO 87),1806207.998085,-6782.279322,28.64661281,-91.93736335
177124067801,Sidetrack,8/26/2011,9/7/2011,00105,Apache Corporation,SS,258,G05560,SS,258,G05560,6368,N,3413,E,Development,JB008,ST01BP00,145,45200,ROWAN CECIL PROVINE,2168187.158065,-102160.478816,28.38470924,-90.81046633
177054128600,New Well,8/26/2011,9/12/2011,00078,Chevron U.S.A. Inc.,VR,245,G01146,VR,245,G01146,5909,S,5422,W,Development,G005,ST00BP00,130,90115,ENTERPRISE 264,1638046.170077,-30701.774615,28.57735,-92.46074722
177104164401,Revised Bypass,8/29/2011,8/31/2011,00105,Apache Corporation,EI,330,G02115,EI,330,G02115,3683,N,4263,E,Development,D014,ST00BP01,248,45363,VALARIS JU-75 (ENSCO 75),1890581.719142,-154248.998714,28.24210463,-91.67301862
608054007200,Revised New Well,8/30/2011,9/1/2011,02748,Statoil Gulf of Mexico LLC,AC,810,G31199,AC,810,G31199,5245,S,6158,E,Exploratory,001,ST00BP00,7134,50099,MAERSK DEVELOPER,975922.024521,9493405.015857,26.14895944,-95.0260775
177164035400,New Well,8/31/2011,11/1/2011,03165,Apache Deepwater LLC,ST,318,G33115,ST,318,G33115,2230,N,1210,E,Exploratory,001,ST00BP00,428,92118,NOBLE AMOS RUNNER,2232036.048696,-209714.977146,28.08805722,-90.61407361
608084002200,Revised New Well,8/31/2011,9/1/2011,00078,Chevron U.S.A. Inc.,KC,736,G22367,KC,736,G22367,578,S,7157,W,Exploratory,001,ST00BP00,6730,50279,T.O. DISCOVERER INSPIRATION,1844597.000307,9520418.018851,26.23621278,-92.3769075
177164029003,Bypass,8/31/2011,10/12/2011,01284,"W & T Offshore, Inc.",ST,315,G23946,ST,316,G22762,2082,N,9687,E,Development,A003,ST02BP01,453,47377,BLAKE 1006,2192359.325468,-209566.958669,28.08909028,-90.73705772
608174119300,Revised New Well,8/31/2011,8/31/2011,02117,Shell Gulf of Mexico Inc.,MC,348,G19939,MC,348,G19939,1670,S,5105,E,Exploratory,003,ST00BP00,7256,45804,T.O. DEEPWATER NAUTILUS,1325455.040492,10392709.990590,28.6344275,-87.98215083
177114154900,New Well,8/31/2011,11/17/2011,02312,McMoRan Oil & Gas LLC,SS,188,G22712,SS,188,G22712,6667,S,5017,W,Exploratory,003,ST00BP00,75,91307,ROWAN LOUISIANA,2176617.006469,-33279.906334,28.57399139,-90.78323167
