SN_APD_CSG_INTV,SN_APD_FK,CSNG_INTV_NUM,CSNG_INTV_TYPE_CD,CSNG_INTV_NAME,CSNG_HOLESIZE,CSNG_MUD_WGT_PPG,CSNG_MUD_TYPE_CD,CSNG_FRAC_GRAD_PPG,CSNG_TOP_MD,CSNG_CEMENT_VOL,CSNG_PREVENTER_CD,CSNG_BOP_STACK_SIZE,CSNG_WELLHEAD_RATING,CSNG_ANNULAR_RATING,CSNG_BOP_RATING,CSNG_ANNULAR_TEST_PRSS,CSNG_BOP_DIV_TEST_PRSS,CSNG_MUD_TEST_PRSS,CSNG_LINER_TEST,CSNG_FORMATION_TEST_PRSS
-263425,-12254,3,L,I,20.0,10.7,SBM,12.7,4562.0,1295.0,BOP,18.75,15000.0,10000.0,15000.0,2860,2860,10.7,710.0,12.7
-263426,-12254,4,C,I,17.0,11.9,SBM,15.3,,2147.0,BOP,18.75,15000.0,10000.0,15000.0,4300,4300,13.8,4300.0,15.3
-263427,-12254,5,C,I,14.5,13.8,SBM,16.7,12213.0,83.0,BOP,18.75,15000.0,10000.0,15000.0,6180,7300,13.8,6520.0,16.7
-263428,-12254,6,L,I,12.25,16.1,SBM,17.2,15485.0,1390.0,BOP,18.75,15000.0,10000.0,15000.0,7000,7600,16.1,1160.0,17.2
-263429,-12254,7,L,I,9.88,16.2,SBM,17.3,21233.0,294.0,BOP,18.75,15000.0,10000.0,15000.0,7000,7600,16.2,1230.0,17.3
-263466,-12267,3,C,I,14.75,12.8,WBM,18.1,,2090.0,BOP,13.625,10000.0,5000.0,10000.0,3500,6500,12.8,6000.0,17.8
-263465,-12267,2,C,S,22.0,9.2,WBM,14.3,,4516.0,BOP,16.75,5000.0,5000.0,5000.0,2500,3500,9.2,2800.0,14.3
-263471,-12267,4,C,I,12.25,16.8,OBM,18.3,8473.0,1475.0,BOP,13.625,10000.0,5000.0,10000.0,3500,6500,16.8,2000.0,17.9
-263546,-12273,1,C,C,26.0,9.3,WBM,12.0,0.0,1432.0,DIV,30.0,1000.0,1000.0,1000.0,200,200,9.3,200.0,0.0
-263547,-12273,2,C,S,17.5,9.7,WBM,15.0,0.0,3239.0,BOP,13.625,3000.0,5000.0,10000.0,3500,5000,9.7,4673.0,14.5
-263548,-12273,3,L,I,14.75,13.5,WBM,17.1,4100.0,909.0,BOP,13.625,5000.0,5000.0,10000.0,3500,7000,13.5,1198.0,13.5
-263556,-12274,1,C,C,24.0,9.0,WBM,12.0,0.0,1562.0,DIV,30.0,3000.0,0.0,250.0,0,250,9.0,250.0,0.0
-263565,-12278,1,C,I,9.875,10.5,OBM,13.6,,,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,8.6,2300.0,12.0
-263566,-12278,2,C,P,7.0,10.5,OBM,14.6,,239.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,8.6,3300.0,
-263754,-12285,2,C,P,9.875,10.6,WBM,15.6,0.0,494.0,BOP,13.625,5000.0,5000.0,10000.0,3500,3500,10.6,3000.0,12.5
-263775,-12280,1,C,C,20.0,0.0,WBM,0.0,0.0,1626.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-263776,-12280,2,C,S,14.75,9.5,WBM,13.8,0.0,4270.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.5,2100.0,12.0
-263777,-12280,3,C,P,9.625,10.8,WBM,15.7,0.0,850.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,10.8,3000.0,0.0
-263995,-12293,1,C,C,32.5,9.0,WBM,9.7,0.0,5199.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-249016,-11607,3,C,S,28.0,10.5,WBM,11.8,3609.0,4002.0,,,15000.0,0.0,0.0,0,0,0.0,0.0,0.0
-249017,-11608,1,C,C,26.0,10.4,WBM,12.8,0.0,11084.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-249143,-11631,1,C,C,32.0,9.3,WBM,10.5,0.0,4867.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-249144,-11631,2,C,S,28.0,10.6,WBM,11.7,0.0,9309.0,BOP,18.75,15000.0,10000.0,15000.0,3500,6000,8.6,4400.0,11.7
-249145,-11631,3,L,S,22.0,11.4,SBM,14.1,6400.0,2863.0,BOP,18.75,15000.0,10000.0,15000.0,3500,6000,11.4,2200.0,14.1
-249146,-11631,4,L,S,20.0,13.1,SBM,16.5,6900.0,1746.0,BOP,18.75,15000.0,10000.0,15000.0,3500,6000,13.1,3260.0,16.0
-271879,-12643,1,C,S,12.25,9.4,WBM,13.3,,500.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.0,2270.0,12.5
-271868,-12642,2,C,S,18.125,10.4,SBM,11.5,,1573.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,10.4,2100.0,11.5
-271880,-12643,2,C,I,8.5,9.8,WBM,16.0,,685.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.8,5000.0,15.0
-271869,-12642,3,C,P,13.5,10.4,SBM,12.3,,893.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,10.4,3200.0,
-271881,-12643,3,L,P,7.0,12.5,WBM,0.0,9700.0,252.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,12.5,3650.0,0.0
-272008,-12644,2,C,I,17.5,10.4,SBM,14.2,,1284.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,10.4,3300.0,13.2
-271898,-12645,1,C,C,26.0,9.4,GSW,10.1,0.0,3587.0,BOP,18.75,15000.0,10000.0,15000.0,6600,6600,9.4,1700.0,10.0
-271899,-12645,2,L,S,21.0,9.4,SBM,11.3,12000.0,1207.0,BOP,18.75,15000.0,10000.0,15000.0,6600,6600,9.4,2500.0,11.0
-271900,-12645,3,L,S,19.5,10.2,SBM,13.7,11600.0,1214.0,BOP,18.75,15000.0,10000.0,15000.0,6600,6600,10.2,3400.0,13.2
-271901,-12645,4,C,I,17.5,12.6,SBM,15.2,0.0,1370.0,BOP,18.75,15000.0,10000.0,15000.0,7000,7400,12.6,5000.0,15.0
-271902,-12645,5,C,P,12.25,14.4,SBM,15.8,0.0,620.0,BOP,18.75,15000.0,10000.0,15000.0,7000,7400,14.4,8000.0,15.0
-271937,-12644,1,C,S,26.0,9.2,WBM,10.7,,5596.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,8.6,2000.0,10.7
-272009,-12644,3,O,O,12.25,11.5,SBM,14.5,,,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,0.0,,
-272085,-12632,1,L,I,17.5,14.4,SBM,15.9,0.0,1679.0,BOP,18.75,15000.0,10000.0,15000.0,5600,8200,14.4,7100.0,15.9
-272089,-12653,2,C,S,22.0,9.5,WBM,15.3,0.0,5712.0,BOP,16.75,5000.0,5000.0,5000.0,3500,5000,9.5,2901.0,14.5
-272773,-12685,1,C,C,32.0,9.0,GSW,9.6,0.0,1692.0,,,,,,0,0,0.0,0.0,0.0
-272093,-12646,1,C,I,18.25,10.1,SBM,14.0,6976.0,,BOP,37.5,15000.0,10000.0,15000.0,3500,6000,11.6,3000.0,13.5
-272094,-12646,2,C,P,12.25,11.7,SBM,13.9,12450.0,1120.0,BOP,18.75,15000.0,10000.0,15000.0,3500,6000,11.7,2500.0,0.0
-272095,-12652,3,C,I,12.25,12.0,WBM,16.8,0.0,2310.0,BOP,13.625,10000.0,5000.0,10000.0,3500,10000,12.0,5000.0,16.5
-272273,-12665,1,C,C,20.0,9.1,WBM,11.8,0.0,1731.0,DIV,37.5,3000.0,0.0,2000.0,0,250,9.1,250.0,0.0
-272274,-12665,2,C,S,14.75,10.0,WBM,13.5,0.0,3300.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,10.0,2500.0,13.5
-272275,-12665,3,C,P,9.875,11.5,WBM,14.8,0.0,802.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,11.5,4000.0,14.0
-272276,-12665,4,L,P,7.5,11.5,WBM,15.0,8855.0,461.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,11.5,2000.0,0.0
-272380,-12669,4,L,I,12.25,15.5,OBM,17.1,10150.0,195.0,BOP,13.625,10000.0,5000.0,10000.0,3500,7500,15.5,872.0,17.1
-272505,-12675,3,C,P,9.875,10.6,WBM,17.0,0.0,701.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,10.6,5000.0,0.0
-272546,-12678,2,C,S,17.5,9.6,WBM,13.9,0.0,5449.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.6,2500.0,13.0
-272547,-12678,3,C,P,12.25,12.0,WBM,14.8,0.0,716.0,BOP,13.625,10000.0,5000.0,10000.0,3500,10000,12.0,4500.0,0.0
-272610,-12680,1,C,S,20.0,9.0,WBM,9.7,0.0,4141.0,BOP,18.75,10000.0,10000.0,15000.0,2000,2000,8.6,2000.0,9.7
-272545,-12678,1,C,C,24.0,9.0,WBM,12.0,0.0,1599.0,DIV,21.25,3000.0,0.0,2000.0,0,250,9.0,250.0,11.0
-272633,-12681,1,C,C,32.5,9.2,WBM,0.0,0.0,3445.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-272634,-12681,2,C,C,32.0,9.5,WBM,0.0,0.0,2088.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-272635,-12681,3,C,S,26.0,9.7,WBM,10.9,0.0,2390.0,BOP,18.75,15000.0,10000.0,15000.0,3500,4500,8.6,1900.0,10.3
-272636,-12681,4,L,I,22.0,9.8,SBM,11.4,5120.0,473.0,BOP,18.75,15000.0,10000.0,15000.0,3500,4500,9.8,1000.0,11.0
-272637,-12681,5,L,I,19.0,10.7,SBM,12.7,4850.0,509.0,BOP,18.75,15000.0,10000.0,15000.0,3500,4500,10.7,1500.0,12.0
-272638,-12681,6,C,I,16.5,11.4,SBM,14.1,0.0,804.0,BOP,18.75,15000.0,10000.0,15000.0,3500,4500,11.7,3700.0,13.2
-272639,-12681,7,L,I,14.75,12.7,SBM,14.8,10058.0,3539.0,BOP,18.75,15000.0,10000.0,15000.0,3500,4500,12.7,2000.0,12.5
-272640,-12681,8,L,I,12.25,12.0,SBM,14.8,19980.0,142.0,BOP,18.75,15000.0,10000.0,15000.0,3500,4500,12.0,0.0,13.0
-272641,-12681,9,L,P,9.8,12.5,SBM,15.1,19781.0,1046.0,BOP,18.75,15000.0,10000.0,15000.0,3500,4500,13.0,2000.0,0.0
-272642,-12681,10,C,P,9.8,0.0,GSW,0.0,0.0,1320.0,BOP,18.75,15000.0,10000.0,15000.0,3500,4500,9.0,2000.0,0.0
-272701,-12653,5,L,P,8.5,17.5,WBM,18.9,11700.0,1092.0,BOP,13.625,10000.0,5000.0,10000.0,3500,6500,17.5,1129.0,0.0
-272774,-12685,2,C,S,26.0,9.5,WBM,10.4,0.0,2384.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,8.6,3400.0,10.4
-272775,-12685,3,L,S,22.0,9.9,SBM,11.5,8720.0,1886.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,9.9,1700.0,11.4
-272776,-12685,4,L,I,19.0,10.9,SBM,12.5,8550.0,1474.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,10.9,2600.0,12.5
-272777,-12685,5,C,I,17.0,11.8,SBM,13.1,0.0,1461.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,11.8,2600.0,13.0
-272778,-12685,6,L,I,14.5,11.4,SBM,13.8,15261.0,2140.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,11.4,2900.0,13.8
-272779,-12685,7,C,P,12.25,11.2,SBM,13.9,19932.0,353.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,11.2,3000.0,0.0
-272791,-12686,1,C,S,12.25,9.1,WBM,14.5,0.0,1840.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,10.0,2300.0,13.5
-272792,-12686,2,C,P,8.5,11.7,OBM,15.6,0.0,932.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.1,3500.0,0.0
-272798,-12689,1,C,C,20.0,9.1,WBM,11.5,0.0,1330.0,DIV,21.25,,,2000.0,0,250,9.1,250.0,0.0
-272799,-12689,2,C,S,13.5,9.5,WBM,14.0,,2298.0,BOP,13.625,5000.0,5000.0,10000.0,2500,5000,9.5,2400.0,14.0
-272800,-12689,3,C,P,9.875,10.5,WBM,15.8,0.0,893.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5000,10.5,4600.0,0.0
-272814,-12691,1,L,I,14.0,15.8,SBM,17.2,18565.0,485.0,BOP,18.75,15000.0,10000.0,15000.0,3500,8300,15.8,1800.0,16.7
-272815,-12691,2,L,I,10.625,15.3,SBM,16.5,24840.0,252.0,BOP,18.75,15000.0,10000.0,15000.0,3500,8300,15.3,1800.0,16.5
-272816,-12691,3,O,O,8.5,15.4,SBM,17.0,0.0,0.0,BOP,18.75,15000.0,10000.0,15000.0,0,0,0.0,0.0,0.0
-273290,-12721,1,C,C,32.5,9.3,WBM,10.5,,5907.0,,,,,,0,0,0.0,0.0,0.0
-273291,-12721,2,C,S,26.0,11.0,WBM,12.5,,9090.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5500,11.0,3800.0,12.2
-273292,-12721,3,L,I,21.5,11.7,SBM,14.3,5953.0,1600.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5500,12.0,3400.0,13.6
-273293,-12721,4,L,I,19.5,12.7,SBM,15.4,3194.0,1348.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7500,12.7,5100.0,14.3
-273294,-12721,5,C,I,16.5,13.8,SBM,16.3,,1230.0,BOP,18.75,15000.0,10000.0,15000.0,7000,7500,13.8,6600.0,15.5
-273295,-12721,6,L,I,14.5,14.5,SBM,16.4,17242.0,1202.0,BOP,18.75,15000.0,10000.0,15000.0,7000,8000,14.5,2150.0,16.0
-273296,-12721,7,C,P,12.25,13.5,SBM,17.0,22750.0,651.0,BOP,18.75,15000.0,10000.0,15000.0,7000,8000,13.5,3250.0,0.0
-273331,-12723,1,C,C,20.0,8.9,WBM,11.5,0.0,742.0,DIV,21.25,2000.0,0.0,2000.0,0,250,9.0,250.0,0.0
-273333,-12724,2,L,I,12.25,16.5,WBM,17.5,8330.0,2097.0,BOP,13.625,10000.0,5000.0,10000.0,3500,6500,16.5,2000.0,17.3
-273334,-12725,1,C,C,26.0,10.4,WBM,12.1,,11694.0,BOP,18.75,15000.0,10000.0,15000.0,3500,3500,8.6,3500.0,12.1
-273335,-12725,2,L,S,21.5,11.2,SBM,15.7,8100.0,1509.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5900,11.2,3300.0,15.7
-273336,-12725,3,C,I,16.5,14.1,SBM,15.2,,1772.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7700,14.1,3300.0,15.2
-273337,-12725,4,L,P,12.25,13.8,SBM,16.8,20483.0,1553.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7700,13.8,2200.0,0.0
-273425,-12730,1,C,I,12.25,0.0,SBM,14.6,0.0,0.0,BOP,13.625,10000.0,5000.0,10000.0,3500,6500,12.2,5000.0,14.0
-273426,-12730,2,L,I,9.875,12.2,SBM,15.3,10516.0,163.0,BOP,13.625,10000.0,5000.0,10000.0,3500,6500,12.2,2400.0,13.5
-273427,-12730,3,L,P,7.0,12.6,SBM,15.3,12821.0,63.0,BOP,13.625,10000.0,5000.0,10000.0,3500,7000,12.6,2200.0,0.0
-273457,-12733,1,C,I,12.25,15.5,WBM,17.1,477.0,1466.0,BOP,11.0,5000.0,3500.0,10000.0,3500,5000,15.5,3900.0,17.1
-273566,-12738,6,L,P,7.5,17.5,OBM,19.2,17995.0,401.0,BOP,13.625,10000.0,10000.0,15000.0,3500,10000,17.5,1803.0,19.2
-238231,-10508,2,L,I,7.5,17.2,OBM,18.7,9413.0,,BOP,13.625,10000.0,5000.0,10000.0,3500,5800,10.0,5400.0,17.8
-238382,-11170,2,C,S,17.5,9.5,WBM,14.5,0.0,5011.0,BOP,13.625,10000.0,5000.0,10000.0,3500,10000,9.5,3600.0,14.0
-238389,-11172,1,C,C,20.0,9.0,WBM,12.0,,2172.0,DIV,21.25,3000.0,0.0,2000.0,0,250,9.0,250.0,0.0
-238390,-11172,2,C,S,13.5,9.5,WBM,14.3,,2843.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.5,2600.0,14.3
-238391,-11172,3,C,P,9.875,11.0,WBM,17.0,,1584.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,11.0,5000.0,0.0
-238549,-11188,1,L,C,32.0,9.4,WBM,0.0,6129.0,5850.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-238550,-11188,2,C,S,26.0,10.5,WBM,13.6,,8568.0,BOP,18.75,15000.0,10000.0,15000.0,5000,8000,10.5,3700.0,13.6
-238551,-11188,3,L,S,18.125,13.0,SBM,14.6,8635.0,720.0,BOP,18.75,15000.0,10000.0,15000.0,7000,8000,13.0,1600.0,14.6
-238552,-11188,4,C,I,17.5,14.1,SBM,15.1,,1442.0,BOP,18.75,15000.0,10000.0,15000.0,7000,10000,14.1,1400.0,15.1
-238553,-11188,5,O,O,12.25,14.6,SBM,15.2,,,BOP,18.75,15000.0,10000.0,15000.0,7000,8500,0.0,0.0,0.0
-238665,-11191,1,C,C,26.0,10.2,WBM,11.8,0.0,8770.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,8.6,3400.0,11.8
-238666,-11191,2,L,S,21.5,10.8,SBM,15.4,7617.0,1590.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,11.3,3400.0,15.4
-238667,-11191,3,C,I,16.375,14.5,SBM,15.1,0.0,1151.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7700,14.5,5100.0,15.1
-238668,-11191,4,L,I,14.0,13.9,SBM,16.1,19262.0,915.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7700,13.9,3100.0,16.0
-238669,-11191,5,C,P,12.25,14.3,SBM,16.8,19130.0,612.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7700,14.3,4500.0,0.0
-238746,-11179,1,C,C,26.0,10.4,WBM,12.8,0.0,10927.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-238790,-11182,1,C,C,26.0,10.4,WBM,12.8,0.0,10916.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-238793,-11196,1,C,C,32.0,11.8,WBM,0.0,0.0,2143.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-238794,-11196,2,C,S,26.0,12.6,WBM,11.1,0.0,2987.0,BOP,18.75,15000.0,5000.0,10000.0,3500,5050,8.6,3600.0,10.9
-238795,-11196,3,L,I,22.0,10.4,SBM,12.5,6030.0,437.0,BOP,18.75,15000.0,5000.0,10000.0,3500,5050,10.4,950.0,12.1
-238796,-11196,4,L,I,20.0,11.5,SBM,13.6,5530.0,810.0,BOP,18.75,15000.0,5000.0,10000.0,3500,5050,11.5,1100.0,13.1
-238797,-11196,5,C,I,17.5,12.5,SBM,14.5,0.0,997.0,BOP,18.75,15000.0,5000.0,10000.0,3500,5050,12.5,4900.0,14.1
-238798,-11196,6,L,P,12.25,13.4,SBM,15.0,10500.0,640.0,BOP,18.75,15000.0,5000.0,10000.0,3500,5050,13.4,1250.0,15.0
-238799,-11196,7,L,P,9.875,14.4,SBM,15.5,14811.0,192.0,BOP,18.75,15000.0,5000.0,10000.0,3500,5050,14.4,960.0,0.0
-240902,-11288,2,L,S,22.0,10.5,WBM,13.5,2387.0,1853.0,BOP,18.75,10000.0,5000.0,10000.0,3500,7500,10.5,1750.0,13.5
-238823,-11197,1,C,I,13.5,0.0,GSW,12.9,,,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,8.6,1400.0,11.9
-238824,-11197,2,C,P,9.875,11.1,SBM,16.1,,505.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,8.6,4600.0,
-240903,-11288,3,L,I,20.0,12.8,WBM,15.7,1753.0,2817.0,BOP,18.75,10000.0,5000.0,10000.0,3500,7500,12.8,3400.0,15.7
-240904,-11288,4,C,I,17.5,15.0,WBM,16.7,0.0,3628.0,BOP,18.75,10000.0,5000.0,10000.0,3500,7500,15.0,6000.0,16.7
-240905,-11288,5,L,I,14.75,16.2,SBM,17.8,10735.0,2100.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7500,16.2,2500.0,17.8
-240906,-11288,6,C,I,12.25,16.7,SBM,18.4,0.0,778.0,BOP,18.75,15000.0,10000.0,15000.0,7000,10000,16.7,10000.0,18.4
-240907,-11288,7,L,P,9.875,16.7,SBM,18.5,18180.0,652.0,BOP,18.75,15000.0,10000.0,15000.0,7000,12700,16.7,3500.0,0.0
-246562,-11489,1,C,S,17.5,9.5,WBM,13.1,0.0,1755.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.4,2000.0,13.0
-246563,-11489,2,C,I,12.25,11.4,OBM,16.9,0.0,3139.0,BOP,13.625,10000.0,5000.0,10000.0,3500,10000,11.4,6500.0,16.9
-246564,-11489,3,L,P,8.5,13.5,OBM,17.2,11476.0,47.0,BOP,13.625,10000.0,5000.0,10000.0,3500,10000,13.5,2550.0,17.1
-246565,-11489,4,L,P,7.5,16.0,OBM,17.9,12541.0,173.0,BOP,13.625,10000.0,5000.0,10000.0,3500,10000,16.0,2550.0,
-246619,-11508,1,C,C,26.0,9.9,WBM,11.2,,3403.0,BOP,18.75,15000.0,10000.0,15000.0,3000,3000,8.6,4460.0,11.2
-246620,-11508,2,L,S,22.0,11.1,SBM,12.0,5345.0,1157.0,BOP,18.75,15000.0,10000.0,15000.0,2800,2800,11.1,308.0,12.0
-246621,-11508,3,L,I,20.0,11.5,SBM,15.4,5074.0,2042.0,BOP,18.75,15000.0,10000.0,15000.0,3500,4470,11.5,1590.0,15.4
-246622,-11508,4,C,I,20.0,14.8,SBM,15.7,,658.0,BOP,18.75,15000.0,10000.0,15000.0,3500,8400,14.8,5980.0,15.7
-246623,-11508,5,L,I,14.75,15.1,SBM,15.9,12361.0,769.0,BOP,18.75,15000.0,10000.0,15000.0,3500,8200,15.1,770.0,15.9
-246624,-11508,6,L,I,12.25,15.3,SBM,16.1,14037.0,626.0,BOP,18.75,15000.0,10000.0,15000.0,3500,8200,15.3,770.0,16.1
-246625,-11508,7,O,O,8.5,15.6,SBM,16.9,,,BOP,18.75,15000.0,10000.0,15000.0,3500,8200,0.0,,0.0
-247179,-11529,1,C,C,26.0,9.2,WBM,11.0,,6391.0,BOP,18.75,15000.0,10000.0,15000.0,3500,8500,8.6,2150.0,11.0
-247180,-11529,2,L,S,20.0,10.5,SBM,12.9,4250.0,1783.0,BOP,18.75,15000.0,10000.0,15000.0,3500,8500,10.5,1725.0,12.9
-247181,-11529,3,C,I,16.5,12.0,SBM,14.8,,1601.0,BOP,18.75,15000.0,10000.0,15000.0,3500,8500,12.0,5300.0,14.8
-247182,-11529,4,C,P,12.25,13.6,SBM,15.8,11291.0,1304.0,BOP,18.75,15000.0,10000.0,15000.0,3500,8500,13.6,5450.0,0.0
-247770,-11566,5,L,I,14.75,15.1,SBM,15.9,12361.0,769.0,BOP,18.75,15000.0,10000.0,15000.0,3500,6300,15.1,770.0,15.9
-247771,-11566,6,L,I,12.25,15.3,SBM,16.1,13457.0,626.0,BOP,18.75,15000.0,10000.0,15000.0,3500,8200,15.3,770.0,16.1
-247772,-11566,7,O,O,8.5,15.6,SBM,16.9,,,BOP,18.75,15000.0,10000.0,15000.0,3500,8200,0.0,,0.0
-248576,-11586,1,C,S,12.25,9.1,WBM,14.5,0.0,1840.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,10.0,2300.0,13.5
-247769,-11566,4,C,I,20.0,14.8,SBM,15.7,,658.0,BOP,18.75,15000.0,10000.0,15000.0,3500,8400,14.8,5980.0,15.7
-248860,-11548,1,C,C,30.0,8.9,GSW,9.7,,1839.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-248861,-11548,2,C,S,24.0,10.2,GSW,11.4,,3976.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-249009,-11606,1,C,C,26.0,10.4,WBM,12.8,,10927.0,BOP,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-275964,-12854,3,C,I,16.5,13.3,SBM,15.0,22767.0,713.0,BOP,18.75,15000.0,10000.0,15000.0,4500,8000,13.3,3300.0,14.8
-275965,-12854,4,C,C,12.25,14.1,SBM,15.4,25500.0,966.0,BOP,18.75,15000.0,10000.0,15000.0,4200,8000,14.1,7600.0,0.0
-275972,-12856,1,C,C,26.0,9.0,WBM,12.0,,2077.0,DIV,30.0,3000.0,0.0,500.0,0,250,9.0,250.0,0.0
-275973,-12856,2,C,S,17.5,9.5,WBM,14.6,,6025.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.5,2500.0,14.6
-275974,-12856,3,C,I,12.25,12.5,WBM,17.5,,2771.0,BOP,13.625,10000.0,5000.0,10000.0,3500,6500,12.5,5600.0,17.5
-275975,-12856,4,L,P,8.5,15.0,WBM,18.2,11139.0,214.0,BOP,13.625,10000.0,5000.0,10000.0,3500,6500,15.0,2100.0,0.0
-276002,-12857,1,C,C,24.0,9.0,WBM,12.0,0.0,1631.0,DIV,30.0,3000.0,0.0,500.0,0,250,9.0,250.0,11.0
-276064,-12862,2,C,I,10.625,17.4,WBM,0.0,,220.0,BOP,13.625,10000.0,5000.0,10000.0,3500,10000,17.4,1774.0,0.0
-276066,-12862,4,L,P,9.5,17.4,WBM,18.4,10100.0,339.0,BOP,13.625,10000.0,5000.0,10000.0,3500,10000,17.4,1800.0,18.2
-276067,-12863,1,C,C,20.0,9.0,WBM,11.9,,1440.0,DIV,21.25,3000.0,0.0,2000.0,0,250,9.0,250.0,0.0
-276068,-12863,2,C,S,13.5,9.5,WBM,14.6,,2800.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.5,2510.0,14.6
-276069,-12863,3,C,P,9.875,12.0,WBM,17.4,,1080.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5850,12.0,4900.0,0.0
-276073,-12862,5,L,P,8.5,17.4,WBM,18.5,9900.0,463.0,BOP,13.625,10000.0,5000.0,10000.0,3500,10000,17.4,1774.0,0.0
-276173,-12865,7,L,I,13.5,14.5,SBM,15.1,20597.0,315.0,BOP,18.75,15000.0,10000.0,15000.0,7000,8500,14.5,1500.0,0.0
-276327,-12870,1,C,S,13.5,9.2,WBM,12.9,0.0,1521.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.2,1900.0,12.0
-276328,-12870,2,C,P,9.875,9.5,WBM,14.5,0.0,539.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.5,2100.0,0.0
-276490,-12859,1,C,S,13.5,9.5,WBM,13.3,0.0,1994.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.5,2050.0,11.5
-276497,-12878,1,C,P,14.25,9.0,SBM,14.5,0.0,0.0,BOP,13.625,10000.0,5000.0,10000.0,3500,6500,11.5,5000.0,13.5
-276630,-12885,1,C,I,9.625,9.5,WBM,13.1,,760.0,BOP,13.625,5000.0,5000.0,10000.0,3500,4500,9.5,2100.0,13.7
-276631,-12885,2,L,P,6.25,11.0,WBM,16.0,2500.0,448.0,BOP,13.625,5000.0,5000.0,10000.0,3500,4500,10.8,850.0,0.0
-276639,-12886,1,C,S,17.5,9.0,WBM,14.0,,5600.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.0,2420.0,14.0
-276640,-12887,1,C,C,20.0,9.3,WBM,11.8,0.0,1717.0,DIV,37.5,3000.0,0.0,2000.0,0,250,9.3,250.0,0.0
