SN_EOR,EOR_OPERATION_CD,API_WELL_NUMBER,WELL_NAME,WELL_NM_ST_SFIX,WELL_NM_BP_SFIX,MMS_COMPANY_NUM,BUS_ASC_NAME,BOTM_LEASE_NUMBER,BOTM_AREA_CODE,BOTM_BLOCK_NUMBER,SURF_LEASE_NUMBER,SURF_AREA_CODE,SURF_BLOCK_NUMBER,BOREHOLE_STAT_CD,BOREHOLE_STAT_DT,OPERATIONAL_NARRATIVE,SUBSEA_COMPLETION_FLAG,SUBSEA_PROTECTION_FLAG,SUBSEA_COMPLETION_BUOY_FLAG,SUBSEA_TREE_HEIGHT_AML,OBSTRUCTION_PROTECTION_FLAG,OBSTRUCTION_TYPE_CD,OBSTRUCTION_BUOY_FLAG,OBSTRUCTION_HEIGHT_AML
-106354,O,177094140500,A003,0,0,3151,"Cox Operating, L.L.C.",G15239,EI,39,G15239,EI,39,COM,3/20/2004,"Screen Replacement

Screen repair was unsuccessful due to the fact that the through tubing screen was dropped in the hole and is likely damaged. Efforts were made to fish the screens with slickline and coil tubing, and those efforts were unsuccessful. The tubing was loaded with filtered seawater and the well was left shut-in with the SCSSV tested and holding.",,,YES,,,,,
-108250,C,177064096400,D014,0,0,2795,"GoMex Energy Offshore, Ltd.",G02047,EC,272,G31349,VR,282,COM,11/22/2009,,NO,,NO,,YES,,NO,
-108333,C,177074088802,230,0,2,3407,"Array Petroleum, LLC", 00310,SM,212, 00310,SM,212,COM,7/30/2008,Complete in the Operc 1.0 sand.,NO,NO,NO,,NO,,NO,
-50253,A,177190109800,C014,0,0,3295,Fieldwood Energy LLC, 00841,WD,104, 00841,WD,104,PA,7/14/2007,Please be reminded that the C Platform was reefed in place.,NO,NO,NO,,NO,CS,NO,88.0
-50435,A,177184008700,A001,0,0,3672,Talos QN Exploration LLC,G13944,GI,116,G13944,GI,116,TA,6/22/2007,,NO,NO,NO,,NO,,NO,
-50501,C,427114087300,C001,0,0,3035,Fieldwood Energy Offshore LLC,G02735,HI,A309,G02735,HI,A309,COM,9/5/2007,,NO,NO,NO,,YES,,YES,
-50513,A,177084094900,A001,0,0,2058,"LLOG Exploration Offshore, L.L.C.",G24874,SM,111,G24874,SM,111,TA,7/17/2007,,,,YES,,YES,CS,YES,9.0
-50553,A,427094025600,A012,0,1,3295,Fieldwood Energy LLC,G02757,HI,A382,G02393,HI,A573,PA,4/1/1978,"HIA382 Well No. A012 was previously abandoned.  During these operations, the 9-5/8"", 13-3/8"", 20"" and 26"" casings were cut and pulled a minimum of 15' BML.  HIA382 Well No. A012 remains in PA status.",NO,NO,NO,,NO,,NO,
-50837,C,177054120000,B001,0,0,2899,Talos ERT LLC,G22628,VR,241,G22628,VR,241,COM,5/19/2004,Remington proposed to close sliding sleeves at 10500' and 10536' to isolate the G Sand and reopen the H Sand by sliding the sleeve at 10813' to the open position. On 05/07/07 the PX Plug at 10840' was pulled and at that time we found that the sliding sleeve at 10813' was in the open position. Well was turned over to production on 06/12/07.,,,YES,,,,,
-51377,C,177114007002,C002,2,1,1284,"W & T Offshore, Inc.", 00434,SS,149, 00434,SS,149,COM,4/1/1974,,NO,NO,NO,,NO,,NO,
-54068,A,177004029601,B005,1,0,2636,Fieldwood Energy SP LLC,G03382,WC,279,G00911,WC,280,PA,6/25/2007,,NO,NO,NO,,NO,,NO,
-52338,A,608154014801,A002,0,1,2813,"Royal Production Company, Inc.",G26184,MO,1003,G26184,MO,1003,TA,7/5/2007,Temporarily Abandoned,,,YES,,NO,,NO,
-52699,A,608154007900,B003,0,0,1284,"W & T Offshore, Inc.",G05753,MO,916,G05753,MO,916,PA,9/5/2007,,NO,NO,NO,,NO,,NO,
-52802,W,177154092400,B001,0,0,1482,JX Nippon Oil Exploration (U.S.A.) Limited,G12020,ST,179,G12020,ST,179,COM,3/13/1998,,NO,NO,NO,,NO,,NO,
-53449,A,177122001500,C004,0,0,3035,Fieldwood Energy Offshore LLC,G01529,SS,252,G01031,SS,253,TA,8/15/2007,,NO,NO,NO,,NO,,NO,
-53589,W,177154096800,B031,0,0,276,Exxon Mobil Corporation, 00020,ST,67, 00020,ST,67,COM,8/13/1999,,NO,NO,NO,,NO,,NO,
-54088,W,177254072200,B003,0,0,1284,"W & T Offshore, Inc.",G16493,MP,61,G16493,MP,61,COM,3/15/2002,"This EOR is being submitted following initial gas-lift valve installation in this well.  The producing interval did not change.  Please change the well status from ""producing oil well"" to ""gas lift oil"".",NO,NO,NO,,YES,CS,YES,7.0
-54108,W,427104014001,010,0,1,2589,"Merit Energy Company, LLC",G04078,HI,39,G04078,HI,39,COM,7/6/2001,,NO,NO,NO,,NO,,NO,
-53087,W,177114149801,001,0,1,2782,Eni US Operating Co. Inc.,G27127,SS,138,G27127,SS,138,COM,10/28/2006,Tried to reperforate well.  Attempt to reperforate well failed.,NO,,YES,,,,,
-54289,A,177110025000,001,0,1,3295,Fieldwood Energy LLC, 00820,SS,169, 00820,SS,169,PA,7/23/2007,,NO,NO,NO,,NO,,NO,
-54290,A,177110025100,002,0,0,3295,Fieldwood Energy LLC, 00820,SS,169, 00820,SS,169,PA,8/30/1966,,NO,NO,NO,,NO,,NO,
-54292,A,177110025200,003,0,0,3295,Fieldwood Energy LLC, 00820,SS,169, 00820,SS,169,PA,7/23/2007,,NO,NO,NO,,NO,,NO,
-54293,C,177044057200,B010,0,0,3035,Fieldwood Energy Offshore LLC,G03540,EC,330,G03540,EC,330,COM,6/26/1983,"Re-complete to the G-4 Sand ""Upper"".",NO,NO,NO,,NO,,NO,
-54294,A,177110025300,004,0,0,3295,Fieldwood Energy LLC, 00820,SS,169, 00820,SS,169,PA,7/23/2007,,NO,NO,NO,,NO,,NO,
-54549,W,427094030801,A012,1,0,2312,McMoRan Oil & Gas LLC,G02366,HI,A474,G02366,HI,A474,COM,10/9/1991,,NO,NO,NO,,NO,,NO,
-54588,A,177150022000,S008,0,0,3481,"Cantium, LLC", 00386,ST,23, 00386,ST,23,ST,7/19/2007,,NO,NO,NO,,NO,,NO,
-54589,C,177150022001,S008,1,0,3481,"Cantium, LLC", 00386,ST,23, 00386,ST,23,COM,7/29/2007,,NO,NO,NO,,,,,
-54609,A,427114088201,C004,0,1,3035,Fieldwood Energy Offshore LLC,G02735,HI,A309,G02735,HI,A309,TA,7/28/2007,,,,YES,,YES,,NO,
-53314,A,427104014401,001,0,1,2169,Mariner Gulf of Mexico LLC,G22247,HI,167,G06200,HI,166,PA,7/24/2007,HYDRO PLUGGED AND PERMANENTLY ABANDONED THE G22247 NO.1 ST00BP01 WELLBORE. ALL CASINGS & DRIVE PIPE WERE CUT AND REMOVED FROM A MINIMUM OF 25' BML.,NO,NO,NO,,NO,,NO,
-53368,A,177094010001,019,1,0,3295,Fieldwood Energy LLC, 00423,EI,189, 00423,EI,189,TA,7/18/2007,,NO,NO,NO,,NO,,NO,
-53387,A,177064094901,SS001,1,0,2899,Talos ERT LLC,G23833,VR,348,G23833,VR,348,TA,7/25/2007,"The VR 348 #1ST wellbore was spud on 07-16-07.  KOP was 7702' MD. The well was drilled to a TD of 8372' MD / 4435' TVD on August 17, 2007.  A 5 1/2"" production liner was set at 8370' MD / 4433' TVD and the wellbore was temporarily abandon of 07-25-07.",,,YES,,NO,CS,YES,4.0
-53748,A,177190085300,G002,0,0,2451,GOM Shelf LLC, 00839,WD,94, 00839,WD,94,PA,3/25/2008,,NO,NO,NO,,NO,,NO,
-45545,A,608114029600,SS008,0,0,78,Chevron U.S.A. Inc.,G04508,GC,136,G04508,GC,136,PA,5/17/2007,,YES,NO,NO,0.0,NO,,NO,
-45565,A,177170034800,R014,0,0,3481,"Cantium, LLC", 00392,GI,37, 00392,GI,37,TA,5/8/2007,,NO,NO,NO,,NO,,NO,
-45606,C,177254070900,KB010,0,0,3481,"Cantium, LLC",G03338,MP,43,G01452,MP,43,COM,3/18/2001,,NO,NO,NO,,NO,,NO,
-41761,A,608154014400,A002,0,0,2813,"Royal Production Company, Inc.",G27228,MO,994,G27228,MO,994,TA,4/1/2007,Temporarily Abandon,,,YES,,NO,,NO,
-51898,A,608074019105,HB001,5,0,689,Shell Offshore Inc.,G15879,GB,341,G15879,GB,341,ST,7/18/2007,,,,YES,,NO,,NO,
-45727,C,177034100400,A009,0,0,1834,Talos Petroleum LLC, 00089,EC,64, 00089,EC,64,COM,5/14/2007,"Stone has drilled the EC 64 A9 to a depth of 11512' MD / 10444' TVD, w/a MW 11.5 ppg. The wellboer was TD on 03-27-07.   Initial completion operations of the EC 64 A9 wellbore were completed on 05-14-07. The well was completed as single, gravel packed, gas completion in the ""M-2"" Sand, with existing perforations of 11314' - 11372' MD. The well was place on produciton on 05-16-07.",NO,,YES,,,,,
-25101,O,608174110000,F005,0,0,2481,BP Exploration & Production Inc.,G08831,MC,566,G08823,MC,522,DSI,1/7/2007,Suspended drilling,,,YES,,NO,CS,NO,13.0
-43622,A,177190063801,D007,1,0,2451,GOM Shelf LLC, 00181,WD,69, 00182,WD,70,ST,4/22/2007,Plugback well in preparation of sidetrack.,,,YES,,,,NO,
-45788,W,177194065600,E018,0,0,3407,"Array Petroleum, LLC", 00016,WD,31, 00016,WD,31,COM,4/8/1998,,NO,NO,NO,,NO,,NO,
-47491,A,177184006700,A005,0,0,2628,"Arena Offshore, LP",G05662,GI,102,G05662,GI,102,ST,6/9/2007,,NO,NO,NO,,NO,,NO,
-23466,A,177244023800,B009,0,0,2451,GOM Shelf LLC,G04253,MP,303,G01673,MP,296,TA,3/14/2007,"10-3/4"" and 20"" casings cut and pulled a minimum of 15' BML.  30"" casing cut a minimum of 15' BML to be pulled at a later date.",NO,NO,NO,,NO,,NO,
-47608,A,177110080600,B005,0,0,3295,Fieldwood Energy LLC,G01523,SS,207,G01523,SS,207,TA,2/4/2008,,NO,NO,NO,,NO,,NO,
-48288,C,608174111201,DM002,0,1,689,Shell Offshore Inc.,G07957,MC,762,G07963,MC,807,COM,7/24/2007,,YES,NO,NO,27.0,,,,
-48427,C,608074008201,A008,1,0,689,Shell Offshore Inc.,G07493,GB,427,G08241,GB,426,COM,7/14/2007,,NO,NO,NO,,,,,
-48428,A,427084002600,A003,0,1,1284,"W & T Offshore, Inc.",G02354,HI,111,G02353,HI,110,TA,5/30/2007,,NO,NO,NO,,NO,,NO,
-54168,A,177094007800,D001,0,0,1284,"W & T Offshore, Inc.", 00806,EI,206, 00805,EI,205,COM,10/4/1973,"Attempts to remove 30"" casing by conventional methods were unsuccessful. The removal of the remaining 30"" will require diver assistance and therefore will be recovered upon platform removal. Status will remain TA until casings are removed.",NO,NO,NO,,NO,,NO,
-55737,O,608164040703,SS004,1,0,981,Anadarko Petroleum Corporation,G06894,VK,915,G06894,VK,915,TA,5/13/2002,Logging - cement evaluation,,,YES,,NO,CS,NO,15.0
-55639,C,608074082800,SS001,0,0,818,"Mariner Energy, Inc.",G24459,GB,195,G24459,GB,195,COM,9/5/2007,,YES,NO,NO,20.0,NO,,NO,
-55677,C,427054015300,C001,0,0,2477,"Tarpon Operating & Development, L.L.C.",G26469,BA,A76,G26469,BA,A76,COM,9/26/2006,"Borehole completed in the Big Hum Sand from 9604'-9648'MD with a current status of ""gas shut-in"".",NO,YES,NO,7.0,YES,CS,NO,7.0
-55679,C,177124037200,A003,0,0,2451,GOM Shelf LLC,G09627,SS,277,G09627,SS,277,COM,3/4/1990,,NO,NO,NO,,NO,,NO,
-57319,A,177054056400,A006,0,0,2808,TDC Energy LLC,G04424,VR,221,G04424,VR,221,PA,11/1/2007,,NO,NO,NO,,NO,,NO,
-56637,A,177264005201,B008,0,1,3035,Fieldwood Energy Offshore LLC,G21142,BS,41,G21142,BS,41,TA,9/25/2007,,NO,NO,NO,,NO,,NO,
-56677,A,177074010700,A004,0,0,105,Apache Corporation,G02310,SM,268,G02310,SM,268,PA,8/28/2007,,NO,NO,NO,,NO,,NO,
-47346,C,608174111901,SS008,1,0,981,Anadarko Petroleum Corporation,G14016,MC,711,G14016,MC,711,COM,7/26/2007,Intially Completed ,YES,NO,NO,25.0,,,,
-56698,A,608124002800,001,0,0,2219,Anadarko US Offshore LLC,G18649,WR,155,G18649,WR,155,ST,11/28/2007,,,,YES,,NO,,NO,0.0
-58002,A,177024123400,A001,0,0,2409,"Maritech Resources, Inc.",G15102,WC,515,G15102,WC,515,PA,9/11/2007,,NO,NO,NO,,NO,,NO,
-57903,C,177044104501,004,0,1,1284,"W & T Offshore, Inc.",G14391,EC,373,G14391,EC,373,COM,10/10/2003,,,,YES,,,,,
-42239,O,177234002300,C011,0,0,105,Apache Corporation,G01614,SP,70,G01614,SP,70,COM,5/24/1979,CHANGE ZONES. SQUEEZE L-4 SAND COMPLETION AND PERFORATE THE J-1 SAND.,NO,NO,NO,,NO,,NO,
-42859,A,177034008600,A009,0,0,2899,Talos ERT LLC,G02038,EC,231,G02038,EC,231,TA,10/13/2007,"10-3/4"", 16"" and 26"" casings have been cut at 15' BML and will remain in place until platform removal operations are recommenced in Spring 2008.",NO,NO,NO,,NO,,NO,
-42863,C,177074087501,227,0,1,3407,"Array Petroleum, LLC", 00310,SM,217, 00310,SM,217,COM,11/29/2006,Complete in the Rob L-10 Sand.,NO,NO,NO,,YES,CS,NO,99.0
-42899,A,177034087400,A012,0,0,1834,Talos Petroleum LLC,G03323,EC,220,G03323,EC,220,PA,2/16/2008,"Stone has successfully plugged & abandoned the EC 220 OCS G-03323, Well No. A012.  Operations began on March 27, 2007 and were completed on February 16, 2008.",NO,NO,NO,,NO,,NO,
-43200,C,177154121500,137,0,0,3151,"Cox Operating, L.L.C.", 00263,ST,21, 00263,ST,21,COM,3/7/2007,,NO,,YES,,,,,
-43441,A,177174038800,A005,0,0,105,Apache Corporation,G05659,GI,82,G05659,GI,82,PA,3/13/2007,,NO,NO,NO,,NO,,NO,
-43541,A,177034036800,J003,0,0,105,Apache Corporation, 00767,EC,47, 00767,EC,47,TA,4/10/2007,,NO,NO,NO,,NO,,NO,
-43542,A,177034021200,J001,0,0,105,Apache Corporation, 00767,EC,47, 00767,EC,47,TA,6/4/2007,Plugback for Sidetrack,NO,NO,NO,,NO,,NO,
-43581,A,177074036800,C023,0,0,105,Apache Corporation,G02600,SM,281,G02600,SM,281,ST,4/6/2007,Plugged back for sidetrack.,NO,NO,NO,,NO,,NO,
-43624,A,177054065100,E009,0,0,3151,"Cox Operating, L.L.C.",G01146,VR,245,G01146,VR,245,PA,10/6/2006,,NO,NO,NO,,YES,CS,NO,0.0
-43625,A,177054034901,E007,1,0,3151,"Cox Operating, L.L.C.",G01146,VR,245,G01146,VR,245,PA,10/9/2006,,NO,NO,NO,,NO,,NO,
-32564,A,427084049900,A001,0,0,2169,Mariner Gulf of Mexico LLC,G14870,HI,202,G14870,HI,202,TA,3/17/2007,"Hydro plugged and temporarily abandoned the G 14870 A001 wellbore.
Will remob to location and cut and pull 16"", 18.625"" & 36"" casings to 16' BML.",NO,NO,NO,,NO,CS,NO,55.0
-43644,A,427034022100,A006,0,0,2628,"Arena Offshore, LP",G04065,MI,669,G04065,MI,669,TA,6/7/2007,,NO,NO,NO,,NO,,NO,
-43645,A,427034022800,A007,0,0,2451,GOM Shelf LLC,G04546,MI,654,G04065,MI,669,TA,6/2/2007,,NO,NO,NO,,NO,,NO,
-43662,W,177234001200,C001,0,0,105,Apache Corporation,G01614,SP,70,G01614,SP,70,COM,8/4/1975,,NO,NO,NO,,NO,,NO,
-38521,A,177064051501,A001,1,0,3026,"Talos Energy Ventures, LLC",G04800,VR,271,G04800,VR,271,ST,3/13/2007,Plugback of Sidetrack 1,,,YES,,,,,
-43700,A,177044109300,B004,0,0,2628,"Arena Offshore, LP",G10638,EC,328,G10638,EC,328,TA,4/21/2007,,NO,NO,NO,,NO,,NO,
-43719,A,177044109202,B003,2,0,2628,"Arena Offshore, LP",G10638,EC,328,G10638,EC,328,TA,4/7/2007,,NO,NO,NO,,NO,,NO,
-39707,A,427104016800,002,0,0,2603,Tammany Oil & Gas LLC,G12564,HI,45,G12564,HI,45,PA,3/26/2007,,,,YES,,NO,,NO,
-43840,C,177192005501,H001,1,0,3288,"Cochon Properties, LLC", 00138,WD,45, 00138,WD,45,COM,9/19/1999,This well is unable to produce on it's own. ,NO,NO,NO,,NO,,NO,
-43841,C,427034033100,A001,0,0,2589,"Merit Energy Company, LLC",G06045,MI,651,G06045,MI,651,COM,12/30/1989,Change Zone to 9100' Sand,NO,NO,NO,,NO,,NO,
-43842,A,177090043700,B001,0,0,2421,"Devon Energy Production Co., L.P.", 00078,EI,51, 00078,EI,51,PA,5/6/2007,,NO,NO,NO,,NO,,NO,
-43920,C,608044025301,SS002,0,1,981,Anadarko Petroleum Corporation,G17266,EB,558,G17266,EB,558,COM,4/24/2007,,YES,NO,NO,13.0,YES,CS,NO,10.0
-43979,O,177114049200,D001,0,0,2899,Talos ERT LLC,G01023,SS,224,G01023,SS,224,TA,12/29/1979,All casings cut at +/- 12' above water level.,NO,NO,NO,,NO,,NO,
-43980,A,177154112200,001,0,0,1978,"Helis Oil & Gas Company, L.L.C.",G22746,ST,209,G22746,ST,209,PA,4/23/2007,,,,YES,,NO,,NO,
-39863,A,177064071204,A026,2,0,687,CNOOC Petroleum U.S.A. Inc.,G02088,VR,321,G02088,VR,321,TA,3/8/2007,,,,YES,,NO,,NO,
-44039,A,177254007700,A002,0,0,105,Apache Corporation,G02193,MP,140,G02193,MP,140,TA,1/1/1998,Please note this well was originally plugged back for sidetrack in 1998.  Current operations entailed setting a CIBP and surface plug in preparation for future permanent abandonment operations.,NO,NO,NO,,NO,,NO,
-44060,C,177254081500,G006,0,0,1586,Petsec Energy Inc.,G27194,MP,18,G26146,MP,19,COM,5/6/2006,,NO,NO,NO,,NO,,NO,
-38375,A,608174107500,004,0,0,3521,"Deepwater Abandonment Alternatives, Inc.",G21778,MC,734,G21778,MC,734,TA,4/10/2007,,,,YES,,NO,CS,NO,15.0
-44100,C,177154098903,W005,3,0,2628,"Arena Offshore, LP", 00464,ST,152, 00461,ST,134,COM,4/25/2007,,NO,NO,NO,,,,,
-44102,O,427034036200,005,0,0,2630,"Dynamic Offshore Resources NS, LLC",G07200,MI,606,G07199,MI,605,COM,5/15/1989,Jetted well w/ nitrogen,NO,NO,NO,,NO,,NO,
-109976,A,177250009500,B011,0,0,3481,"Cantium, LLC", 00374,MP,41, 00374,MP,41,TA,2/16/2010,,NO,NO,NO,,NO,,NO,
-110019,C,427114052601,A002,1,0,105,Apache Corporation,G02754,HI,A376,G02754,HI,A376,COM,10/16/1981,Recompleted to the PL 1-1 Sand.,NO,NO,NO,,NO,,NO,
-110059,A,177104126200,B004,0,0,1284,"W & T Offshore, Inc.",G05525,EI,371,G05525,EI,371,TA,4/2/2010,,NO,NO,NO,,NO,,NO,
-110061,C,177104161200,A002,0,0,2628,"Arena Offshore, LP",G27121,EI,318,G27121,EI,318,COM,2/16/2008,,NO,NO,NO,,YES,,NO,
-110064,C,177074089700,004,0,0,3295,Fieldwood Energy LLC,G01181,SM,10,G01181,SM,10,COM,2/2/2010,Reperforated and added perforations to the G19 Sand.,NO,,YES,,,,,
-110065,A,177170077000,D005,0,0,2998,"Wild Well Control, Inc.", 00134,GI,48, 00134,GI,48,PA,3/3/2010,Grouted exposed annuli to complete PA operations.,NO,NO,NO,,NO,,NO,
-110066,C,177084068700,C001,0,0,2312,McMoRan Oil & Gas LLC,G07703,SM,77,G07703,SM,77,COM,5/25/1990,Isolated the C-1 FBII Sand and recompleted to the EK Sand.,NO,NO,NO,,NO,,NO,
-110070,C,177094097200,026,0,0,3,Union Oil Company of California, 00196,EI,32, 00196,EI,32,TA,3/3/2010,Recompletion to 7400' Sand - Unsuccessful,NO,NO,NO,,NO,,NO,
-110071,A,177170046600,C001,0,0,2998,"Wild Well Control, Inc.", 00133,GI,47, 00133,GI,47,PA,2/23/2010,,NO,NO,NO,,NO,,NO,
-110072,A,177170047101,C003,0,0,2998,"Wild Well Control, Inc.", 00133,GI,47, 00133,GI,47,PA,2/23/2010,,NO,NO,NO,,NO,,NO,
-110073,A,177170047000,C005,0,0,2998,"Wild Well Control, Inc.", 00133,GI,47, 00133,GI,47,PA,2/23/2010,,NO,NO,NO,,NO,,NO,
-110075,O,177124025701,A003,1,0,1284,"W & T Offshore, Inc.",G03169,SS,238,G03169,SS,238,COM,5/20/1982,casing pressure repair (ended up being unsuccessful),NO,NO,NO,,NO,,NO,
-110076,C,177254056800,A002,0,0,1284,"W & T Offshore, Inc.",G04832,MP,108,G04832,MP,108,COM,5/9/1993,Thru-tubing sand control,NO,NO,NO,,NO,,NO,
-110146,C,177004107500,B010,0,0,2312,McMoRan Oil & Gas LLC, 00190,WC,192, 00190,WC,192,COM,11/29/2000,,NO,NO,NO,,NO,,NO,
-110159,W,177194030800,E013,0,0,3151,"Cox Operating, L.L.C.", 00385,WD,29, 00385,WD,29,COM,12/25/1983,,NO,NO,NO,,NO,,NO,
-110148,O,608174103902,SS001,2,0,2058,"LLOG Exploration Offshore, L.L.C.",G25103,MC,707,G25103,MC,707,COM,9/11/2007,Change zones from the BN-3 Sand to the BN-2 Sand by means of shifting the sliding sleeves.,YES,NO,NO,18.0,NO,ST,NO,18.0
-110162,O,608174090702,SS001,2,0,981,Anadarko Petroleum Corporation,G21190,MC,875,G21191,MC,876,TA,2/13/2010,Identical tree swap ,,,YES,,NO,ST,NO,22.0
-110167,C,177024035900,A009,0,0,2967,"Peregrine Oil & Gas II, LLC",G02015,WC,565,G02015,WC,565,COM,2/26/1977,Recomplete to A0 Sand.,NO,NO,NO,,NO,,NO,
-110199,A,177094094000,009,0,0,2451,GOM Shelf LLC, 00479,EI,53, 00479,EI,53,TA,3/12/2010,,NO,NO,NO,,NO,,NO,
-110165,C,177154101302,E017,2,0,2628,"Arena Offshore, LP",G01260,ST,177,G01260,ST,177,COM,7/9/2000,,NO,NO,NO,,NO,,NO,
-110177,C,177094141000,J002,0,0,2266,"EPL Oil & Gas, LLC",G21111,EI,247,G21111,EI,247,COM,6/19/2004,,,,YES,,,,,
-110168,C,177094150000,I001,0,0,2503,"Contango Operators, LLC",G23851,EI,10,G23851,EI,10,COM,6/22/2010,,NO,NO,NO,,,,,
-110178,C,177090027101,F005,1,0,105,Apache Corporation, 00049,EI,119, 00049,EI,119,COM,3/13/2010,,NO,,YES,,,,,
-110185,A,177154107800,C010,0,0,2628,"Arena Offshore, LP",G02625,ST,37,G02625,ST,37,TA,3/11/2010,,,,YES,,NO,,NO,
-110215,A,177074045202,JA007,2,0,105,Apache Corporation,G01194,SM,58,G01194,SM,58,TA,3/6/2010,Temporarily abandoned the well.,NO,NO,NO,,NO,,NO,
-110216,A,177194009000,Y001,0,0,2451,GOM Shelf LLC, 00838,WD,71, 00838,WD,71,TA,4/4/2010,,NO,NO,NO,,NO,,NO,
-110226,A,177194010000,Y004,0,0,2451,GOM Shelf LLC, 00839,WD,94, 00838,WD,71,TA,3/24/1996,This well was previously TA'd. The original surface plug was drilled out & replaced.,NO,NO,NO,,NO,,NO,
-110229,A,177074003600,E005,0,0,2312,McMoRan Oil & Gas LLC, 00787,SM,49, 00787,SM,49,TA,4/6/2010,,NO,NO,NO,,NO,,NO,
-107410,A,427114017100,A007,0,0,2589,"Merit Energy Company, LLC",G02739,HI,A339,G02426,HI,A340,TA,10/6/2009,,NO,NO,NO,,YES,,NO,
-110539,A,177024182000,001,0,0,2899,Talos ERT LLC,G24756,WC,457,G24756,WC,457,PA,4/17/2010,"ERT has completed the permanent abandonment operations of the subsea well completion, WC 457 #01.  P&A operations began on 03-30-10 and were completed on 04-17-10.",,,YES,,,,,
-110536,A,177084055000,A001,0,1,2451,GOM Shelf LLC,G02889,SM,175,G02888,SM,174,TA,12/18/2009,"Apache anticipates returning to pull the 16"" x 24"" on June 2010.",NO,NO,NO,,NO,,NO,
-110538,A,177084056000,A006,0,0,2451,GOM Shelf LLC,G02889,SM,175,G02888,SM,174,TA,12/15/2009,Apache anticipates returning to pull the drive pipe on June 2010.,NO,NO,NO,,NO,,NO,
-110540,C,427114056002,A014,2,0,105,Apache Corporation,G02754,HI,A376,G02754,HI,A376,COM,8/28/1990,Recompleted to the PL 14/530 Sand.,NO,NO,NO,,NO,,NO,
-110549,A,177034061200,A007,0,0,1834,Talos Petroleum LLC, 00089,EC,64, 00089,EC,64,TA,5/13/2005,,NO,NO,NO,,NO,,NO,
-110571,O,177124063700,A003,0,0,3059,ANKOR Energy LLC,G24937,SS,241, 00832,SS,242,COM,11/13/2004,Isolate lower perfs in the TP-6 Sand thus allowing flow only from upper perforations in an attempt to reduce water production.,NO,NO,NO,,,,,
-110562,C,177104110501,C002,1,0,3407,"Array Petroleum, LLC",G02323,EI,360,G02323,EI,360,COM,6/6/2009,Open sliding sleeve to flow well following initial completion.,NO,NO,NO,,NO,,NO,
-110572,A,177094150200,C002,0,0,2312,McMoRan Oil & Gas LLC, 00809,EI,227, 00809,EI,227,PA,4/26/2010,Well C002 was drilled and permanently abandoned on 4/26/2010.,,,YES,,NO,,NO,
-110608,C,177224015501,A006,1,0,2451,GOM Shelf LLC,G05051,SP,75,G05051,SP,75,COM,2/28/2010,Initial Completion,NO,NO,NO,,NO,,NO,
-110609,O,177024113600,CA012,0,0,2628,"Arena Offshore, LP",G24767,WC,564,G24767,WC,564,COM,3/20/1997,This EOR is being submitted to activate the current well completion in the 5800' Sand (9184' -9290') under lease number OCS-G 24767 per Warren Williamson.,NO,NO,NO,,NO,,NO,
-110610,A,177084057300,A014,0,0,2451,GOM Shelf LLC,G02889,SM,175,G02888,SM,174,TA,12/15/2009,Apache anticipates returning to pull the drive pipe on June 2010.,NO,NO,NO,,NO,,NO,
-110615,A,177084059400,A021,0,0,2451,GOM Shelf LLC,G05221,SM,176,G02888,SM,174,TA,12/18/2009,"Apache anticipates returning to pull the 16"" x 24"" on June 2010.",NO,NO,NO,,NO,,NO,
-110631,W,177074088300,C001,0,0,3035,Fieldwood Energy Offshore LLC,G23840,SM,44,G23840,SM,44,COM,7/21/2007,,NO,YES,NO,,,,,
-110662,A,608174097900,001,0,0,2237,"Noble Energy, Inc.",G21188,MC,849,G21188,MC,849,PA,4/15/2010,,,,YES,,NO,CS,NO,15.0
-110663,C,177260031400,F002,0,0,3481,"Cantium, LLC",G01367,MP,42,G01372,BS,55,COM,7/14/1965,"3/7/2010 DECISION MADE TO SUSPEND OPERATIONS -  WELL REMAINS IN ""COMPLETED"" WELL STATUS.",NO,NO,NO,,NO,,NO,
-110669,A,177110016700,B001,0,1,3407,"Array Petroleum, LLC", 00827,SS,209, 00827,SS,209,TA,4/21/2010,,NO,NO,NO,,NO,,NO,
-108369,O,608174116502,001,0,2,689,Shell Offshore Inc.,G22919,MC,984,G22919,MC,984,ST,10/20/2009,WELLBORE ST 00 BP 02 IS P/A. WILL DRILL ST 01 BP 00.,,,YES,,,,,
-108410,A,177104089600,A001,0,0,78,Chevron U.S.A. Inc.,G03569,EI,294,G03569,EI,294,TA,11/26/2009,,NO,NO,NO,,NO,,NO,
-108411,A,177104092600,A003,0,0,78,Chevron U.S.A. Inc.,G03569,EI,294,G03569,EI,294,TA,11/26/2009,,NO,NO,NO,,NO,,NO,
-108412,A,177104091900,A002,0,0,78,Chevron U.S.A. Inc.,G03569,EI,294,G03569,EI,294,TA,11/26/2009,"7"" casing cut @ 285' bml 11/23/2009 with cutter",NO,NO,NO,,NO,,NO,
-108830,O,608074010103,A016,3,0,689,Shell Offshore Inc.,G07493,GB,427,G08241,GB,426,ST,4/7/2010,WELLBORE ST 03 BP 00 IS P/A - WILL DRILL ST 04 BP 00,,,YES,,,,,
