SN_APD_CSNG_INTV_FK,CASING_SECTION_NUM,CASING_SIZE,CASING_WEIGHT,CASING_GRADE,CASING_BURST_PSI,CASING_COLLPSE_PSI,CASING_SECTION_MD,CASING_SECTION_TVD,CASING_PORE_PRSS_PPG
-318634,1,10.875,71.7,C-110,11610.0,9240.0,10000,10000,12.7
-318634,2,9.875,62.8,C110,12180.0,10280.0,18649,17744,12.7
-318634,3,9.875,62.8,C110,12180.0,10280.0,23801,22433,12.5
-328256,1,18.625,87.5,J-55,2250.0,630.0,850,850,8.3
-328257,1,13.375,68.0,N-80,5020.0,2260.0,4011,4000,8.6
-328258,1,9.625,53.5,P=110,10900.0,7950.0,6766,6400,12.0
-328259,1,7.0,29.0,HCP-110,11220.0,9200.0,8719,7900,16.2
-328260,1,5.0,18.0,P110,13940.0,13470.0,9361,8425,16.8
-328392,1,7.0,29.0,*Q-125,12750.0,9110.0,9980,7800,14.9
-328395,1,18.0,117.0,P-110 HC,6680.0,2660.0,7210,7072,10.2
-328397,1,16.0,65.0,J 55,2260.0,630.0,1035,1034,8.6
-328398,1,10.75,45.5,J55,3580.0,2090.0,3084,2800,8.7
-328399,1,7.625,29.7,P 110,9470.0,5350.0,4825,3924,9.0
-328400,1,,,,,,5800,3936,9.0
-328413,1,24.0,186.5,X56,3063.0,1449.0,1490,1490,8.8
-328414,1,20.0,133.0,N-80,4451.0,1600.0,3974,3868,9.3
-328415,1,16.0,84.0,N-80,4330.0,1480.0,3886,3787,9.3
-328416,1,13.625,88.2,HCQ-----125,10040.0,5650.0,8250,7874,12.9
-328417,1,11.875,71.8,Q--125HC,10720.0,6650.0,11795,11200,15.8
-328418,1,9.875,62.8,Q 125 HC,13850.0,11980.0,14034,13333,15.9
-328419,1,7.625,39.0,HCQ125,14340.0,12650.0,13934,13234,15.9
-328419,2,7.0,32.0,HCP-110,12450.0,11890.0,15554,14853,15.9
-329474,1,28.0,218.5,X-65,3050.0,950.0,6350,6350,8.6
-329475,1,22.0,277.3,X-80,7950.0,6670.0,4450,4450,8.4
-329475,2,22.0,224.5,X-80,6360.0,3870.0,8650,8650,9.6
-329476,1,14.0,112.9,Q-125 HC,12500.0,11350.0,21020,21020,14.3
-329478,1,11.875,71.8,Q125-IC,10720.0,7190.0,27968,27968,15.1
-333231,2,22.0,224.2,X-80,6364.0,3873.0,5700,5700,8.8
-333231,3,22.0,170.2,X-60,3580.0,1816.0,6250,6250,9.0
-333232,1,16.04,109.6,Q125HP,10100.0,4670.0,11050,11050,11.4
-333233,1,13.75,98.6,HPQ-125,12490.0,7910.0,16036,16018,12.4
-333233,2,14.0,115.5,HPQ - 125,14230.0,10530.0,22852,22147,13.5
-333234,1,10.75,85.3,C-110,14260.0,14070.0,4615,4615,9.0
-333234,2,10.75,85.3,Q125 HC PE,16210.0,15350.0,9500,9500,9.0
-333234,3,9.875,62.8,Q125 HP,14960.0,12910.0,22007,21400,9.0
-333365,1,22.0,224.2,X-80,6354.0,3373.0,7250,7250,8.7
-333231,1,23.0,448.4,X-80,12174.0,12703.0,4450,4450,8.6
-333234,4,9.875,62.8,Q125 HP,14960.0,12910.0,27379,26486,14.4
-333235,1,7.0,35.0,VM125SS,15560.0,14310.0,28220,27327,14.6
-333343,1,28.0,218.5,X--56,2625.0,953.0,4130,4130,8.5
-333366,1,18.0,117.0,P110,6875.0,2110.0,9166,9166,11.2
-333373,1,13.625,88.2,Q--125--HP,11180.0,6010.0,9900,9811,9.4
-333397,1,9.875,62.8,Q-125 HC HYDRIL 523,13840.0,11980.0,12800,11384,9.6
-333500,1,,,,,,15285,12420,10.1
-333631,1,22.0,328.3,X-80,9545.0,9457.0,7350,7350,8.6
-333631,2,22.0,170.2,X-60,3580.0,1816.0,10550,10550,8.7
-333632,1,18.0,117.0,P-110,6680.0,2110.0,10110,10110,8.7
-333632,2,18.0,117.0,RYS100CC TSH,6260.0,2720.0,10600,10600,8.7
-333632,3,17.875,106.3,RYS100CC,5800.0,2220.0,13600,13600,9.6
-333633,1,16.04,109.6,Q125HP,10100.0,4670.0,16644,16596,11.2
-328031,1,18.0,116.1,Q125HP,8450.0,2860.0,12836,12836,10.7
-328032,1,16.1,103.4,Q125-HP-PE,9440.0,3890.0,11013,11013,11.8
-328032,2,16.0,97.0,Q125HP,8740.0,3150.0,15594,15594,11.8
-328032,3,16.15,119.2,Q-125HP,10880.0,5650.0,17730,17730,11.8
-328033,1,14.15,126.8,Q-125 HP,15380.0,12250.0,7419,7419,12.6
-328033,2,14.0,115.5,HPQ - 125,14230.0,10530.0,12019,12019,12.6
-328033,3,13.75,98.6,HPQ-125,12490.0,7910.0,15419,15419,12.6
-328033,4,13.75,98.6,HPQ-125,12490.0,7910.0,17319,17319,12.6
-328033,5,16.15,119.2,HPQ-125,10880.0,5650.0,17430,17430,12.6
-328033,6,14.0,115.5,HPQ - 125,14230.0,10530.0,26000,26000,12.6
-328034,1,11.875,71.8,Q125-CC,11910.0,7190.0,28000,28000,15.3
-328035,1,10.125,75.9,Q-125 HP,18190.0,16560.0,25600,25600,15.0
-328035,2,9.875,62.8,Q125 HP,14960.0,12910.0,27700,27700,15.0
-328035,3,9.375,39.0,Q-125 HP,10080.0,5180.0,30110,30000,15.0
-328036,1,,,,,,33421,33000,15.3
-337102,1,28.0,218.3,X-65,3050.0,950.0,7187,7187,8.6
-337103,1,22.0,224.5,X-80,6360.0,3870.0,9160,9160,9.5
-337104,1,18.0,117.0,P-110,6680.0,2110.0,12878,12342,10.9
-337105,1,14.0,113.0,Q-125 HC,12500.0,11350.0,16028,14912,11.9
-337106,1,11.875,71.8,Q125-IC,10720.0,7190.0,17142,15899,11.7
-337107,1,10.75,73.2,C110,12030.0,10010.0,8699,8699,9.1
-337107,2,9.875,62.8,C-110,12180.0,10290.0,16910,15689,10.2
-337107,3,9.875,62.8,C-110,12180.0,10290.0,17876,16573,11.1
-337107,4,9.875,62.8,110CR13S,12180.0,10280.0,18520,17170,11.3
-337107,5,9.875,62.8,C-110,12180.0,10290.0,19349,17937,11.4
-337108,1,28.0,218.2,X-56,2625.0,953.0,2839,2839,8.6
-337109,1,22.0,224.2,X-80,6364.0,3873.0,4205,4205,9.0
-337110,1,17.875,92.8,N-80HC,3916.0,1270.0,5000,5000,10.2
-337111,1,16.0,97.0,Q125 HC,7860.0,2960.0,6310,6301,11.4
-337112,1,13.625,86.9,Q125 HC,10040.0,5650.0,8198,7936,12.5
-337113,1,9.875,62.8,Q-125 HC,13840.0,11980.0,10062,9600,14.0
-337114,1,7.75,46.1,Q125-IC,16790.0,17780.0,12500,11928,14.3
-337115,1,9.875,62.8,Q125--IC,13840.0,11980.0,8370,8082,14.3
-338347,1,24.0,186.0,X--65,3550.0,1500.0,1005,1005,8.7
-338348,1,20.0,169.0,X--56,3980.0,2510.0,4515,4515,9.1
-338349,1,13.625,88.2,HC Q125,10030.0,6370.0,9550,9549,12.5
-338350,1,11.875,71.8,HCQ  125,10720.0,7810.0,13588,13587,16.0
-338351,1,9.625,53.5,HCP-110,10900.0,10550.0,15898,15893,17.6
-338352,1,7.0,38.0,Q-125,16880.0,16750.0,18500,18492,17.6
-338368,1,7.625,29.7,P 110,9470.0,5350.0,5200,4249,8.8
-339619,2,7.625,33.7,SM-125TT,12690.0,10820.0,18912,18912,11.7
-339619,3,7.625,39.0,Q-125,14340.0,12060.0,19395,19395,11.7
-339747,1,22.0,277.3,X-80,7950.0,6670.0,7300,7300,8.7
-344349,1,28.0,218.2,X-56,2625.0,953.0,3255,3255,8.6
-344350,1,22.0,224.2,X 80,6364.0,3873.0,4610,4610,9.4
-344351,1,18.0,104.8,N80-HC,4370.0,1900.0,4310,4310,10.6
-344369,2,8.625,58.7,C-100,13940.0,14660.0,19300,16036,11.9
-344351,2,17.875,92.8,N-80HC,3916.0,1270.0,5510,5510,10.6
-344352,1,16.0,97.0,Q 125 HC,7860.0,2740.0,7026,7000,11.6
-344353,1,13.625,86.9,Q125 HC,10040.0,5650.0,8981,8800,12.9
-344354,1,9.875,62.8,Q125 HC,13840.0,11640.0,11558,10961,13.6
-344355,1,7.75,46.1,HCQ-125,16790.0,17760.0,13111,12121,14.0
-344356,1,9.875,62.8,Q125 HC,13840.0,11640.0,8781,8610,14.0
-344369,1,10.875,72.6,C100M,10560.0,8720.0,7489,7490,10.7
-344401,1,18.0,117.0,P-110,6680.0,2110.0,14400,14400,10.7
-344413,1,14.0,115.0,TN 125HCY,14090.0,11000.0,24580,24580,13.6
-344419,1,,,,,,35945,35585,15.3
-344461,1,18.0,116.1,Q125HP,8450.0,2860.0,13600,13600,12.0
-344471,2,9.875,62.8,Q125 HP,14960.0,12910.0,20700,20700,14.2
-344462,1,14.0,115.5,Q-125 HP,14230.0,10530.0,21300,21300,13.7
-344369,3,7.625,47.1,CYP-110,15780.0,16550.0,19750,16339,12.0
-344682,1,22.0,224.0,X  80,6364.0,3873.0,9520,9520,9.5
-383908,1,11.875,71.8,HPQ125,11910.0,7070.0,21738,19595,12.2
-383909,1,9.875,62.8,Q125 HP,14960.0,12910.0,24990,21811,13.0
-383922,1,28.0,218.5,X--56,2625.0,953.0,7360,7360,8.7
-383912,1,9.625,53.5,P110,10900.0,7949.0,13530,12953,8.6
-383912,2,9.875,65.1,TN125HC,14400.0,13850.0,14364,13116,8.6
-383912,3,9.375,39.0,Q125HC,9870.0,4850.0,16584,13411,9.3
-383913,1,,,,,,18668,13385,9.3
-383910,1,7.75,46.1,140,18810.0,18090.0,27873,23618,15.4
-383923,1,22.0,328.3,X--80,9545.0,7000.0,7885,7885,9.1
-383923,2,22.0,224.2,5L GR X-80,6364.0,3873.0,8937,8937,9.1
-383924,1,18.0,116.1,Q125HP,8450.0,2860.0,13757,13757,11.0
-383925,1,16.15,119.2,Q-125HP,10880.0,5650.0,13147,13147,11.9
-383925,2,16.1,103.4,Q125-HP-PE,9440.0,3890.0,17795,17795,11.9
-383925,3,16.15,126.9,Q-125 HP,11620.0,6900.0,18841,18841,11.9
-383926,1,14.15,126.8,Q-125HP,15380.0,12280.0,7000,7000,12.6
-383926,2,14.0,115.5,Q-125XHP,14230.0,11580.0,9000,9000,12.6
-383926,3,13.75,98.6,Q125 XHP,12490.0,8670.0,10000,10000,12.6
-383963,1,28.0,218.2,X65,3050.0,950.0,7800,7800,8.6
-383926,4,14.0,115.5,Q-125XHP,14230.0,11580.0,17500,17500,12.6
-383926,5,14.15,126.8,Q-125HP,15380.0,12280.0,25700,25700,12.6
-383927,1,10.125,75.9,Q-125 HP,18190.0,16560.0,28250,28250,15.2
-383964,1,22.0,328.3,X-80,9545.0,9457.0,6395,6395,8.6
-383964,2,22.0,277.0,X 80,7950.0,6670.0,6644,6644,8.6
-383928,1,,,,,,31200,31200,15.2
-383937,1,28.0,218.2,X65,3050.0,950.0,7800,7800,8.6
-383938,1,22.0,328.3,X-80,9545.0,9457.0,6395,6395,8.6
-383938,2,22.0,277.0,X 80,7950.0,6670.0,6644,6644,8.6
-383938,3,22.0,225.0,X-80,6364.0,3873.0,10980,10980,10.2
-383964,3,22.0,225.0,X-80,6364.0,3873.0,10980,10980,10.2
-383965,1,28.0,218.2,X65,3050.0,950.0,7800,7800,8.6
-383966,1,22.0,328.3,X-80,9545.0,9457.0,6395,6395,8.6
-383966,2,22.0,277.0,X 80,7950.0,6670.0,6644,6644,8.6
-383966,3,22.0,225.0,X-80,6364.0,3873.0,10980,10980,10.2
-383973,1,21.25,216.0,X80 DRILLING RISER,7500.0,2852.0,4596,4596,8.6
-383973,2,22.0,277.0,X 80,7950.0,6670.0,7096,7096,8.9
-383974,1,16.0,109.0,Q-125IC,8970.0,4150.0,11650,11450,9.1
-383975,1,13.625,88.2,Q125 DRILLING RISER,10030.0,2943.0,4596,4596,8.6
-383975,2,14.0,113.0,VM125HC,12500.0,11350.0,11350,11185,13.8
-383975,3,14.0,113.0,VM125HC,12500.0,11350.0,18600,17734,12.4
-383976,1,10.875,71.7,C-110,11610.0,9240.0,18290,17454,10.5
-383976,2,10.875,71.7,C-110,11610.0,9240.0,21800,20697,10.6
-383977,1,7.75,46.1,C-110,14780.0,15000.0,23546,22362,11.4
-384026,1,26.0,202.0,X-60,3030.0,1190.0,8146,8146,8.7
-384027,1,20.0,169.0,X80,5680.0,3020.0,10760,10760,9.8
-384028,1,16.0,97.0,Q-125HC,7860.0,2990.0,13084,12630,10.4
-384029,1,13.625,88.2,Q125HP-,11150.0,6010.0,16471,14857,11.8
-384030,1,,,,,,22728,19500,12.4
-384360,1,28.0,218.2,X-56,2625.0,953.0,8207,8207,8.5
-384361,1,22.0,328.3,X--80,9545.0,7000.0,9978,9978,8.6
-384361,2,22.0,224.2,X--80,6364.0,2400.0,10241,10241,8.6
-384362,1,16.0,96.0,Q125-HP,8740.0,3150.0,13505,13244,9.2
-384363,1,14.0,115.5,Q-125 HP,14230.0,10530.0,14500,14040,10.8
-384364,1,11.875,71.8,Q-125 CC,11910.0,7280.0,14500,14040,11.4
-384365,1,9.875,62.8,Q125 HP,14960.0,12910.0,13850,13520,10.9
-384365,2,9.875,62.8,Q125 HP,14960.0,12910.0,17661,16940,10.9
-384639,2,7.75,46.1,C-110,14780.0,15000.0,24687,23060,13.6
-384639,1,7.75,46.1,SM25CRW-125 TSH WEDG,17270.0,16590.0,24417,22839,13.6
-384640,1,11.75,99.9,C-110,14470.0,13710.0,10000,10000,9.7
-384640,2,10.125,81.0,SM125S,17780.0,17500.0,22292,21052,13.1
-380646,3,13.375,72.0,Q-125,8410.0,2880.0,20406,19701,13.5
-384666,1,28.0,218.2,X56,2625.0,953.0,6581,6581,8.5
-384667,1,22.0,277.0,X-80,7955.0,6665.0,8140,8140,10.7
-384667,2,22.0,224.0,X  80,6364.0,3873.0,9200,9200,10.7
-384668,1,18.0,117.0,P-110,6680.0,2110.0,13600,13600,12.3
-384669,1,16.0,97.0,Q-125 HP,8730.0,3150.0,10150,10150,13.4
-384669,2,16.0,112.6,Q-125 HP,10450.0,5100.0,19600,19600,13.4
-384670,1,14.0,115.5,HPQ - 125,14230.0,10530.0,8108,8108,13.8
-384670,2,14.0,112.9,Q-125 HP,13890.0,10000.0,16231,16231,13.8
-384670,3,14.0,115.5,HPQ - 125,14230.0,10530.0,23500,23500,13.8
-384671,1,11.875,71.8,TN 125-HC,10720.0,7800.0,28366,28214,14.8
-384672,1,9.625,53.5,Q125 HC,12390.0,10810.0,30297,30000,15.1
-384673,1,,,,,,34493,33881,15.0
-384674,1,28.0,218.5,X--56,2625.0,953.0,7360,7360,8.7
-375463,1,28.0,218.5,X--56,2625.0,953.0,6381,6381,8.7
-375464,1,22.0,328.3,"X-80,H-90DM-QT",9545.0,2190.0,5491,5491,8.7
-375464,2,22.0,224.2,X 80,6364.0,3873.0,7243,7243,8.7
-375465,1,18.0,117.0,P110 TSH,6880.0,2110.0,11000,11000,10.7
-375466,1,16.0,109.0,Q-125ICY,9960.0,4150.0,16000,15983,11.9
-374190,1,14.0,112.6,HCQ 125,12500.0,9430.0,10000,10000,10.0
-374190,3,14.0,116.0,Q-125HCY,14230.0,11700.0,22932,22790,14.0
-375466,2,16.15,126.9,HPQ-125,11620.0,6650.0,17000,16955,12.1
-374311,1,13.375,68.0,J-55,3450.0,1950.0,4500,4500,9.0
-374312,1,9.625,53.5,HC-110,10900.0,8850.0,9000,8913,9.0
-374313,1,7.0,32.0,P-110HC,12460.0,10780.0,12577,12224,9.5
-373027,1,,,,,,35328,35200,15.4
-374602,1,28.0,218.5,X60,2812.0,953.0,8750,8750,8.6
-374726,1,22.0,276.9,X80,7950.0,6660.0,12050,12050,9.9
-375466,3,16.0,109.0,Q-125ICY,9960.0,4150.0,18000,17927,12.2
-375467,1,14.0,116.0,Q-125HCY,14230.0,11700.0,21900,21803,14.2
-375468,1,11.875,71.8,TN 125HCY,11910.0,7800.0,23830,23733,14.8
-375469,1,,,,,,27682,27585,15.1
-375474,1,28.0,218.0,X56,2630.0,950.0,8700,8700,8.7
-375475,1,22.0,224.0,X  80,6364.0,3873.0,11492,11492,9.7
-375476,1,18.0,94.0,X 80,3890.0,1060.0,13990,13990,10.8
-375477,1,14.0,115.0,T95HC,9640.0,9180.0,14000,14000,12.5
-375477,2,14.0,115.0,P110,11170.0,8430.0,16500,16500,12.5
-375477,3,14.0,115.0,VM125CY,12690.0,8990.0,20508,20508,12.5
-375478,1,11.75,65.0,Q-125,9940.0,4690.0,24540,24540,13.4
-375479,1,9.375,39.0,Q-125,9330.0,3960.0,26250,26250,13.7
-375480,1,,,,,,29047,29047,14.8
-375616,1,10.75,40.5,K-55,3130.0,1580.0,1814,1805,8.6
-375617,1,7.675,29.7,HCP-110,9470.0,7150.0,4890,4248,8.2
-375618,1,,,,,,5390,4248,8.2
-375821,1,22.0,328.3,X-80,9545.0,9457.0,8428,8428,10.6
-375821,2,22.0,224.5,X-80,6360.0,3870.0,8428,8428,10.6
-375822,1,16.15,126.9,Q-125 HP,11620.0,6900.0,19125,19125,12.8
-375823,1,13.625,88.2,TN 125HC,10320.0,6400.0,25800,25704,13.8
-375824,1,11.875,71.8,TN 125 HC,11030.0,7800.0,28398,28092,13.0
-375825,1,11.875,111.0,SM125S,17130.0,17220.0,12100,12100,0.0
-375825,2,10.75,79.2,SM125S,15360.0,13160.0,17000,17000,0.0
-375825,3,10.0,69.2,SM125S,15750.0,14493.0,23200,23200,0.0
-375825,4,10.0,69.2,SM125S,15750.0,14493.0,27470,27239,0.0
-375825,5,10.0,69.2,SM13CRS-125,15750.0,14493.0,27970,27698,0.0
-375825,6,10.0,69.2,SM125S,15750.0,14493.0,28070,27791,0.0
-375825,7,9.875,65.3,VM125HYHC,16590.0,14560.0,31170,30639,0.0
-375826,1,7.75,46.1,Q--125,16790.0,16600.0,32064,31460,11.3
-375867,1,18.625,87.5,K-55,2250.0,630.0,900,900,8.8
-375868,1,13.375,68.0,K-55,3450.0,1950.0,4196,4100,9.0
-375869,1,9.625,53.5,HCP/110,10900.0,8850.0,10001,8631,9.5
-375882,1,23.0,448.4,X--80,12174.0,4000.0,4720,4720,8.6
-375882,2,22.0,224.2,X 80,6364.0,3873.0,7600,7600,9.0
-376724,1,,,,,,31128,25582,13.8
-379300,1,20.0,169.0,X--56,3980.0,2510.0,7044,7044,9.0
-376695,1,9.875,62.8,Q-125 ICY,14950.0,11660.0,11833,10087,13.5
-379239,1,28.0,218.5,X--56,2625.0,953.0,6381,6381,8.7
-376771,1,28.0,218.2,X--60,2612.0,953.0,6403,6403,8.9
-376772,1,22.0,276.9,X 80,7955.0,2190.0,5508,5508,8.6
-376772,2,22.0,224.2,X80,6364.0,2400.0,9959,9953,10.4
-376773,1,17.875,93.5,P 110,5380.0,1090.0,11401,11303,11.8
-376774,1,16.0,97.0,Q125,7570.0,2340.0,11880,11741,12.8
-376775,1,14.0,116.0,Q125-ICY,13840.0,10700.0,11482,11358,11.8
-376775,2,14.0,113.0,TN-125 HC,12500.0,10800.0,15834,14603,13.6
-376776,1,11.875,71.8,TN 125-HC,10720.0,7800.0,17837,16103,14.1
-376777,1,,,,,,21842,19103,14.5
-376805,1,7.625,47.1,N-80/L-80,11480.0,12040.0,20650,14000,7.0
-376806,1,5.5,23.0,13CR-110,14530.0,14540.0,21400,14250,6.6
-376896,1,28.0,218.3,X-65,3050.0,950.0,4609,4609,8.8
-376896,2,28.0,218.3,X-56,2630.0,950.0,5855,5855,8.8
-376896,3,28.0,218.3,X-56,2630.0,950.0,5900,5900,8.8
-376897,1,22.0,277.3,X-80,7950.0,6670.0,4506,4506,8.8
-376897,2,22.0,224.5,X-80,6360.0,3870.0,7920,7920,9.6
-376897,3,22.0,224.5,X-80,6360.0,3870.0,8000,8000,9.6
-376898,1,16.0,109.0,Q-125IC,8970.0,4150.0,14800,13537,9.0
-376899,1,14.0,112.9,Q-125 HC,12500.0,11350.0,17460,15398,12.7
-376900,1,,,,,,20896,18100,13.6
-377037,1,28.0,218.5,X--56,2625.0,953.0,7400,7400,8.7
-377038,1,22.0,328.3,X--80,9545.0,7000.0,7969,7969,9.1
-377038,2,22.0,224.2,5L GR X-80,6364.0,3873.0,8929,8929,9.1
-377052,4,16.15,119.2,Q-125HP,10880.0,5650.0,18600,18600,12.6
-377052,5,14.0,115.5,Q-125XHP,14230.0,11580.0,23700,23700,12.6
-377053,1,10.125,75.9,Q-125 HP,18190.0,16560.0,25400,25400,15.2
-377053,2,10.125,75.9,Q-125 HP,18190.0,16560.0,26700,26700,15.2
-377053,3,10.125,75.9,Q-125 HP,18190.0,16560.0,28250,28250,15.2
-377054,1,,,,,,30770,30770,15.2
-377060,1,28.0,218.2,X-56,2625.0,953.0,6425,6425,8.6
-377061,1,22.0,328.3,X-80,9545.0,9457.0,8150,8150,8.7
-377062,1,18.0,116.1,Q125HP,8450.0,2860.0,13600,13600,12.0
-377063,1,14.0,115.5,Q-125XHP,14230.0,11580.0,24000,23226,13.6
-377660,1,9.875,62.8,Q125 HP,14960.0,12910.0,23750,22590,14.8
-377661,2,9.875,62.8,Q125 HP,14960.0,12910.0,17600,17532,14.8
-377064,2,9.875,62.8,Q125 HP,14960.0,12910.0,23700,22996,14.6
-377064,1,10.75,85.3,Q125 HC PE,16210.0,15350.0,12400,12400,14.6
-378339,3,9.875,62.8,Q125 HP,14960.0,12910.0,11300,11300,14.8
-368504,2,22.0,277.0,X 80,7950.0,6670.0,7096,7096,8.9
-378339,5,9.875,62.8,Q125 HP,14960.0,12910.0,17612,17542,14.8
-378721,1,23.0,448.4,X--80,12174.0,4000.0,7383,7383,8.6
-378721,2,22.0,224.2,X--80,6364.0,2400.0,8188,8188,8.6
-378721,3,22.0,224.3,X-80 BURST DISC,3990.0,2400.0,8288,8288,8.6
-378721,4,22.0,224.2,X--80,6364.0,2400.0,8734,8734,8.6
-378721,5,22.0,170.2,X-60,3580.0,1816.0,10546,10546,9.7
-378722,1,16.04,109.6,Q125HP,10100.0,4670.0,14910,14869,11.4
-378722,2,16.15,126.9,Q-125 HP,11620.0,6900.0,21710,21446,10.0
-378722,3,16.0,97.0,Q125HP,8740.0,3150.0,23299,22981,11.0
-378723,1,14.0,115.5,Q-125XHP,14230.0,11580.0,25068,24694,13.1
-378724,1,10.75,85.3,C110,14270.0,14080.0,7708,7708,9.0
-378724,2,10.75,85.3,P-110,16010.0,14950.0,16208,16121,11.7
-378724,3,9.875,65.1,Q125-HP,15560.0,13890.0,24463,24106,12.4
-378724,4,9.875,65.1,Q125-HP,15560.0,13890.0,28692,28195,13.9
-378749,1,28.0,218.5,X--56,2625.0,953.0,6381,6381,8.7
-378750,1,22.0,328.3,"X-80,H-90DM-QT",9545.0,2190.0,5491,5491,8.7
-378750,2,22.0,224.2,X 80,6364.0,3873.0,7243,7243,8.7
-378751,1,18.0,117.0,P110 TSH,6880.0,2110.0,10493,10493,10.1
-378752,1,16.0,109.0,Q-125ICY,9960.0,4150.0,16000,15983,11.9
-378752,2,16.15,126.9,HPQ-125,11620.0,6650.0,17000,16955,12.1
-378752,3,16.0,109.0,Q-125ICY,9960.0,4150.0,17981,17909,12.2
-378753,1,14.0,116.0,Q-125HCY,14230.0,11700.0,21481,21385,14.2
-378754,1,11.875,71.8,TN 125HCY,11910.0,7800.0,23830,23733,14.8
-378755,1,,,,,,27682,27585,15.1
-379240,1,22.0,328.3,"X-80,H-90DM-QT",9545.0,2190.0,5491,5491,8.7
-379240,2,22.0,224.2,X 80,6364.0,3873.0,7243,7243,8.7
-379241,1,18.0,117.0,P110 TSH,6880.0,2110.0,10493,10493,10.1
-379242,1,16.0,109.0,Q-125ICY,9960.0,4150.0,16000,15983,11.9
-379242,2,16.15,126.9,HPQ-125,11620.0,6650.0,17000,16955,12.1
-379242,3,16.0,109.0,Q-125ICY,9960.0,4150.0,17981,17909,12.2
-379243,1,14.0,116.0,Q-125HCY,14230.0,11700.0,21481,21385,14.2
-379244,1,11.875,71.8,TN 125HCY,11910.0,7800.0,23830,23733,14.8
-379245,1,,,,,,27682,27585,15.1
-379299,1,26.0,169.4,X-56,2360.0,680.0,8170,8170,8.6
-379300,2,20.0,133.0,X-56,3110.0,1500.0,9204,9202,9.0
-379301,1,16.0,109.0,Q-125IC,8970.0,4150.0,10725,10715,9.2
-379302,1,14.0,112.9,Q-125-HC,12860.0,11350.0,13455,13005,10.0
-379303,1,11.875,71.8,Q-125IC,11030.0,7190.0,16319,15301,11.5
-379304,1,10.75,73.2,C110,12030.0,10010.0,10083,10078,9.0
-379304,2,9.875,62.8,C110,12180.0,10280.0,15906,14970,11.0
-379304,3,9.875,62.8,C110,12180.0,10280.0,17832,16513,10.2
-379304,4,9.875,62.8,110CR13S,12180.0,10280.0,18332,16908,11.2
-379304,5,9.875,62.8,C110,12180.0,10280.0,19919,18126,11.4
-379309,1,28.0,218.0,X60,2810.0,950.0,4550,4550,9.0
-379310,1,22.0,224.0,X  80,6364.0,3873.0,6250,6250,9.6
-379311,1,18.0,94.0,X 80,3890.0,1060.0,8500,8500,10.4
-379312,1,13.625,88.2,SM125-TT,10320.0,6600.0,14350,13160,11.1
-379313,1,,,,,,19778,14462,12.1
-398783,1,28.0,218.5,X60,2812.0,953.0,8840,8840,8.6
-398784,1,22.0,276.9,X80,7950.0,6660.0,12042,12042,9.9
-398784,2,22.0,224.0,X 80,6360.0,3870.0,12503,12503,9.9
-398785,1,18.0,94.0,Q-125,6080.0,1060.0,15502,15201,10.3
-398786,1,16.0,97.0,P-110,6920.0,2340.0,18457,18400,10.9
-398787,1,12.25,134.3,SM-110XS,18690.0,18350.0,15700,15698,13.1
-398787,2,12.25,134.3,SM-130CY,22090.0,21680.0,22694,22549,13.1
-386230,1,22.0,328.0,X80,9545.0,9450.0,4312,4312,10.5
-386230,2,22.0,224.5,X-80,6360.0,3870.0,8057,8057,10.5
-386231,1,16.15,126.9,Q-125 HP,11620.0,6900.0,19125,19125,12.8
-386232,1,13.875,105.9,VM125HYHC,13710.0,10710.0,22648,22648,13.9
-386232,2,13.625,88.2,TN 125HC,10320.0,6400.0,22883,22883,13.9
-386233,1,11.875,71.8,TN 125 HC,11030.0,7800.0,28036,27759,12.5
-386234,1,11.875,111.0,SM125S,17130.0,17220.0,12100,12100,0.0
-386234,2,10.75,79.2,SM125S,15360.0,13160.0,17000,17000,0.0
-386234,3,10.0,69.2,SM125S,15750.0,14493.0,22433,22433,0.0
-386234,4,10.0,69.2,SM125S,15750.0,14493.0,27136,26932,0.0
-386234,5,10.0,69.2,SM13CRS-125,15750.0,14493.0,27636,27391,0.0
-386234,6,10.0,69.2,SM125S,15750.0,14493.0,27736,27483,0.0
-386234,7,9.875,65.3,VM125HYHC,16590.0,14560.0,31060,30538,10.7
-386235,1,7.75,46.1,Q--125,16790.0,16600.0,31969,31374,11.1
-386236,1,21.25,216.0,X80 DRILLING RISER,7500.0,2852.0,4596,4596,8.6
-386236,2,22.0,277.0,X 80,7950.0,6670.0,7096,7096,8.9
-386237,1,16.0,109.0,Q-125IC,8970.0,4150.0,11650,11450,9.1
-386238,1,13.625,88.2,Q125 DRILLING RISER,10030.0,2943.0,4596,4596,8.6
-386238,2,14.0,113.0,VM125HC,12500.0,11350.0,11350,11185,13.8
-386238,3,14.0,113.0,VM125HC,12500.0,11350.0,18600,17734,12.4
-386239,1,10.875,71.7,C-110,11610.0,9240.0,18290,17454,10.5
-386239,2,10.875,71.7,C-110,11610.0,9240.0,21800,20697,10.6
-386240,1,7.75,46.1,C-110,14780.0,15000.0,23546,22362,11.4
-386241,1,13.375,72.0,Q-125,8410.0,2880.0,13093,12057,8.8
-386242,1,11.75,77.6,L-80,7690.0,6190.0,16500,13584,9.3
-386243,1,7.625,47.1,N-80/L-80,11480.0,12040.0,18500,14887,8.2
