SN_APD_QA,QA_RESPONSE_CD,QA_RESPONSE_TXT
-178532,Y,
-178533,,
-178534,Y,GMG 290103
-178535,,subsea well
-179038,Y,See Barite spec sheet attached.
-179039,Y,
-179040,,
-179041,,
-179042,Y,GMG 290067   ID: 0024
-179043,Y,
-179044,N,
-179045,,
-179046,,
-179047,,
-179048,,
-179049,,
-179050,Y,GMG290003
-179051,,
-179052,N,
-179053,Y,SureTech 3.1
-179102,Y,
-179103,N,"Shell will not discharge SBM except as
authorized and monitored under the US EPA
General Permit GMG290000"
-179104,Y,
-179105,,
-179106,Y,GMG290103
-179107,N,"There are no producing wells currently on the
Olympus TLP."
-179108,N,
-179109,Y,Suretec V 3.1 or newer
-182361,,
-182362,Y,GMG 290006
-182363,,Subsea Well
-178313,Y,SureTec - Version 3.1
-178350,Y,
-178351,Y,
-178352,Y,
-178353,,
-178354,Y,NPDES Permit GMG 290132
-178355,,
-178356,N,
-178357,Y,IPT Suretec Digital BOP Test Method Version 3.1
-178571,Y,
-178572,Y,
-178573,,
-178574,Y,GMG290202
-178575,,
-178576,N,
-178577,Y,SureTec - Version 3.1
-178594,Y,
-178510,Y,
-178511,Y,The rig is equipped for zero discharge should it become necessary due to NPDES compliance limitations
-178512,,Tophole existing
-178513,,
-178514,Y,GMG 290110
-178515,,Subsea template
-178516,N,
-178517,Y,Anatomize
-178570,Y,
-178595,Y,Ssynthetic based mud will be used; zero discharge procedures will only be used if ROC does not pass.
-178596,Y,
-157146,Y,GMG290208
-157147,Y,
-157148,N,
-157149,,
-157195,,
-157196,,
-157197,,
-157198,Y,GMG 290235
-157199,Y,
-157200,N,
-157201,N,
-157206,Y,
-167722,Y,
-167723,Y,
-167724,,
-167725,,
-167726,Y,"NPDES Permit No. GMG290132, Outfall No. 0136"
-167727,Y,
-167728,N,
-167729,N,
-157194,Y,"1000 sxs barite, 200 sxs gel"
-157207,,Rig is equipped for zero discharge should it become necessary due to NPDES compliance.
-157208,Y,
-157209,,
-157210,Y,GMG 290110
-157211,,
-157212,N,
-157213,Y,Anatomize Version 3.27
-149090,Y,
-149091,N,
-149092,,
-149093,,
-149094,Y,GMG290073
-149095,Y,
-149096,N,
-149097,N,
-149222,Y,
-149223,Y,
-149224,,
-149225,,
-149226,Y,GMG#290208
-149227,Y,
-149228,N,
-149229,,
-149246,Y,
-149247,N,
-149248,,
-149249,N,
-149250,Y,GMG290269
-149251,Y,
-149252,N,
-149253,N,
-153597,,
-153598,N,Discharges will occur in La. Terretorial Seas & discharges will be covered under LPDES Permit (LAG26A076)
-153599,Y,
-153600,N,
-153601,N,
-153982,Y,
-152282,Y,Will maintain 200 sacks of gel and 1000 sacks of barite.
-152283,,
-152284,,
-152285,,
-152286,Y,"All discharges are covered by NPDES Permit No. 290132, Outfall No. 0104."
-153596,,
-152931,,
-152932,N,
-152933,Y,IPT Suretec Version 2.4
-152954,Y,
-152955,N,
-152956,,
-152957,Y,
-152958,Y,GMG 290391
-152959,Y,
-152960,N,
-152961,N,
-154394,N,"A minimum of 1,000 sacks of barite will be kept available on board"
-154395,N,
-154396,Y,
-154397,,
-154398,Y,GMG29006 
-154399,,Subsea well
-154400,N,
-154401,Y,SureTec Version 2.4
-154402,Y,Will maintain 200 sacks of gel and 1000 sacks of barite.
-154403,Y,
-154404,,
-154405,,
-154406,Y,"All discharges are covered by our NPDES Permit 290132, Outfall No. 0230"
-154407,Y,
-154408,N,
-154409,N,
-155494,Y,
-155495,Y,
-155496,,
-155497,,
-155498,Y,GMG290208
-155499,Y,
-155500,N,
-155501,,
-155510,Y,
-155511,Y,
-153698,Y,GMG 290132
-153699,,
-153700,N,
-153701,Y,IPT Suretec Digital BOP Test Method Version 3.1
-153726,Y,
-153727,Y,
-153728,Y,
-153729,,
-153730,Y,GMG290070
-153731,,
-153732,N,
-153733,Y,Sure Tec 2.4
-153766,Y,
-153767,N,"Shell will not discharge SBMs except as authorized and monitored under the US EPA
General Permit GMG290000"
-153768,Y,
-153769,,
-153770,Y,GMG290103
-153771,,
-153772,N,
-153773,Y,SureTec Version 2.4
-153786,Y,
-153787,Y,
-153788,,
-153789,,
-153790,Y,GEG460910
-153791,,
-153792,N,
-153793,Y,Suretech Verson 2.4
-153794,Y,
-153795,,
-153796,Y,
-153797,,
-153798,Y,GMG 290388
-153799,,
-153800,N,
-153801,Y,Sure Tec Leak Detection Version 2.4
-153802,Y,
-149430,Y,
-149431,Y,
-149432,Y,
-149433,,
-149434,Y,GMG 290132
-149435,,
-149436,N,
-149437,Y,IPT Suretec Digital BOP Test Method Version 2.4
-149462,Y,
-149463,,
-149464,Y,
-149465,,
-149466,Y,GMG 290180; Permitted Feature ID #0059
-149467,,Open Water
-149468,N,
-149469,Y,IPT Version 2.4
-149470,Y,
-149471,Y,
-149472,Y,
-149473,,
-149474,Y,"GMG290132, Outfall No. 0240"
-149475,Y,
-149476,N,
-149477,N,
-150102,Y,GMC290132
-150103,,
-150104,N,
-150105,Y,SureTec Version 2.4
-151806,Y,
-151807,Y,
-151808,,
-151809,,
-150098,Y,
-150099,Y,SBM is planned. Zero discharge will be implemented if hydrocarbon is encountered that results in the mud failing to pass NPDES provisions.
-150100,Y,Kill weight mud will be on the rig or if limited by volume it will be available from a supply boat at the rig.
-150101,,
-152287,Y,
-152288,N,"Revised DOCD, Control No. 5987, approved on November 7, 2013 to comply with NTL2010-N06 and NTL2012-N06."
-152289,N,
-152306,Y,
-152307,Y,
-152308,Y,
-152309,,
-152310,Y,GMG290350
-152311,,
-152312,N,
-152313,Y,SureTec Version 2.4
-152314,Y,
-152315,Y,SBM is planned. Zero discharge will be implemented if hydrocarbon is encountered that results in the mud failing to pass NPDES provisions.
-152316,Y,Kill weight mud will be on the rig or if limited by volume it will be available from a supply boat at the rig.
-152317,,
-152318,Y,GMC290132
-152319,,
-152320,N,
-152321,Y,SureTec Version 2.4
-152322,Y,
-152323,,
-152324,,
-152325,,
-152326,Y,GMG290269
-152327,Y,
-152328,N,
-152329,N,
-152378,Y,"1000 sxs barite, 200 sxs gel"
-152379,,
-152380,,
-152381,,
-152382,Y,GMG 290235
-152383,Y,
-152384,N,
-152385,N,
-153983,Y,SBM will be transported to shore for disposal
-149428,N,
-149429,Y,Anatomize version 3.27
-150090,Y,
-150091,Y,
-150092,Y,
-150093,,
-150094,Y,EPA No. 290067
-150095,Y,
-150096,N,
-150097,,
-150502,Y,
-150503,,
-150504,Y,
-150505,,
-150506,Y,GMG 290388
-150507,,
-150508,N,
-150509,Y,Sure Tec Leak Detection Version 2.4
-151606,Y,
-151607,Y,
-151608,Y,
-151609,,
-151610,Y,GMG 290132
-151611,,
-151612,N,
-151613,Y,IPT Suretec Digital BOP Test Method Version 2.4
-151614,Y,
-151615,Y,
-151616,,
-151617,,
-151618,Y,GMG290404
-151619,Y,
-151620,N,
-151621,,
-151630,Y,
-151631,N,
-151632,N,
-155174,Y,
-155175,Y,SBM will be transported to shore for disposal
-155176,Y,
-155177,,
-155178,Y,GEG460000
-155179,,
-155180,N,
-155181,Y,V3.1
-149294,Y,
-149295,N,"The rig is not outfitted for zero discharge; however, Shell will not discharge SBM except as authorized and monitored under the US EPA General Permit GMG290000"
-149296,,
-149297,,
-149298,Y,GMG 290103
-149299,,
-149300,N,
-149301,Y,SureTec Version 2.4
-149310,Y,
-149311,Y,SBM will be transported to shore for disposal
-149312,,
-149313,,
-149314,Y,GMG 290103
-149315,,
-149316,N,
-149317,Y,SureTec version 2.4
-149397,,
-149398,Y,GMG 290103
-149399,,
-149400,N,
-149401,Y,SureTec v2.4
-153803,Y,
-153804,Y,
-153805,,
-153806,Y,EPA GMG 290338
-153807,,
-153808,N,
-153809,Y,IPT Suretec Version 2.4
-162217,Y,SureTec Version 3.1
-165689,,
-165690,Y,EPA Permit No. GMG 290180
-165691,,
-165692,N,
-165693,Y,SureTec Version 3.1
-165694,Y,
-165695,Y,
-165696,Y,
-162599,,Cutting will be dried and tested  for synthetic oil content to be discharged.
-162600,,
-162601,,
-162602,Y,GMG 290351
-162603,Y,
-162604,N,
-162605,Y,
-165686,Y,
-162534,Y,
-165687,Y,
-165688,Y,
-166674,Y,
-166675,Y,"Yes, the rig is outfitted for zero discharge operations.  Per the NPDES permit on file any SBM cuttings with fluid retention above 6.9% will be discharged overboard per 40 CFR 435."
-166676,Y,
-166677,,
-166678,Y,GMG290356
-166679,,
-166680,N,
-166681,Y,SureTec Version 2.4
-166712,N,
-166713,Y,SureTec Version 3.1
-166730,Y,
-166731,N,Shell will not discharge SBMs except asauthorized and monitored under the US EPA General Permit GMG290000
-166732,,
-166733,,
-166734,Y,GMG 290103
-166735,,
-166736,N,
-166737,Y,SureTec v.3.1
-166738,Y,
-166739,Y,"Yes, the rig is outfitted for zero discharge operations.  Per the NPDES permit on file any SBM cuttings with fluid retention above 6.9% will be discharged overboard per 40 CFR 435."
-166740,Y,
-166741,,
-166742,Y,GMG290356
-166743,,
-166744,N,
-166745,Y,SureTec Version 2.4.
-166758,Y,
-166759,Y,
-166760,Y,
-166761,,
-166762,Y,
-166763,,
-162709,Y,IPT Suretec Digital BOP Test Method Version 3.1
-162830,N,"A minimum of 1,000 sacks of barite will be kept available onboard."
-162831,N,
-162832,Y,
-162833,,
-162834,Y,GMG 290006
-162835,,Subsea well
-162836,N,
-162837,Y,SureTec 3.1 
-162875,Y,
-162876,Y,
-162877,,
-162878,Y,GMG290070
-162879,,
-162880,N,
-162881,Y,SurTec version 3.1
-162926,Y,
-162874,Y,
-162927,Y,
-162928,Y,
-162929,,
-162930,Y,GMG290375
-162931,,
-162932,N,
-162933,,"Cobalt will not use digital BOP testing, and will use chart recorders for the duration of the well."
-162962,Y,
-162963,Y,
-162964,Y,
-162965,,
-162966,Y,"Murphy NPDES Permit Number: GMG290089 
MC 538 (Medusa #6) - Permitted Feature ID: 0007"
-162967,,
-162968,N,
-162969,Y,Surtec Version 3.1
-170863,Y,
-170864,,
-170862,Y,
-159842,Y,
-159843,Y,
-159844,,
-159845,,
-159846,Y,GMG#290393
-159847,Y,
-159848,N,
-159849,N,
-159850,Y,
-159851,Y,SBM is planned.  Zero discharge will be implemented if mud fails to pass NPDES provisions.
-159852,Y,"Kill weight mud will be on the rig or if limited by volume, it will be available from an DSV on location."
-159853,,
-159854,Y,290079
-159855,,
-159856,N,
-159857,Y,SureTec version 2.4 
-159962,Y,
-159963,,SBM cuttings with < 6.9% fluid retention will be discharged overboard per 40 CFR 435.
-159964,Y,
-159965,,
-159966,Y,GMG290534
-159967,,
-159968,N,
-159969,Y,2.4
-159982,Y,
-159983,Y,
-159984,Y,
-159985,,
-159986,Y,GMG290350
-159987,,
-159988,N,
-159989,Y,SureTec Version 3.1
-163190,Y,
-163191,Y,
-163192,Y,
-163193,,
-163022,Y,
-163023,,
-163024,,
-163025,,
-163026,Y,29090
-163031,N,Shell will not discharge SBMs except asauthorized and monitored under the US EPA General Permit GMG290000
-163032,,
-163033,,
-163034,Y,GMG 290103
-163035,,
-163036,N,
-163037,Y,SureTec v.3.1
-162822,Y,
-162694,Y,
-162695,Y,
-162696,Y,
-162697,,
-162698,Y,"NPDES Permit: GMG 290132
Permitted IDs: 0244/0245"
-162699,,
-162700,N,
-162701,Y,IPT Suretec Digital BOP Test Method Version 3.1
-162823,Y,
-162824,Y,
-162825,,
-162826,Y,GMG290000
-162827,,Open water
-162828,N,
-162829,Y,Version 3.1
-163027,Y,
-163028,N,
-163029,,
-163030,Y,
-172323,Y,
-172324,Y,
-172325,,
-172326,Y,GMG 290180
-172327,,Open Water
-172328,N,
-172329,Y,IPT SURETEC VERSION 3.1.2.8
-157506,Y,"200 sxs Gel, 1000 sxs Barite"
-157507,,
-157508,,
-157509,,
-157510,Y,GMG290269; Drilling mud and cuttings which meet EPA criteria will be discharged overboard and recorded.
-157511,Y,
-157512,N,
-157513,N,
-157526,N,"A minimum of 1,000 sacks of barite will be kept available on board"
-157527,N,
-157528,Y,
-157529,,
-157530,Y,GMG29006 
-157531,,Subsea well
-157532,N,
-157533,Y,SureTec Version 2.4
-157666,Y,
-157667,Y,The rig is equipped for zeor discharge should it become necessary due to NPDES compliance limitations
-157668,,Tophole existing
-157669,,
-157670,Y,GMG 290110
-157671,,Subsea template
-157672,N,
-157673,Y,Anatomize 
-159870,Y,
-159871,Y,
-159872,,
-159873,,
-172322,Y,
-158026,Y,
-158027,Y,
-158028,,
-158029,Y,
-158030,Y,GMG290208
-158031,Y,
-158032,N,
-158033,,
-163242,Y,
-163243,Y,The rig is outfitted for zero discharge should it become necessary due to NPDES compliance.
-163244,,
-163245,,
-163246,Y,GMG290110
-163247,N,Shut in adjacent wells when skid 
-163248,N,
-163249,Y,Anatomize 3.30
-163102,Y,
-163103,,
-163104,,
-163105,,
-163106,Y,GGM290269
-163107,Y,
-163108,N,
-163109,N,
-163275,Y,
-163276,Y,
-163277,,
-163278,Y,GMG 290132
-163279,,
-163280,N,
-163281,Y,IPT Suretec Digital BOP Test Method Version 3.1
-163282,Y,
-163274,Y,
-157366,Y,
-157367,Y,
-157368,,
-157369,,
-157370,Y,GEG460910
-157371,,
-157372,N,
-157373,Y,Suretec Version 3.1
-157374,Y,
-157375,Y,
-157376,Y,
-157377,,
-157378,Y,NPDES Permit GMG 290132; Permitted IDs: 0244/0245
-157379,,
-157380,N,
-157381,Y,IPT Suretec Digital BOP Test Method Version 3.1
-158571,Y,
-158572,,
-158573,,
-158574,Y,GMG 290391
-158575,Y,
-158576,N,
-158577,N,
-158562,Y,
-158563,Y,
-158564,Y,
-158565,,
-158566,Y,GMG 290132
-158567,,
-158568,N,
-158569,Y,IPT Suretec Digital BOP Test Method Version 2.4
-158570,Y,
-163122,Y,
-167463,Y,"Yes, the rig is outfitted for zero discharge operations.  Per the NPDES permit on files, any SBM cuttings with fluid retention above 6.9% will be discharged overboard per 40 CFR 435."
-167464,Y,
-167465,,
-167466,Y,GMG290356
-167467,,
-167468,N,
-167469,Y,SureTec Version 2.4
-167498,Y,
-167499,Y,The rig is outfitted for zero discharge should it become necessary due to NPDES compliance.
-167500,,
-167501,,
-167502,Y,GMG290110
-167503,N,Shut in adjacent wells when skid 
-167504,N,
-167505,Y,Anatomize 3.30
-175375,Y,This rig is equipped for zero discharge should it become necessary due to NPDES compliance limitations.
-175376,,
-175377,,
-175378,Y,GMG 290110
-175379,,
-175380,N,
-175381,Y,Anatomizer
-175371,,
-175372,N,
-175373,Y,IPT Suretec Version 3.1
-175374,Y,
-170393,,
-170394,Y,GMG 290079
-170395,Y,
-170396,N,
-170397,N,
-170438,Y,"5000 sacks of Barite

150 sacks of Bentonite or organophilic clay
"
-170439,Y,"Mud and cuttings will be disposed in accordance with the NPDES Permit for Region 6 (GMG290000) valid from Oct 1, 2012 - Sept 30, 2017."
-170440,Y,
-170441,,
-170442,Y,NPDES Permit GMG 290132
-170443,,
-170444,N,
-170445,Y,IPT Suretec Digital BOP Test Method Version 3.1
-170502,Y,
-170503,Y,The rig is outfitted for zero discharge should it become necessary due to NPDES compliance.
-170504,,
-170505,,
-170506,Y,GMG290110
-170507,N,Shut in adjacent wells when skid 
-170508,N,
-170509,Y,Anatomize 3.30
-170528,N,
-170529,N,
-170550,Y,
-170551,Y,
-170552,,
-170553,,
-167626,Y,
-167627,Y,
-167628,Y,
-167629,,
-167630,Y,GMG290089
-167631,,
-167632,N,
-167633,Y,SureTec Version 3.1
-173868,N,
-173869,Y,Anatomize 
-173882,Y,
-173883,Y,SBM is planned for use in this operation.  Zero discharge will be implemented if hydrocarbon is encountered that results in the mud failing to pass NPDES provisions.
-173884,Y,Kill weight mud will be on the rig or id limited by volume it will be available from a supply boat at the rig.
-173885,,
-173886,Y,GMG290188
-173887,,
-173888,N,
-173889,Y,The rig is approved for Suretec version 3.1.
-173890,Y,
-173891,Y,
-173892,,
-173893,,
-173894,Y,GMG290269
-173895,Y,
-173896,N,
-173897,N,
-173898,Y,
-173899,Y,The rig is equipped for zero discharge should it become necessary due to NPDES compliance limitations
-173900,,Tophole existing
-173901,,
-173902,Y,GMG 290110
-173903,,Subsea template
-173904,N,
-173905,Y,Anatomize
-172586,Y,GMG290534
-172587,,
-172588,N,
-172589,Y,SureTec Version 3.1
-172878,Y,
-172879,Y,SBM will be transported to shore for disposal
-172880,Y,
-172881,,
-172882,Y,GMG 290103
-172883,,
-172884,N,
-172885,Y,SureTec v 3.1 or newer
-173007,N,
-173008,Y,
-173009,,
-173010,Y,EPA NPDES Permit No. 290096
-173011,,
-173012,N,
-173013,N,"For clarity SURETEC will NOT be utilized for this well, as we initially intended within the initial APD approval."
-173046,Y,
-172938,Y,
-172939,,"Synthetic based much will be used; if ROC does not pass, the rig will go to zero discharge"
-172940,Y,
-172941,,
-172942,Y,GMG 290006
-172943,,Subsea Well
-172944,N,
-172945,Y,SureTec 3.1
-173006,Y,
-173047,Y,
-173048,Y,
-173049,,
-173050,Y,GMG 290180
-173051,,Open Water
-173052,N,
-173053,Y,IPT SURETEC VERSION 3.1.2.8
-174586,Y,
-174587,Y,
-174588,Y,
-174589,,
-174590,Y,NPDES Permit GMG290132
-174591,,
-174592,N,
-174593,Y,IPT Suretec Digital BOP Test Method Version 3.1
-174606,Y,
-174607,Y,SBM will be transported to shore for disposal
-174608,Y,
-174609,,
-174610,Y,GMG 290103
-174611,,
-174612,N,
-174613,Y,SureTec v 3.1 or newer
-174614,Y,
-174615,,
-174616,,
-174617,,
-174618,Y,GMG290269
-174619,Y,
-174620,N,
-174621,N,
-174646,Y,
-174647,,
-174648,,
-174649,,
-174650,Y,GMG#290354
-174651,Y,
-174652,N,
-174653,Y,SureTec 3.1
-170554,Y,GMG 290132 Outfall #0234
-170555,Y,
-170556,N,
-170557,N,
-170566,Y,GMG290269
-170567,Y,
-170568,N,
-170569,N,
-170590,Y,
-170591,Y,
-170592,,
-170593,,
-170594,Y,GMG290269
-170595,Y,
-170596,N,
-170597,N,
-170662,Y,
-170663,N,"The ENSCO DS-4 is set up for zero discharge. However, we will follow 2012 NPDES General Permit -see explanation of discharge of cuttings."
-170664,,
-170665,,
-170666,Y,GMG 290110
-170667,,
-170668,N,
-170669,Y,Anatomize
-170683,N,
-170684,Y,
-170685,,
-170686,Y,EPA NPDES Permit No. 290096
-170687,,
-170688,N,
-170689,N,"For clarity SURETEC will NOT be utilized for this well, as we initially intended within the initial APD approval."
-170690,Y,
-170682,Y,
-170691,N,"Although DD3 operations are prepared for zero discharge, we fully comply with the NPDES permit requirements (GMG 290110) for SBM and WBM drilling fluids and cuttings discharges."
-170692,,Well batchset in 2012
-170693,,
-173922,Y,
-173923,Y,
-173924,Y,
-173925,,
-173926,Y,"Permit Number: GMG290089
Feature ID: 0009"
-173927,,
-173928,N,
-173929,Y,Version 3.1
-173942,Y,
-173943,Y,
-173944,Y,
-173945,,
-173946,Y,GMG 290180
-173947,,Open Water
-173948,N,
-173949,Y,IPT SURETEC VERSION 3.1.2.8
-173962,Y,
-173963,Y,Synthetic based mud will be used;  zero dischage procedures will only be used if ROC does not pass.
-173964,Y,
-173965,,
-173966,Y,GMG 290006
-173967,,subsea well
-173968,N,
-173969,Y,SureTec 3.1
-173978,Y,
-173979,Y,
-173980,Y,
-173981,,
-173982,Y,NPDES Permit GMG 290132
-173983,,
-186238,Y,
-186239,Y,
-186240,,
-186241,,
-186242,Y,GMG290129
-186243,Y,
-186244,N,
-186245,Y,OTC Green Light Version No. 1.1 or higher.
-173100,,
-173101,,
-173102,Y,GMG290269
-173103,Y,
-173104,N,
-173105,N,
-173210,Y,
-173211,N,
-173212,,
-173213,,
-173214,Y,GMG290073
-173215,Y,
-173216,N,
-173217,N,
-178597,Y,There is a negligible potential for shallow water and gas flows.  We will be +200' N of  the GC 770 #1 ST01 surface location and +200' NNW of GC 726 #1 ST01 surface location and neither well ran conductor casing.
-178598,Y,GMG290006
-178599,,Subsea Well
-178600,N,
-178601,Y,SureTec 3.1
-178798,Y,
-178799,Y,
-181711,Y,
-181712,N,
-181713,N,
-181867,Y,
-181868,Y,
-181869,,
-181870,Y,GMG 290038
-181871,,
-181872,N,
-181873,Y,IPT Suretec Version 3.1
-181874,Y,
-181778,Y,
-181779,Y,
-181780,Y,
-181781,,
-181782,Y,EPA GMG 290180
-181783,,Open Water
-181784,N,
-181785,Y,IPT Version 3.1.2.8
-181866,Y,
-181875,Y,
-181876,Y,
-181877,,
-181878,Y,GMG 290180
-181879,,Open Water
-181880,N,
-181881,Y,IPT Suretec Version 3.1.2.8
-181919,N,Meet CFR 435.13 Base fluid retained on cuttings weighted mass ratio average over all NAF well sections shall be 6.9 g-NAF base fluid/100 g-wt or less.
-181920,Y,
-181921,,
-181922,Y,290000
-181923,,
-181924,N,
-181925,Y,See attached approval for greenlight software using Version 1.1.
-181950,Y,
-181918,Y,
-181951,Y,
-181952,Y,
-178536,N,
-178537,Y,SureTec v3.1
-178618,Y,
-178619,Y,The rig is equipped for zero discharge should it become necessary due to NPDES compliance limitations
-178620,,Tophole existing
-178621,,
-178622,Y,GMG 290110
-178623,,Subsea template
-178624,N,
-178625,Y,Anatomize
-178887,Y,"Mud and cuttings will be disposed in accordance with the NPDES Permit for Region 6 (GMG290000) valid from Oct 1, 2012 - Sept 30, 2017"
-178888,Y,
-178889,,
-178890,Y,NPDES Permit GMG 290132
-178891,,
-178892,N,
-178893,Y,IPT Suretec Digital BOP Test Method Version 3.1
-178838,Y,
-178886,Y,"A minimum of 3,200 sacks of Barite
and 150 sacks of Bentonite or organophilic clay"
-178839,N,"Although DD3 operations are prepared for zero discharge, we fully comply with the NPDES permit requirements (GMG 290110) for SBM and WBM drilling fluids and cuttings discharges."
-178840,Y,
-178841,,
-178842,Y,Permit GMG290110
-178843,,
-178844,N,
-178845,Y,Anatomize
-182364,N,
-182365,Y,SureTec 3.1
-182850,Y,
-182851,Y,
-182852,,
-182853,,"MD 12 was batch set in 2013.  The 36"" and 22"" riserless sections are already installed."
-182854,Y,GMG290110
-182855,N,When skid Spar Rig to MD12 will shut in adjacent wells.
-182856,N,
-182857,Y,Anatomize
-182910,Y,
-182911,Y,
-182912,Y,
-182913,,
-182914,Y,NPDES Permit GMG 290132
-182915,,
-182916,N,
-182917,Y,IPT Suretec Digital BOP Test Method Version 3.1
-212403,Y,
-212404,,
-212405,,
-212406,Y,GMG290615
-212407,N,See alt compliance
-212408,N,
-212409,Y,Greenlight 2.0
-182942,Y,
-182943,,
-182944,,
-212402,Y,
-178800,Y,
-178801,,
-178802,Y,GMG290202
-178803,,
-178804,N,
-178805,Y,SureTec Version 3.1
-178830,Y,Sufficient barite to weight up active system 0.5ppg.
-178831,Y,
-178832,Y,
-178833,,
-178834,Y,GMG290184
-178835,,
-178836,N,
-178837,Y,SureTec Version 3.1
-179170,Y,
-179171,Y,"SBM cuttings with <6.9% fluid retention will be
discharged overboard per 40 CFR 435."
-179172,Y,
-179173,,
-179174,Y,GMG290534
-179175,,Subsea Well drilled with a dynamically positioned drillship.
-179176,N,
-179177,Y,Suretec Version 3.1
-179186,Y,
-179187,Y,
-179188,Y,
-179189,,
-179190,Y,GMG290000
-179191,,Open water
-179192,N,
-179193,Y,Version 3.1
-179254,Y,
-177718,Y,
-177719,Y,"The ENSCO DS-3 is set up for zero discharge. However, we will follow 2012 NPDES General Permit - see explanation of discharge of cuttings within general permit.    		"
-177720,Y,
-177721,,
-177722,Y,GMG 290110
-177723,,
-177724,N,
-177725,Y,Anatomize Version 3.30
-177730,Y,
-177731,Y,
-177732,Y,
-177733,,
-177734,Y,GMG290375
-177735,,
-177736,N,
-177737,Y,Cobalt will use SureTech Version 3.1 for digital BOP testing as of 05/27/15. 
-177738,Y,
-177739,Y,Ssynthetic based mud will be used; zero discharge procedures will only be used if ROC does not pass.
-177740,Y,
-177741,Y,There is a negligible potential for shallow water and gas flows.  We will be +200' N of  the GC 770 #1 ST01 surface location and +200' NNW of GC 726 #1 ST01 surface location and neither well ran conductor casing.
-177742,Y,GMG290006
-177743,,Subsea Well
-177744,N,
-177745,Y,SureTec 3.1
-181953,,
-181954,Y,NPDES Permit GMG 290132
-181955,,
-181956,N,
-181957,Y,IPT Suretec Digital BOP Test Method Version 3.1
-179566,Y,
-179567,Y,
-179568,,
-179569,,
-179570,Y,GMG290269
-179571,Y,
-179572,N,
-179573,N,
-179641,Y,Suretec Version 3.1
-179670,Y,
-179671,Y,
-179672,Y,
-179673,,
-179674,Y,EPA GMG 290338
-179675,,
-179676,N,
-179677,Y,IPT Suretec Version 3.1
-179678,Y,
-179679,Y,
-179680,Y,
-179681,,
-179682,Y,GMG290000
-179683,,Open water
-179684,N,
-179685,Y,Version 3.1
-179994,Y,
-179995,,
-179996,,
-179997,,
-179998,Y,GMG290269
-179999,Y,
-182963,Y,
-182964,Y,
-182965,Y,
-182966,Y,NPDES Permit GMG 290132
-182967,,
-182968,N,
-182969,Y,IPT Suretec Digital BOP Test Method Version 3.1
-183014,Y,EPA GMG 290180
-182945,,
-182946,Y,GMG 290538
-182947,N,Waiver approved 05/01/2015 (see attached approval)
-182948,N,
-182949,Y,SureTec Version 3.1
-182962,Y,
-183015,,Open Water
-183016,N,
-183017,Y,IPT Version 3.1.2.8
-183190,Y,GMG 290006
-183191,,subsea well
-183192,Y,This location is the worst case discharge volume approved in our Oil Spill Response Plan.
-183193,Y,OTC Greenlight Version 1.1 
-183210,Y,
-183211,Y,
-183212,,"This well was batch set down to the 22"" casing.  No further riserless drilling planned"
-183186,Y,
-183172,Y,
-183173,,
-183174,Y,GMG 290006
-183175,,Subsea Well
-183176,N,
-183177,Y,SureTec 3.1
-183213,,
-149438,Y,
-149439,N,Shell will not discharge SBM except as authorized and monitored under the US EPA General Permit GMG290000
-149440,Y,
-149441,,
-149442,Y,GMG 290103
-149443,,
-149444,N,
-149445,Y,v2.4
-149494,Y,
-149495,,
-149496,,
-149497,,
-149498,Y,GMG290269
-149499,Y,
-149500,N,
-149501,N,
-150231,N,"Shell will not discharge SBMs except as authorized and monitored under the US EPA
General Permit GMG290000."
-150232,,
-150233,,
-150234,Y,GMG 290103
-150235,,
-150236,N,
-150237,Y,Suretec V2.4
-151810,Y,GMG290208
-150230,Y,
-151811,Y,
-151812,N,
-151813,,
-152566,Y,A minimum of 1000 sxs barite and 200 sxs of gel will be maintained on the MODU
-152567,,
-152568,,
-152569,,
-152570,Y,GMG290357
-152571,Y,
-152572,N,
-152573,,
-153984,Y,
-153985,,
-153986,Y,GMG 290103
-153987,,
-153988,N,
-153989,Y,SureTec Version 2.4
-154022,Y,
-154023,Y,
-154024,,
-154025,,
-154026,Y,GMG290376
-154027,Y,
-154028,N,
-154029,N,
-154038,N,"A minimum of 1,000 sacks of barite will be kept available on board"
-154039,N,
-154040,Y,
-154041,,
-154042,Y,GMG29006 
-154043,,Subsea well
-154044,N,
-154045,Y,SureTec Version 2.4
-154046,Y,
-154047,Y,"Yes, the rig is outfitted for zero discharge operations.  Per the NPDES permit on file any SBM cuttings with fluid retention above 6.9% will be captured in cuttings boxes via the zero discharge system for disposal onshore and all applicable procedures regarding cutting discharge will be followed."
-154048,Y,
-154049,,
-154050,Y,GMG290534
-154051,,
-154052,N,
-154053,Y,2.4
-154106,Y,
-154107,Y,
-154108,Y,
-154109,,
-154110,Y,GMG290000
-154111,,
-154112,N,
-152522,Y,A minimum of 1000sxs of Barite and 200sxs of Gel will be maintained on the MODU during drilling operations.
-152523,Y,
-152524,,
-152525,,
-152526,Y,GMG290357
-152527,Y,
-152528,N,
-150051,N,
-150052,Y,
-150053,,
-150054,Y,"EPA Region 6 Permit #GMG 290006
Outfall #"
-150055,,
-150056,N,
-150057,Y,SureTec Version 2.4
-150058,Y,
-150050,Y,A minimum of 1000 sxs of barite to be available on the rig
-150059,Y,
-150060,Y,
-150061,,
