SN_EOR_FK,CASING_SIZE,CASING_CUT_DATE,CASING_CUT_METHOD_CD,CASING_CUT_DEPTH,CASING_CUT_MDL_IND
-165519,16.0,9/18/2016,E,25,BELOW
-165519,10.75,9/18/2016,E,25,ABOVE
-165523,16.0,9/18/2016,E,25,BELOW
-165523,10.75,9/18/2016,E,25,BELOW
-165538,10.75,9/18/2016,E,35,BELOW
-165548,24.0,9/18/2016,E,25,BELOW
-165548,16.0,9/18/2016,E,25,BELOW
-165548,10.75,9/18/2016,E,25,BELOW
-165593,26.0,10/14/2016,M,15,BELOW
-165593,20.0,10/14/2016,M,15,BELOW
-165593,13.375,10/14/2016,M,15,BELOW
-165593,9.625,10/14/2016,M,15,BELOW
-165593,7.0,10/14/2016,M,15,BELOW
-165575,20.0,10/13/2016,M,15,BELOW
-165730,9.625,9/30/2016,E,20,BELOW
-165728,26.0,9/30/2016,E,20,BELOW
-165728,20.0,9/30/2016,E,20,BELOW
-165728,13.325,9/30/2016,E,20,BELOW
-165728,9.625,9/30/2016,E,20,BELOW
-165705,26.0,9/30/2016,E,58,BELOW
-165705,20.0,9/30/2016,E,58,BELOW
-165705,13.325,9/30/2016,E,58,BELOW
-165705,10.75,9/30/2016,E,58,BELOW
-165705,7.0,9/30/2016,E,58,BELOW
-166125,7.625,11/13/2016,M,200,BELOW
-166125,10.75,11/21/2016,M,20,BELOW
-166125,30.0,11/21/2016,M,20,BELOW
-166211,11.875,12/1/2016,M,30,BELOW
-166211,24.0,12/16/2016,M,19,BELOW
-166258,24.0,12/12/2016,M,30,BELOW
-166258,18.625,12/12/2016,M,30,BELOW
-166258,13.375,12/12/2016,M,30,BELOW
-168029,36.0,5/9/2017,E,20,BELOW
-168034,36.0,5/9/2017,E,40,BELOW
-168092,16.0,10/15/2016,M,30,BELOW
-170831,9.625,4/18/2018,M,30,BELOW
-170831,13.375,4/18/2018,M,30,BELOW
-170831,26.0,4/18/2018,M,30,BELOW
-173387,16.0,7/1/2018,M,20,BELOW
-173387,20.0,7/1/2018,M,20,BELOW
-174518,30.0,10/16/2018,M,17,BELOW
-174107,20.0,8/31/2018,M,4,ABOVE
-175609,13.375,1/16/2019,M,11,BELOW
-175609,20.0,1/16/2019,M,11,BELOW
-175609,30.0,1/16/2019,M,11,BELOW
-175611,13.375,1/16/2019,M,11,BELOW
-175611,9.625,1/16/2019,M,11,BELOW
-175611,20.0,1/16/2019,M,11,BELOW
-175611,30.0,1/16/2019,M,11,BELOW
-176428,16.0,3/28/2019,M,1167,BELOW
-176829,7.625,5/17/2019,S,22,BELOW
-176847,16.0,6/8/2019,S,15,BELOW
-176847,26.0,6/8/2019,S,14,BELOW
-177329,16.0,5/14/2019,M,20,BELOW
-177352,10.75,6/3/2019,M,19,BELOW
-177829,20.0,7/29/2019,M,20,BELOW
-177829,26.0,7/29/2019,M,20,BELOW
-178022,26.0,8/4/2019,E,20,BELOW
-178022,18.625,8/4/2019,E,20,BELOW
-182564,18.625,9/6/2020,M,15,BELOW
-197697,20.0,9/20/2022,E,30,BELOW
-197697,26.0,9/20/2022,E,30,BELOW
-197697,13.375,9/20/2022,E,30,BELOW
-197355,10.75,9/7/2022,M,30,BELOW
-197355,20.0,9/8/2022,M,25,BELOW
-197330,36.0,9/11/2022,M,20,BELOW
-197322,5.0,8/5/2022,M,35,BELOW
-197322,10.75,10/6/2022,S,16,BELOW
-197322,36.0,10/6/2022,S,16,BELOW
-197822,5.0,10/14/2022,M,958,BELOW
-197822,7.0,10/15/2022,M,869,BELOW
-197822,9.625,10/18/2022,M,300,BELOW
-197808,7.0,10/6/2022,M,220,BELOW
-198381,24.0,12/5/2022,M,17,BELOW
-202196,13.375,12/9/2024,M,30,BELOW
-202196,20.0,12/9/2024,M,30,BELOW
-202691,10.75,12/10/2024,M,30,BELOW
-202691,20.0,12/10/2024,M,30,BELOW
-201641,16.0,12/13/2024,M,30,BELOW
-157131,10.75,7/16/2015,E,20,BELOW
-157131,16.0,7/16/2015,E,20,BELOW
-157131,24.0,7/16/2015,E,20,BELOW
-156646,13.375,7/4/2015,M,25,BELOW
-157370,7.0,7/24/2015,O,31,BELOW
-157370,10.75,7/25/2015,O,26,BELOW
-157370,16.0,7/25/2015,O,26,BELOW
-157370,36.0,7/26/2015,O,20,BELOW
-157116,20.0,7/19/2015,E,20,BELOW
-157116,13.375,7/19/2015,E,20,BELOW
-157113,20.0,7/19/2015,E,20,BELOW
-157113,13.375,7/19/2015,E,20,BELOW
-157112,30.0,7/19/2015,E,20,BELOW
-157112,13.375,7/19/2015,E,20,BELOW
-157112,10.75,7/19/2015,E,20,BELOW
-157111,30.0,7/19/2015,E,20,BELOW
-157111,20.0,7/19/2015,E,20,BELOW
-157111,13.375,7/19/2015,E,20,BELOW
-157110,13.375,7/19/2015,E,20,BELOW
-157110,20.0,7/19/2015,E,20,BELOW
-157110,30.0,7/19/2015,E,20,BELOW
-156979,30.0,8/8/2015,M,20,BELOW
-156767,24.0,8/17/2015,M,20,BELOW
-156767,48.0,8/17/2015,M,20,BELOW
-160237,13.375,10/21/2015,M,20,BELOW
-167230,30.0,3/20/2017,M,16,BELOW
-167230,20.0,3/20/2017,M,16,BELOW
-164874,10.75,3/27/2017,M,22,BELOW
-164874,16.0,3/27/2017,M,22,BELOW
-164874,26.0,3/27/2017,M,22,BELOW
-168029,10.75,5/9/2017,E,20,BELOW
-168029,16.0,5/9/2017,E,20,BELOW
-168033,10.75,5/9/2017,E,30,BELOW
-168033,16.0,5/9/2017,E,30,BELOW
-168033,36.0,5/9/2017,E,30,BELOW
-167454,30.0,4/24/2017,S,18,BELOW
-167454,7.625,4/23/2017,S,22,BELOW
-167454,10.75,4/23/2017,S,22,BELOW
-169695,48.0,9/23/2017,S,20,BELOW
-169695,13.375,9/22/2017,S,25,BELOW
-169695,9.625,9/22/2017,S,25,BELOW
-169184,11.875,9/17/2017,M,25,BELOW
-168620,16.0,7/27/2017,M,29,BELOW
-169700,7.0,9/20/2017,S,15,BELOW
-169700,10.75,9/20/2017,S,15,BELOW
-169700,16.0,9/20/2017,S,15,BELOW
-169595,16.0,9/15/2017,S,15,BELOW
-167921,20.0,7/18/2017,M,189,ABOVE
-167921,13.375,12/23/2014,M,28,BELOW
-169171,10.75,9/6/2017,S,25,BELOW
-169171,30.0,9/6/2017,S,25,BELOW
-169176,10.75,8/22/2017,S,25,BELOW
-169247,30.0,10/13/2017,M,20,BELOW
-169247,13.375,10/13/2017,M,20,BELOW
-169895,16.0,6/13/2003,M,19,BELOW
-169895,26.0,6/13/2003,M,19,BELOW
-169895,10.75,6/9/2003,M,20,BELOW
-170005,10.75,9/23/2017,E,26,BELOW
-174175,13.375,9/16/2018,M,15,BELOW
-174175,20.0,9/16/2018,M,15,BELOW
-172893,20.0,9/11/2018,O,20,BELOW
-172990,20.0,9/10/2018,O,20,BELOW
-172990,10.75,9/10/2018,O,20,BELOW
-172990,7.65,7/1/2018,Y,77,BELOW
-174228,36.0,9/4/2018,M,102,ABOVE
-174228,30.0,9/4/2018,M,102,ABOVE
-174228,20.0,9/4/2018,M,102,ABOVE
-174229,13.375,9/4/2018,M,108,ABOVE
-174231,26.0,9/5/2018,M,108,ABOVE
-174336,13.375,9/17/2018,M,26,BELOW
-174219,7.625,9/13/2018,M,2000,BELOW
-174707,24.0,10/3/2018,M,20,BELOW
-172717,30.0,9/9/2018,E,20,BELOW
-172717,18.625,9/9/2018,E,20,BELOW
-172717,13.375,9/9/2018,E,20,BELOW
-176577,7.0,5/6/2019,M,925,BELOW
-178149,30.0,8/16/2019,E,15,BELOW
-178163,26.0,8/16/2019,E,35,BELOW
-178163,18.625,8/16/2019,E,35,BELOW
-178163,13.375,8/16/2019,E,35,BELOW
-180156,9.625,2/14/2020,M,334,BELOW
-196881,16.0,6/3/2022,M,20,BELOW
-196881,20.0,6/3/2022,M,20,BELOW
-196881,30.0,6/3/2022,M,20,BELOW
-197131,30.0,8/26/2022,M,25,BELOW
-197131,16.0,8/25/2022,M,25,BELOW
-197131,20.0,8/25/2022,M,25,BELOW
-197696,26.0,9/20/2022,E,20,BELOW
-197696,20.0,9/20/2022,E,20,BELOW
-197696,13.375,9/20/2022,E,20,BELOW
-197855,10.75,10/7/2022,M,19,BELOW
-197855,16.0,10/7/2022,M,19,BELOW
-197855,30.0,10/7/2022,M,19,BELOW
-197855,36.0,10/7/2022,M,19,BELOW
-197855,7.0,10/6/2022,M,20,BELOW
-200626,10.75,10/17/2023,M,20,BELOW
-202857,36.0,9/2/2024,M,18,BELOW
-163506,26.0,5/8/2016,O,21,BELOW
-163304,10.75,4/26/2016,M,24,BELOW
-163304,16.0,4/26/2016,M,24,BELOW
-163304,30.0,4/26/2016,M,24,BELOW
-163260,10.75,4/25/2016,M,24,BELOW
-163260,16.0,4/25/2016,M,24,BELOW
-163260,30.0,4/25/2016,M,24,BELOW
-163275,13.375,5/12/2016,W,39,BELOW
-163275,20.0,5/12/2016,W,39,BELOW
-173391,10.75,6/30/2018,M,20,BELOW
-176233,10.75,3/12/2019,M,31,BELOW
-176653,26.0,5/4/2019,M,20,BELOW
-176653,20.0,5/4/2019,M,20,BELOW
-176653,13.375,5/4/2019,M,20,BELOW
-176947,16.0,5/28/2019,M,25,BELOW
-176947,30.0,5/28/2019,M,25,BELOW
-176578,9.625,5/17/2019,M,462,BELOW
-177553,20.0,7/7/2019,M,25,BELOW
-177553,13.375,7/7/2019,M,25,BELOW
-177573,36.0,7/10/2019,M,23,BELOW
-177573,30.0,7/10/2019,M,23,BELOW
-177573,13.375,7/7/2019,M,25,BELOW
-177573,9.625,7/7/2019,M,25,BELOW
-177929,10.75,8/7/2019,M,19,BELOW
-177929,16.0,8/7/2019,M,19,BELOW
-177929,24.0,8/7/2019,M,19,BELOW
-177930,7.0,8/3/2019,M,27,BELOW
-177930,10.75,8/3/2019,M,27,BELOW
-177930,16.0,8/3/2019,M,27,BELOW
-178472,36.0,9/28/2019,E,20,BELOW
-178472,13.375,9/28/2019,E,20,BELOW
-178472,9.625,9/28/2019,E,20,BELOW
-188813,16.0,7/4/2021,M,25,BELOW
-193973,13.375,8/26/2021,M,20,BELOW
-193973,20.0,8/26/2021,M,20,BELOW
-193874,7.0,8/25/2021,M,20,BELOW
-193874,9.625,8/25/2021,M,20,BELOW
-193874,13.375,8/25/2021,M,20,BELOW
-193874,20.0,8/25/2021,M,20,BELOW
-193877,7.625,8/25/2021,M,20,BELOW
-193877,9.625,8/25/2021,M,20,BELOW
-193877,16.0,8/25/2021,M,20,BELOW
-193877,13.375,8/25/2021,M,20,BELOW
-193877,20.0,8/25/2021,M,20,BELOW
-193593,9.625,8/25/2021,M,20,BELOW
-193593,13.375,8/25/2021,M,20,BELOW
-193593,20.0,8/25/2021,M,20,BELOW
-195445,16.0,12/1/2021,M,47,BELOW
-195465,26.0,12/12/2021,M,18,BELOW
-195466,10.75,11/24/2021,W,75,BELOW
-195466,16.0,12/3/2021,M,46,BELOW
-195466,26.0,12/15/2021,M,18,BELOW
-195446,10.75,11/24/2021,W,75,BELOW
-195446,16.0,12/3/2021,O,49,BELOW
-195446,26.0,12/16/2021,M,18,BELOW
-195447,10.75,11/24/2021,W,75,BELOW
-195447,16.0,12/6/2021,M,20,BELOW
-195447,26.0,12/14/2021,M,18,BELOW
-200142,30.0,8/3/2023,M,20,BELOW
-200118,10.75,8/4/2023,M,25,BELOW
-200142,18.625,8/3/2023,M,20,BELOW
-160074,30.0,10/28/2015,M,20,BELOW
-160074,20.0,10/28/2015,M,20,BELOW
-160074,13.375,10/28/2015,M,20,BELOW
-160074,9.625,10/28/2015,M,20,BELOW
-160570,18.625,1/12/2016,M,20,BELOW
-160570,26.0,1/12/2016,M,20,BELOW
-166871,16.0,4/18/2017,M,29,BELOW
-166871,20.0,4/18/2017,M,29,BELOW
-166871,30.0,4/19/2017,M,19,BELOW
-167349,7.625,4/10/2017,M,21,BELOW
-167349,10.75,4/15/2017,S,20,BELOW
-173303,10.75,6/30/2018,M,16,BELOW
-173451,24.0,7/7/2018,M,20,BELOW
-173151,30.0,7/1/2018,M,18,BELOW
-173296,30.0,6/23/2018,M,27,BELOW
-172993,16.0,9/10/2018,O,20,BELOW
-174069,9.625,9/3/2018,M,23,BELOW
-176149,11.75,5/31/2019,W,20,BELOW
-176149,20.0,5/31/2019,W,20,BELOW
-177374,10.75,5/21/2019,M,15,BELOW
-177374,16.0,5/21/2019,M,15,BELOW
-177374,26.0,5/22/2019,M,15,BELOW
-177280,10.75,5/15/2019,M,15,BELOW
-191203,6.0,5/29/2021,E,20,BELOW
-191201,10.75,5/29/2021,E,20,BELOW
-191201,39.0,5/29/2021,E,20,BELOW
-190853,9.625,5/2/2021,W,23,BELOW
-197196,20.0,7/12/2022,M,26,BELOW
-196929,13.375,6/9/2022,E,16,BELOW
-196938,9.625,6/9/2022,E,30,BELOW
-197254,13.625,9/23/2022,M,300,BELOW
-197254,10.75,9/13/2022,M,1100,BELOW
-199736,10.75,9/21/2022,M,18,BELOW
-199736,30.0,9/21/2022,M,18,BELOW
-172507,24.0,6/5/2018,E,25,BELOW
-172507,48.0,6/5/2018,E,25,BELOW
-173368,20.0,7/1/2018,M,30,BELOW
-173368,10.75,7/1/2018,M,30,BELOW
-173073,16.0,6/7/2018,M,16,BELOW
-173073,20.0,6/7/2018,M,16,BELOW
-173029,24.0,3/22/2010,M,59,BELOW
-173029,12.75,6/8/2018,M,30,BELOW
-173071,20.0,6/5/2018,M,28,BELOW
-173072,9.625,6/10/2018,M,30,BELOW
-176398,22.0,3/19/2019,M,25,BELOW
-177553,26.0,7/7/2019,M,25,BELOW
-177553,10.75,7/7/2019,M,25,BELOW
-177573,20.0,7/7/2019,M,25,BELOW
-178249,13.375,7/28/2019,M,25,BELOW
-177970,30.0,7/31/2019,E,20,BELOW
-177970,20.0,7/31/2019,E,20,BELOW
-177970,16.0,7/31/2019,E,20,BELOW
-177970,11.875,7/31/2019,E,20,BELOW
-177971,30.0,7/31/2019,E,20,BELOW
-177971,18.625,7/31/2019,E,20,BELOW
-177971,13.375,7/31/2019,E,20,BELOW
-177929,7.0,8/7/2019,M,19,BELOW
-177948,10.75,8/4/2019,M,21,BELOW
-177948,26.0,8/4/2019,M,21,BELOW
-177975,30.0,8/8/2019,M,22,BELOW
-177975,16.0,8/8/2019,M,22,BELOW
-177975,10.75,8/8/2019,M,22,BELOW
-177975,7.625,8/8/2019,M,22,BELOW
-177994,48.0,8/9/2019,M,20,BELOW
-177994,10.75,8/8/2019,M,25,BELOW
-177994,16.0,8/8/2019,M,25,BELOW
-177913,10.75,9/21/2019,M,18,BELOW
-177913,7.0,9/21/2019,M,18,BELOW
-177911,26.0,9/20/2019,M,18,BELOW
-178588,30.0,11/16/2018,M,22,BELOW
-178595,7.0,9/29/2019,M,360,BELOW
-196858,16.0,8/9/2022,M,28,BELOW
-181110,10.75,7/23/2019,M,24,BELOW
-181110,16.0,7/23/2019,M,24,BELOW
-181110,24.0,7/23/2019,M,24,BELOW
-181109,30.0,5/19/2019,M,15,BELOW
-181227,30.0,5/27/2019,E,15,BELOW
-181227,20.0,5/27/2019,E,15,BELOW
-181227,13.375,5/26/2019,E,15,BELOW
-181227,9.875,5/26/2019,E,15,BELOW
-197163,10.75,7/13/2022,M,30,BELOW
-197683,26.0,9/20/2022,E,20,BELOW
-197683,20.0,9/20/2022,E,20,BELOW
-197683,13.375,9/20/2022,E,20,BELOW
-197684,26.0,9/20/2022,E,30,BELOW
-197684,20.0,9/20/2022,E,30,BELOW
-197684,13.375,9/20/2022,E,30,BELOW
-197672,26.0,9/20/2022,E,20,BELOW
-197672,20.0,9/20/2022,E,20,BELOW
-197672,13.375,9/20/2022,E,20,BELOW
-197672,9.625,9/20/2022,E,20,BELOW
-197672,7.0,9/20/2022,E,20,BELOW
-156689,24.0,6/27/2015,E,23,BELOW
-156165,26.0,6/18/2015,E,16,BELOW
-157361,16.0,8/2/2015,M,450,ABOVE
-157436,10.75,7/27/2015,M,17,BELOW
-144296,26.0,8/3/2015,M,23,BELOW
-157437,19.625,8/4/2015,M,450,ABOVE
-157437,13.375,8/4/2015,M,450,ABOVE
-157437,9.625,8/4/2015,M,450,ABOVE
-157437,24.0,8/10/2015,M,450,ABOVE
-157455,7.625,7/25/2015,M,18,BELOW
-157455,10.75,7/25/2015,M,18,BELOW
-157455,16.0,8/24/2015,M,5,BELOW
-157455,36.0,8/24/2015,M,5,BELOW
-160075,13.375,11/6/2015,M,89,BELOW
-160966,7.625,11/6/2015,M,20,BELOW
-160966,13.275,11/6/2015,M,20,BELOW
-160966,20.0,11/6/2015,M,20,BELOW
-160966,30.0,11/6/2015,M,20,BELOW
-160614,30.0,2/24/2016,M,137,ABOVE
-160614,10.75,2/24/2016,M,137,ABOVE
-160615,30.0,2/26/2016,M,137,ABOVE
-160615,10.75,2/26/2016,M,137,ABOVE
-162615,30.0,4/2/2016,M,19,BELOW
-163492,13.375,5/8/2016,M,25,BELOW
-163492,20.0,5/8/2016,M,25,ABOVE
-163492,48.0,5/9/2016,M,16,BELOW
-163491,10.75,5/7/2016,M,31,BELOW
-163491,16.0,5/7/2016,M,31,BELOW
-163491,48.0,5/7/2016,M,31,BELOW
-163490,13.375,5/7/2016,M,31,BELOW
-163490,20.0,5/7/2016,M,31,BELOW
-163490,48.0,5/7/2016,M,31,BELOW
-163275,26.0,5/13/2016,W,31,BELOW
-163674,9.625,5/12/2016,M,15,BELOW
-163674,13.375,5/12/2016,M,15,BELOW
-163674,20.0,5/12/2016,M,15,BELOW
-163674,30.0,5/12/2016,M,15,BELOW
-163672,7.0,5/12/2016,M,15,BELOW
-163672,9.625,5/12/2016,M,15,BELOW
-163672,13.375,5/12/2016,M,15,BELOW
-164316,16.0,7/11/2016,M,32,BELOW
-163673,7.0,5/14/2016,M,15,BELOW
-163673,13.375,5/14/2016,M,15,BELOW
-164316,20.0,7/11/2016,M,32,BELOW
-165398,26.0,9/12/2016,M,18,BELOW
-163867,16.0,5/24/2016,M,18,BELOW
-163867,30.0,5/24/2016,M,18,BELOW
-165398,10.75,9/12/2016,M,18,BELOW
-165398,7.625,9/12/2016,M,18,BELOW
-164070,48.0,6/12/2016,M,20,BELOW
-164070,20.0,6/10/2016,M,25,BELOW
-165403,16.0,9/11/2016,M,15,BELOW
-164070,16.0,6/10/2016,M,25,BELOW
-165403,10.75,9/11/2016,M,15,BELOW
-165404,26.0,9/11/2016,M,15,BELOW
-165404,16.0,9/11/2016,M,15,BELOW
-165404,10.75,9/11/2016,M,15,BELOW
-165407,26.0,9/12/2016,M,18,BELOW
-165407,10.75,9/12/2016,M,18,BELOW
-165031,7.625,8/12/2016,M,25,BELOW
-164960,30.0,8/22/2016,E,17,BELOW
-164960,20.0,8/15/2016,E,24,BELOW
-164960,13.325,8/15/2016,E,24,BELOW
-164960,9.625,8/15/2016,E,24,BELOW
-164968,30.0,8/10/2016,M,23,BELOW
-164968,20.0,8/10/2016,M,25,BELOW
-164968,13.375,8/10/2016,M,25,BELOW
-164968,9.625,8/10/2016,M,25,BELOW
-165419,10.75,8/25/2016,E,25,BELOW
-165419,7.625,8/25/2016,E,25,BELOW
-165417,26.0,8/25/2016,E,25,BELOW
-165417,16.0,8/25/2016,E,25,BELOW
-165417,11.75,8/25/2016,E,25,BELOW
-165417,7.625,8/25/2016,E,25,BELOW
-165416,24.0,8/25/2016,E,25,BELOW
-165416,13.325,8/25/2016,E,25,BELOW
-165416,9.625,8/25/2016,E,25,BELOW
-165415,24.0,8/25/2016,E,25,BELOW
-165415,16.0,8/25/2016,E,25,BELOW
-165415,10.75,8/25/2016,E,25,BELOW
-165415,7.625,8/25/2016,E,25,BELOW
-165413,7.625,8/25/2016,E,25,BELOW
-165420,13.325,8/25/2016,E,25,BELOW
-165108,10.375,9/29/2016,M,18,BELOW
-165108,16.0,9/29/2016,M,18,BELOW
-165108,36.0,9/29/2016,M,18,BELOW
-165512,20.0,9/13/2016,S,15,BELOW
-165547,16.0,9/19/2016,M,25,BELOW
-165512,9.625,9/8/2016,S,15,BELOW
-165512,16.0,9/8/2016,S,15,BELOW
-164648,16.0,9/9/2016,M,20,BELOW
-164648,30.0,9/9/2016,M,20,BELOW
-164648,7.0,7/17/2016,M,31,BELOW
-164648,10.75,7/20/2016,M,20,BELOW
-165562,16.0,9/18/2016,E,15,BELOW
-165563,30.0,9/18/2016,E,25,BELOW
-165563,16.0,9/18/2016,E,25,BELOW
-165563,10.75,9/18/2016,E,25,BELOW
-165566,30.0,9/18/2016,E,15,BELOW
-165566,20.0,9/18/2016,E,15,BELOW
-165566,13.375,9/18/2016,E,15,BELOW
-165736,10.75,10/3/2016,M,15,BELOW
-165736,26.0,10/3/2016,M,15,BELOW
-165735,13.375,10/3/2016,M,15,BELOW
-165735,26.0,10/3/2016,M,15,BELOW
-165769,7.625,10/2/2016,M,15,BELOW
-165769,10.75,10/2/2016,M,15,BELOW
-165769,16.0,10/2/2016,M,15,BELOW
-165769,24.0,10/2/2016,M,15,BELOW
-165769,30.0,10/2/2016,M,15,BELOW
-164459,30.0,10/16/2016,M,25,BELOW
-165430,10.75,10/4/2016,M,20,BELOW
-165430,48.0,10/4/2016,M,20,BELOW
-165429,16.0,10/6/2016,M,20,BELOW
-165429,48.0,10/6/2016,M,20,BELOW
-165576,26.0,10/13/2016,M,15,BELOW
-165576,20.0,10/13/2016,M,15,BELOW
-165576,13.375,10/13/2016,M,15,BELOW
-165576,9.625,10/13/2016,M,15,BELOW
-165576,7.0,10/13/2016,M,15,BELOW
-165575,26.0,10/13/2016,M,15,BELOW
-165575,16.0,10/13/2016,M,15,BELOW
-165575,11.75,10/13/2016,M,15,BELOW
-165575,9.625,10/13/2016,M,15,BELOW
-165512,26.0,9/13/2016,S,15,BELOW
-165547,30.0,9/19/2016,M,25,BELOW
-165545,13.375,9/19/2016,M,21,BELOW
-165545,24.0,9/19/2016,M,18,BELOW
-165729,26.0,9/30/2016,E,20,BELOW
-165729,20.0,9/30/2016,E,20,BELOW
-165729,13.325,9/30/2016,E,20,BELOW
-165533,7.625,9/26/2016,M,250,BELOW
-166389,20.0,3/26/2017,S,15,BELOW
-173129,10.75,9/15/2018,O,20,BELOW
-173129,7.625,9/15/2018,O,20,BELOW
-173129,16.0,9/15/2018,O,20,BELOW
-173129,24.0,9/17/2018,O,17,BELOW
-174550,26.0,10/21/2018,S,23,BELOW
-174550,11.75,10/21/2018,S,23,BELOW
-177372,13.375,6/21/2019,M,17,BELOW
-177372,26.0,6/21/2019,M,17,BELOW
-177373,9.625,6/26/2019,M,30,BELOW
-177373,13.375,6/26/2019,M,30,BELOW
-177947,24.0,8/8/2019,M,17,BELOW
-189553,13.375,5/24/2021,S,25,BELOW
-191633,7.0,6/28/2021,M,753,BELOW
-194777,13.375,9/17/2021,E,20,BELOW
-194777,20.0,9/17/2021,E,20,BELOW
-194961,10.75,9/28/2021,M,20,BELOW
-194961,30.0,9/28/2021,M,20,BELOW
-195073,16.0,10/3/2021,M,15,BELOW
-196227,16.0,6/24/2022,M,25,BELOW
-196227,26.0,6/26/2022,M,25,BELOW
-197651,10.75,9/7/2022,E,15,BELOW
-197651,16.0,9/7/2022,E,15,BELOW
-197651,48.0,9/7/2022,E,15,BELOW
-197332,10.75,9/12/2022,M,30,BELOW
-196952,26.0,6/9/2022,E,20,BELOW
-197254,7.75,9/13/2022,M,1100,BELOW
-198478,10.75,12/21/2022,M,21,BELOW
-198478,16.0,12/21/2022,M,21,BELOW
-198478,24.0,12/21/2022,M,21,BELOW
-198479,10.75,12/22/2022,M,27,BELOW
-198479,16.0,12/22/2022,M,27,BELOW
-198479,24.0,12/22/2022,M,27,BELOW
-197069,14.0,10/29/2022,M,15392,BELOW
-200425,26.0,9/10/2023,M,25,BELOW
-200425,18.625,9/10/2023,M,25,BELOW
-200425,13.325,9/10/2023,M,25,BELOW
-200517,30.0,9/15/2023,M,25,BELOW
-200517,10.75,9/15/2023,M,25,BELOW
-200567,20.0,9/12/2023,M,20,BELOW
-200567,10.75,9/12/2023,M,20,BELOW
-200567,7.625,9/12/2023,M,20,BELOW
-200568,30.0,9/13/2023,M,20,BELOW
-200568,7.625,9/13/2023,M,20,BELOW
-200896,13.375,12/9/2023,M,20,BELOW
-200896,20.0,12/9/2023,M,20,ABOVE
-200871,10.75,12/6/2023,M,20,BELOW
-200871,24.0,12/6/2023,M,20,BELOW
-200871,20.0,12/6/2023,M,20,BELOW
-203253,10.75,12/25/2024,M,20,BELOW
-165508,26.0,9/14/2016,M,18,BELOW
-164071,48.0,10/5/1984,M,16,BELOW
-165508,10.75,9/14/2016,M,18,BELOW
-166199,42.0,12/11/2016,M,17,BELOW
-166199,36.0,12/11/2016,M,17,BELOW
-166199,13.375,12/8/2016,M,27,BELOW
-166284,16.0,12/13/2016,M,15,BELOW
-168071,30.0,7/22/2017,M,20,BELOW
-169453,30.0,9/4/2017,M,25,BELOW
-169453,13.375,9/4/2017,M,25,BELOW
-167698,30.0,7/18/2017,M,460,ABOVE
-168767,20.0,8/21/2017,M,20,BELOW
-168767,30.0,8/21/2017,M,20,BELOW
-169091,16.0,8/12/2017,M,27,BELOW
-169448,9.625,8/20/2017,M,18,BELOW
-169448,13.375,8/20/2017,M,18,BELOW
-169448,20.0,8/20/2017,M,18,BELOW
-169448,30.0,8/20/2017,M,18,ABOVE
-169466,36.0,9/17/2017,M,25,BELOW
-169466,10.75,9/17/2017,M,25,BELOW
-169503,30.0,8/9/2017,M,30,BELOW
-169503,18.625,8/9/2017,M,30,BELOW
-169503,13.375,8/9/2017,M,30,BELOW
-169175,10.75,9/9/2017,S,21,BELOW
-169175,16.0,9/9/2017,S,21,BELOW
-169175,30.0,9/9/2017,S,21,BELOW
-169031,13.375,9/7/2017,M,20,BELOW
-169031,20.0,9/7/2017,M,20,BELOW
-169499,16.0,9/8/2017,S,25,BELOW
-168272,10.75,9/10/2017,M,30,BELOW
-168272,16.0,9/10/2017,M,30,BELOW
-168272,26.0,9/10/2017,M,30,BELOW
-175934,10.75,3/9/2018,M,31,BELOW
-175934,7.0,3/1/2019,M,853,BELOW
-175934,22.0,3/9/2019,M,31,BELOW
-177109,9.625,5/26/2019,E,20,BELOW
-169170,16.0,9/10/2017,S,25,BELOW
-153975,20.0,9/30/2017,M,25,BELOW
-154118,13.375,10/2/2017,M,20,BELOW
-169172,10.75,8/23/2017,S,25,BELOW
-177109,13.375,5/26/2019,E,20,BELOW
-177109,36.0,5/26/2019,E,20,BELOW
-177292,13.875,5/6/2019,M,15,BELOW
-177389,10.75,6/4/2019,M,15,BELOW
-177389,16.0,6/5/2019,M,15,BELOW
-177389,26.0,6/7/2019,M,15,BELOW
-193596,13.375,8/25/2021,M,20,BELOW
-193596,20.0,8/25/2021,M,20,BELOW
-196311,26.0,5/12/2022,M,312,ABOVE
-196311,16.0,5/1/2022,M,279,ABOVE
-198182,9.625,11/6/2022,M,20,BELOW
-198183,20.0,11/7/2022,M,25,BELOW
-198184,30.0,11/8/2022,M,25,BELOW
-198184,20.0,11/8/2022,M,25,BELOW
-198184,13.375,11/8/2022,M,25,BELOW
-200028,24.0,3/13/2024,M,21,BELOW
-200028,20.0,3/13/2024,M,21,BELOW
-200028,13.375,3/13/2024,M,21,BELOW
-200078,13.375,3/18/2024,M,20,BELOW
-200078,20.0,3/18/2024,M,20,BELOW
-200078,24.0,3/18/2024,M,20,BELOW
-200060,10.75,3/16/2024,M,20,BELOW
-200060,16.0,3/16/2024,M,20,BELOW
-200060,24.0,4/7/2024,M,15,BELOW
-156707,16.0,7/14/2015,W,25,BELOW
-157117,9.625,7/20/2015,M,20,BELOW
-157413,20.0,8/20/2015,M,45,BELOW
