SN_EOR_WELL_COMP_FK,PERF_TOP_MD,PERF_BOTM_TVD,PERF_TOP_TVD,PERF_BASE_MD
-9607,11550,8965,8944,11590
-24707,22160,20485,20397,22260
-23995,22916,21110,21067,22964
-9458,17864,16498,16412,18030
-9578,12301,7408,7370,12379
-9870,7784,6435,6430,7790
-11748,7264,6034,6027,7274
-22782,7784,6435,6430,7790
-24592,8460,7046,7040,8466
-26969,7264,6034,6027,7274
-9804,9778,9497,9434,9855
-11623,16696,10965,10958,16710
-12806,15696,10469,10454,15726
-9869,16490,10856,10849,16503
-9869,16522,10870,10866,16529
-11623,16736,10982,10979,16742
-24612,13876,9567,9554,13893
-25480,13554,9412,9407,13564
-10953,15700,13503,13433,15770
-10381,6040,3649,3639,6060
-10381,6142,3701,3691,6162
-25853,5760,3522,3503,5800
-10688,3972,3509,3493,3988
-9919,6758,6733,6730,6762
-9919,6699,6693,6673,6720
-17545,6699,6693,6673,6720
-9609,12682,12151,12123,12710
-9892,18130,14832,14679,18202
-10484,17154,14632,13865,18202
-18174,7118,6661,6637,7160
-9815,8814,7636,7609,8842
-22864,8730,7536,7526,8740
-14278,20216,19062,19044,20240
-9907,20460,19344,19240,20585
-14765,20216,19062,19044,20240
-14765,20460,19344,19240,20585
-9888,26818,26330,26252,26897
-9888,26954,26636,26387,27206
-12191,9530,8091,7989,9660
-14056,9010,7635,7590,9079
-12191,9370,7930,7863,9455
-9691,9530,8091,7989,9660
-9713,4742,4758,4742,4758
-9712,5156,5183,5156,5183
-10246,14789,13877,13782,14900
-10336,14677,13820,13732,14784
-9542,10624,7519,7503,10655
-9871,10612,9266,9224,10690
-9758,9662,8359,8341,9682
-10110,27779,27120,27035,27864
-10110,27958,27278,27214,28022
-12511,19834,19782,19439,20290
-12511,20442,20169,19892,20821
-12511,21134,20494,20396,21270
-11662,13900,12376,12358,13940
-15769,15170,12961,12943,15210
-19073,11982,11594,11470,12252
-10775,14792,13021,12994,14825
-10776,13117,11623,11593,13152
-10104,14352,14071,14026,14400
-10169,13172,12453,12400,13226
-10385,4185,4166,4117,4245
-27475,5346,5161,5054,5480
-17289,27125,24597,24583,27150
-17289,27154,24613,24599,27179
-17289,27328,24719,24697,27368
-17289,27375,24751,24723,27425
-17289,27444,24802,24762,27514
-17289,27525,24822,24808,27550
-17289,26844,24461,24420,26914
-25992,23505,22435,22397,23558
-25992,23284,22266,22233,23326
-25992,23439,22390,22350,23495
-10643,12048,10700,10671,12080
-10721,11498,9669,9664,11508
-18237,10807,9669,9664,10820
-10056,12392,12182,12121,12454
-10764,9800,9883,9787,9898
-11270,12816,10722,10700,12846
-10952,11008,9847,9089,11050
-11808,12410,9565,9545,12438
-10373,7605,5618,5600,7634
-10745,13433,9614,9498,13567
-10957,7126,6748,6697,7178
-10273,15204,15104,15071,15238
-20356,15032,14920,14903,15050
-10777,26767,26004,25968,26806
-10777,26868,26073,26060,26883
-10777,26896,26116,26085,26930
-10777,26950,26315,26134,27150
-11219,14563,12857,12842,14581
-10517,8290,7260,7236,8324
-10844,14562,11491,11459,14601
-19931,14562,11491,11459,14601
-10865,9510,8171,8161,9523
-24290,9144,8746,8729,9159
-11618,20190,20295,20190,20295
-11618,20364,20490,20364,20490
-11162,13668,12555,12510,13718
-11414,13296,12166,12136,13328
-17652,11970,10825,10705,11990
-25099,10514,9408,9374,10550
-11096,12400,11570,11551,12420
-10920,7656,6915,6900,7683
-10809,8516,7675,7660,8532
-11784,8565,8387,8363,8590
-11624,19912,20029,19875,20067
-18936,27380,27387,27310,27458
-18936,27530,27506,27454,27582
-18936,27830,27655,27613,27872
-18936,28325,28322,28228,28422
-10728,10716,10181,10145,10764
-19884,20726,18418,18342,20814
-14986,25100,24927,24742,25300
-12649,12420,11633,11610,12452
-21045,12024,11462,11326,12214
-21045,12420,11633,11610,12452
-11968,8645,8055,8051,9045
-13126,17025,16363,16352,17041
-22982,16024,15715,15699,16048
-15271,17037,17056,17034,17059
-15278,16947,16995,16944,16998
-12154,15188,15210,15188,15210
-12154,15232,15256,15232,15256
-13274,27501,24973,24917,27570
-13274,27698,25164,25078,27804
-12116,8370,7615,7571,8432
-25865,9290,8250,8229,9320
-22670,12628,12734,12628,12734
-21303,12628,12734,12628,12734
-22670,12410,12425,12410,12425
-11975,14046,12715,12690,14086
-14892,13062,12081,12063,13090
-16160,17780,17111,17065,17844
-12691,12874,12407,12385,12896
-19957,12838,12358,12350,12846
-20946,12782,12307,12295,12794
-12096,9888,8945,8924,9913
-12832,14092,13383,13370,14105
-17825,13928,13221,13206,13943
-22833,13730,13014,13008,13736
-12369,10766,10472,10446,10794
-12713,8640,7422,7350,8740
-27271,6906,6076,5992,6994
-12697,14785,13886,13852,14830
-14377,13060,11508,11490,13090
-21647,13974,12060,12042,14004
-12419,12818,11007,10944,12896
-14659,12818,10965,10944,12852
-14890,12818,10952,10944,12830
-12619,14831,10523,10502,14900
-26059,13111,9950,9941,13140
-13951,8434,7818,7812,8442
-13952,7759,7334,7319,7779
-13952,7800,7363,7350,7818
-18658,8374,7781,7769,8391
-12851,11778,11627,11570,11835
-12567,2272,1421,1410,2606
-14368,7804,7047,6976,7878
-25006,7240,6494,6446,7292
-26588,6978,6242,6211,7015
-13240,25150,25207,25036,25330
-13240,25450,25513,25321,25650
-13240,25790,25824,25649,25970
-13378,16362,16402,16362,16402
-15817,15548,15608,15548,15608
-15819,15428,15442,15428,15442
-13394,13188,11358,11342,13204
-23873,12429,10631,10616,12444
-12975,5080,2520,2510,5120
-14054,6908,6778,6742,6948
-13529,17682,16533,16478,17740
-14562,17110,16066,15932,17250
-13563,11762,11014,11008,11770
-23399,10074,9924,9922,10077
-23399,10092,9943,9936,10100
-20481,10190,10028,10012,10210
-26086,8570,8554,8544,8580
-25032,9621,9554,9539,9637
-25032,9646,9579,9561,9666
-24616,9724,9645,9631,9740
-24616,9762,9682,9664,9782
-25463,9478,9415,9408,9486
-25463,9516,9448,9443,9522
-25463,9526,9458,9452,9532
-25463,9541,9471,9466,9547
-25906,9000,8977,8962,9015
-17000,13302,11090,11066,13350
-18101,11362,10412,10401,11378
-20188,11274,10350,10342,11287
-20786,10525,9844,9828,10549
-24458,10491,9817,9805,10509
-24458,10525,9844,9828,10549
-13412,9916,4912,4898,9956
-13894,13910,10336,10311,13966
-23214,12991,9939,9910,13058
-13404,7714,7500,7410,7810
-19535,7552,7280,7262,7572
-29110,5891,5683,5666,5908
-13622,17042,15373,15349,17066
-15270,9680,9690,9680,9690
-15270,9780,9790,9780,9790
-14254,14592,13849,13814,14632
-18637,14085,13388,13373,14103
-13430,16584,15178,15071,16692
-14190,16584,15178,15071,16692
-14190,16738,15233,15223,16748
-18908,16414,14933,14902,16445
-18909,16016,14532,14510,16040
-18909,16054,14572,14546,16078
-13162,15845,15719,15612,15955
-14438,15433,15719,15197,15955
-21894,29004,29224,28886,29380
-22719,25580,27655,25578,27686
-13202,7468,7154,7150,7484
-16492,7757,7406,7402,7761
-21598,7468,7154,7150,7484
-13022,9940,9947,9903,9984
-21521,9788,9811,9751,9848
-14180,9976,6156,6056,10147
-13636,6984,4555,4544,7188
-13401,11290,7842,7832,11312
-14233,13280,13163,13079,13364
-14234,13500,13307,13299,13508
-16097,13034,12869,12833,13070
-19012,13280,13165,13079,13364
-13682,14104,13091,13086,14114
-20940,13890,12994,12971,13932
-26609,13530,12781,12766,13556
-26723,13392,12687,12684,13398
-18231,11160,10431,10391,11200
-18231,11250,10511,10481,11280
-21949,11160,10431,10391,11200
-14515,7328,5035,5010,7374
-14509,5916,4354,4326,5974
-29381,7000,4874,4852,7050
-13843,10037,9654,9651,10043
-13843,10068,9687,9667,10108
-14191,10040,9780,9737,10110
-14191,10182,9829,9824,10190
-14405,10040,9780,9737,10110
-21047,10182,9829,9824,10190
-14037,12145,10253,10228,12184
-14044,11832,11355,11312,11876
-21120,11832,11328,11311,11849
-22619,11832,11321,11311,11842
-14219,11578,10329,10318,11594
-20979,11303,10154,10143,11320
-26439,11066,9997,9990,11076
-14145,6850,6460,6444,6866
-18175,6850,6460,6444,6866
-30394,6368,5974,5962,6380
-13877,10692,10724,10692,10724
-19545,10478,10490,10478,10490
-14152,11350,10707,10690,11376
-14153,10360,10018,10011,10370
-24216,10978,10449,10432,11002
-24216,11024,10477,10464,11042
-24361,11350,10708,10691,11376
-24635,10978,10449,10432,11002
-24635,11024,10477,10464,11042
-14196,6910,5129,5112,6936
-14196,6962,5159,5146,6982
-14167,11588,10350,10270,11626
-13876,5780,5337,5280,5846
-13869,17476,13518,13473,17556
-20856,17476,13510,13473,17545
-14716,6750,4888,4862,6810
-14715,7068,5025,5002,7120
-29393,6944,4958,4947,6970
-29699,7068,5025,5002,7120
-14148,7661,7362,7330,7761
-14347,7086,4883,4864,7116
-14203,11004,10422,10411,11018
-14203,10925,10395,10346,10984
-16418,10925,10395,10346,10984
-23106,8707,8316,8271,8754
-27298,7752,7368,7362,7758
-14216,10676,8873,8867,10686
-14216,10698,8922,8900,10727
-14216,10736,8943,8929,10754
-14216,10760,8981,8942,10804
-18425,12860,11960,11931,12896
-18426,11289,10624,10566,11355
-22943,12136,11332,11321,12148
-22943,12160,11353,11342,12172
-14311,11680,11607,11567,11720
-14067,13256,10424,10406,13290
-13999,13256,10432,10406,13290
-24152,12890,10192,10171,12920
-12630,12024,11290,11275,12039
-16181,27798,27695,27584,27909
-16181,27973,27865,27758,28080
-14603,13752,12532,12514,13775
-14603,13790,12553,12543,13802
-24828,13422,12269,12259,13434
-14339,6280,5916,5846,6400
-14432,4912,4344,4262,5006
-14689,15870,13703,13663,15936
-28170,10630,10074,10039,10670
-26856,14090,12591,12567,14130
-24695,15696,13703,13557,15936
-26856,14054,12556,12545,14072
-26277,14242,12669,12659,14258
-25776,10630,10100,10039,10700
-28170,10692,10100,10093,10700
-14451,6594,6388,6320,6670
-14624,8970,8770,8178,9109
-15379,11160,10266,10256,11185
-15379,11202,10280,10272,11222
-25706,11040,10217,10209,11060
-14683,14570,14528,14460,14648
-14959,7762,7637,7537,7884
-28379,7762,7637,7537,7884
-28264,7087,6977,6959,7108
-14675,13508,10052,10041,13532
-14810,12852,9885,9830,12948
-15314,5408,4328,4302,5448
-24006,5252,4231,4201,5298
-25881,5408,4328,4302,5448
-14694,12836,12134,12079,12896
-15155,11986,9937,9886,12044
-14772,10310,9781,9685,10408
-18644,10128,9520,9509,10140
-18644,10077,9467,9459,10085
-21412,9935,9361,9321,9976
-16223,15149,13874,13843,15180
-21052,15090,13804,13784,15110
-30434,14187,12995,12966,14218
-27335,14297,13080,13068,14309
-27335,14322,13105,13093,14334
-27335,14391,13158,13154,14399
-27335,14406,13175,13165,14414
-25602,14764,13520,13492,14795
-27335,14373,13152,13144,14381
-26362,14519,13354,13270,14612
-15530,28395,28249,28208,28437
-15530,28555,28443,28365,28634
-15387,10677,10132,10106,10704
-16488,12601,11908,11850,12690
-16487,13283,12339,12306,13330
-15378,11454,10289,10270,11484
-15378,11422,10269,10251,11452
-15378,11496,10315,10296,11526
-22190,11422,10269,10251,11452
-22190,11454,10289,10270,11460
-25858,11269,10175,10156,11299
-15826,18582,18503,18444,18640
-15292,15386,12543,12522,15418
-15292,15508,12634,12604,15553
-15763,5550,5276,5221,5610
-17030,4850,4633,4588,4900
-17125,5458,4895,4853,5514
-15496,5458,4895,4853,5514
-17124,5594,4975,4957,5618
-18928,5594,4975,4957,5618
-16755,27912,27596,27504,28004
-16755,28068,27773,27660,28181
-16520,14504,13399,13374,14540
-23022,13736,12872,12841,13780
-23764,13470,12718,12657,13558
-15608,10810,8161,8155,10820
-16100,10768,8137,8131,10778
-15219,6830,6596,6554,6880
-15218,7706,7368,7330,7748
-22662,7750,7387,7369,7770
-15130,10092,8133,8076,10160
-22020,9465,7640,7545,9577
-24185,9360,7465,7457,9370
-26209,9305,9335,9305,9335
-15815,17526,14851,14802,17591
-15144,8110,5518,5487,8184
-17240,16476,14075,13967,16624
-16697,8022,7406,7393,8040
-15473,8300,7595,7590,8308
-17370,8022,7595,7393,8308
-15376,9362,8759,8744,9387
-21699,8670,8318,8297,8700
-21699,8710,8366,8325,8770
-18009,9549,7728,7708,9592
-22145,9335,7728,7607,9592
-26806,9335,7677,7607,9487
-15188,3538,2634,2590,3838
-15353,11914,11558,11490,11996
-15310,12692,11560,11508,12760
-16582,11398,7464,7452,11418
-16477,11060,7172,7146,11120
-15801,14716,13681,13654,14743
-22937,17752,17823,17748,17825
-22937,17885,18008,17883,18010
-16119,3176,2276,2236,3250
-30295,3038,2195,2165,3097
-30295,3176,2276,2236,3250
-29692,3038,2195,2165,3097
-15924,2540,2242,2228,2580
-15924,2628,2268,2260,2650
-28445,2398,2191,2174,2440
-28445,2540,2242,2228,2580
-28445,2628,2268,2260,2650
-25694,2540,2242,2228,2580
-16227,2006,1884,1857,2054
-21123,1902,1817,1796,1936
-16867,8126,7797,7776,8156
-18389,8019,7729,7697,8062
-17099,8126,7797,7776,8156
-20079,7662,7449,7437,7678
-19590,7754,7520,7506,7772
-23211,7432,7260,7248,7446
-24350,7328,7175,7160,7346
-16614,17187,16607,16600,17194
-16614,17197,16615,16610,17202
-17166,17075,16513,16491,17098
-17166,17110,16545,16525,17130
-17166,17135,16551,16549,17137
-17166,17146,16569,16560,17155
-17166,17162,16595,16576,17182
-17166,17182,16597,16595,17184
-17166,17187,16607,16600,17194
-17166,17197,16615,16610,17202
-17166,17003,16425,16421,17007
-17166,17010,16434,16428,17017
-17166,17028,16466,16445,17050
-17166,17106,16536,16521,17121
-16614,17003,16425,16421,17007
-16614,17010,16434,16428,17017
-16614,17028,16466,16445,17050
-16614,17075,16513,16491,17098
-16614,17106,16536,16521,17121
-16614,17110,16545,16525,17130
-16614,17135,16551,16549,17137
-16614,17146,16569,16560,17155
-16614,17182,16597,16595,17184
-16219,2280,2247,2221,2310
-23733,2230,2191,2177,2248
-15709,7579,6309,6288,7603
-15872,19010,17662,17645,19030
-15872,18820,17541,17482,18890
-17871,7497,7193,7146,7545
-23247,21205,21192,21129,21268
-18521,19334,19300,19271,19364
-15898,7349,7261,7246,7364
-20594,7230,7164,7128,7266
-16820,13850,13770,13750,13870
-17170,11144,11117,11073,11188
-25053,8208,8165,8137,8236
-25307,8061,8011,7990,8082
-25682,7906,7909,7835,7980
-17228,11966,7548,7508,12066
-20346,11966,7522,7508,12000
-16425,12593,12467,12443,12619
-23312,12437,12355,12304,12494
-15923,2301,2169,2092,2701
-16220,24595,22189,22147,24647
-16220,24660,22324,22199,24810
-16713,23282,21286,21259,23309
-16437,10994,10338,10289,11050
-16844,6720,6600,6473,6847
-27024,7064,6600,6473,7130
-17629,11070,10129,10081,11120
-23394,25245,21180,21063,25362
-16924,11615,10557,10399,13615
-17527,14078,7107,7084,14138
-19037,27557,26946,26765,27751
-19037,27240,26652,26475,27434
-19037,28102,27493,27276,28340
-24624,27197,26777,26634,27348
-24624,27492,27056,26913,27643
-24624,28289,27811,27668,28440
-24624,28027,27563,27420,28178
-18318,26727,26733,26544,26921
-18318,27131,27125,26937,27235
-18318,27502,27486,27297,27696
-18318,27819,27793,27605,28013
-22775,28587,27828,27689,28738
-22775,27495,26825,26686,27646
-22775,27856,27156,27017,28007
-22775,28314,27577,27438,28465
-24549,27089,26791,26645,27240
-24549,27406,27097,26951,27557
-24549,27963,27636,27495,28114
-24549,28225,27889,27743,28376
-16688,8800,8390,8375,8820
-16689,7622,7487,7457,7662
-23453,8484,8150,8130,8510
-17389,8456,7490,7406,8540
-25531,8364,7321,7316,8369
-16898,12496,11786,11776,12510
-26211,11832,11307,11303,11837
-26211,11790,11287,11280,11810
-26211,11816,11299,11291,11826
-25461,12020,11487,11437,12090
-28619,11448,11009,11000,11458
-17050,15423,12190,12162,15480
-25187,14510,11712,11696,14530
-16781,8996,8061,8000,9072
-21716,11914,11738,11705,11950
-29994,11342,11217,11159,11402
-28362,11788,11636,11588,11838
-28362,11914,11738,11705,11950
-16954,12240,10008,10001,12252
-20608,11290,9440,9439,11291
-24460,10760,9151,9120,10810
-17306,14631,13057,13005,14692
-16856,12870,12316,12310,12877
-17167,15026,11779,11769,15041
-17167,15009,11764,11758,15018
-18126,14900,11710,11682,14940
-16878,14826,14326,14292,14881
-16878,14936,14379,14360,14966
-17091,21672,16003,15848,21850
-26341,21546,15796,15742,21610
-17708,9150,6058,6006,9240
-20472,8764,6058,5784,9240
-17830,12427,12391,12375,12444
-17809,5380,5060,4998,5442
-18100,10498,9879,9865,10517
-17668,7562,3601,3591,7592
-17668,7680,3635,3628,7700
-18148,6414,6132,6090,6460
-21176,5490,5270,5252,5510
-19029,10320,10285,10220,10386
-18184,9038,8299,8292,9046
-18184,9064,8321,8314,9072
-18184,9008,8279,8265,9024
-30165,8780,8101,8064,8822
-30165,8848,8140,8124,8866
-17323,17630,17119,17065,17739
-23892,15401,15382,15328,15458
-18172,5534,5019,4982,5582
-17980,15040,12971,12952,15062
-17981,14192,12314,12295,14216
-18843,14237,12339,12330,14248
-26266,14265,12401,12325,14275
-17191,9049,8722,8718,9053
-16955,9206,8885,8856,9236
-22737,9206,8885,8856,9236
-17379,12386,11443,11406,12470
-17380,12174,11323,11312,12200
-17603,7666,7183,4174,7689
-17827,8492,8301,8272,8524
-23406,8287,8091,8081,8298
-24214,8492,8302,8272,8524
-17726,9928,9626,9531,10030
-17743,8884,8581,8570,8896
-18324,12440,7695,7683,12470
-19134,12440,7695,7683,12470
-19134,12343,7663,7645,12388
-17470,10712,10208,10179,10742
-17470,10752,10235,10218,10770
-17470,10776,10250,10241,10785
-18976,10620,10150,10091,10682
-21833,10531,10017,10005,10544
-18160,6412,6119,6061,6474
-17776,12892,11685,11649,12930
-17776,12780,11557,11544,12794
-17776,12834,11612,11595,12852
-21300,12834,11612,11595,12852
-21300,12892,11685,11649,12930
-23328,18350,18400,18350,18400
-23092,18508,18538,18508,18538
-17647,14970,14595,14447,15128
-27497,14970,14509,14447,15036
-17459,8322,7833,7801,8362
-17577,5756,4274,4235,5850
-23116,17348,17434,17346,17436
-28710,20996,15029,14944,21128
-17966,8390,7993,7970,8414
-17966,8430,8014,8008,8436
-17965,8512,8095,8086,8522
-22210,8728,8380,8312,8752
-22658,8570,8150,8140,8580
-22658,8512,8095,8086,8522
-18149,6532,6145,6122,6558
-18089,9706,9083,9048,9776
-17696,7204,5074,5060,7224
-29207,7088,5002,4975,7124
-30012,6514,4627,4621,6526
-30012,7088,5002,4975,7124
-30012,7204,5074,5060,7224
-29339,6514,4627,4621,6526
-19731,4650,3153,3133,4690
-30314,4650,3152,3131,4690
-17832,12156,11224,11111,12280
-17326,17910,17695,17610,18000
-26685,17290,17050,17021,17320
-27381,15190,15041,15021,15210
-26135,17290,17050,17021,17320
-26135,17364,17120,17092,17394
-18192,7072,7110,7048,7136
-20563,6928,6959,6908,6980
-17444,12596,11677,11669,12612
-26009,12320,11523,11521,12324
-26782,12310,11528,11516,12324
-26786,11514,11075,11063,11536
-26009,12329,11528,11526,12333
-18162,11930,11847,11810,11970
-18162,12030,11911,11904,12038
-20084,11930,11847,11810,11970
-27084,11684,11620,11579,11728
-18161,10630,10132,10082,10680
-28002,8208,7710,7688,8230
-19933,29080,28348,28253,29185
-17582,9044,8724,8712,9060
-18168,7348,6086,6080,7356
-18407,15760,14000,13938,15865
-7531,10390,9939,9904,10430
-7631,8590,8347,8335,8604
-25231,10390,9939,9904,10430
-26780,8590,8347,8335,8604
-782,7731,6603,6586,7754
-5417,7637,7690,7637,7690
-5417,7781,7787,7780,7788
-5417,7554,7614,7554,7614
-5417,7750,7763,7750,7764
-4800,6269,6124,6117,6276
-13893,5884,5765,5747,5902
-12329,5954,5824,5815,5964
-18060,9304,7651,7625,9337
-1498,9015,9043,9012,9046
-4253,9366,9372,9366,9372
-3782,10074,9987,9973,10088
-518,5354,5432,5354,5432
-120,6788,6527,6447,6928
-3299,6788,6527,6447,6928
-12643,6788,6480,6447,6845
-14292,6206,6096,6074,6236
-1769,5748,3604,3600,5756
-25192,23791,22428,22375,23856
-25193,23955,22549,22508,24005
-11369,10728,10190,10185,10734
-11369,10775,10237,10222,10794
-22162,10532,10027,10019,10542
-18966,10633,10113,10105,10642
-24490,10058,9621,9615,10066
-12032,18798,18516,18416,18900
-10978,8338,8025,7971,8394
-22475,6876,6583,6571,6888
-11123,10170,10113,10083,10200
-11768,21273,10948,10927,21333
-11695,10100,9772,9718,10160
-11828,7130,6467,6433,7190
-17086,7010,6394,6366,7060
-11442,11650,11470,11450,11674
-11569,11842,10917,10880,11890
-15343,11202,10404,10390,11218
-9144,12415,10559,10546,12441
-9144,12384,10541,10531,12404
-12766,12384,10541,10531,12404
-12766,12415,10549,10546,12421
-19690,11170,10948,10686,11260
-25835,13657,10111,10090,13687
-3660,12453,11913,11838,12530
-3660,12638,12025,12017,12646
-3660,12682,12095,12060,12718
-25825,12522,12008,11983,12548
-25825,13310,12792,12747,13356
-4366,8634,8639,8611,8664
-3456,8700,8676,8672,8704
-6978,8510,8521,8493,8540
-9668,8290,8290,8280,8301
-2286,7560,7105,7094,7572
-4808,12290,12283,12266,12308
-4808,12378,12359,12348,12390
-9982,4605,4462,4428,4644
-24196,19020,18767,18467,19320
-2312,17540,16398,16256,17705
-2161,14414,12217,12170,14470
-2315,11942,11251,11243,11954
-4740,11942,11251,11243,11954
-24154,10800,10502,10482,10828
-800,13708,13720,13708,13720
-811,12186,11975,11965,12196
-16546,11862,11677,11667,11872
-1218,11967,11724,11711,11980
-910,13533,13224,13204,13553
-16092,9984,6626,6621,9992
-22402,10188,6752,6737,10214
-22402,10240,6813,6767,10321
-13885,8076,6218,6210,8086
-18480,8274,7661,7658,8278
-2001,3684,3466,3435,3722
-2640,3546,3348,3320,3580
-308,5272,3651,3630,5300
-30266,6012,5923,5846,6092
-1811,13430,12207,12167,13478
-5636,12928,11638,11609,12936
-1680,10488,10414,10386,10517
-13696,10364,10282,10269,10378
-3547,5674,4904,4777,5824
-18170,9142,8922,8825,9246
-10138,8330,8267,8219,8378
-15938,7192,7104,7075,7224
-20277,6474,6452,6419,6510
-337,10792,10799,10791,10800
-17486,8138,7805,7793,8152
-2392,17230,16280,16237,17280
-18526,17230,16281,16237,17280
-18526,17310,16320,16308,17324
-18526,17330,16334,16325,17340
-9051,10118,7571,7564,10128
-9754,16122,14919,14912,16130
-13743,9596,9412,9396,9612
-115,11150,10972,10957,11168
-113,10926,10779,10764,10943
-13637,10543,10425,10420,10549
-15933,10433,10328,10319,10443
-15715,4992,4796,4787,5002
-20514,6506,5540,5518,6533
-6601,12112,11130,11038,12220
-2436,8918,7754,7740,8932
-5119,8420,7436,7392,8482
-5986,8396,7437,7374,8482
-20572,7068,6561,6485,7115
-22811,6804,6357,6303,6884
-25388,7068,6561,6485,7115
-25388,8396,7437,7374,8482
-25388,6804,6357,6303,6884
-15762,11890,11846,11734,12016
-1157,13060,11904,11898,13066
-17020,11304,10394,10376,11326
-17844,11736,11693,11671,11758
-12118,10142,10090,10079,10160
-7369,16260,15758,15745,16276
-13270,16090,15642,15612,16124
-18129,15925,15515,15484,15956
-25738,15499,15259,15183,15603
-25113,6854,6669,6663,6860
-12276,13988,13478,13381,14085
-3612,9898,9892,9882,9908
-17037,9552,9555,9537,9570
-23640,5288,5141,5106,5334
-23924,5288,5312,5106,5555
-23220,14740,11456,11443,14765
-24241,14598,11396,11372,14646
-17338,11253,10895,10888,11260
-25017,9772,9495,9484,9780
-6794,5075,4469,4440,5104
-5879,4592,4438,4428,4602
-11572,4018,3956,3882,4096
-11573,4458,4360,4320,4498
-1057,8632,8256,8208,8680
-1057,8526,8116,8102,8540
-1057,8550,8182,8126,8606
-1057,8712,8333,8287,8758
-493,11128,10110,10078,11164
-672,11648,9504,9487,11682
-8250,15200,13429,13374,15272
-442,8486,7647,7625,8512
-87,16722,16263,16245,16742
-5625,16605,16013,15992,16630
-5625,16670,16056,16047,16680
-11621,7594,7377,7357,7614
-13779,13311,11965,11940,13351
-13779,13359,11980,11970,13375
-13928,7060,6626,6521,7167
-15091,7060,6626,6521,7167
-10333,17489,17159,16998,17709
-10333,17814,17298,17251,17891
-3715,15201,15072,15027,15246
-190,13253,11791,11720,13338
-951,13253,11791,11720,13338
-1710,16686,14693,14680,16708
-1710,16718,14712,14699,16738
-1389,16897,14818,14809,16912
-1389,16920,14827,14823,16926
-1389,16882,14804,14800,16888
-1710,16386,14528,14495,16440
-1710,16480,14563,14553,16496
-1710,16512,14581,14573,16526
-1710,16536,14592,14587,16544
-5130,13398,12592,12582,13414
-5130,13422,12602,12597,13430
-5130,13433,12609,12604,13440
-4732,16094,14358,14314,16164
-18738,30100,11165,11115,30122
-5960,8056,8063,8056,8063
-5939,8473,8478,8473,8478
-2123,6974,5526,5506,7004
-2178,10171,10225,10168,10258
-2247,16272,16261,16251,16282
-2247,16290,16289,16269,16310
-2247,16330,16315,16309,16336
-2247,16340,16326,16319,16347
-21980,15988,15987,15967,16008
-21980,16050,16055,16029,16076
-3403,5534,5550,5534,5550
-4655,8102,6602,6579,8127
-21355,7990,6503,6480,8016
-3589,5252,3153,3110,5356
-3589,5376,3173,3161,5396
-3267,8706,8402,8384,8733
-3301,7996,7686,7680,8004
-3300,10030,9057,9037,10060
-2037,8690,8238,8225,8704
-5564,6005,3421,3398,6080
-10549,8416,8040,8021,8444
-17031,8248,7920,7910,8262
-9129,24944,24922,24849,25020
-9129,25060,25165,24961,25271
-6070,7812,7158,7085,7924
-11298,8004,7223,7210,8024
-22500,7812,7158,7085,7924
-5669,14382,10957,10906,14486
-6004,14960,12738,12736,14978
-12533,14800,12592,12586,14808
-12533,14766,12575,12562,14784
-13887,14432,12310,12301,14457
-13887,14470,12372,12353,14498
-22471,14362,12290,12280,14376
-22471,14432,12345,12328,14457
-22471,14470,12373,12354,14498
-29343,11084,10265,10260,11092
-29343,11072,10257,10253,11080
-29343,11104,10276,10272,11110
-25499,9564,9396,9309,9684
-6345,9552,9140,9136,9556
-26875,9936,9384,9375,9950
-5639,10589,10565,10548,10607
-7885,10589,10565,10548,10607
-12019,12050,11797,11781,12066
-12069,12030,11554,11536,12064
-12299,10915,10164,10146,10940
-11953,8661,7820,7809,8674
-23257,8406,7610,7600,8418
-19306,10788,8948,8940,10800
-19320,11910,11798,11683,12030
-19435,9617,9409,9392,9634
-19730,14029,12773,12738,14110
-19730,14306,12887,12860,14366
-22297,14029,12773,12738,14110
-22297,14306,12887,12860,14366
-19192,9024,7545,7507,9096
-24884,8888,7446,7434,8910
-24884,8930,7485,7457,8984
-29950,8888,7486,7434,8984
-19589,10959,10679,10657,10981
-22115,4930,3946,3933,5004
-22557,21535,18588,18547,21590
-22808,15147,14414,14188,15406
-23417,15147,14414,14188,15406
-23416,15924,14992,14875,16050
-23415,15924,14992,14875,16050
-26819,15924,14992,14875,16050
-26861,15147,14414,14188,15406
-27716,23375,22084,22032,23431
-27716,23544,22374,22190,23740
-22117,9248,8126,8122,10248
-23114,18213,16810,16784,18243
-23476,17686,16363,16314,17743
-22815,17686,16363,16314,17743
-23834,16380,15360,15214,16550
-22263,9717,7580,7532,9790
-24106,9076,7160,7107,9156
-22978,11472,10027,9997,11506
-23725,10893,9498,9485,10908
-22202,7950,7039,6981,8010
-25292,6474,5560,5546,6488
-186,12735,11111,11085,12780
-16355,12462,11952,11934,12482
-24273,7044,6641,6626,7068
-124,12609,10602,10567,12645
-4368,9482,8638,8614,9518
-14042,9030,8328,8299,9070
-2191,7130,7061,7042,7150
-2191,7154,7071,7065,7160
-3699,13680,12622,12604,13698
-23314,7615,7451,7391,7675
-23313,7775,7627,7551,7843
-25395,6366,5192,5145,6417
-7069,11194,11007,10977,11222
-12494,11194,11007,10977,11222
-25799,17788,12531,12502,17848
