Occurrence_Id;Local_Date_Main_Event;Date_Main_Event_Unconfirmed;Year_Reported;Occurrence_Severity;Main_Event_L1;Main_Event_L2;Main_Event_L3;Not_Vessel_Operations;Short_Description;Description;State_Reporting;National_Location_L1;National_Location_L2;Latitude;Longitude;Lat_Long_Unknown;Port_Of_Accident_L1;Port_Of_Accident_L2;Vessel_Profile_Id;Vessel_Severity;Flag_State;Vessel_Category_L1;Vessel_Category_L2;Ship_Craft_Type_L1;Ship_Craft_Type_L2;Ship_Craft_Type_L3;Ship_Craft_Type_L4;Ship_Craft_Type_L5;Is_Commercial_Vessel;Ship_Boat;Registered_Length_In_Metres;LOA_Length_Overall_in_Metres;GT_Gross_Tonnage;Hull_Material;Year_Built;Deaths_Crew;Deaths_Passenger;Deaths_Other;Deaths_Total;Injuries_Crew;Injuries_Passenger;Injuries_Other;Injuries_Total;Loss_Of_Vessel_Damage;Did_The_Vessel_Sink;Vessel_Abandoned;Damage_Description;Pollution_Result;Crew_Voyage;Voyage_Segment;Pilot_On_Board;Place_On_Board_L1;Place_On_Board_L2;Place_On_Board_L3;Place_On_Board_L4;Place_On_Board_L5;Port_Of_Departure_L1;Port_Of_Departure_L2;Publication_Date;Publication_No;Publication_Type;Published_Report_Website_Link;Vessel_Record_Modified_On
"93aa2cc5-a1b8-eb11-8236-002248003800";"2021-02-01";"No";2021;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A tanker's pilot ladder did not conform to SOLAS regulations.";"A tanker's pilot ladder did not conform to SOLAS regulations. There were broken strands on the side ropes throughout the length of the ladder. There was no officer at pilot boarding station.";"UK";"United Kingdom";"England";53.482100;-3.101200;"NA";;;"deecfbab-a4b8-eb11-8236-002248003800";"Marine Incident";"MALTA";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Liquid Cargo";"Chemical tanker";;;True;;130.00;140.00;11000.00;"Steel";"2008";0;0;0;0;0;0;0;0;"No damage";"No";"No";"NA";"NA";;"Arrival";"Yes";"Ship";"Stairs/ladders";;;;"Unknown";;;;;;"2025-02-25"
"bcabd674-6dce-eb11-bacc-00224800e9df";"2021-06-01";"No";2021;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A chemical tanker's pilot ladder was not rigged as per SOLAS regulations.";"A chemical tanker's pilot ladder was not rigged as per SOLAS regulations. The ladder was secured using shackles below a step. The ladder shifted as the pilot stepped on it.";"UK";"United Kingdom";"England";53.493000;-3.153000;"NA";;;"78efe0c0-6dce-eb11-bacc-00224800e9df";"Marine Incident";"MALTA";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Liquid Cargo";"Chemical tanker";;;True;;0.00;88.00;2300.00;"Steel";"2004";0;0;0;0;0;0;0;0;"No damage";"No";"No";"NA";"No Pollution";;"Departure";"Yes";"Ship";"Stairs/ladders";;;;"UNITED KINGDOM";"Liverpool";;;;;"2025-04-10"
"dd987b71-a0ef-eb11-94ef-000d3a8748ae";"2021-07-01";"No";2021;"Marine Incident";"Fire / Explosion";"Fire";;False;"A fishing vessel had a small fire on an electrical switchboard.";"A fishing vessel had a switchboard electrical fire 2.5 nautical miles from shore. The crew extinguished the fire at first but it reignited before being extinguished for a second time. There was minimal damage to the vessel and no injuries to the three crew on board. The vessel was escorted back to port by a search and rescue vessel and met by the fire service to make sure the fire was out.";"UK";"United Kingdom";"Scotland";55.639667;-4.898333;;;;"a133366a-a5ef-eb11-94ef-000d3a8748ae";"Marine Incident";"UNITED KINGDOM";"Fishing Vessel";"15m loa to under 24m Reg L";"Fishing vessel";"Dredger";;;;True;;16.00;16.00;65.00;"Steel";"1985";0;0;0;0;0;0;0;0;"Minor damage (less than material damage)";"No";"No";"Minor damage";"No Pollution";"3";"Mid-water";"No";"Engine department";"Auxiliary engine room";;;;"Unknown";;;;;;"2025-03-20"
"a156e0ff-8e05-ec11-b6e6-000d3a86b161";"2021-08-01";"No";2021;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A cruise ship crewmember set off the deep fat fryer fire protection mist by accident.";"A cruise ship was at anchorage carrying out an annual inspection on various systems. During the inspection, the fixed fire fighting system for the deep fat fryer was accidentally activated by a crewmember. The vessel did not have any spare nitrogen bottles on board so the system was out of action until a new bottle was received on board. There were no injuries, damage or pollution.";"UK";"Cyprus";;34.690000;33.200000;;;;"86412466-8f05-ec11-b6e6-000d3a86b161";"Marine Incident";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Only passenger";"International";;;True;;0.00;290.00;110000.00;"Steel";"2004";0;0;0;0;0;0;0;0;"No damage";"No";"No";"None";"No Pollution";"145";"Anchored or alongside";"No";"Accommodation";"Galley spaces";;;;"Unknown";;;;;;"2025-03-05"
"beb3b32d-df0f-ec11-b6e6-000d3a0cc988";"2021-09-01";"No";2021;"Less Serious";"Accident to person(s)";;;False;"A personal watercraft user sustained lacerations to their foot and was taken to hospital by their family.";"A personal watercraft user sustained severe lacerations to their right foot. This occurred as they were trying to tow somebody behind the jet ski and the tow rope became caught on their foot. The wound was deep. The casualty was given first aid ashore, but an ambulance was not available so the casualty was taken to hospital by their family with the first responders escorting them. ";"UK";"United Kingdom";"England";50.683600;-1.944000;;;;"f73dc8c9-df0f-ec11-b6e6-000d3a0cc988";"Less Serious";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Personal watercraft";;;;False;;0.00;2.90;0.99;"Unknown";"Unknown";0;0;0;0;1;0;0;1;"No damage";"No";"No";;"No Pollution";"1";"Mid-water";"n/a";"Ship";"Other";;;;"Unknown";;;;;;"2025-03-13"
"e514d1d4-db16-ec11-b6e6-0022481aaa8d";"2021-09-01";"Yes";2021;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A general cargo vessel's pilot ladder was not rigged as per SOLAS regulations.";"A general cargo vessel's pilot ladder was not rigged as per SOLAS regulations.";"UK";"United Kingdom";"England";51.447300;0.748700;;"UNITED KINGDOM";"Medway Ports";"0acf1909-dc16-ec11-b6e6-0022481aaa8d";"Marine Incident";"MARSHALL ISLANDS";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"General Cargo";;;True;;160.00;170.00;20000.00;"Steel";"2009";0;0;0;0;0;0;0;0;"No damage";"N/A";"No";"None";"No Pollution";;"Unknown";"No";"Ship";"Unknown";;;;"Unknown";;;;;;"2025-04-04"
"f147e228-f319-ec11-b6e7-0022481a546f";"2021-09-01";"No";2021;"Marine Incident";"Damage / Loss Of Equipment";;;False;"An offshore supply vessel's pilot ladder rigging did not conform to SOLAS.";"An offshore supply vessel's pilot ladder rigging did not conform to SOLAS.";"UK";"United Kingdom";"Scotland";55.985600;-3.131000;;"UNITED KINGDOM";"Edinburgh";"35be2662-f319-ec11-b6e7-0022481a546f";"Marine Incident";"CYPRUS";"Merchant Vessel >= 100gt";"500gt or more";"Service ship";"Offshore supply ship";;;;True;;65.00;73.00;2500.00;"Steel";"2006";0;0;0;0;0;0;0;0;"No damage";"No";"No";"None";"No Pollution";;"Arrival";"Yes";"Ship";"Stairs/ladders";;;;"Unknown";;;;;;"2025-03-04"
"bb6c842a-2b7c-eb11-a812-0022481a85c7";"2021-02-01";"No";2021;"Marine Incident";"Collision";"With Other Ship";;False;"A fishing vessel had a close quarters situation with a cargo vessel.";"A fishing vessel was towing their gear and displaying symbols for fishing although the visibility was poor. The crew noticed a cargo vessel approaching from the vessel's stern but did not call the cargo vessel. The cargo vessel altered course to port and passed within one-thousand meters when it saw the fishing vessel. The fishing vessel did not transmit on AIS (Automatic Identification System) until after the close quarters situation.";"UK";"United Kingdom";"Wales";51.548900;-4.947600;"NA";;;"aa35d163-2d7c-eb11-a812-0022481a85c7";"Marine Incident";"UNITED KINGDOM";"Fishing Vessel";"Under 15m loa";"Fishing vessel";"Dredger";;;;True;;11.00;11.00;21.00;"Steel";"2015";0;0;0;0;0;0;0;0;"No damage";"No";"No";"NA";"No Pollution";"3";"Mid-water";"No";"Ship";"Other";;;;"Unknown";;;;;;"2025-02-26"
"bb6c842a-2b7c-eb11-a812-0022481a85c7";"2021-02-01";"No";2021;"Marine Incident";"Collision";"With Other Ship";;False;"A fishing vessel had a close quarters situation with a cargo vessel.";"A fishing vessel was towing their gear and displaying symbols for fishing although the visibility was poor. The crew noticed a cargo vessel approaching from the vessel's stern but did not call the cargo vessel. The cargo vessel altered course to port and passed within one-thousand meters when it saw the fishing vessel. The fishing vessel did not transmit on AIS (Automatic Identification System) until after the close quarters situation.";"UK";"United Kingdom";"Wales";51.548900;-4.947600;"NA";;;"5373776a-2b7c-eb11-a812-0022481a85c7";"Marine Incident";"NETHERLANDS";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"General Cargo";;;True;;0.00;88.00;2500.00;"Steel";"2005";0;0;0;0;0;0;0;0;"No damage";"No";"No";"NA";"No Pollution";"7";"Mid-water";"No";"Ship";"Other";;;;"Unknown";;;;;;"2025-02-20"
"9941de3d-7b85-eb11-a812-0022481a7236";"2021-03-01";"No";2021;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"A fishing vessel had engine failure and was towed by a lifeboat.";"A fishing vessel had gearbox failure and was towed by a lifeboat to port.";"UK";"United Kingdom";"England";50.816667;-0.283333;;;;"5ba8c5df-7c85-eb11-a812-0022481a7236";"Marine Incident";"UNITED KINGDOM";"Fishing Vessel";"Under 15m loa";"Fishing vessel";"Potter";;;;True;;4.90;5.50;1.30;"GRP";"1986";0;0;0;0;0;0;0;0;"No damage";"N/A";"No";"None";"No Pollution";"1";"Mid-water";"n/a";"Engine department";"Engine room";;;;"UNITED KINGDOM";"Shoreham";;;;;"2025-08-01"
"ec4ec06f-b28b-eb11-b1ac-0022481a6a3a";"2021-03-01";"No";2021;"Very Serious";"Capsizing / Listing";"Capsizing";;False;"A capsized sit-on kayak trapped a paddler on a white water section of a river resulting in a fatality.";"A two person sit on kayak capsized on a white water section of the river with one paddler on board. The casualty became trapped under the kayak, the paddle and got their legs tangled in the webbing and leg leash leaving their head under the water. The victim was declared deceased by the doctor on the scene. They were wearing a personal flotation device at the time.";"UK";"United Kingdom";"Scotland";55.605700;-2.413500;;;;"fb0e5bd1-b28b-eb11-b1ac-0022481a6a3a";"Very Serious";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Canoe/Kayak";;;;False;;0.00;3.50;0.00;"Other";"Unknown";1;0;0;1;0;0;0;0;"No damage";"No";"No";"None";"No Pollution";"1";"Mid-water";"No";"Ship";"Other";;;;"Unknown";;;;;;"2025-02-26"
"72ca7217-85c7-eb11-bacc-0022481a7d80";"2021-06-01";"No";2021;"Marine Incident";"Loss Of Control";"Loss Of Directional Control";;False;"A motor cruiser had a damaged rudder and requested assistance.";"A motor cruiser reported that it had lost or damaged it's rudder, the two crew onboard had not fitted a temporary rudder but they were able to manoeuvre using the bow thrusters. The crew requested assistance as the vessel was not making much headway, a search and rescue (SAR) vessel deployed and towed the vessel to a mooring.";"UK";"United Kingdom";"Scotland";55.844567;-5.177000;"NA";;;"94828d74-85c7-eb11-bacc-0022481a7d80";"Marine Incident";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;False;;0.00;10.00;0.00;"GRP";"Unknown";0;0;0;0;0;0;0;0;"Minor damage (less than material damage)";"No";"No";"Damaged rudder";"NA";"2";"Mid-water";"n/a";"Ship";"Propeller/rudder/thruster";;;;"UNITED KINGDOM";"Largs";;;;;"2025-03-06"
"29a83175-f6c9-eb11-bacc-0022481a7edc";"2021-06-01";"No";2021;"Less Serious";"Accident to person(s)";;;False;"A replenishment tanker crewmember sustained multiple injuries whilst on a training drill.";"A replenishment tanker crew were carrying out coming alongside drills on a fast rescue craft (FRC), several successful approaches had been made. On the next approach, the FRC missed picking up the painter and it manoeuvred away from the tanker’s side. As it did so, the FRC rode across a wave and a crewmember who was in the bow walking back to their seat lost their footing and fell. As they fell they hit their head, fell unconscious and sustained an injury to both shoulders and one ankle. First aid was administered onboard, once the FRC was recovered, the crewmember was evacuated by helicopter and taken to hospital for further assessment and treatment.";"UK";"United Kingdom";"Scotland";55.090000;-5.368333;"NA";;;"25e0c6b4-f6c9-eb11-bacc-0022481a7edc";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"General Cargo";;;True;"Fast rescue";180.00;200.00;29000.00;"Steel";"2017";0;0;0;0;1;0;0;1;"No damage";"No";"No";"NA";"No Pollution";"68";"Mid-water";"n/a";"Ship";"Other";;;;"UNITED KINGDOM";"Garelochhead";;;;;"2025-03-18"
"691a1e31-87ca-eb11-bacc-0022481a7d80";"2021-06-01";"No";2021;"Marine Incident";"Fire / Explosion";"Fire";;False;"A replenishment tanker reported a fire due to an exhaust fan overheating.";"A replenishment tanker was alongside when a crewmember entered the cargo pump motor room to start an exhaust fan. The contactor for the overload protection circuit overheated and a small electrical fire started. The crewmember extinguished the fire with a CO2 extinguisher. The incident was reported and the crew went to their muster stations. Primary and secondary electrical isolations were confirmed complete and crew stood down from emergency stations. There was evidence of heat damage to wiring and some of the wiring terminals appeared to be loose, no other damage was reported. No injuries to crew were reported.";"UK";"Italy";;38.193333;15.558333;"NA";"ITALY";;"2b27e461-87ca-eb11-bacc-0022481a7d80";"Marine Incident";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Liquid Cargo";"Oil tanker";"Product carrier";;True;;0.00;200.00;28000.00;"Steel";"1993";0;0;0;0;0;0;0;0;"No damage";"No";"No";"Localised heat damage to contactor and terminal wiring.  No smoke and or heat damage to any other assets.";"NA";"156";"Anchored or alongside";"n/a";"Engine department";"Engine room";;;;"ITALY";;;;;;"2025-03-19"
"f6f20618-fbd4-eb11-bacb-0022481aa665";"2021-06-01";"No";2021;"Less Serious";"Grounding / Stranding";"Power";;False;"A cargo vessel grounded whilst attempting to berth.";"A cargo vessel grounded whilst attempting to berth. The vessel's engines were running astern and proceeding at 1.7knots. During the manoeuvre, the master noticed a very slight list to port and the speed reduced, eventually to 0.0knots. The pilot aboard the vessel made contact with the pilot cutter and requested assistance in re-floating. The cutter pushed the cargo vessel clear of the obstruction. The vessel amended its plans to berth and shortly after being clear of the obstruction, berthed successfully.";"UK";"United Kingdom";"England";50.830000;-0.218500;"NA";"UNITED KINGDOM";"Shoreham";"e64133f7-fbd4-eb11-bacb-0022481aa665";"Less Serious";"ISLE OF MAN";"Merchant Vessel >= 100gt";"500gt or more";"Service ship";"Dredger";;;;True;;99.00;100.00;4900.00;"Steel";"2020";0;0;0;0;0;0;0;0;"No damage";"No";"No";"No Damage";"No Pollution";"9";"Arrival";"Yes";"Ship";"Keel";;;;"UNITED KINGDOM";"Shoreham";;;;;"2025-04-28"
"0cbdc38c-0030-ec11-b6e6-002248008ab9";"2021-10-01";"No";2021;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"A fishing vessel had a fouled propeller and was towed back to port.";"A fishing vessel had a fouled propeller engine and was initially towed back to port by a nearby fishing vessel and then by a lifeboat . ";"UK";"United Kingdom";"England";50.098883;-5.519717;;;;"72c0e7bc-0030-ec11-b6e6-002248008ab9";"Marine Incident";"UNITED KINGDOM";"Fishing Vessel";"Under 15m loa";"Fishing vessel";"Other";;;;True;;14.00;14.00;32.00;"Steel";"2009";0;0;0;0;0;0;0;0;"No damage";"No";"No";"None";"No Pollution";"6";"Mid-water";"No";"Ship";"Propeller/rudder/thruster";;;;"Unknown";;;;;;"2025-07-10"
"90db7467-dd58-ec11-8f8f-0022481a978f";"2020-09-01";"No";2021;"Marine Incident";"Accident to person(s)";;;False;"A sea safari rib passenger had back pain after vessel hit wave.";"A sea safari trip passenger had a back injury after the vessel slammed into a wave. The skipper decide to return to port where they were met by a doctor who determined that the passenger didn't suffer any injures and was given paracetamol. ";"UK";"United Kingdom";"England";50.574900;-4.956900;;;;"bce790ba-e058-ec11-8f8f-0022481a978f";"Marine Incident";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Recreational craft";"Motorboat";;;;True;;9.90;9.90;4.90;"GRP";"2005";0;0;0;0;0;0;0;0;"No damage";"No";"No";;"No Pollution";"2";"Mid-water";"No";"Ship";"Amidships";;;;"UNITED KINGDOM";"Padstow";;;;;"2025-08-14"
"7963be2d-135c-ec11-8f8f-0022481ad12b";"2021-12-01";"No";2021;"Serious";"Contact";"Shore Object";;False;"A lifeboat made contact with the harbour wall while departing port resulting in bow damage.";"The lifeboat was proceeding from port at night in rough weather when it made contact with the harbour wall resulting in damage to the port bow above the waterline. The lifeboat was taken off service. The position of the lifeboat relative to the harbour wall was confused due to harbour lights, car lights and other torches being used along the harbour wall due to a missing persons search that was being conducted in the area.";"UK";"United Kingdom";"England";54.651600;-3.572800;;"UNITED KINGDOM";"Workington";"4c435f7f-145c-ec11-8f8f-0022481ad12b";"Serious";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Service ship";"SAR craft";;;;True;;13.00;13.00;0.00;"GRP";"2017";0;0;0;0;0;0;0;0;"Material damage";"No";"No";;"No Pollution";"7";"Departure";"No";"Ship";"Bow";;;;"Unknown";;;;;;"2025-09-04"
"f6772e21-4aaf-eb11-8236-002248003a5a";"2021-05-01";"No";2021;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"A motor cruiser had engine failure and was being pushed onto rocks.";"A motor cruiser had engine failure and was being pushed onto rocks. The local lifeboat service were tasked to tow the vessel.";"UK";"United Kingdom";"Wales";53.311700;-3.508700;;"UNITED KINGDOM";"Rhyl";"91630b5f-4aaf-eb11-8236-002248003a5a";"Marine Incident";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;False;;5.40;5.40;2.40;"Unknown";"Unknown";0;0;0;0;0;0;0;0;"No damage";"No";"No";"None";"No Pollution";"4";"Mid-water";"No";"Engine department";"Auxiliary engine room";;;;"Unknown";;;;;;"2025-06-11"
"14a50f9b-edc8-eb11-bacc-0022481aa732";"2021-06-01";"No";2021;"Less Serious";"Grounding / Stranding";"Power";;False;"A sailing yacht grounded on a rock ledge.";"A sailing yacht with five crew onboard grounded on a rock ledge. The crew lowered the sails and made to secure the yacht as the yacht was unable to be towed off due to the falling tide. All crew onboard were wearing lifejackets, two crew entered the water and were recovered by a passing boat. The remaining crew were recovered by a search and rescue (SAR) vessel and taken ashore. No injuries to crew were reported, the damage to the yacht was unknown. The crew planned to recover the vessel on the flood tide.";"UK";"United Kingdom";"England";50.692500;-1.072400;"Off Bembridge Lifeboat Station";;;"3acef2f2-edc8-eb11-bacc-0022481aa732";"Less Serious";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Sailboat (aux. motor)";;;;False;;0.00;14.00;0.00;"GRP";"Unknown";0;0;0;0;0;0;0;0;"No damage";"No";"Yes";"NA";"NA";"5";"Mid-water";"n/a";"Ship";"Other";;;;"Unknown";;;;;;"2025-03-07"
"10b757ed-5a15-ec11-b6e6-0022481aa1e1";"2021-09-01";"No";2021;"Marine Incident";"Accident to person(s)";;;False;"A person fell overboard from a dinghy whilst attempting to moor it to a buoy.";"A person fell overboard from their dinghy whilst attempting to moor it to a buoy . They were wearing a life jacket. The casualty was picked up by a safety boat, the boat was recovered by a lifeboat and taken to its mooring. No injuries were sustained.";"UK";"United Kingdom";"Scotland";56.466667;-2.887833;;"UNITED KINGDOM";"Dundee";"62fb9f16-6f15-ec11-b6e6-0022481aa1e1";"Marine Incident";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;False;;0.00;0.00;0.00;"Unknown";"Unknown";0;0;0;0;0;0;0;0;"No damage";"No";"No";;"No Pollution";"1";"Arrival";"n/a";"Ship";"Deck";"Boat deck";;;"Unknown";;;;;;"2024-08-21"
"b5ec0b63-ad43-ec11-8c62-0022481ac873";"2021-10-01";"No";2021;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A suction dredger's stern line parted at the drum end.";"A suction dredger's stern line parted and caused a snap back. No crew members were injured but they were made aware of the hazard and made aware to stand clear of snap back zones. ";"UK";"United Kingdom";"England";51.463900;0.454500;;"UNITED KINGDOM";"Cliffe";"bed5ef9f-ad43-ec11-8c62-0022481ac873";"Marine Incident";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Service ship";"Dredger";;;;True;;0.00;99.00;3600.00;"Steel";"1991";0;0;0;0;0;0;0;0;"Minor damage (less than material damage)";"No";"No";;"No Pollution";"9";"Anchored or alongside";"Yes";;;;;;"Unknown";;;;;;"2025-07-07"
"a9dc35c7-874e-eb11-a812-000d3a86d535";"2021-01-01";"No";2021;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"A general cargo vessel experienced engine failure.";"A general cargo vessel experienced engine failure. Repairs were conducted and the vessel resumed passage. ";"UK";"United Kingdom";"England";50.161700;-3.451500;;;;"8c37265e-884e-eb11-a812-000d3a86d535";"Marine Incident";"CYPRUS";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"General Cargo";;;True;;0.00;100.00;4100.00;"Steel";"2009";0;0;0;0;0;0;0;0;"No damage";"No";"No";"None";"No Pollution";;"Mid-water";"No";"Engine department";"Auxiliary engine room";;;;"Unknown";;;;;;"2024-12-20"
"b54be4f5-fc53-eb11-a812-000d3a874619";"2021-01-01";"Yes";2021;"Marine Incident";"Loss Of Control";"Loss Of Electrical Power";;False;"A chemical tanker lost power and was towed out of the channel. The vessel rectified the issue and went underway.";"A cargo vessel lost power during pilotage and was assisted by two tugs until the power was restored.  ";"UK";"United Kingdom";"England";53.625167;-0.122167;;"UNITED KINGDOM";"Immingham";"e434bf2c-fd53-eb11-a812-000d3a874619";"Marine Incident";"GREECE";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Liquid Cargo";"Chemical tanker";;;True;;0.00;110.00;4800.00;"Steel";"2007";0;0;0;0;0;0;0;0;"No damage";"No";"No";;"No Pollution";"17";"Mid-water";"Yes";"Engine department";"Engine room";;;;"NETHERLANDS";;;;;;"2025-02-12"
"14f8cb11-5982-eb11-a812-000d3a874f13";"2021-03-01";"No";2021;"Less Serious";"Accident to person(s)";;;False;"A mooring vessel crewmember crushed their finger between a mooring line and a bollard.";"Whilst mooring a vessel alongside the crewmember of a mooring vessel had the 3rd finger on their right hand crushed between the rope and the bollard.";"UK";"United Kingdom";"England";53.381300;-3.002800;;"UNITED KINGDOM";"Liverpool";"5cc95b57-5982-eb11-a812-000d3a874f13";"Less Serious";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Inland waterway vessel";"Worksite craft";;;;True;;8.70;8.70;7.90;"Steel";"2013";0;0;0;0;1;0;0;1;"No damage";"No";"No";"None";"No Pollution";"3";"Arrival";"No";"Ship";"Other";;;;"Unknown";;;;;;"2025-02-21"
"267b1973-7697-eb11-b1ac-0022481a813d";"2021-04-01";"No";2021;"Less Serious";"Grounding / Stranding";"Power";;False;"A utility vessel ran aground at the entrance to harbour.";"When departing the harbour whilst towing a salmon feed barge the utility vessel ran aground after misjudging the tide. The barge it was towing drifted into the back of the vessel but there was no damage to the vessel or the barge. The vessel used the thrusters to push its self off the seabed and continued without further incident. ";"UK";"United Kingdom";"Scotland";57.680200;-2.955900;;"UNITED KINGDOM";"Buckie";"2ed91f7f-7697-eb11-b1ac-0022481a813d";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"100gt to 199.99gt";"Service ship";"Other";;;;True;;0.00;27.00;170.00;"Steel";"2015";0;0;0;0;0;0;0;0;"No damage";"No";"No";"None";"No Pollution";"4";"Departure";"No";"Ship";"Bow";;;;"UNITED KINGDOM";"Buckie";;;;;"2025-02-20"
"7d48b79f-8bc3-eb11-bacc-000d3a87496e";"2021-05-01";"No";2021;"Marine Incident";"Flooding / Foundering";"Flooding";"Progressive";False;"A RIB started taking on water and was towed by a search and rescue vessel.";"An anchored RIB (rigid inflatable boat) with nine people and two dogs onboard had a fouled propeller and was taking on water. Apart from three crew, everyone else managed to get ashore on a paddleboard. A search and rescue vessel was deployed and towed the vessel to a harbour.";"UK";"United Kingdom";"England";50.697300;-1.097400;"NA";;;"9b6daa1a-8cc3-eb11-bacc-000d3a87496e";"Marine Incident";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;False;;7.70;7.70;0.00;"GRP";"Unknown";0;0;0;0;0;0;0;0;"No damage";"No";"Yes";"Unknown";"No Pollution";"9";"Anchored or alongside";"n/a";"Ship";"Propeller/rudder/thruster";;;;"Unknown";;;;;;"2025-07-02"
"b684550d-b1c3-eb11-bacc-000d3a874298";"2021-06-01";"No";2021;"Less Serious";"Grounding / Stranding";"Power";;False;"A sailing yacht required assistance after it became stuck on an underwater obstruction.";"A sailing yacht was sailing when it became stuck on an underwater obstruction. The yacht was still afloat but unable to move and the lone skipper was unable to see what they were stuck on. The skipper lowered the sails and requested assistance as the yacht was broadside to the wind. A search and rescue (SAR) vessel assisted the yacht off the obstruction and then towed it to a marina. There were no reported injuries to the skipper.";"UK";"United Kingdom";"England";50.836400;-1.331400;"NA";;;"e1c49c83-b1c3-eb11-bacc-000d3a874298";"Less Serious";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Sailboat (aux. motor)";;;;False;;8.10;8.10;3.40;"GRP";"Unknown";0;0;0;0;0;0;0;0;"No damage";"No";"No";"NA";"NA";"1";"Mid-water";"No";"Ship";"Keel";;;;"Unknown";;;;;;"2025-03-04"
"01d0f414-32c8-eb11-bacc-0022481aa40d";"2021-06-01";"No";2021;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"A recreational angling vessel reported an engine failure and was towed back to shore.";"A recreational angling vessel with four crew onboard reported an engine failure. The four crew were wearing lifejackets and had deployed an anchor. A passing vessel towed the stricken vessel back to shore, no damage reported and no injuries to crew.";"UK";"United Kingdom";"England";50.354100;-4.155300;;;;"1516bb67-33c8-eb11-bacc-0022481aa40d";"Marine Incident";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;False;;6.40;7.30;1.70;"GRP";"Unknown";0;0;0;0;0;0;0;0;"No damage";"No";"No";"NA";"NA";"4";"Mid-water";"n/a";"Engine department";"Engine room";;;;"UNITED KINGDOM";"Plymouth";;;;;"2025-05-08"
"76313088-59fb-eb11-94ef-0022481adb25";"2021-08-01";"No";2021;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A container ship's pilot ladder was not rigged as per SOLAS regulations.";"A container ship's pilot ladder was not rigged as per SOLAS regulations. A tripping line was fitted to the bottom of the ladder.";"UK";"United Kingdom";"England";51.455000;0.335400;;"UNITED KINGDOM";"London";"82b83bbe-59fb-eb11-94ef-0022481adb25";"Marine Incident";"CYPRUS";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"Container Ship";;;True;;0.00;150.00;10000.00;"Steel";"2011";0;0;0;0;0;0;0;0;"No damage";"No";"No";;"No Pollution";;"Unknown";"Yes";"Ship";"Stairs/ladders";;;;"UNITED KINGDOM";"London";;;;;"2024-09-19"
