Occurrence_Id;Local_Date_Main_Event;Date_Main_Event_Unconfirmed;Year_Reported;Occurrence_Severity;Main_Event_L1;Main_Event_L2;Main_Event_L3;Not_Vessel_Operations;Short_Description;Description;National_Keywords;EMCIP_Keywords;SAR_Intervention;State_Reporting;Occurrence_Location;Coastal_State_Affected;National_Location_L1;National_Location_L2;Latitude;Longitude;Lat_Long_Unknown;Port_Of_Accident_L1;Port_Of_Accident_L2;Natural_Light;Sea_State;Visibility;Weather;Wind_Force;Publication_Date;Publication_No;Publication_Type;Published_Report_Website_Link;Occurrence_Record_Modified_On;Last_Updated_At;Occurrences_Reported_From;Occurrences_Reported_To
"14f8cb11-5982-eb11-a812-000d3a874f13";"2021-03-01";"No";2021;"Less Serious";"Accident to person(s)";;;False;"A mooring vessel crewmember crushed their finger between a mooring line and a bollard.";"Whilst mooring a vessel alongside the crewmember of a mooring vessel had the 3rd finger on their right hand crushed between the rope and the bollard.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";53.381300;-3.002800;;"UNITED KINGDOM";"Liverpool";"Daylight";"1 - Calm rippled - (0 - 0.1 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"0 - Calm - knot (0-1) m/s (0-1)";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"267b1973-7697-eb11-b1ac-0022481a813d";"2021-04-01";"No";2021;"Less Serious";"Grounding / Stranding";"Power";;False;"A utility vessel ran aground at the entrance to harbour.";"When departing the harbour whilst towing a salmon feed barge the utility vessel ran aground after misjudging the tide. The barge it was towing drifted into the back of the vessel but there was no damage to the vessel or the barge. The vessel used the thrusters to push its self off the seabed and continued without further incident. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Scotland";57.680200;-2.955900;;"UNITED KINGDOM";"Buckie";"Daylight";"1 - Calm rippled - (0 - 0.1 m)";"Very good - Vis >= 25.0 nm";"Clear";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"7d48b79f-8bc3-eb11-bacc-000d3a87496e";"2021-05-01";"No";2021;"Marine Incident";"Flooding / Foundering";"Flooding";"Progressive";False;"A RIB started taking on water and was towed by a search and rescue vessel.";"An anchored RIB (rigid inflatable boat) with nine people and two dogs onboard had a fouled propeller and was taking on water. Apart from three crew, everyone else managed to get ashore on a paddleboard. A search and rescue vessel was deployed and towed the vessel to a harbour.";;;"Yes";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.697300;-1.097400;"NA";;;"Daylight";"Unknown";"Unknown";"Clear";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-07-02";"2025-09-05";"2021-01-01";"2024-12-31"
"b684550d-b1c3-eb11-bacc-000d3a874298";"2021-06-01";"No";2021;"Less Serious";"Grounding / Stranding";"Power";;False;"A sailing yacht required assistance after it became stuck on an underwater obstruction.";"A sailing yacht was sailing when it became stuck on an underwater obstruction. The yacht was still afloat but unable to move and the lone skipper was unable to see what they were stuck on. The skipper lowered the sails and requested assistance as the yacht was broadside to the wind. A search and rescue (SAR) vessel assisted the yacht off the obstruction and then towed it to a marina. There were no reported injuries to the skipper.";;;"Yes";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.836400;-1.331400;"NA";;;"Daylight";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"01d0f414-32c8-eb11-bacc-0022481aa40d";"2021-06-01";"No";2021;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"A recreational angling vessel reported an engine failure and was towed back to shore.";"A recreational angling vessel with four crew onboard reported an engine failure. The four crew were wearing lifejackets and had deployed an anchor. A passing vessel towed the stricken vessel back to shore, no damage reported and no injuries to crew.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.354100;-4.155300;;;;"Daylight";"Unknown";"Unknown";"Unknown";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"76313088-59fb-eb11-94ef-0022481adb25";"2021-08-01";"No";2021;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A container ship's pilot ladder was not rigged as per SOLAS regulations.";"A container ship's pilot ladder was not rigged as per SOLAS regulations. A tripping line was fitted to the bottom of the ladder.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";51.455000;0.335400;;"UNITED KINGDOM";"London";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"bfc78f32-1716-ec11-b6e6-0022481aa683";"2021-09-01";"No";2021;"Marine Incident";"Contact";"Shore Object";;False;"A pilot boat made contact with bitts on the pontoon after making fast to pontoon resulting in two dents to the hull.";"After the vessel had completed sea trials it was making fast to a pontoon when it impacted the bitts on the ponton causing damage to the port side with two dents to the hull. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Wales";51.707667;-5.046000;;"UNITED KINGDOM";"Milford Haven";"Daylight";"1 - Calm rippled - (0 - 0.1 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-08-12";"2025-09-05";"2021-01-01";"2024-12-31"
"03580044-772a-ec11-b6e6-0022481adfa5";"2021-10-01";"No";2021;"Marine Incident";"Fire / Explosion";"Fire";;False;"A hopper dredger had a small engine fire after an oil leak.";"A hopper dredger had a small engine fire after the starboard engine gearbox blew out spraying the engine room in oil. The fire was extinguished using a foam trolley extinguisher. The vessel anchored overnight and arranged to head to port for repair. No persons were injured. ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.740000;-0.271667;;;;"Daylight";"1 - Calm rippled - (0 - 0.1 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-07-11";"2025-09-05";"2021-01-01";"2024-12-31"
"9ffd85db-d65b-eb11-a812-000d3a0ce99d";"2021-01-01";"No";2021;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"A tug had an engine failure during sea trials.";"A tug had a main propulsion failure to its starboard main engine during sea trials. The tug returned to port on the port engine and was taken out of service to investigate and effect repairs.  The engine had just been repaired when it had a piston liner failure and expulsion from the engine.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";50.826900;-1.286300;;"UNITED KINGDOM";"Southampton";"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Very good - Vis >= 25.0 nm";"Clear";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"959b0f7a-1762-eb11-a812-0022481a63ee";"2021-01-01";"No";2021;"Marine Incident";"Contact";"Shore Object";;False;"A general cargo vessel made contact with a breakwater.";"A general cargo vessel made contact with a port breakwater on departure. There was only minor damage to the vessel, scraping and a dent to the starboard shoulder. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Scotland";56.053700;-3.237400;;"UNITED KINGDOM";"Burntisland";"Daylight";"2 - Smooth - (0.1 - 0.5 m)";"Moderate - 2.0 <=Vis < 5.0 nm";"Overcast";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"aa5d9355-3c7b-eb11-a812-0022481a85c7";"2021-02-01";"No";2021;"Marine Incident";"Accident to person(s)";;;False;"A search and rescue vessel crewmember was injured whilst on service.";"A search and rescue (SAR) vessel was carrying out a search for a missing person, crew members were located on the foredeck. A potential target was located at the base of the cliff, the helm manoeuvred closer to the shoreline for a better look using searchlights. As the vessel was being manoeuvred, a crewmember on the foredeck with a searchlight was thrown against the Sampson post resulting in heavy bruising to their right hip, ribs and shoulder.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"Wales";51.818300;-5.110400;"NA";;;"Night";"4 - Moderate - (1.25 - 2.5 m)";"Moderate - 2.0 <=Vis < 5.0 nm";"Rain";"6 - Strong Breeze - knot (22-27) m/s (11-14)";;;;;"2025-09-03";"2025-09-05";"2021-01-01";"2024-12-31"
"af4c064f-08a1-eb11-b1ac-000d3a86dbf4";"2021-04-01";"No";2021;"Marine Incident";"Fire / Explosion";"Fire";;False;"A ro-ro passenger vessel had a fire as a result of a fire blanket falling behind a compressor unit.";"A ro-ro passenger ship was alongside. Two shore contractors were replacing steel pipework near the deckhead in the compressor room. Shortly after the contractors left the area for a break, the ship's company were alerted by fixed smoke detectors. The fire party discharged a nearby fire extinguisher on a smouldering fire blanket which had fallen behind the compressor unit. The blanket had originally been placed on top of the compressor to capture sparks during welding. There was no major damage or injuries. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Scotland";60.154200;-1.140600;;"UNITED KINGDOM";"Lerwick";"Daylight";"0 - Calm glassy - (0 m)";"Very good - Vis >= 25.0 nm";"Clear";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"fac5beae-f7a7-eb11-9442-0022480026ce";"2021-04-01";"No";2021;"Marine Incident";"Accident to person(s)";;;False;"A person went overboard from a privately owned yacht.";"A crewmember fell overboard from vessel, they were recovered and had the effects of cold.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"Wales";52.863333;-4.456667;;;;"Daylight";"Unknown";"Unknown";"Unknown";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"0bdcf67b-acb8-eb11-8236-002248003dd5";"2021-02-01";"No";2021;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A general cargo vessel's pilot ladder did not conform to SOLAS regulations.";"A general cargo vessel's pilot ladder was not rigged to SOLAS regulations. A tripping line was fitted just above the bottom step. The officer present was not aware of the wheelhouse poster indicating that this was not permitted. There was no overside lighting and the  bridge wing floodlight did not illuminate the ladder.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";53.469500;-3.150500;"NA";;;"Night";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"c5bdeafa-0aba-eb11-8236-002248003332";"2021-05-01";"No";2021;"Less Serious";"Accident to person(s)";;;False;"A crew transfer vessel crewmember injured their back lifting a bag.";"A crew transfer vessel windfarm technician injured their back lifting a personal bag awkwardly. The crewmember was met by an ambulance ashore. ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";52.470800;1.806900;;;;"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Unknown";"Unknown";"6 - Strong Breeze - knot (22-27) m/s (11-14)";;;;;"2025-07-01";"2025-09-05";"2021-01-01";"2024-12-31"
"9dfe094d-4336-ec11-8c64-000d3a871c01";"2021-10-01";"No";2021;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A general cargo vessel's pilot ladder was not rigged as per current SOLAS regulations.";"A general cargo vessel's pilot ladder was not rigged per current SOLAS regulations.  After embarking the vessel the ladder was found to be secured with a steel pin while the side ropes were lying on deck. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";54.627500;-1.173200;;"UNITED KINGDOM";"Middlesbrough";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-07-14";"2025-09-05";"2021-01-01";"2024-12-31"
"a538e82d-9938-ec11-8c64-000d3a8710ed";"2021-10-01";"No";2021;"Serious";"Contact";"Shore Object";;False;"A general cargo ship made contact with a concrete quayside and sustained material damage.";"A general cargo ship made contact with a concrete quayside and sustained material damage.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";52.041200;1.157500;;"UNITED KINGDOM";"Ipswich";"Night";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-07-14";"2025-09-05";"2021-01-01";"2024-12-31"
"b919f18a-2754-ec11-8f8e-000d3a0ce23b";"2021-12-01";"No";2021;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"A fishing vessel's engine failed and the vessel was towed back to harbour.";"A fishing vessel's engine failed and a tow was arranged back to harbour by a lifeboat. The casualty vessel was not in immediate danger and there were no injuries or damage. ";;;"Yes";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"Scotland";55.501667;-4.662100;;;;"Night";"Unknown";"Good - 5.0 <= Vis < 25.0 nm";"Unknown";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-07-03";"2025-09-05";"2021-01-01";"2024-12-31"
"0f34f898-c85f-eb11-a812-0022481a794d";"2021-01-01";"No";2021;"Less Serious";"Accident to person(s)";;;False;"A cruise ship crewmember injured their shoulder after pulling a chain.";"A cruise ship crewmember was on duty on deck in the evaporator room. At this time they were operating a chain winch that was connected between the chain block hooking point and the sea chest cover assisting other crew members in replacing the sea chest cover. As they did so they started to feel a mild pain in their right shoulder, while holding one of the chain block chains which was a little tight. While pulling the chain they used an excessive amount of force causing a strain to their right shoulder.";;;"No";"UK";"Coastal waters <= 12 nm";"MALAYSIA";;;1.416667;104.433333;;;;"Night";"2 - Smooth - (0.1 - 0.5 m)";"Moderate - 2.0 <=Vis < 5.0 nm";"Overcast";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"f3f3fa26-7fae-eb11-8236-002248003a5a";"2021-05-01";"No";2021;"Less Serious";"Grounding / Stranding";"Power";;False;"An angling  was vessel towed after making contact with rocks.";"Three people left port in an angling vessel after being advised not to due to the condition of the vessel. They proceeded and found themselves to be in difficulty and on the rocks where a lifeboat had to tow them back to port.  ";;;"Yes";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.219600;-3.634100;;;;"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-06-10";"2025-09-05";"2021-01-01";"2024-12-31"
"9aebf9ab-c3eb-eb11-bacb-000d3a86d7be";"2021-07-01";"No";2021;"Marine Incident";"Fire / Explosion";"Fire";;False;"A motor cruiser had a fire in the engine room.";"A motor cruiser had a fire in the engine room.";;;"Yes";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"Northern Ireland";54.680000;-5.565800;;;;"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-07-07";"2025-09-05";"2021-01-01";"2024-12-31"
"2a7314d5-23fc-eb11-94ef-0022481adb25";"2021-08-01";"No";2021;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A container ship's pilot ladder was not rigged as per SOLAS regulations.";"A container ship's pilot ladder was not rigged as per SOLAS regulations. The pilot ladder was secured using a deck tongue. ";;;"No";"UK";"Inland waters -> River";"UNITED KINGDOM";"United Kingdom";"England";51.455500;0.333500;;;;"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"4c850ac9-c604-ec11-b6e6-000d3a86b161";"2021-08-01";"No";2021;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"A ro-ro passenger ferry had issues with its starboard engine but continued to port using its port engine.";"After leaving the berth, a ro-ro passenger ferry's shaft generator breaker tripped. This caused a knock-on effect that resulted in the vessel's starboard engine producing a loud mechanical noise. The engineering team activated the emergency shut down and the vessel proceeded using the port main engine only.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"Scotland";55.763333;-5.835000;;;;"Daylight";"1 - Calm rippled - (0 - 0.1 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"dbfc7b78-7a14-ec11-b6e6-0022481aa065";"2021-09-01";"No";2021;"Marine Incident";"Loss Of Control";"Loss Of Directional Control";;False;"A general cargo vessel had a loss of directional control after the helm malfunctioned and the vessel made contact with a bank.";"The vessel had swung to starboard, when the vessel's helm malfunctioned. It turned hard to port causing the vessel to swing to port towards a bank. All attempts made to turn the helm to starboard were not successful, the engine was stopped immediately and engaged in full astern power. The vessel's port bow landed ashore on a bank. The crew then attempted the restart the steering equipment and following this, the helm appeared to respond normally. The crew then engaged  the engine astern and the bow thruster to attempt to manoeuvre the vessel off the bank, this did not work and a tug was  requested in order to tow the vessel to safety.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";52.765000;0.385000;;"UNITED KINGDOM";"King's Lynn";"Night";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"7c75d646-a62a-ec11-b6e6-0022481adfa5";"2021-10-01";"No";2021;"Serious";"Fire / Explosion";"Fire";;False;"A container vessel had a small fire in the scavenge space and as a result had total engine failure.";"The vessel had a small contained fire in the scavenge exhaust and was safely anchored. The repairs were rectified and the vessel was allowed to resume its passage to its port of destination.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";51.503167;1.420667;;;;"Night";"2 - Smooth - (0.1 - 0.5 m)";"Good - 5.0 <= Vis < 25.0 nm";"Unknown";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-07-11";"2025-09-05";"2021-01-01";"2024-12-31"
"0223049f-0354-eb11-a812-000d3a87408f";"2021-01-01";"No";2021;"Less Serious";"Grounding / Stranding";"Drift";;False;"A passenger ro-ro vessel grounded on its final approach to the berth.";"A vessel was making its final approach to the berth when the aft starboard skeg make contact with an underwater object on starboard side of the channel. Lack of propulsion available and non-responsive propulsion lead to the vessel entering shallow water. There was a slight scrape to the skeg and a small area of damage to the transverse frame above the skeg.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Scotland";56.536600;-5.774900;;"UNITED KINGDOM";"Lochaline";"Night";"2 - Smooth - (0.1 - 0.5 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"2e78cd2c-b15c-eb11-a812-000d3a0ce27c";"2021-01-01";"Yes";2021;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A cruise ship lost an anchor during severe weather.";"A cruise ship parted its anchor cable during heavy weather and started to drift. They recovered the remaining chain and then dropped the other anchor in a different position.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.440000;-3.523333;;;;"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"7 - Near Gale - knot (28-33) m/s (14-17)";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"352cfa60-41b9-eb11-8236-002248003e32";"2021-05-01";"No";2021;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A vessel's pilot ladder was not rigged as per SOLAS regulations.";"A  vessel's pilot ladder was not rigged per SOLAS regulations. The deficiency was noted on disembarkation, the upper ropes of the ladder were spread either side of the stanchions to secure to deck, which are much wider than the ladder. This caused the ropes to form a Y shape above the ladder as well as fray and the fixing piece to part from the top step.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";51.464000;0.293500;;"UNITED KINGDOM";"London";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-06-09";"2025-09-05";"2021-01-01";"2024-12-31"
"ab2d69e7-39db-eb11-bacb-000d3a86c531";"2021-07-01";"No";2021;"Less Serious";"Grounding / Stranding";"Power";;False;"A motor cruiser grounded and refloated on the high tide.";"A motor cruiser grounded after the skipper became distracted. The vessel was later refloated on the high tide. ";;;"No";"UK";"Inland waters -> River";"UNITED KINGDOM";"United Kingdom";"England";52.588000;1.641700;;;;"Daylight";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-08-12";"2025-09-05";"2021-01-01";"2024-12-31"
"a22357e1-2fde-eb11-bacb-0022481a988c";"2021-07-01";"No";2021;"Less Serious";"Grounding / Stranding";"Power";;False;"A sailing vessel went aground and the crew were recovered from the vessel.";"A sailing vessel went aground and the two crew were recovered from the vessel back to port.";;;"Yes";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";49.964167;-6.326117;;;;"Night";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-07-03";"2025-09-05";"2021-01-01";"2024-12-31"
"0b9a6cc9-e3df-eb11-bacb-0022481a9595";"2021-07-01";"No";2021;"Marine Incident";"Flooding / Foundering";"Flooding";"Progressive";False;"A tug passed another vessel at speed causing water to enter the yacht.";"A yacht was passed by a harbour tug at speed, causing a large wash, some of which entered the yacht through a hatch. There was no reported damage or injuries.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Wales";51.695300;-4.973800;;"UNITED KINGDOM";"Milford Haven";"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-07-07";"2025-09-05";"2021-01-01";"2024-12-31"
"524a125d-7eef-eb11-94ef-000d3a8748ae";"2021-07-01";"No";2021;"Less Serious";"Grounding / Stranding";"Power";;False;"A sailing catamaran went aground.";"A sailing catamaran grounded after being caught in bad weather. The vessel began to fill up with rain and grounded on the beach. The crewmember on board dropped the anchor to prevent the vessel from moving and waded to shore, with the plan to return to the vessel at high tide.";;;"Yes";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.778800;-1.077700;;;;"Night";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-06-09";"2025-09-05";"2021-01-01";"2024-12-31"
"6c013975-0ff9-eb11-94ef-0022481adb25";"2021-08-01";"No";2021;"Very Serious";"Fire / Explosion";"Fire";;False;"A motor vessel used for fishing sunk following a fire. No one was injured.";"A small motor vessel with one crewmember was proceeding to sea when the engine suddenly stopped. The skipper went to drop the anchor in which time a fire started near the engine. A lifeboat was launched and the casualty was evacuated by a passing private vessel. The casualty vessel sank and there were no injuries.";;;"Yes";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";54.716967;-1.164717;;;;"Daylight";"2 - Smooth - (0.1 - 0.5 m)";"Good - 5.0 <= Vis < 25.0 nm";"Unknown";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"6d50c422-ab0f-ec11-b6e6-000d3a0cc988";"2021-09-01";"No";2021;"Marine Incident";"Accident to person(s)";;;False;"A hire cruiser passenger fell overboard and was recovered with no serious injuries.";"A person that had hired an inland waterway cruiser fell overboard while the vessel was moored alongside. After the alarm was raised, the emergency services assisted with recovery of the casualty who was taken into the care of the ambulance service. The person had injuries to a leg and an arm and was later discharged from hospital.";;;"Yes";"UK";"Inland waters -> River";"UNITED KINGDOM";"United Kingdom";"England";52.678000;1.551500;;;;"Daylight";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"ee7662bf-c921-ec11-b6e6-0022481acbc3";"2021-09-01";"No";2021;"Marine Incident";"Accident to person(s)";;;False;"A cruise ship crewmember was electrocuted after a live wire was touching a metal beam.";"A cruise ship crewmember was electrocuted by a loose wire.";;;"No";"UK";"Coastal waters <= 12 nm";"CYPRUS";"Cyprus";;34.686667;33.165000;;;;"Daylight";"1 - Calm rippled - (0 - 0.1 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"e6de7980-d325-ec11-b6e6-000d3a0cc5e8";"2021-10-01";"No";2021;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A bulk carrier's pilot ladder was not rigged as per SOLAS regulations.";"A bulk carrier's pilot ladder was not rigged as per SOLAS regulations. The ladder was in a poor condition with lower steps loose and twisting.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";51.125700;1.340500;;"UNITED KINGDOM";"Dover";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-07-03";"2025-09-05";"2021-01-01";"2024-12-31"
"92c485e3-6c57-ec11-8f8f-0022481a955d";"2021-12-01";"No";2021;"Less Serious";"Accident to person(s)";;;False;"A cruise ship passenger was walking when they tripped on their right foot and fell forwards resulting in a fractured right upper arm.";"A passenger was walking, when they tripped on them right foot and fell forwards. The deck in the casino was covered with carpet, there were no obstructions and the area was well illuminated. They could not explain how or why they tripped and blamed themself for not paying attention when walking. They stated that as they were falling forward they landed with their right upper arm and shoulder on the corner of the casino machine. The passenger was checked over at the medical centre where it was confirmed that they had fractured their right upper arm.";;;"No";"UK";"Open sea -> Outside EEZ";"None/Register withdrawn";;;24.311667;-112.236667;;;;"Night";"3 - Slight - (0.5 - 1.25 m)";"Very good - Vis >= 25.0 nm";"Clear";"5 - Fresh Breeze - knot (17-21) m/s (9-11)";;;;;"2025-07-08";"2025-09-05";"2021-01-01";"2024-12-31"
"a75ad1c9-d096-eb11-b1ac-0022481a8a59";"2021-03-01";"No";2021;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"A RIB had engine failure and was towed to safety.";"A RIB (rigid inflatable boat) had engine failure and was towed to safety.";;;"Yes";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";51.515700;0.720400;;;;"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
"9b8dc4b1-26a4-eb11-b1ac-000d3a86d08c";"2021-04-01";"No";2021;"Less Serious";"Grounding / Stranding";"Power";;False;"A hire cruiser ran aground and waited overnight to refloat and to be towed.";"A hire cruiser with three crew on board grounded in a river on the mud. They had to wait overnight until they could be assisted in refloating on a higher tide and were towed to port. No reported damage to the vessel. ";;;"No";"UK";"Inland waters -> River";"UNITED KINGDOM";"United Kingdom";"England";52.613600;1.691200;;;;"Daylight";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-07-24";"2025-09-05";"2021-01-01";"2024-12-31"
