SN_WAR,TEXT_REMARK
-266633,"03/22/2015 - Weight test 36"" csg.  S/O w/ 30K, no indication of movement via ROV.  POOH f/ 9836' t/ 9502'.  Slip & cut 90' drl line.  TIH f/ 9502' t/ 9790'.  Displace drl string w/ 10.0 WBM.  Drl f/ 9836' t/ 10,483'.

03/23/2015 - Drl f/ 10,483' t/ 12,728' w/ 12.0 ppg WBM.

03/24/2015 - Drl f/ 12,728' t/ 12,820'.  Pump sweep, circ hole clean.  Increase to 13.0 ppg WBM.  Flow check/ROV (static).  POOH f/ 12,820' t/ 9783'.  CBU.  TIH f/ 9783' t/ 12,640'.  W&R f/ 12,640' t/ 12,820'.  CBU.  Flow check/ROV (static).  POOH f/ 12,820' t/ 11,305'.

03/25/2015 - POOH f/ 11,305' t/ 9800'.  Flow check/ROV (static).  POOH f/ 9800' t/ 1345'.  WOW.

03/26/2015 - WOW.  Investigated and found Hhng off tool for 22"" had jumped up and S-135 50# Landing string was bent in water. Notified ROV to investigate & inspect 22"" casing. ROV found FMC mandrel on running tool had shear dropping 3,146.74' of 22'' casing.

NOTE:  Please see notification correspondence regarding dropped 22"" casing attached.

03/27/2015 - WOW.  Att to POOH w/ 28"" BHA.

03/28/2015 - WOW.  POOH w/ 28"" BHA.  POOH w/ landing string.  Prep to C/O drl line."
-267040,"Sn 03/29/2015 - C/O drl line. L/O DP from landing string & replace.

Mo 03/30/2015 - P/U 28"" C/O BHA. Clean/svc rig floor equip. P/U HWDP & drl collars.

Tu 03/31/2015 - TIH w/ C/O BHA t/ 9604'.

We 04/01/2015 - TIH w/ C/O BHA f/ 9064' t/ 9731'. WOW (loop current). TIH w/ C/O BHA f/ 9731' t/ 12,820'. POOH w/ C/O BHA f/ 12,820' t/ 11,624'.

Th 04/02/2015 - POOH w/ C/O BHA f/ 11,624' t/ 9857'. Flow check well (static).  POOH w/ C/O BHA. R/U 22' csg handling equip. Commence running 251.1/224# X-80 22"" csg to 3142'MD.  

Fr 04/03/2015 - Completed running 22"" to 12767'MD. Circ open hole vol w/13# WBM while repairing ROV. 

Sa 04/04/2015 - Circ open hole vol w/13# WBM while repairing ROV/repaired. Cemented 22"" csg w/12824 CF of Class H cmt - EOT of cmt @ 12690'MD. Set lock seal assy. 

"
-268042,"04/19/2015 - Drl f/ 13,889 t/ 14,627'.  P/U t/ 14,589'.  W&R f/ 14,589' t/ 14,627'.  Drl f/ 14,627' t/ 15,466'.

04/20/2015 - Drl f/ 15,466' t/ 16,979'.

04/21/2015 - Drl f/ 16,979' t/ 18,363'.

04/22/2015 - Drl f/ 18,363' t/ 18,638'.  CBU.  Increase MW to 9.8 ppg SBM.  POOH t/ 12,374'.  Perform BOP function test from rig floor, blue pod.  Perform diverter function from rig mgr panel.  POOH f/ 12,374' t/ 6327'.  WOW (50 kt winds).  Monitor well/TT (static).  POOH f/ 6327' t/ 5784'.

04/23/2015 - POOH f/ 5784' t/ surface, L/D drl assy.  R/U 18"" csg equip.  RIH w/ 18"" csg t/ 5382'.  Monitor well/TT (static).

04/24/2015 - RIH w/ 18"" csg f/ 5382' t/ 9136'.  Function BSR & CSR from rig mgr panel, blue pod.  TIH w/ 18"" csg f/ 9136' t/ 13,306'.

04/25/2015 - TIH w/ 18"" csg f/ 13,306' t/ 18,492'.  S/O f/ 18,492' t/ 18,506'.  Pump 20 bbls Neat spacer @ 11.1 ppg. Pump lead cement: 833 sx Class H + 35% D66 + 2# / sx M117 +.2 gps B158A + .05 gps D47 Mixed @ 13.5 ppg 2.21 cu ft/ sx yield 327.8 bbls, 1841 cu ft slurry. Pump tail cement: 439 sx Class H + 35% D66 + 2# / sx M117 .02 gps B158A +.06 gps D145A + .06 gps D177 + .05 gps D47 Mixed @ 16.4 ppg 1.42 cu ft / sx yield 111 bbls slurry 623 cu ft slurry. 533 bbls lost while performing cement job. No returns to surface.  Drop drill pipe dart, pump 20 bbls Neat spacer, Displace w/ 454 bbls 9.8ppg SBM, Shear dart @ 3700 psi., bleed off check float equipment. Float held bled back 3.5 bbls. Loss 470 bbls.  Cement in place at 1315 hrs. No returns to surface. 2464 cu ft cmt pumped.  Lift pressure 522 psi.  ETOC 16,003', calculated by analysis of pressure data utilizing Schlumberger's cementing analysis software.  Shoe @ 18,507' MD / 18,506' TVD (crossover @ 13,966' MD/TVD).  TOL 12,224'.  Release from hgr, att to test seal assy (6x), no success.  Flow check well/TT (static).  POOH t/ 14,641'.

NOTE:  Verbal approval for 18"" liner top squeeze granted by Mr. Christopher Martens of BSEE Houma District on 04/25/2015.  Plesae see verbal approval correspondence attached."
-268468,"04/26/2015 - POOH f/ 14,641', L/D 18"" running tool/seal assy.  TIH w/ dart catcher & diverter sub assy t/ 12,153', S/O t/ 12,172'.  Close annular.  Est injection rates.  Pump 20 bbls Neat spacer @ 11.1ppg. Drop 1st dart. Mix and pump 936 sx Class A + .07 gps D177 + .05 gps D47. Mixed @ 15.6 ppg. Yield 1.2 cu ft / sx. 200 bbls slurry. 1123 cu ft slurry. Drop 2nd dart. Pump 27 bbls neat spacer @ 11.1 ppg. Displace with 269 bbls SBM. Pump 69 bbls base oil. Swap to choke line, Pump 7 bbls base oil. Cement in
place at 1635 hrs. Shut in and WOC. Note: 1st dart to shear @ 118.5 bbls mud with 1200 psi. 2nd dart to shear @ 49.5 bbls base oil with 4300 psi. No returns during squeeze job. Total bbls lost 687.5 while cementing. Total losses for the day 767.5 bbls.  WOC.  Monitor riser/TT (static).

04/27/2015 - Open annular.  Flow check well (static).  CBU.  POOH t/ 8853'.  P/T 18"" liner to 2700 psi, good test.  Flow check well (static).  POOH f/ 8853', L/D dart catcher sub assy.  Slip & cut 150' drl line.

04/28/2015 - TIH w/ drl assy t/ 9853'.  Perform BSR and CSR function test from rig floor, yellow pod.  TIH t/ 18,183'.  Commence P/T BOPs, test rams, fail safes, choke manifold valves, and top drive safety valves to 250 psi low / 5600 psi high, annulars to 250 psi low / 5600 psi high.

04/29/2015 - Continue testing fail safes to 250 psi low / 5600 psi high. Test kelly
hose 250 psi low / 7500 psi high.  R/D BOP test assy.  Perfrom diverter function from diverter panel.  TIH t/ 18,315'.  W&R cmt f/ 18,315' t/ 18,397'.  Drl cmt t/ 18,498'.  Increase MW to 10.0 ppg SBM.  Drl shoe track & 10' new formation t/ 18,648'.  CBU.  POOH f/ 18,648' t/ 18,498'.  Perform FIT down hole static mud wt 10.18 ppg pressure up to 1780 psi equals 12.02 ppg.  PWD pumped up 11.92 ppg. Pumped 20.5 bbls got back 17.5 bbls.  TIH f/ 18,498' t/ 18,638'.  Ream t/ 18,648'.  Drl f/ 18,648' t/ 18,750'.

04/30/2015 - Drl f/ 18,750' t/ 19,788'.

05/01/2015 - Drl f/ 19,788' t/ 20,096'.  Lost communication w/ 3 BOP surface control panels.  Re-est communication, lost a second time.  Perform BOP function test from rig floor, blue pod and rig manger panel, yellow pod.  Perform diverter function from rig floor panel.  POOH f/ 20,096' t/ 7298'.

05/02/2015 - POOH f/ 7298' t/ surface, L/D drl assy.  Monitor well/TT (static).  P/U drl assy, RIH t/ 3327'.  Slip & cut 75' drl line.  Monitor riser/TT (static) while trouble shooting issues with BOP surface control panels.  TIH w/ drl assy f/ 3327' t/ 9902'.  ROV on btm monitoring BOP.

NOTE:  Verbal approval to continue operations following BOP surface control communication loss granted by Mr. Robert Nelson of BSEE Houma District on 05/02/2015.  Please see verbal approval correspondence attached."
-268777,"05/03/2015 - POOH w/ drl assy t/ 123'.  TIH w/ drl assy f/ 123' t/ 9978'.  Perform BSR
and CSR function from rig floor, yellow pod.  TIH f/ 9978' t/ 18,640'.  Function BOPs from rig floor, blue pod.  Wash f/ 18,640' t/ 18,846'.  TIH f/ 18,846' t/ 19,800'.  W&R f/ 19,800' t/ 20,096'.  Drl f/ 20,096' t/ 20,230'.  ROV on btm monitoring BOP.

05/04/2015 - Drl f/ 20,320' t/ 20,700'.

NOTE:  Approval for release of continuous BOP monitoring via ROV granted by Mr. Robert Nelson of BSEE Houma District on 05/04/2015.  Please see correspondence attached.

05/05/2015 - Drl f/ 20,700' t/ 22,015'.  Displaced Choke & Kill with 10.6 ppg SBM.

05/06/2015 - Drl f/ 22,015' t/ 22,892'.  Flow check well (static).  CBU.

05/07/2015 - CBU.  Back ream f/ 22,892' t/ 19,539'.  CBU.  Flow check well (static).  TIH f/ 19,539' t/ 22,362'.  Wash t/ 22,388'.  W&R t/ 22,892'.  CBU w/ 11.0 ppg SBM.

05/08/2015 - CBU w/ 11.2 ppg SBM.  Monitor well/TT (static).  POOH f/ 22,892' t/ 18,091'.  Function diverter from rig mgr panel.  Function BOP from rig mgr panel, yellod pod.  POOH f/ 18,091' t/ 2042'.

05/09/2015 - POOH f/ 2042' t/ surface.  Slip & cut 105' drl line.  Monitor well/TT (static).  TIH w/ 16"" csg t/ 5278'.  Monitor well/TT (static).  TIH w/ 16"" csg f/ 5278' t/ 5771'."
-270594,"06/07/2015 - TIH f/ 26,215' t/ 30,853'.  CBU.  Back ream t/ 26,341'.  Circ well.  Flow check well (static).  POOH f/ 26,341' t/ 21,019'.

06/08/2015 - POOH f/ 21,019' t/ surface.  Slip & cut 165' drl line.  Monitor well/TT (static).

06/09/2015 - R/U 10-1/8"" csg, RIH w/ same t/ 15,245'.

06/10/2015 - TIH W/ 10-1/8"", Q-125HC, 79.29#/FT, JFELION SC liner on 6 5/8"" DP to 30,688'. Convert floats & set liner hanger. Test cement lines to 8,000 psi and pump cement spacers.

Thurs 6.11.15 - Cement 10-1/8"" Liner. Set Liner Top Packer. POOH and L/D 6-5/8"" V-150 drill pipe.

Mixed and pumped 1577.7 cuft cement. Cement in place @0520. Achieved partial returns.  Shoe @ 30688 MD/ 28178 TVD. TOL @ 25330 MD.
A. Explanation of lost returns -  Partial losses.  148bbls.  Losses stopped once the pumps were switched over from cement to displacement fluid; the remainder of the job had no losses while displacing cement.
B. How much cement was pumped versus approved in APD  1,577.7 cu ft pumped vs 1,379 ft cuft in APD
C. What was lift pressure 450psi differential pressure at the float collar
D. What is TOC and how has this been calculated TOC estimated to be 27,957ft MD / 25,613 ft TVD based on CEMCADE analysis of pressures seen during the cement job.
E. MD/TVD of 10-1/8"" casing setting depth 30,688 ft MD / 28,178 ft TVD

Fri 6.12.15 - Test BOP's F/ rig manager's panel blue pod with Schlumberger using Sure-tec as per Shell and BSEE specifications with 14.1 ppg SBM to 250 low and 5700 high for 5 minutes each. POOH with 10-1/8"" liner running tool T/ surface. ***At 17:24 on June 12, 2015, Mr Bobby Nelson with BSEE Houma provided verbal approval of the production tieback operations.***

Sat 6.13.15 - L/D 9-1/2"" and 8-1/4"" DC's. P/U 10-1/8"" liner clean out assembly. TIH & P/U 5-7/8"" drill pipe. TIH with clean out assembl T/ 9,038'. Slip and cut 150' drill line. Perform casing test at 250 psi low for 5 min and 1,400 psi high for 30 min W/ 14.1ppg SBM F/ rig manager's panel yellow pod. Function BSR's and CSR's F/ rig
manager's panel yellow pod. TIH T/ 10,937'. Test BOP's against 5-7/8' drill pipe F/ rig manager's panel blue pod w/ Schlumberger using Sure-tec as per Shell and
BSEE specifications w/ 14.1 ppg SBM. Test upper annular T/ 250 psi low for 5 mins and 5,250 psi high for 5 mins. Test lower annular, #1 and #3 pipe rams T/ 250 psi low for 5 mins and 5,700 psi high for 5 mins on 5-7/8"" DP."
-269120,"05/10/2015 - TIH w/ 16"" csg f/ 5571' t/ 9096'.  Monitor well/TT (static).  Function BSR / CSR from rig mgr panel, blue pod.  TIH w/ 16"" csg f/ 9096' t/ 11,038'.  Monitor well/TT (static).  TIH w/ 16"" csg f/ 11,038' t/ 18,407'.

05/11/2015 - TIH w/ 16"" csg f/ 18,407' t/ 22,713'.  S/O f/ 22,713' t/ 22,732'.  Mix and pump 2048 sks Class H + 35% BWOC D066 + 2 lbs/sk M117 + .05 gps D047 + .2 gps D168 + .08 gps D080 + .24 gps D177 Mixed @ 16.6 ppg 1.39 cu ft / sx yield 507 bbls slurry 2847 cu ft slurry 256 bbls Mix Water 5.258 gps Mix Water Shut Down and Drop Top Dart Pump 20 bbls Neat Spacer @ 13.71 ppg Displace with 240 bbls of 11.2 ppg SBM
Shear top dart.  Bumped plug with 2200 psi.  Circulated cement in place with zero returns.  Lift pressure 671 psi.  ETOC 20,500' MD / 20,436' TVD, est by analysis of pressure data utilizing SLB cementing software.  6288 bbls lost while running and cementing 16"" csg.  16"" csg setting depth 22,732' MD / 22,006' TVD.  POOH t/ 7621'.

05/12/2015 - POOH f/ 7621' t/ surface.  P/U 14-3/4"" x 17-1/2"" drl assy, TIH t/ 8985'.  Monitor well/TT (static).  Slip & cut 90' drl line.  Perform 16"" casing and blind shear ram test to 250 psi low / 3600 psi High for 30 min, good test.

05/13/2015 - Function BSRs and CSRs from rig floor, yellow pod.  TIH f/ 8985' t/ 21,883'.  Wash f/ 21,883' t/ 22,047'.  TIH f/ 22,047' t/ 22,260'.  P/T BOPs to 250 psi low / 5000 psi high (rams = 250 / 5000, annular = 250 / 5000).  Function test diverter from master panel.

05/14/2015 - Wash f/ 22,260' t/ 22,582'.  Tag flaot collar @ 22,582'.  Drl out float collar & shoe track f/ 22,582' t/ 22,667'.  W&R f/ 22,687' t/ 22,892'.  Drl f/ 22,892' t/ 22,902'.  Pump OOH t/ 22,720'.  Circ f/ 22,720' t/ 22,638' w/ 11.5 ppg SBM.  Pump up Static Mud wt. of 11.74 ppg. Break Circ. with Schlumberger.  Test lines to 3,000 psi, Close Annular and Perform LOT. Pressure up to 1,905 psi with 25.5 bbls bled back 24.75 bbls for EMW of 13.4 ppg.  Wash f/ 22,720' t/ 22,840'.  W&R f/ 22,840' t/ 22,902'.  Drl f/ 22,902' t/ 23,077'.  Increase MW to 12.0 ppg SBM.

05/15/2015 - Drl f/ 23,077' t/ 23,603'.  Flow check well (static).

05/16/2015 - Drl f/ 23,603' t/ 24,278'.  Flow check well (static).  Increase MW to 12.3 ppg SBM."
-323781,08/28/2019:  This one day WAR is to generate an EOR to administratively P&A the well in eWell and TIMS.  The Site Clearance was approved on 8/2/19 by Mr. William Sanders.  
-269466,"05/17/2015 - Drl f/ 24,278' t/ 24,770'.  Increase MW to 12.5 ppg SBM.  Flow check well (static).  Backream f/ 24,770' t/ 24,405'.

05/18/2015 - Backream f/ 24,405' t/ 22,889'.  Pump OOH t/ 22,867'.  Wash f/ 22,867' t/ 22,700'.  CBU.  Fucntion test BOPs from rig floor, blue pod.  Function test diverter from rig floor panel.  TIH f/ 22,700' t/ 24,770'.  Drl f/ 24,770' t/ 24,972'.

05/19/2015 - Drl f/ 24,972' t/ 25,574'.  Increase MW to 12.6 ppg SBM.

NOTE:  Approval for 7-day extension of 05/20/2015 BSR function test granted by Mr. Robert Nelson of BSEE Houma District.  Please see approval correspondence attached.

05/20/2015 - Drl f/ 25,574' t/ 25,991'.  CBU.  Increase MW to 12.7 ppg SBM.

05/21/2015 - Back ream f/ 25,991' t/ 23,140'.  Pump from 23,140' t/ 22,638'.  Flow check well (static).  TIH t/ 25,991', CBU.  Increase MW to 12.8 ppg SBM.  Circ f/ 25,991' t/ 25,941'.  POOH f/ 25,941' t/ 24,405'.  Flow check well (static).

05/22/2015 - POOH f/ 24,405' t/ 11,541'.  Function test BOP from rig mgr panel, yellow pod.  POOH f/ 11,541' t/ 1014'.  Perform diverter fucntion from rig mgr panel.

05/23/2015 - POOh f/ 1014 t/ surface.  Perform BSR/CSR function test from rig mgr panel, blue pod.  Slip & cut 135' drl line.  P/U 14"" csg, run same t/ 3000'."
-269822,"05/24/2015 - Run 14"" csg f/ 3000' t/ 9070'.  Monitor well/TT (static).  Perform BSR/CSR function test from rig floor panel, blue pod.  Run 14"" csg f/ 9070' t/ 13,892'.

05/25/2015 - Run 14"" csg f/ 13,892' t/ 19,010'.

05/26/2015 - Run 14"" csg f/ 19,010' t/ 25,838'.  Mixed and pumped 624 sx Class H cement + 35% D66 + 2 lbs/sk M117 + .2 gps D801 + .05 gps D47 + .25 gps D168 + .2% BWOW
D182. Slurry density: 16.6 ppg. Slurry yield: 1.39 cu ft / sx.  Total slurry volume pumped: 154.5 bbls (867.5 cu ft).

05/27/2015 - WOC.  Cmt in place 0500 hrs.  Total losses while pumping and
displacing cement 2,978 bbls.  176 psi differential pressure at float collar.  ETOC 24,561' MD / 23,183' TVD based on CEMCADE analysis of pressures seen during cmt job.  All indication floats holding.  Monitor riser/TT (static).  Test 14"" csg to 3000 psi w/ 12.8 ppg SBM.  Obtained injection rates and begin 12.8 ppg brine injection into 14"" x 16"" annulus.

NOTE: Approval for 36-hour extension of BOP pressure test granted by Mr. Robert Nelson of BSEE Houma District on 05/27/2015.  Please see test extension correspondence attached. 

05/28/2015 - Complete 14"" x 16"" annulus brine injection.  Set & test 14"" hgr seal assy to 6000 psi.  Monitor riser/TT (static).  POOH w/ hgr running tool assy t/ 9352'.  Flow check well (static).  POOH w/ hgr running tool f/ 9352' t/ surface.  Monitor well/TT (static).  P/U 12.25"" x 14"" drl assy, TIH t/ 1430'.

05/29/2015 - TIH f/ 1430' t/ 2710'.  Function diverter from diverter panel.  TIH f/ 2710' t/ 9117'.  Pressure test BSR and 14"" casing using 12.8 ppg SBM @ 250 psi low for 5 min and 4,800 psi high for 30 min from rig floor panel with Blue Pod.  TIH f/ 9117' t/ 10,864'.  P/T BOPs to 250 psi low / 6500 psi high (R = 6500 psi / A = 6500 psi).  TIH f/ 10,864' t/ 17,744'.

05/30/2015 - TIH f/ 17,744' t/ 25,213'.  Tag indicator collar @ 25,213'.  W&R f/ 25,213' t/ 25,707' w/ 13.2 ppg SBM.  Tag float collar @ 25,707'.  Ream f/ 25,707' t/ 25,800'.  W/U to 13.5 ppg SBM.  Ream shoe track f/ 25,800' t/ 25,991'.  Drl f/ 25,991' t/ 26,001'.  W&R f/ 26,001' t/ 25,804'.  P/U FIT test assy."
-270157,"05/31/2015 - Perform FIT with a surface mud weight of 13.5 ppg, a PWD Static Min
of 13.78 ppg emw, a test pressure to 1,288 psi. Pumped in 10.5 bbls and bled back 9.5 bbls. Pumped up PWD Static Max of 14.81 ppg EMW.  W&R f/ 25,835' t/ 26001'.  Drl f/ 26,001' t/ 26,753'.  Increase MW to 13.7 ppg SBM.

06/01/2015 - Drl f/ 26,753' t/ 27,415'.  Increase MW to 13.9 ppg SBM.  Drl f/ 27,415' t/ 27,794'.

06/02/2015 - Drl f/ 27,794' t/ 28,867'.

06/03/2015 - Drl f/ 28,867' t/ 29,435'.  Flow check well (static).

06/04/2015 - Drl f/ 29,435' t/ 30,200'.

06/05/2015 - Drl f/ 30,200' t/ 30,725'.  Pump OOH f/ 30,725' t/ 30,602', POOH t/ 30,539'.  Function BOPs from rig floor, blue pod.  Function diverter from rig floor.  Monitor well/TT (static).  Drl f/ 30,725' t/ 30,853' MD / 28,333' TVD (well TD).  Flow check well (static).  Pump sweep.

06/06/2015 - Circ while increase MW to 14.1 ppg SBM.  Pump OOH f/ 30,853' t/ 30,507'.  Wash f/ 30,507' t/ 30,697'.  Back ream f/ 30,697' t/ 26,215'."
-271395,"Sunday 6.14.15 - Test BOP's F/ rig manager's panel blue pod w/ Schlumberger using
Sure-tec as per Shell and BSEE specifications w/ 14.1 ppg SBM. Test upper annular T/ 250 psi low for 5 mins and 5,250 psi high for 5 mins. Test lower annular, #1 and #3 pipe rams T/ 250 psi low for 5 mins and 5,700 psi high for 5 mins on 5-7/8"" DP. TIH with 10-1/8"" liner clean out assembly. Wash and ream to 10-1/8"" float collar. Circulate bottoms up and pump slug. POOH with clean out assembly.

Monday 6.15.15 - POOH with 10-1/8"" clean out assembly and L/D same. Slip and cut drill line. P/U and M/U Halliburton Cast Iron Bridge Plug (CIBP).

Tuesday 6.16.15 - M/U CIBP Tih t/ 30,505' Take P/U & S/O Wt's. Set CIBP Top @ 30,502' shear off 30-k. Wt. test W/ 20-k. Pump slug.

Wednesday 6.17.15 - Pooh L/D CIBP setting tool. Perform BOP function test F/ Yellow pod Rig managers panel. R/U Halliburton wireline & logging tools. Rih perform cased hole logging operations.

Thursday 6.18.15 - Rih W/ Halliburton GR/ CCL / DSN /AST- DSNT logging tools log F/30,475' T/ 28,000' Pooh R/D wireline. M/U Baker Hughes Polishing mill Bha. Tih T/ 1,631'.

Friday 6.19.15 - Tih W/ Polishing Mill Bha F/ 1,631' T/ 9,090'. Hang off block Slip & cut drill line. Cont. Tih w/ polishing mill Bha. 25,397'. Locate liner top @ 24,349' polish liner top & lower PBR. Circ. B/U

Saturday 6.20.15 - Circ. B/U @ 25,326'. Pump slug Pooh f/ 25,326' T/ 17,708'. Repair encoder belt on PRS. Cont. Pooh w/ Bha laying down 27# drill pipe."
-272811,"Sun 06.21.15 - Pooh L/D Polishing mill Bha. M/U Nu-Tec BOP testing Assy. Tih space out and Test BOP's to 250 low / 5700 high for 5 min each F/ rig floor yellow pod on 5 7/8"" drill pipe w/ Schlumberger using Sure-tec as per Shell and BSEE specifications w/ 14.1 ppg

Mon 6.22.15 - Finish testing Bop's to 250 low / 5700 high for 5 min each. R/D test Equip. Worked test plug through Annular land out close rams for space out mark. Retrieve wear bushing wash well head. Pooh slip & cut drill line.

Tue 6.23.15 - Service rig floor equipment. Calibrate block and Function crown saver. Change out saver sub. Rig up Weatherford casing equipment. Pick up Baker Hughes Tieback Bullet Seal Assembly and run in hole with 10 1/8"" 79.3 ppf Q125 casing to 8,861' MD.

Wed 6.24.15 - Ran 10-1/8"" x 10-3/4"" tieback casing from 8,861' to 15,705'. Rig down casing running equipment and Weatherford casing slips. Rig up drill pipe handling equipment and Weatherford drill pipe slips. Run in with tieback casing to 18,404' on UD-165 drill pipe.

Thurs 6.25.15 - RIH with 10-3/4"" x 10-1/8"" casing T/ 25,225' and washed down T/ 25,390'. Pressured up to 500 psi down drill pipe and on backside to verify PBR seals. Close #3 Pipe Rams 3-times at max closing pressure to mark pipe. POOH F/ 25,390' T/ 19,314'.

Fri 6.26.15 - POOH with 10-3/4"" x 10-1/8"" casing F/ 19,314' T/ 15,717'. Measured casing space out on painted stand. Made up one single joint of casing. Installed RA Tag and made up 10-3/4"" FMC Hanger. Ran casing in hole on UD-165 landing string to 25,370'.

Sat 6.27.15 - Landed out casing at 25,392' with 100k down. Pulled to 25,359' and circulated a bottoms-up. Performed tieback cement job (pumped 382 cu ft slurry). Cement in place @ 1120 hrs. Landed out hanger and set seal assembly and tested same to 6,000 psi. Released R/T and POOH."
-273471,"Mon 7.27.15 - Rig performed amended field-arrival checklist. Held pre-job meeting for 28"" casing make-up run. Began picking up 28"" casing.

Tue 7.28.15 - Subsea performing EOW maintenance. Run 28"" casing T/ 1,477'. TIH with 28"" casing on 6-5/8"" DP landing string F/ 1,477' T/ 6,566'.

Wed 7.29.15 - Subsea performing EOW maintenance. P/U 28"" x 32.5"" BHA. RIH with 36"" casing. Move rig from safe zone to surface location. Begin spudding-in 36"" casing.

Thurs 7.30.15 - Subsea performing EOW maintenance. Jetting in 36"" casing.

Fri 7.31.15 - Subsea performing EOW maintenance. Jetting in 36"" casing.

Sat 8.1.15 - Subsea performing EOW maintenance. Jetting in 36"" casing. Soak 36"" casing. Release DAT from 36"" casing. 36"" casing set at 9861' MD. POOH to DAT tool. RIH with 28"" x 32.5"" BHA."
-282446,"Sun 9.6.15 - Continue TIH T/ ~23,000' flow check. Pump 30 bbl pill and circulate pill out of hole. Continue in hole and tag sump packer. Pull up above sump packer. Circulate 33 bbl sweep to surface.

Mon 9.7.15 - Continue circulating pill to surface up choke and kill line. Pooh with Halliburton clean out assembly and wash pipe, LD same. Slip and cut drill line. perform rig maintenance.

Tue 9.8.15 - PU and run service string and lower workstring, loading P/T and Protechnics gauges. MU sump seal assy. Pressure test suspension tool. MU screen's and FP assy. Pressure test same

Wed 9.9.15 - PU and run service string and lower workstring, loading P/T and Protechnics gauges. MU sump seal assy. Pressure test suspension tool. MU screen's and FP assy. Pressure test same

Thur 9.10.15 - TIH w/ HES ESTMZ BHA, P/U Mako Map BOP BHA, TIH w/ HES ESTMZ & Mako BHA, P/U Mako BHA, POOH & L/ D Mako Frac Pack BHA, Cont POOH

Fri 9.11.15 - Continue L/D Mako Map Tool, TIH T/ test BOP's on 5-7/8"" & 6-5/8"" Drill Pipe, Work through 10-1/8"" Tieback gap, POOH T/ L/D 6-5/8"" BOP test stand.

Sat 9.12.15 - POOH W/ESTMZ,R/U and test BOP's on 5 7/8"" Drill pipe F/ rig manager blue pod W/ Schlumberger cement unit using Sure Tec as per Shell and BSEE specifications W/ 13.9 ppg CaBr2. Test pipe rams, fail safes, and choke manifold valves T/ 250 psi low for 5 minutes/ 6,100 psi high for 5 minutes. Test upper annular T/ 250 psi low for 5 minutes/ 5,250 psi high for 5 minutes. Test lower annular T/ 250 psi low for 5 minutes / 6,100 psi high for 5 minutes. While monitoring well off slug pit #1, well taking losses at 3 bbl/hr. While monitoring riser on trip tank, riser static. Total losses for tour 34 bbls."
-282778,"Sun 9.13.15 - Completed P/U HES Cleanwell Stimtech BHA, TIH w/same on 6-5/8"" 40# GTM-69 Drill Pipe, Repair BX-5 Elevators/Hydraulics, Continue TIH W/same

Mon 9.14.15 - Tested BOPs, upper and lower annular on 6/5/8"" w/ 13.9 ppg CaBr2. to 250 low/ 6100 high , R/D test equip, Cont. TIH set VCH Pkr. Test BOP's @ 28,964' on 6.625"" drill pipe from rig manager blue pod with Schlumberger using Sure-tec as per Shell and BSEE specifications w/ 13.9 ppg CaBr2.Test VCH packer, set ESTMZ isolation packers, R/U Frac surface equip. 

Tue 9.15.15 - Cont R/U frac surf equipment. Press test same, reverse out 1.5x tubing volume, spot pickle, reverse out pickle, R/U Frac boat, flush lines, press test frac boat/surface lines, perform mini frac treatment, analysize mini frac, perform step rate process,

Wed 9.16.15 -Analyise step rate mini frac treatment, Perform main frac on zone 4, reverse out excess frac, close zone 4 FCS / MCS, test same, R/D Frac head, P/U T/ test Service Tool seal, Test ann. in WDC position, Position T/ open FCS/MCS Zone #3 

Thurs 9.17.15 - Position T/ open FCS/MCS Zone #3, Open MCS/FCS, R/U Frac head, surface chicksans, flush surface line, test same, establish tool positions, spot mini frac, perform main frac, reverse out, close FCS/MCS, test same, P/U T/ zone 2.

Fri 9.18.15 - Test shurmac on indicator coupl, open FCS / MCS on zone 2, est circ rates, P/U frac head, est tool pos, R/U 3"" & 4"" chicksans, flush surface lines, test same, spot mini frac, perform mini frac, monitor, perform mini frac step rate test, monitor

Sat 9.19.15 - Perform main frac, Reverse out frac, Strip to close FCS/MCS, monitor ann. pressure, monitor drill pipe pressure build up."
-292254,"Sun 12.11 - Got on location, stabbed 26"" BHA into wellhead and RIH to top of cement plug at 10,322'. Drilled cement plug, drilled to 10,675' obstruction. POOH to inspect bit, RIH to 10,675' obstruction.

Mon 12.12 - Attempt to drill past 10,675' with 26"" bit, POOH with same. RIH with 5-7/8"" diverter sub to 10,680', wash down, POOH with same. RIH with open ended diverter sub to 10,682', circulate 3 casing volumes.

Tue 12.13 - Circulated seawater to condition fluid. Spotted wireline equipment and TEAS system. RIH with camera on wireline. Observed obstruction at F/10,688' T/10,690'. POOH with wireline and R/D same.

Wed 12.14 - R/D wireline. R/U for cement job and RIH with open ended diverter sub on 5-7/8""x6-5/8"" drillpipe. Pump 171 bbls of 15.6 ppg cement at 10,675'. Move rig to Stones #10, RIH to TOC. Move rig back to #9 and RIH with same drillpipe. R/U riser running equipment.

Thurs 12.15 - Spot 140 bbls (786 cu.ft.) Class A cement surface plug at 9,960'. POOH and WOC. R/U riser running equipment on main floor. Splash BOP and run riser T/1,034'.

Fri 12.16 - WOC. RIH with diverter sub, tagged surface plug with 9k at 9,783'. Move rig to 6R safe zone. Run riser offline. ***Job Complete***"
