Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports
"C0005221","1","BEN LUC (IMO 7722982)","BEN LUC (IMO 7722982): ","Mongolia","","2004-04-26 00:00","","Marine casualty","","Off the southern province of Ba Ria-Vung Tau","","0",""
"C0004881","2","PONTOMEDON (IMO 8318685), SEA BREATH (IMO 7329388)","PONTOMEDON (IMO 8318685): , SEA BREATH (IMO 7329388): ","Cyprus, Cambodia","Bulk Dry, General Cargo","2004-04-21 00:00","","Very serious marine casualty","","Yangtze river estuary, off Shanghai","","0",""
"C0008537","1","BLANCHE EILEEN","BLANCHE EILEEN: ","Unknown","Fish Catching","2004-04-20 00:00","","Very serious marine casualty","","Off Schull, Co. Cork ","","1","Ireland"
"C0007088","1","FRONT SYMPHONY (IMO 9249324)","FRONT SYMPHONY (IMO 9249324): ","Liberia","","2004-04-16 17:08","","Marine casualty","","At Suez Canal, Egypt","","1","Unknown"
"C0004923","1","HARMONIC PROGRESS (IMO 8501684)","HARMONIC PROGRESS (IMO 8501684): ","Panama","Bulk Dry","2004-04-16 00:00","","Marine casualty","","90 nm N. of Hydrographers Passage, Coral Sea","Open sea","2","Australia; Australia"
"C0004852","1","JAGUAR (IMO 8886888)","JAGUAR (IMO 8886888): ","United States","Fish Catching","2004-04-15 00:00","","Very serious marine casualty","","Coos Bay, Oregon","","0",""
"C0006117","2","CORONA GLORIA, PEYO YAVOROV (IMO 8325937)","CORONA GLORIA: , PEYO YAVOROV (IMO 8325937): ","France, Bulgaria","Fish Catching, ","2004-04-14 09:05","","Marine casualty","","Dover Strait, North-South traffic lane of TSS","","2","France; France"
"C0006121","1","WANI PRIDE (IMO 9252931)","WANI PRIDE (IMO 9252931): ","Gibraltar (United Kingdom)","General Cargo","2004-04-13 00:00","","Marine casualty","55° 39.00' N 12° 42.00' E","Baltic Sea","Open sea","0",""
"C0004846","1","GENIUS STAR VI (IMO 8103341)","GENIUS STAR VI (IMO 8103341): ","Panama","General Cargo","2004-04-13 00:00","","Very serious marine casualty","","160nm S.E. of Sagar Island, Bay of Bengal","","0",""
"C0004816","1","WIN GRAND (IMO 8609723)","WIN GRAND (IMO 8609723): ","Malta","General Cargo","2004-04-05 00:00","","Very serious marine casualty","","South China Sea","","0",""
"C0005206","1","FARLAND (IMO 8307143)","FARLAND (IMO 8307143): ","Vanuatu","Bulk Dry","2004-04-02 00:00","","Very serious marine casualty","","Thessaloniki","","2","Unknown; Vanuatu"
"C0004858","1","MAYANG SARI (IMO 7825813)","MAYANG SARI (IMO 7825813): ","Malaysia","Towing / Pushing","2004-03-31 00:00","","Very serious marine casualty","","80kms E. of Nancowry Island, Andaman & Nicobar Is.","","0",""
"C0005679","1","ATLANTIC D (IMO 6828533)","ATLANTIC D (IMO 6828533): ","United Kingdom","Fish Catching","2004-03-28 18:34","","Marine casualty","58° 34.00' N 1° 06.00' W","NORTH SEA","Open sea","0",""
"C0005818","1","FOUR ETOILES (IMO 8225034)","FOUR ETOILES (IMO 8225034): ","Italy","Bulk Dry / Oil","2004-03-27 08:50","","Marine incident","36° 41.00' N 0° 00.10' E","ALGERIAN COAST - 35 MILES FROM ARZEW","Open sea","0",""
"C0007186","1","MAINGAS (IMO 9108843)","MAINGAS (IMO 9108843): ","Liberia","","2004-03-26 12:05","","Marine incident","","Seine, France","","1","Unknown"
"C0005213","1","DART 8 (IMO 7822201)","DART 8 (IMO 7822201): ","Bermuda (United Kingdom)","Passenger/Ro-Ro Cargo","2004-03-21 00:00","","Marine incident","","Europort terminal, River Thames","","2","United Kingdom; Unknown"
"C0004916","2","APL PUSAN (IMO 9234123), DELTA I (IMO 7359577)","APL PUSAN (IMO 9234123): , DELTA I (IMO 7359577): ","Singapore, Panama","Container, Oil Tanker","2004-03-19 00:00","","Very serious marine casualty","","Off Vadinar coast, Gulf of Kutch","","1","Singapore"
"C0006054","1","DAN TRIMMER (IMO 7411648)","DAN TRIMMER (IMO 7411648): ","DIS (Denmark)","General Cargo","2004-03-13 18:30","","Marine casualty","55° 32.00' N 18° 35.00' E","Baltic Sea","Open sea","0",""
"C0006761","1","YU LONG SHAN (IMO 7701483)","YU LONG SHAN (IMO 7701483): ","China","Bulk Dry","2004-03-11 10:50","","Very serious marine casualty","","Hay Point, Queensland","Anchorage","1","Australia"
"C0004879","1","SAM-SON (IMO 6721060)","SAM-SON (IMO 6721060): ","Madagascar","","2004-03-09 00:00","","Very serious marine casualty","","Off port of Mahajanga","","0",""
"C0005212","2","OCEAN ROSE, RENO (IMO 8513156)","OCEAN ROSE: , RENO (IMO 8513156): ","United Kingdom, Madeira (Portugal)","Fish Catching, Chemical Tanker","2004-03-06 00:00","","Marine casualty","","Off Whitby, North Sea","","2","United Kingdom; Unknown"
"C0004928","1","ELEGANCE (IMO 9173575)","ELEGANCE (IMO 9173575): ","United Kingdom","Fish Catching","2004-03-05 00:00","","Very serious marine casualty","","2.5nm S.E. of North Ronaldsay, Orkney Islands","","1","United Kingdom"
"C0005948","1","CARIBOU (IMO 8301876)","CARIBOU (IMO 8301876): ","Canada","","2004-03-04 11:30","","Marine incident","","14 miles NNE of North Sydney, Nova Scotia, Canada","","2","Canada; Unknown"
"C0004854","1","KINGA (IMO 7636042)","KINGA (IMO 7636042): ","Madagascar","","2004-03-04 00:00","","Very serious marine casualty","","150m off Mada, Antalaha","","0",""
"C0004850","1","HERAKLES (IMO 6704191)","HERAKLES (IMO 6704191): ","Finland","Towing / Pushing","2004-03-02 00:00","","Very serious marine casualty","","S.E. of Grundkallen, Sweden","","0",""
"C0005183","1","PERLA (IMO 9084671)","PERLA (IMO 9084671): ","Singapore","Chemical Tanker","2004-03-02 00:00","","Marine casualty","","Port Taranaki, New Plymouth","","4","New Zealand; New Zealand; Singapore; Singapore"
"C0005958","2","COSCO HAMBURG (IMO 9221085), P&O NEDLLOYD FINLAND (IMO 9129471)","COSCO HAMBURG (IMO 9221085): , P&O NEDLLOYD FINLAND (IMO 9129471): ","Hong Kong, China, Germany",", Container","2004-03-01 14:40","","Very serious marine casualty","53° 43.00' N 9° 28.40' E","Lower Elbe, off buoy 91","River","2","Germany; Germany"
"C0004834","1","BOW MARINER (IMO 7923512)","BOW MARINER (IMO 7923512): ","Singapore","Chemical Tanker","2004-02-28 18:05","","Very serious marine casualty","37° 52.80' N 74° 15.30' W","50 miles E. of Chincoteague, Virginia, United States","","2","United States; United States"
"C0004819","1","YTHAN (IMO 8117067)","YTHAN (IMO 8117067): ","Marshall Islands","Bulk Dry","2004-02-28 09:50","","Very serious marine casualty","","36nm off Tayrona National Park, Santa Marta, Colombia","","2","Unknown; Marshall Islands"
"C0005180","1","HANNES (IMO 7117503)","HANNES (IMO 7117503): ","Saint Vincent and the Grenadines","General Cargo","2004-02-28 00:00","","Marine casualty","","After departure from Oskarshamn","","2","Sweden; Sweden"
"C0005181","1","CSAV ITAJAI (IMO 9128099)","CSAV ITAJAI (IMO 9128099): ","Marshall Islands","Container","2004-02-28 00:00","","Marine casualty","","Durban harbour","","2","Unknown; South Africa"
"C0004877","1","ROLON SUR (IMO 7508831)","ROLON SUR (IMO 7508831): ","Spain","","2004-02-28 00:00","","Marine casualty","","Between Ibiza and Formentera (Balearic Islands)","","0",""
"C0005871","1","COLOR TRAVELLER (IMO 8000226)","COLOR TRAVELLER (IMO 8000226): ","Sweden","Passenger/Ro-Ro Cargo","2004-02-28 00:00","","Marine casualty","55° 33.60' N 9° 45.30' E","Fredericia harbour","Port","0",""
"C0006763","1","ASTOR (IMO 8506373)","ASTOR (IMO 8506373): ","Bahamas","Passenger","2004-02-26 19:10","","Marine casualty","19° 14.60' S 146° 50.00' E","Townsville, Queensland","","1","Australia"
"C0005822","1","SIDER CRUSADER (IMO 8906482)","SIDER CRUSADER (IMO 8906482): ","Italy","General Cargo","2004-02-26 09:20","","Marine casualty","37° 58.60' N 15° 36.30' E","SICILIA","Coastal waters","0",""
"C0005205","1","ASIAN NOBLE (IMO 8516720)","ASIAN NOBLE (IMO 8516720): ","Republic of Korea","Bulk Dry","2004-02-26 00:00","","Very serious marine casualty","","Sea of Japan","","2","Unknown; Republic of Korea"
"C0004851","1","HOPE BAY (IMO 6714691)","HOPE BAY (IMO 6714691): ","Canada","Fish Catching","2004-02-26 00:00","","Very serious marine casualty","","Queen Charlotte Sound, N. of Vancouver Is.","","1","Unknown"
"C0005216","2","FRONT VIEWER (IMO 9008160), HOO FINCH (IMO 8804775)","FRONT VIEWER (IMO 9008160): , HOO FINCH (IMO 8804775): ","Singapore, United Kingdom",", General Cargo","2004-02-25 00:00","","Marine incident","","N. of River Humber deep water anchorage","","2","United Kingdom; Unknown"
"C0005197","1","PRIDE OF PROVENCE (IMO 7907257)","PRIDE OF PROVENCE (IMO 7907257): ","United Kingdom","","2004-02-22 00:00","","Marine casualty","","Calais No. 7 ro-ro berth","","2","United Kingdom; Unknown"
"C0005194","1","SYBILLE (IMO 9002128)","SYBILLE (IMO 9002128): ","Antigua and Barbuda","General Cargo","2004-02-18 05:50","","Marine incident","","Port of Dublin","","2","Ireland; Ireland"
"C0006130","2","JOANNA (IMO 8200802), STENA NAUTICA (IMO 8317954)","JOANNA (IMO 8200802): , STENA NAUTICA (IMO 8317954): ","Saint Vincent and the Grenadines, Sweden","General Cargo, ","2004-02-16 04:33","","Marine casualty","56° 57.50' N 12° 07.40' E","Off Varberg, Kattegat","Open sea","2","Sweden; Sweden"
"C0004820","1","YUG (IMO 8923739)","YUG (IMO 8923739): ","Russian Federation","Oil Tanker","2004-02-16 00:00","","Very serious marine casualty","","Caspian Sea, 85kms off Kazakhstan coast","","0",""
"C0004849","1","HERA (IMO 7375844)","HERA (IMO 7375844): ","Cambodia","General Cargo","2004-02-13 12:28","","Very serious marine casualty","41° 19.00' N 29° 13.00' E","Black Sea, 7 miles off Strait of Istanbul","","0",""
"C0005814","1","EAGLE I (IMO 9181596)","EAGLE I (IMO 9181596): ","Indonesia","Towing / Pushing","2004-02-12 19:30","","Marine casualty","41° 19.60' N 16° 16.70' E","BARLETTA - BARI - SOUTH ITALY","Coastal waters","0",""
"C0004890","1","STRONTSIY (IMO 8852801)","STRONTSIY (IMO 8852801): ","Russian Federation","General Cargo","2004-02-12 00:00","","Marine casualty","","3 miles off Strait of Istanbul","","0",""
"C0005215","2","MARE (IMO 7029029), SOLAR EUROPE (IMO 9179218)","MARE (IMO 7029029): , SOLAR EUROPE (IMO 9179218): ","Saint Vincent and the Grenadines, Liberia","General Cargo, Bulk Dry","2004-02-12 00:00","","Very serious marine casualty","","12nm N.W. from ICDAS Pier, near Karabiga, Canakkale","","2","Unknown; Saint Vincent and the Grenadines"
"C0005210","1","TETSUKO","TETSUKO: ","Isle of Man (United Kingdom)","Fish Catching","2004-02-11 00:00","","Marine incident","","Ramsey Banks","","2","United Kingdom; Unknown"
"C0004891","1","SUNFLOWER (IMO 8939166)","SUNFLOWER (IMO 8939166): ","United States","Fish Catching","2004-02-11 00:00","","Very serious marine casualty","","30 miles E. of Monomoy Island, Cape Cod, United States","","0",""
"C0004915","1","DANBOX (IMO 7021792)","DANBOX (IMO 7021792): ","Saint Vincent and the Grenadines","General Cargo","2004-02-08 00:00","","Very serious marine casualty","","Caribbean Sea, 80 miles S. of St. Croix, Virgin Islands","","0",""
"C0004888","1","SPRINTA (IMO 7610775)","SPRINTA (IMO 7610775): ","Malta","General Cargo","2004-02-07 00:00","","Very serious marine casualty","","Port Fort Dauphine","","0",""
"C0004839","1","DURY (IMO 8922187)","DURY (IMO 8922187): ","Panama","General Cargo","2004-02-07 00:00","","Very serious marine casualty","","Off coast of Puan, N. Cholla province","","0",""
"C0005193","1","ALEXIA (IMO 8100894)","ALEXIA (IMO 8100894): ","Malta","Bulk Dry","2004-02-04 00:00","","Marine incident","","Port of Dublin","","2","Ireland; Ireland"
"C0004927","1","ELEGANCE (IMO 9173575)","ELEGANCE (IMO 9173575): ","United Kingdom","Fish Catching","2004-01-30 00:00","","Marine casualty","","30nm N.W. of Shetland Islands","","2","United Kingdom; Unknown"
"C0005214","1","SCOT VENTURE (IMO 9243928)","SCOT VENTURE (IMO 9243928): ","United Kingdom","General Cargo","2004-01-29 00:00","","Marine incident","","Drodgen Channel, No.16 buoy","","2","United Kingdom; Unknown"
"C0006114","1","LO-DA-KASH","LO-DA-KASH: ","Canada","Fish Catching","2004-01-23 17:00","","Very serious marine casualty","45° 04.07' N 66° 40.42' W","Sand Cove, New Brunswick","","2","Canada; Canada"
"C0004853","1","KEPHI (IMO 7430333)","KEPHI (IMO 7430333): ","Comoros","General Cargo","2004-01-23 00:00","","Very serious marine casualty","","Mediterranean Sea, 120 nm W. of Crete","","0",""
"C0004875","1","QUEEN (IMO 7025217)","QUEEN (IMO 7025217): ","Georgia","General Cargo","2004-01-23 00:00","","Very serious marine casualty","","Off Tartous","","1","Georgia"
"C0004842","1","EREBUS (IMO 7609142)","EREBUS (IMO 7609142): ","Belize","Other Fishing","2004-01-22 00:00","","Very serious marine casualty","","Posyet Bay","","0",""
"C0004810","1","TOR III (IMO 7043764)","TOR III (IMO 7043764): ","Democratic People's Republic of Korea","General Cargo","2004-01-22 00:00","","Very serious marine casualty","","Gulf of Antalya","","0",""
"C0004870","1","PAMELA GOLD (IMO 6827979)","PAMELA GOLD (IMO 6827979): ","Cambodia","General Cargo","2004-01-21 00:00","","Very serious marine casualty","","Tatarskiy Strait","","0",""
"C0006155","1","ROCKNES (IMO 9229910)","ROCKNES (IMO 9229910): ","Antigua and Barbuda","Bulk Dry","2004-01-19 16:27","","Very serious marine casualty","60° 20.20' N 5° 11.00' E","Vatlestraumen, sea area S. of Bergen","","15","Antigua and Barbuda; Antigua and Barbuda; Antigua and Barbuda; Antigua and Barbuda; Antigua and Barbuda; Antigua and Barbuda; Antigua and Barbuda; Antigua and Barbuda; Antigua and Barbuda; Antigua and Barbuda; Antigua and Barbuda; Antigua and Barbuda; Antigua and Barbuda; Antigua and Barbuda; Antigua and Barbuda"
"C0004836","1","CANYON EXPLORER (IMO 7310313)","CANYON EXPLORER (IMO 7310313): ","United States","Fish Catching","2004-01-19 00:00","","Very serious marine casualty","","48 miles E. of Nauset Light beach, Cape Cod, Massachussets","","0",""
"C0006028","1","LADY O (IMO 6614372)","LADY O (IMO 6614372): ","Democratic People's Republic of Korea","","2004-01-17 02:10","","Very serious marine casualty","","14 miles north of Psara island in the eastern Aegan","","0",""
"C0004917","1","DIANA UNO (IMO 8901042)","DIANA UNO (IMO 8901042): ","Portugal","General Cargo","2004-01-17 00:00","","Very serious marine casualty","","Port Lucerne off Bilbao","","0",""
"C0005223","1","BRATTVAG (IMO 6600450)","BRATTVAG (IMO 6600450): ","Finland","Fish Catching","2004-01-17 00:00","","Very serious marine casualty","","Off the coast of Finland, Gulf of Bothnia","","0",""
"C0004835","1","BUGALED BREIZH (IMO 8873843)","BUGALED BREIZH (IMO 8873843): ","France","Fish Catching","2004-01-15 13:25","","Very serious marine casualty","49° 42.00' N 5° 10.00' W","15 miles S. of Lizard Point, Cornwall","","2","France; France"
"C0004845","1","FRYNI (IMO 6606076)","FRYNI (IMO 6606076): ","Greece","Fish Catching","2004-01-15 00:00","","Marine casualty","","Off Greece","","0",""
"C0006906","1","QUEEN OF SURREY (IMO 7902221)","QUEEN OF SURREY (IMO 7902221): ","Canada","Passenger/Ro-Ro Cargo","2004-01-11 00:00","","Marine casualty","","Horseshoe Bay, British Columbia","","1","Unknown"
"C0005815","1","CLODIA (IMO 7717377)","CLODIA (IMO 7717377): ","Italy","Ro-Ro Cargo","2004-01-10 05:00","","Marine casualty","39° 56.38' N 9° 42.07' E","PORT OF ARBATAX","Port","0",""
"C0006764","2","BUNGA ORKID TIGA (IMO 9070797), STELLA VII","BUNGA ORKID TIGA (IMO 9070797): , STELLA VII: ","Malaysia, Australia","Bulk Dry, Other Activities","2004-01-05 04:00","","Marine casualty","13° 41.00' S 144° 05.00' E","Creech Reef, Great Barrier Reef","","1","Australia"
"C0005209","1","DIAS (IMO 8521177)","DIAS (IMO 8521177): ","Hong Kong, China","Bulk Dry","2004-01-04 16:35","","Very serious marine casualty","","New Guinea Strait","","2","Hong Kong, China; Hong Kong, China"
"C0004856","1","LODESTAR (IMO 8858051)","LODESTAR (IMO 8858051): ","Tonga","General Cargo","2004-01-03 00:00","","Very serious marine casualty","","Mediterranean Sea, 129kms N. of Bajaia port, Algeria","","0",""
"C0004925","1","SEATURBOT (IMO 9204764)","SEATURBOT (IMO 9204764): ","Germany","Oil Tanker","2004-01-03 00:00","","Marine incident","","Milford Haven","","2","Germany; Unknown"
"C0004871","1","PANAM SERENA (IMO 9282687)","PANAM SERENA (IMO 9282687): ","Bahamas","Chemical Tanker","2004-01-01 11:59","","Very serious marine casualty","","Porto Torres, Sardinia","","2","Bahamas; Bahamas"
"C0005614","1","RADESFORDE (IMO 8908480)","RADESFORDE (IMO 8908480): ","Antigua and Barbuda","General Cargo","2003-12-31 00:00","","Marine casualty","","60 miles from Vigo, Spain","","0",""
"C0006081","1","YIOSONAS (IMO 8917754)","YIOSONAS (IMO 8917754): ","Hong Kong, China","","2003-12-29 13:30","","Marine casualty","2° 09.57' S 81° 00.97' W","port of La Libertad ","Port approach","2","Hong Kong, China; Hong Kong, China"
"C0005611","1","EXPRESS APOLLON (IMO 7235915)","EXPRESS APOLLON (IMO 7235915): ","Greece","","2003-12-28 00:00","","Marine casualty","","Serifos","","0",""
"C0005613","1","PACIFIC TRACKER NO. 116 (IMO 9278856)","PACIFIC TRACKER NO. 116 (IMO 9278856): ","Vanuatu","Fish Catching","2003-12-27 00:00","","Marine casualty","","200 miles N. of Honiara, Solomon Islands","","0",""
"C0005513","1","MARINA IRIS (IMO 8118437)","MARINA IRIS (IMO 8118437): ","Panama","Towing / Pushing","2003-12-27 00:00","","Very serious marine casualty","","Off the coast of Wakayama prefecture","","0",""
"C0005616","1","SELCON (IMO 8218718)","SELCON (IMO 8218718): ","Malta","General Cargo","2003-12-26 00:00","","Marine casualty","","1.5 nm off East London","","0",""
"C0005615","1","SEABO (IMO 8310853)","SEABO (IMO 8310853): ","Liberia","General Cargo","2003-12-24 00:00","","Marine casualty","","East China Sea","","0",""
"C0004786","1","TAMARA ALANE (IMO 7049421)","TAMARA ALANE (IMO 7049421): ","Antigua and Barbuda","Fish Catching","2003-12-24 00:00","","Very serious marine casualty","","25 miles E. of Sea Isle City, New Jersey","","1","Antigua and Barbuda"
"C0005158","1","ELISABETH (IMO 6722399)","ELISABETH (IMO 6722399): ","Sao Tome and Principe","General Cargo","2003-12-24 00:00","","Very serious marine casualty","","Christiana Island, 15 nm N. of Santorini","","0",""
"C0005612","2","JEONG YANG (IMO 8404018), SUNG HAE (IMO 9111412)","JEONG YANG (IMO 8404018): , SUNG HAE (IMO 9111412): ","Republic of Korea, Panama","Oil Tanker, Oil Tanker","2003-12-23 02:57","","Marine casualty","","Near buoy No. 2, Yosu","","2","Unknown; Republic of Korea"
"C0005496","1","KASTOR I (IMO 6819312)","KASTOR I (IMO 6819312): ","Panama","Refrigerated Cargo","2003-12-23 00:00","","Marine casualty","","Beach at Skikda","","0",""
"C0005530","1","WINGER (IMO 7504110)","WINGER (IMO 7504110): ","Belize","General Cargo","2003-12-23 00:00","","Marine casualty","","During voyage from Riga to Hull","","0",""
"C0004787","1","TENERIFE I (IMO 7019749)","TENERIFE I (IMO 7019749): ","Panama","Refrigerated Cargo","2003-12-23 00:00","","Marine casualty","","Marsa Ben M'hidi","","0",""
"C0005497","1","KAWAN KITA VII (IMO 8625014)","KAWAN KITA VII (IMO 8625014): ","Indonesia","General Cargo","2003-12-22 00:00","","Very serious marine casualty","","20 kms off Kalimantan, Indonesia","","0",""
"C0005605","1","CALA PANAMA (IMO 9175705)","CALA PANAMA (IMO 9175705): ","Antigua and Barbuda","Container","2003-12-22 00:00","","Marine casualty","","Near Barranquilla","","0",""
"C0005606","1","CUU LONG 01 (IMO 8962979)","CUU LONG 01 (IMO 8962979): ","Viet Nam","Oil Tanker","2003-12-22 00:00","","Marine casualty","","Near Da Nang","","0",""
"C0005607","1","ISCHIA EXPRESS (IMO 5120831)","ISCHIA EXPRESS (IMO 5120831): ","Italy","","2003-12-22 00:00","","Marine casualty","","Near Ischia Island, Naples","","0",""
"C0005608","1","PIARY","PIARY: ","Philippines","","2003-12-22 00:00","","Marine casualty","","Sulu Sea, between Palawan and TawiTawi islands","","0",""
"C0007082","1","DOMENICO IEVOLI (IMO 9125231)","DOMENICO IEVOLI (IMO 9125231): ","Italy","","2003-12-21 01:38","","Marine casualty","39° 42.16' N 5° 54.50' E","From Naples (Italy) to Barcelona (Spain)","","0",""
"C0005285","1","XINGHANGJI 1518","XINGHANGJI 1518: ","China","General Cargo","2003-12-20 00:00","","Marine casualty","","Luchao harbour, Nanhui District","","0",""
"C0004911","2","BBC SWEDEN (IMO 9278600), BOUNDER (IMO 8611192)","BBC SWEDEN (IMO 9278600): , BOUNDER (IMO 8611192): ","Gibraltar (United Kingdom), Antigua and Barbuda","General Cargo, General Cargo","2003-12-19 00:00","","Marine casualty","","Kiel Canal, Km 43","","2","Germany; Unknown"
"C0005609","1","POLLUKS (IMO 7052935)","POLLUKS (IMO 7052935): ","Russian Federation","Refrigerated Cargo","2003-12-18 00:00","","Marine casualty","","Sea of Okhotsk","","0",""
"C0005604","1","BURNAMA 01","BURNAMA 01: ","Indonesia","","2003-12-18 00:00","","Very serious marine casualty","","Off General Santos City","","0",""
"C0005602","1","KINSO (IMO 7222279)","KINSO (IMO 7222279): ","Democratic People's Republic of Korea","General Cargo","2003-12-17 00:00","","Marine incident","","Aegean Sea, S. of Gokceada Island","","0",""
"C0005510","1","MARIA ALEJANDRA (IMO 7813092)","MARIA ALEJANDRA (IMO 7813092): ","Argentina","Fish Catching","2003-12-17 00:00","","Very serious marine casualty","","191 nm off Rawson coastal area, Chubut province, Argentina","","1","Argentina"
"C0004773","1","AFRICA (IMO 6619138)","AFRICA (IMO 6619138): ","Saint Vincent and the Grenadines","Oil Tanker","2003-12-17 00:00","","Very serious marine casualty","","17 nm E. of Hydra Island","","0",""
"C0004756","1","VANS PRINCESS (IMO 7727671)","VANS PRINCESS (IMO 7727671): ","Liberia","Passenger/Ro-Ro Cargo","2003-12-17 00:00","","Very serious marine casualty","","Breakwater outside Tartous port","","0",""
"C0004906","1","PETER FABER (IMO 8027781)","PETER FABER (IMO 8027781): ","Denmark","Other Activities","2003-12-16 00:00","","Very serious marine casualty","52° 53.00' N 2° 59.00' E","North Sea","Open sea","1","Denmark"
"C0005153","1","DINA K (IMO 7119068)","DINA K (IMO 7119068): ","Democratic People's Republic of Korea","General Cargo","2003-12-15 00:00","","Very serious marine casualty","","Off Turkey, Meditteranean sea","","0",""
"C0005603","1","NAND KAWAS (IMO 8845793)","NAND KAWAS (IMO 8845793): ","India","General Cargo","2003-12-15 00:00","","Marine casualty","","50 kms off Machilipatnam, Andhra Pradesh, India","","0",""
"C0004781","1","SVENTA (IMO 8845224)","SVENTA (IMO 8845224): ","Belize","Refrigerated Cargo","2003-12-13 00:00","","Very serious marine casualty","","Gulf of Riga, 16 kms off the coast of Estonia","","0",""
"C0005268","1","ARGOLA (IMO 7343231)","ARGOLA (IMO 7343231): ","Croatia","Bulk Dry","2003-12-12 00:00","","Marine casualty","","Off Algiers","","0",""
"C0005269","1","HARLAN (IMO 7369168)","HARLAN (IMO 7369168): ","Panama","General Cargo","2003-12-11 00:00","","Marine casualty","","180 nm S.E. of Crete, Mediterranean Sea","","0",""
"C0005279","1","MED GENERAL IV (IMO 7108681)","MED GENERAL IV (IMO 7108681): ","Cambodia","Bulk Dry","2003-12-10 00:00","","Marine incident","","Elafonisos bay near Neapolis Vion","","0",""
"C0006744","1","STELLAMARE (IMO 8121331)","STELLAMARE (IMO 8121331): ","Netherlands Antilles (Netherlands) [historical]","","2003-12-09 12:00","","Very serious marine casualty","","Albany, NY, USA","At berth","0",""
"C0005610","1","VISCAYA (IMO 7926887)","VISCAYA (IMO 7926887): ","Norway","Chemical Tanker","2003-12-09 00:00","","Marine casualty","","Balboa","","0",""
"C0005265","1","STELLAMARE (IMO 8121331)","STELLAMARE (IMO 8121331): ","Netherlands Antilles (Netherlands) [historical]","","2003-12-09 00:00","","Very serious marine casualty","","Albany docks, New York","","0",""
"C0005157","1","DONA TRINIDAD II (IMO 8009789)","DONA TRINIDAD II (IMO 8009789): ","Philippines","General Cargo","2003-12-08 00:00","","Marine casualty","","5 miles N.E. of Caticlan Point","","0",""
"C0005160","1","FARAH SEA (IMO 6719782)","FARAH SEA (IMO 6719782): ","Syrian Arab Republic","General Cargo","2003-12-07 00:00","","Very serious marine casualty","","Black sea, off Turkey","","0",""
"C0005140","1","ALIGIULIA (IMO 8875633)","ALIGIULIA (IMO 8875633): ","Italy","","2003-12-07 00:00","","Very serious marine casualty","","Gulf of Naples","","0",""
"C0007066","1","YONG KANG (IMO 9236195)","YONG KANG (IMO 9236195): ","Hong Kong, China","","2003-12-06 08:15","","Marine casualty","46° 54.79' N 70° 51.10' W","off Saint-Jean, Île d’Orléans, Québec","","1","Unknown"
"C0005264","2","KAIHO MARU (IMO 9079810), NICHIZAN MARU (IMO 8839512)","KAIHO MARU (IMO 9079810): , NICHIZAN MARU (IMO 8839512): ","Japan, Japan","General Cargo, General Cargo","2003-12-06 00:00","","Marine casualty","","Strait of Kii, 20 kms E. of Komatsushima","","0",""
"C0005261","1","MERMAID (IMO 8504181)","MERMAID (IMO 8504181): ","Malta","General Cargo","2003-12-06 00:00","","Marine casualty","","10 nm S.E. of Oland Island","","0",""
"C0005267","2","TSURUFUJI MARU (IMO 9266798), XIANG DA (IMO 9079834)","TSURUFUJI MARU (IMO 9266798): , XIANG DA (IMO 9079834): ","Japan, Panama","Oil Tanker, Container","2003-12-06 00:00","","Marine casualty","","Off Japan","","0",""
"C0005266","1","THOROLF KVELDULFSON (IMO 9111723)","THOROLF KVELDULFSON (IMO 9111723): ","Norway","","2003-12-05 00:00","","Marine casualty","","Brasoy","","0",""
"C0005517","1","NINA N (IMO 6917255)","NINA N (IMO 6917255): ","Bolivia (Plurinational State of)","General Cargo","2003-12-05 00:00","","Very serious marine casualty","","170 miles S. of Haiti","","0",""
"C0005280","1","ZIEMIA GORNOSLASKA (IMO 8418734)","ZIEMIA GORNOSLASKA (IMO 8418734): ","Marshall Islands","Bulk Dry","2003-12-04 00:00","","Marine casualty","","Montreal","","0",""
"C0004903","1","KATIA","KATIA: ","United Kingdom","","2003-12-03 17:35","","Marine incident","","Hurst Spit, western Solent","","2","United Kingdom; Unknown"
"C0005258","1","ADMIRAL NAKHIMOV","ADMIRAL NAKHIMOV: ","Russian Federation","Towing / Pushing","2003-12-02 00:00","","Very serious marine casualty","","Sea of Azov, area of Kavkaz port","","0",""
"C0005617","1","tianli (IMO 8209602)","tianli (IMO 8209602): ","China","Container","2003-12-02 00:00","","Marine casualty","36° 01.80' N 120° 17.30' W","Qingdao","","0",""
"C0005259","2","KINGSTON TRADER (IMO 9214161), LADYBIRD (IMO 7391771)","KINGSTON TRADER (IMO 9214161): , LADYBIRD (IMO 7391771): ","Philippines, Saint Vincent and the Grenadines","Bulk Dry, General Cargo","2003-11-29 00:00","","Marine casualty","55° 40.60' N 10° 48.00' E","Off Kalundborg","Coastal waters","2","Denmark; Unknown"
"C0005187","1","ATLANTIC ZEUS (IMO 8517384)","ATLANTIC ZEUS (IMO 8517384): ","Singapore","Bulk Dry","2003-11-29 00:00","","Marine incident","","Off Kingston","","0",""
