Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports
"C0000339","1","MABINI FADRI","MABINI FADRI: ","Philippines","","1981-11-10 00:00","","Marine incident","","","","0",""
"C0000338","1","EMERALD","EMERALD: ","United Arab Emirates","","1981-11-08 00:00","","Marine incident","","","","0",""
"C0000336","1","AMAZONIA","AMAZONIA: ","Brazil","","1981-11-02 00:00","","Marine incident","","","","0",""
"C0000337","1","SIAM MIRA","SIAM MIRA: ","Thailand","","1981-11-02 00:00","","Marine incident","","","","0",""
"C0000335","1","GOLDEN ACE","GOLDEN ACE: ","Republic of Korea","","1981-10-30 00:00","","Marine incident","","","","0",""
"C0000333","1","BOKA","BOKA: ","Yugoslavia [historical]","","1981-10-26 00:00","","Marine incident","","","","0",""
"C0000334","1","SUN PHENIX","SUN PHENIX: ","Panama","","1981-10-26 00:00","","Marine incident","","","","0",""
"C0000332","1","SEA BEAR","SEA BEAR: ","Republic of Korea","","1981-09-04 00:00","","Marine incident","","","","0",""
"C0000331","1","OCEAN ACE","OCEAN ACE: ","Republic of Korea","","1981-08-21 00:00","","Marine incident","","","","0",""
"C0000330","1","JUAN","JUAN: ","Philippines","","1981-07-17 00:00","","Marine incident","","","","0",""
"C0000329","1","SILVER STAR","SILVER STAR: ","Republic of Korea","","1981-07-15 00:00","","Marine incident","","","","0",""
"C0000328","1","HUMILTAS","HUMILTAS: ","Italy","","1981-05-05 00:00","","Marine incident","","","","0",""
"C0000585","1","INDIGIRKA","INDIGIRKA: ","Trust Territory of the Pacific Islands [historical]","","1981-04-29 00:00","","Marine incident","","","","0",""
"C0000327","1","PROCYON","PROCYON: ","Panama","","1981-04-23 00:00","","Marine incident","","","","0",""
"C0000326","1","KARANA AMPAT","KARANA AMPAT: ","Indonesia","","1981-04-21 00:00","","Marine incident","","","","0",""
"C0000325","1","NUSCA","NUSCA: ","Honduras","","1981-01-30 00:00","","Marine incident","","","","0",""
"C0000324","1","TIMBU","TIMBU: ","Sierra Leone","","1981-01-28 00:00","","Marine incident","","","","0",""
"C0000323","1","TAMPOMAS II","TAMPOMAS II: ","Indonesia","","1981-01-26 00:00","","Marine incident","","","","0",""
"C0000520","1","PANAGIS","PANAGIS: ","Panama","","1981-01-23 00:00","","Marine incident","","","","0",""
"C0000322","1","MARCEL BAYARD","MARCEL BAYARD: ","France","","1981-01-08 00:00","","Marine incident","","","","0",""
"C0000321","1","VISHA PRABHA","VISHA PRABHA: ","India","","1981-01-06 00:00","","Marine incident","","","","0",""
"C0000320","1","GARSA III","GARSA III: ","Indonesia","","1980-12-29 00:00","","Marine incident","","","","0",""
"C0000318","1","OUED SOURF","OUED SOURF: ","Libya","","1980-12-28 00:00","","Marine incident","","","","0",""
"C0000319","1","DUNAV","DUNAV: ","Yugoslavia [historical]","","1980-12-28 00:00","","Marine incident","","","","0",""
"C0000316","1","MOCK NAN","MOCK NAN: ","Republic of Korea","","1980-12-13 00:00","","Marine incident","","","","0",""
"C0000315","1","D. G. KERR","D. G. KERR: ","United States","","1980-12-12 00:00","","Marine incident","","","","0",""
"C0000314","1","OCEAN CHAMPION","OCEAN CHAMPION: ","Panama","","1980-12-11 00:00","","Marine incident","","","","0",""
"C0000313","1","VALNY","VALNY: ","Panama","","1980-12-04 00:00","","Marine incident","","","","0",""
"C0000312","1","SEIKO MARU","SEIKO MARU: ","Panama","","1980-11-17 00:00","","Marine incident","","","","0",""
"C0000584","1","ASIA CARRIER I","ASIA CARRIER I: ","Panama","","1980-11-11 00:00","","Marine incident","","","","0",""
"C0000310","1","EUROTRADER","EUROTRADER: ","Malta","","1980-10-31 00:00","","Marine incident","","","","0",""
"C0000311","1","P. ABOITIZ","P. ABOITIZ: ","Philippines","","1980-10-31 00:00","","Marine incident","","","","0",""
"C0008178","1","POET","POET: ","United States","","1980-10-24 00:00","","Very serious marine casualty","","Atlantic Ocean","","1","United States"
"C0000309","1","JULIA WILSON","JULIA WILSON: ","Spain","","1980-10-12 00:00","","Marine incident","","","","0",""
"C0000308","1","CIDADE DE BELO HORIZONTE","CIDADE DE BELO HORIZONTE: ","Brazil","","1980-09-28 00:00","","Marine incident","","","","0",""
"C0000307","1","OASIS MAIDEN","OASIS MAIDEN: ","Panama","","1980-09-26 00:00","","Marine incident","","","","0",""
"C0000306","1","SULPICIO CONTAINER 1","SULPICIO CONTAINER 1: ","Philippines","","1980-09-19 00:00","","Marine incident","","","","0",""
"C0000305","1","LORD D'ORLEANS","LORD D'ORLEANS: ","Panama","","1980-09-15 00:00","","Marine incident","","","","0",""
"C0000600","1","SEA HAWK","SEA HAWK: ","Republic of Korea","","1980-09-11 00:00","","Marine incident","","","","0",""
"C0007211","1","DERBYSHIRE","DERBYSHIRE: ","United Kingdom","","1980-09-09 00:00","","Very serious marine casualty","","About 350 miles south south  east of the southern tip of Japan","","1","Unknown"
"C0000304","1","AVANTI","AVANTI: ","Panama","","1980-07-31 00:00","","Marine incident","","","","0",""
"C0000303","1","HAE DANG WHA","HAE DANG WHA: ","Republic of Korea","","1980-07-23 00:00","","Marine incident","","","","0",""
"C0000599","1","HAE DANG WHA","HAE DANG WHA: ","Republic of Korea","","1980-07-23 00:00","","Marine incident","","","","0",""
"C0008166","1","ENERGY CONCENTRATION","ENERGY CONCENTRATION: ","Unknown","","1980-07-22 00:00","","Marine casualty","","In Europoort, Rotterdam, The Netherlands","","0",""
"C0000302","1","NEW FORTUNE 1","NEW FORTUNE 1: ","Panama","","1980-07-16 00:00","","Marine incident","","","","0",""
"C0000300","1","BLUE RIVER","BLUE RIVER: ","Panama","","1980-07-13 00:00","","Marine incident","","","","0",""
"C0000301","1","ENFIELD","ENFIELD: ","Panama","","1980-07-13 00:00","","Marine incident","","","","0",""
"C0000299","1","JIN YANG","JIN YANG: ","Republic of Korea","","1980-07-09 00:00","","Marine incident","","","","0",""
"C0000298","1","EASTERN LIBERTY","EASTERN LIBERTY: ","Panama","","1980-07-03 00:00","","Marine incident","","","","0",""
"C0008105","1","SEASPEED DANA","SEASPEED DANA: ","Unknown","","1980-06-15 23:25","","Marine casualty","","on the Atlatic Coast of Costa Rica ","","1","Liberia"
"C0000297","1","GOLFE DE TADJOURAH","GOLFE DE TADJOURAH: ","Panama","","1980-06-11 00:00","","Marine incident","","","","0",""
"C0000296","1","SAUDI - PHILIPPINAS 1","SAUDI - PHILIPPINAS 1: ","Philippines","","1980-06-09 00:00","","Marine incident","","","","0",""
"C0000295","1","DIMITRIS KI","DIMITRIS KI: ","Panama","","1980-06-08 00:00","","Marine incident","","","","0",""
"C0000294","1","KEDARNATH","KEDARNATH: ","India","","1980-06-07 00:00","","Marine incident","","","","0",""
"C0008180","1","NUMBER FOUR","NUMBER FOUR: ","Unknown","","1980-05-28 00:00","","Marine casualty","","Off Bombay, India","","1","Liberia"
"C0008199","1","ESSO PORTLAND","ESSO PORTLAND: ","Unknown","","1980-05-24 00:00","","Marine incident","","Off Cape Fear, N.C","","1","Liberia"
"C0000583","1","INDIAN PRESTIGE","INDIAN PRESTIGE: ","India","","1980-05-10 00:00","","Marine incident","","","","0",""
"C0000293","1","SANTA ANA","SANTA ANA: ","Venezuela (Bolivarian Republic of)","","1980-05-07 00:00","","Marine incident","","","","0",""
"C0000292","1","SAM BONG","SAM BONG: ","Panama","","1980-05-06 00:00","","Marine incident","","","","0",""
"C0000291","1","ERNESTO ANASTASIO","ERNESTO ANASTASIO: ","Spain","","1980-04-24 00:00","","Marine incident","","","","0",""
"C0000290","1","DON JUAN","DON JUAN: ","Philippines","","1980-04-22 00:00","","Marine incident","","","","0",""
"C0000289","1","MAURITIUS II","MAURITIUS II: ","Mauritius","","1980-04-17 00:00","","Marine incident","","","","0",""
"C0000288","1","MIN WOO NO. 11","MIN WOO NO. 11: ","Republic of Korea","","1980-04-10 00:00","","Marine incident","","","","0",""
"C0000287","1","SANTO TOME","SANTO TOME: ","Venezuela (Bolivarian Republic of)","","1980-04-08 00:00","","Marine incident","","","","0",""
"C0000286","1","IN WANG NO. 2","IN WANG NO. 2: ","Republic of Korea","","1980-04-05 00:00","","Marine incident","","","","0",""
"C0000598","1","IN WANG NO. 2","IN WANG NO. 2: ","Republic of Korea","","1980-04-05 00:00","","Marine incident","","","","0",""
"C0008099","1","MYCENE","MYCENE: ","Liberia","","1980-04-03 11:00","","Very serious marine casualty","","Voyage from Genoa to Ras Tanura","","1","Liberia"
"C0008160","1","ALBAHAA B","ALBAHAA B: ","Unknown","","1980-04-03 00:00","","Very serious marine casualty","","Off the coast of Africa","","0",""
"C0000285","1","MOUNT HORIZON","MOUNT HORIZON: ","Panama","","1980-03-01 00:00","","Marine incident","","","","0",""
"C0000284","1","MOONLIGHT GLORY","MOONLIGHT GLORY: ","India","","1980-02-27 00:00","","Marine incident","","","","0",""
"C0000283","1","C. K. VEGA","C. K. VEGA: ","Panama","","1980-02-14 00:00","","Marine incident","","","","0",""
"C0008170","1","BLACKTHORN","BLACKTHORN: ","United States","","1980-01-28 00:00","","Very serious marine casualty","","Tampa Bay","","1","United States"
"C0000282","1","LORD FRONTENAC","LORD FRONTENAC: ","Panama","","1980-01-22 00:00","","Marine incident","","","","0",""
"C0008101","1","KINABALU TIGA","KINABALU TIGA: ","Liberia","","1980-01-15 07:44","","Very serious marine casualty","43° 58.05' N 141° 38.40' E","Rumoi, Hokkaido, Japan","","1","Liberia"
"C0000281","1","CENTAURO","CENTAURO: ","Chile","","1980-01-09 00:00","","Marine incident","","","","0",""
"C0000280","1","SLA EVEREST","SLA EVEREST: ","Panama","","1979-12-28 00:00","","Marine incident","","","","0",""
"C0000279","1","DIMITRIS K","DIMITRIS K: ","Panama","","1979-12-20 00:00","","Marine incident","","","","0",""
"C0008122","1","ENERGY DETERMINATION","ENERGY DETERMINATION: ","Liberia","","1979-12-13 00:00","","Very serious marine casualty","26° 37.00' N 56° 31.00' E","In the strait of Hormuz","","1","Liberia"
"C0000278","1","NICKEL FERRY","NICKEL FERRY: ","Panama","","1979-12-01 00:00","","Marine incident","","","","0",""
"C0000582","1","MINLEK","MINLEK: ","Panama","","1979-11-28 00:00","","Marine incident","","","","0",""
"C0000277","1","CHUNDER","CHUNDER: ","Panama","","1979-11-16 00:00","","Marine incident","","","","0",""
"C0000581","1","INDEPENDENTA","INDEPENDENTA: ","Romania","","1979-11-15 00:00","","Marine incident","","","","0",""
"C0008209","1","GOLDEN MIRANDA","GOLDEN MIRANDA: ","Liberia","","1979-11-06 14:48","","Very serious marine casualty","36° 10.00' N 4° 16.00' W","East of Gibraltar Strait","","2","Denmark; Liberia"
"C0000276","1","DJATIMULIA","DJATIMULIA: ","Indonesia","","1979-11-06 00:00","","Marine incident","","","","0",""
"C0008185","1","SALLY I (IMO 7224746)","SALLY I (IMO 7224746): ","Indonesia","","1979-10-30 00:00","","Marine incident","","Balikpapan, Kalimantan, Indonesia","","1","Liberia"
"C0008100","1","BERGE VANGA","BERGE VANGA: ","Unknown","","1979-10-29 16:00","","Very serious marine casualty","34° 18.00' S 15° 16.00' W","160 miles North of the Island de Cunha ","","1","Liberia"
"C0000275","1","MARIANNE GEN","MARIANNE GEN: ","Panama","","1979-10-26 00:00","","Marine incident","","","","0",""
"C0000274","1","DONA RITA","DONA RITA: ","Philippines","","1979-10-22 00:00","","Marine incident","","","","0",""
"C0000273","1","TALAVERA","TALAVERA: ","Spain","","1979-10-20 00:00","","Marine incident","","","","0",""
"C0000272","1","GELATIK","GELATIK: ","Indonesia","","1979-10-19 00:00","","Marine incident","","","","0",""
"C0000271","1","KAPRIJE","KAPRIJE: ","Yugoslavia [historical]","","1979-10-18 00:00","","Marine incident","","","","0",""
"C0000270","1","ANGELINA STAR","ANGELINA STAR: ","Philippines","","1979-10-15 00:00","","Marine incident","","","","0",""
"C0000269","1","MOSHAHR","MOSHAHR: ","Panama","","1979-10-10 00:00","","Marine incident","","","","0",""
"C0008195","1","DEVALI I","DEVALI I: ","Liberia","","1979-09-06 13:12","","Marine casualty","","Off Palenque Point, Dominican Republic","","1","Liberia"
"C0000268","1","AVERILLA","AVERILLA: ","Panama","","1979-09-04 00:00","","Marine incident","","","","0",""
"C0000267","1","KAPTAN CELAL","KAPTAN CELAL: ","Türkiye","","1979-08-30 00:00","","Marine incident","","","","0",""
"C0008190","1","PATIANNA","PATIANNA: ","Unknown","","1979-08-26 14:00","","Marine casualty","","Dubai Roads","","1","Liberia"
"C0008102","1","OBO STOIC","OBO STOIC: ","Unknown","","1979-08-19 09:46","","Marine casualty","25° 54.00' N 124° 34.00' E","Off the coast of  Okinawa, Japan","","1","Liberia"
"C0000266","1","SELENA","SELENA: ","Liberia","","1979-08-17 00:00","","Marine incident","","","","0",""
"C0000580","1","GLADSTONE","GLADSTONE: ","Panama","","1979-08-02 00:00","","Marine incident","","","","0",""
"C0000265","1","MAKARSKA","MAKARSKA: ","Yugoslavia [historical]","","1979-07-29 00:00","","Marine incident","","","","0",""
"C0000264","1","SEVEN HANYIN","SEVEN HANYIN: ","Republic of Korea","","1979-07-27 00:00","","Marine incident","","","","0",""
"C0000263","1","AN MING","AN MING: ","Panama","","1979-07-24 00:00","","Marine incident","","","","0",""
"C0008125","1","AEGEAN  CAPTAIN","AEGEAN  CAPTAIN: ","Unknown","","1979-07-19 04:00","","Very serious marine casualty","11° 17.00' N 60° 10.00' W","Off Tobago","","1","Liberia"
"C0000579","1","MING CHUNG","MING CHUNG: ","Panama","","1979-07-19 00:00","","Marine incident","","","","0",""
"C0000262","1","NANDA DEVI","NANDA DEVI: ","India","","1979-07-15 00:00","","Marine incident","","","","0",""
"C0000261","1","GUIMARAS","GUIMARAS: ","Philippines","","1979-07-06 00:00","","Marine incident","","","","0",""
"C0000259","1","KAIRALI","KAIRALI: ","India","","1979-07-03 00:00","","Marine incident","","","","0",""
"C0000260","1","MANSUR SIMAO","MANSUR SIMAO: ","Brazil","","1979-07-03 00:00","","Marine incident","","","","0",""
"C0008093","1","AVILES","AVILES: ","Liberia","","1979-06-28 04:40","","Very serious marine casualty","13° 00.00' N 68° 36.00' E","Indian Ocean","","1","Liberia"
"C0000258","1","EMMANUEL DELMAS","EMMANUEL DELMAS: ","France","","1979-06-26 00:00","","Marine incident","","","","0",""
"C0000257","1","AL WASEL","AL WASEL: ","Liberia","","1979-06-08 00:00","","Marine incident","","","","0",""
"C0000256","1","DON SULPICI","DON SULPICI: ","Philippines","","1979-06-05 00:00","","Marine incident","","","","0",""
"C0008154","1","ATLAS TITAN","ATLAS TITAN: ","Liberia","","1979-05-27 17:45","","Very serious marine casualty","","At the Matrena Tank Cleaning Berth Setubal, Portugal","","1","Liberia"
"C0008124","1","GINO.","GINO.: ","Liberia","","1979-04-28 00:00","","Very serious marine casualty","48° 12.00' N 5° 59.00' W","West of Brest, France ","","1","Liberia"
"C0008200","1","TROPICAL SUN","TROPICAL SUN: ","Liberia","","1979-04-21 00:22","","Marine casualty","","Off River Elbe","","1","Liberia"
"C0008161","1","SEATIGER.","SEATIGER.: ","Unknown","","1979-04-19 21:45","","Very serious marine casualty","","Sun Oil Pier, Neches River, Texas, USA","","0",""
"C0000255","1","LEGAZPI","LEGAZPI: ","Philippines","","1979-04-05 00:00","","Marine incident","","","","0",""
"C0000254","1","ANGELINO LAURO","ANGELINO LAURO: ","Italy","","1979-03-30 00:00","","Marine incident","","","","0",""
"C0008182","1","SKYRON II","SKYRON II: ","Liberia","","1979-03-01 00:00","","Marine casualty","","Suez Canal","","1","Liberia"
"C0000253","1","FRANCOIS VIELJEUX","FRANCOIS VIELJEUX: ","France","","1979-02-14 00:00","","Marine incident","","","","0",""
"C0000252","1","WITSHOAL II","WITSHOAL II: ","Panama","","1979-02-08 00:00","","Marine incident","","","","0",""
"C0000251","1","CETINJE","CETINJE: ","Yugoslavia [historical]","","1979-02-05 00:00","","Marine incident","","","","0",""
"C0000250","1","METROSTROY","METROSTROY: ","Trust Territory of the Pacific Islands [historical]","","1979-02-04 00:00","","Marine incident","","","","0",""
"C0007210","1","BETELGEUSE","BETELGEUSE: ","Unknown","","1979-01-08 00:00","","Very serious marine casualty","","Bantry Bay, Ireland","","0",""
"C0000249","1","STABIA I","STABIA I: ","Italy","","1979-01-04 00:00","","Marine incident","","","","0",""
"C0000248","1","GERMA","GERMA: ","Libya","","1979-01-03 00:00","","Marine incident","","","","0",""
"C0000247","1","MANO NO. 11","MANO NO. 11: ","Panama","","1979-01-02 00:00","","Marine incident","","","","0",""
"C0000246","1","SCONSET","SCONSET: ","Guyana","","1978-12-22 00:00","","Marine incident","","","","0",""
"C0000245","1","KIMON M","KIMON M: ","Panama","","1978-12-12 00:00","","Marine incident","","","","0",""
"C0000244","1","GIANT NAVIGATOR","GIANT NAVIGATOR: ","Panama","","1978-11-25 00:00","","Marine incident","","","","0",""
"C0000243","1","APOLLO I","APOLLO I: ","Indonesia","","1978-10-23 00:00","","Marine incident","","","","0",""
"C0000242","1","TRANS SAPPHIRE","TRANS SAPPHIRE: ","Panama","","1978-10-14 00:00","","Marine incident","","","","0",""
"C0008168","1","SPYROS","SPYROS: ","Greece","","1978-10-12 14:15","","Very serious marine casualty","","Jurong Shipyard, Singapore ","","1","Singapore"
"C0000240","1","WAHYUNI","WAHYUNI: ","Indonesia","","1978-10-11 00:00","","Marine incident","","","","0",""
"C0000241","1","LOON HSING","LOON HSING: ","Panama","","1978-10-11 00:00","","Marine incident","","","","0",""
"C0008183","1","FEDERAL SAGUENAY.","FEDERAL SAGUENAY.: ","Liberia","","1978-09-27 08:10","","Very serious marine casualty","28° 35.00' N 123° 50.00' E","East China Sea","","1","Liberia"
"C0000239","1","DANDEIRANTE","DANDEIRANTE: ","Norway","","1978-09-08 00:00","","Marine incident","","","","0",""
"C0000238","1","ARABA","ARABA: ","Panama","","1978-08-27 00:00","","Marine incident","","","","0",""
"C0000237","1","TIEN PAO","TIEN PAO: ","Panama","","1978-08-14 00:00","","Marine incident","","","","0",""
"C0000236","1","NARRA","NARRA: ","Philippines","","1978-08-02 00:00","","Marine incident","","","","0",""
"C0007669","1","LYCHEE QUEEN","LYCHEE QUEEN: ","Liberia","","1978-07-13 00:44","","Very serious marine casualty","9° 13.30' N 120° 45.00' E","Sulu Sea","","1","Liberia"
"C0008274","2","NEW ENGLAND TRAPPER, PF845","NEW ENGLAND TRAPPER: , PF845: ","Liberia, China",", ","1978-04-25 19:40","","Very serious marine casualty","","In the approaches to Keelung Harbor, Taiwan, China","","1","Liberia"
"C0007209","1","AMOCO CADIZ","AMOCO CADIZ: ","Unknown","","1978-03-16 21:39","","Very serious marine casualty","","North Coast of France","","1","Unknown"
"C0008103","1","VENOIL","VENOIL: ","Unknown","","1977-12-16 00:00","","Very serious marine casualty","34° 28.00' S 24° 05.00' E","Off the Coast of South Africa","","1","Liberia"
"C0008177","1","JOY","JOY: ","Unknown","","1977-06-08 10:30","","Marine incident","27° 55.00' N 88° 26.00' W","Gulf of Mexico","","1","Liberia"
"C0008196","1","UNIVERSE DEFIANCE","UNIVERSE DEFIANCE: ","Liberia","","1977-04-15 16:10","","Very serious marine casualty","15° 15.00' N 22° 00.00' W","Atlantic Ocean","","1","Liberia"
"C0007759","1","GOLDEN CRANE","GOLDEN CRANE: ","Liberia","","1977-04-11 13:15","","Very serious marine casualty","14° 50.00' N 69° 33.00' E","Off the coast of Bombay","","1","Liberia"
"C0008202","1","PACIFIC DAISY","PACIFIC DAISY: ","Unknown","","1977-03-26 04:00","","Marine casualty","","Off Hanois Island in the English Channel","","1","Liberia"
"C0008211","1","EASTERN ROSE","EASTERN ROSE: ","Liberia","","1977-03-04 13:44","","Very serious marine casualty","33° 24.00' N 135° 37.00' E","Off Japan","","1","Liberia"
"C0007760","1","HAWAIIAN PATRIOT","HAWAIIAN PATRIOT: ","Liberia","","1977-02-24 10:35","","Very serious marine casualty","","350 miles westof Hawaii","","1","Liberia"
"C0007801","1","IRENES CHALLENGE","IRENES CHALLENGE: ","Liberia","","1977-01-17 09:30","","Very serious marine casualty","26° 53.00' N 173° 54.00' W","26° 53'North   173° 54'west","","1","Liberia"
"C0008249","1","CHESTER A. POLING","CHESTER A. POLING: ","Unknown","","1977-01-06 10:37","","Very serious marine casualty","","Atlantic Ocean off the coast of Massachusetts","","1","United States"
"C0007758","1","AGINOR","AGINOR: ","Liberia","","1977-01-06 05:30","","Very serious marine casualty","","37°00 North, 13°05 East","","1","Liberia"
"C0007802","1","SANSINENA","SANSINENA: ","Liberia","","1976-12-17 00:00","","Very serious marine casualty","","Union Oil terminal, Los Angeles Harbour, California","","0",""
"C0007803","1","BUHUNG NO.1","BUHUNG NO.1: ","Republic of Korea","","1976-11-17 02:30","","Marine casualty","36° 45.07' N 125° 58.58' E","36°45.07' N    125°58.58' E","","0",""
"C0008194","1","ORIENTAL ACE.","ORIENTAL ACE.: ","Liberia","","1976-02-13 01:30","","Very serious marine casualty","32° 05.00' N 152° 43.00' E","North Pacific Ocean","","1","Liberia"
"C0007756","1","BERGE ISTRA","BERGE ISTRA: ","Liberia","","1975-12-30 16:45","","Very serious marine casualty","","Approximately 4° North and 127° East","","1","Liberia"
"C0008164","1","HMS ACHILLES","HMS ACHILLES: ","United Kingdom","","1975-11-12 00:39","","Very serious marine casualty","","Dover Strait ","","1","United Kingdom"
"C0008206","1","GRAND JUSTICE","GRAND JUSTICE: ","Liberia","","1975-05-16 10:08","","Very serious marine casualty","40° 51.70' N 68° 46.50' W","40°51.7'N    68°46.5'W","","1","Liberia"
"C0008192","1","ELWOOD MEAD","ELWOOD MEAD: ","Unknown","","1973-12-25 04:31","","Marine casualty","","On the coast of Guernsey, UK","","1","Liberia"
"C0007667","1","SEA WITCH","SEA WITCH: ","United States","","1973-06-02 00:00","","Very serious marine casualty","","New York Harbour","","1","United States"
