Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports
"C0013980","1","CHARPAT SEGUNDO","CHARPAT SEGUNDO: ","Spain","Fish Catching","2022-01-19 19:30","Grounding - while under power","Very serious marine casualty","38° 54.70' N 1° 28.50' E","","Port","1","Spain"
"C0013718","1","Neptune Thelisis (IMO 9306718)","Neptune Thelisis (IMO 9306718): ","Malta","Ro-Ro Cargo","2022-01-17 16:51","Ship/equipment damage - ship/equipment damage","Marine casualty","31° 16.80' N 28° 48.60' E","Mediterranean Region - Mediterranean Region","Open sea","1","Malta"
"C1000333","1","MARE DORICUM (IMO 9446374)","MARE DORICUM (IMO 9446374): Y","Italy","Oil Tanker","2022-01-15 17:25","Others - Others","Very serious marine casualty","11° 55.90' S 77° 10.09' W","VENTANILLA","Anchorage","1","Peru"
"C1000035","1","DELTA EN KAYAK","DELTA EN KAYAK: N","Argentina","Yacht","2022-01-13 18:45","Capsize/listing - capsize","Very serious marine casualty","34° 50.59' S 68° 31.00' W","Embalse Valle Grande, Mendoza, Argentina","Inland waters","1","Argentina"
"C0013776","1","CONRAD OLDENDORFF (IMO 9537903)","CONRAD OLDENDORFF (IMO 9537903): ","Liberia","Bulk Dry","2022-01-12 11:15","","Very serious marine casualty","18° 29.29' S 161° 38.70' E","Open Sea","","1","Liberia"
"C0013673","1","BJUGNFJORD (IMO 7502021)","BJUGNFJORD (IMO 7502021): ","Norway","General Cargo","2022-01-10 00:00","","Very serious marine casualty","56° 15.00' N 12° 07.00' E","DENMARK","","0",""
"C0013708","1","TANIMBAR BAHARI (IMO 8403117)","TANIMBAR BAHARI (IMO 8403117): ","Indonesia","General Cargo","2022-01-05 16:30","","Very serious marine casualty","7° 58.00' S 131° 17.00' E","Indonesia","","0",""
"C1000116","1","OCEAN LOONG (IMO 9122679)","OCEAN LOONG (IMO 9122679): ","Panama","Bulk Dry","2022-01-04 20:07","Collision - with other ship","Marine casualty","27° 27.62' N 122° 15.18' E","Southern Coast of China","Unknown","1","Panama"
"C1000106","1","MAPLE (IMO 9811543)","MAPLE (IMO 9811543): ","Marshall Islands","Bulk Dry","2022-01-02 13:00","Occupational accident - body movement under or with physical
stress (generally leading to an internal
injury)","Very serious marine casualty","30° 22.20' N 81° 37.70' W","","At berth","0",""
"C0013651","1","MAZRA","MAZRA: ","France","Fish Catching","2022-01-01 20:08","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","17° 42.99' N 62° 30.99' W","","Open sea","1","France"
"C1000089","1","CLEARWATER BAY (IMO 9606534)","CLEARWATER BAY (IMO 9606534): ","Hong Kong, China","Bulk Dry","2022-01-01 16:45","Ship/equipment damage - ship/equipment damage","Very serious marine casualty","13° 35.40' S 116° 42.79' E","","Open sea","1","Hong Kong, China"
"C0013754","1","AUSEKLIS (IMO 8315956)","AUSEKLIS (IMO 8315956): ","Latvia","Fish Catching","2021-12-31 21:00","Fire/explosion - fire","Very serious marine casualty","74° 04.99' N 3° 00.00' E","North Atlantic Ocean - North Atlantic Ocean","Open sea","2","Latvia; Latvia"
"C0013638","1","EL LEÓN VI","EL LEÓN VI: ","Argentina","Passenger","2021-12-30 18:00","","Marine casualty","34° 20.54' S 58° 31.25' W","Aguas Interiores, Canal Honda, Tigre, Buenos Aires","Inland waters","1","Argentina"
"C1000441","1","SPIL NITA (IMO 9232400)","SPIL NITA (IMO 9232400): ","Panama","Container","2021-12-27 16:40","Occupational accident - electrical problems, explosion, fire","Very serious marine casualty","1° 15.85' N 103° 47.47' E","Berth 40, Pasir Panjang Terminal, Singapore","At berth","1","Panama"
"C0013829","1","ASIATIC SUN (IMO 9402768)","ASIATIC SUN (IMO 9402768): ","Singapore","Container","2021-12-26 07:33","","Marine casualty","24° 18.20' N 120° 36.09' E","Taichung port","Port","1","Singapore"
"C0013340","1","Avijan-10","Avijan-10: ","Bangladesh","Passenger","2021-12-24 03:00","","Very serious marine casualty","","Bangladesh","","0",""
"C0013969","2","AMADEUS AQUAMARIJN (IMO 9223423), BLUE ANGEL (IMO 9222077)","AMADEUS AQUAMARIJN (IMO 9223423): , BLUE ANGEL (IMO 9222077): ","Netherlands (Kingdom of), Belgium","General Cargo, Fish Catching","2021-12-23 02:40","Collision - with other ship","Marine casualty","53° 15.97' N 4° 28.00' E","","Open sea","1","Netherlands (Kingdom of)"
"C0013666","2","TROPIC BREEZE (IMO 8906315), UTOPIA IV (IMO 9851050)","TROPIC BREEZE (IMO 8906315): , UTOPIA IV (IMO 9851050): ","Belize, United States","Oil Tanker, ","2021-12-23 02:03","","Very serious marine casualty","25° 27.04' N 77° 37.00' W","Berry Islands","Coastal waters","1","United States"
"C1000078","1","Magic Striker (IMO 9493664)","Magic Striker (IMO 9493664): Y","Bahamas","Bulk Dry","2021-12-21 12:15","Occupational accident - Others","Very serious marine casualty","13° 06.46' N 80° 18.12' E","JD 2","At berth","2","Bahamas; India"
"C0013760","1","HEBEI UNIVERSE (IMO 9420590)","HEBEI UNIVERSE (IMO 9420590): ","Hong Kong, China","Bulk Dry","2021-12-17 21:30","","Very serious marine casualty","35° 44.00' N 121° 01.50' E","Qing Dao Anchorage","Anchorage","1","Hong Kong, China"
"C1000746","1","MEGASTAR (IMO 9773064)","MEGASTAR (IMO 9773064): ","Estonia","Passenger/Ro-Ro Cargo","2021-12-17 07:25","Loss of control - loss of propulsion power","Marine casualty","59° 27.14' N 24° 46.63' E","Baltic Sea - Gulf of Finland","Port approach","1","Estonia"
"C0013733","1","LITE FERRY 10 (IMO 8618695)","LITE FERRY 10 (IMO 8618695): ","Philippines","Passenger/Ro-Ro Cargo","2021-12-16 00:00","","Very serious marine casualty","9° 52.00' N 123° 50.00' E","Catagbacan, Bohol, Philippines","","0",""
"C0013679","1","BELLONA (IMO 6514376)","BELLONA (IMO 6514376): ","Romania","Oil Tanker","2021-12-14 09:15","Fire/explosion - fire","Very serious marine casualty","43° 12.04' N 27° 47.38' E","Mediterranean Region - Black Sea","Inland waters","2","Bulgaria; Bulgaria"
"C0013694","1","Curacao Trader (IMO 9340908)","Curacao Trader (IMO 9340908): ","Malta","Chemical Tanker","2021-12-13 16:31","Fire/explosion - fire","Marine casualty","17° 28.48' N 63° 00.33' W","","Coastal waters","1","Malta"
"C0013676","1","RYON HWA 3 (IMO 8312227)","RYON HWA 3 (IMO 8312227): ","Democratic People's Republic of Korea","General Cargo","2021-12-13 15:30","","Very serious marine casualty","30° 16.31' N 122° 16.94' E","Xiaochangtu Shan, Zhoushan, China","Coastal waters","1","Democratic People's Republic of Korea"
"C0013335","2","KARIN HOJ (IMO 8685844), SCOT CARRIER (IMO 9841782)","KARIN HOJ (IMO 8685844): , SCOT CARRIER (IMO 9841782): ","Denmark, United Kingdom","Other Activities, General Cargo","2021-12-13 03:27","Collision - with other ship","Very serious marine casualty","55° 13.40' N 14° 14.69' E","Baltic Sea - Baltic Sea","Open sea","1","Denmark"
"C0013637","1","DON TOMASSO","DON TOMASSO: ","Argentina","Fish Catching","2021-12-11 10:55","","Very serious marine casualty","43° 30.00' S 64° 55.00' W","Mar Argentino, Rawson Provincia de Chubut","Coastal waters","1","Argentina"
"C0013574","1","CAPE PEREGRINE (IMO 9500754)","CAPE PEREGRINE (IMO 9500754): ","Liberia","Bulk Dry","2021-12-10 18:26","","Very serious marine casualty","","At Sea","","1","Liberia"
"C0013807","1","MOANA CHIEF (IMO 9516741)","MOANA CHIEF (IMO 9516741): ","New Zealand","Container","2021-12-10 07:26","","Marine incident","","Ports of Auckland","At berth","1","New Zealand"
"C0013636","1","SUMATRA (IMO 5343718)","SUMATRA (IMO 5343718): ","Argentina","Other Fishing","2021-12-09 06:45","","Marine casualty","40° 43.50' S 64° 56.00' W","Aguas Interiores, Muelle Heleno Arcángel, Puerto de San Antonio Oeste, Rio Negro","At berth","2","Argentina; Argentina"
"C0013732","1","SEA QUEEN (IMO 7915591)","SEA QUEEN (IMO 7915591): ","Togo","General Cargo","2021-12-08 00:00","","Very serious marine casualty","31° 27.00' N 30° 17.00' E","Mediterranean Sea","","0",""
"C0013560","1","ALMIRANTE STORNI (IMO 9497452)","ALMIRANTE STORNI (IMO 9497452): ","Liberia","Bulk Dry","2021-12-04 14:45","","Marine casualty","57° 33.70' N 11° 35.20' E","Gothanburg Anchorage","","2","Liberia; Sweden"
"C0013502","1","TAMIMI 6 (IMO 9910442)","TAMIMI 6 (IMO 9910442): ","Saudi Arabia","Offshore Supply","2021-12-02 18:20","","Marine incident","28° 01.00' N 44° 10.00' E","TNAJEEP","","2","Saudi Arabia; Saudi Arabia"
"C1000281","1","SHREE KRISHNA-VIII (IMO 8652990)","SHREE KRISHNA-VIII (IMO 8652990): N","India","Barge","2021-12-02 02:30","Capsize/listing - capsize","Very serious marine casualty","15° 52.50' N 73° 27.87' E","About 8 nm off the coast (9 nm wxn from Vengula Point)","Coastal waters","1","India"
"C0013731","1","SHREE KRISHNA-VIII (IMO 8652990)","SHREE KRISHNA-VIII (IMO 8652990): ","India","General Cargo","2021-12-02 00:00","","Very serious marine casualty","15° 24.00' N 73° 34.00' E","Arabian Sea","","0",""
"C0013730","1","HOUEI CRYSTAL (IMO 9519559)","HOUEI CRYSTAL (IMO 9519559): ","Panama","General Cargo","2021-12-01 16:31","","Very serious marine casualty","38° 56.00' N 131° 09.00' E","Sea of Japan","","1","Panama"
"C1000422","1","UNZILE ANA (IMO 9133367)","UNZILE ANA (IMO 9133367): Y","Panama","General Cargo","2021-12-01 04:20","Occupational accident - Others","Marine casualty","41° 16.54' N 31° 25.50' E","","At berth","1","Panama"
"C0013563","2","GARAKAC (IMO 7812945), MAMMAD AMIN RESULZADEH (IMO 9175157)","GARAKAC (IMO 7812945): , MAMMAD AMIN RESULZADEH (IMO 9175157): ","Unknown, Liberia",", General Cargo","2021-12-01 01:40","","Marine casualty","45° 28.25' N 36° 40.09' E","Anchorage in Kerch Strait","","0",""
"C1000466","1","LADY ROSEMARY (IMO 9355044)","LADY ROSEMARY (IMO 9355044): ","Panama","Refrigerated Cargo","2021-11-28 23:40","Grounding - while under power","Marine casualty","33° 37.00' N 130° 22.94' E","Hakata port, Japan","Port","1","Panama"
"C0013977","1","IBAIZABAL DOCE (IMO 9784790)","IBAIZABAL DOCE (IMO 9784790): ","Spain","Towing / Pushing","2021-11-28 19:15","Ship/equipment damage - ship/equipment damage","Marine casualty","43° 22.19' N 8° 22.14' W","","Port","1","Spain"
"C0013810","2","ATLANTIC GRACE (IMO 9337511), AVIATOR (IMO 9363754)","ATLANTIC GRACE (IMO 9337511): Y, AVIATOR (IMO 9363754): Y","Hong Kong, China, Marshall Islands","Oil Tanker, Bulk Dry","2021-11-26 20:36","Collision - with other ship","Very serious marine casualty","22° 35.90' N 69° 14.39' E","Gulf of Kachcch","Coastal waters","1","Marshall Islands"
"C0013690","1","Chemical Master (IMO 9558957)","Chemical Master (IMO 9558957): ","Malta","Chemical Tanker","2021-11-22 23:30","Fire/explosion - fire","Very serious marine casualty","38° 09.71' N 9° 45.25' W","North Atlantic Ocean - North Atlantic Ocean","Open sea","1","Malta"
"C0013774","1","ALTHEA (IMO 9396309)","ALTHEA (IMO 9396309): ","Marshall Islands","Chemical Tanker","2021-11-22 20:12","","Very serious marine casualty","11° 31.00' S 11° 18.00' E","Offshore Angola","Open sea","1","Marshall Islands"
"C0013614","1","COTE D'OPALE (IMO 9858321)","COTE D'OPALE (IMO 9858321): ","France","Passenger/Ro-Ro Cargo","2021-11-21 19:58","Contact - with fixed object","Marine casualty","50° 58.04' N 1° 51.14' E","North Atlantic Ocean - English Channel","Port","2","France; France"
"C1000460","1","ATROTOS HERACLES (IMO 9668879)","ATROTOS HERACLES (IMO 9668879): Y","Panama","Bulk Dry","2021-11-20 11:35","Occupational accident - Others","Marine casualty","66° 54.43' N 8° 25.70' E","","Open sea","1","Panama"
"C0013561","2","barge MP-2812 (IMO no     ), PROTEY (IMO 9812298)","barge MP-2812 (IMO no     ): , PROTEY (IMO 9812298): ","Unknown, Russian Federation",", Towing / Pushing","2021-11-15 04:10","","Very serious marine casualty","59° 52.00' N 154° 48.00' E","Sea of Okhotsk ","","2","Russian Federation; Russian Federation"
"C0013979","1","OLE CUARTO","OLE CUARTO: ","Spain","Passenger","2021-11-14 16:24","Hull failure - hull failure","Very serious marine casualty","37° 34.74' N 0° 59.18' W","Mediterranean Region - Mediterranean Region","Coastal waters","1","Spain"
"C0013635","1","7 DE AGOSTO","7 DE AGOSTO: ","Argentina","Fish Catching","2021-11-11 23:20","","Very serious marine casualty","41° 21.38' S 64° 55.15' W","Aguas interiores, Golfo San Matías, Proximidades Islote Lobos, Rio Negro","","1","Argentina"
"C1000421","1","RISE SHINE (IMO 9164550)","RISE SHINE (IMO 9164550): Y","Panama","Bulk Dry","2021-11-09 15:00","Grounding - while drifting","Very serious marine casualty","42° 46.90' N 133° 00.30' E","Vostok Bay in Nakhodka, Russia","Coastal waters","1","Panama"
"C0013672","1","JAWOR (IMO 9452608)","JAWOR (IMO 9452608): ","Bahamas","Bulk Dry","2021-11-09 11:00","","Very serious marine casualty","29° 09.50' N 58° 27.29' W","on passage between Rotterdam to New Orleans","Open sea","1","Bahamas"
"C1000597","1","DONGJIN FORTUNE (IMO 9251145)","DONGJIN FORTUNE (IMO 9251145): Y","Republic of Korea","Container","2021-11-09 07:54","Others - Others","Very serious marine casualty","33° 59.70' N 134° 37.29' E","Akaishi, Komatsushima District, Tokushima Komatsushima Port, Tokushima Prefecture - 10m berth","At berth","1","Japan"
"C1000439","1","FRONTIER UNITY (IMO 9604976)","FRONTIER UNITY (IMO 9604976): Y","Panama","Bulk Dry","2021-11-07 19:30","Occupational accident - breakage, bursting, splitting, fall or
collapse of material agent","Very serious marine casualty","52° 27.00' N 3° 43.00' E","Anchorage no.6, IJMUIDEN - NETHERLANDS","Anchorage","1","Panama"
"C0013925","1","AQUILA (IMO 8783476)","AQUILA (IMO 8783476): ","Ireland","Fish Catching","2021-11-07 12:00","Occupational accident - body movement without any physical
stress (generally leading to an external
injury)","Marine incident","51° 12.93' N 7° 55.10' W","North Atlantic Ocean - North Atlantic Ocean, North Atlantic Ocean - Celtic Sea","Open sea","1","Ireland"
"C0013671","1","Aqua (IMO 9288435)","Aqua (IMO 9288435): ","Malta","Bulk Dry","2021-11-04 14:42","Ship/equipment damage - ship/equipment damage","Marine casualty","41° 24.60' N 46° 32.89' W","North Atlantic Ocean - North Atlantic Ocean","Open sea","1","Malta"
"C0013665","1","CELEBRITY MILLENNIUM (IMO 9189419)","CELEBRITY MILLENNIUM (IMO 9189419): ","Malta","Passenger","2021-10-29 13:40","Ship/equipment damage - ship/equipment damage","Marine casualty","22° 53.35' N 109° 53.28' W","South Pacific Ocean - South Pacific Ocean W","Coastal waters","1","Malta"
"C0013664","1","PGC PATREAS (IMO 9796169)","PGC PATREAS (IMO 9796169): ","Malta","Liquefied Gas","2021-10-28 01:30","Ship/equipment damage - ship/equipment damage","Marine casualty","9° 40.93' N 90° 52.50' E","South Pacific Ocean - South Pacific Ocean E","Open sea","1","Malta"
"C0013677","1","SEGREDOS DO MAR","SEGREDOS DO MAR: ","Portugal","Fish Catching","2021-10-27 22:45","Fire/explosion - fire","Very serious marine casualty","38° 24.76' N 9° 00.71' W","North Atlantic Ocean - North Atlantic Ocean","Coastal waters","1","Portugal"
"C0013726","1","SINAR AMBON (IMO 9420382)","SINAR AMBON (IMO 9420382): ","Indonesia","General Cargo","2021-10-27 12:15","","Very serious marine casualty","3° 25.52' S 114° 30.04' E","Indonesia","","0",""
"C1000719","1","XIN YUE (IMO 9439046)","XIN YUE (IMO 9439046): Y","Liberia","Bulk Dry","2021-10-24 06:17","Collision - with other ship","Marine casualty","40° 29.38' N 26° 56.00' E","","Traffic separation scheme","1","Panama"
"C0013319","2","BC VANESSA (IMO 9426855), BENITAMOU (IMO 9439046)","BC VANESSA (IMO 9426855): , BENITAMOU (IMO 9439046): ","Barbados, Panama","General Cargo, Bulk Dry","2021-10-24 06:07","","Marine casualty","40° 29.88' N 26° 55.90' E","12 nautical miles to Northern Entrance of Çanakkale Strait / Turkey","Inland waters","1","Türkiye"
"C0013833","1","STAR PEACE (IMO 9568718)","STAR PEACE (IMO 9568718): ","Bahamas","Bulk Dry","2021-10-23 16:31","","Very serious marine casualty","34° 50.90' S 15° 56.79' E","South Africa","Open sea","1","Bahamas"
"C1000196","1","KINGSTON (IMO 9389693)","KINGSTON (IMO 9389693): ","Malta","Container","2021-10-23 10:28","Fire/explosion - fire","Marine casualty","48° 20.00' N 123° 21.00' W","Constance Bank Anchorage, British Columbia","Anchorage","1","Canada"
"C0013668","1","HAKSA (IMO 9070503)","HAKSA (IMO 9070503): ","Palau","General Cargo","2021-10-22 14:07","","Marine incident","","Chernomorsk Sea Port","","1","Palau"
"C0013417","1","Beaumaiden (IMO 9401257)","Beaumaiden (IMO 9401257): ","Netherlands (Kingdom of)","General Cargo","2021-10-18 03:25","Grounding - while under power","Marine casualty","55° 07.99' N 14° 40.99' E","","Coastal waters","5","Denmark; Denmark; Denmark; Denmark; Denmark"
"C0013634","2","PUNTA MEDANOS (IMO 9508990), RUA II (IMO 7731062)","PUNTA MEDANOS (IMO 9508990): , RUA II (IMO 7731062): ","Argentina, Argentina","Chemical Tanker, Towing / Pushing","2021-10-16 09:35","","Very serious marine casualty","34° 50.45' S 57° 52.97' W","Aguas Interiores, Canal de acceso al Puerto de La Plata, Ensenada Buenos Aires","Port approach","1","Argentina"
"C0013650","1","KAATA (IMO 9184823)","KAATA (IMO 9184823): ","Malta","General Cargo","2021-10-15 10:43","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","56° 20.10' N 17° 24.00' E","Baltic Sea - Baltic Sea","Open sea","1","Malta"
"C0013663","1","BALTIC PEARL (IMO 9008732)","BALTIC PEARL (IMO 9008732): ","Bahamas","Refrigerated Cargo","2021-10-13 09:41","Occupational accident - breakage, bursting, splitting, fall or
collapse of material agent","Very serious marine casualty","59° 27.65' N 24° 39.29' E","Baltic Sea - Gulf of Finland","Port","2","Bahamas; Estonia"
"C0013647","1","LUDOGORETS (IMO 9415155)","LUDOGORETS (IMO 9415155): ","Malta","Bulk Dry","2021-10-12 04:00","Occupational accident - slipping, stumbling, falling of person to a
lower level","Very serious marine casualty","41° 17.60' N 36° 20.79' E","","Port","2","Malta; Malta"
"C0013811","1","SUPER RUBY (IMO 9308120)","SUPER RUBY (IMO 9308120): ","Marshall Islands","Oil Tanker","2021-10-12 00:06","","Very serious marine casualty","19° 11.39' N 72° 25.00' E","OPL Anchorage Mumbai","Anchorage","1","Marshall Islands"
"C0013681","1","ANDRE-MICHEL 1 (IMO 8511914)","ANDRE-MICHEL 1 (IMO 8511914): ","Malta","General Cargo","2021-10-02 21:10","Contact - with fixed object","Very serious marine casualty","44° 24.33' N 4° 43.24' E","","River","1","France"
"C0013593","1","ILHA DA MADEIRA (IMO 9341976)","ILHA DA MADEIRA (IMO 9341976): ","Portugal","Container","2021-10-02 19:55","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","41° 11.09' N 8° 42.09' W","North Atlantic Ocean - North Atlantic Ocean","Port","3","Portugal; Portugal; Portugal"
"C0013687","3","CL TOMO (IMO 9908279), MELINDA (IMO 9623881), PS HOUSTON (IMO 9388209)","CL TOMO (IMO 9908279): , MELINDA (IMO 9623881): , PS HOUSTON (IMO 9388209): ","Panama, Marshall Islands, Malta","Bulk Dry, Bulk Dry, Chemical Tanker","2021-10-01 09:12","Collision - with multiple ships","Marine casualty","55° 43.29' N 21° 06.19' E","","Port","1","Lithuania"
"C0013729","1","IVAN (IMO 9112040)","IVAN (IMO 9112040): ","MAR (Portugal)","Ro-Ro Cargo","2021-09-29 01:24","","Very serious marine casualty","36° 46.00' N 3° 03.00' E","Mole El Djezair, Algiers","","0",""
"C0013652","1","ASTRO TAMOIO (IMO 9635523)","ASTRO TAMOIO (IMO 9635523): ","Brazil","Other Offshore","2021-09-25 08:35","","Very serious marine casualty","29° 49.00' S 43° 07.00' W","Rio de Janeiro","","1","Brazil"
"C1000461","1","XIN HAI ZHOU 26 (IMO 8656609)","XIN HAI ZHOU 26 (IMO 8656609): ","Panama","Bulk Dry","2021-09-22 19:05","Collision - with other ship","Very serious marine casualty","29° 51.13' N 122° 51.81' E","At sea in east of Zhujian Island, Zhoushan, China","Open sea","1","Panama"
"C0013685","1","RAMONA","RAMONA: ","Germany","Fish Catching","2021-09-21 10:26","Flooding/foundering - flooding","Very serious marine casualty","54° 01.30' N 8° 26.29' E","","Open sea","1","Germany"
"C0013316","1","VERA SU (IMO 8611219)","VERA SU (IMO 8611219): ","Panama","General Cargo","2021-09-20 04:14","","Marine casualty","43° 12.00' N 27° 52.00' E","Black Sea","Coastal waters","1","Bulgaria"
"C0013788","1","SAFINA (IMO 8611219)","SAFINA (IMO 8611219): ","Comoros","General Cargo","2021-09-20 04:13","","Very serious marine casualty","43° 25.92' N 28° 32.34' E","Yailata rocky area, Bulgaria. ","Inland waters","1","Panama"
"C1000312","1","FINNMASTER (IMO 9132014)","FINNMASTER (IMO 9132014): Y","Finland","Ro-Ro Cargo","2021-09-19 20:12","Fire/explosion - fire","Marine casualty","53° 44.50' N 0° 16.03' W","Hull","Port","0",""
"C0013633","1","RIO CARABELAS","RIO CARABELAS: ","Argentina","Other Activities","2021-09-16 19:50","","Marine casualty","34° 16.00' S 58° 01.00' W","Aguas Interiores, Tigre, Primera Sección de Islas del Delta, Arroyo Caraguatá, Canal Gobernador Aria","Inland waters","1","Argentina"
"C0013531","2","LISA AUERBACH (IMO 9388900), MY AN 1 (IMO 9060728)","LISA AUERBACH (IMO 9388900): , MY AN 1 (IMO 9060728): ","Liberia, Viet Nam","General Cargo, General Cargo","2021-09-14 02:24","","Very serious marine casualty","10° 12.39' N 107° 01.50' E","South China Sea, 8 miles SW of Mui Vung Tau, Viet Nam","","1","Liberia"
"C0013539","1","SAMUS SWAN (IMO 9401312)","SAMUS SWAN (IMO 9401312): ","Malta","Chemical Tanker","2021-09-11 13:20","Ship/equipment damage - ship/equipment damage","Very serious marine casualty","36° 46.50' N 12° 44.10' E","Mediterranean Region - Strait of Sicily","Open sea","2","Malta; Malta"
"C0013847","1","ARAFURA (IMO 9728708)","ARAFURA (IMO 9728708): ","Belgium","Oil Tanker","2021-09-11 09:53","Occupational accident - Others","Very serious marine casualty","56° 10.19' S 70° 04.40' W","South Pacific Ocean - South Pacific Ocean W","Open sea","2","Belgium; Belgium"
"C0013586","1","L'AMI SINCERE","L'AMI SINCERE: ","France","Fish Catching","2021-09-08 19:00","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","49° 41.83' N 0° 34.31' W","","Open sea","2","France; France"
"C0013336","1","ESRA C (IMO 9379662)","ESRA C (IMO 9379662): ","Panama","Bulk Dry","2021-09-08 14:00","","Very serious marine casualty","40° 46.29' N 29° 30.89' E","Beldeport, Diliskelesi, Dilovası/Kocaeli, Turkey","","1","Türkiye"
"C1000648","1","MELIGUNIS M (IMO 9451214)","MELIGUNIS M (IMO 9451214): ","Italy","Chemical Tanker","2021-09-07 12:10","Occupational accident - breakage, bursting, splitting, fall or
collapse of material agent","Very serious marine casualty","43° 33.00' N 10° 16.99' E","Mediterranean Region - Tyrrhenian Sea","Port","1","Italy"
"C0013918","1","SANTA CECILIA","SANTA CECILIA: ","Germany","Yacht","2021-09-05 16:00","Loss of control - loss of directional control","Marine incident","53° 32.37' N 9° 54.49' E","","Port","1","Germany"
"C0013920","2","PLANET (IMO 9245732), WILDLIFE","PLANET (IMO 9245732): , WILDLIFE: ","Germany, Netherlands (Kingdom of)","Research, Yacht","2021-09-02 13:43","Collision - with other ship","Marine casualty","53° 59.65' N 9° 17.36' E","","Canal","1","Germany"
"C0013575","1","MANDARIN HANTONG (IMO 9569956)","MANDARIN HANTONG (IMO 9569956): ","Liberia","Bulk Dry","2021-09-02 13:20","","Very serious marine casualty","","Gabon","","1","Liberia"
"C0013536","1","ZILOS (IMO 9199206)","ZILOS (IMO 9199206): ","Panama","Bulk Dry","2021-09-01 17:00","","Very serious marine casualty","","South Atlantic Ocean, 800 miles of Uruguay","","1","Panama"
"C1000243","1","TEAL BAY (IMO 9343637)","TEAL BAY (IMO 9343637): Y","Isle of Man (United Kingdom)","General Cargo","2021-08-30 22:45","Occupational accident - loss of control of machine, means of
transport or handling equipment,
hand-held tool, object, animal","Very serious marine casualty","45° 07.44' N 36° 35.13' E","Black Sea","Coastal waters","0",""
"C0013609","1","TEAL BAY (IMO 9343637)","TEAL BAY (IMO 9343637): ","Isle of Man (United Kingdom)","Bulk Dry","2021-08-30 22:35","","Very serious marine casualty","45° 07.96' N 36° 34.90' E","Kavkaz","Anchorage","1","Isle of Man (United Kingdom)"
"C0013573","1","Aries Sun (IMO 9321847)","Aries Sun (IMO 9321847): ","Liberia","Non-ship structures","2021-08-29 11:20","","Very serious marine casualty","","Turkey","","1","Liberia"
"C1000346","1","NAUTA","NAUTA: N","Peru","Barge","2021-08-29 05:30","Collision - with other ship","Very serious marine casualty","5° 51.00' S 76° 09.00' W","IQUITOS","River","1","Peru"
"C0013585","1","FOLY","FOLY: ","France","Yacht","2021-08-28 09:43","Fire/explosion - explosion","Very serious marine casualty","43° 05.05' N 6° 09.61' E","Mediterranean Region - Mediterranean Region","Coastal waters","2","France; France"
"C1000021","1","Harriet J","Harriet J: ","United Kingdom","Fish Catching","2021-08-28 07:36","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","55° 56.25' N 2° 16.51' W","South East Scotland","Coastal waters","1","United Kingdom"
"C1000244","1","Harriet J","Harriet J: ","United Kingdom","Fish Catching","2021-08-28 06:56","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","56° 01.36' N 2° 33.09' W","Dunbar","Coastal waters","1","United Kingdom"
"C1000459","1","AM PORT CARTIER (IMO 9546801)","AM PORT CARTIER (IMO 9546801): ","Panama","Bulk Dry","2021-08-27 13:00","Occupational accident - slipping, stumbling, falling of person to a
lower level","Very serious marine casualty","30° 15.00' N 122° 15.00' E","Jinhai Shipyard, Zhoushan, China","Inland waters","1","Panama"
"C1000309","1","Mona Manx (IMO 9801706)","Mona Manx (IMO 9801706): Y","Isle of Man (United Kingdom)","Bulk Dry","2021-08-26 08:36","Occupational accident - body movement under or with physical
stress (generally leading to an internal
injury)","Very serious marine casualty","33° 06.21' S 71° 45.13' W","Puerto Ventanas","At berth","0",""
"C1000419","1","PS QUEEN (IMO 9358319)","PS QUEEN (IMO 9358319): Y","Panama","Chemical Tanker","2021-08-25 13:15","Occupational accident - Others","Marine casualty","51° 17.35' N 3° 12.35' E","","Port","1","Panama"
"C1000359","1","BENITAMOU (IMO 9439046)","BENITAMOU (IMO 9439046): Y","Panama","Bulk Dry","2021-08-24 21:30","Occupational accident - breakage, bursting, splitting, fall or
collapse of material agent","Very serious marine casualty","38° 58.25' N 117° 46.61' E","Berth S11 of Tianjin Port","Port","0",""
"C1000721","1","XIN YUE (IMO 9439046)","XIN YUE (IMO 9439046): Y","Liberia","Bulk Dry","2021-08-24 21:30","Occupational accident - Others","Very serious marine casualty","38° 58.33' N 117° 47.15' E","","Port","1","Panama"
"C0013562","1","MARIA LEONTINA (IMO 8799827)","MARIA LEONTINA (IMO 8799827): ","Portugal","Fish Catching","2021-08-23 14:27","Ship/equipment damage - ship/equipment damage","Very serious marine casualty","37° 46.17' N 25° 48.83' W","North Atlantic Ocean - North Atlantic Ocean","Coastal waters","3","Portugal; Portugal; Portugal"
