fclNpdidFacility,fclNpdidCurrentOperator,fclNpdidCurrentRespCompany,fclFixedOrMoveable,fclName,fclKind,fclPhase,fclFunctions,fclGeodeticDatum,fclNsDeg,fclNsMin,fclNsSec,fclNsCode,fclEwDeg,fclEwMin,fclEwSec,fclEwCode,fclUtmHemisphere,fclUtmZone,fclNsUtm,fclEwUtm,fclRkb,fclWaterDepth,fclStartupDate,fclDesignLifetime,fclStatus,fclSurface,fclBelongsToName,fclBelongsToS,fclBelongsToKind,fclCurrentOperatorName,fclCurrentRespCompanyName,fclNationCode2,fclNationName,fclBelongsToFactPageUrl,fclFactPageUrl,fclFactMapUrl,fclSlotCapacityGross,fclSlotCapacityNet,fclDateUpdated,fclFormalName1Quadrant,fclFormalName2Block,fclPointGeometryWKT
297838,,50000072,MOVEABLE,NOBLE INNOVATOR,JACK-UP 3 LEGS,IN SERVICE,,,,,,N,,,,E,,,,,52,0,,0,AOC OK,Y,,,,,Noble Drilling Norge AS,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=297838,,,,2024-02-29 00:00:00,,,POINT EMPTY
297865,,33310436,MOVEABLE,LEIV EIRIKSSON,SEMISUB STEEL,IN SERVICE,DRILLING,,,,,N,,,,E,,,,,0,0,,0,AOC CANCELLED,Y,,,,,Transocean Services AS,BS,Bahamas,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=297865,,,,2024-02-29 00:00:00,,,POINT EMPTY
297919,,5125369,MOVEABLE,COSLRigmar,JACK-UP 3 LEGS,IN SERVICE,ACCOMMODATION,,,,,N,,,,E,,,,,0,0,,0,AOC CANCELLED,Y,,,,,COSL Drilling Europe AS,LR,Liberia,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=297919,,,,2024-02-29 00:00:00,,,POINT EMPTY
297946,,2398052,MOVEABLE,BELFORD DOLPHIN,VESSEL,LAID UP,DRILLING,,,,,N,,,,E,,,,,0,0,,0,AOC CANCELLED,Y,,,,,Dolphin AS,PA,Panama,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=297946,,,,2024-02-29 00:00:00,,0,POINT EMPTY
297973,,2411309,MOVEABLE,SEAWAY OSPREY,VESSEL,,,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,Stolt Offshore A/S,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=297973,,,,2024-02-29 00:00:00,,,POINT EMPTY
298081,,2258713,MOVEABLE,OCEAN WINNER,SEMISUB STEEL,DECOMMISSIONED,DRILLING,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,Diamond Offshore Drilling LTD.,PA,Panama,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=298081,,,,2024-02-29 00:00:00,,,POINT EMPTY
298108,,2449400,MOVEABLE,GLOMAR CHALLENGER,VESSEL,,DRILLING,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,Global SantaFe Corporation,US,United States,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=298108,,,,2024-02-29 00:00:00,,,POINT EMPTY
298189,,2449400,MOVEABLE,GSF RIG 135,SEMISUB STEEL,,DRILLING,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,Global SantaFe Corporation,PA,Panama,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=298189,,,,2024-02-29 00:00:00,,,POINT EMPTY
341172,,2088270,MOVEABLE,EIRIK RAUDE,SEMISUB STEEL,DECOMMISSIONED,DRILLING,,,,,N,,,,E,,,,,0,0,,0,AOC OK,Y,,,,,Ocean Rig ASA,BS,Bahamas,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=341172,,,,2024-02-29 00:00:00,,,POINT EMPTY
341331,,2398052,MOVEABLE,BYFORD DOLPHIN,SEMISUB STEEL,DECOMMISSIONED,DRILLING,,,,,N,,,,E,,,,,25,0,,0,,Y,,,,,Dolphin AS,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=341331,,,,2024-02-29 00:00:00,,,POINT EMPTY
341363,32011216,,FIXED,31/2-E-4 H TROLL E-4,SINGLE WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,47,56.2,N,3,26,31.84,E,1,31,6740633.69,524067.71,0,330,1995-09-19 00:00:00,27,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=341363,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=341363,,,2024-01-02 00:00:00,31,2,POINT (3.4421778 60.7989444)
341394,50000032,,FIXED,25/11-A-19 H BALDER,SINGLE WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,59,11,30.09,N,2,21,31.68,E,1,31,6561725.06,463365.08,0,127,2001-06-25 00:00:00,25,,N,BALDER,43562,FIELD,Vår Energi ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43562,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=341394,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=341394,,,2024-01-02 00:00:00,25,11,POINT (2.3588 59.1916917)
356124,32011216,,FIXED,HEIDRUN C,MULTI WELL TEMPLATE,IN SERVICE,WATER INJECTION,ED50,65,17,10.86,N,7,18,11.09,E,1,32,7241615.04,420840.05,0,327,1995-08-15 00:00:00,25,,N,HEIDRUN,43771,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43771,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=356124,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=356124,4,4,2024-01-02 00:00:00,6507,7,POINT (7.3030806 65.28635)
356166,32011216,,FIXED,VIGDIS F,MULTI WELL TEMPLATE,IN SERVICE,WATER INJECTION,ED50,61,19,14.45,N,2,4,0.12,E,1,31,6799026.01,450030.05,0,220,2003-10-18 00:00:00,0,,N,VIGDIS,43732,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43732,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=356166,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=356166,4,4,2024-01-02 00:00:00,34,7,POINT (2.0667 61.3206806)
356244,34925006,,FIXED,DRAUGEN C,MULTI WELL TEMPLATE,IN SERVICE,WATER INJECTION,ED50,64,18,38.56,N,7,44,18.27,E,1,32,7132420.49,438978.92,0,276,1993-10-19 00:00:00,20,,N,DRAUGEN,43758,FIELD,OKEA ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43758,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=356244,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=356244,2,2,2024-01-02 00:00:00,6407,9,POINT (7.7384083 64.3107111)
359717,35000016,,FIXED,SKIRNE,SINGLE WELL TEMPLATE,SHUT DOWN,OIL PRODUCER,ED50,59,35,3.56,N,2,38,27.97,E,1,31,6605327.86,479730.01,0,118,2004-03-03 00:00:00,10,,N,SKIRNE,2138816,FIELD,TotalEnergies EP Norge AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2138816,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=359717,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=359717,1,1,2024-01-18 00:00:00,25,5,POINT (2.6411028 59.5843222)
359760,35000016,,FIXED,BYGGVE,SINGLE WELL TEMPLATE,SHUT DOWN,GAS PRODUCER,ED50,59,37,3.64,N,2,29,49.93,E,1,31,6609095.16,471630.95,0,120,2004-03-01 00:00:00,15,,N,SKIRNE,2138816,FIELD,TotalEnergies EP Norge AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2138816,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=359760,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=359760,1,1,2024-01-02 00:00:00,25,5,POINT (2.4972028 59.6176778)
359965,32011216,,FIXED,VIGDIS D,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,61,20,44.21,N,2,4,22.33,E,1,31,6801798.55,450399.79,0,250,2003-10-18 00:00:00,0,,N,VIGDIS,43732,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43732,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=359965,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=359965,4,4,2024-01-02 00:00:00,34,7,POINT (2.0728694 61.3456139)
360009,32011216,,FIXED,34/7-C-5 H VIGDIS C5,SINGLE WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,61,22,47.22,N,2,6,22.17,E,1,31,6805657.38,452080.73,0,280,2003-10-18 00:00:00,0,,N,VIGDIS,43732,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43732,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=360009,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=360009,,,2024-01-02 00:00:00,34,7,POINT (2.1061583 61.3797833)
360052,32011216,,FIXED,34/7-E-5 H VIGDIS E5,SINGLE WELL TEMPLATE,IN SERVICE,WATER INJECTION,ED50,61,21,57.78,N,2,7,15.51,E,1,31,6804039.3,453003.91,0,280,2003-10-18 00:00:00,0,,N,VIGDIS,43732,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43732,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=360052,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=360052,0,0,2024-01-27 00:00:00,34,7,POINT (2.120975 61.36605)
360444,32011216,,FIXED,KRISTIN S,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,64,58,39.08,N,6,26,5.69,E,1,32,7208585.37,378957.26,0,364,2005-11-03 00:00:00,0,,N,KRISTIN,1854729,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1854729,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=360444,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=360444,4,4,2024-01-02 00:00:00,6406,2,POINT (6.4349139 64.9775222)
360488,32011216,,FIXED,KRISTIN N,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,65,1,41.2,N,6,28,46.58,E,1,32,7214135.33,381290.11,0,368,2005-11-03 00:00:00,0,,N,KRISTIN,1854729,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1854729,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=360488,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=360488,4,4,2024-01-02 00:00:00,6406,2,POINT (6.4796056 65.0281111)
360533,32011216,,FIXED,KRISTIN R,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,64,57,36.76,N,6,26,18.79,E,1,32,7206650.27,379050.75,0,356,2006-01-22 00:00:00,0,,N,KRISTIN,1854729,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1854729,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=360533,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=360533,4,4,2024-01-02 00:00:00,6406,2,POINT (6.4385528 64.9602111)
360577,32011216,,FIXED,KRISTIN P,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,65,0,52.67,N,6,26,17.57,E,1,32,7212712.23,379280.51,0,372,2005-12-27 00:00:00,0,,N,KRISTIN,1854729,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1854729,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=360577,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=360577,4,4,2024-01-02 00:00:00,6406,2,POINT (6.4382139 65.0146306)
360641,28544099,,FIXED,ØST FRIGG CMS,SUBSEA STRUCTURE,REMOVED,MANIFOLD STATION,ED50,59,54,16.71,N,2,21,46.48,E,1,31,6641117.92,464361.03,0,112,1988-10-01 00:00:00,0,,N,ØST FRIGG,43576,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43576,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=360641,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=360641,,,2024-01-02 00:00:00,25,2,POINT (2.3629111 59.9046417)
361248,28544099,,FIXED,VALHALL FLANKE NORD,JACKET 4 LEGS,IN SERVICE,WELLHEAD,ED50,56,19,27.7,N,3,21,9.51,E,1,31,6242375.38,521809.95,0,69,2004-01-07 00:00:00,30,,Y,VALHALL,43548,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43548,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=361248,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=361248,16,16,2024-01-02 00:00:00,2,8,POINT (3.3526417 56.3243611)
361873,,2359249,MOVEABLE,PHOLAS,VESSEL,IN SERVICE,DRILLING,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,Coe Metcalf Shipping LTD.,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=361873,,,,2024-02-29 00:00:00,,,POINT EMPTY
362316,,2472740,MOVEABLE,MÆRSK EXPLORER,SEMISUB STEEL,IN SERVICE,DRILLING,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,Mærsk Contractors,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=362316,,,,2024-02-29 00:00:00,,,POINT EMPTY
362458,,,MOVEABLE,POLYGLOMAR DRILLER,SEMISUB STEEL,IN SERVICE,DRILLING,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=362458,,,,2024-02-29 00:00:00,,,POINT EMPTY
362494,,2359213,MOVEABLE,WEST VENTURE OLD,SEMISUB STEEL,DECOMMISSIONED,,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,Smedvig Offshore AS,LU,Luxembourg,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=362494,,,,2024-02-29 00:00:00,,,POINT EMPTY
362531,,2050195,MOVEABLE,TRANSWORLD RIG61,SEMISUB STEEL,IN SERVICE,DRILLING,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,Transocean Offshore Europe Ltd,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=362531,,,,2024-02-29 00:00:00,,,POINT EMPTY
363404,,,FIXED,SLAGENTANGEN,ONSHORE FACILITY,SHUT DOWN,PROCESSING,ED50,59,19,6.44,N,10,31,51.55,E,1,32,6576666.77,587144.51,0,0,1961-06-08 00:00:00,0,,Y,,,INGEN REGISTERING,,,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=363404,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=363404,,,2024-01-02 00:00:00,,,POINT (10.5309861 59.3184556)
363441,32011216,,FIXED,MELKØYA,ONSHORE FACILITY,IN SERVICE,LANDFALL - PROCESSING,ED50,70,41,14.82,N,23,35,58.02,E,1,34,7844803.14,595928.04,0,0,2007-09-13 00:00:00,0,,Y,MELKØYA LANDANLEGG,124383,TUF,Equinor Energy AS,,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=363441,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=363441,0,0,2024-01-02 00:00:00,,,POINT (23.59945 70.68745)
363581,32011216,,FIXED,GRANE SSIV,SUBSEA STRUCTURE,IN SERVICE,ISOLATION VALVE,ED50,59,10,2.69,N,2,29,14.21,E,1,31,6558958.09,470684.93,0,127,2003-09-23 00:00:00,30,,N,GRANE GASSRØR,1036213,TUF,Equinor Energy AS,,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=363581,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=363581,0,0,2024-01-02 00:00:00,25,11,POINT (2.4872806 59.1674139)
363659,32011216,,FIXED,ÅSGARD Q,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,65,2,24.62,N,6,56,30.75,E,1,32,7214690.24,403099.95,0,300,2005-08-26 00:00:00,20,,N,ÅSGARD,43765,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43765,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=363659,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=363659,8,8,2024-01-02 00:00:00,6506,12,POINT (6.941875 65.0401722)
363907,32011216,,FIXED,OSEBERG VESTFLANKE,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,32,15.46,N,2,41,8.18,E,1,31,6711487.32,482748.29,0,108,2006-02-09 00:00:00,15,,N,OSEBERG,43625,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43625,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=363907,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=363907,4,4,2024-01-02 00:00:00,30,6,POINT (2.6856056 60.5376278)
364198,2410696,,FIXED,EKOFISK M,JACKET 4 LEGS,IN SERVICE,OIL PRODUCER - PROCESSING - WELLHEAD,ED50,56,32,43.36,N,3,13,22.96,E,1,31,6266943,513714.87,0,78.4,2005-10-23 00:00:00,30,,Y,EKOFISK,43506,FIELD,ConocoPhillips Skandinavia AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43506,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=364198,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=364198,30,30,2024-01-02 00:00:00,2,4,POINT (3.2230444 56.5453778)
364234,2410696,,FIXED,EKOFISK M-BS,JACKET TRIPOD,IN SERVICE,,ED50,56,32,43.36,N,3,13,22.96,E,1,31,6266942.97,513714.86,0,78.4,2005-10-23 00:00:00,30,,Y,EKOFISK,43506,FIELD,ConocoPhillips Skandinavia AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43506,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=364234,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=364234,,,2024-01-02 00:00:00,2,4,POINT (3.2230444 56.5453778)
364278,32011216,,FIXED,SNØHVIT D,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,71,35,31.8,N,21,16,22.8,E,1,34,7943680.14,509622.26,0,337,2007-08-21 00:00:00,0,,N,SNØHVIT,2053062,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2053062,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=364278,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=364278,4,4,2024-01-02 00:00:00,7121,4,POINT (21.273 71.5921667)
364315,32011216,,FIXED,SNØHVIT E,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,71,35,40.3,N,21,11,0.71,E,1,34,7943931.58,506468,0,336,2007-08-21 00:00:00,0,,N,SNØHVIT,2053062,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2053062,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=364315,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=364315,4,4,2024-01-02 00:00:00,7121,4,POINT (21.1835306 71.5945278)
364352,32011216,,FIXED,SNØHVIT F,MULTI WELL TEMPLATE,IN SERVICE,GAS INJECTION,ED50,71,36,39.7,N,21,3,28.94,E,1,34,7945763.19,502043.64,0,318,2008-04-22 00:00:00,0,,N,SNØHVIT,2053062,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2053062,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=364352,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=364352,4,4,2024-01-02 00:00:00,7121,4,POINT (21.0580389 71.6110278)
364390,32011216,,FIXED,SNØHVIT N,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,71,29,18.7,N,21,5,5.5,E,1,34,7932100.44,503007.29,0,325,2007-08-21 00:00:00,0,,N,SNØHVIT,2053062,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2053062,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=364390,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=364390,4,4,2024-01-02 00:00:00,7121,4,POINT (21.0848611 71.4885278)
364465,,2449930,MOVEABLE,NORMAND TONJER,VESSEL,IN SERVICE,ACCOMMODATION,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,Solstad Shipping AS,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=364465,,,,2024-02-29 00:00:00,,,POINT EMPTY
364529,,2819883,MOVEABLE,GRENA,VESSEL,IN SERVICE,OFFLOADING,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,Vista Ship Management AS,BS,Bahamas,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=364529,,,,2024-02-29 00:00:00,,,POINT EMPTY
364568,,2819894,MOVEABLE,SEVEN PELICAN,VESSEL,SHUT DOWN,,,,,,N,,,,E,,,,,0,0,,0,,Y,,,,,Well Ops (UK) Ltd,GB,United Kingdom,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Moveable|All&nav3=364568,,,,2024-02-29 00:00:00,,,POINT EMPTY
364607,1944954,,FIXED,VISUND T,SUBSEA STRUCTURE,INSTALLATION,T-CONNECTION,ED50,61,4,5.09,N,2,31,40.2,E,1,31,6770623.06,474516.02,0,185,,25,,N,KVITEBJØRN GASSRØR,2417249,TUF,Gassco AS,,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=364607,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=364607,0,0,2024-01-02 00:00:00,34,11,POINT (2.5278333 61.0680806)
364693,1944954,,FIXED,NYHAMNA,ONSHORE FACILITY,IN SERVICE,LANDFALL - PROCESSING,ED50,62,50,52.06,N,6,57,13.32,E,1,31,6974981.61,701223.88,0,0,2007-09-13 00:00:00,0,,Y,NYHAMNA LANDANLEGG,2455217,TUF,Gassco AS,,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=364693,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=364693,0,0,2024-01-02 00:00:00,,,POINT (6.9537 62.8477944)
364750,32011216,,FIXED,NORNE J,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER - WATER INJECTION,ED50,66,2,56.84,N,8,10,16.88,E,1,32,7325819.11,462461.98,0,390,2005-11-08 00:00:00,15,,N,URD,2834734,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2834734,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=364750,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=364750,4,4,2024-01-02 00:00:00,6608,10,POINT (8.1713556 66.0491222)
364789,32011216,,FIXED,NORNE G,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,66,4,41.97,N,8,14,55.75,E,1,32,7329029.91,466010,0,390,2005-11-08 00:00:00,15,,N,URD,2834734,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=2834734,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=364789,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=364789,4,4,2024-01-02 00:00:00,6608,10,POINT (8.2488194 66.078325)
