activity_nr,reporting_id,state_flag,estab_name,site_address,site_city,site_state,site_zip,owner_type,owner_code,adv_notice,safety_hlth,sic_code,naics_code,insp_type,insp_scope,why_no_insp,union_status,safety_manuf,safety_const,safety_marit,health_manuf,health_const,health_marit,migrant,mail_street,mail_city,mail_state,mail_zip,host_est_key,nr_in_estab,open_date,case_mod_date,close_conf_date,close_case_date,ld_dt
215153727,0522500,,J I BURNS & SONS CO,WELL #12152 COLUMBIA GAS HOCKI,Logan,OH,43138,,0000,,S,1381,000000,H,B,,B,,,,,,,,,,,00000,,6,1980-11-19,,1980-11-19,1981-02-10,2011-10-14 16:38:47 EDT
215153735,0522500,,SAP DRILLING CO INC,CLARK KENNARD SCHOOL BOARD #1,Logan,OH,43138,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1980-11-19,,1980-11-19,1981-01-16,2011-10-14 16:38:47 EDT
215153743,0522500,,LES WILSON SPUDDERS INC,THOMAS & TERESA CLAYTON WELL,Lancaster,OH,43130,,0000,,S,1381,000000,H,B,,B,,,,,,,,,,,00000,,12,1980-11-19,,1980-11-19,1981-01-14,2011-10-14 16:38:47 EDT
215153776,0522500,,R H WHIPKEY CO,HAGAN REICHLEY WELL #4 PERRY C,New Lexington,OH,43764,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,13,1981-02-03,,1981-02-03,1981-04-09,2011-10-14 16:38:47 EDT
215153792,0522500,,HALLIBURTON SERVICES,HAGAN REICHLEY WELL #4 PERRY C,New Lexington,OH,43764,,0000,,S,1389,000000,I,A,,B,,,,,,,,,,,00000,,4,1981-02-03,,1981-02-03,1981-02-11,2011-10-14 16:38:47 EDT
215153800,0522500,,K R DRILLING,TWILA HESSIN #1 WELL MUSKINGUM,Frazeysburg,OH,43862,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,6,1981-01-28,,1981-01-28,1981-04-29,2011-10-14 16:38:47 EDT
215153818,0522500,,DAVIS DRILLING INC,CHARLES PURDY WELL #2 KNOX COU,Danville,OH,43014,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,6,1981-01-29,,1981-01-29,1981-03-12,2011-10-14 16:38:47 EDT
215153826,0522500,,ARMSTRONG POWER TONG,HAGAN REICHLEY WELL #4 PERRY C,New Lexington,OH,43764,,0000,,S,1389,000000,I,A,,B,,,,,,,,,,,00000,,1,1981-02-03,,1981-02-03,1981-03-12,2011-10-14 16:38:47 EDT
215153834,0522500,,J L COATS,RALPH & ANNA TURNER WELL #3 MU,Frazeysburg,OH,43822,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1981-02-04,,1981-02-04,1981-03-18,2011-10-14 16:38:47 EDT
215153842,0522500,,PAR DRILLING CO,RALPH TURNER WELL #2 MUSKINGUM,Frazeysburg,OH,43822,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1981-02-10,,1981-02-10,1981-06-24,2011-10-14 16:38:47 EDT
215153859,0522500,,B J DRILLING CO INC,THEODORE LOUISE FARMER WELL #3,Danville,OH,43014,,0000,,S,1381,000000,H,B,,B,,,,,,,,,,,00000,,6,1981-02-11,,1981-02-11,1981-09-30,2011-10-14 16:38:47 EDT
215153867,0522500,,WORTHINGTON OIL CO INC,DEAN BEST # 1 WELL MORGAN COUN,Malta,OH,43753,,0000,,S,1381,000000,B,B,,B,,,,,,,,,,,00000,,35,1981-02-18,,1981-02-19,1984-03-16,2011-10-14 16:38:47 EDT
215153883,0522500,,DAVIS DRILLING INC,CHARLES PURDY WELL #2 KNOX COU,Danville,OH,43014,,0000,,S,1381,000000,F,B,,B,,,,,,,,,,,00000,,6,1981-03-03,,1981-03-03,1981-10-21,2011-10-14 16:38:47 EDT
215153990,0522500,,ULLMAN DRILLING INC,MORIN #1 WELL MORGAN COUNTY,Malta,OH,48758,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1981-04-02,,1981-04-02,1981-06-16,2011-10-14 16:38:47 EDT
215154006,0522500,,LES WILSON INC,ROBERT PIPER WELL #12215 FAIRF,Sugar Grove,OH,43155,,0000,,S,1381,000000,B,A,,B,,,,,,,,,,,00000,,4,1981-04-03,,1981-04-03,1981-05-14,2011-10-14 16:38:47 EDT
215154014,0522500,,JOHN UNGER DRILLING,EUGENE GRUBBS WELL,Zanesfield,OH,43701,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1981-04-07,,1981-04-07,1981-06-16,2011-10-14 16:38:47 EDT
215154022,0522500,,PAR DRILLING CO,RALPH TURNER WELL,Frazeysburg,OH,43822,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1981-04-08,,1981-04-08,1981-10-21,2011-10-14 16:38:47 EDT
215154030,0522500,,L B J DRILLING CO,HERMAN PRISKELLA LESCAILETT,Martinsburg,OH,43037,,0000,,S,1381,000000,H,B,,B,,,,,,,,,,,00000,,6,1981-04-08,,1981-04-08,1981-07-28,2011-10-14 16:38:47 EDT
215154048,0522500,,BOB GISINGER DRILLING CO,DOMINIC MARY REICHLEY 1 WELL,Somerset,OH,43783,,0000,,S,1381,000000,H,B,,B,,,,,,,,,,,00000,,13,1981-04-22,,1981-04-28,1981-11-25,2011-10-14 16:38:47 EDT
215154071,0522500,,BETHEL RESOURCES INC RIG #3,BERNARD CATHERINE SWEENCY WELL,Junction City,OH,43738,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,10,1981-05-14,,1981-05-14,1981-07-28,2011-10-14 16:38:47 EDT
215154089,0522500,,TRI-STATE OIL TOOL INDUSTRIES,BERNARD CATHERINE SWEENEY WELL,Junction City,OH,43738,,0000,,S,1389,000000,I,A,,B,,,,,,,,,,,00000,,1,1981-05-14,,1981-05-14,1981-06-18,2011-10-14 16:38:47 EDT
215154097,0522500,,ARMSTRONG POWER TONGS,BERNARD CATHERINE SWEENEY WELL,Junction City,OH,43738,,0000,,S,1389,000000,I,A,,B,,,,,,,,,,,00000,,1,1981-05-14,,1981-05-14,1981-06-18,2011-10-14 16:38:47 EDT
215154154,0522500,,L B J DRILLING CO,HERMAN PRISCELLA LESCAILETT WE,Martinsburg,OH,43037,,0000,,S,1381,000000,F,B,,B,,,,,,,,,,,00000,,6,1981-06-19,,1981-06-19,1981-10-21,2011-10-14 16:38:47 EDT
215154162,0522500,,CAMPHIRE DRILLING CO RIG #3,GAYLORD RINE 2 WELL KNOX CHEY,Martinsburg,OH,43037,,0000,,S,1381,000000,H,B,,B,,,,,,,,,,,00000,,6,1981-07-14,,1981-07-14,1981-09-01,2011-10-14 16:38:47 EDT
215154170,0522500,,SAN DRIL CORP RIG 1,DENHART 1 WELL PERRY CHEY,Zanesville,OH,43701,,0000,,S,1381,000000,H,B,,B,,,,,,,,,,,00000,,9,1981-07-15,,1981-07-15,1981-08-21,2011-10-14 16:38:47 EDT
215154188,0522500,,PAUL DRILLING RIG 1,EDWARD VENARD 1 WELL VINTON,Mcarthur,OH,45651,,0000,,S,1381,000000,H,B,,B,,,,,,,,,,,00000,,12,1981-07-21,,1981-07-21,1982-01-04,2011-10-14 16:38:47 EDT
215154196,0522500,,JEB DRILLING INC,EUGENE J JANE RAUCH 1 WELL,Newark,OH,43055,,0000,,S,1381,000000,H,B,,B,,,,,,,,,,,00000,,5,1981-07-28,,1981-07-28,1982-01-04,2011-10-14 16:38:47 EDT
215154204,0522500,,LOTHES & LOTHES INC,TWILA E HESSIN WELL 1A MUSKING,Frazeysburg,OH,43822,,0000,,S,1381,000000,H,B,,B,,,,,,,,,,,00000,,6,1981-07-29,,1981-07-29,1981-09-01,2011-10-14 16:38:47 EDT
215154212,0522500,,SALT CREEK MATERIAL INC RIG #1,HERSCHEL CLARK WELL #1,Zanesville,OH,43701,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,6,1981-08-12,,1981-08-12,1982-01-04,2011-10-14 16:38:47 EDT
215154220,0522500,,C V A S DRILLING INC RIG #2,CR CONSIDILETED COAL #6,Zanesville,OH,43701,,0000,,S,1381,000000,H,B,,B,,,,,,,,,,,00000,,12,1981-08-13,,1981-08-13,1982-01-04,2011-10-14 16:38:47 EDT
215154253,0522500,,DALE DENMAN DRILLING RIG #1,DARNES 2 WELL LICKING CNTY,Newark,OH,43055,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1981-08-28,,1981-08-28,1982-01-04,2011-10-14 16:38:47 EDT
215154261,0522500,,HUFFMAN & BOWERS INC RIG #4,LILLIE RITTBERGER 3 WELL MUSKI,Zanesville,OH,43701,,0000,,S,1381,000000,H,B,,B,,,,,,,,,,,00000,,6,1981-09-01,,1981-09-01,1981-10-14,2011-10-14 16:38:47 EDT
215154279,0522500,,VICTOR MCKENZIE DRILLING CO,GILLENWATER UNIT WELL 1 PERRY,Bremen,OH,43107,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,6,1981-09-03,,1981-09-03,1982-10-22,2011-10-14 16:38:47 EDT
215154311,0522500,,TRI STATE DRILLING,ROBERT MURRY 2 WELL HOLMES COU,Danville,OH,43014,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,9,1982-06-29,,1982-06-29,1982-09-14,2011-10-14 16:38:47 EDT
215154329,0522500,,SHERMAN DRILLING CO,W & M TROYER WELL 1 HOLMES COU,Baltic,OH,43804,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,12,1982-07-01,,1982-07-01,1983-02-07,2011-10-14 16:38:47 EDT
215154337,0522500,,LYBARGER & HELMS DRILLING,NOSH J ANN TROVER WELL 1,Baltic,OH,43804,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,5,1982-07-07,,1982-07-07,1982-08-20,2011-10-14 16:38:47 EDT
215154345,0522500,,MASON DRILLING INC,MOSES SCHIABACH WELL 1,Millersburg,OH,44654,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,6,1982-07-08,,1982-07-08,1982-09-14,2011-10-14 16:38:47 EDT
215154428,0522500,,HILL DRILLING INC,CARL J STRAUSBAUGH WELL,Glenmont,OH,44628,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1982-07-29,,1982-07-29,1982-08-04,2011-10-14 16:38:47 EDT
215155151,0522500,,CAMPHIRE DRILLING CO RIG #2,WELL 6123 BETHLEHEM TWP COSHOC,Warsaw,OH,43844,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,2,1983-09-08,,1983-09-08,1983-12-29,2011-10-14 16:38:47 EDT
215155417,0522500,,C T DRILLING INC RIG 3,GURY DUNN 1 WELL WASHINGTON,New Matamoras,OH,45767,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,13,1984-01-11,,1984-01-11,1984-03-20,2011-10-14 16:38:47 EDT
215206574,0551800,,CLEFF OIL PRODUCERS INC,OATSVILLE RD R R 4,Petersburg,IN,47567,,0000,,S,1381,000000,A,A,,B,,,,,,,,,,,00000,,7,1982-12-06,,1982-12-13,1983-08-19,2011-10-14 16:38:47 EDT
215206657,0551800,,BEEHILL DRILLING CO INC,1018 LINCOLN AVE,Evansville,IN,47714,,0000,,S,1381,000000,A,B,,B,,,,,,,,,,,00000,,13,1983-02-16,,1983-02-28,1983-04-15,2011-10-14 16:38:47 EDT
215206871,0551800,,BEEHILL DRILLING CO INC,1018 LINCOLN AVE,Evansville,IN,47704,,0000,,S,1311,000000,A,B,,B,,,,,,,,,,,00000,,13,1982-06-01,,1982-06-08,1983-08-11,2011-10-14 16:38:47 EDT
215324948,0523100,,WEST DRILLING CO,WARNER ROWE LEASE WELL 2,Bloomfield,IN,47424,,0000,,S,1381,000000,A,B,,B,,,,,,,,,,,00000,,20,1972-07-26,,1972-07-26,1984-03-10,2011-10-14 16:38:47 EDT
217424167,0728500,,FRY'S TANK SERVICE INC,210 EIGHTH STREET,Claflin,KS,67401,,0000,,S,1389,000000,A,A,,B,,,,,,,,,,,00000,,1,1973-08-17,,1973-08-17,1979-01-26,2011-10-14 16:38:47 EDT
217424886,0728500,,LEBEN DRILLING INC,111 WEST DOUGLAS,Wichita,KS,67202,,0000,,S,1381,000000,A,A,,B,,,,,,,,,,,00000,,60,1973-02-28,,1973-02-28,1984-03-10,2011-10-14 16:38:47 EDT
217479831,0729700,,HEMBREE TANK SERVICE,302 EAST SYCAMORE,Ness City,KS,67560,,0000,,S,1389,000000,H,A,,B,,,,,,,,,,,00000,,17,1975-04-22,,1975-04-22,1975-05-09,2011-10-14 16:38:47 EDT
217479849,0729700,,GENE'S OILFIELD SERVICE,SOUTH HIGHWAY US 283,Ness City,KS,67560,,0000,,S,1389,000000,A,A,,B,,,,,,,,,,,00000,,5,1975-04-23,,1975-04-23,1975-05-07,2011-10-14 16:38:47 EDT
217482694,0729700,,FIELDS & SONS INC,2500 EAST 1ST,Pratt,KS,67124,,0000,,S,1389,000000,B,A,,B,,,,,,,,,,,00000,,16,1978-01-18,,1978-01-18,1978-01-30,2011-10-14 16:38:47 EDT
217482843,0729700,,LAYTON OIL CO,1 MILE NORTH 3/4 MILE EAST,Havana,KS,67347,,0000,,S,1311,000000,F,A,,B,,,,,,,,,,,00000,,11,1978-04-13,,1978-04-13,1984-03-10,2011-10-14 16:38:47 EDT
217483791,0729700,,EDCO DRILLING CO,5 MILES NORTH OF WHITEWATER KS,Whitewater,KS,67154,,0000,,S,1381,000000,A,B,,B,,,,,,,,,,,00000,,39,1980-01-22,,1980-01-24,1984-03-10,2011-10-14 16:38:47 EDT
217484468,0729700,,DRESSER TITAN DIV OF DRESSER,WEST LINCOLN,Medicine Lodge,KS,67104,,0000,,S,1389,000000,B,A,,B,,,,,,,,,,,00000,,22,1981-09-09,,1981-09-10,1981-09-22,2011-10-14 16:38:47 EDT
217485465,0729700,,DUNBAR & SONS OIL ENTERPRISES,5 1/2 MI E OF DEXTER KANSAS,Dexter,KS,67038,,0000,,S,1311,000000,A,B,,B,,,,,,,,,,,00000,,9,1982-12-22,,1983-01-07,1983-02-23,2011-10-14 16:38:47 EDT
217485648,0729700,,BRANDT DRILLING CO INC,RIG #3 5 1/2 MI EAST OF OLPE,Olpe,KS,66865,,0000,,S,1381,000000,B,B,,B,,,,,,,,,,,00000,,30,1983-04-22,,1983-04-22,1983-09-26,2011-10-14 16:38:47 EDT
217486026,0729700,,RANGE OIL CO INC,5 MI S OF POTWIN KANSAS,Potwin,KS,67123,,0000,,S,1382,000000,A,B,,B,,,,,,,,,,,00000,,47,1984-01-04,,1984-01-09,1984-01-13,2011-10-14 16:38:47 EDT
217487313,0729700,,C & K CONSTRUCTION D/B/A JOHN,11 MILES N 2 1/2 MILES E & 1/2,Liberal,KS,67901,,0000,,S,1389,000000,A,B,,B,,,,,,,,,,,00000,,22,1979-01-09,,1979-01-10,1979-02-09,2011-10-14 16:38:47 EDT
217488931,0729700,,C&G DRILLING CO,4 MILES NORTH AND 3 MILES SOUT,Dighton,KS,67839,,0000,,S,1381,000000,B,B,,B,,,,,,,,,,,00000,,12,1978-03-22,,1978-03-23,1978-05-17,2011-10-14 16:38:47 EDT
217492362,0729700,,RAMOIL,KNUTE RICHARDSON WELL #1,Winfield,KS,67156,,0000,,S,1311,000000,B,A,,B,,,,,,,,,,,00000,,2,1980-04-28,,1980-04-28,1984-03-10,2011-10-14 16:38:47 EDT
217493840,0729700,,JOHN CHRIS HAWTHORNE,2 MI N SYLLARDS ON HAWTHORNE,Eureka,KS,67045,,0000,,S,1389,000000,A,A,,B,,,,,,,,,,,00000,,1,1982-10-20,,1982-10-21,1982-11-30,2011-10-14 16:38:47 EDT
217499748,0729700,,ELECTRA LOG INC,3 MI SOUTH OF US HIGHWAYS 56 &,Great Bend,KS,67530,,0000,,S,1382,000000,B,A,,B,,,,,,,,,,,00000,,13,1980-02-01,,1980-02-04,1980-04-04,2011-10-14 16:38:47 EDT
217501451,0729700,,KEWANEE OIL CO,9 MILES SE OF MEDICINE LODGE K,Medicine Lodge,KS,67104,,0000,,S,1311,000000,A,A,,B,,,,,,,,,,,00000,,5,1977-04-05,,1977-04-06,1977-04-20,2011-10-14 16:38:47 EDT
217501907,0729700,,SKELLY GAS GATHERING CO INC,2 MILES NORTH OF MAYFIELD KS,Mayfield,KS,67103,,0000,,H,1389,000000,B,B,,B,,,,,,,,,,,00000,,7,1977-07-21,,1977-07-28,1977-08-10,2011-10-14 16:38:47 EDT
217502061,0729700,,CITIES SERVICE GAS CO,3 MILES WEST & 2 MILES NORTH,Liberal,KS,67901,,0000,,S,1311,000000,B,B,,A,,,,,,,,,,,00000,,33,1977-10-05,,1977-10-11,1977-10-26,2011-10-14 16:38:47 EDT
217502343,0729700,,PIPE PULLERS INC,5 MILES SE OF SHARON KS,Sharon,KS,67138,,0000,,S,1389,000000,A,B,,B,,,,,,,,,,,00000,,5,1978-04-19,,1978-05-09,1978-05-30,2011-10-14 16:38:47 EDT
217504653,0729700,,PIONEER DRILLING CO INC,6 MILES EAST OF STOCKTON SO SI,Stockton,KS,67669,,0000,,S,1381,000000,A,B,,B,,,,,,,,,,,00000,,52,1981-05-06,,1981-05-06,1981-06-19,2011-10-14 16:38:47 EDT
217504984,0729700,,PIONEER DRILLING CO INC,7 MILES WEST 1 MILE NO,Stockton,KS,67669,,0000,,S,1381,000000,F,B,,B,,,,,,,,,,,00000,,52,1981-09-15,,1981-09-15,1981-09-15,2011-10-14 16:38:47 EDT
217505155,0729700,,EMPHASIS OIL OPERATIONS,TWO & ONE HALF MILES SOUTH,Bazine,KS,67516,,0000,,S,1381,000000,A,A,,B,,,,,,,,,,,00000,,109,1981-11-05,,1981-11-06,1982-01-04,2011-10-14 16:38:47 EDT
217505171,0729700,,CYCLONE WELL SERVICE INC,ONE MILE WEST OF,Canton,KS,67428,,0000,,S,1389,000000,A,A,,B,,,,,,,,,,,00000,,9,1981-11-27,,1981-12-02,1981-12-29,2011-10-14 16:38:47 EDT
217505403,0729700,,FRANCIS CASING CREWS,TEN MILES W & ONE SOUTH,Stockton,KS,67669,,0000,,S,1389,000000,A,A,,B,,,,,,,,,,,00000,,30,1982-01-12,,1982-01-15,1983-01-12,2011-10-14 16:38:47 EDT
217505411,0729700,,THUNDERBIRD DRILLING INC,TEN MILE W & ONE MILE SOUTH,Stockton,KS,67669,,0000,,S,1311,000000,A,A,,B,,,,,,,,,,,00000,,45,1982-01-12,,1982-01-15,1982-08-12,2011-10-14 16:38:47 EDT
217505486,0729700,,KELLY DRILLING,NINE MILES WEST & ONE MILE NOR,Eureka,KS,67045,,0000,,S,1381,000000,B,A,,B,,,,,,,,,,,00000,,15,1982-02-17,,1982-02-17,1982-05-05,2011-10-14 16:38:47 EDT
217506138,0729700,,MONTGOMERY EXPLORATION INC,FOUR MILES SOUTH,Codell,KS,67630,,0000,,S,1381,000000,A,A,,B,,,,,,,,,,,00000,,19,1982-05-18,,1982-05-19,1983-01-18,2011-10-14 16:38:47 EDT
217506294,0729700,,ALDRIL EXPLORATION CORP,THREE MI WEST & FOUR MI NORTH,Utica,KS,67584,,0000,,S,1381,000000,B,A,,B,,,,,,,,,,,00000,,15,1982-06-17,,1982-06-17,1982-07-16,2011-10-14 16:38:47 EDT
217506716,0729700,,OLLERS INC,SOUTH SIDE KANSAS HWY 42,Spivey,KS,67142,,0000,,S,1389,000000,B,B,,B,,,,,,,,,,,00000,,35,1982-09-08,,1982-09-08,1982-09-28,2011-10-14 16:38:47 EDT
217508993,0729700,,KANDRILCO INC,NORTH US HWY 183,Stockton,KS,67669,,0000,,S,1381,000000,B,B,,B,,,,,,,,,,,00000,,13,1983-10-04,,1983-10-04,1984-03-27,2011-10-14 16:38:47 EDT
217509579,0729700,,3-D TANK SERVICE INC,FRONT STREET & WICHITA,Russell,KS,67665,,0000,,S,1389,000000,A,B,,B,,,,,,,,,,,00000,,15,1984-01-06,,1984-01-06,1984-02-27,2011-10-14 16:38:47 EDT
217512011,0729700,,WESTERN PETROLEUM DRILLING INC,10 MILES NORTH OF OGALLAH KS,Wa Keeney,KS,67672,,0000,,S,1381,000000,B,A,,B,,,,,,,,,,,00000,,12,1977-11-18,,1977-11-21,1978-01-31,2011-10-14 16:38:47 EDT
217515311,0729700,,MURFIN DRILLING CO,HIGHWAY 50 3 MILES EAST,Macksville,KS,67557,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,5,1975-09-10,,1975-09-10,1975-10-17,2011-10-14 16:38:47 EDT
217515329,0729700,,DRESSER ATLAS INC,HIGHWAY 50 3 MILES EAST OF MAR,Macksville,KS,67557,,0000,,S,1382,000000,H,A,,B,,,,,,,,,,,00000,,2,1975-09-10,,1975-09-10,1984-03-10,2011-10-14 16:38:47 EDT
217515345,0729700,,DUNNE & GARDNER PETROLEUM IN,1/2 MILE SOUTH OF MACKSVILLE,Macksville,KS,67557,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1975-09-12,,1975-09-15,1975-10-20,2011-10-14 16:38:47 EDT
217515600,0729700,,RED TIGER DRILLING CO,US HIGHWAY 81 ONE MILE SOUTH,Lindsborg,KS,67456,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1975-10-09,,1975-10-10,1976-04-26,2011-10-14 16:38:47 EDT
217516111,0729700,,B & B DRILLING INC,3 MILES WEST HIGHWAY 281,Hoisington,KS,67544,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1976-01-12,,1976-01-19,1984-03-10,2011-10-14 16:38:47 EDT
217516129,0729700,,H 30 DRILLING INC,8 MILES NORTHWEST HIGHWAY 281,Hoisington,KS,67544,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1976-01-12,,1976-01-19,1983-04-21,2011-10-14 16:38:47 EDT
217516137,0729700,,DUKE DRILLING CO,5 MILES SOUTHWEST BALTA ROAD,Russell,KS,67665,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1976-01-13,,1976-01-16,1976-03-05,2011-10-14 16:38:47 EDT
217516145,0729700,,RED TIGER DRILLING CO,US HIGHWAY 281 SOUTH 15 MILES,Russell,KS,67665,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1976-01-13,,1976-01-16,1976-03-12,2011-10-14 16:38:47 EDT
217516368,0729700,,PATRICK WELL SERVICE INC,HIGHWAY 56 SEVEN MILES SOUTHWE,Satanta,KS,67870,,0000,,S,1389,000000,H,A,,B,,,,,,,,,,,00000,,5,1976-02-04,,1976-02-05,1984-03-10,2011-10-14 16:38:47 EDT
217516483,0729700,,RAINS & WILIAMSON OIL CO INC,9 MILES SOUTH ON HIGHWAY 281,Russell,KS,67665,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1976-03-23,,1976-03-29,1976-05-06,2011-10-14 16:38:47 EDT
217516541,0729700,,EMPHASIS OIL OPERATIONS,4 MILES WEST ON HIGHWAY US 40,Russell,KS,67665,,0000,,S,1381,000000,H,A,,B,,,,,,,,,,,00000,,4,1976-03-26,,1976-03-30,1976-05-26,2011-10-14 16:38:47 EDT
217516707,0729700,,KEWANEE OIL CO,9 MILES SE OF MEDICINE LODGE K,Medicine Lodge,KS,67104,,0000,,S,1311,000000,F,A,,B,,,,,,,,,,,00000,,5,1977-06-29,,1977-06-29,1984-03-10,2011-10-14 16:38:47 EDT
217516715,0729700,,UNION DRILLING CO INC,STATE LINE ROAD 1 1/2 MILES WE,Hardtner,KS,67057,,0000,,S,1381,000000,B,B,,B,,,,,,,,,,,00000,,15,1977-06-30,,1977-06-30,1977-12-08,2011-10-14 16:38:47 EDT
217516772,0729700,,B&N DRILLING CO,BARTON SECTION 24 TOWNSHIP 18,Claflin,KS,67525,,0000,,S,1381,000000,B,A,,B,,,,,,,,,,,00000,,4,1977-07-22,,1977-07-22,1977-08-23,2011-10-14 16:38:47 EDT
217516806,0729700,,DNB INC,6 MILES NORTHWEST ON BURDETT G,Burdett,KS,67523,,0000,,S,1381,000000,A,A,,B,,,,,,,,,,,00000,,15,1977-10-20,,1977-10-26,1984-03-10,2011-10-14 16:38:47 EDT
217518059,0729700,,DA MAC DRILLING INC,11 MILE NORTH OF SUBLETTE KS,Sublette,KS,67877,,0000,,S,1381,000000,A,A,,B,,,,,,,,,,,00000,,8,1976-10-28,,1976-10-29,1984-03-10,2011-10-14 16:38:47 EDT
217518190,0729700,,EDCO DRILLING CO,4 MILE EAST 5 MILE SOUTH OF LA,Gridley,KS,66855,,0000,,S,1381,000000,A,A,,B,,,,,,,,,,,00000,,23,1976-11-29,,1976-11-29,1976-12-15,2011-10-14 16:38:47 EDT
217518844,0729700,,RAINS & WILLIAMSON OIL CO INC,9 MILE NORTH 4 MILE EAST OF CO,Colby,KS,67701,,0000,,S,1381,000000,B,A,,B,,,,,,,,,,,00000,,13,1977-04-12,,1977-04-12,1977-06-16,2011-10-14 16:38:47 EDT
217519305,0729700,,B&N DRILLING CO,ZINK FARM 4 MILE EAST 2 MILE S,Claflin,KS,67525,,0000,,S,1381,000000,B,A,,B,,,,,,,,,,,00000,,4,1977-08-31,,1977-08-31,1977-10-12,2011-10-14 16:38:47 EDT
217519446,0729700,,MINDENHALL DRILLING CO,5 MILE NORTH 3 MILE EAST OF SA,Sabetha,KS,66534,,0000,,S,1381,000000,A,A,,B,,,,,,,,,,,00000,,4,1977-10-05,,1977-10-05,1978-01-24,2011-10-14 16:38:47 EDT
217519586,0729700,,LAYTON OIL CO,1 MILE NORTH 3/4 MILE EAST,Havana,KS,67347,,0000,,S,1311,000000,B,A,,B,,,,,,,,,,,00000,,11,1977-12-20,,1977-12-20,1978-04-19,2011-10-14 16:38:47 EDT
217519990,0729700,,B & N DRILLING CO,2 MILE EAST 1 MILE SOUTH,Ellinwood,KS,67526,,0000,,S,1381,000000,A,B,,B,,,,,,,,,,,00000,,50,1978-07-10,,1978-07-11,1978-07-25,2011-10-14 16:38:47 EDT
217520063,0729700,,LAYTON OIL CO,OIL FIELD 6 MILE NE JCT 75 & 1,Independence,KS,67301,,0000,,S,1311,000000,A,A,,B,,,,,,,,,,,00000,,175,1978-08-07,,1978-08-07,1978-08-24,2011-10-14 16:38:47 EDT
217520113,0729700,,BERGMAN DRILLING INC,3 MILE EAST 1 MILE NORTH,Moundridge,KS,67107,,0000,,S,1381,000000,B,B,,B,,,,,,,,,,,00000,,16,1978-09-06,,1978-09-06,1979-01-12,2011-10-14 16:38:47 EDT
217520162,0729700,,LAYTON OIL CO,OIL FIELD NORTH JUCTION 75 & 1,Independence,KS,67301,,0000,,S,1311,000000,F,A,,B,,,,,,,,,,,00000,,175,1978-10-03,,1978-10-03,1984-03-10,2011-10-14 16:38:47 EDT
217520238,0729700,,ALCO DRILLING INC,AIRPORT RD,Iola,KS,66749,,0000,,S,1381,000000,B,A,,B,,,,,,,,,,,00000,,15,1978-11-07,,1978-11-08,1978-11-22,2011-10-14 16:38:47 EDT
217520675,0729700,,CHURCH DRILLING INC,5 MI WEST 1 MI SOUTH OLD HIGHW,Chanute,KS,66720,,0000,,S,1381,000000,B,B,,B,,,,,,,,,,,00000,,6,1979-04-05,,1979-04-05,1982-02-10,2011-10-14 16:38:47 EDT
217521293,0729700,,CHAUTAUGUA HILLS DRILLING CO,7 MILE SOUTH 1 MILE EAST OF,Longton,KS,67352,,0000,,S,1381,000000,B,A,,B,,,,,,,,,,,00000,,8,1979-10-25,,1979-10-25,1979-12-20,2011-10-14 16:38:47 EDT
217521343,0729700,,OSTROM WELL SERVICE INC,6 MILE SOUTH 4 MILE WEST,Logan,KS,67646,,0000,,S,1389,000000,A,B,,B,,,,,,,,,,,00000,,22,1979-11-05,,1979-11-06,1980-04-14,2011-10-14 16:38:47 EDT
