RIG_NAME,RIG_TYPE,RIG_STATUS,OWNER,OPERATOR,IMO_NUMBER,FLAG_STATE,WATER_DEPTH_RATING_FT,DRILLING_DEPTH_RATING_FT,MAX_WATER_DEPTH_FT,LOA_M,BEAM_M,DISPLACEMENT_TONNES,MOONPOOL_DIAMETER_M,DP_CLASS,YEAR_BUILT,WELLS_DRILLED_COUNT,LAST_WAR_DATE,FIRST_WAR_DATE,LAST_AREA_CODE,LAST_BLOCK_NUMBER,DATA_SOURCE,IS_OFFSHORE,VESSEL_NAME,VESSEL_CATEGORY,RIG_DESIGN,DATA_SOURCE_URL,HULL_FORM_TYPE,HULL_LIBRARY_REF,DRAFT_M,DIMENSION_CONFIDENCE,DEPTH_M,MOONPOOL_LENGTH_M,MOONPOOL_WIDTH_M,VARIABLE_DECK_LOAD_ST,HOOKLOAD_RATING_KIPS,SETBACK_CAPACITY_KIPS,LEG_LENGTH_FT,CANTILEVER_REACH_FT,SPUD_CAN_DIAMETER_FT
OCEAN WARAWICK,semi_submersible,,,,,,,,137.0,104.0,78.0,45000.0,,,,1.0,8/4/2003,6/24/2003,WD,,bsee_war,True,OCEAN WARAWICK,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
OCEAN WARWICK,semi_submersible,,,,,,,,210.0,104.0,78.0,45000.0,,,,50.0,9/8/2003,1/1/2002,ST,,bsee_war,True,OCEAN WARWICK,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
OCEAN WINNER,semi_submersible,,,,,,4000.0,25000.0,3500.0,108.2,75.59,,,,1976.0,3.0,9/7/1998,10/13/1998,GC,,bsee_war,True,OCEAN WINNER,drilling_rig,,,semi_sub,semi_sub_110m,,,,,,,,,,,
OCEAN WORKDER,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,4/27/2003,4/14/2003,SM,,bsee_war,True,OCEAN WORKDER,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
OCEAN WORKER,semi_submersible,,,,,,4000.0,25000.0,3500.0,92.35,60.96,,,,1982.0,12.0,9/7/2003,1/13/2003,MC,,bsee_war,True,OCEAN WORKER,drilling_rig,,,semi_sub,semi_sub_90m,,,,,,,,,,,
OCEANEERING - MSV OCEAN EVOLUTION,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,7.0,6/4/2022 11:59:00 PM,11/16/2020,MC,,bsee_war,True,OCEANEERING - MSV OCEAN EVOLUTION,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
OCEANEERING INTERNATN'L OCEAN,semi_submersible,,,,,,,,1122.0,104.0,78.0,45000.0,,,,1.0,1/16/2004,1/13/2004,GB,,bsee_war,True,OCEANEERING INTERNATN'L OCEAN,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
OCEANSARATOGA,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,7/9/2001,5/22/2001,MC,,bsee_war,True,OCEANSARATOGA,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
OCEEAN KING,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,9/29/2003,10/21/2003,EI,,bsee_war,True,OCEEAN KING,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
OCEN QUEST,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,11/23/2003,11/10/2003,GB,,bsee_war,True,OCEN QUEST,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
ODIN BICTORY,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,6/30/2002,6/24/2002,ST,,bsee_war,True,ODIN BICTORY,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ODIN VICTORY,jack_up,,,,,,,,125.0,70.0,76.0,16000.0,,,,30.0,9/7/2003,1/12/2004,SS,,bsee_war,True,ODIN VICTORY,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
OEAN SUMMIT,semi_submersible,,,,,,,,172.0,104.0,78.0,45000.0,,,,1.0,6/5/2004,4/10/2005,SM,,bsee_war,True,OEAN SUMMIT,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
OEDC EXPL & PROD.,unknown,,,,,,,,,,,,,,,1.0,11/8/1998,10/26/1998,VR,,bsee_war,True,OEDC EXPL & PROD.,drilling_rig,,,,,,,,,,,,,,,
OFFSHORE 1003E,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,6/1/1999,5/1/1999,MP,,bsee_war,True,OFFSHORE 1003E,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
OFFSHORE RATHER,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,12/29/1999,10/13/1999,MC,,bsee_war,True,OFFSHORE RATHER,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
OLYMPIC INTERVENTION IV,support_vessel,,,,,,,,,,,,,,,4.0,8/7/2015 11:59:00 PM,10/4/2009 12:01:00 AM,GC,,bsee_war,True,OLYMPIC INTERVENTION IV,drilling_rig,,,,,,,,,,,,,,,
OLYMPUS N88,unknown,,,,,,,,,,,,,,,30.0,9/9/2023,1/1/2017 12:01:00 AM,MC,,bsee_war,True,OLYMPUS N88,drilling_rig,,,,,,,,,,,,,,,
P&A UNIT,unknown,,,,,,,,685.0,,,,,,,21.0,9/4/2004,3/21/2004,HI,,bsee_war,True,P&A UNIT,drilling_rig,,,,,,,,,,,,,,,
P&A CREW,unknown,,,,,,,,216.0,,,,,,,1.0,5/29/2004,5/16/2004,SM,,bsee_war,True,P&A CREW,drilling_rig,,,,,,,,,,,,,,,
P&U UNIT,unknown,,,,,,,,186.0,,,,,,,1.0,9/27/2003,5/24/2003,HI,,bsee_war,True,P&U UNIT,drilling_rig,,,,,,,,,,,,,,,
P7A UNIT,unknown,,,,,,,,225.0,,,,,,,1.0,9/12/2003,9/11/2003,WC,,bsee_war,True,P7A UNIT,drilling_rig,,,,,,,,,,,,,,,
PA,unknown,,,,,,,,168.0,,,,,,,12.0,6/4/2005,4/24/2005,ST,,bsee_war,True,PA,drilling_rig,,,,,,,,,,,,,,,
PA UNIT,unknown,,,,,,,,685.0,,,,,,,12.0,9/4/2004,3/28/2004,HI,,bsee_war,True,PA UNIT,drilling_rig,,,,,,,,,,,,,,,
PACIFIC KHAMSIN,drillship,,,,,Liberia,12000.0,40000.0,,228.0,41.8,96000.0,,,2013.0,3.0,9/5/2020 11:59:00 PM,1/12/2020 12:01:00 AM,GB,,bsee_war,True,PACIFIC KHAMSIN,drilling_rig,,https://noblecorp.com/wp-content/uploads/2026/05/Noble-Faye-Kozack-Rig-Summary.pdf,drillship,drillship_230m,11.9,measured,18.9,25.6,12.5,24250.0,,,,,
Pacific Santa Ana,drillship,,,,,,10000.0,37500.0,10000.0,227.99,42.06,,,,2013.0,20.0,9/8/2012 11:59:00 PM,1/1/2017 12:01:00 AM,GB,,bsee_war,True,Pacific Santa Ana,drilling_rig,,,drillship,drillship_230m,,,,,,,,,,,
PACIFIC SHARAV,drillship,,,,,Liberia,12000.0,40000.0,,228.0,41.8,96000.0,,,2014.0,46.0,9/9/2017 11:59:00 PM,1/1/2017 12:01:00 AM,GC,,bsee_war,True,PACIFIC SHARAV,drilling_rig,,https://noblecorp.com/wp-content/uploads/2026/05/Noble-Stanley-Lafosse-Rig-Summary.pdf,drillship,drillship_230m,11.9,measured,18.9,35.1,12.5,,,,,,
PARKAER 22J,jack_up,,,,,,,,45.0,70.0,76.0,16000.0,,,,1.0,9/4/2003,8/27/2003,MP,,bsee_war,True,PARKAER 22J,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
PARKER 21-J,platform_rig,,,,,,,,54.0,,,,,,,11.0,9/3/2000,1/12/2004,ST,,bsee_war,True,PARKER 21-J,drilling_rig,,,,,,,,,,,,,,,
PARKER  77-B,platform_rig,,,,,,,,,,,,,,,4.0,9/7/2019 11:59:00 PM,1/12/2020 12:01:00 AM,SM,,bsee_war,True,PARKER  77-B,drilling_rig,,,,,,,,,,,,,,,
PARKER (HERCULES) 22,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,3.0,3/5/2000,1/22/2000,VR,,bsee_war,True,PARKER (HERCULES) 22,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
PARKER 10,platform_rig,,,,,,,,180.0,,,,,,,4.0,9/4/2000,10/12/1999,GB,,bsee_war,True,PARKER 10,drilling_rig,,,,,,,,,,,,,,,
PARKER 10 P,platform_rig,,,,,,,,,,,,,,,2.0,9/19/2001,3/12/2001,EW,,bsee_war,True,PARKER 10 P,drilling_rig,,,,,,,,,,,,,,,
PARKER 10P,platform_rig,,,,,,,,208.0,,,,,,,10.0,9/8/2003,3/10/2003,EW,,bsee_war,True,PARKER 10P,drilling_rig,,,,,,,,,,,,,,,
PARKER 11,platform_rig,,,,,,,,22.0,,,,,,,2.0,2/5/2001,1/15/2001,ST,,bsee_war,True,PARKER 11,drilling_rig,,,,,,,,,,,,,,,
PARKER 11-J,platform_rig,,,,,,,,118.0,,,,,,,14.0,9/3/2005,12/23/2002,HI,,bsee_war,True,PARKER 11-J,drilling_rig,,,,,,,,,,,,,,,
PARKER 11J,platform_rig,,,,,,,,120.0,,,,,,,6.0,9/5/2004,1/17/2000,VR,,bsee_war,True,PARKER 11J,drilling_rig,,,,,,,,,,,,,,,
PARKER 11J/COIL TUBING,coil_tubing_unit,,,,,,,,30.0,,,,,,,1.0,12/7/2003,12/1/2003,VR,,bsee_war,True,PARKER 11J/COIL TUBING,drilling_rig,,,,,,,,,,,,,,,
PARKER 14,platform_rig,,,,,,,,19.0,,,,,,,4.0,9/24/2000,10/16/2000,SM,,bsee_war,True,PARKER 14,drilling_rig,,,,,,,,,,,,,,,
PARKER 14-J,platform_rig,,,,,,,,35.0,,,,,,,1.0,9/7/2003,8/11/2003,CA,,bsee_war,True,PARKER 14-J,drilling_rig,,,,,,,,,,,,,,,
PARKER 14J,platform_rig,,,,,,,,52.0,,,,,,,6.0,9/21/2003,4/10/2001,BS,,bsee_war,True,PARKER 14J,drilling_rig,,,,,,,,,,,,,,,
PARKER 15,platform_rig,,,,,,,,,,,,,,,3.0,8/6/2000,2/17/2003,WC,,bsee_war,True,PARKER 15,drilling_rig,,,,,,,,,,,,,,,
PARKER 15-J,platform_rig,,,,,,,,29.0,,,,,,,2.0,9/4/2004,11/19/2001,SS,,bsee_war,True,PARKER 15-J,drilling_rig,,,,,,,,,,,,,,,
PARKER 15J,platform_rig,,,,,,,,40.0,,,,,,,5.0,9/9/2002,1/13/2003,EI,,bsee_war,True,PARKER 15J,drilling_rig,,,,,,,,,,,,,,,
PARKER 15J24-,platform_rig,,,,,,,,,,,,,,,1.0,1/12/2003,1/6/2003,EI,,bsee_war,True,PARKER 15J24-,drilling_rig,,,,,,,,,,,,,,,
PARKER 15J24-DEC-02,platform_rig,,,,,,,,,,,,,,,1.0,12/29/2002,12/23/2002,EI,,bsee_war,True,PARKER 15J24-DEC-02,drilling_rig,,,,,,,,,,,,,,,
PARKER 20-J,platform_rig,,,,,,,,52.0,,,,,,,23.0,9/8/2002,1/13/2004,ST,,bsee_war,True,PARKER 20-J,drilling_rig,,,,,,,,,,,,,,,
PARKER 20J,platform_rig,,,,,,,,68.0,,,,,,,11.0,9/9/2001,1/1/2001,PL,,bsee_war,True,PARKER 20J,drilling_rig,,,,,,,,,,,,,,,
PARKER 21,platform_rig,,,,,,,,58.0,,,,,,,58.0,9/9/2001,1/1/2000,GI,,bsee_war,True,PARKER 21,drilling_rig,,,,,,,,,,,,,,,
PARKER 21J,platform_rig,,,,,,,,42.0,,,,,,,7.0,5/17/1999,10/10/2004,ST,,bsee_war,True,PARKER 21J,drilling_rig,,,,,,,,,,,,,,,
PARKER 22,platform_rig,,,,,,,,49.0,,,,,,,21.0,9/9/2001,1/14/2002,ST,,bsee_war,True,PARKER 22,drilling_rig,,,,,,,,,,,,,,,
PARKER 22 (JU),platform_rig,,,,,,,,,,,,,,,3.0,11/9/1999,10/13/1999,VR,,bsee_war,True,PARKER 22 (JU),drilling_rig,,,,,,,,,,,,,,,
PARKER 22-J,platform_rig,,,,,,,,49.0,,,,,,,3.0,8/22/2000,3/14/2004,ST,,bsee_war,True,PARKER 22-J,drilling_rig,,,,,,,,,,,,,,,
PARKER 22J,platform_rig,,,,,,,,65.0,,,,,,,3.0,9/7/2003,7/16/2003,MP,,bsee_war,True,PARKER 22J,drilling_rig,,,,,,,,,,,,,,,
PARKER 22J AND CT,platform_rig,,,,,,,,40.0,,,,,,,1.0,9/24/2003,9/14/2003,BS,,bsee_war,True,PARKER 22J AND CT,drilling_rig,,,,,,,,,,,,,,,
PARKER 25,platform_rig,,,,,,,,,,,,,,,8.0,9/24/2001,1/15/2001,ST,,bsee_war,True,PARKER 25,drilling_rig,,,,,,,,,,,,,,,
PARKER 25-J,platform_rig,,,,,,,,,,,,,,,5.0,7/7/2002,1/15/2001,ST,,bsee_war,True,PARKER 25-J,drilling_rig,,,,,,,,,,,,,,,
PARKER 25J,platform_rig,,,,,,,,133.0,,,,,,,6.0,9/15/2002,1/16/2005,MP,,bsee_war,True,PARKER 25J,drilling_rig,,,,,,,,,,,,,,,
PARKER 3,platform_rig,,,,,,,,,,,,,,,6.0,6/5/2000,1/11/2000,WD,,bsee_war,True,PARKER 3,drilling_rig,,,,,,,,,,,,,,,
PARKER 3-P,platform_rig,,,,,,,,,,,,,,,3.0,9/24/2001,10/16/2001,SP,,bsee_war,True,PARKER 3-P,drilling_rig,,,,,,,,,,,,,,,
PARKER 30-J,platform_rig,,,,,,,,,,,,,,,1.0,2/3/2003,1/14/2003,HI,,bsee_war,True,PARKER 30-J,drilling_rig,,,,,,,,,,,,,,,
PARKER 41,platform_rig,,,,,,,,,,,,,,,8.0,9/3/2000,1/16/2001,EB,,bsee_war,True,PARKER 41,drilling_rig,,,,,,,,,,,,,,,
PARKER 41-P,platform_rig,,,,,,,,,,,,,,,4.0,7/17/2000,2/13/2000,SS,,bsee_war,True,PARKER 41-P,drilling_rig,,,,,,,,,,,,,,,
PARKER 41P,platform_rig,,,,,,,,419.0,,,,,,,6.0,9/6/1999,11/24/1999,HI,,bsee_war,True,PARKER 41P,drilling_rig,,,,,,,,,,,,,,,
PARKER 72-B,platform_rig,,,,,,,,,,,,,,,1.0,7/9/2011 11:59:00 PM,7/10/2011 12:01:00 AM,EI,,bsee_war,True,PARKER 72-B,drilling_rig,,,,,,,,,,,,,,,
PARKER 76,platform_rig,,,,,,,,13.0,,,,,,,5.0,9/7/2003,1/12/2004,EI,,bsee_war,True,PARKER 76,drilling_rig,,,,,,,,,,,,,,,
PARKER 76-B,platform_rig,,,,,,,,,,,,,,,17.0,9/9/2006 11:59:00 PM,1/1/2006 12:01:00 AM,SM,,bsee_war,True,PARKER 76-B,drilling_rig,,,,,,,,,,,,,,,
PARKER 76B,platform_rig,,,,,,,,,,,,,,,1.0,12/2/2001,10/10/2001,EI,,bsee_war,True,PARKER 76B,drilling_rig,,,,,,,,,,,,,,,
PARKER DRILLING 10-J,platform_rig,,,,,,,,,,,,,,,1.0,4/30/2000,3/14/2000,ST,,bsee_war,True,PARKER DRILLING 10-J,drilling_rig,,,,,,,,,,,,,,,
PARKER DRILLING 10-P,platform_rig,,,,,,,,,,,,,,,2.0,5/4/2001,3/26/2001,EW,,bsee_war,True,PARKER DRILLING 10-P,drilling_rig,,,,,,,,,,,,,,,
PARKER DRILLING 11-J,platform_rig,,,,,,,,42.0,,,,,,,2.0,7/2/2000,3/28/2004,MI,,bsee_war,True,PARKER DRILLING 11-J,drilling_rig,,,,,,,,,,,,,,,
PARKER DRILLING 21-J,platform_rig,,,,,,,,40.0,,,,,,,2.0,9/4/2004,10/3/2004,HI,,bsee_war,True,PARKER DRILLING 21-J,drilling_rig,,,,,,,,,,,,,,,
PARKER DRILLING RIG 55-B,platform_rig,,,,,,,,,,,,,,,4.0,9/6/2014 11:59:00 PM,5/17/2014,SM,,bsee_war,True,PARKER DRILLING RIG 55-B,drilling_rig,,,,,,,,,,,,,,,
PARKER II,platform_rig,,,,,,,,,,,,,,,1.0,5/14/2000,11/25/2002,WC,,bsee_war,True,PARKER II,drilling_rig,,,,,,,,,,,,,,,
PARKER NO. 1,platform_rig,,,,,,,,,,,,,,,1.0,11/5/2000,10/16/2000,EB,,bsee_war,True,PARKER NO. 1,drilling_rig,,,,,,,,,,,,,,,
PARKER P-10,platform_rig,,,,,,,,,,,,,,,2.0,5/23/2003,10/17/2000,VR,,bsee_war,True,PARKER P-10,drilling_rig,,,,,,,,,,,,,,,
PARKER P10,platform_rig,,,,,,,,,,,,,,,1.0,4/7/2003,3/13/2003,VR,,bsee_war,True,PARKER P10,drilling_rig,,,,,,,,,,,,,,,
PARKER RIG 10-P,platform_rig,,,,,,,,,,,,,,,1.0,7/8/2002,6/18/2002,VR,,bsee_war,True,PARKER RIG 10-P,drilling_rig,,,,,,,,,,,,,,,
PARKER RIG 20,platform_rig,,,,,,,,,,,,,,,1.0,9/27/1999,9/14/1999,ST,,bsee_war,True,PARKER RIG 20,drilling_rig,,,,,,,,,,,,,,,
PARKER RIG 21,platform_rig,,,,,,,,,,,,,,,1.0,7/18/1999,6/19/1999,ST,,bsee_war,True,PARKER RIG 21,drilling_rig,,,,,,,,,,,,,,,
PARKER RIG 3,platform_rig,,,,,,,,,,,,,,,1.0,2/12/2001,1/3/2001,EI,,bsee_war,True,PARKER RIG 3,drilling_rig,,,,,,,,,,,,,,,
PARKER RIG 41P,platform_rig,,,,,,,,419.0,,,,,,,4.0,4/3/2004,1/12/2004,HI,,bsee_war,True,PARKER RIG 41P,drilling_rig,,,,,,,,,,,,,,,
PATHFINDER,drillship,,,,,,,,,228.0,42.0,96000.0,,,,3.0,6/4/2000,1/12/2001,MC,,bsee_war,True,PATHFINDER,drilling_rig,,,drillship,drillship_230m,12.0,generic,,,,,,,,,
PAUL DANOS & SUPERIOR  LIFTBOA,lift_boat,,,,,,,,49.0,70.0,76.0,16000.0,,,,1.0,5/29/2004,5/16/2004,MO,,bsee_war,True,PAUL DANOS & SUPERIOR  LIFTBOA,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
PAUL ROMANO,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,14.0,9/4/2001,1/2/2001,GB,,bsee_war,True,PAUL ROMANO,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
PCEAM CRISADER,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,7/20/2000,1/11/1999,SS,,bsee_war,True,PCEAM CRISADER,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
PEGGY MASSER,lift_boat,,,,,,,,,70.0,76.0,16000.0,,,,1.0,8/25/2000,6/17/2000,EI,,bsee_war,True,PEGGY MASSER,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
PERF-O-LOG,wireline_unit,,,,,,,,,,,,,,,1.0,3/31/2003,3/22/2003,SS,,bsee_war,True,PERF-O-LOG,drilling_rig,,,,,,,,,,,,,,,
PETROBRAS 10000,drillship,,,,,Marshall Islands,12000.0,37000.0,10000.0,228.0,41.7,97999.0,,,2009.0,2.0,7/7/2018 11:59:00 PM,11/1/2017,WR,,bsee_war,True,PETROBRAS 10000,drilling_rig,,https://www.deepwater.com/documents/RigSpecs/Petrobras%2010000.pdf,drillship,drillship_230m,11.8,measured,18.8,25.6,12.5,22046.0,2000.0,,,,
PETTUS,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,8/7/1998,1/10/1998,EI,,bsee_war,True,PETTUS,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
PHOENIX 1,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,6.0,9/26/2000,1/11/2000,EI,,bsee_war,True,PHOENIX 1,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
PHOENIX 11,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,8/8/2000,7/28/2000,VR,,bsee_war,True,PHOENIX 11,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
PHOENIX 2,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,5/17/1998,1/12/1998,EC,,bsee_war,True,PHOENIX 2,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
PHOENIX 3,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,5/7/2000,2/16/2000,ST,,bsee_war,True,PHOENIX 3,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
PHOENIX D V KIMBERLY CANDIES,support_vessel,,,,,,,,155.0,,,,,,,1.0,7/8/2006,6/11/2006,MP,,bsee_war,True,PHOENIX D V KIMBERLY CANDIES,drilling_rig,,,,,,,,,,,,,,,
PHOENIX I,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,7.0,9/7/1999,1/10/2000,SA,,bsee_war,True,PHOENIX I,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
PHOENIX II,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,19.0,9/7/1998,1/11/1999,HI,,bsee_war,True,PHOENIX II,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
PHOENIX III,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,14.0,9/8/2002,1/10/2000,SS,,bsee_war,True,PHOENIX III,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
PHOENIX IV,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,17.0,9/5/1999,1/17/2000,SS,,bsee_war,True,PHOENIX IV,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
PIPE UNIT,unknown,,,,,,,,,,,,,,,1.0,9/7/2000,8/31/2000,WC,,bsee_war,True,PIPE UNIT,drilling_rig,,,,,,,,,,,,,,,
PLATFORM,platform_rig,,,,,,,,180.0,,,,,,,2.0,12/6/2003,10/21/2002,SS,,bsee_war,True,PLATFORM,drilling_rig,,,,,,,,,,,,,,,
PLATFORM SNUBBING UNIT,snubbing_unit,,,,,,,,,,,,,,,1.0,12/29/2002,1/20/2003,VR,,bsee_war,True,PLATFORM SNUBBING UNIT,drilling_rig,,,,,,,,,,,,,,,
POOL 50,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,5.0,7/3/1998,1/31/1998,EI,,bsee_war,True,POOL 50,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 53,jack_up,,,,,,,,47.0,70.0,76.0,16000.0,,,,14.0,9/9/2002,1/21/2001,PL,,bsee_war,True,POOL 53,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 10,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,3.0,2/12/1998,1/10/1998,SS,,bsee_war,True,POOL 10,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 14,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,7.0,8/7/1998,3/23/1999,VR,,bsee_war,True,POOL 14,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 141,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,13.0,9/29/2000,1/12/2002,SS,,bsee_war,True,POOL 141,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 143,jack_up,,,,,,,,3232.0,70.0,76.0,16000.0,,,,4.0,9/24/2000,1/1/2001,VK,,bsee_war,True,POOL 143,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 150,jack_up,,,,,,,,35.0,70.0,76.0,16000.0,,,,1.0,8/17/2003,8/11/2003,PL,,bsee_war,True,POOL 150,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 1502,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,9/6/2000,8/27/2000,HI,,bsee_war,True,POOL 1502,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 16,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,30.0,9/9/2001,1/1/2001,HI,,bsee_war,True,POOL 16,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 17,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,7.0,8/16/1998,1/16/1998,EI,,bsee_war,True,POOL 17,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 18,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,7/8/1998,5/21/1998,HI,,bsee_war,True,POOL 18,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 3,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,7/26/1998,7/13/1998,MI,,bsee_war,True,POOL 3,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 50 RIG,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,2/21/2000,2/11/2000,WC,,bsee_war,True,POOL 50 RIG,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 54,jack_up,,,,,,,,62.0,70.0,76.0,16000.0,,,,23.0,9/15/2003,1/2/2001,ST,,bsee_war,True,POOL 54,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 54/CTU,jack_up,,,,,,,,50.0,70.0,76.0,16000.0,,,,1.0,11/9/2003,11/10/2003,HI,,bsee_war,True,POOL 54/CTU,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 9,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,4.0,9/7/2000,3/4/1998,SM,,bsee_war,True,POOL 9,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 903,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,5.0,9/17/1998,1/16/1999,ST,,bsee_war,True,POOL 903,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL 908,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,7.0,9/9/1999,10/3/1999,MI,,bsee_war,True,POOL 908,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL NO. 141,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,6/9/1998,5/21/1998,EC,,bsee_war,True,POOL NO. 141,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL OFFSHORE,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,12/26/1999,11/14/1999,MP,,bsee_war,True,POOL OFFSHORE,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL RANGER #6,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,7/17/1998,5/16/1998,EI,,bsee_war,True,POOL RANGER #6,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL RANGER IV,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,4/8/2001,3/26/2001,ST,,bsee_war,True,POOL RANGER IV,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL RANGER V,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,4/8/2001,3/16/1997,ST,,bsee_war,True,POOL RANGER V,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
POOL RIG #140,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,8/3/1998,5/26/1998,HI,,bsee_war,True,POOL RIG #140,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
