API_WELL_NUMBER,WELL_NAME,WELL_NAME_SUFFIX,BOTM_LEASE_NUMBER,BOTM_AREA_CODE,BOTM_BLOCK_NUMBER,COMPANY_NAME,WELL_SPUD_DATE,BH_TOTAL_MD,WELL_BORE_TVD,WELL_TD_SS,RKB_ELEVATION,WELL_BP_ST_KICKOFF_MD,TOTAL_DEPTH_DATE,BOREHOLE_STAT_DT,WELL_TYPE_CODE,BOREHOLE_STAT_CD,CASING_CUT_CODE,WATER_DEPTH,UNDWTR_COMP_STUB,SURF_LEASE_NUMBER,SURF_LATITUDE,SURF_LONGITUDE,BOTM_LATITUDE,BOTM_LONGITUDE,REGION_CODE,SN_APD,MMS_COMPANY_NUM,KICKOFF_POINT_MD,WELL_NM_BP_SFIX,WELL_NM_ST_SFIX,PERMIT_TYPE,PRP_RKB_ELEV,MINERAL_CODE,REQ_SPUD_DATE,SUBSEA_BOP_FLAG,DRIVE_DEPTH,DRIVE_SIZE,SURF_AREA_CODE,SURF_BLOCK_NUMBER,SURF_STATE_LEASE_NUM,SURF_X_COORD_LOC,SURF_Y_COORD_LOC,SURF_E_W_DISTANCE,SURF_E_W_CODE,SURF_N_S_DISTANCE,SURF_N_S_CODE,BOTM_STATE_LEASE_NUM,SV_PLAN_CTRL_CD,SV_PLAN_CTRL_NUM,SV_SURF_LEASE_NUM,SV_SURF_AREA_CODE,SV_SURF_BLOCK_NUM,SV_WELL_NAME,BV_PLAN_CTRL_CD,BV_PLAN_CTRL_NUM,BV_BOTM_LEASE_NUM,BV_BOTM_AREA_CODE,BV_BOTM_BLOCK_NUM,BV_WELL_NAME,RIG_ANCHOR_FLAG,RIG_NAME,RIG_TYPE_CODE,RIG_ID_NUM,RIG_FUNC_CODE,CONSTRUCTION_YR,SHIPYARD_NAME,REFURBISHED_YR,RATED_WTR_DEPTH,RATE_DRIL_DEPTH,ABS_CERT_EXPR_DT,CG_CERT_EXPR_DT,SAFE_BRN_APRV_DT,SAFE_BURN_DIST,SAFE_BRN_RMK,BUS_ASC_NAME,APD_SUB_STATUS_DT,APD_STATUS_DT
177094143101, J010,ST00BP01, 00577,EI,  208,ANKOR Energy LLC,5/12/2005,12524,9452,9345,107.0,5075,5/27/2005,6/7/2005,D,ST,N,100.0,N, 00577,28.66464927,-91.50948782,28.68438507,-91.50776292,G,-894,1935,5160.0,1,0,Bypass,100,H,5/9/2005,N,400.0,26.0,EI,208,,1943507.695595,-764.74514,3596,W,4816,S,,,,,,,,,,,,,,N,ROWAN ARCH ROWAN,JACKUP,45703.0,D,1981.0,VICKSBURG MS,,350.0,25000.0,9/30/2006,3/16/2006,3/29/2000,GOMR Lake Jackson District,,"Pioneer Natural Resources USA, Inc.",5/12/2005 11:10:10 AM,5/12/2005 11:29:09 AM
177094143100, J010,ST00BP00, 00577,EI,  208,ANKOR Energy LLC,4/19/2005,9510,7734,7627,107.0,,5/5/2005,5/12/2005,D,ST,N,100.0,N, 00577,28.66464927,-91.50948782,28.67796087,-91.51023702,G,-678,1935,,0,0,Revised New Well,100,H,1/30/2005,N,400.0,26.0,EI,208,,1943507.695595,-764.74514,3596,W,4816,S,,S,2561.0, 00577,EI,  208,J5,S,4508.0, 00577,EI,  208,J-10,N,ROWAN ARCH ROWAN,JACKUP,45703.0,D,1981.0,VICKSBURG MS,,350.0,25000.0,9/30/2006,3/16/2006,3/29/2000,GOMR Lake Jackson District,,"Pioneer Natural Resources USA, Inc.",3/28/2005 11:23:52 AM,3/28/2005 12:16:27 PM
177094143900, J011,ST00BP00, 00577,EI,  208,ANKOR Energy LLC,4/9/2005,11746,9427,9320,107.0,,9/11/2005,6/27/2024,D,PA,M,100.0,S, 00577,28.66463065,-91.50947782,28.68131965,-91.51186802,G,-489,1935,,0,0,New Well,100,H,3/30/2005,N,400.0,26.0,EI,208,,1943507.695595,-764.74514,3596,W,4816,S,,S,2561.0, 00577,EI,  208,J5,S,4508.0, 00577,EI,  208,J-11,N,ROWAN ARCH ROWAN,JACKUP,45703.0,D,1981.0,VICKSBURG MS,,350.0,25000.0,9/30/2006,3/16/2006,3/29/2000,GOMR Lake Jackson District,,"Pioneer Natural Resources USA, Inc.",3/28/2005 10:13:56 AM,3/30/2005 8:31:12 AM
608114031701, A006,ST01BP00,G11081,GC,645,Anadarko Petroleum Corporation,7/10/2021,13504,11320,11112,208.0,9694,7/14/2021,8/20/2021,D,COM,N,4344.0,N,G11081,27.32135092,-90.53525792,27.33163942,-90.53864232,G,-23312,981,9701.0,0,1,Revised Sidetrack,208,H,7/7/2021,N,4746.0,36.0,GC,645,,2440577.0,9922120.999,1217,W,6281,S,,R,6812.0,G11081,GC,  645,A009,R,6812.0,G11081,GC,  645,A009,N,HOLSTEIN SPAR RIG,PLATFORM,47715.0,D,2004.0,"BROWNSVILLE, TX",,4330.0,25000.0,10/22/2024,12/31/2024,9/3/2014,GOMR Houma District,"CG and ABS Cert Not required - Plan to use the production facility's safe welding and burning area. Rig was built in the Amfels yard. Original Approval 6/23/2005, re-issued due to change of ownership.",Anadarko Petroleum Corporation,7/17/2021 8:21:52 AM,7/20/2021 10:26:56 AM
608114031701, A006,ST01BP00,G11081,GC,645,Anadarko Petroleum Corporation,7/10/2021,13504,11320,11112,208.0,9694,7/14/2021,8/20/2021,D,COM,N,4344.0,N,G11081,27.32135092,-90.53525792,27.33163942,-90.53864232,G,-23289,981,9701.0,0,1,Revised Sidetrack,208,H,7/7/2021,N,4746.0,36.0,GC,645,,2440577.0,9922120.999,1217,W,6281,S,,R,6812.0,G11081,GC,  645,A009,R,6812.0,G11081,GC,  645,A009,N,HOLSTEIN SPAR RIG,PLATFORM,47715.0,D,2004.0,"BROWNSVILLE, TX",,4330.0,25000.0,10/22/2024,12/31/2024,9/3/2014,GOMR Houma District,"CG and ABS Cert Not required - Plan to use the production facility's safe welding and burning area. Rig was built in the Amfels yard. Original Approval 6/23/2005, re-issued due to change of ownership.",Anadarko Petroleum Corporation,7/8/2021 10:37:06 AM,7/8/2021 3:42:20 PM
608114031701, A006,ST01BP00,G11081,GC,645,Anadarko Petroleum Corporation,7/10/2021,13504,11320,11112,208.0,9694,7/14/2021,8/20/2021,D,COM,N,4344.0,N,G11081,27.32135092,-90.53525792,27.33163942,-90.53864232,G,-23181,981,9701.0,0,1,Sidetrack,208,H,7/7/2021,N,4746.0,36.0,GC,645,,2440577.0,9922120.999,1217,W,6281,S,,R,6812.0,G11081,GC,  645,A009,R,6812.0,G11081,GC,  645,A009,N,HOLSTEIN SPAR RIG,PLATFORM,47715.0,D,2004.0,"BROWNSVILLE, TX",,4330.0,25000.0,10/22/2024,12/31/2024,9/3/2014,GOMR Houma District,"CG and ABS Cert Not required - Plan to use the production facility's safe welding and burning area. Rig was built in the Amfels yard. Original Approval 6/23/2005, re-issued due to change of ownership.",Anadarko Petroleum Corporation,5/21/2021 1:53:58 PM,7/2/2021 10:47:43 AM
608114031301, A002,ST01BP00,G11080,GC,644,Anadarko Petroleum Corporation,4/30/2021,12832,10949,10741,208.0,9119,5/8/2021,6/24/2021,D,COM,N,4344.0,N,G11081,27.32133278,-90.53565996,27.31959128,-90.54613336,G,-23164,981,9110.0,0,1,Revised Sidetrack,208,H,4/14/2021,N,4746.0,36.0,GC,645,,2440446.002,9922111.999,1086,W,6272,S,,R,6630.0,G11081,GC,  645,A002,R,6630.0,G11080,GC,  644,A002,N,HOLSTEIN SPAR RIG,PLATFORM,47715.0,D,2004.0,"BROWNSVILLE, TX",,4330.0,25000.0,10/22/2024,12/31/2024,9/3/2014,GOMR Houma District,"CG and ABS Cert Not required - Plan to use the production facility's safe welding and burning area. Rig was built in the Amfels yard. Original Approval 6/23/2005, re-issued due to change of ownership.",Anadarko Petroleum Corporation,5/11/2021 2:45:12 PM,5/11/2021 3:40:03 PM
608114031301, A002,ST01BP00,G11080,GC,644,Anadarko Petroleum Corporation,4/30/2021,12832,10949,10741,208.0,9119,5/8/2021,6/24/2021,D,COM,N,4344.0,N,G11081,27.32133278,-90.53565996,27.31959128,-90.54613336,G,-23147,981,9110.0,0,1,Revised Sidetrack,208,H,4/14/2021,N,4746.0,36.0,GC,645,,2440446.002,9922111.999,1086,W,6272,S,,R,6630.0,G11081,GC,  645,A002,R,6630.0,G11080,GC,  644,A002,N,HOLSTEIN SPAR RIG,PLATFORM,47715.0,D,2004.0,"BROWNSVILLE, TX",,4330.0,25000.0,10/22/2024,12/31/2024,9/3/2014,GOMR Houma District,"CG and ABS Cert Not required - Plan to use the production facility's safe welding and burning area. Rig was built in the Amfels yard. Original Approval 6/23/2005, re-issued due to change of ownership.",Anadarko Petroleum Corporation,5/7/2021 10:15:16 AM,5/7/2021 2:57:52 PM
608114031301, A002,ST01BP00,G11080,GC,644,Anadarko Petroleum Corporation,4/30/2021,12832,10949,10741,208.0,9119,5/8/2021,6/24/2021,D,COM,N,4344.0,N,G11081,27.32133278,-90.53565996,27.31959128,-90.54613336,G,-23135,981,9110.0,0,1,Revised Sidetrack,208,H,4/14/2021,N,4746.0,36.0,GC,645,,2440446.002,9922111.999,1086,W,6272,S,,R,6630.0,G11081,GC,  645,A002,R,6630.0,G11080,GC,  644,A002,N,HOLSTEIN SPAR RIG,PLATFORM,47715.0,D,2004.0,"BROWNSVILLE, TX",,4330.0,25000.0,10/22/2024,12/31/2024,9/3/2014,GOMR Houma District,"CG and ABS Cert Not required - Plan to use the production facility's safe welding and burning area. Rig was built in the Amfels yard. Original Approval 6/23/2005, re-issued due to change of ownership.",Anadarko Petroleum Corporation,5/4/2021 1:56:38 PM,5/4/2021 3:25:05 PM
608114031301, A002,ST01BP00,G11080,GC,644,Anadarko Petroleum Corporation,4/30/2021,12832,10949,10741,208.0,9119,5/8/2021,6/24/2021,D,COM,N,4344.0,N,G11081,27.32133278,-90.53565996,27.31959128,-90.54613336,G,-23124,981,9110.0,0,1,Revised Sidetrack,208,H,4/14/2021,N,4746.0,36.0,GC,645,,2440446.002,9922111.999,1086,W,6272,S,,R,6630.0,G11081,GC,  645,A002,R,6630.0,G11080,GC,  644,A002,N,HOLSTEIN SPAR RIG,PLATFORM,47715.0,D,2004.0,"BROWNSVILLE, TX",,4330.0,25000.0,10/22/2024,12/31/2024,9/3/2014,GOMR Houma District,"CG and ABS Cert Not required - Plan to use the production facility's safe welding and burning area. Rig was built in the Amfels yard. Original Approval 6/23/2005, re-issued due to change of ownership.",Anadarko Petroleum Corporation,4/28/2021 8:26:36 AM,4/28/2021 2:31:53 PM
608114031301, A002,ST01BP00,G11080,GC,644,Anadarko Petroleum Corporation,4/30/2021,12832,10949,10741,208.0,9119,5/8/2021,6/24/2021,D,COM,N,4344.0,N,G11081,27.32133278,-90.53565996,27.31959128,-90.54613336,G,-23063,981,9214.0,0,1,Revised Sidetrack,208,H,4/14/2021,N,4746.0,36.0,GC,645,,2440446.002,9922111.999,1086,W,6272,S,,R,6630.0,G11081,GC,  645,A002,R,6630.0,G11080,GC,  644,A002,N,HOLSTEIN SPAR RIG,PLATFORM,47715.0,D,2004.0,"BROWNSVILLE, TX",,4330.0,25000.0,10/22/2024,12/31/2024,9/3/2014,GOMR Houma District,"CG and ABS Cert Not required - Plan to use the production facility's safe welding and burning area. Rig was built in the Amfels yard. Original Approval 6/23/2005, re-issued due to change of ownership.",Anadarko Petroleum Corporation,4/11/2021 5:09:12 PM,4/13/2021 10:52:03 AM
608114031301, A002,ST01BP00,G11080,GC,644,Anadarko Petroleum Corporation,4/30/2021,12832,10949,10741,208.0,9119,5/8/2021,6/24/2021,D,COM,N,4344.0,N,G11081,27.32133278,-90.53565996,27.31959128,-90.54613336,G,-22856,981,9214.0,0,1,Sidetrack,208,H,4/14/2021,N,4746.0,36.0,GC,645,,2440446.002,9922111.999,1086,W,6272,S,,R,6630.0,G11081,GC,  645,A002,R,6630.0,G11080,GC,  644,A002,N,HOLSTEIN SPAR RIG,PLATFORM,47715.0,D,2004.0,"BROWNSVILLE, TX",,4330.0,25000.0,10/22/2024,12/31/2024,9/3/2014,GOMR Houma District,"CG and ABS Cert Not required - Plan to use the production facility's safe welding and burning area. Rig was built in the Amfels yard. Original Approval 6/23/2005, re-issued due to change of ownership.",Anadarko Petroleum Corporation,1/24/2021 10:22:03 AM,4/8/2021 1:31:08 PM
608114031601, A005,ST01BP00,G11080,GC,644,Anadarko Petroleum Corporation,3/7/2020,13616,11906,11698,208.0,10398,3/16/2020,3/29/2021,D,COM,N,4344.0,N,G11081,27.321407,-90.53537507,27.3311882,-90.54152017,G,-21706,981,10424.0,0,1,Revised Sidetrack,208,H,2/7/2020,N,4746.0,36.0,GC,645,,2440537.999,9922141.001,1178,W,6301,S,,R,6630.0,G11081,GC,  645,A005,R,6630.0,G11080,GC,  644,A005,N,HOLSTEIN SPAR RIG,PLATFORM,47715.0,D,2004.0,"BROWNSVILLE, TX",,4330.0,25000.0,10/22/2024,12/31/2024,9/3/2014,GOMR Houma District,"CG and ABS Cert Not required - Plan to use the production facility's safe welding and burning area. Rig was built in the Amfels yard. Original Approval 6/23/2005, re-issued due to change of ownership.",Anadarko Petroleum Corporation,3/24/2020 8:38:16 AM,3/24/2020 2:51:42 PM
608074066201, A006,ST01BP00,G17407,GB,  668,Anadarko Petroleum Corporation,2/18/2010,17674,16419,16243,176.0,15461,4/1/2010,4/1/2010,E,ST,N,3152.0,N,G17407,27.30374949,-93.53828462,27.30539279,-93.52345832,G,-9029,981,15417.0,0,1,Revised Sidetrack,176,H,12/20/2009,N,3487.0,36.0,GB,668,,1465669.0,9908199.0,7451,E,8199,S,,,,,,,,,,,,,,N,NABORS MODS RIG 150,PLATFORM,47553.0,W,2004.0,,,18500.0,18500.0,12/31/2016,12/31/2016,,,CG and ABS Cert Not required - THIS IS A PLATFORM COMPLETION RIG ON THE CONSTITUTION SPAR.,Anadarko Petroleum Corporation,11/23/2009 4:33:40 PM,11/24/2009 10:43:23 AM
608074066201, A006,ST01BP00,G17407,GB,  668,Anadarko Petroleum Corporation,2/18/2010,17674,16419,16243,176.0,15461,4/1/2010,4/1/2010,E,ST,N,3152.0,N,G17407,27.30374949,-93.53828462,27.30539279,-93.52345832,G,-9000,981,15417.0,0,1,Sidetrack,176,H,12/20/2009,N,3487.0,36.0,GB,668,,1465669.0,9908199.0,7451,E,8199,S,,,,,,,,,,,,,,N,NABORS MODS RIG 150,PLATFORM,47553.0,W,2004.0,,,18500.0,18500.0,12/31/2016,12/31/2016,,,CG and ABS Cert Not required - THIS IS A PLATFORM COMPLETION RIG ON THE CONSTITUTION SPAR.,Anadarko Petroleum Corporation,11/18/2009 4:26:19 PM,11/18/2009 4:48:41 PM
608044018403, A002,ST02BP00,G20725,EB,646,Anadarko Petroleum Corporation,4/30/2008,13608,11633,11457,176.0,12052,5/15/2008,7/9/2013,E,PA,N,3669.0,N,G14205,27.36724502,-94.46769038,27.35642482,-94.46715668,G,-6038,2219,12011.0,0,2,Sidetrack,176,H,4/20/2008,N,3990.0,36.0,EB,602,,1164194.0,9933700.0,7874,W,2020,S,,,,,,,,,,,,,,N,NABORS MODS RIG 150,PLATFORM,47553.0,W,2004.0,,,18500.0,18500.0,12/31/2016,12/31/2016,,,CG and ABS Cert Not required - THIS IS A PLATFORM COMPLETION RIG ON THE CONSTITUTION SPAR.,Kerr-McGee Oil & Gas Corporation,4/18/2008 5:01:04 PM,4/19/2008 12:59:44 PM
608044019405, A008,ST02BP03,G20725,EB,646,Anadarko Petroleum Corporation,6/26/2007,14685,11103,11021,82.0,13757,6/30/2007,6/21/2019,E,PA,N,3669.0,S,G14205,27.36709113,-94.46764955,27.35062273,-94.47628735,G,-5080,2219,13800.0,3,2,Sidetrack,82,H,6/18/2007,N,3990.0,36.0,EB,602,,1164194.0,9933617.0,7966,E,1937,S,,,,,,,,,,,,,,N,NABORS MODS RIG 150,PLATFORM,47553.0,W,2004.0,,,18500.0,18500.0,12/31/2016,12/31/2016,,,CG and ABS Cert Not required - THIS IS A PLATFORM COMPLETION RIG ON THE CONSTITUTION SPAR.,Kerr-McGee Oil & Gas Corporation,6/19/2007 10:36:10 AM,6/21/2007 1:53:39 PM
608114042802, A006,ST02BP00,G22987,GC,680,Anadarko Petroleum Corporation,2/7/2007,15266,14803,14627,176.0,12730,2/18/2007,2/6/2013,D,ST,N,4970.0,S,G22987,27.29232913,-90.96773713,27.28959743,-90.96963663,G,-4296,2219,12644.0,0,2,Sidetrack,82,H,1/5/2007,Y,5332.0,36.0,GC,680,,2300309.446511,9909040.476494,3509,W,6800,N,,,,,,,,,,,,,,N,NABORS MODS RIG 150,PLATFORM,47553.0,W,2004.0,,,18500.0,18500.0,12/31/2016,12/31/2016,,,CG and ABS Cert Not required - THIS IS A PLATFORM COMPLETION RIG ON THE CONSTITUTION SPAR.,Kerr-McGee Oil & Gas Corporation,1/30/2007 2:13:46 PM,1/31/2007 12:50:48 PM
608114042801, A006,ST01BP00,G22987,GC,680,Anadarko Petroleum Corporation,1/17/2007,15421,14675,14499,176.0,12737,1/26/2007,1/30/2007,D,ST,N,4970.0,N,G22987,27.29232913,-90.96773713,27.29216213,-90.97278053,G,-4173,2219,12644.0,0,1,Sidetrack,82,H,1/5/2007,Y,5332.0,36.0,GC,680,,2300309.446511,9909040.476494,3509,W,6800,N,,,,,,,,,,,,,,N,NABORS MODS RIG 150,PLATFORM,47553.0,W,2004.0,,,18500.0,18500.0,12/31/2016,12/31/2016,,,CG and ABS Cert Not required - THIS IS A PLATFORM COMPLETION RIG ON THE CONSTITUTION SPAR.,Kerr-McGee Oil & Gas Corporation,1/3/2007 10:56:56 AM,1/5/2007 1:35:39 PM
177064097800, D003,ST00BP00,G31349,VR,  282,"GoMex Energy Offshore, Ltd.",5/9/2014,8930,5207,5068,139.0,,6/8/2014,7/10/2014,D,COM,N,184.0,N,G31349,28.41073632,-92.61563693,28.42642662,-92.61577183,G,-14648,2795,,0,0,Revised New Well,108,H,3/5/2014,N,555.0,30.0,VR,282,,1587642.03136,-90771.529682,15466,E,4871,S,,S,7592.0,G31349,VR,  282,F,S,7592.0,G31349,VR,  282,F,N,DIAMOND OCEAN KING,JACKUP,28506.0,D,1973.0,LETOURNEAU,,300.0,25000.0,5/31/2017,4/12/2015,9/11/2002,GOMR New Orleans District,Previosly approved  5/11/95  by the Houma District,"GoMex Energy Offshore, Ltd.",5/28/2014 10:05:02 AM,5/29/2014 10:36:47 AM
177064098000, D004,ST00BP00,G31349,VR,  282,"GoMex Energy Offshore, Ltd.",10/9/2014,5860,4952,4813,139.0,,11/1/2014,11/11/2014,D,COM,N,190.0,N,G31349,28.41069494,-92.61563832,28.41625554,-92.61883402,G,-14366,2795,,0,0,New Well,108,H,4/15/2014,N,574.0,30.0,VR,282,,1587657.671119,-90778.979149,15450,E,4864,S,,S,7592.0,G31349,VR,  282,G,S,7592.0,G31349,VR,  282,G,N,DIAMOND OCEAN KING,JACKUP,28506.0,D,1973.0,LETOURNEAU,,300.0,25000.0,5/31/2017,4/12/2015,9/11/2002,GOMR New Orleans District,Previosly approved  5/11/95  by the Houma District,"GoMex Energy Offshore, Ltd.",3/28/2014 12:07:22 PM,4/28/2014 2:55:17 PM
177064097800, D003,ST00BP00,G31349,VR,  282,"GoMex Energy Offshore, Ltd.",5/9/2014,8930,5207,5068,139.0,,6/8/2014,7/10/2014,D,COM,N,184.0,N,G31349,28.41073632,-92.61563693,28.42642662,-92.61577183,G,-14342,2795,,0,0,Revised New Well,108,H,3/5/2014,N,555.0,30.0,VR,282,,1587642.03136,-90771.529682,15466,E,4871,S,,S,7592.0,G31349,VR,  282,F,S,7592.0,G31349,VR,  282,F,N,DIAMOND OCEAN KING,JACKUP,28506.0,D,1973.0,LETOURNEAU,,300.0,25000.0,5/31/2017,4/12/2015,9/11/2002,GOMR New Orleans District,Previosly approved  5/11/95  by the Houma District,"GoMex Energy Offshore, Ltd.",3/20/2014 3:52:43 PM,3/21/2014 8:06:04 AM
177064097700, D015,ST00BP00,G02047,EC,  272,"GoMex Energy Offshore, Ltd.",3/24/2014,10850,6161,6022,139.0,,4/20/2014,7/23/2014,D,COM,N,191.0,N,G31349,28.41071632,-92.61566109,28.41852952,-92.63896289,G,-14340,2795,,0,0,Revised New Well,108,H,2/15/2014,N,574.0,30.0,VR,282,,1587635.169729,-90778.018081,15473,E,4865,S,,S,7600.0,G31349,VR,  282,AA,S,7600.0,G02047,EC,  272,AA,N,DIAMOND OCEAN KING,JACKUP,28506.0,D,1973.0,LETOURNEAU,,300.0,25000.0,5/31/2017,4/12/2015,9/11/2002,GOMR New Orleans District,Previosly approved  5/11/95  by the Houma District,"GoMex Energy Offshore, Ltd.",3/20/2014 10:28:50 AM,3/20/2014 1:46:41 PM
177194065205, P040,ST02BP03, 00026,WD,30,"Array Petroleum, LLC",1/22/2014,5373,4960,4852,108.0,4573,1/24/2014,7/20/2014,D,COM,N,43.0,N, 00026,29.12944029,-89.61381253,29.13389189,-89.61337993,G,-14094,2375,4500.0,3,2,Bypass,108,H,1/20/2014,N,360.0,20.0,WD,30,,2549024.00137,172408.40649,298,E,6890,S,,R,5863.0, 00026,WD,   30,P040ST02,R,5863.0, 00026,WD,   30,P040ST02,N,DIAMOND OCEAN KING,JACKUP,28506.0,D,1973.0,LETOURNEAU,,300.0,25000.0,5/31/2017,4/12/2015,9/11/2002,GOMR New Orleans District,Previosly approved  5/11/95  by the Houma District,"Energy XXI GOM, LLC",1/20/2014 1:28:01 PM,1/21/2014 11:20:58 AM
177194065204, P040,ST02BP02, 00026,WD,30,"Array Petroleum, LLC",1/12/2014,5288,4869,4761,108.0,2375,1/16/2014,1/22/2014,D,ST,N,43.0,N, 00026,29.12944029,-89.61381253,29.13386889,-89.61328093,G,-14038,2375,2400.0,2,2,Bypass,108,H,1/9/2013,N,360.0,20.0,WD,30,,2549024.00137,172408.40649,298,E,6890,S,,R,5863.0, 00026,WD,   30,P040ST02,R,5863.0, 00026,WD,   30,P040ST02,N,DIAMOND OCEAN KING,JACKUP,28506.0,D,1973.0,LETOURNEAU,,300.0,25000.0,5/31/2017,4/12/2015,9/11/2002,GOMR New Orleans District,Previosly approved  5/11/95  by the Houma District,"Energy XXI GOM, LLC",1/8/2014 8:58:15 AM,1/9/2014 1:29:44 PM
177194065203, P040,ST02BP01, 00026,WD,30,"Array Petroleum, LLC",12/27/2013,5897,5168,5060,108.0,4830,12/30/2013,1/12/2014,D,ST,N,48.0,N, 00026,29.12944029,-89.61381253,29.13542189,-89.61354043,G,-14008,2375,4830.0,1,2,Bypass,100,H,12/28/2013,N,360.0,20.0,WD,30,,2549024.00137,172408.40649,298,E,6890,S,,R,5863.0, 00026,WD,   30,P040ST02,R,5863.0, 00026,WD,   30,P040ST02,N,DIAMOND OCEAN KING,JACKUP,28506.0,D,1973.0,LETOURNEAU,,300.0,25000.0,5/31/2017,4/12/2015,9/11/2002,GOMR New Orleans District,Previosly approved  5/11/95  by the Houma District,"Energy XXI GOM, LLC",12/30/2013 3:44:12 PM,12/30/2013 4:03:08 PM
177190019901, P009,ST01BP00, 00026,WD,30,"Array Petroleum, LLC",8/2/2014,1048,1024,917,107.0,356,8/3/2014,8/5/2014,D,ST,N,43.0,N, 00026,29.12943723,-89.61387836,29.12986283,-89.61370396,G,-13968,2375,0.0,0,1,Sidetrack,108,H,12/21/2013,N,361.0,20.0,WD,30,,2548997.043617,172408.361987,325,E,6890,S,,R,5910.0, 00026,WD,   30,P009ST,R,5910.0, 00026,WD,   30,P009ST,N,DIAMOND OCEAN KING,JACKUP,28506.0,D,1973.0,LETOURNEAU,,300.0,25000.0,5/31/2017,4/12/2015,9/11/2002,GOMR New Orleans District,Previosly approved  5/11/95  by the Houma District,"Energy XXI GOM, LLC",12/13/2013 12:20:09 PM,1/13/2014 4:30:42 PM
177194065202, P040,ST02BP00, 00026,WD,30,"Array Petroleum, LLC",12/15/2013,5286,4750,4642,108.0,2563,12/20/2013,12/27/2013,D,ST,N,43.0,N, 00026,29.12944029,-89.61381253,29.13424539,-89.61390653,G,-13960,2375,2500.0,0,2,Revised Sidetrack,100,H,11/15/2013,N,360.0,20.0,WD,30,,2549024.00137,172408.40649,298,E,6890,S,,R,5863.0, 00026,WD,   30,P040ST02,R,5863.0, 00026,WD,   30,P040ST02,N,DIAMOND OCEAN KING,JACKUP,28506.0,D,1973.0,LETOURNEAU,,300.0,25000.0,5/31/2017,4/12/2015,9/11/2002,GOMR New Orleans District,Previosly approved  5/11/95  by the Houma District,"Energy XXI GOM, LLC",12/11/2013 2:42:18 PM,12/11/2013 4:39:44 PM
177194065202, P040,ST02BP00, 00026,WD,30,"Array Petroleum, LLC",12/15/2013,5286,4750,4642,108.0,2563,12/20/2013,12/27/2013,D,ST,N,43.0,N, 00026,29.12944029,-89.61381253,29.13424539,-89.61390653,G,-13910,2375,2500.0,0,2,Revised Sidetrack,100,H,11/15/2013,N,360.0,20.0,WD,30,,2549024.00137,172408.40649,298,E,6890,S,,R,5863.0, 00026,WD,   30,P040ST02,R,5863.0, 00026,WD,   30,P040ST02,N,DIAMOND OCEAN KING,JACKUP,28506.0,D,1973.0,LETOURNEAU,,300.0,25000.0,5/31/2017,4/12/2015,9/11/2002,GOMR New Orleans District,Previosly approved  5/11/95  by the Houma District,"Energy XXI GOM, LLC",11/25/2013 12:43:05 PM,11/25/2013 2:19:11 PM
177194065202, P040,ST02BP00, 00026,WD,30,"Array Petroleum, LLC",12/15/2013,5286,4750,4642,108.0,2563,12/20/2013,12/27/2013,D,ST,N,43.0,N, 00026,29.12944029,-89.61381253,29.13424539,-89.61390653,G,-13807,2375,2500.0,0,2,Sidetrack,100,H,11/15/2013,N,360.0,20.0,WD,30,,2549024.00137,172408.40649,298,E,6890,S,,R,5863.0, 00026,WD,   30,P040ST02,R,5863.0, 00026,WD,   30,P040ST02,N,DIAMOND OCEAN KING,JACKUP,28506.0,D,1973.0,LETOURNEAU,,300.0,25000.0,5/31/2017,4/12/2015,9/11/2002,GOMR New Orleans District,Previosly approved  5/11/95  by the Houma District,"Energy XXI GOM, LLC",11/5/2013 3:24:09 PM,11/19/2013 2:48:54 PM
177142000702,  026,ST02BP00, 00392,GI,37,"Cantium, LLC",6/8/2015,13595,10273,10184,89.0,4828,6/17/2015,6/21/2015,D,ST,N,47.0,N, 00369,29.06472349,-90.12978159,29.04897179,-90.11783549,G,-16272,78,4770.0,0,2,Revised Sidetrack,85,H,5/17/2015,N,240.0,26.0,BM,2,,2384535.315892,146775.644151,692,E,8396,N,,R,6278.0, 00369,BM,    2,026 ST2,R,6278.0, 00392,GI,   37,026 ST2,N,HERCULES 173,JACKUP,90103.0,D,1971.0,VICKSBURG,,173.0,15000.0,5/31/2016,5/21/2016,5/27/2009,GOMR Lafayette District,Rig name change to HERCULES 173 issued new stamped drawings on 5-27-09.,Chevron U.S.A. Inc.,6/17/2015 2:47:13 PM,6/17/2015 3:08:27 PM
177154077702,EE015,ST02BP00, 00386,ST,23,"Cantium, LLC",4/10/2015,8994,8701,8610,91.0,6327,4/12/2015,4/21/2015,D,COM,N,53.0,N, 00386,29.02030704,-90.17038438,29.02058584,-90.17440768,G,-16036,78,6400.0,0,2,Revised Sidetrack,90,H,4/5/2015,N,325.0,26.0,ST,23,,2371727.080471,130490.666559,7159,E,3839,N,,R,6212.0, 00386,ST,   23,EE015ST2,R,6212.0, 00386,ST,   23,EE015ST2,N,HERCULES 173,JACKUP,90103.0,D,1971.0,VICKSBURG,,173.0,15000.0,5/31/2016,5/21/2016,5/27/2009,GOMR Lafayette District,Rig name change to HERCULES 173 issued new stamped drawings on 5-27-09.,Chevron U.S.A. Inc.,4/7/2015 2:26:35 PM,4/8/2015 8:43:29 AM
