SN_WAR_FK,BUS_ASC_NAME,OPERATIONS_COMPLETED_DATE,TOOL_LOGGING_METHOD_NAME,LOG_INTV_TOP_MD,LOG_INTV_BOTM_MD,SN_OPEN_HOLE
-20212,PATHFINDER LOGGING,3/22/2006,MWD/LWD,7743.0,17140.0,15971
-20212,PATHFINDER LOGGING,3/19/2006,MWD/LWD,0.0,17192.0,15972
-19756,PATHFINDER LOGGING,3/14/2006,MWD/LWD,601.0,2426.0,15973
-20445,PATHFINDER LOGGING,3/19/2006,MWD/LWD,4900.0,11970.0,15974
-20445,PATHFINDER LOGGING,3/20/2006,MWD/LWD,11970.0,15800.0,15975
-19440,PATHFINDER LOGGING,3/11/2006,MWD/LWD,601.0,1850.0,15982
-21498,PATHFINDER LOGGING,4/10/2006,MWD/LWD,4572.0,12429.0,-2298
-20821,PATHFINDER LOGGING,4/1/2006,MWD/LWD,4464.0,11475.0,15988
-20514,PATHFINDER LOGGING,3/22/2006,MWD/LWD,4466.0,9201.0,15999
-21580,PATHFINDER LOGGING,4/13/2006,WIRELINE,0.0,2975.0,-2329
-21580,PATHFINDER LOGGING,4/13/2006,MWD/LWD,624.0,2975.0,-2328
-19784,PATHFINDER LOGGING,3/12/2006,MWD/LWD,5158.0,13500.0,16006
-20160,PATHFINDER LOGGING,3/25/2006,MWD/LWD,7186.0,12598.0,16012
-21964,PATHFINDER LOGGING,4/19/2006,MWD/LWD,982.0,2830.0,-2376
-21964,PATHFINDER LOGGING,4/19/2006,WIRELINE,982.0,2830.0,-2375
-20701,PATHFINDER LOGGING,3/26/2006,MWD/LWD,7481.0,12572.0,16020
-21520,PATHFINDER LOGGING,4/9/2006,MWD/LWD,7743.0,15358.0,16022
-21520,PATHFINDER LOGGING,4/9/2006,MWD/LWD,0.0,15404.0,16023
-22519,PATHFINDER LOGGING,4/20/2006,MWD/LWD,10000.0,10881.0,16028
-21147,PATHFINDER LOGGING,4/5/2006,MWD/LWD,4254.0,12482.0,16032
73383,PATHFINDER LOGGING,5/8/2006,MWD/LWD,730.0,2104.0,16043
-21360,PATHFINDER LOGGING,4/5/2006,MWD/LWD,4458.0,8187.0,16047
-23350,PATHFINDER LOGGING,5/13/2006,WIRELINE,560.0,2705.0,-2479
-23350,PATHFINDER LOGGING,5/13/2006,WIRELINE,1030.0,2675.0,-2476
73453,PATHFINDER LOGGING,5/13/2006,MWD/LWD,2104.0,5690.0,16051
-23750,PATHFINDER LOGGING,5/7/2006,MWD/LWD,12807.0,15022.0,-2506
-23750,PATHFINDER LOGGING,5/8/2006,MWD/LWD,14997.0,16772.0,-2508
-22060,PATHFINDER LOGGING,4/22/2006,MWD/LWD,4254.0,13170.0,16067
-23157,PATHFINDER LOGGING,4/30/2006,MWD/LWD,1200.0,15164.0,16071
-23157,PATHFINDER LOGGING,4/30/2006,MWD/LWD,4552.0,15164.0,16072
-14729,PATHFINDER LOGGING,12/2/2005,MWD/LWD,12844.0,14516.0,16102
-14729,PATHFINDER LOGGING,11/30/2005,MWD/LWD,0.0,14555.0,16103
-24827,PATHFINDER LOGGING,5/24/2006,MWD/LWD,7203.0,13015.0,-2580
-24800,PATHFINDER LOGGING,5/31/2006,MWD/LWD,1055.0,9693.0,-2589
73611,PATHFINDER LOGGING,6/1/2006,MWD/LWD,3515.0,10073.0,16107
73675,PATHFINDER LOGGING,6/4/2006,MWD/LWD,7084.0,9982.0,16132
-24520,PATHFINDER LOGGING,5/25/2006,MWD/LWD,5610.0,12350.0,16134
-24100,PATHFINDER LOGGING,5/18/2006,MWD/LWD,5135.0,13750.0,16135
73675,PATHFINDER LOGGING,6/4/2006,MWD/LWD,7300.0,9982.0,16137
-23867,PATHFINDER LOGGING,5/18/2006,MWD/LWD,4880.0,12026.0,16140
-22704,PATHFINDER LOGGING,4/23/2006,MWD/LWD,6982.0,9600.0,16143
73544,PATHFINDER LOGGING,5/14/2006,MWD/LWD,2505.0,9720.0,16146
73710,PATHFINDER LOGGING,6/14/2006,MWD/LWD,2505.0,9720.0,16147
-24438,PATHFINDER LOGGING,5/25/2006,MWD/LWD,7250.0,11356.0,16148
-26551,PATHFINDER LOGGING,6/17/2006,MWD/LWD,1525.0,10730.0,-2690
-27029,PATHFINDER LOGGING,6/18/2006,MWD/LWD,3200.0,5388.0,-2714
-27258,PATHFINDER LOGGING,6/26/2006,MWD/LWD,0.0,7549.0,-2732
-25833,PATHFINDER LOGGING,6/7/2006,MWD/LWD,7240.0,12124.0,16184
-27831,PATHFINDER LOGGING,7/5/2006,MWD/LWD,12003.0,15824.0,-2776
-26328,PATHFINDER LOGGING,6/15/2006,MWD/LWD,12188.0,12900.0,16199
-28584,PATHFINDER LOGGING,7/12/2006,MWD/LWD,10596.0,11820.0,-2812
-28442,PATHFINDER LOGGING,7/11/2006,MWD/LWD,4500.0,11880.0,-2809
-28723,PATHFINDER LOGGING,7/13/2006,MWD/LWD,9065.0,11306.0,-2816
-28177,PATHFINDER LOGGING,6/28/2006,MWD/LWD,8021.0,15142.0,16210
-28542,PATHFINDER LOGGING,7/10/2006,MWD/LWD,4345.0,9910.0,-2837
-28994,PATHFINDER LOGGING,7/20/2006,MWD/LWD,990.0,5935.0,-2873
-27543,PATHFINDER LOGGING,6/29/2006,MWD/LWD,4494.0,8136.0,16249
73860,PATHFINDER LOGGING,7/4/2006,MWD/LWD,2800.0,7960.0,16253
-29755,PATHFINDER LOGGING,7/29/2006,MWD/LWD,3999.0,10496.0,-2887
-29755,PATHFINDER LOGGING,7/29/2006,MWD/LWD,0.0,10545.0,-2888
-27993,PATHFINDER LOGGING,7/6/2006,MWD/LWD,4490.0,13121.0,16257
-28158,PATHFINDER LOGGING,7/4/2006,MWD/LWD,0.0,8710.0,16258
-29824,PATHFINDER LOGGING,7/27/2006,MWD/LWD,7329.0,11748.0,-2894
-29882,PATHFINDER LOGGING,7/25/2006,MWD/LWD,546.0,6623.0,-2907
-27512,PATHFINDER LOGGING,7/1/2006,MWD/LWD,9965.0,11971.0,16271
-30172,PATHFINDER LOGGING,8/1/2006,MWD/LWD,2128.0,6228.0,-2913
-28114,PATHFINDER LOGGING,7/2/2006,MWD/LWD,0.0,7325.0,16280
-29869,PATHFINDER LOGGING,7/29/2006,MWD/LWD,11492.0,11518.0,16286
-29869,PATHFINDER LOGGING,7/29/2006,MWD/LWD,100.0,11518.0,16287
-30513,PATHFINDER LOGGING,7/30/2006,MWD/LWD,100.0,6623.0,-2940
-28887,PATHFINDER LOGGING,7/13/2006,MWD/LWD,1580.0,2183.0,16296
-31131,PATHFINDER LOGGING,8/8/2006,MWD/LWD,9913.0,11863.0,-3006
-30421,PATHFINDER LOGGING,7/27/2006,MWD/LWD,3274.0,9820.0,16305
-30421,PATHFINDER LOGGING,8/5/2006,MWD/LWD,9820.0,10461.0,16306
-30421,PATHFINDER LOGGING,8/5/2006,MWD/LWD,9240.0,10461.0,16307
-27760,PATHFINDER LOGGING,7/2/2006,MWD/LWD,8400.0,11309.0,16308
73991,PATHFINDER LOGGING,8/10/2006,MWD/LWD,8747.0,10960.0,16313
73990,PATHFINDER LOGGING,8/5/2006,MWD/LWD,2500.0,8747.0,16314
-31830,PATHFINDER LOGGING,8/13/2006,MWD/LWD,4515.0,13073.0,-3047
-27899,PATHFINDER LOGGING,7/2/2006,MWD/LWD,0.0,7208.0,16331
-30421,PATHFINDER LOGGING,8/4/2006,MWD/LWD,3323.0,10461.0,16339
-31357,PATHFINDER LOGGING,8/18/2006,MWD/LWD,4005.0,11142.0,16340
-31357,PATHFINDER LOGGING,8/18/2006,MWD/LWD,7792.0,11142.0,16341
-30412,PATHFINDER LOGGING,7/23/2006,MWD/LWD,0.0,7616.0,16346
-30412,PATHFINDER LOGGING,7/23/2006,MWD/LWD,2750.0,7616.0,16347
-32631,PATHFINDER LOGGING,9/1/2006,MWD/LWD,11142.0,12940.0,-3088
-33206,PATHFINDER LOGGING,8/27/2006,MWD/LWD,3300.0,8873.0,-3091
-31131,PATHFINDER LOGGING,8/12/2006,MWD/LWD,6078.0,11863.0,16365
-33669,PATHFINDER LOGGING,9/9/2006,MWD/LWD,3410.0,9670.0,-3136
-33390,PATHFINDER LOGGING,9/4/2006,MWD/LWD,11142.0,14241.0,-3144
-33390,PATHFINDER LOGGING,9/3/2006,MWD/LWD,11142.0,14241.0,-3143
-29669,PATHFINDER LOGGING,7/29/2006,MWD/LWD,525.0,6095.0,16371
-24892,PATHFINDER LOGGING,5/30/2006,MWD/LWD,4515.0,13073.0,16373
-34403,PATHFINDER LOGGING,9/11/2006,MWD/LWD,4030.0,12048.0,-3170
-34099,PATHFINDER LOGGING,9/10/2006,MWD/LWD,13500.0,14620.0,-3171
-34174,PATHFINDER LOGGING,9/14/2006,MWD/LWD,0.0,8749.0,-3179
-34174,PATHFINDER LOGGING,9/14/2006,MWD/LWD,2484.0,8749.0,16393
-34099,PATHFINDER LOGGING,9/15/2006,MWD/LWD,11090.0,14683.0,16394
-34999,PATHFINDER LOGGING,9/18/2006,MWD/LWD,7774.0,11090.0,-3192
-34077,PATHFINDER LOGGING,9/12/2006,MWD/LWD,7630.0,9860.0,16401
-35486,PATHFINDER LOGGING,9/26/2006,MWD/LWD,3640.0,9855.0,-3226
-35318,PATHFINDER LOGGING,9/26/2006,MWD/LWD,3000.0,9760.0,-3228
-32694,PATHFINDER LOGGING,8/31/2006,MWD/LWD,2500.0,10091.0,16410
-34370,PATHFINDER LOGGING,9/12/2006,MWD/LWD,5180.0,17320.0,16415
-34370,PATHFINDER LOGGING,9/2/2006,MWD/LWD,14100.0,16910.0,16416
-34370,PATHFINDER LOGGING,8/20/2006,MWD/LWD,5160.0,14100.0,16417
-32311,PATHFINDER LOGGING,8/26/2006,MWD/LWD,4362.0,7043.0,16428
-36241,PATHFINDER LOGGING,10/7/2006,MWD/LWD,3000.0,6727.0,-3269
-33289,PATHFINDER LOGGING,9/5/2006,MWD/LWD,2500.0,6200.0,16434
-30715,PATHFINDER LOGGING,8/4/2006,MWD/LWD,1468.0,9132.0,16439
-35750,PATHFINDER LOGGING,9/26/2006,MWD/LWD,6704.0,13000.0,16449
-35112,PATHFINDER LOGGING,9/22/2006,MWD/LWD,4002.0,12849.0,16450
-34380,PATHFINDER LOGGING,9/13/2006,MWD/LWD,8502.0,11614.0,16459
-36551,PATHFINDER LOGGING,10/14/2006,MWD/LWD,4060.0,8548.0,16461
-36551,PATHFINDER LOGGING,10/14/2006,MWD/LWD,0.0,8548.0,16462
-37260,PATHFINDER LOGGING,10/21/2006,MWD/LWD,10342.0,11883.0,-3334
-37331,PATHFINDER LOGGING,10/16/2006,MWD/LWD,5800.0,11840.0,-3327
-37388,PATHFINDER LOGGING,10/22/2006,MWD/LWD,2014.0,4765.0,-3349
-36263,PATHFINDER LOGGING,10/4/2006,MWD/LWD,3050.0,10213.0,16487
-31306,PATHFINDER LOGGING,8/12/2006,MWD/LWD,9057.0,10290.0,16478
-37159,PATHFINDER LOGGING,10/20/2006,MWD/LWD,4440.0,13562.0,16513
-34386,PATHFINDER LOGGING,9/19/2006,MWD/LWD,8502.0,11396.0,16485
-37825,PATHFINDER LOGGING,10/28/2006,MWD/LWD,3950.0,7384.0,-3369
-38291,PATHFINDER LOGGING,11/2/2006,MWD/LWD,954.0,3743.0,-3406
-37498,PATHFINDER LOGGING,10/19/2006,MWD/LWD,8900.0,12042.0,16516
-36209,PATHFINDER LOGGING,10/6/2006,MWD/LWD,8900.0,10300.0,16550
-37603,PATHFINDER LOGGING,10/16/2006,MWD/LWD,3040.0,9334.0,16552
-39488,PATHFINDER LOGGING,11/15/2006,WIRELINE,9979.0,10540.0,-3491
-39878,PATHFINDER LOGGING,10/30/2006,MWD/LWD,4194.0,8841.0,-3494
-39910,PATHFINDER LOGGING,11/12/2006,MWD/LWD,8960.0,12882.0,-3505
-38834,PATHFINDER LOGGING,10/30/2006,MWD/LWD,4305.0,8841.0,16566
-37797,PATHFINDER LOGGING,10/28/2006,MWD/LWD,4440.0,13391.0,16574
-38876,PATHFINDER LOGGING,11/11/2006,MWD/LWD,2015.0,4471.0,16575
-40635,PATHFINDER LOGGING,11/20/2006,MWD/LWD,4250.0,11925.0,-3530
-38816,PATHFINDER LOGGING,11/4/2006,MWD/LWD,10542.0,11689.0,16582
-40826,PATHFINDER LOGGING,11/30/2006,MWD/LWD,3210.0,8200.0,-3556
-40922,PATHFINDER LOGGING,11/26/2006,MUD,3972.0,8427.0,-3555
-40922,PATHFINDER LOGGING,11/26/2006,MWD/LWD,3972.0,8427.0,-3564
-38988,PATHFINDER LOGGING,11/8/2006,MWD/LWD,12132.0,17400.0,16589
-39410,PATHFINDER LOGGING,10/22/2006,MWD/LWD,2800.0,10910.0,16592
-41392,PATHFINDER LOGGING,12/3/2006,MWD/LWD,840.0,6605.0,-3590
-41392,PATHFINDER LOGGING,12/4/2006,MWD/LWD,3406.0,6605.0,-3592
-41392,PATHFINDER LOGGING,12/4/2006,MWD/LWD,3406.0,6605.0,-3593
-39410,PATHFINDER LOGGING,11/4/2006,MWD/LWD,10920.0,13570.0,16595
-39410,PATHFINDER LOGGING,11/4/2006,MWD/LWD,2800.0,13570.0,16596
-41199,PATHFINDER LOGGING,12/7/2006,MWD/LWD,4550.0,11639.0,-3600
-42625,PATHFINDER LOGGING,12/21/2006,MWD/LWD,7610.0,9705.0,-3657
-42990,PATHFINDER LOGGING,12/21/2006,MWD/LWD,7610.0,9705.0,-3693
-40711,PATHFINDER LOGGING,12/1/2006,MWD/LWD,7161.0,12570.0,16624
-43087,PATHFINDER LOGGING,12/28/2006,MWD/LWD,0.0,14402.0,-3717
-43259,PATHFINDER LOGGING,12/25/2006,MWD/LWD,4050.0,9040.0,-3716
-41338,PATHFINDER LOGGING,12/5/2006,MWD/LWD,10009.0,12900.0,16641
-41562,PATHFINDER LOGGING,12/8/2006,MWD/LWD,4468.0,13034.0,16645
-44223,PATHFINDER LOGGING,1/13/2007,MWD/LWD,4500.0,8310.0,-3780
-53785,PATHFINDER LOGGING,4/4/2007,MWD/LWD,11682.0,12057.0,-4339
-44335,PATHFINDER LOGGING,1/12/2007,MWD/LWD,3897.0,8158.0,-3799
-44796,PATHFINDER LOGGING,1/20/2007,MWD/LWD,8158.0,9642.0,-3812
-45345,PATHFINDER LOGGING,1/17/2007,MWD/LWD,3306.0,4989.0,-3855
-52851,PATHFINDER LOGGING,3/31/2007,MWD/LWD,5000.0,10652.0,-4320
-43560,PATHFINDER LOGGING,1/3/2007,MWD/LWD,2898.0,8370.0,16688
-45542,PATHFINDER LOGGING,1/25/2007,MWD/LWD,4719.0,8133.0,-3878
-45546,PATHFINDER LOGGING,1/21/2007,MWD/LWD,2550.0,8903.0,-3877
-45884,PATHFINDER LOGGING,1/25/2007,MWD/LWD,3306.0,4439.0,-3884
-41338,PATHFINDER LOGGING,11/28/2006,MWD/LWD,8003.0,10009.0,16690
-43253,PATHFINDER LOGGING,12/25/2006,MWD/LWD,4041.0,7230.0,16691
-41726,PATHFINDER LOGGING,12/11/2006,MWD/LWD,7570.0,11150.0,16698
-44914,PATHFINDER LOGGING,1/17/2007,MWD/LWD,11623.0,12886.0,16706
-42061,PATHFINDER LOGGING,12/11/2006,MWD/LWD,9960.0,12982.0,16715
-42780,PATHFINDER LOGGING,12/21/2006,MWD/LWD,13170.0,14118.0,16716
-47348,PATHFINDER LOGGING,2/8/2007,MWD/LWD,3201.0,5764.0,-3989
-46798,PATHFINDER LOGGING,2/8/2007,MWD/LWD,13596.0,14834.0,-3971
-46798,PATHFINDER LOGGING,2/9/2007,MWD/LWD,5600.0,14876.0,-3970
-46798,PATHFINDER LOGGING,2/8/2007,MWD/LWD,12300.0,12660.0,-3972
-46810,PATHFINDER LOGGING,2/9/2007,MWD/LWD,8133.0,11315.0,-3959
-46767,PATHFINDER LOGGING,2/9/2007,MWD/LWD,3230.0,9993.0,-3939
-46723,PATHFINDER LOGGING,2/6/2007,MWD/LWD,2979.0,7679.0,-3960
-44764,PATHFINDER LOGGING,1/19/2007,MWD/LWD,11400.0,13214.0,16724
-47633,PATHFINDER LOGGING,2/12/2007,MWD/LWD,2285.0,8225.0,-4003
-46471,PATHFINDER LOGGING,2/1/2007,MWD/LWD,4580.0,14990.0,16731
-47492,PATHFINDER LOGGING,2/11/2007,MWD/LWD,11027.0,13400.0,-4013
-44356,PATHFINDER LOGGING,1/8/2007,MWD/LWD,6980.0,11400.0,16742
-48303,PATHFINDER LOGGING,2/20/2007,MWD/LWD,2466.0,7700.0,-4030
-47370,PATHFINDER LOGGING,2/6/2007,MWD/LWD,4520.0,11070.0,16743
-48586,PATHFINDER LOGGING,2/22/2007,MWD/LWD,6445.0,8305.0,-4070
-46878,PATHFINDER LOGGING,2/4/2007,MWD/LWD,4445.0,13012.0,16756
-47060,PATHFINDER LOGGING,2/8/2007,MWD/LWD,9626.0,11904.0,16764
-50215,PATHFINDER LOGGING,3/10/2007,MWD/LWD,2997.0,7980.0,-4137
-46321,PATHFINDER LOGGING,1/28/2007,MWD/LWD,4450.0,9626.0,16777
-50766,PATHFINDER LOGGING,3/12/2007,MWD/LWD,2004.0,3382.0,-4170
-50781,PATHFINDER LOGGING,3/12/2007,MWD/LWD,2015.0,3087.0,-4171
-50215,PATHFINDER LOGGING,3/10/2007,MWD/LWD,285.0,8010.0,16789
-51776,PATHFINDER LOGGING,3/24/2007,MWD/LWD,1110.0,13046.0,-4223
-51988,PATHFINDER LOGGING,3/12/2007,MWD/LWD,3574.0,8054.0,-4231
-52756,PATHFINDER LOGGING,3/27/2007,MWD/LWD,2030.0,5754.0,-4258
-51801,PATHFINDER LOGGING,3/18/2007,MWD/LWD,4510.0,14000.0,16804
-53213,PATHFINDER LOGGING,3/31/2007,MWD/LWD,2030.0,4816.0,-4289
-53228,PATHFINDER LOGGING,4/4/2007,MWD/LWD,2030.0,4603.0,-4290
-49130,PATHFINDER LOGGING,3/1/2007,MWD/LWD,5045.0,7416.0,16805
-52814,PATHFINDER LOGGING,3/27/2007,MWD/LWD,11691.0,12136.0,16806
-51217,PATHFINDER LOGGING,3/13/2007,MWD/LWD,10907.0,11691.0,16807
-50391,PATHFINDER LOGGING,3/9/2007,MWD/LWD,10907.0,11814.0,16808
-48733,PATHFINDER LOGGING,2/21/2007,MWD/LWD,6029.0,10907.0,16809
-52694,PATHFINDER LOGGING,3/28/2007,MWD/LWD,14000.0,15710.0,16812
-50739,PATHFINDER LOGGING,3/16/2007,MWD/LWD,4015.0,11202.0,16819
-54042,PATHFINDER LOGGING,3/17/2007,MWD/LWD,7117.0,8147.0,-4373
-54123,PATHFINDER LOGGING,4/11/2007,MWD/LWD,9489.0,14190.0,-4384
-49982,PATHFINDER LOGGING,3/4/2007,MWD/LWD,16482.0,16719.0,16827
-51893,PATHFINDER LOGGING,3/19/2007,MWD/LWD,4500.0,12747.0,16828
-53930,PATHFINDER LOGGING,4/8/2007,MWD/LWD,3130.0,8208.0,-4395
-54439,PATHFINDER LOGGING,4/12/2007,MWD/LWD,14196.0,15981.0,-4399
-54439,PATHFINDER LOGGING,4/12/2007,WIRELINE,14196.0,15981.0,-4400
-51001,PATHFINDER LOGGING,3/17/2007,MWD/LWD,11228.0,13430.0,16835
-54840,PATHFINDER LOGGING,4/19/2007,MWD/LWD,1885.0,2857.0,-4408
-52877,PATHFINDER LOGGING,3/27/2007,MWD/LWD,694.0,9734.0,16847
-55336,PATHFINDER LOGGING,4/26/2007,MWD/LWD,7304.0,11770.0,-4452
-55550,PATHFINDER LOGGING,4/25/2007,MWD/LWD,0.0,9112.0,-4474
-55557,PATHFINDER LOGGING,4/24/2007,MWD/LWD,2283.0,6690.0,-4465
-56157,PATHFINDER LOGGING,5/2/2007,MWD/LWD,3558.0,8196.0,-4494
-56571,PATHFINDER LOGGING,5/2/2007,MWD/LWD,4360.0,10790.0,-4506
-56577,PATHFINDER LOGGING,5/3/2007,MWD/LWD,1880.0,4598.0,-4505
-55890,PATHFINDER LOGGING,4/22/2007,MWD/LWD,1050.0,17041.0,16910
-55131,PATHFINDER LOGGING,4/17/2007,MWD/LWD,12300.0,19172.0,16916
-57238,PATHFINDER LOGGING,5/6/2007,MWD/LWD,3500.0,7477.0,-4515
-57238,PATHFINDER LOGGING,5/11/2007,MWD/LWD,7477.0,9114.0,-4516
-57569,PATHFINDER LOGGING,5/17/2007,MWD/LWD,3720.0,8807.0,-4529
-57608,PATHFINDER LOGGING,5/17/2007,MWD/LWD,10970.0,12890.0,-4530
-57778,PATHFINDER LOGGING,5/14/2007,MWD/LWD,429.0,6480.0,-4542
-55716,PATHFINDER LOGGING,5/5/2007,MWD/LWD,4485.0,13025.0,16939
-55550,PATHFINDER LOGGING,4/25/2007,MWD/LWD,3647.0,9112.0,16941
-57826,PATHFINDER LOGGING,5/19/2007,MWD/LWD,883.0,11257.0,16962
-57826,PATHFINDER LOGGING,5/19/2007,MWD/LWD,5452.0,11257.0,16963
-58744,PATHFINDER LOGGING,5/20/2007,MWD/LWD,1853.0,3715.0,-4585
-58377,PATHFINDER LOGGING,5/26/2007,MWD/LWD,7638.0,11500.0,-4584
-58581,PATHFINDER LOGGING,5/25/2007,MWD/LWD,4160.0,8865.0,-4569
-58704,PATHFINDER LOGGING,5/25/2007,MWD/LWD,6698.0,12593.0,16970
-59344,PATHFINDER LOGGING,6/1/2007,MWD/LWD,7050.0,10979.0,-4623
-59248,PATHFINDER LOGGING,5/30/2007,MWD/LWD,16863.0,16923.0,-4630
-59531,PATHFINDER LOGGING,6/2/2007,MWD/LWD,2125.0,8326.0,-4632
-59044,PATHFINDER LOGGING,5/27/2007,MWD/LWD,3280.0,11225.0,-4648
-56513,PATHFINDER LOGGING,5/5/2007,MWD/LWD,1810.0,9922.0,16977
-59707,PATHFINDER LOGGING,6/8/2007,MWD/LWD,3503.0,8106.0,-4654
-60137,PATHFINDER LOGGING,6/6/2007,MWD/LWD,7936.0,8766.0,17054
-60785,PATHFINDER LOGGING,6/13/2007,MWD/LWD,3000.0,6000.0,-4710
-59156,PATHFINDER LOGGING,5/29/2007,MWD/LWD,3001.0,7429.0,-4617
-58964,PATHFINDER LOGGING,5/29/2007,MWD/LWD,3520.0,11663.0,17059
-62459,PATHFINDER LOGGING,6/29/2007,MWD/LWD,5452.0,14469.0,-4769
-62459,PATHFINDER LOGGING,6/29/2007,MWD/LWD,10935.0,14469.0,-4770
-62437,PATHFINDER LOGGING,6/30/2007,MWD/LWD,8806.0,11458.0,-4768
-59707,PATHFINDER LOGGING,6/8/2007,MWD/LWD,8162.0,9012.0,17060
-59286,PATHFINDER LOGGING,5/30/2007,MWD/LWD,3964.0,10914.0,17066
-63015,PATHFINDER LOGGING,7/4/2007,MWD/LWD,8000.0,13535.0,-4796
-63640,PATHFINDER LOGGING,7/3/2007,MWD/LWD,6962.0,10050.0,-4809
-61632,PATHFINDER LOGGING,6/22/2007,MWD/LWD,100.0,8876.0,17072
-61632,PATHFINDER LOGGING,6/22/2007,MWD/LWD,3654.0,8831.0,17073
-62296,PATHFINDER LOGGING,6/29/2007,MWD/LWD,5600.0,11060.0,17085
-62436,PATHFINDER LOGGING,6/28/2007,MWD/LWD,4324.0,5325.0,17103
-62665,PATHFINDER LOGGING,7/4/2007,MWD/LWD,5995.0,10407.0,17131
-65374,PATHFINDER LOGGING,6/15/2007,MWD/LWD,4393.0,8200.0,17148
-63107,PATHFINDER LOGGING,7/3/2007,MWD/LWD,4440.0,13270.0,17166
-64271,PATHFINDER LOGGING,7/16/2007,MWD/LWD,3535.0,11772.0,17156
-65770,PATHFINDER LOGGING,7/24/2007,MWD/LWD,4490.0,11423.0,17159
-65586,PATHFINDER LOGGING,7/23/2007,MWD/LWD,8398.0,8500.0,-4945
-65619,PATHFINDER LOGGING,7/27/2007,MWD/LWD,9898.0,10201.0,17183
-65618,PATHFINDER LOGGING,7/18/2007,MWD/LWD,4796.0,9898.0,17184
-66806,PATHFINDER LOGGING,8/7/2007,MWD/LWD,2980.0,4871.0,17194
-68124,PATHFINDER LOGGING,8/25/2007,MWD/LWD,4520.0,12300.0,-5020
-68648,PATHFINDER LOGGING,8/19/2007,MWD/LWD,9001.0,14079.0,-5025
-68648,PATHFINDER LOGGING,8/19/2007,MWD/LWD,3500.0,14079.0,-5024
-66627,PATHFINDER LOGGING,8/5/2007,MWD/LWD,3500.0,16300.0,17211
-66388,PATHFINDER LOGGING,8/1/2007,MWD/LWD,7555.0,8299.0,17213
-69435,PATHFINDER LOGGING,8/28/2007,MWD/LWD,8299.0,11846.0,-5053
-69499,PATHFINDER LOGGING,8/27/2007,MWD/LWD,8294.0,14750.0,-5056
-69404,PATHFINDER LOGGING,9/1/2007,MWD/LWD,0.0,9609.0,-5047
-69404,PATHFINDER LOGGING,9/1/2007,MWD/LWD,3763.0,9609.0,-5046
-69706,PATHFINDER LOGGING,9/4/2007,MWD/LWD,3491.0,9715.0,-5080
-66910,PATHFINDER LOGGING,8/9/2007,MWD/LWD,4032.0,8880.0,17219
-66103,PATHFINDER LOGGING,8/4/2007,MWD/LWD,3130.0,8109.0,17220
-70565,PATHFINDER LOGGING,9/9/2007,MWD/LWD,7370.0,9587.0,-5126
-70565,PATHFINDER LOGGING,9/9/2007,MWD/LWD,7595.0,9587.0,-5127
-68174,PATHFINDER LOGGING,8/30/2007,MWD/LWD,5180.0,11436.0,17240
-68174,PATHFINDER LOGGING,8/30/2007,MWD/LWD,8742.0,10204.0,17241
-66910,PATHFINDER LOGGING,8/1/2007,MWD/LWD,1000.0,4032.0,17242
-69404,PATHFINDER LOGGING,9/1/2007,MWD/LWD,3763.0,9609.0,17243
-70209,PATHFINDER LOGGING,9/11/2007,MWD/LWD,3460.0,10772.0,17253
-71911,PATHFINDER LOGGING,9/26/2007,MWD/LWD,4050.0,10333.0,-5166
-72271,PATHFINDER LOGGING,10/3/2007,MWD/LWD,8633.0,13075.0,17269
-70946,PATHFINDER LOGGING,9/29/2007,MWD/LWD,6385.0,12021.0,17270
-71079,PATHFINDER LOGGING,9/15/2007,MWD/LWD,1000.0,12016.0,17279
-71079,PATHFINDER LOGGING,9/15/2007,MWD/LWD,1000.0,11979.0,17280
-71079,PATHFINDER LOGGING,9/15/2007,MWD/LWD,4064.0,11947.0,17281
-73608,PATHFINDER LOGGING,10/16/2007,MWD/LWD,9444.0,9966.0,-5195
-72770,PATHFINDER LOGGING,10/20/2007,MWD/LWD,10018.0,11190.0,-5211
-71079,PATHFINDER LOGGING,8/29/2007,MWD/LWD,4025.0,10435.0,17305
-74504,PATHFINDER LOGGING,10/27/2007,MWD/LWD,6868.0,13981.0,-5248
-74504,PATHFINDER LOGGING,10/27/2007,MWD/LWD,3500.0,13981.0,-5247
-74504,PATHFINDER LOGGING,10/27/2007,MWD/LWD,10935.0,13981.0,-5249
-74787,PATHFINDER LOGGING,10/31/2007,MWD/LWD,4766.0,7240.0,-5267
-61632,PATHFINDER LOGGING,6/22/2007,MWD/LWD,6309.0,8804.0,17324
-77366,PATHFINDER LOGGING,12/1/2007,MWD/LWD,1115.0,4646.0,-5357
-74802,PATHFINDER LOGGING,11/2/2007,MWD/LWD,4300.0,13170.0,-5269
-74699,PATHFINDER LOGGING,10/26/2007,MWD/LWD,670.0,6700.0,17328
-74718,PATHFINDER LOGGING,10/30/2007,MWD/LWD,5300.0,10968.0,17329
-74718,PATHFINDER LOGGING,10/30/2007,MWD/LWD,10968.0,12188.0,17330
-74908,PATHFINDER LOGGING,11/10/2007,MWD/LWD,1003.0,15021.0,-5307
-76365,PATHFINDER LOGGING,11/17/2007,MWD/LWD,9685.0,13404.0,-5312
-75366,PATHFINDER LOGGING,11/11/2007,MWD/LWD,100.0,12036.0,-5327
