SN_EOR_FK,SN_EOR_WELL_COMP,COMP_LATITUDE,COMP_LONGITUDE,COMP_RSVR_NAME,COMP_INTERVAL_NAME
-71189,-7378,29.004325,-90.16575833,7400' sand,7400' Sand
-63362,-6718,29.46988167,-88.99134611,Tex W,Tex W
-63242,-6877,28.04496111,-94.0089475,Lentic 1 Sand,Lentic 1 Sand
-66755,-7099,28.9809875,-90.21994417,D-7 Stray ,D-7 Stray
-71148,-7381,27.29681889,-94.57228389,BS-30,BS 30
-70587,-8007,28.786165,-92.09705417,13700' Lower Sand,13700' Lower Sand
-162057,-23991,28.786165,-92.09705417,13700' SAND,13700' SAND
-200981,-29777,28.78494194,-92.09764694,13200' Sand,13200' Sand
-70726,-7359,28.17037389,-90.34770194,L-2 Sand,L-2 Sand
-163946,-24243,28.16998333,-90.34749167,L-1 Sand,L-1 Sand
-106942,-11114,28.05526194,-92.26111611,Y1 Sand,Y1 Sand
-83902,-8811,28.51617694,-91.523737,C-12 FB-L1ST,C-12 Sand
-70785,-7468,29.13929889,-89.54559056, C8/C9 Sand,C8/C9
-70785,-7469,29.138865,-89.54720444,7300 Sand,7300 
-75868,-7922,28.94566333,-90.41905333,E10 SAND FB 2,E 10 SAND
-159305,-23593,28.94566333,-90.41905333,E10 SAND FB 2,E 10 SAND
-78590,-8370,28.45283611,-92.92183611,Valv H4 Sand,Valv H4
-126141,-18056,28.45296889,-92.9214325,Valv H5 Sand,Valv H5 Sand
-76148,-8259,28.18009,-91.51150389,Ang B Sand,Ang B Sand
-81309,-8288,29.25156111,-91.38542111,BB-2 Sand,BB-2 Sand
-124230,-17594,29.25154333,-91.38644417,AE-15 FB 2,AE-15 Sand
-76715,-7795,28.98232083,-90.18362444,O RD Sand,"""O"" RD Sand"
-76215,-8419,29.19760139,-94.03624944,GYRO 9,GYRO 9
-85203,-9385,28.73331333,-91.61642472,Mid Tex Sand,Mid Tex Sand
-120495,-16706,28.73331333,-91.61642472,"""MID-TEX DOWNTHROW",Mid Tex Sand
-135232,-19923,28.73331333,-91.61642472,"""MID-TEX DOWNTHROWN""",Mid Tex Sand
-141740,-21076,28.76338306,-91.66051306,T1 Sand,T-1 Sand
-140676,-21021,28.76338306,-91.66051306,T1 Sand,T-1 Sand
-79622,-8674,28.32428278,-93.3438525,S-1 Sand,S-1 Sand
-85583,-9088,26.158275,-94.78679444,FR12 RA,FR 12
-87352,-9427,29.5082675,-88.69068917,BF 1U Sand ,BF 1U Sand 
-87414,-9603,28.57633,-91.79950278,"15,000' Sand","15,000' Sand"
-168491,-25557,28.57722528,-91.79818528,B-4 Sand/B-4 Lower Sand,B-4 Lower Sand / B-4 Sand
-85986,-9171,28.76984583,-91.23799889,Grace (UPR) Sand,Grace (UPR) Sand
-87711,-9526,28.67103222,-92.26711889,Tex X,Tex X 13000' Sand
-200146,-29603,28.67080806,-92.26745389,Tex X Upper,Tex X 13000' Sand
-189273,-28036,28.67099944,-92.26716417,Tex X Middle,Tex X Middle
-85584,-9083,29.47993722,-93.51294111,Marg A6,Marg A6
-109392,-12257,28.371295,-95.34283528,Tex W-2 Sand,Tex W2
-87752,-9145,28.37264694,-95.34267389,Tex W3 Sand,Tex W3
-89977,-9375,28.66719972,-90.15233389,D-10 SAND,D-10 SAND
-125177,-17829,28.66635278,-90.15235556,D-8 FB A,D-8 Sand
-86207,-9284,26.86960083,-96.99542389,Tex 4 Sand,Tex 4 Sand
-107466,-11415,26.08698611,-94.90267778,WM12 RA,WM12
-108250,-11733,28.40130333,-92.62079861,EF Sand,EF Sand
-108250,-11732,28.40135806,-92.62000889,EC Sand,EC Sand
-137913,-20274,28.40130333,-92.62079861,EF Sand,EF Sand
-117521,-15478,28.507165,-93.15755306,HG Sand,HG
-112974,-13929,28.51656889,-93.15222083,KB Sand ,KB
-112974,-13930,28.51244389,-93.15637389,HD Sand,HD
-164072,-24233,28.51256417,-93.15174389,HG-L Sand,HGL
-93272,-10172,28.209745,-90.16430694,Cat Mex 2 Sand,Cat Mex 2 Sand
-96692,-10270,28.94399694,-89.73995333,K-30,K-30
-107607,-11617,28.42486694,-92.61756722,Sar H,Sar H
-121307,-17314,28.42486694,-92.61756722,Sar H,Sar H
-140086,-20801,28.42351667,-92.61839889,Lentic,Lentic
-111010,-13197,28.35781028,-90.92732778,KP Sand,KP Sand
-108492,-11741,28.176985,-89.21543056,G5 RA,G5
-169389,-25643,28.17660833,-89.21584889,E1/E8,E1 / E8
-107775,-11487,29.32078333,-88.90971944,J-6,J-6
-107967,-11626,28.41930861,-92.61753083,Sar H,Sar H
-121252,-17441,28.41930861,-92.61753083,Sar H,Sar H
-147849,-22205,28.41930861,-92.61753083,SAR H FB2,Sar H
-147849,-22206,28.41785778,-92.61753306,Lentic Sand,Lentic Sand
-108089,-11744,28.62259167,-90.53655694,13800' Sand,13800' Sand
-107868,-12151,28.16185389,-90.33606,N-1 Sand,N-1 Sand
-166213,-24928,28.14504444,-90.33671111,L-1 Sand,L-1 Sand
-111546,-13355,28.95646694,-89.751955,K-30 Sand,K-30 Sand
-155360,-23096,28.9564475,-89.75195889,K-20 Sand,K-20 Sand
-171667,-25899,28.95647658,-89.75195171,J-5/15 Sand,J5/15
-110358,-12799,27.94718056,-88.15645667,Amp 6.2 Sand,Amp 6.2
-110925,-13725,29.27717222,-88.24476222,Cris I,Cris I
-140675,-20906,29.27721139,-88.24483278,Big Hum,Big Hum
-111057,-13145,29.45748,-93.40745222,Amph B-6 Sand,Amph B-6 Sand
-120028,-16568,29.45844944,-93.40420111,AMPH B-1 Sand,Amph B-1 Sand
-124019,-17465,29.45713306,-93.4070525,Upper Amph B-6 Sand,Amph B-5 Sand
-129343,-18660,29.35341889,-93.98071111,Rob L-1,Rob L-1
-112437,-13841,29.35138056,-93.97964167,Rob M,Rob M
-112437,-13842,29.35370833,-93.98086389,Amph B,Amph B
-111043,-13327,29.70800556,-88.37549167,4700' Sand,4700' Sand
-112229,-14011,28.10047222,-94.44763056,TP-3,TP-3 Sd
-112552,-13555,29.07997611,-91.48619278,Q Sand,Q Sand
-157652,-23376,29.07997611,-91.48619278,Q Sand,Q Sand
-120446,-16586,29.41276083,-88.59329917,5500' Sand,5500'Sand
-112325,-13557,29.4122925,-88.59330028,5750' Sand,5750' Sand
-130700,-18958,28.96106,-89.78297194,JR Sand,JR Sand
-114636,-16151,28.96819889,-89.78248472,KA Sand,KA Sand
-160919,-23844,28.96584167,-89.77907778,KJ,KJ Sand
-168430,-25346,28.96850278,-89.78549167,KA Sand,KA Sand Lower
-114672,-14808,29.17797528,-94.36838972,RM-4,RM-4
-168235,-25180,29.18248889,-94.36884194,RM-2 Sand,RM-2
-152674,-22830,29.17856222,-94.36863722,RM-3,RM-3
-179020,-27325,29.17981111,-94.36918056,RM-1,RM-1
-116468,-15083,28.2514,-91.66355139,KE-1 Sand,KE-1 Sand
-122448,-17283,28.22478278,-91.67037194,IC-1 Sand,IC-1 Sand
-114748,-14901,29.27898333,-88.74912028,7200' U SAND,7200
-166869,-24948,29.27893028,-88.7490325,7000' Sand,7000
-174918,-26578,29.27680778,-88.74865056,6700' Sand,6700
-116868,-15448,28.11814694,-96.39131167,SD 103 Sand,SD 103 Sand
-115156,-14871,29.27192694,-88.74519361,7000' Sand,7000'
-114746,-14819,28.87712611,-88.95553639,M-Sand,M-Sand
-115767,-15287,28.11252972,-96.39322667,SD 110 Sand,SD 110 Sand
-156830,-23386,28.11252306,-96.39317,SD 104 Sand,SD 104
-115056,-14774,29.47813917,-88.64886722,6000 Sand,6000 Sand
-115298,-16162,28.17718333,-89.21750833,O2 , O2
-168269,-25273,28.17718333,-89.21750833,M,M4 / M6
-131382,-19407,29.57010806,-88.58642639,Tex W5-G Sand,Tex W5-G
-114848,-14912,29.56958722,-88.58616278,Tex W5-F ,Tex W5-F
-170572,-25785,29.56990946,-88.58672039,Tex W5F,Tex W5F
-173567,-26247,29.56962778,-88.58616083,Tex W5-A,Tex W5-A
-119936,-16937,28.48747722,-90.38656028,16000' CA-5 ST1 Sand,16000' Sand
-124219,-17580,29.18660944,-93.83017694,"Rob M ""C"" Sand","Rob M ""C"" Sand"
-120026,-16654,28.4517675,-91.4543,Tex P-1 RN,Tex P-1 RN
-121610,-17925,28.92753889,-89.623985,Rob E Sand Lower,Rob E Sand
-168189,-25390,28.92470556,-89.62315278,G-35 Sand,G-35 Sand
-120071,-18783,29.36778957,-88.92933167,10000' FB-M1,10000' SAND
-182633,-27719,29.36776833,-88.92932806,9700' FB-M,9700' SAND
-119918,-16705,27.65204583,-90.18714694,C. Mac Oil Sand,C. Mac Oil Sand
-120073,-16860,28.93019444,-90.16028889,O-12,O-12
-155881,-23517,28.56767,-88.25690417,Disc 12,Disc 12
-179169,-27406,28.18049833,-89.23413833,N/O,01 / N
-173156,-26505,28.16921389,-89.26027806,W3 Gold/W4 Pyrite,W3 Gold/W4Pyrite
-123889,-18173,29.16998139,-88.75257889,UVIG 3 Sand,UVIG 3 Sand
-122226,-17560,28.458325,-90.39592167,"12,800' B Sand","12,800' B Sand"
-123623,-18112,29.29066611,-88.91434694,BA-4AA,BA-4AA
-128759,-18434,29.29075639,-88.91443389,BA-4AA,BA-4AA
-128618,-18495,29.29075639,-88.91443389,BA-4AA,BA-4AA
-122449,-17467,28.83765278,-90.52912611,W Sand,W Sand
-139866,-20790,28.83765278,-90.52912611,W Sand,W Sand
-140933,-21648,27.55722833,-92.40794556,U RA,R2
-167849,-25386,27.58357222,-92.41763389,U ,U
-123477,-18171,29.00712028,-91.56645944,PQ Sand,PQ Sand
-128059,-18656,29.00912028,-91.56545944,PQ Sand,PQ Sand
-126942,-18113,28.74387806,-88.82788611,A Sand,A Sand
-122576,-17447,29.47342222,-88.95845278,12100' FB-B Sand,12100' Sand
-131178,-19262,29.32462111,-91.98630694,CBN1Seg150 Sand,CCN-1
-133789,-19678,29.32462111,-91.98630694,CBN1Seg150 Sand,CCN-1
-139889,-20722,29.3246937,-91.9864369,CIBNSeg144Sand,CCN
-132804,-19519,29.32912389,-91.98039694,TEX L-36 Sand,TL-36
-127148,-18259,28.26292778,-91.73591722,DR-1 Sand,DR-1 Sand
-127495,-20304,29.45733472,-88.83048028,Tex W,Tex W
-128144,-18646,29.13603889,-89.60886667,8200 Sand,8200' Sand
-139908,-21177,26.02006667,-91.99758889,Piacenzian-2,Piacenzian
-130261,-19228,28.94802472,-90.02648833,NS A-3 Sand,NS A-3
-202919,-30340,28.94802472,-90.02648833,NO A-6,NO A-6 Sand
-130786,-18991,27.71194444,-91.10861111,B4Sand,B4 Sand
-130531,-19023,28.22542917,-92.52052222,L-3 Sand,L-3 Sand
-129987,-18848,29.254825,-88.76021333,7800'  FB-D,7800' Sand
-163907,-24212,29.25454833,-88.75958278,7650' Sand FB-D,7650' Sand
-129903,-19444,27.31495,-90.14453611,M10 Sand,M10 Sand
-166690,-25026,29.51342778,-94.007625,LH-16 Sand,LH-16
-166690,-25027,29.51322778,-94.00856944,LH-12 Sand,LH-12
-132381,-20194,29.51344194,-94.00757306,LH-20 Sand,LH-20
-132371,-19405,28.26961944,-91.73465833,D Sand,D Sand
-162627,-24018,29.32053944,-92.16802111,28 Sand,28 Sand
-133585,-19995,29.31909667,-92.16849833,32 Sand,32 Sand
-177175,-26921,29.32214278,-92.16750861,26 Sand FB C01,26 Sand
-191873,-28135,29.322725,-92.16731972,25 Sand FB-C1,25 Sand
-133469,-19584,29.10465528,-89.9710175,C-1,C-1
-132545,-19524,28.20075722,-91.65031972,3800' Sand,3800' Sand
-132564,-20632,29.28374694,-93.87277194,Gyrodina 9C Sand,Gyrodina 9C Sand
-141459,-21385,29.28406222,-93.87255778,Gyrodina 9C Sand,Gyrodina 9C Sand
-132572,-19666,28.96422722,-91.47289556,M-3 CD,M-3 CD Sand
-170373,-25615,28.963994,-91.472989,M-3 A,M-3 A Sand
-179933,-27436,28.96379721,-91.47307884,M-2,M-2 Sand
-140855,-20993,28.27643528,-91.73475472,I-4 Sand,I-4 Sand
-139262,-20645,28.19513944,-91.67208056,8030 Sand,8030' Sand
-141396,-21738,28.25247556,-93.96493861,Glob Mio,Globorotalia Miocenica
-139564,-20887,29.02890278,-90.14101389,7600 M/L,7600 M/L Sand
-183357,-27863,29.02864861,-90.14046694,E 8200,8200' Sand
-143869,-21934,28.48939722,-91.09703611,C8 Sand,C8 Sand
-179028,-27492,28.48958333,-91.09721944,C6 Sand ,C6 Sand
-143768,-21945,28.01913139,-89.42612083,I RC,I Sand
-144406,-21759,29.12828889,-89.61752389,A-1 Sand,A-1 Sand
-159491,-23615,28.520275,-90.87250556,TP 6 RA,TP-6
-169764,-25540,28.52018556,-90.87270028,Tex(P)10 RA,TP-10
-144227,-21995,28.52010833,-90.87286944,TP-11 ,TP-11
-144227,-21996,28.520275,-90.87250556,TP-6,TP-6
-144072,-21614,28.27676778,-91.73317361,I-1 Sand,I-1 Sand
-194969,-28258,28.27676778,-91.73317361,I-1 FBC SAND,I-1 Sand
-179469,-27343,28.27676389,-91.73317278,G Sand,G Sand
-143906,-21625,29.04416639,-90.15626306,W 4900',4900' Sand
-144266,-25131,28.22703889,-88.28722806,U6 Sand/U5 Sand,U Sand 5 / U Sand 6
-199575,-29310,28.22256083,-88.28826167,U6 SAND/U5 SAND,U Sand 5
-185796,-27902,28.22201288,-88.28837384,U6 SAND/U5 SAND,U Sand 5
-195293,-28293,28.22201288,-88.28837384,U6 SAND/U5 SAND,U Sand 5
-191754,-28060,28.22256094,-88.28826153,U6 SAND/U5 SAND,U Sand 6
-196160,-28483,28.22256094,-88.28826153,U6 SAND/U5 SAND,U Sand 6
-203027,-30325,28.22256083,-88.28826167,U6 SAND/U5 SAND,U Sand 5
-197309,-28696,28.22201278,-88.28837389,U6 SAND/U5 SAND,U Sand 5
-198638,-29054,28.22256083,-88.28826167,U6 SAND/U5 SAND,U Sand 6
-201415,-29917,28.22201528,-88.28837306,U6 SAND/U5 SAND,U Sand 5
-182993,-27731,28.22256094,-88.28826153,U6 SAND/U5 SAND,U Sand 6
-202472,-30195,28.22256083,-88.28826167,U6 SAND/U5 SAND,U Sand 6
-181729,-27641,28.22201288,-88.28837384,U6 SAND/U5 SAND,U Sand 5
-200832,-29673,28.22256083,-88.28826167,U6 SAND/U5 SAND,U Sand 6
-144588,-21937,27.88857083,-90.89616444,J-2 Sand,J-2 Sand
-144114,-22702,27.32039167,-90.10921389,M9U,M9U
-168289,-25221,28.735304,-91.467477,O1 Sand,O1
-167394,-25069,28.735893,-91.46693,P Upper (P0) Sand,PO Sand
-151255,-22700,28.73612222,-91.46673722,P Sand,P Sand
-144081,-21904,28.73643306,-91.46648167,P1 Sand,P1 Sand
-171548,-25908,28.7351506,-91.4676322,O Lower Sand,O Sand
-175696,-26904,28.734029,-91.46882,M3,M3 Sand
-172141,-26039,28.7350634,-91.4677216,O Sand,O Upper Sand
-157198,-23280,28.93954667,-88.90674944,J Sand RH,Upper J Sand
-150792,-22617,28.90025278,-90.48106111,9000' FB B,9000 Sand
-161065,-23785,27.08253056,-90.79601667,M15B,M15B
-150531,-22558,28.73662861,-91.25669528,J-3 SAND,J-3 SAND
-160493,-23882,27.34264944,-90.6056175,M18,M-18
-150853,-22646,29.12663574,-88.77372456,F40 A ,F40 A SAND
-150530,-23014,29.08393944,-87.93145472,M62,M-62
-156753,-23208,29.07558972,-87.93414861,M-66/M-62,M-62 / M-66
-150871,-22651,28.28054556,-91.73480528,J-2 FBA,J-Sand
-159868,-23767,28.25674528,-91.74380944,F RB,F Sand
-159897,-23945,29.40022667,-93.39726972,MN-5 Sand,MN-5 Sand
-160651,-23812,28.36598472,-87.94144083,BS50 RA,BS50 Massive
-160168,-24322,27.35580278,-90.74570556,M15A/M-21A Up/M-21A Lwr,M15A / M21A_10 / M21A_20
-168137,-25183,27.23491083,-90.04815278,M55/M54,M54 / M54 Lam / M55 Lam / M55 Main
-160280,-23928,27.23434194,-90.04708528,M55,M55 Main
-164904,-24472,27.23491083,-90.04871528,M55/M54,M54 / M54 Lam / M55 Lam / M55 Main
-166202,-25093,28.15768667,-89.92511056,"20,200 Sand","20,200' Sand"
-180412,-27506,28.15785389,-89.92680806,19700' Sand,"19,700' Sand"
-162630,-24114,28.66901917,-90.15980806,E 2 RB,E-2 Sand
-201687,-30045,28.66903444,-90.15976472,E2 RB,E-2 Sand
-183354,-27773,28.67263278,-90.14962389,D3 Sand,D-3 Sand
-178479,-27428,28.67111111,-90.15327583,D-8 A,D-8 Sand
-166411,-24954,29.27114167,-92.44908611,CIB CARST RB,CIB CARST RB Sand
-163884,-24272,28.20618278,-91.53294611,7400 Main FB A-8,7400 Sand
-180153,-27490,28.61315944,-88.02799861,Norphlet,Norphlet
-161467,-23925,28.26290667,-91.73348222,D R-1,D Sand
-169365,-25451,28.70430167,-90.13596583,G10 FB-G3,G-10 Sand
-164296,-24492,28.70533722,-90.13528583,G16 FB-K2,G-16 Sand
-190693,-28108,27.69319389,-91.10810389,B-6 Sand,B-6 Sand
-195615,-28331,28.51381194,-91.49566389,D-2 FB K5, D-2 FB K5
-194794,-28284,28.51381194,-91.49566389,D-2 FB K5, D-2 FB K5
-194794,-28285,28.5277625,-91.49517222,WS-1 Sand,WS-1
-176031,-26884,28.65900833,-89.95935556,LA RA,LA Sand
-176031,-26883,28.65902778,-89.95878611,LG RA,LG Sand
-177180,-27094,27.31015694,-90.52554083,J2 Sand,J2 Sand
-177932,-27191,29.02016889,-90.18249861,1500', 1500' Sand
-177932,-27190,29.01776611,-90.18460944,7600U, 7600' Sand
-176948,-27269,27.76777583,-90.64065611,J2 Sand,J2 Sand
-195118,-28347,28.54169278,-91.49480444,D-4 FB-K,D-4 Sand
-197756,-28847,28.54162472,-91.49493944,D-4 FB-K,D-4 Sand
-202151,-30146,28.54167028,-91.49486861,D-4 FB-K,D-4 Sand
-166933,-25088,28.05062139,-91.05756944,P Sand,P Sand
-180509,-27522,28.05056861,-91.05749639,P SAND FB D,P Sand
-26405,-2987,28.40112806,-91.28729,1ST STRAY SAND,1ST STRAY SAND
-125507,-19074,28.40152389,-91.27558361,EpD Sand,EpD Sand
-110167,-12887,28.25914861,-93.37190389,A0,A Sand
-109028,-12009,28.25977583,-93.37312583,A Sand,A Sand
-748,-150,29.457454,-92.375534,Rob L-6 ,Rob L-6 
-6740,-1477,29.45745,-92.37567694,Rob L-2,Rob L-2
-112421,-13614,29.4574025,-92.37489111,Cib Op 9,Cib Op 9
-111909,-13508,29.4574025,-92.37489111,Rob L-1 Sand,Rob L-1
-5563,-1178,28.78098194,-89.2481625,PL-9-1,PL-9-1
-57398,-6040,28.26687417,-92.2620775,AB-1,AB-1
-142097,-21281,28.26687,-92.26207,Trim A-15,Trim A-15
-172327,-26096,28.26716306,-92.26227,Trim A-12,Trim A-12
-87193,-9092,29.18719722,-94.51085556,J-5 Sand,J-5 Sand
-77639,-8230,29.18728611,-94.51081111,J-10 Sand,J-10 Sand
-85623,-8957,29.18552583,-94.51018611,J-7 Sand,J-7 Sand
-13144,-2236,28.94211083,-90.35370667,C-1B SAND FB 17,C-1B SAND FB 17
-133867,-19804,27.39411972,-94.61819472,BS-58,BS-58
-133867,-19805,27.39688889,-94.633,BS60 HACK WILSON,
-142598,-21219,27.39728556,-94.63306306,BS58L/BS60 Hack WilsonFB,BS-58 / BS-60
-20139,-2592,28.49658611,-90.42597222,2200 MS Sand,2200 MS Sand
-27723,-3321,28.47312222,-90.42563333,Upper Pliocene Sand,Lentic (Upper Pliocene)
-117093,-15649,28.47312222,-90.42563333,UPPER PLIOCENE/2200 MS,Lentic (Upper Pliocene) / 2200 MS Sand
-27,4,29.00408558,-93.50081145,FB-A,CN-25U
-79,-3,29.00495583,-93.50123278,FB-A,CN-20B
-3344,-711,29.00501392,-93.5012659,CN-20A FB-A,CN-20A
-15640,-2375,28.65763167,-90.23873778,fF3 sand,F-3 SAND
-84743,-8731,28.65983333,-90.24163889,"H-12 Sand, FB K",H-12 SAND
-140189,-20911,28.65810806,-90.23992806,G-1 FB-K,G-1 SAND
-31707,-3575,28.92677028,-88.91203944,RH,N-4
-154313,-23153,28.92698972,-88.91163278,N-3 RH,N-3
-178165,-27106,28.92876056,-88.91165528,M Sand,M
-256,-165,28.51633222,-91.52263972,D-2 FB C-20,D-2 FB C-20
-64908,-6854,28.51649561,-91.52283001,D-1 FB-L5ST,D-1 FB L5ST
-127963,-18375,28.51782,-91.52410389,C-16 FB C-20,C-16 Sand
-117455,-15679,28.51782,-91.52410389,C-16 FB C-20,C-16 Sand
-154196,-22987,28.51808611,-91.52433611,C-15 FB-C19,C-15 Sand
-163947,-24220,28.51880194,-91.52510111,B-1 Upper FB-C,B-1 Upper FB-C
-69725,-7070,28.76595111,-89.22370028,P-1-6 Sand,P-1-6
-62563,-6471,28.7658425,-89.22357278,P-1-7 Sand,P-1-7
-142196,-21127,28.76571389,-89.22344444,P-1-2A,P-1-2a
-47126,-4841,29.97631944,-88.40781,M24 Sand,M24 Sand
-56898,-5884,28.31849361,-94.00350556,HP Sand,HP Lower Sand
-42698,-5253,28.77259056,-91.24758917,"16,000 Sand",16000' Sand
-63730,-6712,28.771635,-91.24443056,D Sand,D Sand
-41639,-4916,28.99306528,-90.23993722,D10 RDC,D10 Sand
-157678,-23343,28.99306528,-90.23993722,D10 RES 93,D10 Sand
-155055,-23108,28.99305389,-90.23993583,D9A,D9 Sand
-107582,-11631,28.60273139,-92.07954028,B-20 RF1,B-20 Sand
-145269,-21813,28.60273139,-92.07954028,B-20 RF1,B-20 Sand
-106953,-11441,28.07288389,-92.700715,Letnic 1-3 Sand,Lentic 1-3 Sand
-107327,-11579,29.3177925,-88.92013806,J-6,J-6
-107017,-11353,28.52421389,-94.83943611,Trim A-1,Trim A-1
-106795,-11382,28.08232194,-90.74012139,Trim B-4,Trim B-4
-118518,-16390,29.03679722,-90.13198056,9000 UPR FB B,9000' Sand
-156142,-23318,29.03678983,-90.1319798,8500 FB A,8500' Sand
-166890,-24910,29.03678556,-90.13196222,8300' Sand,8300' Sand
-107117,-11568,29.30234028,-88.90599639,J-6,J-6
-123741,-17458,29.30234,-88.90634444,J6 SAND POD B,J-6
-141488,-21156,29.30299889,-88.9085725,BA-4AA POD B2,BAA-4AA-1
-166331,-24814,29.30234,-88.90634444,J6 SAND POD B,J-6
-141488,-21155,29.30234,-88.90634444,J6 SAND POD B,J-6
-114581,-14508,28.07524056,-96.49874472,Discorbis B-4,Discorbis B 4 Sand
-107041,-11094,26.09054444,-94.88376944,WM12 RA,WM12
-107116,-11538,28.46641528,-91.08419861,Bul (1)2 RC,Bul. 1-2 Sand
-134109,-19707,28.46727806,-91.08420306,TP-13 ,TP-13B Sand
-198298,-29061,28.46822361,-91.08419556,TP 09,TP-9 Sand
-175269,-26612,28.46680232,-91.084198,BUL-I-1,Bul 1-1 Sand
-134853,-20226,29.32118861,-88.91401694,J-6 ,J6 Sand POD A
-134817,-20369,28.38657361,-90.53043972,8800' Sand,8800' Sand
-139300,-20822,29.01258,-89.84892361,QO upper sand,QO upper sand
-163764,-24247,29.01426389,-89.84178056,PQ,PQ sand
-164466,-24559,29.013,-89.85,QO Lower,QO lower sand
-179023,-27394,29.01254028,-89.84870417,QM Sand,QM Sand
-136579,-20526,29.01322,-90.14959,8175/8200 Sand',8175' Sand / 8200' Sand
-166109,-24701,29.01299417,-90.14869,7400 FB L,7400' Sand
-144989,-21762,28.30969304,-91.2187241,G/G1.5,
-131505,-19189,28.27463133,-91.09269756,4 RA,
-55679,-6216,28.29579972,-91.08794417,4000' Sand,4000' Sand
-58927,-6109,28.24573722,-91.13084417,3700' Sand,3700' Sand
-107196,-11423,28.99175174,-90.24263531,D 2 RDC,D 2 RDC
-24500,-2972,28.98941389,-90.24890556,ROBULUS E,Rob E
-36148,-4292,28.98996916,-90.24618885,S-2B,
-29827,-3521,28.88627889,-90.49308972,7500 SAND,7500 SAND
-126362,-17957,28.88605833,-90.49291667,7550' FB-D,7550' Sand
-78712,-8186,28.84533,-90.45737,6200 Sand,6200' Sand
-64589,-6651,28.78637529,-90.23469948,Q Sand,Q Sand
-51640,-5586,28.67337222,-90.680875,6300' Sand,6300'
-61643,-6312,28.67336389,-90.68023333,K Sand,K
-48890,-5406,28.67260944,-90.15437389,C-1,C-1 Sand
-198710,-29257,28.20485611,-90.55533083,K40 RC,K40 Sand
-70129,-7282,28.19714556,-90.54441083,J Sand,J Sand
-70730,-7249,28.20243444,-90.54870611,I Sand,I Sand
-111861,-13583,28.20243444,-90.54870611,I-Sand,I Sand
-144990,-21705,28.20243444,-90.54870611,I RE,I Sand
-3793,-887,29.44361972,-92.08015944,C Seg 900,C Seg 900
-132298,-19379,29.43086167,-92.09602694,O-2 SEG649,O-2 Sand
-116722,-15341,29.45200333,-92.49491194,Cris I-2 Sand,Cris I-2 Sand
-40879,-4598,28.97552139,-92.40683972,P 3.7 Sand,P 3.7 Sand 
-199,-21,28.91155719,-92.15835391,7000' Sand,7000' Sand
-8393,-1441,28.91200306,-92.15838306,6800' Sand,6800' Sand
-39426,-4397,28.71517389,-92.3270125,CN-4,CN-4
-95314,-9791,28.70896667,-92.31741389,CN-2 Sand,CN-2 Sand
-59487,-6263,28.6752,-92.44367,A-12 Sand,A-12 Sand
-167028,-25226,28.52181667,-92.60016389,C 2 Sand,C 2
-52658,-5540,28.49905,-92.163695,5700 Sand,5700 Sand
-95067,-9829,28.3030475,-92.290885,4800' Sand,4800' Sand
-78179,-8263,28.30418889,-92.24568083,5200' Sand,5200' Sand
-6967,-1409,28.53474444,-95.59581861,ROB L-91 FB5,ROB L-91 FB5
-90162,-9411,29.03431722,-90.14714611,7300 OO, 7300 Sand
-90162,-9412,29.03217472,-90.14572556,CP3 Water Source Sand, CP-3 Sand
-30393,-3515,29.24509889,-92.39260583,TEX-X1,FG SAND
-169799,-25684,29.06679111,-92.17609472,12 B Sand,12B/12D SAND
-174787,-26547,29.0667884,-92.176094,12 Lobe A,12 A SAND
-115922,-15143,28.74164,-91.36318222,O-RJ Sand,O-RJ Sand
-28809,-3333,29.54497222,-88.55444444,BF 2.5,BF 2.5
-110456,-12737,28.58849722,-89.70688056,"""H-2"" Sand","""H-2"" Sand"
-14352,-2262,28.8550675,-90.48260786,5600 SAND  FB C,5600 SAND  FB C
-145371,-21883,28.85687417,-90.48303583,5300 FB-C,5300 SAND FB  C
-100101,-10340,26.83887694,-96.94802361,A1/A2/A3 RA,A1/A2/A3 RA
-118967,-17011,29.02066639,-89.53152222,C SAND,C SAND
-12697,-1844,28.65811833,-87.98348389,TEXT WD/E,Text WD/E
-15451,-2173,28.65787222,-87.98414722,TEXT WD/E,Text WD/E
-21848,-2619,28.65811833,-87.98348389,TEXT WD/E,Text WD/E
-77900,-7861,28.65787222,-87.98414722,Text WD Sand,Text WD Sand
-10520,-1643,28.14611111,-93.57333333,PL-1-2A,PL-1-2A
-118698,-16087,28.66452972,-89.41035694,7050' ,7050' 
-78723,-8188,28.84333,-90.45847,6500 Sand,6500 Sand
-65191,-6801,29.01851944,-90.27240861,D-7 Sand,D-7 Sand
-117453,-15723,28.519307,-91.555349,B-7 FB-C,B-7
-131379,-19219,28.61107694,-91.46652806,07800 FB-214-2,7800
-113865,-14301,28.61090806,-91.46677806,8700/8800,8700 / 8800
-71695,-7730,28.18858861,-88.49559944,Brown 2U/2AL/3U FB2,Brown 2U/2AL/3U FB2
-110077,-13353,28.18858861,-88.49559944,Brown 2U/2AL/3U FB2,Brown 2U/2AL/3U FB2
-202145,-30376,28.19648917,-88.48138972,"Pink 6.5L A, B, C & D",Pink BH6.5L
-84243,-8886,28.0416075,-95.63261083,5500' Sand,5500' Sand
-55319,-6526,28.03821639,-95.63256472,6100' Sand,6100' Sand
