SN_APD,H2S_DESIGNATION,H2S_ACTVTN_PLAN_TVD,GEO_MARKER_NAME,TOP_MD
-17152,Absent,0.0,C1,9486
-17152,Absent,0.0,C3 Margin,9754
-17152,Absent,0.0,C_misc 1,10333
-17152,Absent,0.0,C_misc 2,10544
-17152,Absent,0.0,Top Salt,12144
-17152,Absent,0.0,Base Salt,23327
-17152,Absent,0.0,W3,24177
-17178,Absent,,D-5 Sand,6548
-17182,Absent,,Top of Salt,6580
-17182,Absent,,Base of Salt,26224
-17182,Absent,,Lower Miocene 2,26642
-17172,Known,24923.0,Top Cretaceous,22158
-17172,Known,24923.0,Sligo,24429
-17172,Known,24923.0,Top CVBRS,25517
-17172,Known,24923.0,Haynesville,26042
-17172,Known,24923.0,Basal SMKV Lime,26423
-17172,Known,24923.0,Norphlet,26651
-17172,Known,24923.0,Top SALT,28012
-17182,Absent,,Oligocene,27283
-17182,Absent,,Eocene,27859
-17182,Absent,,Upper Wilcox,28573
-17182,Absent,,Lower Wilcox,29398
-17182,Absent,,Creataceous,30719
-17187,Absent,,Cris I,19950
-14185,Absent,,D2 Sand,16476
-14185,Absent,,O Sand,17006
-14186,Absent,,7000',7017
-14187,Absent,,I-2 Sand,8060
-13609,Absent,,Top of Salt,5119
-14202,Absent,0.0,,0
-13609,Absent,,Base of Salt,21891
-14041,Absent,,TP-15 Sand,8977
-13609,Absent,,M-13B,23577
-14041,Absent,,Bul 1-6 Sand,9325
-14041,Absent,,TP-11 Sand,8620
-13609,Absent,,M-15A,25414
-13609,Absent,,M-17A,26514
-14195,Absent,,D2 Sand,16476
-14195,Absent,,O Sand,17006
-13609,Absent,,M-18A,26886
-13609,Absent,,M-21A-10,27609
-14191,Absent,,U. Green ,9159
-14191,Absent,,DS-1,10174
-14191,Absent,,DS-3 ,10412
-14196,Unknown,22500.0,Water Bottom,7505
-14196,Unknown,22500.0,Base Miocene,18664
-13609,Absent,,M-21A-20,27678
-13609,Absent,,M-21B,27799
-14196,Unknown,22500.0,Top Cretaceous,19038
-14196,Unknown,22500.0,Top Sligo,21374
-14196,Unknown,22500.0,Base Knowles/Top Cotton Valley,23009
-14196,Unknown,22500.0,Base Cotton Valley,24127
-14247,Unknown,22500.0,Base Miocene,18664
-14240,Absent,,GA3 Sand,13468
-14196,Unknown,22500.0,Basal Smackover Lime,24934
-14196,Unknown,22500.0,Top Norphlet,25193
-14208,Unknown,,C. Mac,8080
-14208,Unknown,,Upper Orange ,8715
-14196,Unknown,22500.0,Base Norphlet,25807
-14196,Unknown,22500.0,Top Salt,26622
-14247,Unknown,22500.0,Water Bottom,7505
-14247,Unknown,22500.0,Top Cretaceous,19038
-14247,Unknown,22500.0,Top Sligo,21374
-14247,Unknown,22500.0,Base Knowles/Top Cotton Valley,23009
-14247,Unknown,22500.0,Base Cotton Valley,24127
-14247,Unknown,22500.0,Basal Smackover Lime,24934
-14208,Unknown,,Upper Green ,9487
-14208,Unknown,,Lower Green ,9980
-14208,Unknown,,DP-1,10380
-14208,Unknown,,DS-1,10745
-16640,Absent,,Top of Salt,6896
-16640,Absent,,Base of Salt,21311
-16640,Absent,,M15A,25850
-16640,Absent,,M15B,26035
-16646,Absent,,Top of Salt,12617
-16646,Absent,,Base of Salt,21982
-16646,Absent,,Oligocene_intra,23282
-16646,Absent,,Wilcox 1,26597
-16646,Absent,,Wilcox 3,28192
-16641,Absent,,G-1 Sand,13099
-16640,Absent,,M16,26460
-16647,Absent,,Top of Pink 4.3L,18520
-16647,Absent,,Top of Pink 5.0L,18965
-16647,Absent,,Top of Pink 6.5L,20213
-16648,Absent,,PZ 1,5949
-16648,Absent,,PZ 2,6119
-16648,Absent,,PZ 3,6199
-16648,Absent,,PZ 4,6594
-16648,Absent,,PZ 5,6694
-16648,Absent,,PZ 6,6804
-16648,Absent,,PZ 7 ,6874
-16648,Absent,,PZ 8 ,6954
-16648,Absent,,PZ09 ,16649
-16648,Absent,,PZ10,16799
-16648,Absent,,PZ11,16857
-16648,Absent,,PZ12,16900
-16648,Absent,,PZ13,17014
-16647,Absent,,Base of Salt,14899
-16648,Absent,,PZ14,17436
-16648,Absent,,A,17830
-16648,Absent,,B,18159
-16648,Absent,,C,18259
-16648,Absent,,D,18732
-16648,Absent,,E,18947
-16648,Absent,,F,19018
-16648,Absent,,G,19283
-16648,Absent,,H,19734
-16648,Absent,,I,20135
-16648,Absent,,J,20378
-16648,Absent,,K,20593
-16648,Absent,,L,20908
-16599,Absent,,Tex L,11633
-16599,Absent,,Uvig 3,13755
-16599,Absent,,Tex W,16566
-16599,Absent,,Big Hum,18673
-16559,Absent,,UM90,9875
-16559,Absent,,M63,10040
-16455,Absent,,Frio,11203
-16674,Known,25000.0,Water Bottom,7066
-16455,Absent,,WM 12,14543
-16674,Known,25000.0,Base Miocene,22027
-16674,Known,25000.0,Top Cretaceous,22487
-16674,Known,25000.0,Top Sligo,25627
-16674,Known,25000.0,Base Knowles / Top Cotton Valley,26207
-16674,Known,25000.0,Haynesville,26817
-16674,Known,25000.0,Basal Smackover Lime,27247
-16674,Known,25000.0,Top Norphlet,27417
-16674,Known,25000.0,Base Norphlet,28044
-16674,Known,25000.0,Top Salt,28332
-16659,Absent,,Top of Salt,8398
-16659,Absent,,Base of Sand,19868
-16659,Absent,,Miocene Sand,21170
-16659,Absent,,Lower Miocene,22970
-16659,Absent,,Oligocene,25500
-16659,Absent,,Eocene,27180
-16659,Absent,,Wilcox 1,27701
-16659,Absent,,Wilcox 2,28805
-16873,Known,25000.0,Base Miocene,22027
-16873,Known,25000.0,Top Cretaceous,22487
-16802,Absent,,Top of Salt,9476
-16802,Absent,,Base of Salt,19930
-16802,Absent,,Oligocene,25520
-16873,Known,25000.0,Top Sligo,25627
-16873,Known,25000.0,Base Knowles / Top Cotton Valley,26207
-16719,Absent,,Top of Salt,12617
-16719,Absent,,Base of Salt,21982
-16719,Absent,,Oligocene_intra,23282
-16455,Absent,,WM 15,15231
-16455,Absent,,WM 17,15533
-16712,Known,,UM90,9875
-16712,Known,,M63,10040
-16721,Absent,,Top of Salt,8297
-16693,Unknown,35085.0,CALA230,14406
-16693,Unknown,35085.0,Main Fault,14665
-16693,Unknown,35085.0,PIA200,17124
-16693,Unknown,35085.0,ZA295,18825
-16693,Unknown,35085.0,ZA100,20179
-16693,Unknown,35085.0,ME200,20715
-16693,Unknown,35085.0,Salt Weld,24835
-16693,Unknown,35085.0,Top Oligocene (AQ100),27556
-16693,Unknown,35085.0,Wilcox 1 (YP800),29344
-16693,Unknown,35085.0,Wilcox 2 (TH400),30624
-16693,Unknown,35085.0,Wilcox 3 (TH100),32424
-16693,Unknown,35085.0,Wilcox 4 (SEL100),34116
-16693,Unknown,35085.0,Top Cretaceous (MA600),35850
-16721,Absent,,Base of Salt,21880
-16721,Absent,,Middle Miocene,22376
-16721,Absent,,Oligocene,25005
-16721,Absent,,Eocene,27311
-16721,Absent,,Top of Wilcox,27933
-16721,Absent,,Top of Wilcox 1 Sand,28290
-16721,Absent,,Top of Wilcox 2b Sand,29588
-16721,Absent,,Wilcox 3,29816
-16719,Absent,,Wilcox 1,26597
-16719,Absent,,Wilcox 3,28192
-16728,Known,25000.0,Base Miocene,22027
-16721,Absent,,Wilcox 4,30644
-16728,Known,25000.0,Water Bottom,7066
-16728,Known,25000.0,Top Cretaceous,22487
-16728,Known,25000.0,Top Sligo,25627
-16728,Known,25000.0,Base Knowles / Top Cotton Valley,26207
-16728,Known,25000.0,Haynesville,26817
-16728,Known,25000.0,Basal Smackover Lime,27247
-16728,Known,25000.0,Top Norphlet,27417
-16728,Known,25000.0,Base Norphlet,28044
-16728,Known,25000.0,Top Salt,28332
-16802,Absent,,Wilcox 1,27150
-16802,Absent,,Wilcox 2,27901
-16871,Absent,,Top of Salt,6170
-16871,Absent,,Base of Salt,19221
-16871,Absent,,Oligocene,19852
-16871,Absent,,Eocene,21697
-16871,Absent,,Wilcox (Eo6),23332
-16871,Absent,,Pa1,24182
-16871,Absent,,Pa2,24782
-16871,Absent,,Pa3,25782
-16871,Absent,,Pa4,26682
-16873,Known,25000.0,Water Bottom,7066
-16873,Known,25000.0,Haynesville,26817
-16873,Known,25000.0,Basal Smackover Lime,27247
-16873,Known,25000.0,Top Norphlet,27417
-16873,Known,25000.0,Base Norphlet,28044
-16873,Known,25000.0,Top Salt,28332
-16876,Absent,,Top of Salt,11571
-16876,Absent,,Base of Salt,19512
-16876,Absent,,M1 Sand,21295
-16876,Absent,,M2 Top Sand,21661
-16876,Absent,,M3 Top Sand,24492
-16876,Absent,,M4 Top Sand,25217
-16876,Absent,,M4/M5 Top Sand,25889
-16876,Absent,,M7U Top Sand,28265
-16876,Absent,,M7M Top Sand,28885
-16876,Absent,,M9 Top Sand,30381
-16876,Absent,,M10 Top Sand,30650
-16876,Absent,,M10 L1 Top Sand,31073
-16876,Absent,,M10 L2 Top Sand,31402
-16885,Absent,,Base of Shallow Sand,4943
-16885,Absent,,Top of Salt,7383
-16885,Absent,,Base of Salt,22059
-16885,Absent,,Top Flying Dutchman,24187
-16885,Absent,,Base Flying Dutchman,24340
-16878,Absent,,B-1 Sand,4890
-16885,Absent,,Top of Shallow Sand,4805
-16885,Absent,,Base Cmio E,25157
-16885,Absent,,Top Cmio 30,26588
-16885,Absent,,Base Cmio 30,26748
-16885,Absent,,Top Cmio E,26762
-16885,Absent,,Base Gff OS,28345
-16885,Absent,,Top Gff OS,28598
-16885,Absent,,Top Gff 10,28713
-16885,Absent,,Base Gff 10,28973
-16885,Absent,,Top Gff 30,29253
-16885,Absent,,Base Gff 30,29353
-16885,Absent,,Top Gff 40,29603
-16885,Absent,,Base Gff 40,29843
-16885,Absent,,Top Gff 50,29963
-16885,Absent,,Base Gff 50,30013
-16885,Absent,,Top Sh 20,30823
-16885,Absent,,Base Sh 20,30893
-16885,Absent,,Top Sh 30,31033
-16885,Absent,,Base Sh 30,31093
-16890,Absent,,E-2 Sand,8647
-16890,Absent,,E-6 Sand,9227
-16803,Absent,,Top of Salt,6896
-16803,Absent,,Base of Salt,21311
-16803,Absent,,M13,22435
-16845,Absent,,Top of Salt,6581
-16862,Absent,,FR08,10140
-16838,Absent,,S-3 Lower,12277
-16845,Absent,,Base of Salt,24731
-16845,Absent,,Oligocene,28471
-15891,Absent,,UMio 100 Sand,23368
-15898,Absent,,M16 (Oil),26574
-15911,Known,,T1B,11161
-15891,Absent,,MMio 700 Sand,25859
-15891,Absent,,Final TD,27474
-15897,Absent,,Top of Salt Finger 1,11802
-15897,Absent,,Base of Salt Finger 1,11855
-15897,Absent,,Top of Salt,12598
-15897,Absent,,Base of Salt,14481
-15897,Absent,,MPU,15119
-15897,Absent,,s800 Fault,15375
-15897,Absent,,Globorotalia robusta / Discoaster kugler,15460
-15897,Absent,,M66 Sd Base,15668
-15897,Absent,,s850 Fault,15798
-15897,Absent,,M58 Sd Base,15815
-15897,Absent,,M57 Sd Top,16336
-15897,Absent,,M57 Sd Base,16382
-15897,Absent,,Sphenolithus heteromorphus/Globorotalia,16687
-15897,Absent,,M55 ISh Top,16849
-15897,Absent,,M55 ISh Base,16877
-15897,Absent,,M55 Sd Base,16951
-15897,Absent,,M54 Sd Top,17001
-15897,Absent,,M54 Sd Base,17128
-15897,Absent,,M54 Lam Sd Top,17150
-15897,Absent,,M54 Lam Sd Base,17197
-15897,Absent,,M53 Sd Top,17281
-15897,Absent,,M53 Sd Base,17398
-15898,Absent,,Top of Salt,7735
-15911,Known,,T3A,12706
-15910,Absent,,M1,10405
-15910,Absent,,M2,12345
-15910,Absent,,M3,12915
-15910,Absent,,M4,13842
-15908,Absent,,J Sand,8801
-15908,Absent,,K Sand,9710
-15908,Absent,,K2 Sand,10391
-15908,Absent,,K3 Sand,10732
-15908,Absent,,K4 Sand,11526
-15910,Absent,,M5,15309
-15910,Absent,,M6,16182
-15910,Absent,,M7,17208
-15910,Absent,,M7b,18132
-15910,Absent,,M8,19775
-15910,Absent,,Oligocene,20664
-15911,Known,,TOC,10725
-15985,Absent,,Seafloor,9650
-15924,Absent,,Top of Salt,9448
-15985,Absent,,NPM4 Sand,19608
-15985,Absent,,Wilcox Sand,28833
-15924,Absent,,Base of Salt,19956
-15924,Absent,,Miocene,21051
-15924,Absent,,Oligocene,25441
-15742,Absent,,3300' Sand,2946
-15808,Absent,,7175' SAND,7795
-15808,Absent,,7200' SAND,7843
-16016,Absent,,8600 Sand,13054
-15923,Absent,,PZ13,15525
-15923,Absent,,PZ14,15746
-15923,Absent,,A,16156
-15923,Absent,,B,16476
-15923,Absent,,C,16576
-15923,Absent,,D,17236
-15923,Absent,,DL,17436
-15923,Absent,,E,17606
-15923,Absent,,F,17756
-15923,Absent,,G,18246
-15923,Absent,,H,18526
-15923,Absent,,I,18786
-15923,Absent,,J,19096
-15924,Absent,,Wilcox 1,27160
-15742,Absent,,3400' Sand,3121
-15742,Absent,,4000' Sand,3610
-15742,Absent,,5000' Sand,4780
-15742,Absent,,6700' Sand,6487
-15742,Absent,,7900' BE Sand,8472
-15742,Absent,,7900' UPR BF Sand,8716
-15924,Absent,,Wilcox 2,27920
-15957,Absent,,Top of Salt,8156
-15957,Absent,,Base of Salt,13160
-15742,Absent,,7900' LWR BF Sand,8790
-15742,Absent,,8650' Sand,8949
-15957,Absent,,P2 Sand,25809
-15957,Absent,,Q Sand,26700
-15957,Absent,,Q14 Sand,27002
-15957,Absent,,U4 Sand,29092
-15957,Absent,,U8 Sand,29521
-16016,Absent,,8700 Sand,13120
-15808,Absent,,7600' U,8160
-15808,Absent,,7600' L,8288
-16016,Absent,,8750 Sand,13310
-16016,Absent,,8900 Sand,13556
-15808,Absent,,7900' FB J,8653
-16023,Absent,,Seafloor,6191
-16016,Absent,,9000 U Sand,13660
-16016,Absent,,9000 L Sand,13727
-16017,Absent,,Stray 1,14072
-16017,Absent,,Stray 2,14114
-16017,Absent,,K0,20165
-16017,Absent,,K1,20619
-16017,Absent,,L1,20964
-16017,Absent,,M2,21245
-16017,Absent,,M4,21461
-16017,Absent,,N2,22141
-16017,Absent,,O2,22217
-16017,Absent,,O3,22476
-16017,Absent,,Q0,23291
-16017,Absent,,Q1,23434
-15808,Absent,,7000 UPR FB B,7524
-16023,Absent,,Top Salt,9604
-16023,Absent,,Base Salt,15004
-16023,Absent,,18195' Sand,18195
-16023,Absent,,18251' Sand,18251
-16023,Absent,,Red A,20983
-16023,Absent,,Red B,22830
-16023,Absent,,Green A,24216
-16023,Absent,,Green B,24391
-16023,Absent,,Green C,24584
-16023,Absent,,Green D,24885
-16023,Absent,,Green E,25301
-16023,Absent,,Green F,25400
-16023,Absent,,Blue A,26154
-16023,Absent,,Blue C,26657
-16023,Absent,,Blue E,26847
-16025,Absent,,Seafloor,6191
-16025,Absent,,Top Salt,9604
-16025,Absent,,Base Salt,15004
-16025,Absent,,18195' Sand,18195
-16025,Absent,,18251' Sand,18251
-16025,Absent,,Red A,20983
-16025,Absent,,Red B,22830
-16025,Absent,,Green A,24216
-16025,Absent,,Green B,24391
-16025,Absent,,Green C,24584
-16025,Absent,,Green D,24885
-16025,Absent,,Green E,25301
-16025,Absent,,Green F,25400
-16025,Absent,,Blue A,26154
-16025,Absent,,Blue C,26657
-16025,Absent,,Blue E,26847
-16055,Absent,,Blue Sand,13742
-16055,Absent,,SB2 Sand,14142
-16055,Absent,,Purple Sand,15379
-16055,Absent,,Upper Red Sand,15600
-16055,Absent,,Lower Red Sand,15736
-16060,Absent,,Miocene,14055
-16060,Absent,,U. Oligocene,14110
-16060,Absent,,M. Oligocene,14551
-16060,Absent,,L. Eocene,14780
-15594,Absent,,H37 Sand,9873
-15594,Absent,,H40 Sand,9938
-15594,Absent,,Top of Salt,12025
-15594,Absent,,Base of Salt,22550
-15594,Absent,,Middle Miocene,23890
-15594,Absent,,Oligocene,27150
-15594,Absent,,Top Wilcox,28928
-15594,Absent,,Middle Wilcox,29600
-16032,Absent,,18 Sand,10158
-16032,Absent,,20/26 Sand,10308
-16032,Absent,,30A Sand,10583
-16032,Absent,,30B Sand,10658
-16032,Absent,,38 Sand,10758
-16034,Absent,,GA 15 Sand,15953
-15594,Absent,,Cretaceous,31700
-16055,Absent,,Orange Sand,13185
-16060,Absent,,Top of Salt,15033
-12449,Absent,,Base,11605
-12281,Absent,,8600' Sand,8733
-12281,Absent,,9400' Sand,10429
-12284,Absent,,N 6-A Sand,10088
-12449,Absent,,11400 Sand,11437
-12504,Absent,,Top of Salt,9679
-12504,Absent,,Base of Salt,12253
-12504,Absent,,Upper Pliocene,12953
-12518,Absent,,6300' SAND,6101
-12518,Absent,,8300' SAND,8090
-12518,Absent,,9200' SAND,9156
-12568,Known,,D2,14838
-12504,Absent,,Lower Pliocene,16223
-12504,Absent,,Pliocene B,16793
-12534,Absent,,H.SELLI,10256
-12515,Absent,,Cris I,18384
-12504,Absent,,Lower Pliocene C,17053
-12504,Absent,,Upper Miocene,18483
-12504,Absent,,Oligocene,23583
-12504,Absent,,Eocene,25303
-12504,Absent,,Upper Wilcox A,26993
-12504,Absent,,Lower Wilcox A,27923
-12516,Absent,,"Trim ""B"" Sand",6232
-12568,Known,,D3,14892
-12534,Absent,,AMP 2 Top,14075
-12534,Absent,,AMP 2 Base,14500
-12566,Absent,,MC Sand,9543
-12566,Absent,,C-1 Sand,9673
-12566,Absent,,C-8 Sand,9903
-12575,Absent,,Ash Bed,21246
-13361,Absent,,Bul 1-6 Sand,9726
-13362,Absent,,TB-1,6864
-13347,Absent,,I-1 Sand,6086
-13347,Absent,,I-3 Sand,6439
-13359,Absent,0.0,NMG Amp,22616
-13359,Absent,0.0,NMG Event #2,24430
-13347,Absent,,K Sand,7785
-13347,Absent,,L Sand,8527
-13360,Absent,,Cris I,18523
-13383,Absent,,Top of Salt,7698
-13385,Absent,,M55,19113
-13387,Unknown,11734.0,UVIG 3,10880
-13383,Absent,,Base of Salt,23640
-13383,Absent,,Messinian,23641
-13383,Absent,,Tortonian 2_600,24481
-13383,Absent,,Tortonian 2_400,24941
-13383,Absent,,Tortonian 1_200,25891
-13387,Unknown,11734.0,TEX W,14300
-13395,Absent,,Glob Alt 1,14632
-13395,Absent,,Glob Alt 2,15101
-13144,Absent,,6700' Sand,6699
-13144,Absent,,7000' SAND,7705
-13144,Absent,,7200' Sand,7861
-13144,Absent,,7500' Sand,8144
-13144,Absent,,7600' Sand,8605
-13367,Absent,,Top of Salt,11545
-13367,Absent,,Base of Salt,16059
-13367,Absent,,MPU,16535
-13367,Absent,,Fault - s800,18461
-13367,Absent,,M66 Sd Top G.robusta/D.kugleri,18875
-13367,Absent,,M66 Sd Base,19031
-13367,Absent,,M60 Sd Top,19118
-13367,Absent,,M60 Sd Base,19254
-13367,Absent,,M58 Sd Top,19314
-13367,Absent,,M58 Sd Base,19359
-13367,Absent,,M57 Sd Top,19609
-13367,Absent,,M57 Sd Base,19634
-13367,Absent,,M55 Sd Top S.heteromorphus/G.peripheroro,19905
-13367,Absent,,M55 Sd Base,20137
-13367,Absent,,M54 Sd Top,20159
-13367,Absent,,M54 Sd Base,20265
-13367,Absent,,M53 Sd Top,20436
-13367,Absent,,M53 Sd Base,20599
-13393,Absent,,F-30,10414
-13404,Absent,,Top of Salt,5274
-13404,Absent,,Base of Salt,20245
-13404,Absent,,M15 B,26798
-13415,Absent,,I SAND ,16206
-13415,Absent,,K SAND,17136
-13429,Absent,,9250' Sand,10647
-13426,Absent,,Base of Salt,15970
-13426,Absent,,AA Sand ,16184
-13407,Absent,,Top of Salt,9066
-13407,Absent,,Base of Salt,17844
-13385,Absent,,M56L,18268
-13407,Absent,,Pliocene Sand,19273
-13407,Absent,,Upper Miocene Sand,19912
-13407,Absent,,Mid Miocene,20813
-13407,Absent,,Lower Miocene,22629
-13407,Absent,,Eocene,26070
-13407,Absent,,U. Wilcox Sand,26738
-13406,Absent,,HB-1 Sand,8144
-13406,Absent,,HB-2 Sand,8314
-13406,Absent,,HB-3 Sand,8434
-13410,Absent,,CS-10,9496
-13426,Absent,,Sand B-1,16938
-13410,Absent,,Tex P-2,10164
-13410,Absent,,Tex P-3,10540
-13412,Absent,,Top Aluminum,21944
-13429,Absent,,9300' Sand,10719
-13199,Absent,,8300' SAND,9931
-13415,Absent,,K2 SAND,17407
-13415,Absent,,L SAND,17730
-13425,Absent,,Top of Salt,5274
-13425,Absent,,Base of Salt,20245
-13425,Absent,,M15 B,26798
-13426,Absent,,Top of Salt ,11784
-13426,Absent,,Sand C Top,17238
-13426,Absent,,Sand C Base ,17919
-13424,Absent,,F Sand ,4089
-13424,Absent,,G-2 Sand,4985
-13424,Absent,,H Sand ,5265
-13424,Absent,,H-4 Sand,5530
-13439,Absent,,5700 Sand,6864
-13424,Absent,,H-7 Sand,5838
-13424,Absent,,H-8 Sand,5965
-13429,Absent,,10000' Sand,11647
-13429,Absent,,10300' Sand,12187
-13424,Absent,,H-9 Sand,6062
-13424,Absent,,I-2 Sand,6370
-13430,Absent,,Top of Salt,18288
-13430,Absent,,4.45 Sand,19172
-13430,Absent,,7.3 Sand,20552
-13430,Absent,,15.7 Sand,22995
-13430,Absent,,Wilcox Top,25481
-13439,Absent,,7300 Sand,8578
-13439,Absent,,8100 Sand,9150
-13429,Absent,,11700' Sand,13894
-13429,Absent,,19 Sand,15575
-13443,Absent,,Tex W Sand,11355
-13437,Absent,,Top of Salt ,11784
-13437,Absent,,Base of Salt,15970
-13437,Absent,,AA Sand ,16184
-13437,Absent,,Sand B-1,16938
-13437,Absent,,Sand C Top,17238
-13437,Absent,,Sand C Base ,17919
-13466,Absent,,M-6 Sand,12655
-13451,Absent,,J-1 Sand,17106
-13451,Absent,,J-2 Sand,17498
-13471,Absent,,13500' Sand,13893
-13466,Absent,,M-10 Sand,13208
-13469,Absent,,7900' L Sand,9396
-13471,Absent,,11900' Sand,12097
-13471,Absent,,16100' Sand,14946
-16212,Absent,,Top Salt,10408
-16212,Absent,,Base Salt,17924
-16212,Absent,,MPU,18448
-16212,Absent,,N Sand Top,20911
-16212,Absent,,N Sand Base,20925
-16212,Absent,,O Sand Top,21770
-16212,Absent,,O Sand Base,21854
-16212,Absent,,Graben Fault,21920
-16212,Absent,,V Sand Top,21928
-16236,Absent,,Seafloor,9650
-16236,Absent,,NPM4 Sand,19608
-16236,Absent,,Wilcox Sand,28833
-16238,Absent,,G-7 Sand,7433
-16238,Absent,,G-13 Sand,7779
-16238,Absent,,H-10 Sand,8568
-16238,Absent,,I-11 Sand,10099
-16239,Absent,,Top of Salt,6442
-16239,Absent,,Bottom of Salt,9976
-16239,Absent,,M72 Water Sand,20789
-16239,Absent,,P Water Sand,21868
-16239,Absent,,Q Water Sand,22081
-16239,Absent,,R Water Sand,22256
-16239,Absent,,S Water Sand,22479
-16239,Absent,,S2 Water Sand,22962
-16239,Absent,,M55 Water Sand,23422
-16239,Absent,,M54 Water Sand,23773
-16239,Absent,,V4 Water Sand,24805
-16239,Absent,,BB Oil Sand,25074
-16239,Absent,,CC Oil Sand,25174
-16239,Absent,,DD Oil Sand,25471
-16239,Absent,,EE Water Sand,25701
-16212,Absent,,V Sand Base,22320
-16212,Absent,,M54 Top,22503
-16212,Absent,,M54 Base,22750
-16212,Absent,,V4 Top,22935
-16212,Absent,,V4 Base,23994
-16212,Absent,,M20 CC Top,24620
-16212,Absent,,M20 CC Base,24699
-16212,Absent,,M20 DD Top,24923
-16212,Absent,,M20 DD Base,25029
-16212,Absent,,M20 EE Top,25163
-16212,Absent,,M20 EE Base,25205
-16212,Absent,,M20 FF Top,25258
-16212,Absent,,M20 FF Base,25446
-16212,Absent,,M20 GG Top,25519
-16239,Absent,,FF Water Sand,25802
-16239,Absent,,GG Water Sand,25996
-16212,Absent,,M20 GG Base,25541
-15560,Absent,,Top of Salt,8439
-15560,Absent,,Base of Salt,11446
-15560,Absent,,F-6 Sand,14261
-15560,Absent,,F-7 Sand,14691
-15560,Absent,,H-9 Sand,16051
-16268,Absent,,Wilcox 2,31873
-16245,Absent,,G-7 Sand,7433
-16245,Absent,,G-13 Sand,7779
-16245,Absent,,H-10 Sand,8568
-16252,Absent,,Green,19207
-16252,Absent,,Pink,20119
-16252,Absent,,Orange,20795
-16245,Absent,,I-11 Sand,10049
-16252,Absent,,Aqua,18682
-16268,Absent,,Wilcox 3,32395
-16268,Absent,,Wilcox 4,33044
-15916,Absent,,Top of Salt,5260
-15916,Absent,,Base of Salt (1),20688
-15916,Absent,,Base of Salt (2),20890
-15916,Absent,,M15B,26510
-16306,Absent,,HORIZON A,4969
-16269,Absent,,Seafloor,6191
-16269,Absent,,Top Salt,9604
-16268,Absent,,Wilcox 1,31221
-16269,Absent,,Base Salt,15004
-14208,Unknown,,DS-3,10950
-14208,Unknown,,DS-4,11058
-14208,Unknown,,Top of Salt,12568
-14208,Unknown,,Base of Salt,23265
-14208,Unknown,,Eocene,25323
-14208,Unknown,,Paleocene,26328
-14208,Unknown,,Whopper,28328
-14237,Absent,,Cat Mex Sand,16875
-14247,Unknown,22500.0,Top Norphlet,25193
-14247,Unknown,22500.0,Base Norphlet,25807
-14247,Unknown,22500.0,Top Salt,26622
-14248,Absent,,N Sand,10245
-14248,Absent,,N8 Sand,10574
-14249,Absent,,Top of Salt,8535
-14249,Absent,,Base of Salt,13722
-14249,Absent,,HC Sand (777 #7),14302
-14249,Absent,,Pink 4.3 Sand,20322
-14249,Absent,,Pink 5.0 Sand,21022
-14249,Absent,,Pink 6.5L Sand,21722
-14249,Absent,,Pink 6.5LL Sand,22172
-14251,Absent,,Glob Mio,13300
-14252,Absent,,Top Salt,8712
-14252,Absent,,Base Salt,18528
-14252,Absent,,Top Messinian,19257
-14252,Absent,,Top M Series,20044
-14252,Absent,,7.0 MYASB,21978
-14234,Absent,,Top of Salt,8297
-14234,Absent,,Base of Salt,21880
-14234,Absent,,Middle Miocene,22376
-14234,Absent,,Oligocene,25005
-14234,Absent,,Eocene,27311
-14234,Absent,,Top of Wilcox,27933
-14234,Absent,,Top of Wilcox 1 Sand,28290
-14234,Absent,,Top of Wilcox 2b Sand,29588
-14234,Absent,,Wilcox 3,29816
-14234,Absent,,Wilcox 4,30644
-14223,Absent,,8750 Sand,8891
-14223,Absent,,Basal Nebraskan,9856
-14223,Absent,,3ptO,11011
-14269,Absent,,Top Salt,8334
-14269,Absent,,Base Salt,18528
-14269,Absent,,Top Messinian,19527
-14269,Absent,,Top M Series,20044
-14238,Absent,,SSAP_1_AA,7466
-14238,Absent,,SSAP_1_A,8072
-14238,Absent,,SSAP_2,8755
-14238,Absent,,SSAP_2_B,9046
-14238,Absent,,SSAP_2_C,9350
-14238,Absent,,SSAP_4,11547
-14238,Absent,,SSAP_4B,11920
-14283,Absent,,G2 Sand,12146
-14265,Absent,,F-30,9227
-14269,Absent,,7.0 MYASB,21978
-14265,Absent,,F-35,9576
-14282,Unknown,22500.0,Water Bottom,7505
-14282,Unknown,22500.0,Base Miocene,18664
-14282,Unknown,22500.0,Top Cretaceous,19038
-14282,Unknown,22500.0,Top Sligo,21374
-14282,Unknown,22500.0,Base Knowles/Top Cotton Valley,23009
-14282,Unknown,22500.0,Base Cotton Valley,24127
-14282,Unknown,22500.0,Basal Smackover Lime,24934
-14282,Unknown,22500.0,Top Norphlet,25193
-14282,Unknown,22500.0,Base Norphlet,25807
-14282,Unknown,22500.0,Top Salt,26622
-14283,Absent,,E5 Sand,9889
-14283,Absent,,I1 Sand,13101
-14283,Absent,,J1 Sand,14442
-14283,Absent,,J2 Sand,14481
-14299,Absent,,4400 Sand,5210
-14299,Absent,,5700 Sand,5586
-14299,Absent,,CP8 Sand,6514
-14299,Absent,,6700 Sand,6630
-14299,Absent,,CP9 Sand,7246
-14290,Absent,,TP-11 Sand,8620
