SN_APD,DRIVE_SIZE,DRIVE_DEPTH,Y_COORD_LOC,X_COORD_LOC,N_S_CODE,N_S_DISTANCE,E_W_CODE,E_W_DISTANCE,LATITUDE,LONGITUDE,SN_BOREHOLE_FK
-12227,26.0,388.0,784627.526644,2556109.095501,S,7558,W,2294,27.81485444,-96.77964972,
-12227,26.0,388.0,782610.432219,2555782.208145,S,5541,W,1967,27.80931894,-96.78074584,
-12232,30.0,343.0,78531.454568,2194906.025731,S,6474,E,7140,28.88118806,-90.72441806,
-12232,30.0,343.0,78855.453376,2192965.001279,S,6798,E,9081,28.88210722,-90.73047667,
-12233,26.0,635.0,-166195.101087,1896751.244057,N,1130,W,1906,28.20930972,-91.65376194,
-12233,26.0,635.0,-170985.302743,1892607.31241,N,5920,E,2238,28.1961075,-91.66657917,
-12234,36.0,4421.0,9976541.032364,2351859.043845,N,2659,W,7539,27.47554944,-90.80540944,
-12234,36.0,4421.0,9976541.032364,2351859.043845,N,2659,W,7539,27.47554944,-90.80540944,
-12236,36.0,2328.0,10032323.289913,1867467.623136,S,5603,E,1652,27.64458083,-92.29845194,
-12236,36.0,2328.0,10033371.007883,1862741.001038,S,6651,E,6379,27.64753683,-92.31303751,
-12237,48.0,307.0,173919.230691,2576719.774091,S,8401,E,3952,29.13242,-89.52701,
-12237,48.0,307.0,174464.397245,2571824.962691,S,8946,W,1603,29.13413028,-89.54231167,
-12238,20.0,445.0,104637.660671,2522811.284496,S,1646,W,933,28.94414778,-89.69892556,
-12238,20.0,445.0,105802.067079,2520377.971152,S,2810,E,1500,28.94744466,-89.70647986,
-12267,30.0,500.0,329437.948457,2853202.069744,S,7108,E,3398,29.54512293,-88.64990922,
-12269,30.0,458.0,366009.979005,2887487.999066,N,570,W,1388,29.64341444,-88.53931361,
-12267,30.0,500.0,328832.485966,2848482.982523,S,6502,W,6633,29.54376139,-88.66479028,
-10734,24.0,440.0,-5400.004896,1801399.961251,N,663,W,6437,28.65034306,-91.9523725,
-10734,24.0,440.0,-6771.858451,1806187.715122,N,2035,E,3533,28.64664117,-91.93742674,
-10738,36.0,7348.0,9471437.707637,1950455.437466,N,882,W,2135,26.09965611,-92.05497806,
-10738,36.0,7348.0,9471437.919191,1950455.547489,N,882,W,2136,26.09965669,-92.05497772,
-10747,36.0,4861.0,9886085.358091,2523163.147903,S,1925,W,4603,27.21757778,-90.28349806,
-10747,36.0,4861.0,9887588.05163,2522485.023958,S,3428,W,3925,27.22174889,-90.28548278,
-10757,36.0,8189.0,9435704.848486,2011101.91084,N,4935,E,578,25.99999444,-91.87109167,
-10837,30.0,320.0,202419.645268,1884196.707027,S,5020,W,4374,29.22279139,-91.69634833,
-10837,30.0,320.0,202419.645268,1884196.707027,S,5020,W,4374,29.22279139,-91.69634833,
-10778,36.0,4861.0,9886085.358091,2523163.147903,S,1925,W,4603,27.21757778,-90.28349806,
-10757,36.0,8189.0,9435704.848486,2011101.91084,N,4935,E,578,25.99999444,-91.87109167,
-10778,36.0,4861.0,9887588.05163,2522485.023958,S,3428,W,3925,27.22174889,-90.28548278,
-10786,24.0,426.0,64153.084607,2827934.533275,N,7127,W,1579,27.98479083,-96.43498083,
-10786,24.0,426.0,67057.335156,2822212.936296,N,4223,E,4143,27.99311999,-96.45250529,
-10788,36.0,215.0,137974.128347,2376048.34517,S,3644,W,1271,29.04076361,-90.15662583,
-10788,36.0,215.0,139117.218107,2376470.567079,S,4787,W,1693,29.04389493,-90.15526796,
-10848,36.0,6470.0,10411124.050081,1263573.031716,S,4244,E,3627,28.68354472,-88.17565306,
-10848,36.0,6470.0,10411124.050081,1263573.031716,S,4244,E,3627,28.68354472,-88.17565306,
-10847,30.0,407.0,167663.859725,2437844.263288,N,3113,E,5058,29.12051444,-89.96216333,
-10847,30.0,407.0,168478.35627,2436535.852668,N,2299,E,6366,29.1227971,-89.96622998,
-10852,36.0,7601.0,10393558.843798,1326728.311117,S,2519,E,3832,28.63679139,-87.9782025,
-10852,36.0,7601.0,10392709.99059,1325455.040492,S,1670,E,5105,28.6344275,-87.98215083,
-10856,36.0,5589.0,9776255.981579,2444677.03291,S,2976,W,5317,26.92008361,-90.53146111,
-13352,36.0,455.0,73399.055529,1622899.07515,S,6703,W,5033,28.86316889,-92.51125722,
-13352,36.0,455.0,69185.980985,1631829.158236,S,2490,E,795,28.85183361,-92.48323278,
-13360,36.0,5039.0,10446834.053636,1203299.032977,N,7566,E,541,28.78000333,-88.36492694,
-13361,26.0,361.0,-50861.833408,2141338.273939,S,3046,W,938,28.52606694,-90.89332194,
-13359,38.0,3970.0,10254372.038857,963828.964637,S,5892,E,2411,28.24119472,-89.10182389,
-13359,38.0,3970.0,10250344.968002,957366.963886,S,1865,W,6967,28.22981167,-89.12166778,
-13360,36.0,5039.0,10446900.044836,1204052.993389,N,7500,W,213,28.78020861,-88.36257556,
-13361,26.0,361.0,-47400.996094,2142388.001244,S,6507,W,1988,28.53557175,-90.8900123,
-13362,30.0,711.0,-251817.749703,1613476.0706,S,6163,E,4390,27.968765,-92.53008,
-13363,36.0,7829.0,9426515.862584,2022964.205909,S,1716,E,4556,25.97442116,-91.83522062,
-13364,136.0,265.0,133723.669599,2373974.581102,N,606,E,4912,29.02913417,-90.16325028,
-13364,136.0,265.0,132714.976777,2371960.035471,N,1615,E,6926,29.0264169,-90.16958496,
-13365,20.0,283.0,142299.3037,2388585.552055,S,1038,W,3358,29.05229694,-90.11725444,
-13365,20.0,283.0,143745.276129,2388948.730339,S,2484,W,3721,29.05626244,-90.11606989,
-13377,36.0,4854.0,10436324.012961,1510508.036168,N,2236,W,5708,28.75737583,-87.40557917,
-13377,36.0,4854.0,10436324.012961,1510508.036168,N,2236,W,5708,28.75737583,-87.40557917,
-13383,36.0,6735.0,9682979.027827,2270588.968222,S,4739,W,5469,26.67185528,-91.06986389,
-13383,36.0,6735.0,9688890.992041,2266379.003272,N,5189,W,1259,26.68829139,-91.08248056,
-13385,36.0,7640.0,10273444.048551,1305673.396167,N,6716,W,6793,28.3058675,-88.04060833,
-13385,36.0,7640.0,10274114.027676,1307043.965537,N,6046,E,7676,28.30774306,-88.03636611,
-13387,36.0,581.0,229067.024163,2860535.555862,N,4763,W,3941,29.26870444,-88.63428722,
-13387,36.0,581.0,229075.877827,2860480.909344,N,4754,W,3886,29.26873232,-88.6344579,
-13393,20.0,447.0,104101.981117,2525682.802354,S,1110,W,3805,28.94256194,-89.68997389,
-13393,20.0,447.0,105795.104841,2520379.931885,S,2803,E,1498,28.94742544,-89.70647404,
-13397,30.0,556.0,264440.008418,2977329.997475,S,1110,W,2730,29.35786778,-88.26515917,
-13397,30.0,556.0,264440.008418,2977329.997475,S,1110,W,2730,29.35786778,-88.26515917,
-11245,36.0,4141.0,10175227.157977,855507.488134,S,5947,W,147,28.01803306,-89.43317194,
-11245,36.0,4141.0,10174583.029959,856165.038192,S,5303,W,805,28.01629833,-89.43109528,
-11241,36.0,4040.0,9934798.312381,1165089.521067,S,3118,E,7070,27.37029444,-94.46496944,
-11241,36.0,4040.0,9937485.797888,1166680.052477,S,5806,E,5480,27.37773904,-94.46016573,
-11244,36.0,3532.0,10001221.983284,2119651.994153,S,6182,E,2908,27.55289444,-91.52055111,
-11244,36.0,3532.0,10000315.997859,2114107.013266,S,5276,W,7387,27.55058333,-91.5376975,
-11248,26.0,406.0,261050.808477,2768596.084032,N,2279,W,496,29.36227722,-88.92045056,
-11248,26.0,406.0,249023.815352,2768451.572282,S,444,W,352,29.32921861,-88.92169861,
-16886,36.0,5529.0,9622494.525816,1243655.782961,S,7615,E,7704,26.51334333,-94.2136375,
-16886,36.0,5529.0,9623106.018621,1244347.02848,N,7614,E,7013,26.51504389,-94.21154111,
-11305,36.0,4726.0,9920373.971724,2591288.419593,S,4534,E,6472,27.30759389,-90.07159778,
-11305,36.0,4726.0,9920865.509521,2591094.990965,S,5026,E,6665,27.30895726,-90.07215737,
-16887,20.0,684.0,-144034.234011,1872051.562337,S,6532,W,7251,28.27002484,-91.73065438,
-16893,36.0,7267.0,10315849.999517,1290600.014954,S,4010,W,7560,28.42216056,-88.08864972,
-11316,36.0,4141.0,10175227.157977,855507.488134,S,5947,W,147,28.01803306,-89.43317194,
-11316,36.0,4141.0,10174583.029959,856165.038192,S,5303,W,805,28.01629833,-89.43109528,
-11317,48.0,587.0,-26729.936536,1837494.637881,S,4033,E,12284,28.59218028,-91.83957278,
-11317,48.0,587.0,-26728.424843,1837495.739201,S,4035,E,12283,28.59218445,-91.83956937,
-11318,24.0,713.0,-203406.739911,1895369.900382,S,5154,W,525,28.10699472,-91.65772194,
-11318,24.0,713.0,-200296.973186,1895580.882027,N,6235,W,736,28.11554574,-91.65709507,
-11319,20.0,430.0,107101.844566,2520333.52471,S,4110,E,1544,28.95102028,-89.70656111,
-11319,20.0,430.0,105803.067101,2520315.971051,S,2811,E,1562,28.94744983,-89.70667362,
-11322,30.0,356.0,37189.727623,2194898.993297,N,6633,E,7147,28.76750722,-90.72512556,
-11322,30.0,356.0,36908.772218,2194666.019347,N,6914,E,7380,28.76673806,-90.72585722,
-11324,96.0,555.0,-23065.700867,2246505.314519,S,2919,E,2341,28.60097139,-90.56534583,
-11324,96.0,555.0,-23685.418996,2245545.799522,S,2300,E,3300,28.59928505,-90.568348,
-16887,20.0,684.0,-146812.499682,1871269.245746,S,3754,W,6469,28.26237889,-91.73305361,
-16893,36.0,7267.0,10315849.999517,1290600.014954,S,4010,W,7560,28.42216056,-88.08864972,
-16895,36.0,4659.0,9928897.554923,2165260.198383,N,2782,E,4820,27.35237778,-91.38270278,
-11385,36.0,5011.0,10264099.980054,1043589.983713,N,220,E,1850,28.27153194,-88.85462222,
-11385,36.0,5011.0,10264099.980054,1043589.983713,N,220,E,1850,28.27153194,-88.85462222,
-11386,36.0,5008.0,10264049.994123,1043767.000696,N,270,E,1673,28.27140194,-88.85407,
-11386,36.0,5008.0,10264049.994123,1043767.000696,N,270,E,1673,28.27140194,-88.85407,
-11391,20.0,365.0,168494.35382,2416002.820121,N,2283,W,2617,29.12349889,-90.03052722,
-11391,20.0,365.0,163959.35463,2418186.772634,N,6818,W,4801,29.1109602,-90.02385057,
-11414,36.0,6194.0,9857559.054901,2335725.966905,S,5079,W,7246,27.14912694,-90.86143194,
-11414,36.0,6194.0,9857559.054901,2335725.966905,S,5079,W,7246,27.14912694,-90.86143194,
-11412,26.0,555.0,-159862.772918,1881273.314774,S,5202,W,1451,28.22659139,-91.70186,
-11412,26.0,555.0,-154260.314461,1890592.872777,N,3694,E,4252,28.24207361,-91.67298389,
-11413,36.0,6429.0,10174704.12138,1076893.219968,S,5424,E,227,28.02703333,-88.74717778,
-11413,36.0,6429.0,10173876.901678,1076544.361557,S,4597,E,576,28.02474444,-88.74822222,
-13354,36.0,5874.0,9830855.615394,2238041.12792,N,5784,W,4601,27.07993392,-91.16294703,
-13367,36.0,5688.0,9902344.450778,2611277.900226,S,2344,E,2322,27.25674306,-90.01143056,
-13367,36.0,5688.0,9899830.032886,2603869.959447,N,170,W,6110,27.25031778,-90.03439278,
-13366,30.0,500.0,-25053.436477,1964904.208988,N,4974,E,5051,28.59773111,-91.44267,
-13366,30.0,500.0,-19563.95104,1958807.382799,S,515,W,3874,28.61280806,-91.46168306,
-13368,38.0,7716.0,10385552.871895,1345025.273907,N,5487,E,1375,28.61516667,-87.92095944,
-13368,38.0,7716.0,10385588.981537,1341612.043338,N,5451,E,4788,28.6151933,-87.9316008,
-13370,24.0,600.0,246273.160181,2771252.240234,N,2307,W,3152,29.32149361,-88.91309417,
-13370,24.0,600.0,244303.10225,2768937.719896,N,4277,W,838,29.31621137,-88.92048529,
-13372,20.0,430.0,-32096.283944,2015641.008443,N,6111,W,41,28.5784025,-91.284615,
-13372,20.0,430.0,-30189.920751,2017282.003008,N,4205,W,1682,28.58364234,-91.27950087,
-13376,36.0,6120.0,10377253.485994,1181338.241401,S,2053,E,6662,28.58791222,-88.43087944,
-13376,36.0,6120.0,10380884.026323,1179834.957969,S,5684,W,7675,28.59784861,-88.43569944,
-13378,38.0,3422.0,10236012.029593,905300.021827,S,3372,W,2420,28.18780111,-89.28245694,
-13378,38.0,3422.0,10233765.026582,904356.977725,S,1125,W,1477,28.18157444,-89.28525167,
-13379,36.0,5039.0,10446900.044836,1204052.993389,N,7500,W,213,28.78020861,-88.36257556,
-13379,36.0,5039.0,10446834.053636,1203299.032977,N,7566,E,541,28.78000333,-88.36492694,
-13390,30.0,394.0,644750.040992,3587349.999874,S,3230,W,674,29.51342806,-94.00764306,
-13390,30.0,394.0,643543.396253,3583722.659159,S,2023,E,2953,29.51053771,-94.01919909,
-13395,30.0,623.0,101513.005389,3629195.779432,N,1447,E,5000,28.01575472,-93.94992778,
-13395,30.0,623.0,101110.490596,3627350.726154,N,1850,E,6845,28.01486768,-93.95569364,
-13415,36.0,4131.0,10184196.344608,853550.763948,N,924,E,1809,28.0425829,-89.4397895,
-13415,36.0,4131.0,10182485.343177,852033.753456,N,2635,E,3326,28.03779556,-89.44438333,
-13418,36.0,6221.0,10445278.043136,1291405.994782,S,6718,E,7474,28.77822306,-88.08980917,
-13425,36.0,4907.0,9899613.636971,2344822.166485,N,386,W,502,27.26434694,-90.8312325,
-13425,36.0,4907.0,9900514.698109,2352018.50704,S,515,W,7699,27.26647971,-90.80904041,
-13426,36.0,7192.0,9472481.060256,1952876.017421,S,161,W,4556,26.10247889,-92.0475775,
-13426,36.0,7192.0,9473028.035924,1953220.98703,S,708,W,4901,26.10397722,-92.04651389,
-13427,30.0,504.0,-100876.645077,2258550.0245,N,5084,E,5896,28.38680083,-90.52952222,
-13427,30.0,504.0,-102845.626302,2256861.060056,S,6909,E,7585,28.38141972,-90.53481556,
-13443,30.0,556.0,264440.008418,2977329.997475,S,1110,W,2730,29.35786778,-88.26515917,
-13443,30.0,556.0,264440.008418,2977329.997475,S,1110,W,2730,29.35786778,-88.26515917,
-13430,36.0,6838.0,9496898.924177,1925005.962404,N,7101,E,7474,26.17021417,-92.13202472,
-13430,36.0,6838.0,9495331.037199,1927704.012547,S,7171,E,4776,26.16584944,-92.12382889,
-13432,38.0,7716.0,10385552.871895,1345025.273907,N,5487,E,1375,28.61516667,-87.92095944,
-13432,38.0,7716.0,10385588.981537,1341612.043338,N,5451,E,4788,28.6151933,-87.9316008,
-13436,30.0,572.0,237696.14081,2771828.074036,S,3866,W,3728,29.29787861,-88.91185639,
-13436,30.0,572.0,240580.405462,2768555.707473,S,6750,W,456,29.30599833,-88.92192944,
-13437,36.0,7204.0,9472481.060256,1952876.017421,S,161,W,4556,26.10247889,-92.0475775,
-13437,36.0,7204.0,9473028.035924,1953220.98703,S,708,W,4901,26.10397722,-92.04651389,
-13453,36.0,6940.0,9534148.058147,1846583.896489,N,1532,E,6696,26.27397361,-92.37064083,
-12540,30.0,500.0,373999.961599,2908349.00058,N,7330,E,7251,29.663965,-88.4730375,
-12549,24.0,315.0,244307.006261,2768944.000505,N,4273,W,844,29.31622174,-88.92046533,
-12555,20.0,660.0,-149265.414204,1869319.642327,S,1301,W,4519,28.25561611,-91.73908028,
-12555,20.0,660.0,-144036.252883,1872028.552702,S,6530,W,7228,28.27001907,-91.73072581,
-12559,30.0,461.0,9599.668353,2321057.158203,N,6666,W,1203,28.68920667,-90.33220083,
-12559,30.0,461.0,9599.668353,2321057.158203,N,6666,W,1203,28.68920667,-90.33220083,
-12562,20.0,455.0,146327.870703,2386118.461863,S,5067,W,891,29.06344639,-90.12484167,
-12562,20.0,455.0,149756.104971,2381944.731487,N,5416,E,3283,29.0729937,-90.13779191,
-12566,24.0,545.0,175834.904873,2571949.006183,S,10317,W,1727,29.13789333,-89.54185611,
-12566,24.0,545.0,174477.356409,2571826.89002,S,8959,W,1605,29.13416583,-89.542305,
-12567,36.0,8952.0,9415882.01838,1961446.024902,S,6922,E,2714,25.94654278,-92.02274889,
-12567,36.0,8952.0,9415882.01838,1961446.024902,S,6922,E,2714,25.94654278,-92.02274889,
-12568,36.0,3381.0,10089740.85591,2403261.066758,N,339,E,4419,27.78419722,-90.64028611,
-12568,36.0,3381.0,10093703.641405,2400797.945,S,3624,E,6882,27.79522234,-90.64766546,
-12575,36.0,8539.0,9712280.652229,2461030.582034,S,2361,W,5831,26.74330111,-90.485195,
-12575,36.0,8539.0,9710371.984185,2459032.981034,S,452,W,3833,26.73816167,-90.49142722,
-12582,30.0,422.0,-81725.102905,2212500.249064,S,106,E,5146,28.44026667,-90.67234028,
-12582,30.0,422.0,-78457.071715,2208345.020487,S,3374,W,6299,28.44931741,-90.68520756,
-12583,36.0,4733.0,9940762.139341,2555548.755516,N,6758,W,5309,27.36589389,-90.18013639,
-12583,36.0,4733.0,9939405.410446,2555158.323511,S,7725,W,4918,27.36218915,-90.18143279,
-12587,36.0,4329.0,10167889.391853,940534.396583,N,1391,W,5974,28.00227056,-89.16935278,
-12587,36.0,4329.0,10170012.252789,942767.775933,S,732,E,7632,28.00821676,-89.16255084,
-12588,24.0,491.0,-32008.953321,2299421.208914,N,4001,E,5675,28.57530139,-90.40071972,
-12588,24.0,491.0,-30138.46346,2301977.123915,N,2130,E,3119,28.58038699,-90.39271129,
-12589,36.0,4907.0,9899446.959524,2344850.787107,N,553,W,531,27.26388722,-90.83115333,
-12589,36.0,4907.0,9900514.698109,2352018.50704,S,515,W,7699,27.26647971,-90.80904041,
-12590,36.0,6512.0,10374880.727148,1214251.829437,N,319,E,5428,28.58242889,-88.32823417,
-12590,36.0,6512.0,10374224.048896,1215643.96534,N,976,E,4036,28.580665,-88.32387361,
-12593,36.0,310.0,10242399.968671,1152299.993803,N,6080,E,4020,28.21601278,-88.51607222,
-12593,36.0,310.0,10241300.044108,1151530.007634,N,7180,E,4790,28.21296083,-88.51842028,
-12599,36.0,2960.0,10324164.046171,986238.026368,N,3516,W,4158,28.43415806,-89.03590306,
-12599,36.0,2960.0,10328140.023921,983873.705814,S,460,W,1794,28.44498056,-89.0434675,
-12603,36.0,7275.0,9459100.00684,1942499.617945,S,2620,E,5820,26.06585917,-92.07949111,
-12601,30.0,423.0,107038.207445,1955080.520735,N,3370,W,147,28.96092646,-91.47377885,
-12604,26.0,692.0,-169661.497346,1900643.669168,N,4597,W,5799,28.19980889,-91.64165306,
-12604,26.0,692.0,-170997.459326,1892618.827019,N,5933,E,2226,28.19607417,-91.66654333,
-12605,16.0,282.0,177761.986288,2549458.987421,N,8599,W,137,29.14414,-89.61219861,
-12605,16.0,282.0,177296.505597,2549740.001172,N,9064,W,418,29.14284848,-89.6113404,
-9672,30.0,600.0,-171456.259005,1887824.551503,N,6391,E,7020,28.19477361,-91.68141583,
-9672,30.0,600.0,-171000.034392,1892600.018614,N,5935,E,2245,28.19606694,-91.66660167,
-9787,30.0,452.0,10741.638048,2379709.750066,N,5524,W,823,28.69080889,-90.14928333,
-9787,30.0,452.0,5003.64,2379687.3,S,3496,W,801,28.67503231,-90.14953808,
-9791,36.0,4724.0,9917017.030889,2373070.971339,S,1177,E,2929,27.31082778,-90.74334444,
-9791,36.0,4724.0,9918304.908562,2373958.186465,S,2465,E,2042,27.314325,-90.74054167,
-9792,24.0,400.0,275215.792745,1390702.152873,N,510,E,750,29.40949389,-93.24697278,
-9792,24.0,400.0,270384.656565,1389365.340094,N,5341,E,2086,29.39614861,-93.25091667,
-10667,48.0,587.0,-26729.936536,1837494.637881,S,4033,E,12284,28.59218028,-91.83957278,
-10667,48.0,587.0,-26728.424843,1837495.739201,S,4035,E,12283,28.59218445,-91.83956937,
-10669,26.0,428.0,-78811.259131,1962389.208789,N,738,W,7456,28.44991083,-91.45033417,
-10669,26.0,428.0,-79195.356845,1962674.518324,N,1122,E,7281,28.44885553,-91.44944541,
-10675,36.0,7601.0,10393558.843798,1326728.311117,S,2519,E,3832,28.63679139,-87.9782025,
-10675,36.0,7601.0,10392709.99059,1325455.040492,S,1670,E,5105,28.6344275,-87.98215083,
-10683,26.0,300.0,148304.423194,1828103.959752,S,5461,W,3625,29.07337111,-91.87138667,
-10683,26.0,300.0,152820.692939,1827371.762994,N,4781,W,2893,29.08578098,-91.87374516,
-10687,36.0,6997.0,9504321.640969,1924285.80201,S,322,W,7646,26.190655,-92.13407,
-10687,36.0,6997.0,9504310.062864,1924289.977371,S,310,W,7650,26.19062306,-92.1340575,
-10696,36.0,7348.0,9471437.707637,1950455.437466,N,882,W,2135,26.09965611,-92.05497806,
-10696,36.0,7348.0,9471437.919191,1950455.547489,N,882,W,2136,26.09965669,-92.05497772,
-10698,36.0,394.0,9929954.789202,2581774.064237,N,1725,E,146,27.33453611,-90.10018333,
-10698,36.0,394.0,9923476.119887,2578428.709577,S,7636,E,3491,27.31694367,-90.11093981,
-10699,30.0,575.0,176895.52137,2815073.02385,S,6198,W,7291,29.12813639,-88.78047556,
-10699,30.0,575.0,176325.963341,2815423.066652,S,5628,E,7117,29.12654907,-88.77941932,
-10700,30.0,386.0,43567.720708,2103125.959932,N,255,E,6074,28.78606944,-91.01145722,
-10700,30.0,386.0,46547.767791,2101650.044299,S,2725,E,7550,28.79427528,-91.01603806,
-10701,24.0,569.0,-174372.076265,1562026.407828,N,3082,E,6522,28.18008583,-92.69220667,
-10701,24.0,569.0,-174371.638327,1561288.922752,N,3082,E,7259,28.18006297,-92.69449462,
-10702,36.0,5274.0,9776416.880096,1088984.010884,S,3137,E,3976,26.93196611,-94.69287,
-10702,36.0,5274.0,9778933.010423,1090411.002885,S,5653,E,2549,26.93894011,-94.68859386,
-10703,26.0,423.0,-61575.012898,2305171.025529,N,4050,W,75,28.49387861,-90.38357472,
-10703,26.0,423.0,-58966.512865,2306052.10515,N,1442,W,956,28.50103058,-90.38076525,
-10709,24.0,400.0,265313.019847,1381015.023753,S,4345,W,4321,29.38181667,-93.27686417,
-10709,24.0,400.0,265313.019847,1381015.023753,S,4345,W,4321,29.38181667,-93.27686417,
-10736,36.0,6997.0,9504321.640969,1924285.80201,S,322,W,7646,26.190655,-92.13407,
-10736,36.0,6997.0,9504310.062864,1924289.977371,S,310,W,7650,26.19062306,-92.1340575,
-10737,36.0,7136.0,9525736.62757,1845093.862414,S,5897,W,7654,26.25084389,-92.37531306,
-10737,36.0,7136.0,9520418.018851,1844597.000307,S,578,W,7157,26.23621278,-92.3769075,
-10740,20.0,430.0,107101.844566,2520333.52471,S,4110,E,1544,28.95102028,-89.70656111,
-10740,20.0,430.0,105803.067101,2520315.971051,S,2811,E,1562,28.94744983,-89.70667362,
-10744,20.0,443.0,-5441.964431,1803322.822246,N,705,E,6398,28.65025611,-91.94637833,
-10744,20.0,443.0,-6781.882955,1806208.696392,N,2045,E,3512,28.64661391,-91.93736118,
-10748,36.0,394.0,9929954.789202,2581774.064237,N,1725,E,146,27.33453611,-90.10018333,
-10748,36.0,394.0,9923476.119887,2578428.709577,S,7636,E,3491,27.31694367,-90.11093981,
-10749,36.0,3071.0,10006862.160946,1831309.207936,N,4018,E,6131,27.57504111,-92.410545,
-10749,36.0,3071.0,10005019.707194,1836048.379354,N,5860,E,1392,27.56990844,-92.39593938,
-10750,24.0,426.0,64472.25524,2827530.031405,N,6808,W,1174,27.98569278,-96.43621194,
-10750,24.0,426.0,67057.335156,2822212.936296,N,4223,E,4143,27.99311999,-96.45250529,
-12637,36.0,7104.0,9886752.062896,2598859.135333,S,2592,W,1099,27.21470167,-90.05074806,
-12637,36.0,7104.0,9890249.787205,2604698.386169,S,6090,W,6938,27.223935,-90.03254444,
-12641,24.0,331.0,112613.990813,1960383.9972,S,2206,W,5450,28.97627611,-91.45721583,
-12641,24.0,331.0,115682.205446,1962927.522794,S,5274,E,7028,28.98472072,-91.44927173,
-12642,36.0,8039.0,9442703.99758,1970386.024255,S,2064,W,6226,26.02017083,-91.99491028,
-12642,36.0,8039.0,9443124.010197,1966389.96827,S,2484,W,2230,26.02141083,-92.00707111,
-12643,20.0,471.0,-62999.196377,2073811.087772,S,4870,E,4189,28.49323667,-91.10362111,
-12643,20.0,471.0,-63291.55879,2074996.007038,S,4578,E,3004,28.49242621,-91.09993531,
-12644,36.0,7284.0,9628097.98484,2310182.968293,N,2622,E,2457,26.51921,-90.95134361,
-12644,36.0,7284.0,9628097.98484,2310182.968293,N,2622,E,2457,26.51921,-90.95134361,
-12645,36.0,9016.0,9632309.051194,2444014.981434,S,1589,W,4655,26.52432389,-90.54201361,
-12645,36.0,9016.0,9630770.062699,2447694.999873,S,50,E,7505,26.51989778,-90.53085639,
-12646,36.0,7294.0,9471582.221196,1954514.397841,N,738,W,6194,26.09997222,-92.04260417,
-12646,36.0,7294.0,9474156.97695,1952917.51258,S,1837,W,4598,26.10709018,-92.04741366,
-12665,26.0,692.0,-169599.054966,1900342.264097,N,4534,W,5497,28.19997833,-91.64258889,
-12665,26.0,692.0,-170997.437343,1892618.772298,N,5933,E,2226,28.19607423,-91.6665435,
-12668,36.0,325.0,190374.812258,1806815.68046,S,3257,E,2905,29.18876944,-91.93871583,
-12668,36.0,325.0,190568.836153,1805277.681696,S,3451,E,4443,29.18928056,-91.94353861,
-12671,30.0,385.0,175340.493292,2563145.469359,S,9822,W,3373,29.13690944,-89.56945028,
-12671,30.0,385.0,175203.559123,2567918.92872,S,9685,E,2303,29.13633001,-89.55450791,
-12680,36.0,8325.0,9469265.995693,1013201.998387,N,3054,E,558,26.08411083,-94.91138028,
-12680,36.0,8325.0,9472615.869095,1015862.979196,S,296,W,2103,26.09343306,-94.90342389,
-12681,38.0,3992.0,10238187.071742,964989.475129,S,5547,E,1251,28.19674639,-89.09735056,
-10767,36.0,6997.0,9504321.640969,1924285.80201,S,322,W,7646,26.190655,-92.13407,
-10767,36.0,6997.0,9504310.062864,1924289.977371,S,310,W,7650,26.19062306,-92.1340575,
-10770,36.0,8189.0,9435704.848486,2011101.91084,N,4935,E,578,25.99999444,-91.87109167,
-10770,36.0,8189.0,9435704.848486,2011101.91084,N,4935,E,578,25.99999444,-91.87109167,
-10772,24.0,0.0,10089237.978569,2442636.968315,N,842,W,3277,27.78068167,-90.51860639,
-10772,24.0,0.0,10088759.789103,2442489.167035,N,1320,W,3129,27.77937527,-90.51909306,
-10773,36.0,3071.0,10006862.160946,1831309.207936,N,4018,E,6131,27.57504111,-92.410545,
-10773,36.0,3071.0,10005019.707194,1836048.379354,N,5860,E,1392,27.56990844,-92.39593938,
-10776,36.0,7104.0,9886752.062896,2598859.135333,S,2592,W,1099,27.21470167,-90.05074806,
-10776,36.0,7104.0,9890249.787205,2604698.386169,S,6090,W,6938,27.223935,-90.03254444,
-10779,30.0,390.0,492946.974305,3479721.818626,N,6013,W,3926,29.10844833,-94.3646875,
-10779,30.0,390.0,492946.974305,3479721.818626,N,6013,W,3926,29.10844833,-94.3646875,
-10831,26.0,555.0,309941.9426,1381693.654153,S,4700,W,5000,29.50456083,-93.27711056,
-10831,26.0,555.0,309941.899672,1381693.612065,S,4700,W,5000,29.50456071,-93.27711069,
-10835,24.0,426.0,64153.084607,2827934.533275,N,7127,W,1579,27.98479083,-96.43498083,
-10835,24.0,426.0,67057.335156,2822212.936296,N,4223,E,4143,27.99311999,-96.45250529,
-10836,36.0,3071.0,10006862.160946,1831309.207936,N,4018,E,6131,27.57504111,-92.410545,
-10836,36.0,3071.0,10005019.707194,1836048.379354,N,5860,E,1392,27.56990844,-92.39593938,
-10881,36.0,7442.0,9546668.642989,2264999.331431,N,4851,E,121,26.29713778,-91.0931725,
-10881,36.0,7442.0,9546668.642989,2264999.331431,N,4851,E,121,26.29713778,-91.0931725,
-10883,36.0,7444.0,9546883.401919,2265017.91941,N,4637,E,102,26.29772778,-91.09310611,
-10883,36.0,7444.0,9546883.401919,2265017.91941,N,4637,E,102,26.29772778,-91.09310611,
