RIG_NAME,RIG_TYPE,NOTES
"NOBLE ""LORRIS BOUZIGARD""",jack_up,Noble Lorris Bouzigard jack-up
"NOBLE ""LORRIS BOUZIGARD'",jack_up,Noble Lorris Bouzigard typo
"NOBLE ""THERALD MARTIN""",jack_up,Noble Therald Martin jack-up
NOBLE - FRI RODLI,jack_up,Noble Fri Rodli jack-up
NOBLE AMOS RUNNER,jack_up,Noble Amos Runner jack-up
NOBLE BILL JENNING,jack_up,Noble Bill Jennings typo
NOBLE BILL JENNINGS,jack_up,Noble Bill Jennings jack-up
NOBLE BOB DOUGLAS,jack_up,Noble Bob Douglas jack-up
NOBLE CARL NORBERG,jack_up,Noble Carl Norberg jack-up
NOBLE CLYDE BOUDREAUX,jack_up,Noble Clyde Boudreaux jack-up
NOBLE DANNY ADKINS,jack_up,Noble Danny Adkins jack-up
NOBLE DOLPHIN 110,jack_up,Noble Dolphin 110 jack-up
NOBLE DON TAYLOR,jack_up,Noble Don Taylor jack-up
NOBLE DRILLER,jack_up,Noble Driller jack-up
NOBLE EARL FREDERICKSON,jack_up,Noble Earl Frederickson jack-up
NOBLE EARL FREDRICKSON,jack_up,Noble Earl Frederickson typo
NOBLE EDDIE PAUL,jack_up,Noble Eddie Paul jack-up
NOBLE ERARL FREDERICKSON,jack_up,Noble Earl Frederickson typo
NOBLE FAYE KOZACK (FKA KHAMSIN),jack_up,Noble Faye Kozack jack-up
NOBLE FRI RODI,jack_up,Noble Fri Rodli typo
NOBLE FRI RODLI,jack_up,Noble Fri Rodli jack-up
NOBLE FRY RODLI,jack_up,Noble Fri Rodli typo
NOBLE GENE ROSSER,jack_up,Noble Gene Rosser jack-up
NOBLE HOMER FARRINGTON,jack_up,Noble Homer Farrington jack-up
NOBLE HOMER FERRINGTON,jack_up,Noble Homer Ferrington jack-up
NOBLE JACK RYAN,jack_up,Noble Jack Ryan jack-up
NOBLE JIM DAY,jack_up,Noble Jim Day jack-up
NOBLE JIM THOMPGSON,jack_up,Noble Jim Thompson typo
NOBLE JIM THOMPSON,jack_up,Noble Jim Thompson jack-up
NOBLE JIM THOMSON,jack_up,Noble Jim Thompson typo
NOBLE JIM THOMSPON,jack_up,Noble Jim Thompson typo
NOBLE JOE ALFORD,jack_up,Noble Joe Alford jack-up
NOBLE JOH SANDIFER,jack_up,Noble John Sandifer typo
NOBLE JOHN SANDIFER,jack_up,Noble John Sandifer jack-up
NOBLE JOHN SNDIFER,jack_up,Noble John Sandifer typo
NOBLE JOHNNIE HOFFMAN,jack_up,Noble Johnnie Hoffman jack-up
NOBLE JOPHNNIE HOFFMAN,jack_up,Noble Johnnie Hoffman typo
NOBLE LEONARD JONES,jack_up,Noble Leonard Jones jack-up
NOBLE LESTER PETTUS,jack_up,Noble Lester Pettus jack-up
NOBLE LEWIS DUGGER,jack_up,Noble Lewis Dugger jack-up
NOBLE LORRIS BOUZIGARD,jack_up,Noble Lorris Bouzigard jack-up
NOBLE MAX SMITH,jack_up,Noble Max Smith jack-up
NOBLE PAUL RAMANO,jack_up,Noble Paul Ramano jack-up
NOBLE SAM CROFT,jack_up,Noble Sam Croft jack-up
NOBLE SAM NOBLE,jack_up,Noble Sam Noble jack-up
NOBLE THERALD MARTIN,jack_up,Noble Therald Martin jack-up
NOBLE TOM JOBE,jack_up,Noble Tom Jobe jack-up
NOBLE TOM JOBE ILJU,jack_up,Noble Tom Jobe jack-up
NOBLE TOM MADDEN,jack_up,Noble Tom Madden jack-up
NOBLE TOME JOBE,jack_up,Noble Tom Jobe typo
"NOBLE""JOE ALFORD""",jack_up,Noble Joe Alford jack-up
NOBLE-BILL JENNINGS,jack_up,Noble Bill Jennings jack-up
NOBLE-LESTER PETTUS,jack_up,Noble Lester Pettus jack-up
NOBLES JOE ALFORD,jack_up,Noble Joe Alford jack-up
NOBLES SAM NOBLE,jack_up,Noble Sam Noble jack-up
NONE - CRANE,unknown,crane operation
NONE/ CRANE,unknown,crane operation
NORTHERN RIVER DIVE VESSEL,support_vessel,Northern River dive vessel
NOVLE EDDIE PAUL,jack_up,Noble Eddie Paul typo
O'VOYAGER,support_vessel,O'Voyager support vessel
OCAN CHAMPPION,semi_submersible,Ocean Champion typo
OCAN TITAN,semi_submersible,Ocean Titan typo
OCEEAN KING,semi_submersible,Ocean King typo
OCEN QUEST,semi_submersible,Ocean Quest typo
ODIN BICTORY,jack_up,Odin Victory typo
ODIN VICTORY,jack_up,Odin Victory jack-up
OEAN SUMMIT,semi_submersible,Ocean Summit typo
OEDC EXPL & PROD.,unknown,operator name
OFFSHORE 1003E,jack_up,Pride Offshore 1003E jack-up
OFFSHORE RATHER,semi_submersible,Diamond Offshore Rather semi
OLYMPIC INTERVENTION IV,support_vessel,Olympic Intervention vessel
P & A UNIT,unknown,plugging & abandonment unit
P&A CREW,unknown,plugging & abandonment crew
P&A UNIT,unknown,plugging & abandonment unit
P&U UNIT,unknown,plugging unit typo
P7A UNIT,unknown,P&A unit typo
PA,unknown,plugging & abandonment abbreviation
PA UNIT,unknown,plugging & abandonment unit
PARKAER 22J,jack_up,Parker 22J typo
PATHFINDER,drillship,Deepwater Pathfinder drillship
PAUL DANOS & SUPERIOR  LIFTBOA,lift_boat,Paul Danos lift boat
PCEAM CRISADER,semi_submersible,Ocean Crusader typo
PEGGY MASSER,lift_boat,Peggy Masser lift boat
PERF-O-LOG,wireline_unit,perforation logging unit
PETROBRAS 10000,drillship,Petrobras drillship
PETTUS,jack_up,Noble Lester Pettus jack-up
PHOENIX 1,jack_up,Falcon Phoenix I jack-up
PHOENIX 11,jack_up,Falcon Phoenix II typo
PHOENIX 2,jack_up,Falcon Phoenix II jack-up
PHOENIX 3,jack_up,Falcon Phoenix III jack-up
PHOENIX D V KIMBERLY CANDIES,support_vessel,Phoenix dive vessel
PHOENIX I,jack_up,Falcon Phoenix I jack-up
PHOENIX II,jack_up,Falcon Phoenix II jack-up
PHOENIX III,jack_up,Falcon Phoenix III jack-up
PHOENIX IV,jack_up,Falcon Phoenix IV jack-up
PIPE UNIT,unknown,pipeline unit
PLATFORM,platform_rig,platform rig
PLATFORM SNUBBING UNIT,snubbing_unit,snubbing unit on platform
POOL #50,jack_up,Pool jack-up rig
POOL #53,jack_up,Pool jack-up rig
POOL 10,jack_up,Pool jack-up rig
POOL 14,jack_up,Pool jack-up rig
POOL 141,jack_up,Pool jack-up rig
POOL 143,jack_up,Pool jack-up rig
POOL 150,jack_up,Pool jack-up rig
POOL 1502,jack_up,Pool jack-up rig
POOL 16,jack_up,Pool jack-up rig
POOL 17,jack_up,Pool jack-up rig
POOL 18,jack_up,Pool jack-up rig
POOL 3,jack_up,Pool jack-up rig
POOL 50,jack_up,Pool jack-up rig
POOL 50 RIG,jack_up,Pool jack-up rig
POOL 53,jack_up,Pool jack-up rig
POOL 54,jack_up,Pool jack-up rig
POOL 54/CTU,jack_up,Pool rig with coiled tubing
POOL 9,jack_up,Pool jack-up rig
POOL 903,jack_up,Pool jack-up rig
POOL 908,jack_up,Pool jack-up rig
POOL NO. 141,jack_up,Pool jack-up rig
POOL OFFSHORE,jack_up,Pool jack-up rig
POOL RANGER #6,jack_up,Pool Ranger jack-up
POOL RANGER IV,jack_up,Pool Ranger jack-up
POOL RANGER V,jack_up,Pool Ranger jack-up
POOL RIG #140,jack_up,Pool jack-up rig
POOL RIG #54,jack_up,Pool jack-up rig
POOL RIG #9,jack_up,Pool jack-up rig
POOL RIG 10,jack_up,Pool jack-up rig
POOL RIG 141,jack_up,Pool jack-up rig
POOL RIG 17,jack_up,Pool jack-up rig
POOL RIG 18,jack_up,Pool jack-up rig
POOL RIG 53,jack_up,Pool jack-up rig
POOL RIG 54,jack_up,Pool jack-up rig
POOL RIG 9,jack_up,Pool jack-up rig
POOL RIG IV,jack_up,Pool jack-up rig
POOL RIG VI,jack_up,Pool jack-up rig
POOL RIG. 141,jack_up,Pool jack-up rig
POOLOFFSHORE,jack_up,Pool Offshore jack-up
POWER 8 LIFT BOAT,lift_boat,Power 8 lift boat
POWER II,lift_boat,Power II lift boat
POWER OFFSHORE #2,lift_boat,Power Offshore lift boat
"POWER SWIVEL UNIT, CASING JACK",unknown,drilling equipment not rig
POWER XI,lift_boat,Power XI lift boat
POWERS V LIFT BOAT/CT UNIT,lift_boat,Powers V lift boat with CTU
PRIDE  NEW MEXICO,jack_up,Pride New Mexico jack-up
"PRIDE ""OKLAHOMA""",jack_up,Pride Oklahoma jack-up
PRIDE 1002,jack_up,Pride jack-up rig
PRIDE 1002 E,jack_up,Pride jack-up rig
PRIDE 1002E,jack_up,Pride jack-up rig
PRIDE 1003,jack_up,Pride jack-up rig
PRIDE 1003 E,jack_up,Pride jack-up rig
PRIDE 1003E,jack_up,Pride jack-up rig
PRIDE 1004,jack_up,Pride jack-up rig
PRIDE 1004 E,jack_up,Pride jack-up rig
PRIDE 1004E,jack_up,Pride jack-up rig
PRIDE 1006,jack_up,Pride jack-up rig
PRIDE 100S,jack_up,Pride jack-up rig typo
PRIDE 103,jack_up,Pride jack-up rig
PRIDE 1051,jack_up,Pride jack-up rig
PRIDE 130,jack_up,Pride jack-up rig
PRIDE 14,jack_up,Pride jack-up rig
PRIDE 1501,jack_up,Pride jack-up rig
PRIDE 1501 (JU),jack_up,Pride jack-up rig
PRIDE 1501 (PF),jack_up,Pride jack-up platform rig
PRIDE 1501 E,jack_up,Pride jack-up rig
PRIDE 1501(PF),jack_up,Pride jack-up platform rig
PRIDE 1501-E,jack_up,Pride jack-up rig
PRIDE 1501E,jack_up,Pride jack-up rig
PRIDE 1502,jack_up,Pride jack-up rig
PRIDE 1502-E,jack_up,Pride jack-up rig
PRIDE 1502E,jack_up,Pride jack-up rig
PRIDE 1503,jack_up,Pride jack-up rig
PRIDE 151,jack_up,Pride jack-up rig
PRIDE 210,jack_up,Pride jack-up rig
PRIDE 220,jack_up,Pride jack-up rig
PRIDE 551,jack_up,Pride jack-up rig
PRIDE 650,jack_up,Pride jack-up rig
PRIDE 650 E,jack_up,Pride jack-up rig
PRIDE 650E,jack_up,Pride jack-up rig
PRIDE 651,jack_up,Pride jack-up rig
PRIDE 653,jack_up,Pride jack-up rig
PRIDE 751,jack_up,Pride jack-up rig
PRIDE 952,jack_up,Pride jack-up rig
PRIDE ALABAMA,jack_up,Pride Alabama jack-up
PRIDE ALASKA,jack_up,Pride Alaska jack-up
PRIDE ARIZONA,jack_up,Pride Arizona jack-up
PRIDE ARKANSAS,jack_up,Pride Arkansas jack-up
PRIDE ARZONA,jack_up,Pride Arizona typo
PRIDE CALIFORNIA,jack_up,Pride California jack-up
PRIDE COLORADO,jack_up,Pride Colorado jack-up
PRIDE FLORDA,jack_up,Pride Florida typo
PRIDE FLORID,jack_up,Pride Florida typo
PRIDE FLORIDA,jack_up,Pride Florida jack-up
PRIDE FLORIDA - JU,jack_up,Pride Florida jack-up
PRIDE GEORGIA,jack_up,Pride Georgia jack-up
PRIDE GEORGIE,jack_up,Pride Georgia typo
PRIDE KANSAS,jack_up,Pride Kansas jack-up
PRIDE KENTUCKY,jack_up,Pride Kentucky jack-up
PRIDE LOUISIANA,jack_up,Pride Louisiana jack-up
PRIDE LOUISIANA\,jack_up,Pride Louisiana typo
PRIDE LOUSISANA,jack_up,Pride Louisiana typo
PRIDE MAD DOG SPAR RIG,platform_rig,Pride on Mad Dog Spar
PRIDE MICHICAN,jack_up,Pride Michigan typo
PRIDE MICHIGAN,jack_up,Pride Michigan jack-up
PRIDE MISSISSIPPI,jack_up,Pride Mississippi jack-up
PRIDE MISSOURI,jack_up,Pride Missouri jack-up
PRIDE NEBRASKA,jack_up,Pride Nebraska jack-up
PRIDE NEBRASKA (MARINE 200),jack_up,Pride Nebraska jack-up
PRIDE NEVADA,jack_up,Pride Nevada jack-up
PRIDE NEVEDA,jack_up,Pride Nevada typo
PRIDE NEW MEXICO,jack_up,Pride New Mexico jack-up
PRIDE NORTH DAKOTA,jack_up,Pride North Dakota jack-up
PRIDE NORTH DOKOTA,jack_up,Pride North Dakota typo
PRIDE OF ARKANSAS,jack_up,Pride Arkansas jack-up
PRIDE OF MISSISSIPPI,jack_up,Pride Mississippi jack-up
PRIDE OF MISSOURI,jack_up,Pride Missouri jack-up
PRIDE OFFSHORE #1004,jack_up,Pride Offshore jack-up
PRIDE OFFSHORE #1501,jack_up,Pride Offshore jack-up
PRIDE OFFSHORE 1003-E,jack_up,Pride Offshore jack-up
PRIDE OFFSHORE 1003E,jack_up,Pride Offshore jack-up
PRIDE OFFSHORE 1501,jack_up,Pride Offshore jack-up
PRIDE OFFSHORE 650,jack_up,Pride Offshore jack-up
PRIDE OFFSHORE MISSISSIPPI,jack_up,Pride Mississippi jack-up
"PRIDE OFFSHORE, MISSISSIPPI",jack_up,Pride Mississippi jack-up
PRIDE OKLAHOMA,jack_up,Pride Oklahoma jack-up
PRIDE RIG #210,jack_up,Pride jack-up rig
PRIDE RIG 1004,jack_up,Pride jack-up rig
PRIDE RIG 1004E,jack_up,Pride jack-up rig
PRIDE RIG 1501-E,jack_up,Pride jack-up rig
PRIDE RIG 1501E,jack_up,Pride jack-up rig
PRIDE RIG 210,jack_up,Pride jack-up rig
PRIDE RIG 750,jack_up,Pride jack-up rig
PRIDE RIG 951,jack_up,Pride jack-up rig
PRIDE SOUTH CAROLINA,jack_up,Pride South Carolina jack-up
PRIDE TENNESSE,jack_up,Pride Tennessee typo
PRIDE TENNESSEE,jack_up,Pride Tennessee jack-up
PRIDE TEXAS,jack_up,Pride Texas jack-up
PRIDE UTAH,jack_up,Pride Utah jack-up
PRIDE VIKING,jack_up,Pride Viking jack-up
PRIDE WEST VIRGINIA,jack_up,Pride West Virginia jack-up
PRIDE WISCONSIN,jack_up,Pride Wisconsin jack-up
PRIDE WISCONSIN (MARINE 304),jack_up,Pride Wisconsin jack-up
PRIDE WYOMING,jack_up,Pride Wyoming jack-up
PRIDGE FLORIDA,jack_up,Pride Florida typo
PRIODE FLORIDA (JU),jack_up,Pride Florida typo
PRODE 1003,jack_up,Pride 1003 typo
PULLING UNIT,workover_rig,pulling unit
PUMPING BOAT,pumping_unit,pumping boat
PUMPING EQUIPMENT,pumping_unit,pumping equipment
PUMPING OPERATION FROM A BOAT,pumping_unit,pumping operation
Q-4000,support_vessel,Cal Dive Q-4000 support vessel
R E THIBODEAUX (LIFT BOAT),lift_boat,R.E. Thibodeaux lift boat
R H GALLOWAY,jack_up,R.H. Galloway jack-up
R& B FALCON 254,jack_up,R&B Falcon jack-up
R&B #252,jack_up,R&B Falcon jack-up
R&B 153,jack_up,R&B Falcon jack-up
R&B 252,jack_up,R&B Falcon jack-up
R&B 253,jack_up,R&B Falcon jack-up
"R&B C. KIRK RHEIN, JR.",jack_up,R&B C. Kirk Rhein Jr jack-up
R&B F. G. MCCLINTOCK,jack_up,R&B F.G. McClintock jack-up
R&B FALCO 152,jack_up,R&B Falcon jack-up
R&B FALCOM 250,jack_up,R&B Falcon typo
R&B FALCON,jack_up,R&B Falcon jack-up
R&B FALCON # 205,jack_up,R&B Falcon jack-up
R&B FALCON 100,jack_up,R&B Falcon jack-up
R&B FALCON 155,jack_up,R&B Falcon jack-up
R&B FALCON 156,jack_up,R&B Falcon jack-up
R&B FALCON 191,jack_up,R&B Falcon jack-up
R&B FALCON 200,jack_up,R&B Falcon jack-up
R&B FALCON 203,jack_up,R&B Falcon jack-up
R&B FALCON 204,jack_up,R&B Falcon jack-up
R&B FALCON 205,jack_up,R&B Falcon jack-up
R&B FALCON 206,jack_up,R&B Falcon jack-up
R&B FALCON 207,jack_up,R&B Falcon jack-up
R&B FALCON 250,jack_up,R&B Falcon jack-up
R&B FALCON 251,jack_up,R&B Falcon jack-up
R&B FALCON 252,jack_up,R&B Falcon jack-up
R&B FALCON 253,jack_up,R&B Falcon jack-up
R&B FALCON 254,jack_up,R&B Falcon jack-up
R&B FALCON 75,jack_up,R&B Falcon jack-up
R&B FALCON 78,jack_up,R&B Falcon jack-up
R&B FALCON RIG 18,jack_up,R&B Falcon jack-up
R&B FLACON 206,jack_up,R&B Falcon typo
R&B GEORGE GALLOWAY,jack_up,R&B George Galloway jack-up
R&B MILLENNIUM,drillship,R&B Millennium drillship
R. H. GALLOWAY,jack_up,R.H. Galloway jack-up
R.B. FALCON,jack_up,R&B Falcon jack-up
R.H. GALLOWAY,jack_up,R.H. Galloway jack-up
R7B FALCON 156,jack_up,R&B Falcon typo
R7B GALLOWAY,jack_up,R&B Galloway typo
RAID LN/CTU/EL/SL,wireline_unit,multi-intervention unit
RAM X,lift_boat,Ram X lift boat
RAM XIV,lift_boat,Ram XIV lift boat
RANGER,jack_up,Ranger jack-up rig
RANGER 5,jack_up,Ranger jack-up rig
RANGER IV,jack_up,Ranger jack-up rig
RANGER VI,jack_up,Ranger jack-up rig
RANGER VII,jack_up,Ranger jack-up rig
RB FALCON #205,jack_up,R&B Falcon jack-up
RB FALCON 156,jack_up,R&B Falcon jack-up
RB FALCON 200,jack_up,R&B Falcon jack-up
RB FALCON 202,jack_up,R&B Falcon jack-up
RB FALCON 204,jack_up,R&B Falcon jack-up
RB FALCON 205,jack_up,R&B Falcon jack-up
RB FALCON 207,jack_up,R&B Falcon jack-up
RB FALCON 250,jack_up,R&B Falcon jack-up
RB FALCON 253,jack_up,R&B Falcon jack-up
RB FALCON 86,jack_up,R&B Falcon jack-up
"RBF ""155""",jack_up,R&B Falcon jack-up
RBF # 75,jack_up,R&B Falcon jack-up
RBF #75,jack_up,R&B Falcon jack-up
RBF 150,jack_up,R&B Falcon jack-up
RBF 152,jack_up,R&B Falcon jack-up
RBF 153,jack_up,R&B Falcon jack-up
RBF 155,jack_up,R&B Falcon jack-up
RBF 156,jack_up,R&B Falcon jack-up
RBF 191,jack_up,R&B Falcon jack-up
RBF 200,jack_up,R&B Falcon jack-up
RBF 201,jack_up,R&B Falcon jack-up
RBF 202,jack_up,R&B Falcon jack-up
RBF 203,jack_up,R&B Falcon jack-up
RBF 204,jack_up,R&B Falcon jack-up
RBF 205,jack_up,R&B Falcon jack-up
RBF 206,jack_up,R&B Falcon jack-up
RBF 207,jack_up,R&B Falcon jack-up
RBF 250,jack_up,R&B Falcon jack-up
RBF 251,jack_up,R&B Falcon jack-up
RBF 252,jack_up,R&B Falcon jack-up
RBF 253,jack_up,R&B Falcon jack-up
RBF 254,jack_up,R&B Falcon jack-up
RBF 75,jack_up,R&B Falcon jack-up
RBF MCCLINTOCK,jack_up,R&B McClintock jack-up
RBF-203,jack_up,R&B Falcon jack-up
RBFF 75,jack_up,R&B Falcon typo
RBR 152,jack_up,R&B Falcon typo
RBR 207,jack_up,R&B Falcon typo
REB 250,jack_up,R&B Falcon typo
REEPORT RIG 1,jack_up,Freeport Rig 1 typo
REMINGTON OIL & GAS CORP,unknown,operator name
RENE DANOS,lift_boat,Rene Danos lift boat
RIAN RICHE,jack_up,Ryan Riche jack-up
RICHARDSON,jack_up,Richardson jack-up rig
RICHMOND,jack_up,Atwood Richmond jack-up
RICHMOND #8,jack_up,Richmond jack-up rig
RICHMOND RIG 8,jack_up,Richmond jack-up rig
RIG PRIDE 650,jack_up,Pride 650 jack-up
RIGLESS,unknown,rigless operation
RIGLESS - CRANE,unknown,rigless crane operation
RIGLESS - ELECTRIC LIE,wireline_unit,rigless electric line operation
RIGLESS CRANE,unknown,rigless crane operation
RIGLESS P & A UNIT,unknown,rigless P&A operation
RIGLESS P&A,unknown,rigless P&A operation
RIGLESS P&A UNIT,unknown,rigless P&A operation
RIGLESS PA UNIT,unknown,rigless P&A operation
ROGER FOWLER,jack_up,Roger Fowler jack-up
ROWAAN FORT WORTH,jack_up,Rowan Fort Worth typo
ROWAM BOB PALMER,jack_up,Rowan Bob Palmer typo
ROWAM ODESSA,jack_up,Rowan Odessa typo
ROWN ALASKA,jack_up,Rowan Alaska typo
ROWN ANCHORAGE,jack_up,Rowan Anchorage typo
S/L,wireline_unit,slickline abbreviation
S/L AND W/L,wireline_unit,slickline and wireline
S/L W/L COIL TUBING,wireline_unit,multi-intervention unit
SAIPEM SANTORINI,semi_submersible,Saipem Santorini semi
SAM NOBLE,jack_up,Noble Sam Noble jack-up
SANTA FE HIGH ISLAND II,jack_up,Santa Fe High Island II jack-up
SANTA FE RIG 140,jack_up,Santa Fe jack-up rig
SCHLUMBERGER COIL TUBING,coil_tubing_unit,Schlumberger coiled tubing
SCHLUMBERGER WIRELINE,wireline_unit,Schlumberger wireline
SCOOTER YEARGAIN,lift_boat,Scooter Yeargain lift boat
SD III,jack_up,Sundowner III jack-up
SD IV,jack_up,Sundowner IV jack-up
SEA BASS,lift_boat,Sea Bass lift boat
SEADRILL SEVAN LOUISIANA,drillship,Seadrill Sevan Louisiana drillship
SEADRILL WEST AURIGA,semi_submersible,Seadrill West Auriga semi
SEADRILL WEST CAPRICORN,semi_submersible,Seadrill West Capricorn semi
SEADRILL WEST SIRIUS,semi_submersible,Seadrill West Sirius semi
SEADRILL WEST VELA,semi_submersible,Seadrill West Vela semi
SENECA RESOURCES,unknown,operator name
SHOEMAKER,jack_up,Shoemaker jack-up rig
SIUPERIOR ENERGY SERVICES P&A,unknown,Superior P&A typo
SK-EL,wireline_unit,slickline/electric line abbreviation
SL,wireline_unit,slickline abbreviation
SL & EL,wireline_unit,slickline with electric line
SL - LIFT BOAT,wireline_unit,slickline on lift boat
SL / COIL TUBING,wireline_unit,slickline with coiled tubing
SL AND CTU,wireline_unit,slickline with coiled tubing
SL AND WL,wireline_unit,slickline with wireline
SL UNIT,wireline_unit,slickline unit
"SL, WL",wireline_unit,slickline and wireline
SL/ EL,wireline_unit,slickline with electric line
SL/ WL/ COIL TUBING,wireline_unit,multi-intervention unit
SL/CT UNIT,wireline_unit,slickline with coiled tubing
SL/CTU,wireline_unit,slickline with coiled tubing
SL/EL,wireline_unit,slickline with electric line
SL/EL UNIT,wireline_unit,slickline with electric line
SL/EL UNITS,wireline_unit,slickline with electric line
SL/ELINE UNIT,wireline_unit,slickline with electric line
SL/SNUBBING UNIT,wireline_unit,slickline with snubbing
SL/WL,wireline_unit,slickline with wireline
SL/WL UNITS,wireline_unit,slickline with wireline
SLICK LINE,wireline_unit,slickline unit
SLICK LINE UNIT,wireline_unit,slickline unit
SLICK LINE/ ELECTRIC LINE,wireline_unit,slickline with electric line
SLICK-LINE & E-LINE,wireline_unit,slickline with electric line
SLICKINE,wireline_unit,slickline typo
SLICKLINE,wireline_unit,slickline unit
SLICKLINE  UNIT,wireline_unit,slickline unit
SLICKLINE & E-LINE,wireline_unit,slickline with electric line
SLICKLINE / CTU,wireline_unit,slickline with coiled tubing
SLICKLINE / ELECTRIC LINE,wireline_unit,slickline with electric line
SLICKLINE / ELECTRICLINE,wireline_unit,slickline with electric line
SLICKLINE AND ELECTRIC LINE,wireline_unit,slickline with electric line
SLICKLINE AND WIRELINE,wireline_unit,slickline with wireline
SLICKLINE UNIT,wireline_unit,slickline unit
SLICKLINE UNIT/ELECTRIC LINE U,wireline_unit,slickline with electric line
SLICKLINE UNIT/WIRELINE UNIT,wireline_unit,slickline with wireline
SLICKLINE WIRELINE COIL TUBING,wireline_unit,multi-intervention unit
SLICKLINE-E-LINE,wireline_unit,slickline with electric line
SLICKLINE/ CTU,wireline_unit,slickline with coiled tubing
SLICKLINE/ ELECTRIC LINE,wireline_unit,slickline with electric line
SLICKLINE/ ELECTRRIC LINE,wireline_unit,slickline with electric line typo
SLICKLINE/COILED TUBING,wireline_unit,slickline with coiled tubing
SLICKLINE/CTU,wireline_unit,slickline with coiled tubing
SLICKLINE/E-LINE,wireline_unit,slickline with electric line
SLICKLINE/E-LINE/CT,wireline_unit,multi-intervention unit
SLICKLINE/ELECTRIC LINE,wireline_unit,slickline with electric line
SLICKLINE/ELECTRIC LINE UNIT,wireline_unit,slickline with electric line
SLICKLINE/WIRELINE,wireline_unit,slickline with wireline
SLICKLINE/WIRELINE/COIL TUBING,wireline_unit,multi-intervention unit
SLICLINE,wireline_unit,slickline typo
SLICLINE / ELECTRIC LINE,wireline_unit,slickline with electric line typo
SLICLINE UNIT,wireline_unit,slickline unit typo
SLIKLINE,wireline_unit,slickline typo
SLU,wireline_unit,slickline unit abbreviation
SLU/ELU,wireline_unit,slickline with electric line
SNDOWNER 8,jack_up,Sundowner 8 typo
SNHUBBING UNIT,snubbing_unit,snubbing unit typo
SNU/CTU,snubbing_unit,snubbing with coiled tubing
SNUB UNIT,snubbing_unit,snubbing unit abbreviation
SNUBBER HWC 125,snubbing_unit,snubbing unit
SNUBBING UNIT,snubbing_unit,snubbing unit
SNUBBING UNIT (HWO) SLICKLINE,snubbing_unit,snubbing with slickline
SNUBBING UNIT HWC #123,snubbing_unit,snubbing unit
"SNUBBING UNIT, E-LINE",snubbing_unit,snubbing with electric line
SONAL RATHER,semi_submersible,Sonat Rather semi
SONAT DF 86,jack_up,Sonat jack-up rig
SONAT DF 96,jack_up,Sonat jack-up rig
SONAT GEORGE RICHARDSON,jack_up,Sonat George Richardson jack-up
SONAT RATHER,semi_submersible,Sonat Rather semi
SOUTHWESTERN RIG #153,jack_up,Southwestern jack-up rig
SPERIOR WELL SSVC,unknown,Superior service typo
SSD #16,jack_up,SSD jack-up rig
SSD#16,jack_up,SSD jack-up rig
STEVE CONLEY,jack_up,Steve Conley jack-up
STOLT OFFSHORE DLB,support_vessel,Stolt Offshore dive support vessel
STOLTZ AMERICAN CONSTITUTION,support_vessel,Stoltz dive support vessel
"STOTZ ""AMERICAN CONSTITUTION""",support_vessel,Stotz dive support vessel
"STOTZ ""AMERICAN CONSTITUTION:",support_vessel,Stotz dive support vessel
SUBBING UNIT,snubbing_unit,snubbing unit typo
SUNDOWN III,jack_up,Sundowner III jack-up
SUNDWNER 1,jack_up,Sundowner 1 typo
SUNDWONER IV,jack_up,Sundowner IV typo
SUPERIOR,lift_boat,Superior lift boat
SUPERIOR ACHIEVEMENT,lift_boat,Superior Achievement lift boat
SUPERIOR BISION,lift_boat,Superior Vision typo
SUPERIOR COIL TUBING,coil_tubing_unit,Superior coiled tubing
SUPERIOR COURAGE (LIFT BOAT),lift_boat,Superior Courage lift boat
SUPERIOR COURAGE LIFT BOAT,lift_boat,Superior Courage lift boat
SUPERIOR DISCOVERY,lift_boat,Superior Discovery lift boat
SUPERIOR ELECTRIC LINE,wireline_unit,Superior electric line
SUPERIOR ENDEAVOR,lift_boat,Superior Endeavor lift boat
SUPERIOR ENDURANCE,lift_boat,Superior Endurance lift boat
SUPERIOR ENDURANCE - JU BOAT,lift_boat,Superior Endurance lift boat
SUPERIOR ENERGY,unknown,company name
SUPERIOR ENERGY SERVICES P & A,unknown,Superior P&A operation
SUPERIOR ENERGY SERVICES P&A,unknown,Superior P&A operation
SUPERIOR FORCE LIFT BOAT,lift_boat,Superior Force lift boat
SUPERIOR GULF ISLAND IV,lift_boat,Superior Gulf Island IV lift boat
SUPERIOR INTEGRITY LB,lift_boat,Superior Integrity lift boat
SUPERIOR LIFTBOAT VALOR - CTU,lift_boat,Superior Valor with CTU
SUPERIOR MISSION,lift_boat,Superior Mission lift boat
SUPERIOR P & A,unknown,Superior P&A operation
SUPERIOR P&A,unknown,Superior P&A operation
SUPERIOR P&A UNIT,unknown,Superior P&A operation
SUPERIOR SERVICES DIVE BOAT,support_vessel,Superior dive support vessel
SUPERIOR SLICKLINE,wireline_unit,Superior slickline
SUPERIOR VISION,lift_boat,Superior Vision lift boat
SUPERIOR VISION - JU,lift_boat,Superior Vision lift boat
SUPERIOR VISION - JU BOAT,lift_boat,Superior Vision lift boat
SUPERIOR WELL SERVICE,unknown,Superior well service operation
SUPERIOR WELL SVC,unknown,Superior well service operation
SUPERIOR WIRELINE UNIT,wireline_unit,Superior wireline unit
SWS E/L,wireline_unit,electric line unit
