API Well Number,Approved Date,Received Date,Permit Type,Water Depth (feet),Well Type,Well Name,Well Name Bp Suffix,Well Name St Suffix,Company Number,Company Name,Bottom Lease Number,Bottom Area,Bottom Block,Surface Lease Number,Surface Area,Surface Block,Rig ID Number,Rig Name,Surface NS Dist,Surface NS Code,Surface EW Dist,Surface EW Code,Surf X Coord Loc,Surf Y Coord Loc,Surface Latitude,Surface Longitude
608084004701,11/26/2014,11/25/2014,Revised Bypass,6823,E,002,01,00,00078,Chevron U.S.A. Inc.,G25806,KC,785,G25806,KC,785,51090,PACIFIC SHARAV,6632,N,589,E,1931891.364988,9513207.997635,26.21496887,-92.110686
608084004701,12/8/2014,12/4/2014,Revised Bypass,6823,E,002,01,00,00078,Chevron U.S.A. Inc.,G25806,KC,785,G25806,KC,785,51090,PACIFIC SHARAV,6632,N,589,E,1931891.364988,9513207.997635,26.21496887,-92.110686
608084004701,12/16/2014,12/11/2014,Revised Bypass,6823,E,002,01,00,00078,Chevron U.S.A. Inc.,G25806,KC,785,G25806,KC,785,51090,PACIFIC SHARAV,6632,N,589,E,1931891.364988,9513207.997635,26.21496887,-92.110686
608084004800,10/31/2014,9/4/2014,New Well,4248,E,001,00,00,02481,BP Exploration & Production Inc.,G30926,KC,147,G30926,KC,147,49580,SEADRILL WEST VELA,3608,N,6773,W,1574932.960314,9737992.035459,26.83623167,-93.20087944
608084004800,11/20/2014,11/17/2014,Revised New Well,4248,E,001,00,00,02481,BP Exploration & Production Inc.,G30926,KC,147,G30926,KC,147,49580,SEADRILL WEST VELA,3608,N,6773,W,1574932.960314,9737992.035459,26.83623167,-93.20087944
608084004800,12/18/2014,12/16/2014,Revised New Well,4248,E,001,00,00,02481,BP Exploration & Production Inc.,G30926,KC,147,G30926,KC,147,49580,SEADRILL WEST VELA,3608,N,6773,W,1574932.960314,9737992.035459,26.83623167,-93.20087944
608084004800,1/6/2015,1/2/2015,Revised New Well,4248,E,001,00,00,02481,BP Exploration & Production Inc.,G30926,KC,147,G30926,KC,147,49580,SEADRILL WEST VELA,3608,N,6773,W,1574932.960314,9737992.035459,26.83623167,-93.20087944
608084004800,1/15/2015,1/14/2015,Revised New Well,4248,E,001,00,00,02481,BP Exploration & Production Inc.,G30926,KC,147,G30926,KC,147,49580,SEADRILL WEST VELA,3608,N,6773,W,1574932.960314,9737992.035459,26.83623167,-93.20087944
608084004800,2/3/2015,1/30/2015,Revised New Well,4248,E,001,00,00,02481,BP Exploration & Production Inc.,G30926,KC,147,G30926,KC,147,49580,SEADRILL WEST VELA,3608,N,6773,W,1574932.960314,9737992.035459,26.83623167,-93.20087944
608084004800,2/19/2015,2/18/2015,Revised New Well,4248,E,001,00,00,02481,BP Exploration & Production Inc.,G30926,KC,147,G30926,KC,147,49580,SEADRILL WEST VELA,3608,N,6773,W,1574932.960314,9737992.035459,26.83623167,-93.20087944
608084004800,3/10/2015,3/9/2015,Revised New Well,4248,E,001,00,00,02481,BP Exploration & Production Inc.,G30926,KC,147,G30926,KC,147,49580,SEADRILL WEST VELA,3608,N,6773,W,1574932.960314,9737992.035459,26.83623167,-93.20087944
608084004900,11/13/2014,7/16/2014,New Well,6678,E,001,00,00,00003,Union Oil Company of California,G25810,KC,814,G25810,KC,814,51081,PACIFIC SANTA ANA,5111,S,4235,E,1690645.037859,9493270.998286,26.16276417,-92.84681361
608084004900,1/12/2015,1/8/2015,Revised New Well,6678,E,001,00,00,00003,Union Oil Company of California,G25810,KC,814,G25810,KC,814,51081,PACIFIC SANTA ANA,5111,S,4235,E,1690645.037859,9493270.998286,26.16276417,-92.84681361
608084004900,1/29/2015,1/29/2015,Revised New Well,6678,E,001,00,00,00003,Union Oil Company of California,G25810,KC,814,G25810,KC,814,51081,PACIFIC SANTA ANA,5111,S,4235,E,1690645.037859,9493270.998286,26.16276417,-92.84681361
608084004900,2/3/2015,2/3/2015,Revised New Well,6678,E,001,00,00,00003,Union Oil Company of California,G25810,KC,814,G25810,KC,814,51081,PACIFIC SANTA ANA,5111,S,4235,E,1690645.037859,9493270.998286,26.16276417,-92.84681361
608084004900,2/5/2015,2/5/2015,Revised New Well,6678,E,001,00,00,00003,Union Oil Company of California,G25810,KC,814,G25810,KC,814,51081,PACIFIC SANTA ANA,5111,S,4235,E,1690645.037859,9493270.998286,26.16276417,-92.84681361
608084004900,2/18/2015,2/16/2015,Revised New Well,6678,E,001,00,00,00003,Union Oil Company of California,G25810,KC,814,G25810,KC,814,51081,PACIFIC SANTA ANA,5111,S,4235,E,1690645.037859,9493270.998286,26.16276417,-92.84681361
608084004901,3/3/2015,3/2/2015,Bypass,6758,E,001,01,00,00003,Union Oil Company of California,G25810,KC,814,G25810,KC,814,51081,PACIFIC SANTA ANA,5110,S,4228,E,1690652.295793,9493269.560807,26.16276019,-92.84679148
608084004901,3/9/2015,3/9/2015,Revised Bypass,6758,E,001,01,00,00003,Union Oil Company of California,G25810,KC,814,G25810,KC,814,51081,PACIFIC SANTA ANA,5110,S,4228,E,1690652.295793,9493269.560807,26.16276019,-92.84679148
608084004901,3/17/2015,3/17/2015,Revised Bypass,6758,E,001,01,00,00003,Union Oil Company of California,G25810,KC,814,G25810,KC,814,51081,PACIFIC SANTA ANA,5110,S,4228,E,1690652.295793,9493269.560807,26.16276019,-92.84679148
608084004901,3/27/2015,3/25/2015,Revised Bypass,6758,E,001,01,00,00003,Union Oil Company of California,G25810,KC,814,G25810,KC,814,51081,PACIFIC SANTA ANA,5110,S,4228,E,1690652.295793,9493269.560807,26.16276019,-92.84679148
608084004901,4/6/2015,4/3/2015,Revised Bypass,6758,E,001,01,00,00003,Union Oil Company of California,G25810,KC,814,G25810,KC,814,51081,PACIFIC SANTA ANA,5110,S,4228,E,1690652.295793,9493269.560807,26.16276019,-92.84679148
608084005000,12/5/2014,8/5/2014,New Well,5510,E,001,00,00,00078,Chevron U.S.A. Inc.,G26748,KC,414,G26748,KC,414,50820,T.O. DISCOVERER INDIA,5366,N,500,E,1631019.979984,9641194.004079,26.56996861,-93.02875861
608084005000,1/8/2015,1/6/2015,Revised New Well,5510,E,001,00,00,00078,Chevron U.S.A. Inc.,G26748,KC,414,G26748,KC,414,50820,T.O. DISCOVERER INDIA,5366,N,500,E,1631019.979984,9641194.004079,26.56996861,-93.02875861
608084005000,3/11/2015,3/10/2015,Revised New Well,5510,E,001,00,00,00078,Chevron U.S.A. Inc.,G26748,KC,414,G26748,KC,414,50820,T.O. DISCOVERER INDIA,5366,N,500,E,1631019.979984,9641194.004079,26.56996861,-93.02875861
608084005000,3/25/2015,3/24/2015,Revised New Well,5510,E,001,00,00,00078,Chevron U.S.A. Inc.,G26748,KC,414,G26748,KC,414,50820,T.O. DISCOVERER INDIA,5366,N,500,E,1631019.979984,9641194.004079,26.56996861,-93.02875861
608084005000,3/27/2015,3/26/2015,Revised New Well,5510,E,001,00,00,00078,Chevron U.S.A. Inc.,G26748,KC,414,G26748,KC,414,50820,T.O. DISCOVERER INDIA,5366,N,500,E,1631019.979984,9641194.004079,26.56996861,-93.02875861
608084005100,9/3/2015,8/11/2015,New Well,6207,E,002,00,00,02805,Repsol E&P USA Inc.,G33341,KC,686,G33341,KC,686,100052,VALARIS DS-15 (ROWAN RENAISSANCE),3870,N,2040,E,1756200.017174,9547649.996779,26.31207889,-92.64643389
608084005100,9/28/2015,9/22/2015,Revised New Well,6207,E,002,00,00,02805,Repsol E&P USA Inc.,G33341,KC,686,G33341,KC,686,100052,VALARIS DS-15 (ROWAN RENAISSANCE),3870,N,2040,E,1756200.017174,9547649.996779,26.31207889,-92.64643389
608084005100,10/7/2015,10/6/2015,Revised New Well,6207,E,002,00,00,02805,Repsol E&P USA Inc.,G33341,KC,686,G33341,KC,686,100052,VALARIS DS-15 (ROWAN RENAISSANCE),3870,N,2040,E,1756200.017174,9547649.996779,26.31207889,-92.64643389
608084005101,10/30/2015,10/29/2015,Bypass,6162,E,002,01,00,02805,Repsol E&P USA Inc.,G33341,KC,686,G33341,KC,686,100052,VALARIS DS-15 (ROWAN RENAISSANCE),3875,N,2042,E,1756198.134140,9547645.220988,26.31206576,-92.64643968
608084005101,11/5/2015,11/4/2015,Revised Bypass,6162,E,002,01,00,02805,Repsol E&P USA Inc.,G33341,KC,686,G33341,KC,686,100052,VALARIS DS-15 (ROWAN RENAISSANCE),3875,N,2042,E,1756198.134140,9547645.220988,26.31206576,-92.64643968
608084005101,11/17/2015,11/17/2015,Revised Bypass,6162,E,002,01,00,02805,Repsol E&P USA Inc.,G33341,KC,686,G33341,KC,686,100052,VALARIS DS-15 (ROWAN RENAISSANCE),3875,N,2042,E,1756198.134140,9547645.220988,26.31206576,-92.64643968
608084005102,11/24/2015,11/23/2015,Bypass,6162,E,002,02,00,02805,Repsol E&P USA Inc.,G33341,KC,686,G33341,KC,686,100052,VALARIS DS-15 (ROWAN RENAISSANCE),3875,N,2042,E,1756198.134140,9547645.220988,26.31206576,-92.64643968
608084005103,12/10/2015,12/8/2015,Bypass,6162,E,002,03,00,02805,Repsol E&P USA Inc.,G33341,KC,686,G33341,KC,686,100052,VALARIS DS-15 (ROWAN RENAISSANCE),3875,N,2042,E,1756198.134140,9547645.220988,26.31206576,-92.64643968
608084005103,1/13/2016,1/11/2016,Revised Bypass,6162,E,002,03,00,02805,Repsol E&P USA Inc.,G33341,KC,686,G33341,KC,686,100052,VALARIS DS-15 (ROWAN RENAISSANCE),3875,N,2042,E,1756198.134140,9547645.220988,26.31206576,-92.64643968
608084005104,1/26/2016,1/25/2016,Bypass,6162,E,002,04,00,02805,Repsol E&P USA Inc.,G33341,KC,686,G33341,KC,686,100052,VALARIS DS-15 (ROWAN RENAISSANCE),3875,N,2042,E,1756198.134140,9547645.220988,26.31206576,-92.64643968
608084005200,9/29/2015,8/10/2015,New Well,4847,E,001,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,5005,S,5435,W,1462714.921672,9746605.001027,26.85902667,-93.54522722
608084005200,10/21/2015,10/14/2015,Revised New Well,4847,E,001,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,5005,S,5435,W,1462714.921672,9746605.001027,26.85902667,-93.54522722
608084005200,10/22/2015,10/22/2015,Revised New Well,4847,E,001,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,5005,S,5435,W,1462714.921672,9746605.001027,26.85902667,-93.54522722
608084005200,11/4/2015,11/2/2015,Revised New Well,4847,E,001,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,5005,S,5435,W,1462714.921672,9746605.001027,26.85902667,-93.54522722
608084005200,11/20/2015,11/20/2015,Revised New Well,4847,E,001,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,5005,S,5435,W,1462714.921672,9746605.001027,26.85902667,-93.54522722
608084005200,11/23/2015,11/21/2015,Revised New Well,4847,E,001,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,5005,S,5435,W,1462714.921672,9746605.001027,26.85902667,-93.54522722
608084005200,12/2/2015,12/1/2015,Revised New Well,4847,E,001,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,5005,S,5435,W,1462714.921672,9746605.001027,26.85902667,-93.54522722
608084005201,12/9/2015,12/9/2015,Bypass,4847,E,001,01,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,5005,S,5439,W,1462718.907384,9746604.893047,26.85902642,-93.54521499
608084005201,12/18/2015,12/17/2015,Revised Bypass,4847,E,001,01,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,5005,S,5439,W,1462718.907384,9746604.893047,26.85902642,-93.54521499
608084005300,12/2/2015,10/23/2015,New Well,6574,E,001,00,00,00003,Union Oil Company of California,G25804,KC,770,G25804,KC,770,50820,T.O. DISCOVERER INDIA,3213,S,3710,W,1682750.032760,9507213.041269,26.20116111,-92.87084944
608084005300,1/11/2016,1/9/2016,Revised New Well,6574,E,001,00,00,00003,Union Oil Company of California,G25804,KC,770,G25804,KC,770,50820,T.O. DISCOVERER INDIA,3213,S,3710,W,1682750.032760,9507213.041269,26.20116111,-92.87084944
608084005301,2/18/2016,2/12/2016,Bypass,6555,E,001,01,00,00003,Union Oil Company of California,G25804,KC,770,G25804,KC,770,50820,T.O. DISCOVERER INDIA,3215,S,3712,W,1682752.223689,9507214.994517,26.20116648,-92.87084275
608084005301,2/22/2016,2/18/2016,Revised Bypass,6555,E,001,01,00,00003,Union Oil Company of California,G25804,KC,770,G25804,KC,770,50820,T.O. DISCOVERER INDIA,3215,S,3712,W,1682752.223689,9507214.994517,26.20116648,-92.87084275
608084005301,3/1/2016,3/1/2016,Revised Bypass,6555,E,001,01,00,00003,Union Oil Company of California,G25804,KC,770,G25804,KC,770,50820,T.O. DISCOVERER INDIA,3215,S,3712,W,1682752.223689,9507214.994517,26.20116648,-92.87084275
608084005301,3/3/2016,3/2/2016,Revised Bypass,6555,E,001,01,00,00003,Union Oil Company of California,G25804,KC,770,G25804,KC,770,50820,T.O. DISCOVERER INDIA,3215,S,3712,W,1682752.223689,9507214.994517,26.20116648,-92.87084275
608084005400,12/31/2015,12/23/2015,New Well,4838,E,002,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,4685,S,5805,W,1463085.022726,9746285.0535,26.85815056,-93.5440875
608084005400,1/12/2016,1/8/2016,Revised New Well,4838,E,002,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,4685,S,5805,W,1463085.022726,9746285.0535,26.85815056,-93.5440875
608084005400,1/19/2016,1/19/2016,Revised New Well,4838,E,002,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,4685,S,5805,W,1463085.022726,9746285.0535,26.85815056,-93.5440875
608084005400,2/12/2016,2/8/2016,Revised New Well,4838,E,002,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,4685,S,5805,W,1463085.022726,9746285.0535,26.85815056,-93.5440875
608084005400,2/16/2016,2/12/2016,Revised New Well,4838,E,002,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,4685,S,5805,W,1463085.022726,9746285.0535,26.85815056,-93.5440875
608084005400,2/29/2016,2/29/2016,Revised New Well,4838,E,002,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,4685,S,5805,W,1463085.022726,9746285.0535,26.85815056,-93.5440875
608084005400,3/10/2016,3/4/2016,Revised New Well,4838,E,002,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,4685,S,5805,W,1463085.022726,9746285.0535,26.85815056,-93.5440875
608084005400,4/8/2016,4/6/2016,Revised New Well,4838,E,002,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,4685,S,5805,W,1463085.022726,9746285.0535,26.85815056,-93.5440875
608084005400,4/18/2016,4/14/2016,Revised New Well,4838,E,002,00,00,00078,Chevron U.S.A. Inc.,G33531,KC,96,G33531,KC,96,51081,PACIFIC SANTA ANA,4685,S,5805,W,1463085.022726,9746285.0535,26.85815056,-93.5440875
608084005500,1/15/2016,11/9/2015,New Well,4262,E,002,00,00,00078,Chevron U.S.A. Inc.,G25782,KC,102,G25782,KC,102,93999,DUPLICATE FOR DEEPWATER ASGARD -USE 51292,6704,S,3856,W,1556176.003648,9748304.014192,26.8645175,-93.25848278
608084005500,2/3/2016,2/2/2016,Revised New Well,4262,E,002,00,00,00078,Chevron U.S.A. Inc.,G25782,KC,102,G25782,KC,102,93999,DUPLICATE FOR DEEPWATER ASGARD -USE 51292,6704,S,3856,W,1556176.003648,9748304.014192,26.8645175,-93.25848278
608084005500,2/11/2016,2/4/2016,Revised New Well,4262,E,002,00,00,00078,Chevron U.S.A. Inc.,G25782,KC,102,G25782,KC,102,93999,DUPLICATE FOR DEEPWATER ASGARD -USE 51292,6704,S,3856,W,1556176.003648,9748304.014192,26.8645175,-93.25848278
608084005500,2/16/2016,2/12/2016,Revised New Well,4262,E,002,00,00,00078,Chevron U.S.A. Inc.,G25782,KC,102,G25782,KC,102,93999,DUPLICATE FOR DEEPWATER ASGARD -USE 51292,6704,S,3856,W,1556176.003648,9748304.014192,26.8645175,-93.25848278
608084005500,2/24/2016,2/23/2016,Revised New Well,4262,E,002,00,00,00078,Chevron U.S.A. Inc.,G25782,KC,102,G25782,KC,102,93999,DUPLICATE FOR DEEPWATER ASGARD -USE 51292,6704,S,3856,W,1556176.003648,9748304.014192,26.8645175,-93.25848278
608084005500,3/1/2016,2/29/2016,Revised New Well,4262,E,002,00,00,00078,Chevron U.S.A. Inc.,G25782,KC,102,G25782,KC,102,93999,DUPLICATE FOR DEEPWATER ASGARD -USE 51292,6704,S,3856,W,1556176.003648,9748304.014192,26.8645175,-93.25848278
608084005500,3/10/2016,3/9/2016,Revised New Well,4262,E,002,00,00,00078,Chevron U.S.A. Inc.,G25782,KC,102,G25782,KC,102,93999,DUPLICATE FOR DEEPWATER ASGARD -USE 51292,6704,S,3856,W,1556176.003648,9748304.014192,26.8645175,-93.25848278
608084005600,1/28/2016,12/9/2015,New Well,6820,E,007,00,00,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,610,S,2587,W,1950907.050835,9472929.598717,26.10375278,-92.05356861
608084005600,2/11/2016,2/10/2016,Revised New Well,6820,E,007,00,00,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,610,S,2587,W,1950907.050835,9472929.598717,26.10375278,-92.05356861
608084005600,2/12/2016,2/11/2016,Revised New Well,6820,E,007,00,00,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,610,S,2587,W,1950907.050835,9472929.598717,26.10375278,-92.05356861
608084005600,2/16/2016,2/13/2016,Revised New Well,6820,E,007,00,00,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,610,S,2587,W,1950907.050835,9472929.598717,26.10375278,-92.05356861
608084005600,2/23/2016,2/22/2016,Revised New Well,6820,E,007,00,00,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,610,S,2587,W,1950907.050835,9472929.598717,26.10375278,-92.05356861
608084005600,3/3/2016,3/2/2016,Revised New Well,6823,E,007,00,00,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,610,S,2587,W,1950907.050835,9472929.598717,26.10375278,-92.05356861
608084005600,3/7/2016,3/7/2016,Revised New Well,6823,E,007,00,00,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,610,S,2587,W,1950907.050835,9472929.598717,26.10375278,-92.05356861
608084005600,3/11/2016,3/11/2016,Revised New Well,6823,E,007,00,00,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,610,S,2587,W,1950907.050835,9472929.598717,26.10375278,-92.05356861
608084005601,3/17/2016,3/16/2016,Bypass,6823,E,007,01,00,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,499,S,2603,W,1950922.984116,9472818.911759,26.10344785,-92.0535225
608084005601,3/31/2016,3/28/2016,Revised Bypass,6823,E,007,01,00,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,499,S,2603,W,1950922.984116,9472818.911759,26.10344785,-92.0535225
608084005601,4/5/2016,4/5/2016,Revised Bypass,6823,E,007,01,00,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,499,S,2603,W,1950922.984116,9472818.911759,26.10344785,-92.0535225
608084005602,4/12/2016,4/11/2016,Sidetrack,6823,E,007,00,01,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,499,S,2603,W,1950922.984116,9472818.911759,26.10344785,-92.0535225
608084005602,4/27/2016,4/27/2016,Revised Sidetrack,6823,E,007,00,01,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,499,S,2603,W,1950922.984116,9472818.911759,26.10344785,-92.0535225
608084005602,5/2/2016,5/1/2016,Revised Sidetrack,6823,E,007,00,01,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,499,S,2603,W,1950922.984116,9472818.911759,26.10344785,-92.0535225
608084005602,5/3/2016,5/3/2016,Revised Sidetrack,6823,E,007,00,01,00981,Anadarko Petroleum Corporation,G21447,KC,919,G21444,KC,875,92620,NOBLE BOB DOUGLAS,499,S,2603,W,1950922.984116,9472818.911759,26.10344785,-92.0535225
608084005700,3/3/2016,12/16/2015,New Well,5527,E,001,00,00,02873,"Cobalt International Energy, L.P.",G30924,KC,129,G30924,KC,129,100032,VALARIS DS-17 (ROWAN RELIANCE),2255,S,2963,E,1992877.014940,9743854.979674,26.84837556,-91.91870556
608084005700,3/30/2016,3/29/2016,Revised New Well,5527,E,001,00,00,02873,"Cobalt International Energy, L.P.",G30924,KC,129,G30924,KC,129,100032,VALARIS DS-17 (ROWAN RELIANCE),2255,S,2963,E,1992877.014940,9743854.979674,26.84837556,-91.91870556
608084005700,4/6/2016,4/5/2016,Revised New Well,5527,E,001,00,00,02873,"Cobalt International Energy, L.P.",G30924,KC,129,G30924,KC,129,100032,VALARIS DS-17 (ROWAN RELIANCE),2255,S,2963,E,1992877.014940,9743854.979674,26.84837556,-91.91870556
608084005700,5/3/2016,5/2/2016,Revised New Well,5527,E,001,00,00,02873,"Cobalt International Energy, L.P.",G30924,KC,129,G30924,KC,129,100032,VALARIS DS-17 (ROWAN RELIANCE),2255,S,2963,E,1992877.014940,9743854.979674,26.84837556,-91.91870556
608084005700,5/11/2016,5/10/2016,Revised New Well,5527,E,001,00,00,02873,"Cobalt International Energy, L.P.",G30924,KC,129,G30924,KC,129,100032,VALARIS DS-17 (ROWAN RELIANCE),2255,S,2963,E,1992877.014940,9743854.979674,26.84837556,-91.91870556
608084005701,5/18/2016,5/16/2016,Bypass,5519,E,001,01,00,02873,"Cobalt International Energy, L.P.",G30924,KC,129,G30924,KC,129,100032,VALARIS DS-17 (ROWAN RELIANCE),2259,S,2963,E,1992877.023522,9743858.944711,26.84838647,-91.91870543
608084005701,5/26/2016,5/25/2016,Revised Bypass,5519,E,001,01,00,02873,"Cobalt International Energy, L.P.",G30924,KC,129,G30924,KC,129,100032,VALARIS DS-17 (ROWAN RELIANCE),2259,S,2963,E,1992877.023522,9743858.944711,26.84838647,-91.91870543
608084005701,6/2/2016,5/26/2016,Revised Bypass,5519,E,001,01,00,02873,"Cobalt International Energy, L.P.",G30924,KC,129,G30924,KC,129,100032,VALARIS DS-17 (ROWAN RELIANCE),2259,S,2963,E,1992877.023522,9743858.944711,26.84838647,-91.91870543
608084005701,6/7/2016,6/3/2016,Revised Bypass,5519,E,001,01,00,02873,"Cobalt International Energy, L.P.",G30924,KC,129,G30924,KC,129,100032,VALARIS DS-17 (ROWAN RELIANCE),2259,S,2963,E,1992877.023522,9743858.944711,26.84838647,-91.91870543
608084005702,6/16/2016,6/15/2016,Sidetrack,5519,E,001,00,01,02873,"Cobalt International Energy, L.P.",G30924,KC,129,G30924,KC,129,100032,VALARIS DS-17 (ROWAN RELIANCE),2259,S,2963,E,1992877.023522,9743858.944711,26.84838647,-91.91870543
608084005702,7/1/2016,7/1/2016,Revised Sidetrack,5519,E,001,00,01,02873,"Cobalt International Energy, L.P.",G30924,KC,129,G30924,KC,129,100032,VALARIS DS-17 (ROWAN RELIANCE),2259,S,2963,E,1992877.023522,9743858.944711,26.84838647,-91.91870543
608084005702,7/28/2016,7/26/2016,Revised Sidetrack,5519,E,001,00,01,02873,"Cobalt International Energy, L.P.",G30924,KC,129,G30924,KC,129,100032,VALARIS DS-17 (ROWAN RELIANCE),2259,S,2963,E,1992877.023522,9743858.944711,26.84838647,-91.91870543
608084005703,8/1/2016,7/29/2016,Bypass,5519,E,001,01,01,02873,"Cobalt International Energy, L.P.",G30924,KC,129,G30924,KC,129,100032,VALARIS DS-17 (ROWAN RELIANCE),2259,S,2963,E,1992877.023522,9743858.944711,26.84838647,-91.91870543
608084005800,9/22/2016,7/27/2016,New Well,4020,E,003,00,00,00078,Chevron U.S.A. Inc.,G27698,KC,10,G27698,KC,10,51081,PACIFIC SANTA ANA,5629,S,7474,W,1496434.020413,9778909.001460,26.94828806,-93.44211861
608084005800,10/17/2016,10/13/2016,Revised New Well,4020,E,003,00,00,00078,Chevron U.S.A. Inc.,G27698,KC,10,G27698,KC,10,51081,PACIFIC SANTA ANA,5629,S,7474,W,1496434.020413,9778909.001460,26.94828806,-93.44211861
608084005800,10/19/2016,10/18/2016,Revised New Well,4020,E,003,00,00,00078,Chevron U.S.A. Inc.,G27698,KC,10,G27698,KC,10,51081,PACIFIC SANTA ANA,5629,S,7474,W,1496434.020413,9778909.001460,26.94828806,-93.44211861
608084005800,11/3/2016,11/1/2016,Revised New Well,4020,E,003,00,00,00078,Chevron U.S.A. Inc.,G27698,KC,10,G27698,KC,10,51081,PACIFIC SANTA ANA,5629,S,7474,W,1496434.020413,9778909.001460,26.94828806,-93.44211861
608084005800,11/9/2016,11/7/2016,Revised New Well,4020,E,003,00,00,00078,Chevron U.S.A. Inc.,G27698,KC,10,G27698,KC,10,51081,PACIFIC SANTA ANA,5629,S,7474,W,1496434.020413,9778909.001460,26.94828806,-93.44211861
608084005800,11/16/2016,11/15/2016,Revised New Well,4020,E,003,00,00,00078,Chevron U.S.A. Inc.,G27698,KC,10,G27698,KC,10,51081,PACIFIC SANTA ANA,5629,S,7474,W,1496434.020413,9778909.001460,26.94828806,-93.44211861
608084005800,11/28/2016,11/26/2016,Revised New Well,4020,E,003,00,00,00078,Chevron U.S.A. Inc.,G27698,KC,10,G27698,KC,10,51081,PACIFIC SANTA ANA,5629,S,7474,W,1496434.020413,9778909.001460,26.94828806,-93.44211861
608084005800,11/30/2016,11/29/2016,Revised New Well,4020,E,003,00,00,00078,Chevron U.S.A. Inc.,G27698,KC,10,G27698,KC,10,51081,PACIFIC SANTA ANA,5629,S,7474,W,1496434.020413,9778909.001460,26.94828806,-93.44211861
608084005800,12/7/2016,12/7/2016,Revised New Well,4020,E,003,00,00,00078,Chevron U.S.A. Inc.,G27698,KC,10,G27698,KC,10,51081,PACIFIC SANTA ANA,5629,S,7474,W,1496434.020413,9778909.001460,26.94828806,-93.44211861
608084005800,12/29/2016,12/29/2016,Revised New Well,4020,E,003,00,00,00078,Chevron U.S.A. Inc.,G27698,KC,10,G27698,KC,10,51081,PACIFIC SANTA ANA,5629,S,7474,W,1496434.020413,9778909.001460,26.94828806,-93.44211861
