SN_APD,API_WELL_NUMBER,MMS_COMPANY_NUM,KICKOFF_POINT_MD,WELL_NAME,WELL_NM_BP_SFIX,WELL_NM_ST_SFIX,WATER_DEPTH,PERMIT_TYPE,PRP_RKB_ELEV,MINERAL_CODE,REQ_SPUD_DATE,SUBSEA_BOP_FLAG,WELL_TYPE_CODE,DRIVE_DEPTH,DRIVE_SIZE,SURF_AREA_CODE,SURF_BLOCK_NUMBER,SURF_LEASE_NUMBER,SURF_STATE_LEASE_NUM,SURF_X_COORD_LOC,SURF_Y_COORD_LOC,SURF_LATITUDE,SURF_LONGITUDE,SURF_E_W_DISTANCE,SURF_E_W_CODE,SURF_N_S_DISTANCE,SURF_N_S_CODE,BOTM_AREA_CODE,BOTM_BLOCK_NUMBER,BOTM_LEASE_NUMBER,BOTM_STATE_LEASE_NUM,SV_PLAN_CTRL_CD,SV_PLAN_CTRL_NUM,SV_SURF_LEASE_NUM,SV_SURF_AREA_CODE,SV_SURF_BLOCK_NUM,SV_WELL_NAME,BV_PLAN_CTRL_CD,BV_PLAN_CTRL_NUM,BV_BOTM_LEASE_NUM,BV_BOTM_AREA_CODE,BV_BOTM_BLOCK_NUM,BV_WELL_NAME,RIG_ANCHOR_FLAG,RIG_NAME,RIG_TYPE_CODE,RIG_ID_NUM,RIG_FUNC_CODE,CONSTRUCTION_YR,SHIPYARD_NAME,REFURBISHED_YR,RATED_WTR_DEPTH,RATE_DRIL_DEPTH,ABS_CERT_EXPR_DT,CG_CERT_EXPR_DT,SAFE_BRN_APRV_DT,SAFE_BURN_DIST,SAFE_BRN_RMK,BUS_ASC_NAME,APD_SUB_STATUS_DT,APD_STATUS_DT,REGION_CODE
-15458,608114063600,2481,,002,0,0,4950,Revised New Well,82,H,7/27/2014,Y,E,5344,36,GC,825,G09981,,2515062.365286,9862694.222458,27.15375861,-90.30994833,3498,E,5626,N,GC,825,G09981,,S,7582,G09981,GC,  825,DC1-G,S,7582,G09981,GC,  825,DC1-G,N,VALARIS DS-3 (ENSCO DS-3),DRILLSHIP,51222,D,2010.0,SAMSUNG,,12000.0,40000,2/23/2016,9/16/2016,10/2/2014,GOMR Houma District,,BP Exploration & Production Inc.,11/10/2014 12:06:32 PM,11/10/2014 12:10:54 PM,G
-15472,608174128500,2647,,001,0,0,7032,Revised New Well,82,H,6/1/2014,Y,E,7114,36,MC,697,G34019,,1277877.020821,10271888.99039,28.30090361,-88.12696,5163,E,7569,S,MC,697,G34019,,R,6111,G34019,MC,  697,001,R,6111,G34019,MC,  697,001,N,VALARIS DS-5 (ENSCO DS-5),DRILLSHIP,50800,D,2011.0,SOUTH KOREA,,10000.0,40000,1/23/2016,5/20/2015,5/28/2013,GOMR Houma District,,Murphy Exploration & Production Company - USA,11/18/2014 9:23:00 AM,11/18/2014 4:30:07 PM,G
-15478,608114063500,78,,002,0,0,5183,Revised New Well,82,H,8/7/2014,Y,E,5570,36,GC,807,G31752,,2220905.004803,9854930.426986,27.14683361,-91.21455028,3305,W,2450,S,GC,807,G31752,,R,6172,G31752,GC,  807,A,R,6172,G31752,GC,  807,A,N,PACIFIC SANTA ANA,DRILLSHIP,51081,D,2011.0,SAMSUNG KOREA,,12000.0,40000,12/19/2016,5/26/2018,,,,Chevron U.S.A. Inc.,11/13/2014 8:02:23 AM,11/14/2014 8:57:50 AM,G
-15479,608174112305,689,13422.0,PI001,0,3,3853,Revised Sidetrack,82,H,8/18/2014,Y,D,4136,36,MC,809,G05868,,966092.966689,10224167.522976,28.15824905,-89.09317492,147,E,7368,S,MC,810,G09873,,S,7022,G05868,MC,  809,PI-1,R,5873,G09873,MC,  810,PI001ST,N,NOBLE DON TAYLOR,DRILLSHIP,92600,D,2013.0,HYUNDAI,,10000.0,40000,4/29/2023,6/25/2021,,,,Shell Offshore Inc.,11/18/2014 11:35:39 AM,11/19/2014 9:57:42 AM,G
-15484,177124068900,1284,,A017,0,0,372,Revised New Well,153,H,11/2/2014,N,D,825,36,SS,349,G12008,,2087618.674382,-220027.271198,28.06142361,-91.06180778,5981,E,1419,S,SS,359,G12010,,S,7591,G12008,SS,  349,A-17,S,7591,G12008,SS,  349,A-17,N,H&P 107,PLATFORM,94112,D,1979.0,MCDERMOT,,0.0,25000,12/31/2016,12/31/2016,10/19/1998,,CG and ABS Cert Not required - ,"W & T Offshore, Inc.",11/13/2014 10:58:37 AM,11/14/2014 2:51:01 PM,G
-15486,608174129100,2985,,001,0,0,6008,Revised New Well,84,H,11/1/2014,Y,E,6412,36,MC,215,G24060,,1306182.021692,10450730.012397,28.793585,-88.04382583,7302,W,3670,N,MC,215,G24060,,R,6113,G24060,MC,  215,B,R,6113,G24060,MC,  215,B,N,VALARIS DPS-5,DP SEMISUBMERSIBLE,51082,D,2012.0,KFELS SINGAPORE,,8500.0,35000,1/30/2027,3/29/2024,2/24/2016,GOMR New Orleans District,Updated Safe Welding Area,"Deep Gulf Energy II, LLC",11/21/2014 7:10:18 AM,11/21/2014 9:47:58 AM,G
-15491,608084004800,2481,,001,0,0,4248,Revised New Well,82,H,10/29/2014,Y,E,4590,36,KC,147,G30926,,1574932.960314,9737992.035459,26.83623167,-93.20087944,6773,W,3608,N,KC,147,G30926,,N,9820,G30926,KC,  147,A,N,9820,G30926,KC,  147,A,N,Seadrill West Vela,DRILLSHIP,49580,D,2013.0,SHI,,11880.0,37600,6/27/2028,5/3/2025,3/21/2017,GOMR New Orleans District,,BP Exploration & Production Inc.,11/17/2014 1:41:28 PM,11/20/2014 11:41:12 AM,G
-15493,608114059300,2481,,DC321,0,0,5411,Revised New Well,88,H,3/1/2014,Y,D,5685,36,GC,743,G15607,,2603885.997973,9899767.038086,27.25014361,-90.03434806,6126,W,233,N,GC,743,G15607,,R,5984,G15607,GC,  743,DC321,R,5984,G15607,GC,  743,DC321,N,T.O. DEVELOPMENT DRILLER III,DP SEMISUBMERSIBLE,50159,D,2009.0,SINGAPORE,,7500.0,37500,5/21/2019,8/3/2017,11/20/2009,GOMR Houma District,,BP Exploration & Production Inc.,11/17/2014 10:17:40 AM,11/17/2014 10:21:21 AM,G
-15494,608174128900,2647,,006,0,0,2047,Revised New Well,92,H,9/16/2014,Y,E,2399,36,MC,538,G16614,,853733.999037,10315225.025445,28.402795,-89.4474275,1626,E,3385,S,MC,538,G16614,,S,7590,G16614,MC,  538,SS006,S,7590,G16614,MC,  538,SS006,N,T.O. DISCOVERER DEEP SEAS,DRILLSHIP,46105,D,2000.0,"ASTANO, SPAIN",,10000.0,40000,1/5/2016,1/5/2017,,,"No SW&B Plan - will permit welding on case-by-case basis - DJT.
DNV certificate.",Murphy Exploration & Production Company - USA,11/17/2014 8:43:09 AM,11/18/2014 11:12:18 AM,G
-15541,427084064500,2970,,001,0,0,53,Revised New Well,113,H,7/14/2014,N,E,500,30,HI,131,G33409,,3633583.8156,559707.976701,29.27425389,-93.87413278,612,E,2612,N,HI,131,G33409,,N,9486,G33409,HI,  131,A,N,9486,G33409,HI,  131,A,N,ENTERPRISE 264,JACKUP,90115,D,1976.0,SINGAPORE,,250.0,25000,12/31/2028,4/19/2025,9/27/2017,GOMR Lake Charles District,"SWA updated 27SEP2017 to capture rig name change.

Depth rating of rig changed from 20,000' to 25,000' - D.C. Moore 05-Nov-2012.","Castex Offshore, Inc.",12/1/2014 8:24:58 AM,12/3/2014 2:08:11 PM,G
-15545,608174046602,689,13650.0,A003,0,2,2945,Revised Sidetrack,80,H,6/20/2014,Y,D,3336,36,MC,807,G07963,,924362.999775,10228975.985162,28.16942963,-89.22290521,5643,W,3664,N,MC,807,G07963,,N,4980,G07963,MC,  807,PD-3,N,4980,G07963,MC,  807,PD-3,N,H&P 201,PLATFORM,94113,D,,AKURE MARINE,,5000.0,30000,12/31/2022,12/31/2022,,,CG and ABS Cert Not required,Shell Offshore Inc.,11/26/2014 12:19:40 PM,12/9/2014 1:40:18 PM,G
-15558,608174129300,2058,,004,0,0,2570,Revised New Well,82,H,11/15/2014,Y,D,2962,36,MC,546,G25098,,973716.590183,10321382.27742,28.42592083,-89.07470167,7477,W,6298,N,MC,546,G25098,,S,7659,G25098,MC,  546,SS004 G1,S,7659,G25098,MC,  546,SS004 G1,Y,NOBLE AMOS RUNNER,SEMISUBMERSIBLE,92118,D,1982.0,INGALLS-MS,,8000.0,33200,7/5/2018,11/7/2016,5/8/2006,GOMR Houma District,"REVISED SAFE WELDING AREA.    Letter from Tommy Travis on revising the Rated Depths on March 21, 2006.","LLOG Exploration Offshore, L.L.C.",12/1/2014 4:57:30 PM,12/2/2014 11:53:55 AM,G
-15559,608174128900,2647,,006,0,0,2047,Revised New Well,92,H,9/16/2014,Y,E,2399,36,MC,538,G16614,,853733.999037,10315225.025445,28.402795,-89.4474275,1626,E,3385,S,MC,538,G16614,,S,7590,G16614,MC,  538,SS006,S,7590,G16614,MC,  538,SS006,N,T.O. DISCOVERER DEEP SEAS,DRILLSHIP,46105,D,2000.0,"ASTANO, SPAIN",,10000.0,40000,1/5/2016,1/5/2017,,,"No SW&B Plan - will permit welding on case-by-case basis - DJT.
DNV certificate.",Murphy Exploration & Production Company - USA,12/2/2014 7:15:42 PM,12/3/2014 5:27:42 PM,G
-15561,608174129100,2985,,001,0,0,6008,Revised New Well,84,H,11/1/2014,Y,E,6412,36,MC,215,G24060,,1306182.021692,10450730.012397,28.793585,-88.04382583,7302,W,3670,N,MC,215,G24060,,R,6113,G24060,MC,  215,B,R,6113,G24060,MC,  215,B,N,VALARIS DPS-5,DP SEMISUBMERSIBLE,51082,D,2012.0,KFELS SINGAPORE,,8500.0,35000,1/30/2027,3/29/2024,2/24/2016,GOMR New Orleans District,Updated Safe Welding Area,"Deep Gulf Energy II, LLC",12/2/2014 7:01:04 AM,12/2/2014 11:39:51 AM,G
-15562,608174128700,689,,001,0,0,4213,Revised New Well,104,H,7/26/2014,Y,E,4517,38,MC,943,G34467,,990925.982535,10170445.038322,28.01167417,-89.01337167,6994,E,1165,S,MC,943,G34467,,N,9789,G34467,MC,  943,A,N,9789,G34467,MC,  943,A,N,STENA ICEMAX,DRILLSHIP,50380,D,2011.0,SOUTH KOREA,,10000.0,35100,4/16/2027,6/14/2025,4/2/2024,GOMR Houma District,Safe welding area approved on 4/2/2024. See attachments.,Shell Offshore Inc.,12/3/2014 12:48:36 PM,12/5/2014 9:35:25 AM,G
-15574,177104167800,2628,,K017,0,0,269,Revised New Well,165,H,11/5/2014,N,D,690,26,EI,338,G02118,,1892616.906473,-170980.784026,28.19612,-91.66654944,2228,E,5916,N,EI,338,G02118,,S,7543,G02118,EI,  338,N,S,7543,G02118,EI,  338,N,N,H&P 100,PLATFORM,94104,D,,Unknown,,0.0,30000,,,6/12/2020,GOMR Houma District,"The following conditions shall apply to this approval;
The doors must be closed during all hot work.
All hot work will cease during any flowback of well fluids through temporary equipment on the rig.
The designated safe welding area shall be clearly marked and identified on the rig.","Arena Offshore, LP",12/4/2014 5:21:10 PM,12/8/2014 12:13:55 PM,G
