"SN_WAR_CSNG_INTV_FK","SN_WAR_FK","CSNG_SETTING_BOTM_MD","CSNG_SETTING_TOP_MD"
"-447192","-379858","22904","20381"
"-450648","-382188","17354","0"
"-449450","-381427","880","0"
"-447309","-379995","26170","23180"
"-448090","-380455","12233","8428"
"-448091","-380455","23471","0"
"-450362","-382023","7645","0"
"-450366","-382023","22762","18474"
"-450367","-382023","10459","0"
"-439863","-375442","6093","0"
"-440512","-376004","4515","2300"
"-440515","-376004","18206","13500"
"-440250","-375791","5320","0"
"-440252","-375791","8105","5593"
"-440253","-375791","12772","0"
"-443764","-377744","6097","0"
"-443766","-377744","15255","0"
"-445423","-378677","12495","0"
"-447468","-380047","9563","9081"
"-448611","-380908","6844","0"
"-450522","-382099","11940","0"
"-451318","-382733","5446","0"
"-450659","-382190","6785","0"
"-450663","-382190","27348","21027"
"-450828","-382239","11335","8496"
"-440445","-375911","9745","0"
"-443211","-377424","9058","0"
"-443212","-377424","14027","8868"
"-441649","-376758","9073","0"
"-451153","-382628","6432","0"
"-452850","-384103","7644","0"
"-452851","-384103","8076","7606"
"-452853","-384103","20205","18839"
"-452826","-384102","11814","0"
"-452827","-384102","19216","0"
"-452848","-384102","20231","18743"
"-454458","-385443","11149","0"
"-454461","-385443","19854","12559"
"-454441","-385403","1500","0"
"-451782","-383115","9298","0"
"-451469","-382783","2100","0"
"-440580","-376025","5832","0"
"-440517","-376115","1112","0"
"-441023","-376408","4241","0"
"-441989","-376914","6416","4545"
"-441994","-376914","11147","4546"
"-449540","-381516","4264","0"
"-449915","-381614","8012","0"
"-451641","-382987","8735","0"
"-454043","-384995","19630","0"
"-454312","-385283","19655","0"
"-454417","-385413","9192","0"
"-454419","-385413","12150","9824"
"-454484","-385446","3470","0"
"-454485","-385446","17105","12248"
"-454919","-385849","4100","0"
"-454668","-385655","11978","5230"
"-443846","-377785","10538","8642"
"-443847","-377785","6852","6662"
"-443849","-377785","16188","14178"
"-445183","-378533","8300","5132"
"-445184","-378533","13130","0"
"-445197","-378536","14001","10995"
"-445922","-378934","5798","0"
"-445924","-378934","11530","7787"
"-445926","-378934","23936","23100"
"-448455","-380813","4000","0"
"-448431","-380801","910","0"
"-449117","-381206","5927","0"
"-450514","-382063","18667","0"
"-450463","-382061","12154","7546"
"-451062","-382514","11898","0"
"-448818","-381044","4893","4377"
"-450053","-381759","10012","4893"
"-448895","-381079","12084","0"
"-448899","-381080","8010","0"
"-448900","-381080","12084","0"
"-451333","-382725","7774","2697"
"-452146","-383416","9192","0"
"-448263","-380635","6762","0"
"-448322","-380716","12233","8428"
"-451848","-383140","7500","0"
"-451178","-382620","13336","0"
"-451636","-382986","4383","0"
"-451984","-383260","8101","6634"
"-450274","-381922","9010","0"
"-451222","-382675","5328","0"
"-451556","-382972","12150","9875"
"-440879","-376341","14709","0"
"-441417","-376492","25239","0"
"-442053","-376904","7103","4711"
"-448071","-380492","1488","0"
"-448072","-380492","3084","0"
"-448098","-380460","4505","0"
"-450748","-382224","8267","6862"
"-450750","-382224","6852","6662"
"-465354","-396047","11550","8909"
"-462381","-392457","5463","5381"
"-462382","-392457","3315","0"
"-462382","-392457","9485","0"
"-462382","-392457","17671","0"
"-462909","-393024","8863","7476"
"-462910","-393024","5463","5381"
"-462911","-393024","3315","0"
"-471723","-403908","11055","0"
"-474093","-406143","6260","0"
"-474098","-406143","15740","12114"
"-474673","-406654","12603","0"
"-474674","-406654","11993","0"
"-474625","-406688","19916","16941"
"-474626","-406688","19700","10036"
"-474626","-406688","10036","0"
"-474948","-406833","7132","5818"
"-474784","-406732","14065","14323"
"-474784","-406732","18342","14323"
"-456948","-387430","850","0"
"-456953","-387430","22400","19630"
"-457470","-387980","6862","6656"
"-457470","-387980","8314","8267"
"-457470","-387980","9055","8314"
"-457471","-387980","10538","8642"
"-457474","-387980","16188","14178"
"-457563","-380472","13932","12334"
"-458358","-388783","17342","0"
"-458100","-388518","11188","7422"
"-459937","-390237","9646","0"
"-451386","-382737","24613","19900"
"-451616","-382976","6852","0"
"-451620","-382976","24828","19900"
"-451939","-383183","11325","6417"
"-451942","-383183","10033","0"
"-476134","-407859","16483","0"
"-482400","-412926","8320","7230"
"-481815","-412425","17883","14182"
"-482309","-412779","8912","0"
"-482374","-412915","1535","0"
"-482530","-413051","814","0"
"-456809","-387326","3115","0"
"-456822","-387335","3380","0"
"-458374","-388785","18139","0"
"-460404","-390642","4226","0"
"-460799","-391074","1517","0"
"-462557","-392682","984","0"
"-462558","-392682","3180","0"
"-461387","-391619","4712","0"
"-459410","-389694","9005","0"
"-459411","-389694","12591","0"
"-463788","-394031","6454","3137"
"-474940","-406830","11130","0"
"-475875","-407599","11964","8312"
"-473265","-405570","9178","0"
"-473266","-405570","9940","0"
"-481642","-412235","4000","0"
"-481940","-412502","1195","0"
"-481941","-412502","4520","0"
"-481903","-412479","4520","0"
"-482119","-412686","13094","10893"
"-456493","-387096","14123","11265"
"-456750","-387290","1230","0"
"-456751","-387290","4500","0"
"-456495","-387097","1195","0"
"-456710","-387219","8593","0"
"-457293","-387760","6930","0"
"-458995","-381412","13300","8501"
"-458997","-381714","11565","8601"
"-457064","-387527","9298","0"
"-457416","-387892","13094","10893"
"-458649","-389003","988","0"
"-458655","-389004","7851","0"
"-458913","-389260","3083","0"
"-478108","-409338","7295","0"
"-480406","-411240","20573","0"
"-480510","-411243","13516","7549"
"-480892","-411650","11898","0"
"-480893","-411650","14155","11695"
"-480895","-411650","22432","16526"
"-479554","-410503","6033","0"
"-479555","-410503","9070","0"
"-481277","-411898","11322","5965"
"-481251","-411879","11322","5965"
"-451865","-383152","5123","3506"
"-451867","-383152","9182","0"
"-456784","-387300","3510","0"
"-456764","-387293","9178","0"
"-456767","-387293","17928","0"
"-456769","-387294","9178","0"
"-456768","-387294","8159","8886"
"-458257","-381708","12694","9154"
"-458258","-381708","13932","12334"
"-458278","-382123","13932","12334"
"-458278","-382123","12334","3346"
"-458290","-382123","4882","0"
"-457197","-387691","8647","0"
"-457198","-387691","7519","0"
"-454448","-385430","8501","0"
"-454450","-385430","15912","0"
"-460443","-390727","10700","0"
"-478215","-409383","19920","17741"
"-479949","-410744","11913","0"
"-479990","-410810","3641","0"
"-479990","-410810","6098","0"
"-479992","-410810","11757","0"
"-480001","-410811","11757","0"
"-480004","-410811","11913","0"
"-479323","-410296","1000","0"
"-481221","-411803","9920","0"
"-482113","-412665","4500","0"
"-456434","-387071","9365","0"
"-459288","-389631","11445","4733"
"-455089","-386025","19975","15504"
"-455090","-386025","26093","19669"
"-460265","-390495","1000","0"
"-460986","-391254","5844","0"
"-461795","-391907","7357","5853"
"-461828","-391908","23088","22218"
"-461830","-391908","22186","12350"
"-461600","-391685","4417","0"
"-462291","-392375","16601","0"
"-476353","-407904","7030","0"
"-476357","-407904","24061","0"
"-479847","-410738","14263","0"
"-479849","-410738","19920","17741"
"-480162","-410917","6821","0"
"-480163","-410917","8808","0"
"-480441","-411189","26845","21408"
"-480648","-411414","21045","0"
"-456703","-387263","7470","0"
"-456703","-387263","13141","0"
"-457721","-388187","7089","0"
"-457771","-388247","16569","7621"
"-462025","-392090","10728","4804"
"-462179","-392262","4840","0"
"-462915","-393050","8273","0"
"-462917","-393050","31451","26342"
"-462767","-392906","5123","3506"
"-462768","-392906","8865","6820"
"-462770","-392906","10470","8710"
"-478521","-409721","9294","0"
"-479503","-410475","6769","0"
"-479506","-410476","6769","0"
"-480137","-410894","14422","8910"
"-479974","-410794","5290","0"
"-481367","-411992","13516","7549"
"-481736","-412295","18143","0"
"-481864","-412457","4000","0"
"-481371","-412008","12268","0"
"-481964","-412530","6010","0"
"-459100","-389418","7648","0"
"-462294","-392381","16572","13584"
"-462624","-392819","4417","0"
"-460766","-390993","8926","8236"
"-462740","-392876","10950","0"
"-462742","-392876","10385","0"
"-458447","-388844","16846","8481"
"-458666","-389022","9184","1666"
"-458667","-389022","8914","0"
"-459029","-389323","15079","8914"
"-459035","-389324","8914","0"
"-459037","-389324","17862","16846"
"-464364","-394727","3072","0"
"-476887","-408348","6536","0"
"-480024","-410849","3160","0"
"-479532","-410492","4217","0"
"-482869","-413196","5470","0"
"-482873","-413197","8200","0"
"-482918","-413301","23475","20588"
"-482930","-413272","3944","0"
"-482933","-413272","12622","0"
"-482006","-412639","5144","0"
"-480767","-411611","25497","20895"
"-480788","-411611","26708","25189"
"-480792","-411612","21542","0"
"-480794","-411612","20895","0"
"-480726","-411588","20280","0"
"-479208","-410186","5535","0"
"15284","58581","8802","5396"
"15294","58613","286","0"
"15301","58472","1800","0"
"15304","58219","1200","0"
"15307","58624","11250","0"
"15314","58673","4024","0"
"15319","58430","1540","0"
"15328","58778","10068","0"
"15340","58578","6471","0"
"15350","58917","4275","0"
"15354","58846","820","0"
"15370","59002","9700","0"
"15372","58573","5541","0"
"15383","59013","8003","6728"
"15402","59044","11400","0"
"15422","58631","14320","9967"
"15424","58631","4451","0"
"15452","59178","15748","13190"
"15455","59195","1310","0"
"15459","59207","4342","0"
"15466","59251","6550","0"
"15469","59271","830","0"
"15473","59277","18100","0"
"15476","59315","6930","0"
"15478","59338","7476","0"
"15491","59463","6438","0"
"15493","59465","4400","0"
"15507","59472","3152","0"
"15512","59322","8590","0"
"15536","59506","3810","0"
"15544","59508","1500","0"
"15545","59509","795","0"
"15561","59573","4395","0"
"15562","59575","10897","8880"
"15564","59121","1100","0"
"15566","59121","7950","0"
"15579","59620","11478","0"
"15585","59640","13368","9285"
"15587","59649","12387","64"
"15589","59668","4000","0"
"15591","59668","10381","9163"
"15611","59768","13479","8822"
"15620","59804","15060","12726"
"15624","59834","0","0"
"15638","59889","3943","0"
"15650","59035","14030","0"
"15658","59036","3344","0"
"15661","59032","825","0"
"15672","59990","8850","6037"
"15680","60003","10746","0"
"15681","60003","6612","6610"
"15684","60010","3762","0"
"15690","60036","14523","13515"
"15695","60042","22731","0"
"15698","60084","1000","0"
"15729","60243","18831","15858"
"15738","60279","9596","9596"
"15749","60310","8765","0"
"15760","59899","8564","0"
"15763","58444","15315","0"
"-190","-132","14817","11342"
"15770","60438","820","0"
"-183","-126","4430","0"
"15791","60512","8184","0"
"15800","60615","5069","0"
"15805","60619","12830","11458"
"-99","-58","5421","5140"
"-99","-58","6905","5421"
"-100","-58","8802","5396"
"15834","60733","4041","0"
"15839","60842","4600","0"
"15845","59310","800","0"
"15863","60999","0","0"
"15875","61063","0","0"
"15877","61076","6923","4678"
"15882","61100","9375","0"
"15883","61117","9338","6117"
"15884","61146","810","0"
"15900","61213","3395","0"
"15901","60962","9718","0"
"-215","-159","9973","8951"
"-230","-163","11294","9009"
"-256","-183","4430","0"
"-252","-179","907","0"
"-263","-190","907","0"
"15906","61246","2890","0"
"15908","61270","0","0"
"15910","61271","0","0"
"15913","61281","890","0"
"15920","61194","10801","0"
"15925","61349","1513","0"
"15968","61523","3010","0"
"15936","61430","800","800"
"15963","61446","1050","0"
"15965","61446","12224","0"
"-279","-198","9973","8951"
"15978","61585","0","0"
"-274","-194","1410","0"
"-261","-189","7512","0"
"-327","-223","14900","13998"
"-354","-231","15810","13764"
"-367","-238","9415","9295"
"-383","-248","9859","8341"
"16029","60045","11070","0"
"-391","-255","4202","0"
"-399","-259","4500","0"
"-397","-259","1403","0"
"-410","-262","370","0"
"-411","-262","907","0"
"-418","-263","8280","4253"
"16036","62036","8754","8754"
"16043","62121","15810","13836"
"16048","62271","801","0"
"-417","-264","11662","9415"
"-463","-284","340","0"
"-443","-276","699","0"
"-445","-276","4202","0"
"-485","-290","808","0"
"-487","-290","4902","0"
"-470","-285","814","0"
"-470","-285","4253","814"
"-470","-285","8280","4253"
"-490","-291","14817","11342"
"-474","-287","12374","11294"
"-533","-327","361","0"
"-537","-328","358","0"
"-538","-328","3370","0"
"16065","62566","5159","4173"
"16068","62615","8991","8991"
"-503","-316","7931","7022"
"-505","-317","9415","9295"
"16088","62700","11427","0"
"16096","62756","3000","0"
"16097","62764","7633","0"
"16103","62808","2000","0"
"16112","62817","12295","11201"
"16116","62854","818","0"
"16127","62872","4971","0"
"16133","62883","1070","0"
"16148","62937","1380","402"
"16155","62963","10028","0"
"-553","-361","12374","11294"
"-604","-399","21195","0"
"-600","-393","11662","9415"
"16175","63537","1196","0"
"16178","63540","0","0"
"16180","63544","8755","8755"
"-638","-417","500","0"
"-640","-417","14600","0"
"16182","63554","899","0"
"-642","-386","9385","0"
"16185","63636","6878","3922"
"16187","63653","986","0"
"-644","-421","11662","9415"
"16202","63707","3622","0"
"-705","-470","12722","9298"
"-649","-433","7112","0"
"16208","63860","4515","0"
"-582","-383","8341","8308"
"-718","-476","8316","0"
"16218","63865","31323","0"
"16231","63877","3033","0"
"16233","63878","1725","0"
"16252","63972","18552","0"
"16258","64001","24273","0"
"16265","64009","5225","4813"
"16268","64021","4123","0"
"-667","-450","3965","0"
"-767","-532","11662","9415"
"16276","64110","913","0"
"16289","64221","3195","0"
"16306","34136","9987","0"
"-709","-472","1000","0"
"-734","-502","4497","0"
"-832","-587","11294","9009"
"16316","64365","11639","10221"
"16321","64391","11680","0"
"-796","-559","11533","9953"
"-797","-559","12894","7994"
"-931","-674","340","0"
"-1044","-750","1520","0"
"-1019","-725","687","0"
"-1020","-725","1990","0"
"-941","-679","8200","0"
"-981","-708","11143","0"
"-983","-712","9973","8951"
"-984","-712","12374","11294"
"-1001","-716","21195","0"
"16406","63855","14234","11258"
"16416","65268","13260","10263"
"16361","64688","17799","3922"
"16423","65290","4777","2875"
"-1093","-807","1320","0"
"-1103","-826","1205","0"
"-1176","-876","868","0"
"-1239","-903","3501","0"
"-1160","-857","7112","0"
"-1242","-906","6855","0"
"-35377","-24741","13800","13033"
"-32875","-22995","5549","0"
"-34178","-23782","4628","0"
"-34522","-24084","1207","0"
"-34524","-24084","6810","0"
"-35415","-24084","9650","6584"
"-35052","-24425","1210","0"
"-35168","-24562","898","0"
"-35169","-24562","5470","0"
"-35170","-24562","10240","0"
"-34303","-23865","4485","0"
"-35500","-24847","7258","0"
"-35501","-24847","8098","7598"
"-35192","-24578","9455","0"
"-35238","-24622","9954","0"
"-35030","-24424","7265","5505"
"-35030","-24424","8506","0"
"-35536","-24885","8746","0"
"-35537","-24885","14200","8162"
"-35538","-24885","6660","0"
"-35530","-24882","0","0"
"-35123","-24518","10738","9940"
"-35124","-24498","6710","0"
"-34541","-24103","967","0"
"-35484","-24099","10232","4175"
"-35361","-24730","12357","10806"
"-35395","-24758","14382","0"
"-35414","-24764","12988","0"
"-35350","-24707","9411","0"
"-35350","-24707","7909","0"
"-35166","-24561","4500","0"
"-33575","-23400","3216","953"
"-35626","-24945","4500","0"
"-35628","-24945","11900","10081"
"-35418","-24780","4258","0"
"-35007","-24412","3216","953"
"-34607","-24141","2318","0"
"-35340","-24720","2318","0"
"-35555","-24899","4020","0"
"-35641","-24950","16878","0"
"-35619","-24942","17350","13540"
"-35323","-24710","4490","0"
"-35931","-25157","4584","0"
"-35753","-25017","1004","0"
"-35755","-25017","3947","0"
"-35663","-24964","4465","0"
"-35282","-24655","5117","0"
"-35283","-24655","6802","4890"
"-35284","-24655","11079","0"
"-35901","-25146","1015","0"
"-35795","-25059","5694","0"
"-35119","-24501","18390","0"
"-34956","-24384","14165","0"
"-35510","-24855","2031","0"
"-35922","-25152","6505","0"
"-35923","-25152","10475","0"
"-35905","-25148","1210","336"
"-35906","-25148","5500","0"
"-35776","-25038","1200","0"
"-35893","-25137","13976","11712"
"-36186","-24816","5090","0"
"-35851","-25087","5537","0"
"-35992","-25246","10094","0"
"-35995","-25246","25491","21632"
"-35948","-25173","23599","0"
"-36133","-25354","9858","8805"
"-36135","-25354","14619","11965"
"-35449","-24808","2313","0"
"-35737","-25003","24236","19329"
"-35762","-25033","3576","0"
"-35765","-25033","16223","0"
"-35623","-24944","855","0"
"-35631","-24947","17593","13871"
"-36226","-25454","825","0"
"17368","73667","3523","0"
"-36010","-25258","2031","0"
"-36192","-25393","6711","0"
"-36246","-25462","1196","0"
"-36249","-25462","17287","14425"
"-36355","-25529","7655","0"
"-36026","-25275","757","0"
"17371","73670","15766","14884"
"-36448","-25598","1004","0"
"-36452","-25598","16049","11982"
"-36549","-25678","5026","0"
"-35288","-24661","14052","0"
"-36562","-25679","14183","9980"
"-36540","-25664","14033","0"
"-36578","-25710","4380","0"
"-35856","-25091","10890","9481"
"-36327","-25500","4956","0"
"-36290","-25497","854","218"
"-36513","-25638","1004","0"
"-36637","-25798","5274","1680"
"-36516","-25641","700","0"
"-36510","-25636","5900","0"
"-36653","-25819","9509","0"
"-36392","-25560","5117","0"
"-36396","-25560","16218","10414"
"-36649","-25818","6179","0"
"-36286","-25495","5508","0"
"-35688","-24979","12590","0"
"-35691","-24979","26748","19179"
"-36467","-25602","807","0"
"-36480","-25619","4504","0"
"-36370","-25541","4555","0"
"-36789","-25912","26144","23366"
"-36790","-25912","27862","19684"
"-36013","-25260","21571","19053"
"-36950","-25999","2635","0"
"-35742","-25007","3005","0"
"-35743","-25007","7307","0"
"-36811","-25915","10800","0"
"-36826","-25925","9655","0"
"-36732","-25864","8455","0"
"-36611","-25740","3576","0"
"-36611","-25740","5778","0"
"-36884","-25953","6505","0"
"-36514","-25639","1210","0"
"-36515","-25639","4473","0"
"-36998","-26028","13073","10400"
"-36127","-25353","4139","2776"
"-36907","-25958","9201","0"
"-36912","-25961","13800","13033"
"-35809","-25064","10498","0"
"-35740","-25004","18390","0"
"-36231","-25456","6125","0"
"-36770","-25898","16108","0"
"-36970","-26019","4493","0"
"-37190","-26152","4720","0"
"-35580","-24920","10186","8016"
"-35581","-24920","12876","9899"
"-36850","-25941","8334","0"
"-36852","-25941","12876","9899"
"-36853","-25941","14115","12770"
"-36724","-25862","11179","0"
"-36726","-25862","17350","13540"
"-37351","-26286","3947","0"
"-37117","-26114","12275","11994"
"-37330","-26280","1194","0"
"-35728","-25001","14630","0"
"-37036","-26051","10564","8881"
"-37038","-26051","0","0"
"-37649","-26490","3600","0"
"-36630","-25777","9722","0"
"-36631","-25777","10890","9481"
"-36632","-25777","11773","10654"
"-37508","-26419","6300","0"
"-35772","-25036","4016","0"
"-37412","-26362","18035","0"
"-36528","-25658","3025","0"
"-35318","-24709","2416","0"
"-35319","-24709","3216","953"
"-37576","-26468","7545","0"
"-37590","-26479","8098","7598"
"-37598","-26480","20793","16948"
"-37170","-26134","5778","0"
"-37072","-26071","4020","0"
"-37075","-26071","12600","10859"
"-37096","-26086","855","0"
"-36305","-25501","26748","19179"
"-36474","-25613","1888","0"
"-36288","-25496","3846","0"
"-36702","-25839","3967","0"
"-36993","-26025","4147","0"
"-37265","-26212","3967","0"
"-37266","-26212","7526","0"
"-36954","-26002","4952","0"
"-36747","-25879","1018","0"
"-37854","-26651","15834","9959"
"-37861","-26654","15834","9959"
"-37926","-26706","10498","0"
"-37928","-26706","12469","11422"
"-36857","-25943","16343","0"
"-36858","-25943","22529","16050"
"-37392","-26328","12254","9899"
"-38003","-26787","5694","0"
"-37939","-26715","12638","11834"
"-37971","-26745","16049","11982"
"-37827","-26639","10210","0"
"-37821","-26637","1010","0"
"-450752","-382224","14143","12303"
"-452127","-383398","8003","0"
"-452194","-383425","8003","0"
"-452454","-383715","2100","0"
"-452455","-383715","8003","0"
"-452860","-384147","2100","0"
"-451304","-382728","3072","0"
"-441568","-376682","11606","6195"
"-441572","-376682","10186","6159"
"-443925","-377846","6087","0"
"-443928","-377846","5642","1646"
"-443998","-377863","22090","19948"
"-444967","-378397","5574","0"
"-445654","-378825","3740","0"
"-444838","-378344","9362","0"
"-445636","-378815","6056","0"
"-445637","-378815","8002","0"
"-445639","-378815","19139","0"
"-445641","-378815","28695","18930"
"-444771","-378332","12213","0"
"-445165","-378526","22041","13670"
"-445166","-378526","25239","0"
"-446713","-379450","9158","5671"
"-441123","-376471","4515","2300"
"-441125","-376471","13745","0"
"-440956","-376352","13745","0"
"-443274","-377470","5357","0"
"-443277","-377470","11708","8371"
"-443279","-377470","8161","0"
"-443279","-377470","13050","10009"
"-443693","-377734","5446","0"
"-443697","-377734","19611","13436"
"-443989","-377862","6455","0"
"-443994","-377862","23064","19174"
"-444622","-378230","9424","0"
"-448294","-380668","12213","0"
"-447894","-380388","7039","3659"
"-448799","-381037","11766","6816"
"-442958","-377279","13800","0"
"-442969","-377240","2100","0"
"-442960","-377280","8003","0"
"-442964","-377281","13800","0"
"-442966","-377282","8003","0"
"-449248","-381279","870","0"
"-447777","-380319","6663","0"
"-452339","-383582","20962","16151"
"-452389","-383621","14027","8868"
"-451289","-382701","947","434"
"-451878","-383155","6998","0"
"-451159","-382630","6432","0"
"-452719","-384041","1204","0"
"-452724","-384041","14572","9560"
"-452380","-383603","4480","0"
"-440460","-375954","18123","0"
"-440703","-376224","4762","0"
"-440707","-376224","10116","0"
"-440071","-375634","1112","0"
"-440142","-375634","5832","0"
"-439877","-375412","4659","3659"
"-442005","-376917","4543","0"
"-442009","-376917","11743","8406"
"-442012","-376917","17603","14272"
"-441480","-376656","11812","0"
"-443520","-377649","13518","12643"
"-443002","-377291","13169","10794"
"-448827","-381053","13858","0"
"-450881","-382308","9960","8657"
"-441088","-376460","14675","0"
"-438970","-374573","810","0"
"-439038","-374635","1395","0"
"-444207","-377996","11708","8371"
"-444399","-378112","18590","0"
"-446760","-379570","3123","0"
"-446716","-379450","18443","0"
"-446716","-379450","19019","0"
"-445633","-378814","25521","18654"
"-446718","-379451","9158","5671"
"-446718","-379451","16566","0"
"-445052","-378440","4505","0"
"-445436","-378692","4505","0"
"-447520","-380104","1223","0"
"-445205","-378538","6700","0"
"-445205","-378538","7214","0"
"-445208","-378538","5625","0"
"-445209","-378538","18973","0"
"-445618","-378806","19193","0"
"-445618","-378806","21200","0"
"-445618","-378806","23373","0"
"-443459","-377562","13790","11038"
"-443038","-377309","1494","0"
"-443575","-377623","2802","0"
"-443359","-377532","8632","0"
"-443874","-377804","11637","0"
"-443715","-377764","3380","0"
"-450032","-381746","16190","12570"
"-449157","-381219","12296","9337"
"-449159","-381219","20333","17455"
"-450424","-382055","9110","0"
"-450424","-382055","5950","0"
"-450371","-382024","11247","0"
"-450920","-382429","6904","0"
"-450922","-382429","20905","0"
"-450923","-382429","31484","20631"
"-445444","-378695","18605","6472"
"-445445","-378695","22762","18474"
"-448046","-380484","996","0"
"-446699","-379434","15106","0"
"-448159","-380576","900","0"
"-448064","-380488","19922","0"
"-448064","-380488","27688","19905"
"-452061","-383320","12922","9037"
"-452065","-383320","15100","0"
"-441174","-376484","4543","0"
"-441181","-376484","17603","14272"
"-445760","-378873","1605","0"
"-445762","-378873","6358","0"
"-449889","-381627","9399","0"
"-449892","-381627","16246","13483"
"-449420","-381401","3012","0"
"-449495","-381475","15785","7730"
"-450001","-381734","3900","0"
"-450170","-381864","11640","0"
"-450122","-381863","12030","6373"
"-450201","-381897","11149","0"
"-450185","-381871","7519","0"
"-450185","-381871","11146","0"
"-449317","-381334","7039","3659"
"-443241","-377430","14675","0"
"-445619","-378806","22007","0"
"-446240","-379116","7840","6865"
"-446246","-379116","15100","0"
"-444555","-378193","9838","5641"
"-447330","-380002","7263","0"
"-446325","-379206","12536","10158"
"-446325","-379206","13836","0"
"-446352","-379208","12536","10158"
"-440688","-376207","1041","0"
"-445656","-378826","5574","0"
"-446045","-379009","15652","0"
"-446341","-379205","22767","21032"
"-446344","-379205","26771","24465"
"-446782","-379558","22767","21032"
"-446783","-379558","23430","20803"
"-447206","-379887","23430","20803"
"-447322","-380001","9362","0"
"-447328","-380001","26771","24465"
"-447753","-380332","23430","20803"
"-447607","-380214","4370","0"
"-447264","-379961","4572","0"
"-449129","-381194","11530","7787"
"-449254","-381282","12895","0"
"-449255","-381282","15206","13750"
"-448805","-381038","5572","0"
"-439314","-374844","10725","9640"
"-440013","-375560","5948","0"
"-440014","-375560","14197","0"
"-440648","-376175","5897","0"
"-441946","-376893","21405","13072"
"-441904","-376863","14591","0"
"-441681","-376772","8152","0"
"-441683","-376772","15639","10745"
"-441685","-376772","28870","21475"
"-441759","-376789","11606","6195"
"-441760","-376789","20387","14812"
"-443939","-377849","8152","0"
"-443943","-377849","28870","21475"
"-443946","-377856","11160","0"
"-444401","-378113","9362","0"
"-444405","-378113","23430","20803"
"-444652","-378231","9696","2718"
"-441634","-376732","8774","0"
"-441722","-376779","19579","0"
"-441722","-376779","24500","19579"
"-446449","-379268","3491","0"
"-446450","-379268","8386","0"
"-446761","-379571","1010","0"
"-446763","-379571","8386","0"
"-447002","-379739","10012","4893"
"-446977","-379711","4955","0"
"-457887","-388285","7734","0"
"-457889","-388285","18667","0"
"-458338","-388767","12679","0"
"-459773","-390035","14877","0"
"-459773","-390035","21230","14897"
"-459774","-390035","23422","21068"
"-461954","-392014","12391","4619"
"-464575","-395076","76","0"
"-464232","-394579","19654","16270"
"-464632","-395114","5240","0"
"-464634","-395114","20223","16066"
"-463877","-394203","5172","0"
"-463878","-394203","3642","0"
"-465092","-395757","3607","0"
"-465096","-395757","12113","2719"
"-476663","-408225","8115","0"
"-476664","-408225","12536","10158"
"-476664","-408225","13836","0"
"-476664","-408225","14251","0"
"-476667","-408225","29441","29336"
"-477036","-408416","31336","0"
"-477152","-408520","24869","23015"
"-477153","-408520","31192","0"
"-477153","-408520","31387","0"
"-456332","-387001","1197","0"
"-456333","-387001","4492","0"
"-456334","-387001","11545","0"
"-456344","-387003","13094","10893"
"-457153","-387603","9000","0"
"-458406","-388835","983","0"
"-458479","-388886","26024","20444"
"-458434","-388837","3000","0"
"-458494","-388890","4662","0"
"-458488","-388888","10070","0"
"-458482","-388887","21327","0"
"-458582","-388942","12360","0"
"-458585","-388942","29491","26347"
"-476423","-408087","13620","8721"
"-476424","-408087","8494","0"
"-476392","-408037","2528","0"
"-477216","-408539","13396","0"
"-477475","-408752","12091","0"
"-477762","-409013","7030","0"
"-478132","-409386","15413","12203"
"-477392","-408686","13202","0"
"-478858","-409768","10800","2945"
"-478861","-410054","7110","2945"
"-478522","-409731","2499","0"
"-478310","-409533","31451","26342"
"-478515","-409718","8008","0"
"-456246","-386981","1225","0"
"-456249","-386981","16735","13529"
"-455789","-386660","19526","15571"
"-456509","-387106","19930","19114"
"-455893","-386747","12035","0"
"-456173","-386926","3770","0"
"-459205","-389526","10973","0"
"-479631","-410573","18205","17026"
"-478345","-409546","6769","0"
"-478345","-409546","9294","0"
"-479700","-410587","21045","0"
"-446913","-379652","12037","0"
"-447477","-380060","17670","0"
"-457273","-387718","12569","12075"
"-462827","-392962","10521","0"
"-462863","-393006","4480","0"
"-462864","-393006","5328","0"
"-462865","-393006","3767","0"
"-462865","-393006","6092","0"
"-462869","-393006","10741","0"
"-462807","-393029","3767","0"
"-455550","-386452","10167","7936"
"-455753","-386639","10167","7936"
"-457383","-387859","3072","0"
"-457584","-388072","5822","0"
"-458522","-388915","5822","0"
"-464374","-394729","3072","0"
"-479679","-410584","14155","11695"
"-480866","-411671","7323","6188"
"-481920","-412493","8690","0"
"-465050","-395597","11412","0"
"-466493","-397418","12170","8756"
"-466998","-398161","16576","0"
"-462911","-393024","20009","0"
"-462912","-393024","25550","19780"
"-462913","-393024","29444","19668"
"-478546","-409752","6290","0"
"-479046","-410113","6057","0"
"-478894","-410029","4329","0"
"-478900","-410029","25251","21718"
"-479361","-410283","7072","0"
"-479242","-410201","5944","0"
"-479244","-410201","15284","0"
"-479265","-410208","25251","21718"
"-479501","-410402","23520","15080"
"-478759","-409946","14155","11695"
"-479185","-410167","8690","0"
"-479435","-410381","14155","11695"
"-479437","-410381","22432","16526"
"-478815","-409971","22379","12471"
"-457183","-387656","18478","0"
"-457185","-387656","30100","26347"
"-459831","-390082","18478","0"
"-459832","-390082","27291","18165"
