Rank,Field    name,Field           Nickname,Disc          year,Water  depth  (feet),Field class,Field   type,Field               GOR     (SCF/STB),"Original  Reserves, Oil (MMbbl)","Original  Reserves, Gas (Bcf)","Original  Reserves, BOE (MMbbl)","Cumulative Production, Oil (MMbbl)","Cumulative Production, Gas (Bcf)","Cumulative Production, BOE (MMbbl)","Reserves, Oil (MMbbl)","Reserves, Gas (Bcf)","Reserves, BOE (MMbbl)"
447,CA029,,1983,43,P,G,"999,999 ",0.0,143.1,25.5,0.0,143.1,25.5,0.0,0.0,0.0
448,SS332,,1983,446,P,G,"15,799 ",6.7,105.0,25.4,6.6,104.9,25.3,0.1,0.1,0.1
449,ST200,PLATINUM,1981,134,P,G,"132,819 ",1.0,136.2,25.3,1.0,136.2,25.3,0.0,0.0,0.0
450,SS091,,1979,36,P,O,"2,027 ",18.8,37.0,25.3,17.4,34.9,23.6,1.4,2.1,1.7
451,MI650,,1988,125,P,G,"521,233 ",0.3,139.1,25.0,0.3,139.1,25.0,0.0,0.0,0.0
452,SM223,JB MOUNTAIN,2002,13,P,G,"15,465 ",6.6,102.3,24.8,4.1,59.9,14.8,2.5,42.4,10.0
453,VR340,,1971,225,P,G,"17,600 ",6.0,105.6,24.8,6.0,105.6,24.8,0.0,0.0,0.0
454,WC040,,1955,33,P,G,"155,238 ",0.8,133.9,24.7,0.8,128.9,23.8,0.0,5.0,0.9
455,MC782,DANTZLER,2013,6575,P,O,"1,031 ",20.8,21.4,24.6,10.5,12.9,12.8,10.3,8.5,11.8
456,ST228,,1965,226,P,G,"14,391 ",6.8,97.7,24.2,5.8,69.6,18.2,1.0,28.1,6.0
457,VR147,,1971,82,P,O,"3,275 ",15.3,50.0,24.2,15.3,50.0,24.2,0.0,0.0,0.0
458,HI511A,,1974,192,P,G,"999,999 ",0.0,135.1,24.1,0.0,135.1,24.1,0.0,0.0,0.0
459,ST292,,1982,283,P,G,"37,092 ",3.1,115.6,23.7,3.1,115.6,23.7,0.0,0.0,0.0
460,HI442A,,1973,175,P,G,"12,300 ",7.4,91.0,23.6,7.1,88.5,22.9,0.3,2.5,0.7
461,EC151,,1987,79,P,G,"87,359 ",1.4,124.5,23.6,1.4,124.5,23.6,0.0,0.0,0.0
462,VR102,,1956,66,P,G,"128,365 ",1.0,127.3,23.6,1.0,127.3,23.6,0.0,0.0,0.0
463,SS084,,1976,19,P,G,"66,849 ",1.8,122.0,23.5,1.8,122.0,23.5,0.0,0.0,0.0
464,ST314,,1976,445,P,O,"2,594 ",16.1,41.7,23.5,15.8,40.4,23.0,0.3,1.3,0.5
465,AT426,BASS LITE,2001,6623,P,G,"999,999 ",0.0,131.2,23.4,0.0,131.2,23.4,0.0,0.0,0.0
466,ST186,,1967,159,P,G,"21,301 ",4.9,104.0,23.4,4.9,104.0,23.4,0.0,0.0,0.0
467,MC698,BIG BEND,2012,7221,P,O,508 ,21.4,10.8,23.4,12.2,6.3,13.4,9.2,4.5,10.0
468,MP103,,1968,40,P,G,"41,679 ",2.8,115.0,23.2,2.8,115.0,23.2,0.0,0.0,0.0
469,BA022A,,1979,129,P,G,"166,652 ",0.8,126.1,23.2,0.8,126.1,23.2,0.0,0.0,0.0
470,WC265,IGUANA,1974,76,P,G,"22,941 ",4.5,103.7,23.0,4.1,96.6,21.3,0.4,7.1,1.7
471,HI557A,,1979,222,P,O,"5,650 ",11.5,64.9,23.0,11.2,62.2,22.2,0.3,2.7,0.8
472,MP064,,1982,36,P,O,"2,181 ",16.5,36.1,22.9,16.3,35.9,22.7,0.2,0.2,0.2
473,SS178,,1984,88,P,O,"2,628 ",15.6,41.0,22.9,15.4,20.7,19.1,0.2,20.3,3.8
474,HI561A,,1975,250,P,O,"8,333 ",9.2,76.5,22.8,9.2,76.5,22.8,0.0,0.0,0.0
475,MO961,,1987,67,P,G,0 ,0.0,127.6,22.7,0.0,121.2,21.6,0.0,6.4,1.1
476,EI074,,1972,19,P,G,"57,986 ",2.0,116.4,22.7,2.0,116.4,22.7,0.0,0.0,0.0
477,MC427,LA FEMME/BWO,2004,5778,P,G,"1,138 ",18.7,21.3,22.5,0.0,0.0,0.0,18.7,21.3,22.5
478,GI033,,1966,88,P,G,"11,929 ",7.2,85.8,22.5,7.2,85.8,22.5,0.0,0.0,0.0
479,HI194,,1984,54,P,G,"319,524 ",0.4,123.9,22.4,0.4,123.9,22.4,0.0,0.0,0.0
480,SS100,,1987,23,P,G,"13,667 ",6.5,89.1,22.4,6.3,89.0,22.2,0.2,0.1,0.2
481,GB877,RED HAWK,2001,5329,P,G,"914,763 ",0.1,125.1,22.4,0.1,125.1,22.4,0.0,0.0,0.0
482,MP252,BUD/BUD LITE,1985,274,P,G,"999,999 ",0.1,124.8,22.3,0.1,124.8,22.3,0.0,0.0,0.0
483,GC627,HOPKINS,2014,4385,P,O,943 ,19.1,18.0,22.3,0.0,0.0,0.0,19.1,18.0,22.3
484,VR162,,1962,91,P,G,"46,478 ",2.4,111.2,22.2,2.4,111.2,22.2,0.0,0.0,0.0
485,HI283A,,1973,171,P,G,"182,463 ",0.7,120.8,22.2,0.7,119.9,22.0,0.0,0.9,0.2
486,MC348,CAMDEN HILLS,1999,7206,P,G,"735,293 ",0.2,122.8,22.0,0.2,111.7,20.0,0.0,11.1,2.0
487,MC029,POMPANO I,1998,2042,P,O,"1,431 ",16.7,29.7,22.0,14.1,20.6,17.8,2.6,9.1,4.2
488,MC079,OTIS,2014,3861,P,G,"9,479 ",8.2,77.6,22.0,2.1,21.6,5.9,6.1,56.0,16.1
489,WR206,CASCADE,2002,8148,P,O,207 ,20.7,4.3,21.5,12.9,2.7,13.4,7.8,1.6,8.1
490,EI162,,1991,67,P,G,"43,358 ",2.5,107.1,21.5,2.5,107.1,21.5,0.0,0.0,0.0
491,SM155,,1979,260,P,G,"15,820 ",5.6,89.3,21.5,5.6,89.3,21.5,0.0,0.0,0.0
492,GB072,SPECTACULAR BID,1986,506,P,O,"2,861 ",14.1,40.5,21.3,13.6,40.0,20.7,0.5,0.5,0.6
493,GC052,MARQUETTE,1984,605,P,O,"1,112 ",17.9,19.9,21.4,16.1,17.1,19.1,1.8,2.8,2.3
494,MP107,,1965,54,P,G,"103,061 ",1.1,113.5,21.3,1.1,113.4,21.3,0.0,0.1,0.0
495,HI355A,,1975,275,P,G,"999,999 ",0.1,119.6,21.3,0.1,119.6,21.3,0.0,0.0,0.0
496,MP093,,1969,46,P,G,"999,999 ",0.1,117.9,21.1,0.1,117.9,21.1,0.0,0.0,0.0
497,PL005,,1994,38,P,G,"32,515 ",3.1,100.5,21.0,3.0,95.2,20.0,0.1,5.3,1.0
498,ST111,,1971,58,P,G,"55,990 ",1.9,106.8,20.9,1.9,106.0,20.8,0.0,0.8,0.1
499,PN010A,,1987,200,P,G,"999,999 ",0.0,117.2,20.9,0.0,117.2,20.9,0.0,0.0,0.0
500,VK734,,1997,316,P,O,"2,255 ",14.9,33.6,20.9,14.9,33.4,20.8,0.0,0.2,0.1
501,GA255,,1969,61,P,O,"7,609 ",8.8,67.3,20.8,8.8,67.3,20.8,0.0,0.0,0.0
502,WD061,,1964,114,P,G,"32,949 ",3.0,99.4,20.7,3.0,99.4,20.7,0.0,0.0,0.0
503,DC133,KING'S PEAK,1993,6511,P,G,"999,999 ",0.1,115.9,20.7,0.1,115.9,20.7,0.0,0.0,0.0
504,GC608,MARCO POLO,2000,4289,P,O,"1,681 ",15.9,26.8,20.7,14.8,24.4,19.2,1.1,2.4,1.5
505,EW947,,1984,505,P,G,"21,984 ",4.2,92.8,20.7,4.2,92.8,20.7,0.0,0.0,0.0
506,VR182,,1971,103,P,G,"13,407 ",6.0,80.9,20.4,6.0,80.9,20.4,0.0,0.0,0.0
507,SS105,,1968,36,P,G,"12,109 ",6.4,78.4,20.4,5.4,76.4,19.0,1.0,2.0,1.4
508,ST301,,1978,340,P,O,"5,003 ",10.8,54.0,20.4,10.8,54.0,20.4,0.0,0.0,0.0
509,VK862,,1976,1049,P,O,"1,001 ",17.3,17.2,20.3,16.3,16.3,19.2,1.0,0.9,1.1
510,WC536,,1981,178,P,G,"238,179 ",0.5,111.3,20.3,0.5,111.3,20.3,0.0,0.0,0.0
511,EB688,BOOMVANG EAST,1988,3756,P,G,"188,085 ",0.6,109.8,20.1,0.6,109.8,20.1,0.0,0.0,0.0
512,VK817,PHAR LAP SHALLO,1982,697,P,G,"174,424 ",0.6,109.3,20.1,0.6,109.2,20.0,0.0,0.1,0.1
513,EI212,,1984,86,P,G,"9,227 ",7.6,69.9,20.0,7.5,69.5,19.9,0.1,0.4,0.1
514,MC365,CRYSTAL,1976,605,P,G,"168,440 ",0.6,108.8,20.0,0.6,108.8,20.0,0.0,0.0,0.0
515,VR369,,1976,304,P,O,"4,986 ",10.6,52.7,19.9,10.4,49.7,19.2,0.2,3.0,0.7
516,HI469A,,1974,205,P,G,"999,999 ",0.0,111.6,19.9,0.0,105.6,18.8,0.0,6.0,1.1
517,PN042A,,1979,221,P,G,"999,999 ",0.0,111.2,19.8,0.0,111.2,19.8,0.0,0.0,0.0
518,VR060,,1975,45,P,G,"772,904 ",0.1,110.5,19.8,0.1,110.5,19.8,0.0,0.0,0.0
519,ST219,,1963,148,P,G,"160,731 ",0.7,107.0,19.7,0.7,107.0,19.7,0.0,0.0,0.0
520,SM160,,1984,277,P,O,"2,175 ",13.9,30.4,19.4,13.8,28.8,19.0,0.1,1.6,0.4
521,HI517A,,1977,210,P,G,"999,999 ",0.1,108.3,19.3,0.1,108.3,19.3,0.0,0.0,0.0
522,WC033,,1957,29,P,G,"19,260 ",4.4,83.6,19.2,4.0,82.1,18.6,0.4,1.5,0.6
523,MO916,,1987,58,P,G,0 ,0.0,107.9,19.2,0.0,104.2,18.5,0.0,3.7,0.7
524,HI088,,1969,38,P,G,"336,302 ",0.3,105.6,19.1,0.3,105.6,19.1,0.0,0.0,0.0
525,WC459,,1966,121,P,G,"700,715 ",0.2,105.7,19.0,0.2,105.7,19.0,0.0,0.0,0.0
526,CA025,,1982,54,P,G,"999,999 ",0.0,106.1,18.9,0.0,106.1,18.9,0.0,0.0,0.0
527,EC049,,1955,49,P,G,"149,817 ",0.7,100.7,18.6,0.7,100.7,18.6,0.0,0.0,0.0
528,VK917,SWORDFISH,2001,4372,P,G,"2,875 ",12.4,35.5,18.6,10.8,34.1,16.8,1.6,1.4,1.8
529,WC118,,1960,33,P,G,"123,988 ",0.8,99.5,18.5,0.8,99.5,18.5,0.0,0.0,0.0
530,EC195,,1966,98,P,G,"32,783 ",2.7,88.6,18.5,2.7,88.6,18.5,0.0,0.0,0.0
531,GB602,MACARONI,1996,3688,P,O,"1,886 ",13.7,26.0,18.4,13.4,24.9,17.9,0.3,1.1,0.5
532,VR359,,1988,262,P,G,"999,999 ",0.0,102.0,18.2,0.0,102.0,18.2,0.0,0.0,0.0
533,EI325,,1974,253,P,G,"51,770 ",1.8,92.2,18.2,1.8,92.2,18.2,0.0,0.0,0.0
534,BA399,,1989,63,P,G,"483,216 ",0.2,100.5,18.1,0.2,100.5,18.1,0.0,0.0,0.0
535,EI348,,1976,344,P,G,"19,399 ",4.0,77.0,17.7,4.0,77.0,17.7,0.0,0.0,0.0
536,MP225,,1995,243,P,G,"112,027 ",0.8,94.8,17.7,0.8,94.8,17.7,0.0,0.0,0.0
537,SS167,,1965,61,P,G,"103,461 ",0.9,93.5,17.5,0.9,93.5,17.5,0.0,0.0,0.0
538,EI147,,1982,54,P,O,"17,905 ",4.2,74.9,17.5,4.2,74.9,17.5,0.0,0.0,0.0
539,EW914,SEATTLE SLEW,1984,906,P,O,"1,267 ",14.2,18.0,17.3,13.4,17.0,16.4,0.8,1.0,0.9
540,GI082,,1966,177,P,G,"8,592 ",6.9,59.1,17.4,6.9,59.1,17.4,0.0,0.0,0.0
541,AT037,MERGANSER,2001,7938,P,G,"999,999 ",0.0,97.8,17.4,0.0,97.8,17.4,0.0,0.0,0.0
542,BA578,,1978,122,P,G,"999,999 ",0.0,96.6,17.2,0.0,96.6,17.2,0.0,0.0,0.0
543,ST156,,1975,174,P,G,"24,492 ",3.2,78.0,17.1,3.2,78.0,17.1,0.0,0.0,0.0
544,MC961,Q,2005,7926,P,G,"999,999 ",0.0,95.7,17.1,0.0,95.7,17.1,0.0,0.0,0.0
545,VR287,,1976,181,P,G,"10,824 ",5.8,63.2,17.1,5.8,63.2,17.1,0.0,0.0,0.0
546,ST198,,1988,128,P,G,"64,358 ",1.4,88.2,17.1,1.4,88.2,17.1,0.0,0.0,0.0
547,MP283,CHINOOK,1997,300,P,O,"12,531 ",5.3,66.0,17.0,4.9,61.2,15.8,0.4,4.8,1.2
548,HI170,,2003,53,P,G,"85,319 ",1.0,89.7,17.0,1.0,89.2,16.9,0.0,0.5,0.1
549,GA391,,1979,95,P,G,"470,450 ",0.2,93.6,16.9,0.2,93.6,16.9,0.0,0.0,0.0
550,BA017A,,1974,147,P,G,"164,069 ",0.6,90.5,16.7,0.6,90.5,16.7,0.0,0.0,0.0
551,GB302,GB302,1991,2346,P,O,"3,110 ",10.8,33.4,16.6,10.3,30.8,15.7,0.5,2.6,0.9
552,VK914,NILE,1997,3535,P,G,"24,330 ",3.1,76.2,16.7,3.1,76.2,16.7,0.0,0.0,0.0
553,SP052,,1974,501,P,G,"46,020 ",1.8,83.1,16.6,1.8,83.1,16.6,0.0,0.0,0.0
554,EB109,TEQUILA,1976,662,P,G,"244,147 ",0.4,90.8,16.5,0.4,90.8,16.5,0.0,0.0,0.0
555,WC225,,1962,59,P,G,"341,251 ",0.3,90.9,16.4,0.3,90.9,16.4,0.0,0.0,0.0
556,LL001,MONDO NW,2005,8351,P,G,"999,999 ",0.0,91.4,16.3,0.0,91.4,16.3,0.0,0.0,0.0
557,MP096,,1968,53,P,G,"999,999 ",0.0,91.3,16.3,0.0,91.3,16.3,0.0,0.0,0.0
558,HI285A,,1978,182,P,G,"711,670 ",0.1,90.6,16.2,0.1,90.6,16.2,0.0,0.0,0.0
559,BA453,,1981,78,P,G,"317,807 ",0.3,89.5,16.2,0.3,89.5,16.2,0.0,0.0,0.0
560,EC317,,1985,222,P,G,"999,999 ",0.0,90.2,16.1,0.0,90.2,16.1,0.0,0.0,0.0
561,EC096,,1976,62,P,G,"924,622 ",0.1,89.4,16.0,0.1,89.4,16.0,0.0,0.0,0.0
562,MC705,FIREBIRD,1992,849,P,G,"8,885 ",6.1,54.5,15.8,4.7,46.5,13.0,1.4,8.0,2.8
563,VR329,,1976,220,P,G,"999,999 ",0.0,88.3,15.7,0.0,88.3,15.7,0.0,0.0,0.0
564,MC718,PLUTO,1995,2802,P,G,"8,000 ",6.5,51.8,15.7,6.5,51.8,15.7,0.0,0.0,0.0
565,EW958,PRINCE,1994,1526,P,O,"1,232 ",12.7,15.6,15.4,10.6,12.0,12.7,2.1,3.6,2.7
566,MP030,,1984,43,P,O,"2,807 ",10.1,28.6,15.3,9.7,28.3,14.8,0.4,0.3,0.5
567,VR412,,1987,460,P,G,"23,438 ",3.0,69.5,15.3,3.0,69.5,15.3,0.0,0.0,0.0
568,SS111,,1985,39,P,G,"71,147 ",1.1,79.3,15.2,1.1,74.8,14.4,0.0,4.5,0.8
569,DC618,SAN JACINTO,2004,7805,P,G,"999,999 ",0.0,84.8,15.1,0.0,84.8,15.1,0.0,0.0,0.0
570,PN967,,1976,119,P,G,"356,823 ",0.2,83.3,15.0,0.2,83.3,15.0,0.0,0.0,0.0
571,SM205,,1985,445,P,G,0 ,0.0,83.2,14.8,0.0,83.2,14.8,0.0,0.0,0.0
572,WC618,,1981,320,P,G,"999,999 ",0.0,83.3,14.8,0.0,83.3,14.8,0.0,0.0,0.0
573,VK069,,1990,99,P,G,0 ,0.0,83.4,14.8,0.0,82.6,14.7,0.0,0.8,0.1
574,SS271,,1965,213,P,G,"419,039 ",0.2,82.0,14.8,0.2,72.7,13.1,0.0,9.3,1.7
575,WC464,,1974,130,P,G,"999,999 ",0.0,82.6,14.7,0.0,82.6,14.7,0.0,0.0,0.0
576,GC299,CLIPPER,2005,3429,P,G,"2,212 ",10.4,23.1,14.5,7.7,20.1,11.2,2.7,3.0,3.3
577,AC024,MADISON,1998,4856,P,O,690 ,12.8,8.9,14.4,12.2,8.4,13.7,0.6,0.5,0.7
578,VK251,,1997,122,P,G,"999,999 ",0.0,80.0,14.3,0.0,73.5,13.1,0.0,6.5,1.2
579,MU739,,1984,122,P,G,"336,985 ",0.2,79.0,14.3,0.2,79.0,14.3,0.0,0.0,0.0
580,MO872,,1988,37,P,G,0 ,0.0,79.5,14.1,0.0,69.3,12.3,0.0,10.2,1.8
581,MC214,ODD JOB,2013,5915,P,O,"1,210 ",11.7,14.1,14.2,2.8,1.9,3.1,8.9,12.2,11.1
582,GA210,GUM WEST PROSPT,1989,56,P,G,"77,643 ",0.9,74.3,14.1,0.9,70.9,13.5,0.0,3.4,0.6
583,WC547,,1978,184,P,G,"999,999 ",0.0,78.9,14.1,0.0,78.9,14.1,0.0,0.0,0.0
584,EC353,,1973,298,P,G,"999,999 ",0.0,79.5,14.1,0.0,79.5,14.1,0.0,0.0,0.0
585,MO821,,1986,51,P,G,"999,999 ",0.0,79.2,14.1,0.0,79.2,14.1,0.0,0.0,0.0
586,AT261,VORTEX,2002,8344,P,G,"999,999 ",0.0,78.9,14.1,0.0,78.9,14.1,0.0,0.0,0.0
587,SP045,,1969,209,P,G,"77,716 ",0.9,72.7,13.9,0.9,72.7,13.9,0.0,0.0,0.0
588,EI047,,1955,22,P,G,"97,578 ",0.8,73.5,13.8,0.8,73.5,13.8,0.0,0.0,0.0
589,VR155,,1975,83,P,G,"61,527 ",1.2,71.1,13.8,1.2,71.1,13.8,0.0,0.0,0.0
590,GI018,,1965,55,P,O,"1,552 ",10.7,16.6,13.6,10.7,16.6,13.6,0.0,0.0,0.0
591,VR084,,1977,50,P,G,"116,859 ",0.6,73.2,13.7,0.6,73.2,13.7,0.0,0.0,0.0
592,SS139,,1957,62,P,G,"13,357 ",4.1,54.2,13.7,3.9,52.7,13.3,0.2,1.5,0.4
593,VR315,,1981,206,P,G,"17,595 ",3.3,58.4,13.7,3.3,58.4,13.7,0.0,0.0,0.0
594,ST076,,1985,60,P,G,"15,020 ",3.7,55.6,13.6,3.7,55.6,13.6,0.0,0.0,0.0
595,HI045,,1982,32,P,G,"126,532 ",0.6,72.9,13.5,0.6,72.9,13.5,0.0,0.0,0.0
596,GB409,LADYBUG,1997,1358,P,O,"1,064 ",11.4,12.1,13.5,11.4,12.1,13.5,0.0,0.0,0.0
597,EC171,,1996,78,P,G,"88,454 ",0.8,71.2,13.5,0.8,71.2,13.5,0.0,0.0,0.0
598,VR318,,1983,206,P,G,"26,109 ",2.4,62.4,13.5,2.4,62.4,13.5,0.0,0.0,0.0
599,WC406,,1977,95,P,G,"449,848 ",0.2,74.7,13.4,0.2,74.7,13.4,0.0,0.0,0.0
600,GC136,SHASTA,1981,969,P,G,"271,301 ",0.3,74.0,13.4,0.3,74.0,13.4,0.0,0.0,0.0
601,EC060,,1988,53,P,G,"20,178 ",2.9,58.6,13.3,2.9,58.6,13.3,0.0,0.0,0.0
602,GC385,PEGASUS,2005,3512,P,O,"1,022 ",11.1,11.4,13.1,10.1,10.1,11.9,1.0,1.3,1.2
603,WC432,,1990,102,P,G,"999,999 ",0.0,74.0,13.2,0.0,74.0,13.2,0.0,0.0,0.0
604,HI313A,,1974,217,P,G,0 ,0.0,73.6,13.1,0.0,73.6,13.1,0.0,0.0,0.0
605,SS015,,1962,12,P,G,"17,465 ",3.1,55.6,13.0,2.8,49.5,11.6,0.3,6.1,1.4
606,WC409,,1976,104,P,G,"218,234 ",0.3,72.0,13.1,0.3,72.0,13.1,0.0,0.0,0.0
607,VR122,,1981,77,P,G,"44,940 ",1.5,65.6,13.1,1.5,65.6,13.1,0.0,0.0,0.0
608,CA040,,1984,98,P,G,"422,292 ",0.2,71.9,13.0,0.2,71.9,13.0,0.0,0.0,0.0
609,ST163,,1976,105,P,G,"396,751 ",0.2,72.2,13.0,0.2,72.2,13.0,0.0,0.0,0.0
610,HI206,,1968,53,P,O,"23,298 ",2.5,58.8,13.0,2.5,58.3,12.9,0.0,0.5,0.1
611,BA437,,1980,66,P,G,"299,736 ",0.2,70.6,12.8,0.2,70.6,12.8,0.0,0.0,0.0
612,WC229,,1962,63,P,G,"228,226 ",0.3,70.4,12.8,0.3,70.4,12.8,0.0,0.0,0.0
613,MI633,,1988,81,P,G,"149,720 ",0.5,69.0,12.7,0.5,69.0,12.7,0.0,0.0,0.0
614,WC436,,1974,115,P,G,"206,797 ",0.3,68.3,12.5,0.3,68.3,12.5,0.0,0.0,0.0
615,SM027,,1965,91,P,G,"10,694 ",4.3,46.0,12.5,4.1,45.0,12.2,0.2,1.0,0.3
616,MC431,Son of Bluto 2,2012,6426,P,O,738 ,11.0,8.4,12.5,5.8,4.3,6.6,5.2,4.1,5.9
617,HI416A,,1976,139,P,G,"30,452 ",1.9,59.2,12.5,1.9,59.2,12.5,0.0,0.0,0.0
618,GB161,SPEND A BUCK,1988,986,P,O,"1,790 ",9.4,17.0,12.4,9.1,15.9,11.9,0.3,1.1,0.5
619,GB516,SERRANO,1996,3340,P,G,"12,048 ",3.9,47.0,12.3,3.9,47.0,12.3,0.0,0.0,0.0
620,MU784,,1984,179,P,G,"525,642 ",0.1,68.4,12.3,0.1,68.4,12.3,0.0,0.0,0.0
621,WC222,,1976,63,P,G,"120,552 ",0.5,65.9,12.3,0.5,65.9,12.3,0.0,0.0,0.0
622,WC187,,1987,50,P,G,"235,031 ",0.3,66.9,12.2,0.3,66.9,12.2,0.0,0.0,0.0
623,MO870,,1987,59,P,G,0 ,0.0,68.8,12.2,0.0,68.3,12.1,0.0,0.5,0.1
624,ST265,,1988,204,P,G,"20,611 ",2.6,52.8,12.0,2.6,52.8,12.0,0.0,0.0,0.0
625,EB992,ROCKEFELLER,1995,4865,P,G,"390,903 ",0.2,66.6,12.0,0.2,66.6,12.0,0.0,0.0,0.0
626,PL006,,1993,43,P,G,"71,061 ",0.9,62.2,11.9,0.9,62.2,11.9,0.0,0.0,0.0
627,SM192,,1991,402,P,G,"7,822 ",4.9,39.1,11.9,4.9,38.6,11.8,0.0,0.5,0.1
628,BA001A,,1970,113,P,G,"43,599 ",1.3,58.6,11.8,1.3,58.6,11.8,0.0,0.0,0.0
629,HI555A,,1974,258,P,G,"16,327 ",3.0,49.4,11.8,3.0,49.4,11.8,0.0,0.0,0.0
630,VK340,,2001,128,P,G,"999,999 ",0.0,66.5,11.9,0.0,59.5,10.6,0.0,7.0,1.3
631,EB949,MARSHALL,1998,4376,P,O,970 ,9.9,9.7,11.7,9.5,9.3,11.2,0.4,0.4,0.5
632,VK204,,1982,122,P,G,"999,999 ",0.0,65.5,11.6,0.0,64.8,11.5,0.0,0.7,0.1
633,MO991,,1987,85,P,G,0 ,0.0,65.7,11.7,0.0,65.7,11.7,0.0,0.0,0.0
634,SM265,,1977,27,P,G,"233,277 ",0.3,64.0,11.7,0.3,64.0,11.7,0.0,0.0,0.0
635,GA350,,1969,82,P,G,"326,634 ",0.2,64.0,11.6,0.2,64.0,11.6,0.0,0.0,0.0
636,MC707,VALLEY FORGE,2007,1538,P,G,"1,972 ",8.6,16.9,11.6,4.1,11.2,6.1,4.5,5.7,5.5
637,MP129,,1961,140,P,O,"6,463 ",5.4,34.9,11.6,5.1,34.5,11.2,0.3,0.4,0.4
638,GA151,,1987,50,P,G,"17,105 ",2.8,48.6,11.5,2.8,48.6,11.5,0.0,0.0,0.0
639,WC295,,2005,48,P,G,"191,687 ",0.3,62.7,11.4,0.3,55.8,10.2,0.0,6.9,1.2
640,SM166,,1973,258,P,G,"3,495 ",7.0,24.6,11.4,6.3,20.9,10.0,0.7,3.7,1.4
641,SS323,,1970,307,P,G,"999,999 ",0.0,63.4,11.3,0.0,63.4,11.3,0.0,0.0,0.0
642,WC427,,1977,102,P,G,"999,999 ",0.0,63.2,11.3,0.0,63.2,11.3,0.0,0.0,0.0
643,WD098,,1986,172,P,G,"19,541 ",2.5,49.1,11.3,2.5,49.1,11.3,0.0,0.0,0.0
644,MP069,,1969,50,P,G,"12,873 ",3.4,44.1,11.3,3.3,43.2,11.0,0.1,0.9,0.3
645,MC794,CLAIBORNE,2015,1433,J,O,"1,117 ",9.4,10.5,11.2,0.0,0.0,0.0,9.4,10.5,11.2
646,VR332,,1993,203,P,O,"2,517 ",7.7,19.4,11.2,7.0,18.8,10.4,0.7,0.6,0.8
647,EI030,,1989,14,P,G,"50,689 ",1.1,56.1,11.1,1.1,56.1,11.1,0.0,0.0,0.0
648,GB244,COTTONWOOD,2001,2089,P,G,"4,177 ",6.4,26.6,11.1,5.9,23.7,10.1,0.5,2.9,1.0
649,MC506,WRIGLEY,2005,3682,P,G,"593,915 ",0.1,60.6,10.9,0.1,56.7,10.2,0.0,3.9,0.7
650,WC055,,1982,35,P,G,"82,246 ",0.7,56.7,10.8,0.5,40.0,7.6,0.2,16.7,3.2
651,MI696,,1982,81,P,G,"272,615 ",0.2,59.2,10.8,0.2,59.2,10.8,0.0,0.0,0.0
652,BA021A,,1979,123,P,G,"999,999 ",0.1,60.1,10.8,0.1,60.1,10.8,0.0,0.0,0.0
653,VK114,,1997,114,P,G,0 ,0.0,60.8,10.8,0.0,60.8,10.8,0.0,0.0,0.0
654,VR207,,1991,114,P,G,"6,880 ",4.8,33.1,10.7,4.3,32.3,10.0,0.5,0.8,0.7
655,MU016A,,1976,274,P,G,"999,999 ",0.0,59.6,10.6,0.0,59.6,10.6,0.0,0.0,0.0
656,WC130,,1996,39,P,G,"606,241 ",0.1,58.9,10.6,0.1,58.9,10.6,0.0,0.0,0.0
657,SA013,,1979,35,P,O,"3,830 ",6.3,24.1,10.6,6.1,23.2,10.3,0.2,0.9,0.3
658,WC116,,1979,37,P,G,"143,923 ",0.4,56.3,10.4,0.4,56.3,10.4,0.0,0.0,0.0
659,EI327,,1975,259,P,O,"4,441 ",5.8,25.8,10.4,5.6,25.6,10.2,0.2,0.2,0.2
660,VR075,,1981,23,P,G,"68,138 ",0.8,54.1,10.4,0.8,54.1,10.4,0.0,0.0,0.0
661,HI544A,,1977,237,P,G,"106,540 ",0.5,55.0,10.3,0.5,54.2,10.1,0.0,0.8,0.2
662,VR410,,1975,376,P,G,"999,999 ",0.0,57.4,10.2,0.0,57.4,10.2,0.0,0.0,0.0
663,HI128,,1987,49,P,G,"512,413 ",0.1,56.0,10.1,0.1,56.0,10.1,0.0,0.0,0.0
664,WC077,,2005,40,P,G,"63,928 ",0.8,51.9,10.1,0.7,49.6,9.6,0.1,2.3,0.5
665,GB224,SANTA FE,1984,764,P,G,"999,999 ",0.0,56.7,10.1,0.0,56.7,10.1,0.0,0.0,0.0
666,MU785,,1989,171,P,G,"999,999 ",0.0,57.0,10.1,0.0,57.0,10.1,0.0,0.0,0.0
667,GA389,,1961,100,P,G,"228,083 ",0.2,55.2,10.1,0.2,55.2,10.1,0.0,0.0,0.0
668,VR348,,1973,241,P,G,"97,359 ",0.5,53.4,10.1,0.5,53.4,10.1,0.0,0.0,0.0
669,BA491,,1988,75,P,G,"692,799 ",0.1,55.9,10.0,0.1,53.2,9.5,0.0,2.7,0.5
670,SS058,,1966,19,P,G,"7,957 ",4.2,33.1,10.0,4.1,29.7,9.3,0.1,3.4,0.7
671,AC065,DIANA SOUTH,1997,4852,P,G,"39,858 ",1.2,49.1,10.0,1.2,49.1,10.0,0.0,0.0,0.0
672,HI371A,,1994,398,P,G,"999,999 ",0.0,55.9,9.9,0.0,55.9,9.9,0.0,0.0,0.0
673,EC185,,1971,94,P,G,"37,392 ",1.3,47.9,9.8,1.3,47.9,9.8,0.0,0.0,0.0
