Lease Number,Area Code,Block Number,Lease Status Code,Lease Effective Date,Lease Expiration Date,Block Max Water Depth (meters)
G15847,GB,170,EXPIR,3/1/1996,2/28/2001,430
G15848,GB,173,EXPIR,3/1/1996,2/28/2001,389
G15849,GB,177,RELINQ,11/1/1995,10/29/1998,188
G15850,GB,178,RELINQ,11/1/1995,10/29/1998,180
G15851,GB,199,EXPIR,2/1/1996,1/31/2001,326
G15852,GB,200,UNIT,11/1/1995,,590
G15853,GB,204,RELINQ,2/1/1996,12/22/2000,497
G15854,GB,205,RELINQ,2/1/1996,1/26/2001,510
G15855,GB,206,RELINQ,2/1/1996,1/30/2001,614
G15856,GB,207,EXPIR,2/1/1996,1/31/2001,569
G15857,GB,221,RELINQ,11/1/1995,10/29/1998,224
G15858,GB,233,RELINQ,2/1/1996,1/28/2000,201
G15859,GB,234,NO-ISS,,,199
G15860,GB,244,PROD,1/1/1996,,678
G15861,GB,245,RELINQ,1/1/1996,12/27/2000,698
G15862,GB,247,RELINQ,11/1/1995,10/31/2000,676
G15863,GB,249,RELINQ,2/1/1996,1/19/1999,673
G15864,GB,266,EXPIR,2/1/1996,1/31/2001,323
G15865,GB,267,EXPIR,2/1/1996,1/31/2001,300
G15866,GB,270,RELINQ,11/1/1995,10/19/1998,300
G15867,GB,272,TERMIN,11/1/1995,9/15/2001,320
G15868,GB,275,RELINQ,11/1/1995,10/29/1997,241
G15869,GB,293,RELINQ,2/1/1996,1/19/1999,742
G15870,GB,312,RELINQ,2/1/1996,1/28/1999,474
G15871,GB,313,RELINQ,2/1/1996,1/28/1999,631
G15872,GB,317,EXPIR,11/1/1995,10/31/2000,335
G15873,GB,324,EXPIR,2/1/1996,1/31/2001,286
G15874,GB,325,EXPIR,2/1/1996,1/31/2001,300
G15875,GB,333,RELINQ,11/1/1995,10/4/2000,796
G15876,GB,334,RELINQ,12/1/1995,10/4/2000,635
G15877,GB,336,RELINQ,11/1/1995,10/31/2000,663
G15878,GB,337,RELINQ,11/1/1995,10/31/2000,738
G15879,GB,341,PROD,2/1/1996,,743
G15880,GB,342,RELINQ,2/1/1996,1/17/2001,582
G15881,GB,346,RELINQ,2/1/1996,1/17/2001,745
G15882,GB,360,EXPIR,11/1/1995,10/31/2000,395
G15883,GB,362,RELINQ,11/1/1995,9/16/1998,262
G15884,GB,363,RELINQ,11/1/1995,9/16/1998,388
G15885,GB,373,RELINQ,11/1/1995,10/23/2000,758
G15886,GB,377,RELINQ,11/1/1995,10/4/2000,899
G15887,GB,390,RELINQ,2/1/1996,1/17/2001,834
G15888,GB,399,RELINQ,11/1/1995,10/31/2000,698
G15889,GB,400,RELINQ,11/1/1995,10/31/2000,592
G15890,GB,408,RELINQ,1/1/1996,12/16/1998,451
G15891,GB,409,TERMIN,1/1/1996,11/6/2015,485
G15892,GB,411,EXPIR,11/1/1995,10/31/2000,422
G15893,GB,412,TERMIN,11/1/1995,1/22/2001,462
G15894,GB,413,RELINQ,11/1/1995,10/26/2000,529
G15895,GB,417,RELINQ,11/1/1995,10/13/2000,839
G15896,GB,418,RELINQ,11/1/1995,10/13/2000,879
G15897,GB,444,RELINQ,11/1/1995,10/31/2000,693
G15898,GB,451,RELINQ,11/1/1995,10/28/1999,548
G15899,GB,452,RELINQ,11/1/1995,10/28/1999,641
G15900,GB,460,RELINQ,11/1/1995,10/25/2000,843
G15901,GB,479,RELINQ,11/1/1995,10/13/2000,806
G15902,GB,480,RELINQ,11/1/1995,10/13/2000,819
G15903,GB,481,EXPIR,11/1/1995,10/31/2005,841
G15904,GB,504,RELINQ,11/1/1995,10/14/1999,910
G15905,GB,505,RELINQ,11/1/1995,10/14/1999,826
G15906,GB,518,RELINQ,2/1/1996,1/30/2007,860
G15907,GB,519,EXPIR,2/1/1996,1/31/2006,926
G15908,GB,523,RELINQ,11/1/1995,10/13/2000,949
G15909,GB,525,EXPIR,11/1/1995,10/31/2005,973
G15910,GB,536,RELINQ,1/1/1996,12/12/2000,552
G15911,GB,537,EXPIR,1/1/1996,12/31/2003,636
G15912,GB,538,RELINQ,1/1/1996,12/12/2000,630
G15913,GB,560,EXPIR,2/1/1996,1/31/2006,923
G15914,GB,561,RELINQ,2/1/1996,1/30/2007,1014
G15915,GB,566,RELINQ,11/1/1995,10/30/2000,1106
G15916,GB,567,EXPIR,11/1/1995,10/31/2005,1156
G15917,GB,568,EXPIR,11/1/1995,10/31/2005,969
G15918,GB,569,EXPIR,11/1/1995,10/31/2005,1013
G15919,GB,580,EXPIR,1/1/1996,12/31/2003,696
G15920,GB,581,RELINQ,1/1/1996,12/12/2000,750
G15921,GB,584,RELINQ,11/1/1995,10/26/1999,750
G15922,GB,585,RELINQ,11/1/1995,10/26/1999,803
G15923,GB,609,EXPIR,11/1/1995,10/31/2005,968
G15924,GB,610,EXPIR,11/1/1995,10/31/2005,1285
G15925,GB,611,EXPIR,11/1/1995,10/31/2005,1305
G15926,GB,613,EXPIR,11/1/1995,10/31/2005,1243
G15927,GB,625,RELINQ,1/1/1996,12/2/2015,930
G15928,GB,628,RELINQ,11/1/1995,10/27/2000,954
G15929,GB,629,RELINQ,11/1/1995,10/27/2000,953
G15930,GB,654,EXPIR,11/1/1995,10/31/2005,1280
G15931,GB,673,EXPIR,11/1/1995,10/31/2005,1245
G15932,GB,687,RELINQ,11/1/1995,10/22/2004,1191
G15933,GB,688,RELINQ,11/1/1995,10/22/2004,1096
G15934,GB,689,RELINQ,11/1/1995,10/22/2004,1043
G15935,GB,690,RELINQ,11/1/1995,10/22/2004,1247
G15936,GB,691,RELINQ,11/1/1995,10/22/2004,1326
G15937,GB,692,EXPIR,11/1/1995,10/31/2005,1277
G15938,GB,693,EXPIR,11/1/1995,10/31/2005,1310
G15939,GB,698,EXPIR,11/1/1995,10/31/2005,1291
G15940,GB,699,EXPIR,11/1/1995,10/31/2005,1149
G15941,GB,731,RELINQ,11/1/1995,10/22/2004,1209
G15942,GB,732,EXPIR,11/1/1995,10/31/2005,1171
G15943,GB,733,EXPIR,11/1/1995,10/31/2005,1095
G15944,GB,742,RELINQ,11/1/1995,10/24/2000,1500
G15945,GB,743,RELINQ,11/1/1995,10/24/2000,1521
G15946,GB,744,EXPIR,11/1/1995,10/31/2005,1524
G15947,GB,820,RELINQ,11/1/1995,10/22/2004,1431
G15948,GB,821,EXPIR,11/1/1995,10/31/2005,1478
G15949,GB,823,EXPIR,11/1/1995,10/31/2005,1346
G15950,GB,909,RELINQ,11/1/1995,10/22/2004,1630
G15951,PI,612,RELINQ,11/1/1995,10/23/1998,974
G15952,PI,702,EXPIR,11/1/1995,10/31/2005,1054
G15953,PI,703,EXPIR,11/1/1995,10/31/2005,1116
G15954,PI,704,EXPIR,11/1/1995,10/31/2005,1147
G15955,PI,748,EXPIR,11/1/1995,10/31/2005,1142
G15956,AC,66,EXPIR,11/1/1995,10/31/2005,1375
G15957,AC,67,EXPIR,11/1/1995,10/31/2005,1532
G15958,AC,111,EXPIR,11/1/1995,10/31/2005,1516
G15959,AC,114,EXPIR,11/1/1995,10/31/2005,1612
G15960,AC,155,EXPIR,11/1/1995,10/31/2005,1516
G15961,AC,156,EXPIR,11/1/1995,10/31/2005,1574
G15962,AC,157,EXPIR,11/1/1995,10/31/2005,1587
G15963,AC,199,EXPIR,11/1/1995,10/31/2005,1416
G15964,AC,200,EXPIR,11/1/1995,10/31/2005,1561
G15965,AC,243,EXPIR,11/1/1995,10/31/2005,1623
G15966,AC,244,EXPIR,11/1/1995,10/31/2005,1613
G15967,AC,487,EXPIR,11/1/1995,10/31/2005,1321
G15968,AC,530,EXPIR,11/1/1995,10/31/2005,1309
G15969,AC,555,RELINQ,11/1/1995,10/21/2004,2518
G15970,AC,643,RELINQ,11/1/1995,10/21/2004,2461
G15971,AC,705,EXPIR,11/1/1995,10/31/2005,1171
G15972,KC,452,EXPIR,11/1/1995,10/31/2005,1651
G15973,KC,453,EXPIR,11/1/1995,10/31/2005,1727
G15974,KC,497,EXPIR,11/1/1995,10/31/2005,1863
G16100,WC,21,EXPIR,7/1/1996,6/30/2001,9
G16101,WC,25,EXPIR,6/1/1996,5/31/2001,8
G16102,WC,26,RELINQ,6/1/1996,5/30/2000,12
G16103,WC,27,EXPIR,6/1/1996,5/31/2001,9
G16104,WC,28,TERMIN,8/1/1996,6/1/2012,9
G16105,WC,37,EXPIR,8/1/1996,7/31/2001,10
G16106,WC,38,EXPIR,6/1/1996,5/31/2001,10
G16107,WC,43,TERMIN,6/1/1996,3/26/2010,11
G16108,WC,44,RELINQ,6/1/1996,5/27/1998,11
G16109,WC,59,EXPIR,7/1/1996,6/30/2001,12
G16110,WC,69,EXPIR,7/1/1996,6/30/2001,13
G16111,WC,72,EXPIR,6/1/1996,5/31/2001,13
G16112,WC,73,EXPIR,6/1/1996,5/31/2001,14
G16113,WC,80,EXPIR,8/1/1996,7/31/2001,12
G16114,WC,93,EXPIR,8/1/1996,7/31/2001,12
G16115,WC,101,TERMIN,6/1/1996,7/1/2007,13
G16116,WC,104,EXPIR,7/1/1996,6/30/2001,13
G16117,WC,109,EXPIR,6/1/1996,5/31/2001,13
G16118,WC,115,EXPIR,8/1/1996,7/31/2001,11
G16119,WC,129,EXPIR,6/1/1996,5/31/2001,13
G16120,WC,135,EXPIR,6/1/1996,5/31/2001,14
G16121,WC,148,TERMIN,9/1/1996,1/21/2015,21
G16122,WC,152,RELINQ,7/1/1996,12/30/2008,14
G16123,WC,195,TERMIN,6/1/1996,7/30/2005,17
G16124,WC,207,EXPIR,8/1/1996,7/31/2001,17
G16125,WC,210,EXPIR,8/1/1996,7/31/2001,17
G16126,WC,211,EXPIR,8/1/1996,7/31/2001,17
G16127,WC,217,EXPIR,6/1/1996,5/31/2001,19
G16128,WC,220,EXPIR,6/1/1996,5/31/2001,20
G16129,WC,228,EXPIR,7/1/1996,6/30/2001,20
G16130,WC,230,EXPIR,6/1/1996,5/31/2001,20
G16131,WC,232,RELINQ,6/1/1996,5/17/1999,20
G16132,WC,233,RELINQ,6/1/1996,5/17/1999,20
G16133,WC,234,RELINQ,6/1/1996,5/17/1999,22
G16134,WC,239,TERMIN,9/1/1996,5/29/2005,22
G16135,WC,243,EXPIR,7/1/1996,6/30/2001,21
G16136,WC,246,RELINQ,6/1/1996,5/17/1999,24
G16137,WC,255,RELINQ,9/1/1996,8/29/2000,26
G16138,WC,283,EXPIR,6/1/1996,5/31/2001,33
G16139,WC,298,EXPIR,6/1/1996,5/31/2001,16
G16140,WC,316,EXPIR,8/1/1996,7/31/2001,21
G16141,WC,317,TERMIN,7/1/1996,1/27/2003,21
G16142,WC,318,EXPIR,7/1/1996,6/30/2001,20
G16143,WC,320,RELINQ,6/1/1996,5/17/1999,20
G16144,WC,322,RELINQ,6/1/1996,5/28/1999,20
G16145,WC,327,RELINQ,6/1/1996,5/17/1999,21
G16146,WC,328,RELINQ,9/1/1996,8/29/2000,21
G16147,WC,329,RELINQ,6/1/1996,5/17/1999,20
G16148,WC,330,EXPIR,6/1/1996,5/31/2001,21
G16149,WC,334,RELINQ,6/1/1996,5/17/1999,21
G16150,WC,335,EXPIR,6/1/1996,5/31/2001,22
G16151,WC,336,EXPIR,6/1/1996,5/31/2001,23
G16152,WC,339,RELINQ,6/1/1996,5/17/1999,20
G16153,WC,341,RELINQ,6/1/1996,5/17/1999,23
G16154,WC,344,RELINQ,6/1/1996,5/17/1999,24
G16155,WC,351,RELINQ,6/1/1996,5/17/1999,24
G16156,WC,353,RELINQ,6/1/1996,5/17/1999,23
G16157,WC,354,RELINQ,6/1/1996,5/17/1999,23
G16158,WC,355,EXPIR,6/1/1996,5/31/2001,23
G16159,WC,356,EXPIR,6/1/1996,5/31/2001,22
G16160,WC,357,EXPIR,6/1/1996,5/31/2001,24
G16161,WC,358,EXPIR,6/1/1996,5/31/2001,24
G16162,WC,361,RELINQ,6/1/1996,5/17/1999,22
G16163,WC,362,EXPIR,8/1/1996,7/31/2001,24
G16164,WC,371,RELINQ,6/1/1996,5/17/1999,23
G16165,WC,372,RELINQ,6/1/1996,5/17/1999,22
G16166,WC,373,RELINQ,6/1/1996,5/17/1999,23
G16167,WC,374,EXPIR,6/1/1996,5/31/2001,24
G16168,WC,375,EXPIR,6/1/1996,5/31/2001,24
G16169,WC,376,EXPIR,6/1/1996,5/31/2001,23
G16170,WC,377,RELINQ,6/1/1996,5/30/2000,22
G16171,WC,378,RELINQ,6/1/1996,5/30/2000,22
G16172,WC,379,REJECT,,,22
G16173,WC,391,RELINQ,6/1/1996,5/30/2000,28
G16174,WC,393,RELINQ,9/1/1996,8/27/1999,26
G16175,WC,395,RELINQ,6/1/1996,5/11/2000,25
G16176,WC,396,EXPIR,6/1/1996,5/31/2001,26
G16177,WC,399,EXPIR,6/1/1996,5/31/2001,29
G16178,WC,402,RELINQ,9/1/1996,8/30/1999,27
G16179,WC,403,RELINQ,6/1/1996,5/30/2000,29
G16180,WC,413,RELINQ,6/1/1996,5/30/2000,30
G16181,WC,414,RELINQ,6/1/1996,5/30/2000,30
G16182,WC,416,EXPIR,8/1/1996,7/31/2001,30
G16183,WC,420,EXPIR,6/1/1996,5/31/2001,31
G16184,WC,423,EXPIR,7/1/1996,7/31/2001,31
G16185,WC,424,EXPIR,7/1/1996,6/30/2001,30
G16186,WC,440,EXPIR,7/1/1996,6/30/2001,34
G16187,WC,441,EXPIR,6/1/1996,5/31/2001,34
G16188,WC,448,RELINQ,6/1/1996,5/30/2000,37
G16189,WC,449,EXPIR,6/1/1996,5/31/2001,38
G16190,WC,468,EXPIR,7/1/1996,6/30/2001,39
G16191,WC,475,TERMIN,8/1/1996,9/9/2001,41
G16192,WC,488,EXPIR,9/1/1996,8/31/2001,42
G16193,WC,489,RELINQ,9/1/1996,8/20/1999,43
G16194,WC,490,RELINQ,9/1/1996,8/4/2000,44
G16195,WC,492,TERMIN,8/1/1996,8/31/2006,45
G16196,WC,493,EXPIR,7/1/1996,6/30/2001,45
G16197,WC,495,EXPIR,8/1/1996,7/31/2001,45
G16198,WC,497,RELINQ,8/1/1996,7/1/1999,50
G16199,WC,500,EXPIR,7/1/1996,6/30/2001,50
G16200,WC,505,TERMIN,6/1/1996,9/7/2002,46
G16201,WC,513,TERMIN,8/1/1996,11/30/2015,52
G16202,WC,528,TERMIN,8/1/1996,3/29/2006,55
G16203,WC,549,TERMIN,9/1/1996,1/27/2009,57
G16204,WC,559,TERMIN,8/1/1996,1/28/2002,64
G16205,WC,562,EXPIR,9/1/1996,8/31/2001,60
G16206,WC,577,EXPIR,9/1/1996,8/31/2001,71
G16207,WC,578,RELINQ,9/1/1996,8/30/2001,69
G16208,WC,579,EXPIR,9/1/1996,8/31/2001,70
G16209,WC,583,EXPIR,9/1/1996,8/31/2001,76
G16210,WC,584,REJECT,,,77
G16211,WC,596,EXPIR,9/1/1996,8/31/2001,81
G16212,WC,597,EXPIR,9/1/1996,8/31/2001,85
G16213,WC,598,REJECT,,,85
G16214,WC,602,EXPIR,9/1/1996,8/31/2001,91
G16215,WC,603,EXPIR,9/1/1996,8/31/2001,90
G16216,WC,610,TERMIN,7/1/1996,4/14/2015,87
G16217,WC,611,EXPIR,7/1/1996,6/30/2001,88
G16218,WC,614,TERMIN,7/1/1996,5/1/2002,94
G16219,WC,619,EXPIR,6/1/1996,5/31/2001,100
G16220,WC,629,EXPIR,6/1/1996,5/31/2001,104
G16221,WC,656,EXPIR,7/1/1996,6/30/2001,132
G16222,WC,657,EXPIR,7/1/1996,6/30/2001,130
G16223,WC,660,EXPIR,7/1/1996,6/30/2001,163
G16224,WC,661,TERMIN,8/1/1996,3/5/2017,154
G16225,WC,662,RELINQ,7/1/1996,6/29/1999,150
G16226,EC,11,RELINQ,6/1/1996,5/26/1999,10
G16227,EC,14,EXPIR,6/1/1996,5/31/2001,11
G16228,EC,20,RELINQ,6/1/1996,5/30/2000,9
G16229,EC,37,RELINQ,6/1/1996,5/30/2000,12
G16230,EC,43,EXPIR,7/1/1996,6/30/2001,15
G16231,EC,80,EXPIR,8/1/1996,7/31/2001,18
G16232,EC,85,EXPIR,6/1/1996,5/31/2001,19
G16233,EC,107,RELINQ,6/1/1996,5/30/2000,20
G16234,EC,108,RELINQ,6/1/1996,5/30/2000,20
G16235,EC,114,EXPIR,6/1/1996,5/31/2001,22
G16236,EC,116,RELINQ,6/1/1996,5/27/1999,22
G16237,EC,117,EXPIR,6/1/1996,5/31/2001,22
G16238,EC,127,EXPIR,6/1/1996,5/31/2001,24
G16239,EC,142,TERMIN,9/1/1996,3/17/2006,26
G16240,EC,154,TERMIN,8/1/1996,8/27/2006,24
G16241,EC,173,EXPIR,6/1/1996,5/31/2001,27
G16242,EC,191,EXPIR,9/1/1996,8/31/2001,31
G16243,EC,195,EXPIR,9/1/1996,8/31/2001,31
G16244,EC,196,TERMIN,9/1/1996,8/16/2008,31
G16245,EC,197,RELINQ,9/1/1996,8/18/1999,31
G16246,EC,198,RELINQ,6/1/1996,5/30/2000,31
G16247,EC,202,RELINQ,6/1/1996,5/22/2000,33
G16248,EC,207,EXPIR,7/1/1996,6/30/2001,33
G16249,EC,208,REJECT,,,33
G16250,EC,211,RELINQ,8/1/1996,7/24/1997,35
G16251,EC,216,EXPIR,9/1/1996,8/31/2001,35
G16252,EC,217,EXPIR,8/1/1996,7/31/2001,35
G16253,EC,224,EXPIR,8/1/1996,7/31/2001,35
G16254,EC,225,EXPIR,7/1/1996,6/30/2001,37
G16255,EC,230,TERMIN,8/1/1996,2/21/2005,38
G16256,EC,232,EXPIR,8/1/1996,7/31/2001,38
G16257,EC,233,EXPIR,6/1/1996,5/31/2001,38
G16258,EC,237,EXPIR,6/1/1996,5/31/2001,42
G16259,EC,239,EXPIR,8/1/1996,7/31/2001,42
G16260,EC,242,REJECT,,,42
G16261,EC,246,EXPIR,9/1/1996,8/31/2001,46
G16262,EC,249,EXPIR,6/1/1996,5/31/2001,46
G16263,EC,250,EXPIR,6/1/1996,5/31/2001,46
G16264,EC,258,EXPIR,6/1/1996,5/31/2001,51
G16265,EC,259,EXPIR,9/1/1996,8/31/2001,48
G16266,EC,266,EXPIR,6/1/1996,5/31/2001,51
G16267,EC,267,TERMIN,6/1/1996,11/17/2007,53
G16268,EC,287,TERMIN,6/1/1996,12/27/2005,59
G16269,EC,289,EXPIR,7/1/1996,6/30/2001,59
G16270,EC,305,TERMIN,8/1/1996,5/29/2003,60
G16271,EC,315,EXPIR,6/1/1996,5/31/2001,66
G16272,EC,343,EXPIR,6/1/1996,5/31/2001,83
G16273,EC,368,TERMIN,6/1/1996,5/31/2010,112
G16274,EC,375,EXPIR,6/1/1996,5/31/2001,178
G16275,EC,376,EXPIR,6/1/1996,5/31/2001,175
G16276,VR,17,EXPIR,6/1/1996,5/31/2001,9
G16277,VR,18,RELINQ,6/1/1996,5/30/2000,9
G16278,VR,19,RELINQ,6/1/1996,5/30/2000,10
G16279,VR,29,EXPIR,6/1/1996,5/31/2001,6
G16280,VR,44,RELINQ,6/1/1996,5/30/2000,11
G16281,VR,45,EXPIR,8/1/1996,7/31/2001,11
G16282,VR,48,EXPIR,6/1/1996,5/31/2001,8
G16283,VR,49,RELINQ,6/1/1996,10/5/2001,7
G16284,VR,59,RELINQ,6/1/1996,5/30/2000,13
G16285,VR,73,EXPIR,8/1/1996,7/31/2001,7
G16286,VR,74,RELINQ,8/1/1996,7/23/1999,6
G16287,VR,79,RELINQ,6/1/1996,5/30/2000,16
G16288,VR,80,EXPIR,6/1/1996,5/31/2001,17
G16289,VR,92,EXPIR,9/1/1996,8/31/2001,7
G16290,VR,96,TERMIN,6/1/1996,7/31/2001,15
G16291,VR,103,REJECT,,,20
G16292,VR,105,REJECT,,,20
G16293,VR,108,RELINQ,9/1/1996,8/29/2000,16
G16294,VR,109,EXPIR,6/1/1996,5/31/2001,14
G16295,VR,121,RELINQ,6/1/1996,5/30/2000,22
G16296,VR,130,TERMIN,9/1/1996,2/22/2002,20
G16297,VR,132,EXPIR,6/1/1996,5/31/2001,20
G16298,VR,133,RELINQ,6/1/1996,3/23/2000,22
G16299,VR,152,RELINQ,6/1/1996,5/28/1998,24
G16300,VR,179,EXPIR,9/1/1996,8/31/2001,29
G16301,VR,180,EXPIR,9/1/1996,8/31/2001,31
G16302,VR,185,EXPIR,8/1/1996,7/31/2001,33
G16303,VR,224,EXPIR,6/1/1996,5/31/2001,35
G16304,VR,278,EXPIR,6/1/1996,5/31/2001,55
G16305,VR,283,EXPIR,6/1/1996,5/31/2001,57
G16306,VR,286,EXPIR,6/1/1996,5/31/2001,59
G16307,VR,294,RELINQ,6/1/1996,5/24/2000,59
G16308,VR,301,EXPIR,7/1/1996,6/30/2001,59
G16309,VR,305,EXPIR,8/1/1996,7/31/2001,59
G16310,VR,309,TERMIN,7/1/1996,5/8/2008,60
G16311,VR,312,EXPIR,7/1/1996,6/30/2001,37
G16312,VR,317,EXPIR,7/1/1996,6/30/2001,64
G16313,VR,349,EXPIR,7/1/1996,6/30/2001,77
G16314,VR,381,TERMIN,9/1/1996,10/27/2015,105
G16315,VR,392,TERMIN,9/1/1996,9/5/2009,110
G16316,VR,394,EXPIR,7/1/1996,6/30/2001,134
G16317,VR,407,TERMIN,9/1/1996,3/7/2009,144
G16318,SM,2,EXPIR,7/1/1996,6/30/2001,21
G16319,SM,19,EXPIR,7/1/1996,6/30/2001,24
G16320,SM,39,PROD,7/1/1996,,31
G16321,SM,67,EXPIR,8/1/1996,7/31/2001,40
G16322,SM,74,EXPIR,8/1/1996,7/31/2001,42
G16323,SM,112,EXPIR,6/1/1996,5/31/2001,59
G16324,SM,123,EXPIR,9/1/1996,8/31/2001,60
G16325,SM,150,RELINQ,6/1/1996,5/22/2018,70
G16326,SM,179,EXPIR,8/1/1996,7/31/2001,99
G16327,SM,180,EXPIR,9/1/1996,8/31/2001,102
G16328,SM,182,EXPIR,6/1/1996,5/31/2001,101
G16329,SM,184,TERMIN,6/1/1996,9/20/2004,113
G16330,SM,185,EXPIR,9/1/1996,8/31/2001,113
G16331,SM,186,EXPIR,8/1/1996,7/31/2001,110
G16332,SM,189,TERMIN,8/1/1996,4/30/2007,112
G16333,SM,190,TERMIN,8/1/1996,4/30/2011,116
G16334,SM,194,EXPIR,8/1/1996,7/31/2001,145
G16335,SM,197,EXPIR,6/1/1996,5/31/2001,123
G16336,SM,245,TERMIN,6/1/1996,3/8/2002,7
G16337,SM,261,TERMIN,9/1/1996,5/31/2007,12
G16338,EI,10,EXPIR,6/1/1996,5/31/2001,4
G16339,EI,22,EXPIR,9/1/1996,8/31/2001,6
G16340,EI,29,EXPIR,9/1/1996,8/31/2001,7
G16341,EI,37,RELINQ,6/1/1996,4/3/2000,4
G16342,EI,60,EXPIR,8/1/1996,7/31/2001,6
G16343,EI,65,EXPIR,8/1/1996,7/31/2001,8
G16344,EI,79,EXPIR,9/1/1996,8/31/2001,7
G16345,EI,80,EXPIR,8/1/1996,7/31/2001,6
G16346,EI,82,EXPIR,9/1/1996,8/31/2001,7
G16347,EI,85,EXPIR,8/1/1996,7/31/2001,8
G16348,EI,117,TERMIN,6/1/1996,3/16/2002,15
G16349,EI,121,EXPIR,6/1/1996,5/31/2001,10
G16350,EI,123,RELINQ,6/1/1996,5/30/2001,10
G16351,EI,124,EXPIR,6/1/1996,5/31/2001,12
G16352,EI,138,EXPIR,6/1/1996,5/31/2001,20
G16353,EI,156,TERMIN,6/1/1996,8/24/2014,24
G16354,EI,160,EXPIR,6/1/1996,5/31/2001,22
G16355,EI,170,RELINQ,9/1/1996,8/29/2001,22
G16356,EI,177,RELINQ,7/1/1996,3/23/2000,26
G16357,EI,189,TERMIN,6/1/1996,7/23/2004,21
G16358,EI,197,EXPIR,7/1/1996,6/30/2001,29
G16359,EI,244,EXPIR,7/1/1996,6/30/2001,44
G16360,EI,248,EXPIR,9/1/1996,8/31/2001,53
G16361,EI,254,TERMIN,6/1/1996,11/7/2015,46
G16362,EI,265,TERMIN,9/1/1996,3/19/2006,55
G16363,EI,268,TERMIN,9/1/1996,3/10/2009,57
G16364,EI,270,EXPIR,6/1/1996,5/31/2001,57
G16365,EI,288,TERMIN,9/1/1996,11/1/2008,60
G16366,EI,336,EXPIR,6/1/1996,5/31/2001,79
G16367,EI,340,EXPIR,9/1/1996,8/31/2001,86
G16368,EI,351,EXPIR,9/1/1996,8/31/2001,93
G16369,EI,358,EXPIR,6/1/1996,5/31/2001,91
G16370,EI,359,TERMIN,6/1/1996,10/19/2001,93
G16371,EI,362,EXPIR,6/1/1996,5/31/2001,109
G16372,EI,373,EXPIR,6/1/1996,5/31/2001,141
G16373,EI,377,EXPIR,9/1/1996,8/31/2001,104
G16374,EI,386,RELINQ,9/1/1996,1/22/2009,161
G16375,EI,388,EXPIR,9/1/1996,8/31/2001,184
G16376,EI,389,EXPIR,9/1/1996,8/31/2001,154
G16377,EI,392,EXPIR,6/1/1996,5/31/2001,128
G16378,SS,11,EXPIR,8/1/1996,7/31/2001,6
G16379,SS,53,RELINQ,7/1/1996,6/28/2000,4
G16380,SS,54,RELINQ,7/1/1996,6/28/2000,5
G16381,SS,82,RELINQ,6/1/1996,5/30/2000,8
G16382,SS,94,RELINQ,6/1/1996,5/30/2000,11
G16383,SS,96,RELINQ,7/1/1996,6/28/2000,9
G16384,SS,98,RELINQ,7/1/1996,6/29/1999,7
G16385,SS,116,EXPIR,6/1/1996,5/31/2001,18
G16386,SS,117,RELINQ,6/1/1996,5/30/2000,18
G16387,SS,118,RELINQ,6/1/1996,5/30/2000,17
G16388,SS,124,RELINQ,6/1/1996,5/30/2000,10
G16389,SS,133,RELINQ,6/1/1996,5/30/2000,12
G16390,SS,192,TERMIN,7/1/1996,10/7/2001,26
G16391,SS,235,EXPIR,7/1/1996,6/30/2001,38
G16392,SS,262,EXPIR,6/1/1996,5/31/2001,53
G16393,SS,272,EXPIR,9/1/1996,8/31/2001,70
G16394,SS,273,EXPIR,9/1/1996,8/31/2001,62
G16395,SS,279,TERMIN,7/1/1996,1/17/2009,59
G16396,SS,308,EXPIR,9/1/1996,8/31/2001,95
G16397,SS,309,EXPIR,9/1/1996,8/31/2001,91
G16398,SS,312,EXPIR,6/1/1996,5/31/2001,93
G16399,SS,314,RELINQ,6/1/1996,5/14/2001,90
G16400,SS,325,EXPIR,8/1/1996,7/31/2001,106
G16401,SS,332,TERMIN,6/1/1996,4/2/2003,134
G16402,SS,353,EXPIR,6/1/1996,5/31/2001,161
G16403,SS,360,EXPIR,9/1/1996,8/31/2001,133
G16404,SS,365,EXPIR,9/1/1996,8/31/2001,155
G16405,SS,366,EXPIR,9/1/1996,8/31/2001,163
G16406,SS,368,EXPIR,9/1/1996,8/31/2001,168
G16407,ST,25,EXPIR,9/1/1996,8/31/2001,20
G16408,ST,27,EXPIR,9/1/1996,8/31/2001,18
G16409,ST,28,EXPIR,9/1/1996,8/31/2001,17
G16410,ST,29,EXPIR,9/1/1996,8/31/2001,16
G16411,ST,39,RELINQ,8/1/1996,7/16/1999,20
G16412,ST,40,EXPIR,8/1/1996,7/31/2001,21
G16413,ST,41,EXPIR,8/1/1996,7/31/2001,24
G16414,ST,42,EXPIR,8/1/1996,7/31/2001,26
G16415,ST,46,TERMIN,8/1/1996,10/27/2001,22
G16416,ST,56,EXPIR,8/1/1996,7/31/2001,22
G16417,ST,57,EXPIR,8/1/1996,7/31/2001,24
G16418,ST,58,RELINQ,9/1/1996,7/16/1999,27
G16419,ST,59,RELINQ,9/1/1996,3/23/2000,30
G16420,ST,64,EXPIR,8/1/1996,7/31/2001,27
G16421,ST,65,EXPIR,9/1/1996,8/31/2001,22
G16422,ST,69,EXPIR,6/1/1996,5/31/2001,19
G16423,ST,82,EXPIR,6/1/1996,5/31/2001,19
