,Record Type,API Well Number,Paleo Report ID Number,Total Number of Reports for API,Measured Depth,True Vertical Depth,Definite/Possible,At/In,Paleo Age,Definite/Possible,At/In,Ecozone
3675,P,608174105802,1,1,27750,25431,DEF,IN,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,IN,5.0
3676,P,608174105802,1,1,27779,25459,DEF,IN,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,IN,5.0
3677,P,608174105802,1,1,27780,25460,DEF,IN,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,IN,5.0
3678,P,608174105802,1,1,27810,25489,DEF,IN,Upper Eocene (Priabonian) Cribrocentrum reticulatum,DEF,IN,5.0
3679,P,608174105802,1,1,27840,25518,DEF,IN,Middle Eocene (Lutetian) Igorina broedermanni,DEF,IN,5.0
3680,P,608174109702,1,1,22080,19963,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,5.0
3681,P,608174109702,1,1,22230,20050,DEF,AT,Upper Oligocene (Chattian) Globigerina angulisuturalis,DEF,AT,5.0
3682,P,608174109702,1,1,22290,20084,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
3683,P,608174109702,1,1,22500,20205,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,5.0
3684,P,608174109702,1,1,22740,20342,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,5.0
3685,P,608174086700,1,1,27880,27848,POS,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,POS,AT,5.0
3686,P,608174086700,1,1,28170,28136,POS,AT,Lower Oligocene (Rupelian) Discoaster nodifer,POS,AT,5.0
3687,P,608174086700,1,1,28280,28246,POS,AT,Lower Oligocene (Rupelian) Reticulofenestra umbilica,POS,AT,5.0
3688,P,608174086700,1,1,28380,28345,POS,AT,Lower Oligocene (Rupelian) Ericsonia formosa,POS,AT,5.0
3689,P,608174086700,1,1,28430,28395,POS,AT,Lower Oligocene (Rupelian) Sphenolithus akropodus,POS,AT,5.0
3690,P,608174086700,1,1,28550,28514,POS,AT,Upper Eocene (Priabonian) Cribrocentrum reticulatum,POS,AT,5.0
3691,P,608174086700,1,1,28580,28543,POS,AT,Upper Eocene (Priabonian) Micrantholithus procerus,POS,AT,5.0
3692,P,608174086700,1,1,28610,28573,POS,AT,Middle Eocene (Bartonian) Sphenolithus spiniger,POS,AT,5.0
3693,P,608174091300,2,3,12086,12077,POS,AT,Oligocene Vicksburg Group/Provincial Stage,POS,AT,5.0
3694,P,608174091300,2,3,13250,13239,DEF,IN,Oligocene,DEF,IN,5.0
3695,P,608174091300,3,3,12050,12042,DEF,AT,Oligocene,DEF,AT,
3696,P,608174091300,3,3,12051,12043,DEF,AT,Eocene,DEF,AT,
3697,P,608174090700,1,2,20739,20337,DEF,AT,Oligocene,DEF,AT,6.0
3698,P,608174090700,2,2,20290,19905,DEF,AT,Oligocene,DEF,AT,
3699,P,608174090700,2,2,20291,19906,DEF,AT,Eocene,DEF,AT,
3700,P,608174126403,1,1,33297,29679,POS,IN,Upper Oligocene (Chattian) Clausicoccus fenestratus,POS,IN,3.0
3701,P,608174126403,1,1,33298,29680,POS,IN,Upper Oligocene (Chattian) Sphenolithus distentus,POS,IN,3.0
3702,P,608174126403,1,1,33299,29681,POS,IN,Upper Oligocene (Chattian) Sphenolithus predistentus,POS,IN,3.0
3703,P,608174126403,1,1,33300,29682,POS,IN,Lower Oligocene (Rupelian) Helicosphaera compacta,POS,IN,3.0
3704,P,608174126403,1,1,33480,29815,POS,IN,Lower Oligocene (Rupelian) Reticulofenestra umbilica,POS,IN,3.0
3705,P,608174126403,1,1,33509,29837,POS,IN,Lower Oligocene (Rupelian) Ericsonia formosa,POS,IN,3.0
3706,P,608174126403,1,1,33510,29837,POS,IN,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,POS,IN,3.0
3707,P,608174126403,1,1,33539,29859,POS,IN,Upper Eocene (Priabonian) Globorotalia pomeroli,POS,IN,3.0
3708,P,608174126403,1,1,33540,29860,POS,IN,Upper Eocene (Priabonian) Cribrocentrum reticulatum,POS,IN,3.0
3709,P,608174126403,1,1,33600,29904,POS,IN,Upper Eocene (Priabonian) Sphenolithus obtusus,POS,IN,3.0
3710,P,608174095500,1,1,25880,25870,DEF,AT,Upper Oligocene (Chattian) Clausicoccus fenestratus,DEF,AT,5.0
3711,P,608174095500,1,1,25890,25880,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,5.0
3712,P,608174095500,1,1,25950,25940,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
3713,P,608174105400,1,2,7216,7216,DEF,AT,Upper Oligocene (Chattian) Sphenolithus delphix,DEF,AT,
3714,P,608174126700,1,1,21782,21782,POS,AT,Lower Oligocene,POS,AT,5.0
3715,P,608174126700,1,1,21824,21824,DEF,AT,Lower Oligocene,DEF,AT,5.0
3716,P,608174126700,1,1,28260,28260,DEF,AT,Upper Oligocene (Chattian) Sphenolithus delphix,DEF,AT,5.0
3717,P,608174126700,1,1,28290,28290,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,5.0
3718,P,608174126700,1,1,28349,28349,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,5.0
3719,P,608174126700,1,1,28350,28350,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,5.0
3720,P,608174126700,1,1,28500,28500,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,5.0
3721,P,608174126700,1,1,28530,28530,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
3722,P,608174126700,1,1,28560,28560,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,5.0
3723,P,608174088100,1,2,16410,0,POS,AT,Middle Eocene,POS,AT,5.0
3724,P,608174085700,1,3,10670,10670,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
3725,P,608174085700,1,3,10700,10700,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
3726,P,608174085700,1,3,21720,21707,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
3727,P,608174085700,2,3,10670,10670,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
3728,P,608174085700,2,3,10671,10671,DEF,AT,Upper Eocene (Priabonian) Micrantholithus altus,DEF,AT,
3729,P,608174085700,2,3,10700,10700,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
3730,P,608174085700,2,3,13760,13757,DEF,AT,Eocene,DEF,AT,
3731,P,608174085700,2,3,21719,21706,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
3732,P,608174085700,3,3,10710,10710,DEF,IN,Upper (Late) Eocene,DEF,IN,4.0
3733,P,608174085700,3,3,13780,13777,DEF,AT,Eocene,DEF,AT,5.0
3734,P,608174085700,3,3,19950,19938,DEF,AT,Eocene,DEF,AT,4.0
3735,P,608174085700,3,3,20940,20928,DEF,IN,Eocene,DEF,IN,4.0
3736,P,608174085700,3,3,21720,21707,DEF,AT,Oligocene,DEF,AT,5.0
3737,P,608174085700,3,3,21735,21722,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,5.0
3738,P,608174085700,3,3,21750,21737,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
3739,P,427034029400,2,2,13190,13186,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,3.0
3740,P,427034032700,1,1,10290,10290,DEF,AT,Upper Oligocene (Chattian) Robulus A,DEF,AT,4.0
3741,P,427034018700,3,2,16130,16064,DEF,AT,Upper Oligocene (Chattian) Globigerina angulisuturalis,DEF,AT,5.0
3742,P,427034013800,3,1,15830,15814,DEF,AT,Oligocene,DEF,AT,4.0
3743,P,427034013800,3,1,15860,15844,DEF,AT,Upper Oligocene (Chattian) Marginulina vaginata,DEF,AT,4.0
3744,P,427034014500,2,2,13590,11439,DEF,AT,Upper Oligocene (Chattian) Discorbis gravelli,DEF,AT,2.0
3745,P,427034002900,1,1,11910,11904,DEF,AT,Upper Oligocene (Chattian) Discorbis gravelli,DEF,AT,3.0
3746,P,427034002900,1,1,12180,12173,DEF,AT,Upper Oligocene (Chattian) Discorbis gravelli,DEF,AT,4.0
3747,P,427034002900,1,1,12390,12383,DEF,AT,Upper Oligocene (Chattian) Cibicides jeffersonensis,DEF,AT,5.0
3748,P,427034002900,1,1,12630,12622,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,5.0
3749,P,427034001200,2,1,8700,8699,DEF,AT,Upper Oligocene (Chattian) Robulus A,DEF,AT,3.0
3750,P,427034031700,1,1,12050,12044,DEF,AT,Upper Oligocene (Chattian) Robulus A,DEF,AT,
3751,P,427034026400,2,1,8490,8489,DEF,AT,Upper Oligocene (Chattian) Robulus A,DEF,AT,
3752,P,427034013700,1,2,8260,8259,DEF,AT,Upper Oligocene (Chattian) Discorbis gravelli,DEF,AT,3.0
3753,P,427034013700,1,2,8280,8279,DEF,AT,Upper Oligocene (Chattian) Cibicides jeffersonensis,DEF,AT,3.0
3754,P,427034013700,2,2,8040,8039,DEF,AT,Upper Oligocene (Chattian) Robulus A,DEF,AT,3.0
3755,P,427034013700,2,2,8100,8099,DEF,AT,Upper Oligocene (Chattian) Robulus A,DEF,AT,3.0
3756,P,427034013700,2,2,8260,8259,DEF,AT,Upper Oligocene (Chattian) Discorbis gravelli,DEF,AT,2.0
3757,P,427034013700,2,2,8340,8339,DEF,AT,Upper Oligocene (Chattian) Cibicides jeffersonensis,DEF,AT,2.0
3758,P,427034017600,1,1,7830,7829,DEF,AT,Upper Oligocene (Chattian) Robulus A,DEF,AT,3.0
3759,P,608154002800,1,2,5450,5450,DEF,AT,Paleocene Midway Group/Provincial Stage,DEF,AT,
3760,P,608154003900,1,1,3543,3543,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3761,P,608154003900,1,1,4294,4294,DEF,AT,Upper Eocene Ocala Formation,DEF,AT,
3762,P,608154000700,1,3,3200,3200,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3763,P,608154000700,1,3,3794,3794,DEF,AT,Oligocene Vicksburg Group/Provincial Stage,DEF,AT,
3764,P,608154000700,1,3,4059,4059,DEF,AT,Upper Eocene Ocala Formation,DEF,AT,
3765,P,608154000700,1,3,4956,4956,DEF,AT,Paleocene Midway Group/Provincial Stage,DEF,AT,
3766,P,608154005401,2,2,3240,3229,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3767,P,608154005401,2,2,3870,3859,DEF,AT,Oligocene Vicksburg Group/Provincial Stage,DEF,AT,
3768,P,608154005401,2,2,4140,4129,DEF,AT,Upper Eocene Ocala Formation,DEF,AT,
3769,P,608154005401,2,2,4980,4968,DEF,AT,Paleocene Midway Group/Provincial Stage,DEF,AT,
3770,P,608154006600,1,1,3240,3240,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3771,P,608154011000,1,1,3600,3600,DEF,AT,Lower Eocene-Upper Paleocene Wilcox Group/Provincial Stage,DEF,AT,
3772,P,608154011000,1,1,3600,3600,DEF,AT,Lower Eocene-Upper Paleocene Wilcox Group/Provincial Stage,DEF,AT,
3773,P,608154011001,1,1,3600,3600,DEF,AT,Lower Eocene-Upper Paleocene Wilcox Group/Provincial Stage,DEF,AT,
3774,P,608154011001,1,1,3600,3600,DEF,AT,Lower Eocene-Upper Paleocene Wilcox Group/Provincial Stage,DEF,AT,
3775,P,608154001100,2,2,3650,3650,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3776,P,608154008200,1,1,3338,3338,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3777,P,608154008200,1,1,3874,3874,DEF,AT,Oligocene Vicksburg Group/Provincial Stage,DEF,AT,
3778,P,608154008200,1,1,4105,4105,DEF,AT,Upper Eocene Ocala Formation,DEF,AT,
3779,P,608154007400,1,1,4950,4950,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
3780,P,608154007400,1,1,5250,5250,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
3781,P,608154008000,1,1,3997,3997,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3782,P,608154000400,1,1,4280,4280,DEF,AT,Upper Oligocene (Chattian) Bolivina perca,DEF,AT,1.0
3783,P,608154000400,1,1,4340,4340,DEF,AT,Oligocene Vicksburg Group/Provincial Stage,DEF,AT,1.0
3784,P,608154000400,1,1,4790,4790,DEF,AT,Upper (Late) Eocene,DEF,AT,2.0
3785,P,608154000400,1,1,4850,4850,DEF,AT,Middle Eocene,DEF,AT,3.0
3786,P,608154000400,1,1,4940,4940,DEF,AT,Lower (Early) Eocene,DEF,AT,4.0
3787,P,608154000400,1,1,5060,5060,DEF,AT,Lower Eocene-Upper Paleocene Wilcox Group/Provincial Stage,DEF,AT,4.0
3788,P,608154000400,1,1,5060,5060,DEF,AT,Lower Eocene-Upper Paleocene Wilcox Group/Provincial Stage,DEF,AT,4.0
3789,P,608154000400,1,1,6140,6140,DEF,AT,Upper (Late) Paleocene,DEF,AT,4.0
3790,P,608154000400,1,1,6260,6260,DEF,AT,Upper (Late) Paleocene,DEF,AT,4.0
3791,P,608154000400,1,1,6440,6440,DEF,AT,Upper (Late) Paleocene,DEF,AT,4.0
3792,P,608154001400,1,3,3590,3590,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3793,P,608154001400,2,3,3700,3700,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3794,P,608154001400,2,3,3760,3760,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3795,P,608154001400,2,3,4150,4150,DEF,AT,Lower Oligocene (Rupelian) Nodosaria blanpiedi,DEF,AT,
3796,P,608154001400,2,3,4178,4178,DEF,AT,Lower Oligocene (Rupelian) Textularia mississippiensis seligi,DEF,AT,
3797,P,608154001400,2,3,4179,4179,DEF,AT,Lower Oligocene (Rupelian) Anomalina bilateralis,DEF,AT,
3798,P,608154001400,2,3,4180,4180,DEF,AT,Lower Oligocene (Rupelian) Cibicides mississippiensis,DEF,AT,
3799,P,608154001400,2,3,4419,4419,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,
3800,P,608154001400,2,3,4420,4420,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,AT,
3801,P,608154001400,2,3,4480,4480,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides rohri,DEF,AT,
3802,P,608154007100,1,2,3120,3120,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,
3803,P,608154007100,1,2,3390,3390,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3804,P,608154007100,1,2,3780,3780,DEF,AT,Lower Oligocene (Rupelian) Textularia mississippiensis seligi,DEF,AT,
3805,P,608154007100,1,2,3840,3840,DEF,AT,Lower Oligocene (Rupelian) Cibicides mississippiensis,DEF,AT,
3806,P,608154007100,1,2,4020,4020,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,
3807,P,608154007100,1,2,4200,4200,DEF,AT,Middle Eocene (Bartonian) Orbulinoides beckmanni,DEF,AT,
3808,P,608154007100,1,2,4320,4320,DEF,AT,Lower Eocene (Ypresian) Morozovella quetra,DEF,AT,
3809,P,608154007100,1,2,4380,4380,DEF,AT,Lower Eocene (Ypresian) Morozovella rex / subbotinae,DEF,AT,
3810,P,608154007100,1,2,4470,4470,DEF,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,AT,
3811,P,608154007100,1,2,4860,4860,DEF,AT,Lower Eocene (Ypresian) Morozovella velascoenesis,DEF,AT,
3812,P,608154007100,1,2,5400,5400,DEF,AT,Upper Paleocene (Thanetian) Planulorotalites pseudomenardii,DEF,AT,
3813,P,608154007100,1,2,5640,5640,DEF,AT,Lower Paleocene (Danian) Parasubbotina pseudobulloides,DEF,AT,
3814,P,608154007000,2,2,4310,4310,DEF,AT,Upper Oligocene (Chattian) Bolivina perca,DEF,AT,3.0
3815,P,608154007000,2,2,4370,4370,DEF,AT,Upper Oligocene (Chattian) Marginulina vaginata,DEF,AT,2.0
3816,P,608154007000,2,2,4490,4490,DEF,AT,Upper Oligocene (Chattian) Marginulina vaginata,DEF,AT,2.0
3817,P,608154007000,2,2,4550,4550,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,2.0
3818,P,608154007000,2,2,4580,4580,DEF,AT,Upper Oligocene (Chattian) Miogypsinoides A,DEF,AT,2.0
3819,P,608154007000,2,2,4760,4760,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,2.0
3820,P,608154007000,2,2,5360,5360,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,3.0
3821,P,608154007000,2,2,5480,5480,DEF,AT,Upper Eocene (Priabonian) Camerina jacksonensis,DEF,AT,3.0
3822,P,608154007000,2,2,5630,5630,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka tropicalis,DEF,AT,3.0
3823,P,608154007000,2,2,5660,5660,DEF,AT,Middle Eocene (Bartonian) Acarinina bullbrooki,DEF,AT,3.0
3824,P,608154007000,2,2,5720,5720,DEF,AT,Middle Eocene (Bartonian) Orbulinoides beckmanni,DEF,AT,3.0
3825,P,608154007000,2,2,5780,5780,DEF,AT,Middle Eocene (Bartonian) Turborotalia frontosa,DEF,AT,3.0
3826,P,608154007000,2,2,5810,5810,DEF,AT,Lower Eocene (Ypresian) Morozovella quetra,DEF,AT,4.0
3827,P,608154007000,2,2,5811,5811,DEF,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,AT,4.0
3828,P,608154007000,2,2,5870,5869,DEF,AT,Lower Eocene (Ypresian) Acarinina angulosa,DEF,AT,4.0
3829,P,608154007000,2,2,5990,5989,DEF,AT,Lower Eocene (Ypresian) Morozovella rex / subbotinae,DEF,AT,4.0
3830,P,608154007000,2,2,6080,6079,DEF,AT,Lower Eocene (Ypresian) Morozovella rex / subbotinae,DEF,AT,4.0
3831,P,608154007000,2,2,6380,6379,DEF,AT,Lower Paleocene (Danian) Parasubbotina pseudobulloides,DEF,AT,4.0
3832,P,608154007000,2,2,6530,6529,DEF,AT,Lower Paleocene (Danian) Praemurica inconstans,DEF,AT,4.0
3833,P,608154007000,2,2,6950,6949,DEF,AT,Lower Paleocene (Danian) Vaginulina midwayensis,DEF,AT,4.0
3834,P,608154007000,2,2,22350,22340,POS,AT,Upper Oligocene (Chattian) Zygrhablithus bijugatus,POS,AT,2.0
3835,P,608154003400,2,4,6490,6489,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
3836,P,608154003400,2,4,6610,6609,DEF,AT,Upper Eocene (Priabonian) Discoaster saipanensis,DEF,AT,
3837,P,608154003400,2,4,7030,7029,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus contortus,DEF,AT,
3838,P,608154003400,4,4,6430,6430,DEF,AT,Middle Eocene (Bartonian) Acarinina spinuloinflata,DEF,AT,4.0
3839,P,608154003400,4,4,6431,6431,DEF,AT,Middle Eocene (Lutetian) Igorina broedermanni,DEF,AT,4.0
3840,P,608154003400,4,4,6490,6489,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,5.0
3841,P,608154003400,4,4,7030,7029,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus contortus,DEF,AT,5.0
3842,P,608154003400,4,4,7660,7659,DEF,AT,Lower Eocene (Ypresian) Morozovella acuta,DEF,AT,6.0
3843,P,608154003400,4,4,7780,7779,DEF,AT,Lower Eocene (Ypresian) Morozovella velascoenesis,DEF,AT,6.0
3844,P,608154003400,4,4,7840,7839,DEF,AT,Upper Paleocene (Selandian) Igorina pusilla pusilla,DEF,AT,6.0
3845,P,608154010000,1,2,4904,4903,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3846,P,608154000000,1,2,4695,0,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3847,P,608154000000,1,2,5328,0,DEF,AT,Middle Eocene Cook Mountain Formation,DEF,AT,
3848,P,608154000000,2,2,4150,0,DEF,AT,Upper Oligocene (Chattian) Discorbis gravelli,DEF,AT,
3849,P,608154000000,2,2,4695,0,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3850,P,608154003700,1,3,4371,4371,DEF,AT,Oligocene Frio Formation/Provincial Stage,DEF,AT,
3851,P,608154003700,1,3,4736,4736,DEF,AT,Oligocene Vicksburg Group/Provincial Stage,DEF,AT,
3852,P,608154003700,1,3,5230,5230,DEF,AT,Upper Eocene Jackson Group/Provincial Stage,DEF,AT,
3853,P,608154003700,1,3,5480,5480,DEF,AT,Lower Eocene-Upper Paleocene Wilcox Group/Provincial Stage,DEF,AT,
3854,P,608154003700,1,3,5480,5480,DEF,AT,Lower Eocene-Upper Paleocene Wilcox Group/Provincial Stage,DEF,AT,
3855,P,608154003700,2,3,4370,4370,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3856,P,608154003700,2,3,4970,4970,DEF,AT,Lower Oligocene (Rupelian) Spiroplectammina mississippiensis,DEF,AT,
3857,P,608154003700,2,3,5000,5000,DEF,AT,Lower Oligocene (Rupelian) Cibicides pippeni,DEF,AT,
3858,P,608154003700,2,3,5180,5180,DEF,AT,Lower Oligocene (Rupelian) Cibicides pippeni,DEF,AT,
3859,P,608154003700,2,3,5210,5210,DEF,AT,Upper Eocene (Priabonian) Globorotalia pomeroli,DEF,AT,
3860,P,608154003700,2,3,5270,5270,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,AT,
3861,P,608154003700,2,3,5360,5360,DEF,AT,Middle Eocene (Bartonian) Orbulinoides beckmanni,DEF,AT,
3862,P,608154003700,2,3,5420,5420,DEF,AT,Middle Eocene (Lutetian) Igorina broedermanni,DEF,AT,
3863,P,608154003700,2,3,5450,5450,DEF,AT,Middle Eocene (Lutetian) Morozovella aragonensis,DEF,AT,
3864,P,608154003700,2,3,5479,5479,DEF,AT,Lower Eocene (Ypresian) Morozovella formosa formosa,DEF,AT,
3865,P,608154003700,3,3,6091,6091,DEF,AT,Lower Eocene (Ypresian) Morozovella formosa formosa,DEF,AT,
3866,P,608154003700,3,3,6420,6420,DEF,AT,Lower Eocene (Ypresian) Morozovella velascoenesis,DEF,AT,
3867,P,608154003700,3,3,6540,6540,DEF,AT,Upper Paleocene (Thanetian) Planulorotalites pseudomenardii,DEF,AT,
3868,P,608154003700,3,3,6630,6630,DEF,AT,Lower Paleocene (Danian) Parasubbotina pseudobulloides,DEF,AT,
3869,P,608154001700,1,3,3420,3420,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,
3870,P,608154001700,2,3,3610,3610,DEF,AT,Upper Oligocene (Chattian) Heterostegina texana,DEF,AT,2.0
3871,P,608154001700,2,3,3939,3939,DEF,AT,Upper Oligocene (Chattian) Discorbis gravelli,DEF,AT,2.0
3872,P,608154001700,2,3,3940,3940,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,2.0
3873,P,608154001700,2,3,4030,4030,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,3.0
3874,P,608154001700,2,3,4239,4239,DEF,AT,Lower Oligocene (Rupelian) Nodosaria blanpiedi,DEF,AT,4.0
3875,P,608154001700,2,3,4240,4240,DEF,AT,Lower Oligocene (Rupelian) Chiloguembelina cubensis,DEF,AT,4.0
3876,P,608154001700,2,3,4270,4270,DEF,AT,Lower Oligocene (Rupelian) Textularia mississippiensis seligi,DEF,AT,4.0
3877,P,608154001700,2,3,4330,4330,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,4.0
3878,P,608154001700,2,3,4390,4390,DEF,AT,Lower Oligocene (Rupelian) Pseudohastigerina micra,DEF,AT,4.0
3879,P,608154001700,2,3,4420,4420,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,4.0
3880,P,608154001700,2,3,4479,4479,DEF,AT,Upper Eocene (Priabonian) Globorotalia pomeroli,DEF,AT,5.0
3881,P,608154001700,2,3,4480,4480,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka tropicalis,DEF,AT,5.0
3882,P,608154001700,2,3,4570,4570,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides topilensis,DEF,AT,5.0
3883,P,608154001700,2,3,4599,4599,DEF,AT,Middle Eocene (Bartonian) Acarinina spinuloinflata,DEF,AT,5.0
3884,P,608154001700,2,3,4600,4600,DEF,AT,Middle Eocene (Bartonian) Orbulinoides beckmanni,DEF,AT,5.0
3885,P,608154001700,2,3,4660,4660,DEF,AT,Middle Eocene (Lutetian) Morozovella aragonensis,DEF,AT,5.0
3886,P,608154001700,2,3,4929,4929,DEF,AT,Lower Eocene (Ypresian) Acarinina soldadoensis,DEF,AT,5.0
3887,P,608154001700,2,3,4930,4930,DEF,AT,Lower Eocene (Ypresian) Acarinina angulosa,DEF,AT,5.0
3888,P,608154001700,2,3,5020,5020,DEF,AT,Lower Eocene (Ypresian) Morozovella rex / subbotinae,DEF,AT,5.0
3889,P,608154001700,2,3,5170,5170,DEF,AT,Lower Eocene (Ypresian) Morozovella formosa formosa,DEF,AT,5.0
3890,P,608154001700,2,3,5260,5260,DEF,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,AT,5.0
3891,P,608154001700,2,3,5680,5679,DEF,AT,Lower Eocene (Ypresian) Morozovella velascoenesis,DEF,AT,5.0
3892,P,608154001700,2,3,5770,5769,DEF,AT,Upper Paleocene (Thanetian) Planulorotalites pseudomenardii,DEF,AT,5.0
3893,P,608154001700,2,3,5800,5799,DEF,AT,Upper Paleocene (Selandian) Igorina pusilla pusilla,DEF,AT,5.0
3894,P,608154001700,2,3,5920,5919,DEF,AT,Lower Paleocene (Danian) Praemurica inconstans,DEF,AT,5.0
3895,P,608154001700,3,3,3940,3940,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
3896,P,608154001700,3,3,4000,4000,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
3897,P,608154001700,3,3,4180,4180,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
3898,P,608154001700,3,3,4240,4240,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
3899,P,608154001700,3,3,4390,4390,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra umbilica,DEF,AT,
3900,P,608154001700,3,3,4420,4420,DEF,AT,Lower Oligocene (Rupelian) Calcidiscus lusitanicus,DEF,AT,
3901,P,608154001700,3,3,4421,4421,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
3902,P,608154001700,3,3,4450,4450,DEF,AT,Upper Eocene (Priabonian) Discoaster saipanensis,DEF,AT,
3903,P,608154001700,3,3,4510,4510,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus grandis,DEF,AT,
