date,accident_type,activity,activity_name,subactivity,subactivity_name,confidence,match_method
1/9/2008,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
4/18/2008,- LTA (>3 days) ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/13/2008,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/15/2016,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
4/25/2025,- Other Injury - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/2/2004,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
8/25/2018,- Pollution - Spill,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/26/2007,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/8/2002,- Blowout - Fire ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
11/14/2002,- Blowout ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
6/28/2006,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
12/17/2007,- Shutdown from Gas Release - Collision >$25K - Structural Damage ,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
12/17/2013,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/24/2019,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/31/2006,- Crane Failure,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
8/22/2007,- LTA (>3 days) - RW/JT (>3 days) - Required Evacuation - Explosion - Fire ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/12/2004,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/26/2021,- Other Injury - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/24/2020,- Material Lost Overboard,OTHER,Other,unknown,Unknown,0.1,default
1/9/2021,- Shutdown from Gas Release ,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
11/19/2022,- Incident >$25K - Structural Damage ,CONST,Construction and Installation,platform_construction,Platform Construction,0.35,keyword_match
11/16/2012,- LTA (>3 days) - Required Evacuation - Explosion - Fire - Fatality - Pollution ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/25/2014,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/30/2014,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
9/21/2016,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/25/2006,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/11/2008,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/30/2008,- Fire - Incident >$25K ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/17/2011,- Pollution - Pressure Regulator Failure,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/30/2007,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/24/2005,- Explosion - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/4/2012,- Collision >$25K - Collision - Fire - Pollution - Incident >$25K - Structural Damage ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
2/10/2006,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/25/2006,- Incident >$25K - Crane - crane,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
2/6/2006,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/6/2011,- Pollution - Faulty Deck Drain Sump,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/13/2012,Damaged/Disabled Safety Sys. - Incident >$25K ,OTHER,Other,unknown,Unknown,0.1,default
9/25/2021,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/3/2016,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
5/27/2019,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
3/20/2019,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/25/2022,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/19/2022,- LTA (>3 days) - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/17/2023,- Shutdown from Gas Release - Pollution - Incident >$25K - Required Muster ,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
5/13/2022,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/29/2022,- Shutdown from Gas Release ,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
6/21/2003,- Pollution - 1.2 barrel spill,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
7/10/2013,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/10/2022,- Pollution - Required Muster ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/23/2014,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/6/2007,- RW/JT (>3 days) ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
4/21/2025,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/12/2002,- Blowout - Pollution - wellhead failure,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
4/12/2008,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/7/2008,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/18/2013,- Other Injury - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/20/2014,- LTA (>3 days) - Required Evacuation - Explosion - Fatality - Pressure Release,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/29/2020,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
4/25/2008,- Collision >$25K ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
4/6/2022,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/6/2002,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/14/2003,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/18/2011,- Pollution - P&A casing flow,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/9/2018,- Pollution - Incident >$25K ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/28/2003,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/21/2008,- LTA (>3 days) - Required Evacuation - Pollution ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/11/2003,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/17/2019,- Fire - Incident >$25K ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/27/2025,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
7/18/2025,- Structural Damage ,CONST,Construction and Installation,platform_construction,Platform Construction,0.35,keyword_match
9/21/2023,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/29/2007,- LTA (>3 days) - Required Evacuation - Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/29/2006,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/17/2006,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/5/2008,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/8/2020,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/30/2025,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/22/2002,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
8/23/2007,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/17/2020,- Required Evacuation - Incident >$25K - Structural Damage - Allision,CONST,Construction and Installation,platform_construction,Platform Construction,0.35,keyword_match
9/6/2008,- Explosion - Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/11/2009,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/18/2013,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/5/2019,- Other Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/17/2002,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/17/2005,- Fast line on crane broke.,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
11/3/2025,- Shutdown from Gas Release - Incident >$25K ,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
9/25/2001,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
8/7/2014,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/6/2005,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/9/2006,- Injury - open hole,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/4/2017,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/15/2007,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/19/2007,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/7/2021,- Collision >$25K - Incident >$25K - Structural Damage ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
9/21/2023,- Other Injury - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/29/2012,- LTA (>3 days) - Required Evacuation - Explosion - Fire - Required Muster - Loss of Well Control,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/20/2014,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/9/2015,- Fire - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/27/2017,- RW/JT (1-3 days) - Other Injury - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/11/2002,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/18/2013,- Structural Damage ,CONST,Construction and Installation,platform_construction,Platform Construction,0.35,keyword_match
9/21/2016,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
8/10/2017,- LTA (>3 days) - Required Evacuation - Fire ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/3/2013,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/5/2014,- Fire - Generator Fire.,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/18/2017,- Casing weld failure,DRILL,Drilling,casing_cementing,Casing and Cementing,0.55,keyword_match
1/7/2003,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/3/2015,- RW/JT (1-3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
12/1/2015,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
2/5/2016,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
12/9/2019,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
9/29/2010,- Pollution - TA'd Well Leak,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/7/2006,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/16/2013,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/9/2015,- Shutdown from Gas Release - Fire - Incident >$25K - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/24/2016,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/9/2018,- Fire - Incident >$25K ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/16/2009,- Collision >$25K ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
11/6/2003,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
4/1/2009,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/19/2012,- Pollution - See remarks,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/28/2013,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
4/21/2013,- Other Injury - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/24/2013,"- Equipment Damage >$25,000",OTHER,Other,unknown,Unknown,0.1,default
9/19/2014,- RW/JT (1-3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/10/2015,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/21/2015,- LTA (>3 days) - Other Injury - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/21/2025,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
9/10/2022,- LTA (>3 days) - Other Lifting Device ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/23/2022,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/23/2003,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/13/2009,- RW/JT (>3 days) ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/27/2009,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/21/2015,- Other Lifting Device - Pollution ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
12/13/2019,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
11/2/2013,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/16/2016,- Pollution - Incident >$25K - Inadvertent EDS,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/16/2022,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/3/2015,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/19/2007,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/27/2002,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/2/2007,- Explosion - Fire - Incident >$25K - Arc flash,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/3/2006,- Pollution,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/8/2006,- Incident >$25K ,OTHER,Other,unknown,Unknown,0.1,default
3/10/2016,- Other Injury - Required Evacuation - Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/13/2020,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/10/2012,- RW/JT (>3 days) - Required Evacuation - Hand Injury,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/7/2012,- Fingerboard Near Miss,OTHER,Other,unknown,Unknown,0.1,default
10/10/2012,- Other Lifting Device - Incident >$25K ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
7/26/2020,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/31/2024,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
3/12/2008,- Fire - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/14/2009,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
8/3/2019,- Collision >$25K - Incident >$25K ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
12/3/2009,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/2/2014,- Incident >$25K - Structural Damage - Dropped Object,CONST,Construction and Installation,platform_construction,Platform Construction,0.35,keyword_match
9/24/2014,- Pollution - Inadvertent Discharge of SBM,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/11/2005,- Pollution - Accidental Riser Disconnect,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/7/2006,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/21/2002,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/7/2002,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/8/2005,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/26/2008,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
4/27/2008,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
3/31/2019,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/17/2007,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/30/2001,"- 10-3/4"" Prod. Riser Disconnect",CONST,Construction and Installation,subsea_installation,Subsea Installation,0.35,keyword_match
9/10/2001,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/6/2001,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/29/2004,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/10/2012,- Pollution - Oil Spill,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/1/2019,- Required Evacuation - Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/13/2022,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
5/19/2005,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/16/2005,- Well Control Event,DRILL,Drilling,well_control,Well Control,0.55,keyword_match
11/19/2001,- Pollution - Subsea choke failure/pollution,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/23/2005,- Pollution - Capsized - Mooring Failure,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
7/18/2014,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/16/2014,- Pollution - Rig Power Loss/Disconnect,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/5/2004,- Casing Parted,DRILL,Drilling,casing_cementing,Casing and Cementing,0.55,keyword_match
12/7/2002,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
4/9/2006,- Collision ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
5/18/2007,- LTA (>3 days) - Required Evacuation - Light fixture falls.,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/14/2019,Damaged/Disabled Safety Sys. - Incident >$25K ,OTHER,Other,unknown,Unknown,0.1,default
12/12/2009,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/23/2010,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/8/2013,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/26/2004,- Anchor Contact with Wellhead,PROD,Production,production_operations,Production Operations,0.55,keyword_match
6/9/2014,- Other Lifting Device ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
5/12/2016,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/23/2018,- Explosion - Incident >$25K - Required Muster - compressor end cap,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
6/4/2021,- RW/JT (>3 days) ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/20/2002,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/9/2019,- Other Lifting Device - Incident >$25K ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
6/6/2009,- Other Lifting Device ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
9/3/2009,- Other Lifting Device - Fatality ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
5/19/2003,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/17/2002,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
4/22/2010,- Fire - Hydraulic pump seal failure,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
6/6/2011,- LTA (>3 days) - Required Evacuation - Hot Bolt Operations,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/3/2012,- Fire - Flammable Materials,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/29/2012,- RW/JT (>3 days) - Required Evacuation - Loss of fingers on left hand,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/16/2015,- Shutdown from Gas Release - Required Evacuation - Pollution - Incident >$25K - Required Muster ,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
9/16/2019,- Other Injury - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/20/2021,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
3/29/2003,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/15/2022,- Pollution - EDS - Spill,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
4/22/2024,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/1/2009,- Required Evacuation - Other Lifting Device ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
5/10/2018,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/10/2024,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/17/2025,- Required Evacuation - Other Lifting Device ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
2/9/2007,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/4/2017,- Fire - Incident >$25K - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/27/2022,- Fire - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/30/2022,- Fire - Incident >$25K ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/1/2006,- Pollution - Pollution,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/22/2007,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/23/2007,- Other,OTHER,Other,unknown,Unknown,0.1,default
8/12/2005,- Injury - Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
4/19/2004,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
4/13/2006,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
