API Well Number,Well Type Code,Well Name,Well Name Suffix,Company Name,Status Date,Status Code,Field Name,Surface Lease Number,Surface Area,Surface Block,Bottom Lease Number,Bottom Area,Bottom Block,Spud Date,Total Depth Date,BH Total MD (feet)
177190109800,D, C014,ST00BP00,Fieldwood Energy LLC,7/14/2007,PA,WD105, 00841,WD,  104, 00841,WD,  104,7/30/1966,8/14/1966,12500
177190110000,D, A013,ST00BP00,Fieldwood Energy LLC,7/28/1966,ST,WD105, 00840,WD,  103, 00840,WD,  103,7/27/1966,7/28/1966,2360
177190110001,D, A013,ST01BP00,Fieldwood Energy LLC,8/27/1966,ST,WD105, 00840,WD,  103, 00840,WD,  103,7/28/1966,8/24/1966,12600
177190110002,D, A014,ST02BP00,Fieldwood Energy LLC,9/26/1966,ST,WD105, 00840,WD,  103, 00840,WD,  103,9/1/1966,9/19/1966,13940
177190110003,D, A015,ST03BP00,Fieldwood Energy LLC,12/10/2007,PA,WD105, 00840,WD,  103, 00840,WD,  103,9/26/1966,10/15/1966,12961
177190110100,D, L002,ST00BP00,GOM Shelf LLC,2/7/1967,PA,GI043, 00182,WD,   70, 00182,WD,   70,9/24/1966,12/6/1966,15410
177190110200,D,  005,ST00BP00,"Energy XXI GOM, LLC",4/1/1995,PA,WD030,G01067,WD,   32,G01067,WD,   32,8/12/1966,9/4/1966,11010
177190110300,D, R008,ST01BP00,"Cox Operating, L.L.C.",7/4/1983,PA,WD030, 00016,WD,   31, 00016,WD,   31,10/26/1966,11/3/1966,8530
177190110500,D,  024,ST00BP00,"Cox Operating, L.L.C.",8/24/1975,ST,WD030, 00385,WD,   29, 00385,WD,   29,10/15/1966,10/19/1966,8244
177190110501,D,  029,ST01BP00,"Cox Operating, L.L.C.",5/29/1997,ST,WD030, 00385,WD,   29, 00385,WD,   29,8/24/1975,9/4/1975,7872
177190110502,D,  029,ST02BP00,"Cox Operating, L.L.C.",1/22/1998,ST,WD030, 00385,WD,   29, 00385,WD,   29,5/29/1997,6/4/1997,8116
177190110503,D,  029,ST03BP00,"Cox Operating, L.L.C.",2/1/1998,COM,WD030, 00385,WD,   29, 00385,WD,   29,1/22/1998,1/28/1998,8045
177190110600,E,  002,ST00BP00,Global Marine Oil & Gas Company,7/22/1970,PA,WD035,G01069,WD,   35,G01069,WD,   35,7/8/1966,7/15/1966,12015
177190110700,E,  001,ST00BP00,Humble Oil & Refining Company,12/9/1966,PA,WD035,G01070,WD,   36,G01070,WD,   36,11/19/1966,12/7/1966,13165
177190110800,D, A007,ST00BP00,Apache Corporation,10/26/2014,PA,WD041,G01072,WD,   40,G01072,WD,   40,7/14/1966,8/1/1966,12116
177190110900,D, A008,ST00BP00,Apache Corporation,10/26/2014,PA,WD041,G01072,WD,   40,G01072,WD,   40,8/12/1966,8/23/1966,10811
177190111000,D, A010,ST00BP00,Apache Corporation,11/4/1966,ST,WD041,G01072,WD,   40,G01072,WD,   40,10/17/1966,11/2/1966,11250
177190111001,D, A011,ST01BP00,Apache Corporation,10/26/2014,PA,WD041,G01072,WD,   40,G01072,WD,   40,11/4/1966,11/14/1966,10918
177190111200,D, A009,ST00BP00,Apache Corporation,10/26/2014,PA,WD041,G01072,WD,   40,G01072,WD,   40,9/14/1966,9/27/1966,11896
177190111300,E,  001,ST00BP00,"Southern Natural Gas Company, L.L.C.",2/14/1967,PA,WD067,G01080,WD,   67,G01080,WD,   67,1/31/1967,2/12/1967,13070
177190111400,E,  002,ST00BP00,"Southern Natural Gas Company, L.L.C.",5/8/1967,PA,WILD,G01079,WD,   66,G01079,WD,   66,12/20/1966,1/7/1967,13828
177190111500,E,  009,ST00BP00,McMoRan Oil & Gas LLC,7/30/1997,PA,WD027,G01331,WD,   23,G01331,WD,   23,7/2/1966,9/9/1966,18507
177190111600,D, B003,ST00BP00,"Maritech Resources, Inc.",4/3/1985,PA,WD058, 00146,WD,   58, 00146,WD,   58,7/29/1966,9/29/1966,16000
177190112000,E,  004,ST00BP00,Fieldwood Energy LLC,2/21/1967,PA,WD105, 00842,WD,  105, 00842,WD,  105,1/28/1967,2/17/1967,14036
177190112100,D, D001,ST00BP00,Fieldwood Energy LLC,11/21/2006,PA,WD105, 00841,WD,  104, 00841,WD,  104,1/21/1967,2/12/1967,14000
177190112200,D, M002,ST00BP00,GOM Shelf LLC,7/16/1996,PA,GI043, 00838,WD,   71, 00838,WD,   71,12/30/1966,1/23/1967,12791
177190112300,D,  001,ST00BP00,Apache Corporation,2/20/1967,PA,WD041,G01073,WD,   41,G01073,WD,   41,2/7/1967,2/18/1967,12250
177190112400,E,  001,ST00BP00,Exxon Mobil Corporation,2/19/1967,PA,WD041,G01495,WD,   42,G01495,WD,   42,1/2/1967,1/20/1967,11100
177190112600,E,  013,ST00BP00,McMoRan Oil & Gas LLC,6/23/1997,PA,WD027,G01331,WD,   23,G01331,WD,   23,3/24/1967,4/7/1967,14600
177190112700,D,  012,ST00BP00,McMoRan Oil & Gas LLC,6/4/1997,PA,WD027,G01331,WD,   23,G01331,WD,   23,2/5/1967,2/22/1967,14550
177190112800,E,  024,ST00BP00,Chevron U.S.A. Inc.,4/2/1991,PA,WD027,S02869,WD,   24,S02869,WD,   24,3/3/1967,3/10/1967,13800
177190112900,D, Y001,ST00BP00,Exxon Mobil Corporation,5/22/1992,PA,WD041,G01495,WD,   42,G01495,WD,   42,2/21/1967,3/4/1967,11100
177190113000,E,  004,ST00BP00,Humble Oil & Refining Company,3/29/1967,PA,WD065,G01078,WD,   65,G01078,WD,   65,2/17/1967,3/10/1967,13948
177190113100,D, C017,ST00BP00,"Energy XXI GOM, LLC",10/19/2004,PA,WD030,G01332,WD,   32,G01332,WD,   32,2/9/1967,2/18/1967,3795
177190113200,D,  006,ST00BP00,"Energy XXI GOM, LLC",4/1/1995,PA,WD030,G01067,WD,   32,G01067,WD,   32,3/24/1967,4/8/1967,10960
177190113300,D, K006,ST00BP00,"Wild Well Control, Inc.",6/7/2010,PA,GI043, 00181,WD,   69, 00182,WD,   70,3/18/1967,4/2/1967,8723
177190113400,D, K002,ST00BP00,"Wild Well Control, Inc.",6/7/2010,PA,GI043, 00181,WD,   69, 00181,WD,   69,8/2/1966,8/19/1966,8698
177190113500,D, K004,ST00BP00,"Wild Well Control, Inc.",6/7/2010,PA,GI043, 00181,WD,   69, 00181,WD,   69,10/30/1966,11/16/1966,8223
177190113600,D, K005,ST00BP00,"Wild Well Control, Inc.",6/7/2010,PA,GI043, 00181,WD,   69, 00181,WD,   69,2/21/1967,3/2/1967,7985
177190113700,D, H011,ST00BP00,BP America Production Company,10/11/2008,PA,GI043, 00182,WD,   70, 00182,WD,   70,9/23/1966,11/13/1966,12932
177190113800,D, L003,ST00BP00,GOM Shelf LLC,1/8/2014,TA,GI043, 00182,WD,   70, 00182,WD,   70,2/11/1967,3/5/1967,10718
177190113900,D, M003,ST00BP00,GOM Shelf LLC,7/16/1996,PA,GI043, 00838,WD,   71, 00838,WD,   71,2/10/1967,3/7/1967,11874
177190114000,D, H012,ST00BP00,GOM Shelf LLC,10/11/2008,PA,GI043, 00182,WD,   70,G01497,WD,   95,12/14/1966,2/4/1967,15260
177190114100,D, R001,ST00BP00,GOM Shelf LLC,5/31/2008,PA,GI043,G01498,WD,   96,G01498,WD,   96,3/15/1967,4/15/1967,13408
177190114200,D, B013,ST00BP00,Fieldwood Energy LLC,4/9/1977,ST,WD105, 00840,WD,  103, 00841,WD,  104,12/18/1966,1/22/1967,12077
177190114201,D, B014,ST01BP00,Fieldwood Energy LLC,10/7/1976,CNL,WD105, 00840,WD,  103, 00841,WD,  104,,,*****
177190114202,D, B019,ST02BP00,Fieldwood Energy LLC,11/14/2007,PA,WD105, 00840,WD,  103, 00840,WD,  103,4/9/1977,4/28/1977,11240
177190114300,D, D003,ST00BP00,Fieldwood Energy LLC,8/4/1967,COM,WD105, 00841,WD,  104, 00842,WD,  105,3/29/1967,4/19/1967,14145
177190114500,D, D002,ST00BP00,Fieldwood Energy LLC,3/20/1967,ST,WD105, 00841,WD,  104, 00842,WD,  105,2/17/1967,3/14/1967,15425
177190114501,D, D004,ST01BP00,Fieldwood Energy LLC,3/28/1967,PA,WD105, 00841,WD,  104, 00842,WD,  105,3/20/1967,3/25/1967,9000
177190114700,D, A012,ST00BP00,Fieldwood Energy LLC,12/20/2001,PA,WD105, 00840,WD,  103, 00840,WD,  103,7/6/1966,7/21/1966,13320
177190114800,D, B009,ST00BP00,Fieldwood Energy LLC,4/30/1985,PA,WD105, 00840,WD,  103, 00840,WD,  103,7/30/1966,8/10/1966,9500
177190114900,D, T001,ST00BP00,GOM Shelf LLC,5/5/1995,PA,GI043,G01497,WD,   95,G01497,WD,   95,5/14/1967,5/27/1967,11988
177190115000,D, L006,ST00BP00,GOM Shelf LLC,11/9/1997,TA,GI043, 00182,WD,   70, 00182,WD,   70,5/15/1967,5/26/1967,10507
177190115100,D, L004,ST00BP00,GOM Shelf LLC,2/4/2014,TA,GI043, 00182,WD,   70, 00182,WD,   70,3/24/1967,4/8/1967,11535
177190115200,D, M005,ST00BP00,GOM Shelf LLC,12/31/2005,PA,GI043, 00838,WD,   71, 00838,WD,   71,5/13/1967,5/14/1967,12094
177190115300,D, H013,ST00BP00,BP America Production Company,5/20/1995,ST,GI043, 00182,WD,   70, 00182,WD,   70,3/14/1967,4/4/1967,11738
177190115301,D, H013,ST01BP00,BP America Production Company,10/11/2008,PA,GI043, 00182,WD,   70, 00182,WD,   70,5/20/1995,5/31/1995,9714
177190115400,D, M004,ST00BP00,GOM Shelf LLC,1/2/2006,PA,GI043, 00838,WD,   71, 00838,WD,   71,3/21/1967,4/20/1967,13640
177190115500,D, L005,ST00BP01,GOM Shelf LLC,3/17/1981,COM,GI043, 00182,WD,   70, 00182,WD,   70,1/2/1981,1/30/1981,9792
177190115570,D, L005,ST00BP00,GOM Shelf LLC,1/2/1981,ST,GI043, 00182,WD,   70, 00182,WD,   70,4/25/1967,5/3/1967,9750
177190115600,D, S001,ST00BP00,GOM Shelf LLC,4/23/2014,PA,GI043,G01497,WD,   95,G01497,WD,   95,4/17/1967,5/7/1967,13080
177190115700,D, N001,ST00BP00,GOM Shelf LLC,11/30/2011,PA,GI043, 00182,WD,   70,G01497,WD,   95,3/11/1967,4/29/1967,14436
177190115800,D, N002,ST00BP00,GOM Shelf LLC,11/30/2011,PA,GI043, 00182,WD,   70, 00182,WD,   70,5/18/1967,5/31/1967,11230
177190115900,D, M006,ST00BP00,GOM Shelf LLC,6/23/1967,PA,GI043, 00838,WD,   71, 00838,WD,   71,5/27/1967,6/18/1967,13069
177190116000,E,  002,ST00BP00,GOM Shelf LLC,6/16/1967,PA,GI043,G01498,WD,   96,G01498,WD,   96,6/2/1967,6/13/1967,11956
177190116100,E,  002,ST00BP00,Texaco Inc.,5/13/1967,PA,WD105,G01098,WD,  102,G01098,WD,  102,4/27/1967,5/13/1967,11100
177190116200,D, D005,ST00BP00,Fieldwood Energy LLC,12/8/2006,TA,WD105, 00841,WD,  104, 00841,WD,  104,4/21/1967,5/15/1967,15125
177190116300,E,  014,ST00BP00,McMoRan Oil & Gas LLC,7/21/1996,PA,WD027,G01331,WD,   23,G01331,WD,   23,4/16/1967,4/30/1967,13950
177190116400,E,  025,ST00BP00,Chevron U.S.A. Inc.,9/16/1997,PA,WD027,S02869,WD,   24,S02869,WD,   24,5/6/1967,5/30/1967,16200
177190116500,D, A001,ST00BP00,ExxonMobil Oil Corporation,8/8/1978,PA,WD030,G01494,WD,   33,G01494,WD,   33,4/18/1967,4/27/1967,11000
177190116600,E,  001,ST00BP00,"Energy XXI GOM, LLC",5/2/1967,PA,WD030,G01447,WD,   21,G01447,WD,   21,3/19/1967,4/11/1967,14976
177190116800,D,  007,ST00BP00,"Energy XXI GOM, LLC",7/25/1996,ST,WD030, 00384,WD,   28, 00384,WD,   28,4/16/1967,6/22/1967,12243
177190116801,D,  007,ST01BP00,"Energy XXI GOM, LLC",7/9/2010,PA,WD030, 00384,WD,   28, 00384,WD,   28,7/25/1996,7/29/1996,9639
177190116900,D,  006,ST00BP00,"Cox Operating, L.L.C.",2/11/1998,ST,WD030, 00384,WD,   28, 00384,WD,   28,2/13/1967,3/13/1967,12205
177190116901,D,  033,ST01BP00,"Cox Operating, L.L.C.",3/9/1998,COM,WD030, 00384,WD,   28, 00385,WD,   29,2/11/1998,2/20/1998,10355
177190117000,E,  001,ST00BP00,GOM Shelf LLC,6/29/1967,PA,GI043, 00180,WD,   68, 00180,WD,   68,6/5/1967,6/24/1967,12808
177190117100,D, Y002,ST00BP00,Exxon Mobil Corporation,8/4/1986,PA,WD041,G01495,WD,   42,G01495,WD,   42,6/16/1967,7/3/1967,12753
177190117200,D, D007,ST00BP00,Fieldwood Energy LLC,11/29/2006,PA,WD105, 00841,WD,  104, 00842,WD,  105,5/22/1967,6/9/1967,9700
177190117300,D, D006,ST00BP00,Fieldwood Energy LLC,11/28/2006,PA,WD105, 00841,WD,  104, 00841,WD,  104,6/21/1967,7/12/1967,14100
177190117400,E,  001,ST00BP00,Chevron U.S.A. Inc.,6/24/1971,PA,WD112,G01099,WD,  106,G01099,WD,  106,4/30/1967,6/7/1967,15210
177190117700,D, Y004,ST00BP00,Exxon Mobil Corporation,2/9/1981,PA,WD041,G01495,WD,   42,G01495,WD,   42,7/19/1967,8/3/1967,11455
177190117800,D,  025,ST00BP00,"EPL Oil & Gas, LLC",8/5/1967,PA,WD030,G04893,WD,   28, 00385,WD,   29,7/3/1967,8/5/1967,12328
177190117900,D, L007,ST00BP00,GOM Shelf LLC,11/2/1995,PA,GI043, 00182,WD,   70, 00182,WD,   70,6/12/1967,6/26/1967,9252
177190118000,D, L008,ST00BP00,GOM Shelf LLC,11/2/1995,PA,GI043, 00182,WD,   70, 00182,WD,   70,7/15/1967,7/27/1967,9854
177190118100,D, M007,ST00BP00,GOM Shelf LLC,9/13/2011,PA,GI043, 00838,WD,   71, 00838,WD,   71,6/24/1967,7/21/1967,12965
177190118200,D, M008,ST00BP00,GOM Shelf LLC,8/26/1967,PA,GI043, 00838,WD,   71, 00838,WD,   71,8/8/1967,8/23/1967,12218
177190118300,D, H014,ST00BP00,GOM Shelf LLC,8/14/1967,PA,GI043, 00182,WD,   70,G01497,WD,   95,4/27/1967,7/22/1967,14795
177190118400,D, D009,ST00BP00,Fieldwood Energy LLC,9/6/1967,TA,WD105, 00841,WD,  104, 00841,WD,  104,8/26/1967,9/3/1967,8453
177190118500,D, O001,ST00BP00,GOM Shelf LLC,8/18/2000,ST,GI043, 00838,WD,   71, 00838,WD,   71,6/24/1967,8/21/1967,14315
177190118501,D, O001,ST01BP00,GOM Shelf LLC,9/28/2000,ST,GI043, 00838,WD,   71, 00838,WD,   71,8/18/2000,9/25/2000,11834
177190118502,D, O001,ST02BP00,GOM Shelf LLC,1/28/2017,TA,GI043, 00838,WD,   71, 00838,WD,   71,9/28/2000,11/2/2000,13700
177190118600,D, L009,ST00BP00,GOM Shelf LLC,11/2/1995,PA,GI043, 00182,WD,   70, 00182,WD,   70,8/10/1967,8/22/1967,9371
177190118700,D, N003,ST00BP00,GOM Shelf LLC,11/30/2011,PA,GI043, 00182,WD,   70, 00182,WD,   70,6/14/1967,8/4/1967,13576
177190118800,D, Y005,ST00BP00,Exxon Mobil Corporation,12/2/1977,PA,WD041,G01495,WD,   42,G01495,WD,   42,8/23/1967,9/6/1967,11477
177190119100,D,  008,ST00BP01,"Energy XXI GOM, LLC",9/18/1967,PA,WD030, 00384,WD,   28, 00384,WD,   28,8/23/1967,9/18/1967,10494
177190119170,E,  008,ST00BP00,"Energy XXI GOM, LLC",8/23/1967,ST,WD030, 00384,WD,   28, 00384,WD,   28,8/5/1967,8/23/1967,4184
177190119200,D, Y007,ST00BP00,Exxon Mobil Corporation,5/3/1978,PA,WD041,G01495,WD,   42,G01495,WD,   42,9/17/1967,10/3/1967,10965
177190119300,D, F013,ST00BP00,"Energy XXI GOM, LLC",6/3/1980,PA,WD073,G01084,WD,   74,G01084,WD,   74,10/28/1967,11/8/1967,9950
177190119400,D, N004,ST00BP00,GOM Shelf LLC,11/30/2011,PA,GI043, 00182,WD,   70, 00181,WD,   69,9/4/1967,10/6/1967,11878
177190119500,D, L010,ST00BP00,GOM Shelf LLC,1/31/2014,TA,GI043, 00182,WD,   70, 00182,WD,   70,9/3/1967,9/26/1967,10480
177190119600,D, H015,ST00BP00,GOM Shelf LLC,10/11/2008,PA,GI043, 00182,WD,   70,G01497,WD,   95,8/16/1967,10/3/1967,13609
177190119700,D, D008,ST00BP00,Fieldwood Energy LLC,11/26/2006,PA,WD105, 00841,WD,  104, 00841,WD,  104,8/11/1967,8/19/1967,6935
177190119800,D, D010,ST00BP01,Fieldwood Energy LLC,7/29/2002,ST,WD105, 00841,WD,  104, 00841,WD,  104,12/4/1967,1/2/1968,9400
177190119801,D, D010,ST01BP00,Fieldwood Energy LLC,9/6/2002,COM,WD105, 00841,WD,  104, 00841,WD,  104,7/29/2002,8/5/2002,9793
177190119870,D, D010,ST00BP00,Fieldwood Energy LLC,12/4/1967,ST,WD105, 00841,WD,  104, 00841,WD,  104,9/6/1967,9/16/1967,9650
177190119900,D, D011,ST00BP00,Fieldwood Energy LLC,10/5/1967,COM,WD105, 00841,WD,  104, 00841,WD,  104,9/21/1967,9/30/1967,8300
177190120100,D, O002,ST00BP00,GOM Shelf LLC,3/22/1994,PA,GI043, 00838,WD,   71, 00838,WD,   71,9/9/1967,10/19/1967,12835
177190120200,D, A002,ST00BP00,Fieldwood Energy Offshore LLC,4/28/2010,TA,WD079,G01449,WD,   79,G01449,WD,   79,10/16/1967,11/17/1967,11797
177190120300,D, R002,ST00BP00,GOM Shelf LLC,11/9/2006,PA,GI043,G01498,WD,   96,G01497,WD,   95,9/26/1967,10/8/1967,11463
177190120400,D, N005,ST00BP00,GOM Shelf LLC,5/24/2005,PA,GI043, 00182,WD,   70,G01497,WD,   95,10/16/1967,11/7/1967,13334
177190120500,D, D012,ST00BP00,Fieldwood Energy LLC,11/2/1967,COM,WD105, 00841,WD,  104, 00841,WD,  104,10/7/1967,10/26/1967,10116
177190120700,D, A002,ST00BP00,ExxonMobil Oil Corporation,8/8/1978,PA,WD030,G01494,WD,   33,G01494,WD,   33,11/1/1967,11/20/1967,11000
177190120800,D, Y008,ST00BP00,Exxon Mobil Corporation,7/26/1978,PA,WD041,G01495,WD,   42,G01495,WD,   42,10/25/1967,11/7/1967,10900
177190120900,D, A003,ST00BP00,ExxonMobil Oil Corporation,5/24/1978,PA,WD030,G01494,WD,   33,G01494,WD,   33,11/27/1967,12/12/1967,11060
177190121000,D, Y006,ST00BP00,Exxon Mobil Corporation,1/17/1982,PA,WD041,G01495,WD,   42,G01495,WD,   42,10/8/1967,10/21/1967,11057
177190121100,D, L012,ST00BP00,GOM Shelf LLC,11/2/1995,PA,GI043, 00182,WD,   70, 00182,WD,   70,11/6/1967,11/17/1967,8382
177190121200,D, R004,ST00BP00,GOM Shelf LLC,11/9/2006,PA,GI043,G01498,WD,   96,G01497,WD,   95,11/15/1967,11/30/1967,12010
177190121300,D, R003,ST00BP00,GOM Shelf LLC,9/3/1983,PA,GI043,G01498,WD,   96,G01497,WD,   95,10/20/1967,11/2/1967,11951
177190121400,D, L011,ST00BP00,GOM Shelf LLC,12/13/1967,COM,GI043, 00182,WD,   70, 00182,WD,   70,10/9/1967,10/21/1967,9967
177190121500,D, O003,ST00BP00,GOM Shelf LLC,12/30/1967,COM,GI043, 00838,WD,   71, 00838,WD,   71,11/17/1967,12/16/1967,12919
177190121600,D, F017,ST00BP00,"Energy XXI GOM, LLC",8/18/1979,PA,WD073,G01084,WD,   74,G01084,WD,   74,12/4/1967,12/11/1967,8680
177190121700,D, F014,ST00BP00,"Energy XXI GOM, LLC",7/27/1991,PA,WD073,G01084,WD,   74,G01084,WD,   74,11/13/1967,11/22/1967,8845
177190121701,D, F014,ST01BP00,"Energy XXI GOM, LLC",8/3/2015,CNL,WD073,G01084,WD,   74,G01084,WD,   74,,,*****
177190121800,D, F015,ST00BP00,"Energy XXI GOM, LLC",5/18/1979,PA,WD073,G01084,WD,   74,G01084,WD,   74,12/23/1967,1/2/1968,9800
177190121900,D, A003,ST00BP00,Fieldwood Energy Offshore LLC,2/1/2006,TA,WD079,G01449,WD,   79,G01449,WD,   79,11/30/1967,12/28/1967,12550
177190122100,D, Y003,ST00BP00,Exxon Mobil Corporation,3/30/1986,PA,WD041,G01495,WD,   42,G01495,WD,   42,11/13/1967,11/24/1967,10900
177190122200,D, Y010,ST00BP00,Exxon Mobil Corporation,3/12/1986,PA,WD041,G01495,WD,   42,G01495,WD,   42,11/30/1967,12/18/1967,11360
177190122300,D, A004,ST00BP00,ExxonMobil Oil Corporation,8/8/1978,PA,WD030,G01494,WD,   33,G01494,WD,   33,11/18/1967,1/1/1968,10925
177190122400,D, R005,ST00BP00,GOM Shelf LLC,11/19/1993,ST,GI043,G01498,WD,   96,G01498,WD,   96,12/17/1967,12/30/1967,11540
177190122401,D, R005,ST01BP00,GOM Shelf LLC,10/21/2006,PA,GI043,G01498,WD,   96,G01498,WD,   96,11/19/1993,11/26/1993,12268
177190122500,D, A005,ST00BP00,ExxonMobil Oil Corporation,8/8/1978,PA,WD030,G01494,WD,   33,G01494,WD,   33,1/7/1968,1/20/1968,10971
177190122600,D, N007,ST00BP00,GOM Shelf LLC,11/30/2011,PA,GI043, 00182,WD,   70, 00182,WD,   70,1/31/1968,2/19/1968,13336
177190122700,D, N006,ST00BP00,GOM Shelf LLC,11/30/2011,PA,GI043, 00182,WD,   70,G01498,WD,   96,11/25/1967,12/26/1967,13979
177190122800,D, Y009,ST00BP00,Exxon Mobil Corporation,2/2/1972,ST,WD041,G01495,WD,   42,G01495,WD,   42,12/27/1967,1/15/1968,11900
177190122870,D, Y009,ST00BP01,Exxon Mobil Corporation,8/14/1986,PA,WD041,G01495,WD,   42,G01495,WD,   42,2/3/1972,3/20/1972,4470
177190122900,D, A006,ST00BP00,ExxonMobil Oil Corporation,8/8/1978,PA,WD030,G01494,WD,   33,G01494,WD,   33,1/29/1968,2/9/1968,10928
177190123100,D, F019,ST00BP00,"Energy XXI GOM, LLC",3/10/1989,PA,WD073,G01084,WD,   74,G01090,WD,   91,1/25/1968,2/4/1968,10235
177190123200,D, R006,ST00BP00,GOM Shelf LLC,10/30/2006,PA,GI043,G01498,WD,   96,G01498,WD,   96,1/15/1968,2/12/1968,13515
177190123300,D, N008,ST00BP00,GOM Shelf LLC,10/7/1992,PA,GI043, 00182,WD,   70, 00182,WD,   70,3/5/1968,3/22/1968,11744
177190123400,D, S002,ST00BP00,GOM Shelf LLC,4/22/2004,ST,GI043,G01497,WD,   95,G01497,WD,   95,2/25/1968,3/20/1968,11503
177190123401,D, S002,ST01BP00,GOM Shelf LLC,6/1/2004,ST,GI043,G01497,WD,   95,G01497,WD,   95,4/22/2004,5/19/2004,13390
177190123402,D, S002,ST01BP01,GOM Shelf LLC,8/23/2004,COM,GI043,G01497,WD,   95,G01498,WD,   96,6/1/2004,6/24/2004,14417
177190123500,D, C029,ST00BP00,"Energy XXI GOM, LLC",1/28/1978,PA,WD073,G01083,WD,   73,G01083,WD,   73,3/14/1968,3/26/1968,9695
177190123600,D, F018,ST00BP00,"Energy XXI GOM, LLC",1/24/1980,PA,WD073,G01084,WD,   74,G01084,WD,   74,1/9/1968,1/21/1968,9250
177190123700,E,  005,ST00BP00,GOM Shelf LLC,4/29/1968,PA,GI043, 00182,WD,   70, 00182,WD,   70,2/25/1968,4/24/1968,13873
177190123800,D, R008,ST00BP00,GOM Shelf LLC,10/29/2006,PA,GI043,G01498,WD,   96,G01498,WD,   96,3/7/1968,3/25/1968,13100
177190123900,D, C033,ST00BP00,"Energy XXI GOM, LLC",4/17/1968,PA,WD073,G01083,WD,   73,G01091,WD,   92,4/1/1968,4/14/1968,11050
177190124000,E,  001,ST00BP00,CanadianOxy Offshore Production Co.,6/3/1968,PA,WD058,G01450,WD,   78,G01450,WD,   78,2/12/1968,4/21/1968,16500
177190124100,D, C030,ST00BP00,"Energy XXI GOM, LLC",2/11/1989,PA,WD073,G01083,WD,   73,G01083,WD,   73,2/25/1968,3/10/1968,8570
177190124200,D, A005,ST00BP00,Fieldwood Energy Offshore LLC,4/28/2010,TA,WD079,G01449,WD,   79,G01449,WD,   79,12/29/1967,2/19/1968,15300
177190124300,D, O004,ST00BP00,GOM Shelf LLC,12/12/2010,ST,GI043, 00838,WD,   71, 00838,WD,   71,12/31/1967,2/8/1968,12760
177190124301,D, O004,ST01BP00,GOM Shelf LLC,2/19/2011,COM,GI043, 00838,WD,   71, 00838,WD,   71,12/12/2010,1/28/2011,14027
177190124400,D, P001,ST00BP00,GOM Shelf LLC,1/8/1980,PA,GI043,G01497,WD,   95,G01497,WD,   95,1/26/1968,2/22/1968,13660
177190124500,D, T002,ST00BP00,GOM Shelf LLC,7/23/1982,PA,GI043,G01497,WD,   95,G01497,WD,   95,3/5/1968,4/2/1968,11568
177190124600,D,  005,ST00BP00,Eni US Operating Co. Inc.,7/7/1970,PA,WD073,G01088,WD,   89,G01088,WD,   89,1/18/1968,1/30/1968,16500
177190124700,E,  001,ST00BP00,Humble Oil & Refining Company,3/4/1968,PA,WD112,G01591,WD,  107,G01591,WD,  107,12/23/1967,2/25/1968,16062
177190124800,E,  008,ST00BP00,Exxon Mobil Corporation,3/18/1968,PA,WD030, 00026,WD,   30, 00026,WD,   30,2/17/1968,3/17/1968,3061
177190124900,D, R007,ST00BP00,GOM Shelf LLC,11/8/2006,PA,GI043,G01498,WD,   96,G01497,WD,   95,4/17/1968,4/26/1968,10170
177190125000,D, O005,ST00BP00,GOM Shelf LLC,6/18/1993,ST,GI043, 00838,WD,   71, 00838,WD,   71,2/28/1968,4/2/1968,12659
177190125001,D, O005,ST01BP01,GOM Shelf LLC,12/8/1993,COM,GI043, 00838,WD,   71, 00838,WD,   71,7/16/1993,7/29/1993,12220
177190125070,D, O005,ST01BP00,GOM Shelf LLC,7/16/1993,ST,GI043, 00838,WD,   71, 00838,WD,   71,6/18/1993,7/13/1993,11647
177190125100,D, P003,ST00BP00,GOM Shelf LLC,3/4/1981,PA,GI043,G01497,WD,   95,G01497,WD,   95,5/4/1968,6/4/1968,13991
177190125200,D, R009,ST00BP00,GOM Shelf LLC,10/25/2006,PA,GI043,G01498,WD,   96,G01498,WD,   96,6/5/1968,6/25/1968,13986
177190125300,E,  007,ST00BP00,Chevron U.S.A. Inc.,6/30/1968,COM,WD027,S03528,WD,   24,S03528,WD,   24,6/9/1968,6/14/1968,15318
177190125400,E,  008,ST00BP00,Chevron U.S.A. Inc.,9/20/1997,PA,WD027,S03529,WD,   23,S03529,WD,   23,3/19/1968,4/1/1968,16173
177190125500,D, P002,ST00BP00,GOM Shelf LLC,6/14/1979,PA,GI043,G01497,WD,   95,G01498,WD,   96,3/19/1968,4/17/1968,14010
177190125600,E,  001,ST00BP00,Texaco Inc.,10/5/1971,PA,WD109,G01592,WD,  108,G01592,WD,  108,4/10/1968,5/13/1968,14470
177190125700,D,  003,ST00BP00,Belco Petroleum Corporation,5/18/1968,PA,WD064,G01077,WD,   64,G01077,WD,   64,5/1/1968,5/15/1968,13014
177190125800,D, R010,ST00BP00,GOM Shelf LLC,3/9/1997,ST,GI043,G01498,WD,   96,G01498,WD,   96,5/6/1968,5/23/1968,13052
177190125801,D, R010,ST01BP00,GOM Shelf LLC,11/10/2006,PA,GI043,G01498,WD,   96,G01498,WD,   96,3/9/1997,3/14/1997,13104
177190125900,D, N009,ST00BP00,GOM Shelf LLC,11/30/2011,PA,GI043, 00182,WD,   70, 00182,WD,   70,4/2/1968,4/24/1968,12667
