incident_id,date,vessel_name,description,incident_type,location,source,fatalities,injuries
FL-2012-1005,2012-12-04,,"News media reports that a canoe carrying 7 people capsized around 4am.  One deceased victim was recovered 1 hour after notifcatio and was pronounced deceased at the hospital.  No one was wearing life jackets, and the boat did not have any lights.  The group had been staying at the Parliament House Club and Resort.",Capsizing,"Orlando Lakes, FL",DLP Historical,1,0
FL-2012-1006,2012-10-27,,News media report a victim was found onboard his anchored sailboat.  The boat and victim showed damage that would suggest that something hit the boat.  No other information.,Fall in vessel,"ICW, FL",DLP Historical,1,0
FL-2012-1100,2012-05-04,,"This accident was entered by the Coast Guard.  According to a MISLE report, authorities received notice that a victim had fallen overboard.  THe victim's pfd caused the victim's head to be in the water for a couple minutes until the boat operator was able to assist.  THe operator could not get the victim back in the boat so he tied him to the boat.  THe victim was deceased.",Fall Overboard,"Gulf of Mexico, FL",DLP Historical,1,0
GA-2010-0005,2010-01-05,,"operator was operating the boat with occupant in front of him.  Boat hit a log in the water, turning the boat over and throwing them both into the water.  Occupant climbed on top of the boat while Operator put a life jacket on and floated beside it.  The boat then struck some trees about 3:30pm.  At around 4:30pm the boat became unstuck and began to drift away from Operator with Occupant on it.  Occupant said Operator began talking ""crazy"" and drifted off saying he would tie to a vine.  That was the last time she saw him.  She then saw a log sticking up out of the water and climbed onto it to wait.  She said it was almost dark when she was able to get onto the log.",Collision with Floating Object,"Altamaha River, GA",DLP Historical,1,1
GA-2010-0007,2010-03-07,,"Two subjects were floating down the chattahoochee river when their vessel drifted into a tree lying in the water. The vessel became entrapped due to strong water current. The man on the front of the vessel tried to push them off the tree causing the vessel to overturn into the water. Both subjects held onto the boat with operator on the bow and occupant on the stern drifting down stream. Operator threw a type iv pfd to occupant to hold onto. Operator could not hold onto the boat and broke lose floating on his back alone. He could still see the boat and his friend. A vessel came upon him and helped him on to the bank on the fulton county side of the river. Operator told vessel to help his friend but when vessel turned his boat around all he saw was the type iv pfd floating and the boat missing. He went back and picked up Operator and they put a lifejacket in a tree where occupant and the vessel was last seen marking the spot. operator was taken to abbotts bridge boat ramp. Operator was transported to the gwinnett medical in duluth. The search for occupant was then conducted by dnr and other agengies for recovery.

The doctors stated that operator suffered a mild heart attack when he entered the cold water. Operator was transported to st. Joseph hosptial in atlanta for surgery.",Collision with Fixed Object,"CHATTAHOOCHEE RIVER, GA",DLP Historical,1,1
GA-2010-0008,2010-03-07,,"Sometime on the night of 3/6/10 or the early morning hours of 3/7/10, operator and occupant were fishing near what is commonly referred to as Pinnacle Pointe on Lake Tobesofkee. The men were in Operator's 1991 Artcraft bass boat. At some point in the trip, the men realized that the boat was taking on water and that the bilge area had become swamped. It appears, by evidence in the boat, that the two men made preparations to return to the boat ramp after realizing the trouble. Due to the boat having already taken on a great quantity of water, when the two men moved to the rear of the boat, it appears that the stern of the boat went under causing the bow of the vessel to rise. At some point during the sinking, the two men went into the water without wearing a PFD. Both men were dressed in bulky insulated coveralls and had on heavy boots. One family member that this investigator spoke with stated that Operator could not swim and that he wasn't sure if occupant could swim or not. The previous mentioned factors led to the two individuals accidentally drowning during the sinking of the vessel. operator was recovered on 3/7/10 at approximately 1300 hours and occupant was recovered on 3/9/10 at approximately 1600 hours.",Flooding/swamping,"Lake Tobesofkee, GA",DLP Historical,2,0
GA-2010-0012,2010-03-02,,Victim did not return to Scott's Landing on the Florida side of the St. Mary's River where he launched his boat earlier in the day.  Friends went to locate him after he had not returned. Victim's boat was later found on the Georgia bank of the St. Mary's River where it had struck some trees.  The victim was not in or around the vessel.   His body was located the next day by a dive team. Victim drowned as a result of falling out of the boat.,Fall Overboard,"St. Mary's River, GA",DLP Historical,1,0
GA-2010-0014,2010-04-01,,victim WAS ON A DOCK ATTEMPTING TO STEP ONTO THE STERN OF VESSEL. victim FELL AND HIT HIS HEAD ON THE DOCK.,Fall in Vessel,"LAKE LANIER, GA",DLP Historical,1,0
GA-2010-0015,2010-04-22,,"ON THURSDAY APRIL 22, 2010, operator and two passengers WERE ON A VESSEL ON LAKE ALLATOONA IN CHEROKEE COUNTY. THE THREE HAD BEEN AT PROPS & HOPS RESTAURANT LOCATED AT VICTORIA LANDING. AS THEY LEFT THE LANDING AND BEGAN TO PROCEED BACK TO RED TOP MOUNTAIN STATE PARK TO DROP OFF one passenger, operator STRUCK A PILING LOCATED BETWEEN VICTORIA LANDING AND HARBOR TOWN MARINA. WHEN operator STRUCK THE PILING, occupant WAS EJECTED FROM THE VESSEL. occupant DROWNED AS A RESULT OF THE COLLISION WITH THE PILING.",Collision with Fixed Object,"LAKE ALLATOONA, GA",DLP Historical,1,0
GA-2010-0019,2010-05-03,,"THE VICTIM WENT DOWN THE SLIDE ON THE BACK OF A DRIFTING HOUSEBOAT, DUE TO THE STRONG WIND, HE WAS UNABLE TO RETURN TO THE BOAT AND DROWNED.",Person Departed Vessel,"LAKE LANIER, GA",DLP Historical,1,0
GA-2010-0025,2010-05-08,,"I, RFC, member of the CIRT, was contacted by SGT while off duty on May 8, 2010, at 1949 hrs. in reference to a boating incident on Lake Russell involving two bass boats. The incident occurred around 1900 hrs, that day; SGT briefed me on the situation and told me CPL was on the scene. I contacted CPL who briefed me further on the case, he relayed to me the boats would be held as evidence at the US Army Corps of Engineers impound yard at Richard B. Russell Dam. I arrived at the Corps impound yard on May 9, 2010 at 1300 hrs., I met with CPL at the boats, we inspected vessels, witness statements, and safety equipment. We set the impacting vessel as vessel #1, we set the impacted vessel as vessel #2. From there we separated each vessel into quadrants and surveyed all possible damage from the collision. We then took measurements and photographs of the damage and transfer marks of each vessel, from there we accounted all necessary safety equipment was onboard each vessel. I then diagramed the damage on each vessel and we completed a photograph log. From there I went over the scene field notes CPL had obtained and began entering information of vessels and victims onto the Georgia Boating Incident Form. 

In reviewing victim's and witness statements along with the physical evidence, transfer marks, skeg tracks, and propeller damage from the boating incident on Lake Russell occurring the 8th, day of May, 2010 at around 1900 hrs. The evidence clearly indicates the operator in vessel #1 failed to follow ""The Rules of the Road"". In conjunction with scene diagram figures 1-4, vessel #1 in an overtaking situation, failed to keep out of the way of vessel #2. This indicates that the operator of vessel #1 failed to follow Rule 13, according to Updated Comdtinst M16672.2D, US Dept. of Homeland Security, United States Coast Guard, Navigation Rules, International -Inland. It is also clear from witness statements, vessel #1 failed to use safe speed in the congested area of the Elbert Ramp, a violation of Rule 6, according to Updated Comdtinst M16672.2D, US Dept. of Homeland Security, United States Coast Guard, Navigation Rules, International-Inland. 

Vessel #1 engaged vessel #2 at the port side rub rail just behind the passenger seat. Vessel #1 advanced onto vessel #2 traveling across vessel #2 from the port passenger seating location causing extensive damage to both vessels before exiting the starboard side of vessel #2 forward of the operator console location. During the collision vessel #2 passenger and operator suffered serious injuries' from the direct impact of vessel #1 hull. The passenger of vessel #2 suffered a broken left clavicle, broken facial bones, teeth knocked from the sockets, a bruised back, a laceration to the forehead, borken ribs and collapsed lung. The operator of vessel #2 suffered a broken left clavicle and bruising. The impacting vessel #1 passenger from the impacting vessel #1 was ejected from the vessel #1 clear of the collision. Rule 13, overtaking a vessel was broken by vessel #1 while overtaking vessel #2 causing the two boats to collide. By operating in a manner causing collision of vessel #1 with vessel #2, the operator of vessel #1 failed to adhere to Rule 8 of the Updated Comdtinst M16672.2D, US Dept. of Homeland Security, United States Coast Guard, Navigation Rules, International-Inland. After reviewing all of the evidence and information in this case, the vessel collision could have been completely avoided had the operator of vessel #1 followed the ""Rules of the Road"". The operator of vessel #1 is at fault causing the boating incident on May 8, 2010 on Lake Russell.",Collision with Recreational Vessel,"Lake Russell, GA",DLP Historical,1,1
GA-2010-0039,2010-05-16,,"On May 16, 2010 at approx 1900 hrs I was on saltwater patrol in the Isle of Hope area, just across from the Isle of Hope Marina when I noticed a boat adrift near the dock and two people in the water.  At least three other people were in the boat and were motioning me to come over.  As I headed in their direction the two swimmers climbed out of the water onto the dock and also began motioning me to come over.  Once I was close enough I could hear them shouting that someone had just fallen out of their boat and had not resurfaced.  My side scan sonar was already in operation and I immediately got my vessel in place to begin a search.  I advised GSP of the matter and asked that SCMPD be contacted.  Over the next few minutes I was told by the witnesses that the missing person had fallen in from the vessel very near to the dock and was advised of an approximate location that he entered the water.  I continued to scan the area with the sonar equipment starting in the location of the victim's entry and expanding as much as possible around the docks and parked vessels.  The area was very congested with many boats moored to each side of the slips.  With the help of a good samaritan, captain of a yacht moored at the marina, I continued to search visually and with side scan in and around the dock and moored vessels from my vessel.  Over the next few minutes many personnel from SCMPD, local Fire Department, USCG arrived as well as other DNR Rangers.  Corporal, Rangers  got in with me and aided in the continued search.  We identified several targets of interest and relayed their location to the Chatham County Dive Team.  Each location was investigated and nothing found.  We continued to scan the area for several hours with no luck.  After the dive team terminated their search for the night, Chatham County Marine Patrol Officer and I conducted a search of the area with the body drag with no results.  Ranger arrived at approximately 5 am (5/17/10) to relieve me.  The body of the victim (b/m) surfaced and was recovered around 0730 on 5/18/10.",Fall Overboard,"Skidaway River, GA",DLP Historical,1,0
GA-2010-0040,2010-05-30,,"The vessel was traveling west on Back River when a hat flew off and the vessel turned sharply around and one person was thrown from the vessel and struck by the prop.

Waiting on Autopsy and Toxicology Reports.",Person Ejected from Vessel,"Back River, GA",DLP Historical,1,0
GA-2010-0070,2010-06-20,,VESSEL A A PONTOON BOAT WAS TRAVELING SOUTH DOWN THE CHESTATEE RIVER. VESSEL B WAS TRAVELING IN THE SAME DIRECTION PULLING A TUBE WITH THREE PEOPLE ON IT. THE OPERATOR OF VESSEL B ATTEMPTED TO PASS VESSEL A ON THE RIGHT SIDE. HE MADE THE PASS AT A VERY CLOSE DISTANCE AND BEGAN TO PULL IN FRONT OF THE VESSEL. AS THE TUBE ENTERED IN FRONT OF VESSEL A TWO OF THE OCCUPANTS ON BOARD THE TUBE FELL INTO THE WATER. THE OPERATOR OF VESSEL A CUT OFF HIS ENGINE AND TURNED THE VESSEL TO THE RIGHT. HIS VESSEL STRUCK THE VICTIM IN THE HEAD.,Skier Mishap,"LAKE LANIER, GA",DLP Historical,1,0
GA-2010-0075,2010-06-22,,THE OPERATOR OF THE VESSEL STOPPED THE VESSEL TO LET ONE OF THE TUBE RIDERS ONTO THE BOAT. THREE PEOPLE FROM THE BOAT JUMPED INTO THE WATER TO SWIM. occupant DID NOT COME BACK UP. THE OTHERS LOOKED FOR HIM AND THEN WENT TO GET HELP. occupant BODY WAS RECOVERED AT 10:06 ON 7-23-10.,Person Departed Vessel,"LAKE LANIER, GA",DLP Historical,1,0
GA-2010-0090,2010-07-11,,victim JUMPED OUT OF VESSEL INTO LAKE LANIER. victim WENT UNDER THE WATER AND DROWNED.,Person Departed Vessel,"LAKE LANIER, GA",DLP Historical,1,0
GA-2010-0099,2010-07-20,,"Victim's truck and boat were pulled to the boat ramp apparently in an attempt to launch/retrieve his boat.  Boat was found floating upside down against the second dock down river from the boat ramp and victim was unable to be located.  victim's body was recovered on 07/21/2010 at approximately 0730 hours.

Body was found floating at approximately 0730 hours on 07/21/2010 by two Deputies.  Minor cuts on both arms were observed, possibly from contact with debris in river.",Capsizing,"Satilla River, GA",DLP Historical,1,0
GA-2010-0121,2010-09-05,,"ON SEPTEMBER 5, 2010 AT APPROX. 7:30 PM A PWC DRIVEN BY operator2 WAS TRAVELING WEST BOUND ON NOTTLEY LAKE JUST SOUTH OF POTEETE CAMP GROUND. THE PWC STRUCK THE PORT SIDE BOW OF A SKI BOAT RESULTING IN THE DEATH OF operator2. THE SKI BOAT OCCUPIED BY 6 PEOPLE HAD LEFT THE POTEETE CREEK CAMP GROUND NO WAKE ZONE AND WAS TRAVELING IN SOUTH EASTERN DIRECTION.",Collision with Recreational Vessel,"LAKE NOTTLEY, GA",DLP Historical,1,0
GA-2010-0135,2010-10-02,,"I RECEIVED A CALL FROM THE BARTOW COUNTY SHERIFF'S OFFICE ABOUT A POSSIBLE DROWNING IN ALLATOONA LAKE AT THE CHEROKEE RETREAT OFF WILDERNESS CAMP ROAD. THEY ADVISED ME THAT THE VICTIM HAD ORIGINALLY BEEN AT THE CHEROKEE RETREAT AND HAD BEEN PICKED UP BY A GOOD SAMARITAN AND TAKEN TO PARK MARINA AND THAT THEY WERE TRYING TO REVIVE HIM WITH CPR. THERE WAS ALSO ANOTHER VICTIM STILL AT THE SCENE AND BEING TREATED BY EMT'S. THE GOOD SAMARITAN, ADVISED ME THAT HE WAS FISHING IN MCKASKEY CREEK WHEN HE SAW SEVERAL PEOPLE IN THE WATER WAVING AT HIM AND HOLLERING FOR HELP. THEY HAD AN UNCONSCIOUS PERSON IN THE WATER THAT NEEDED HELP, THEY GOT THE UNCONSCIOUS PERSON INTO HIS BOAT AND HEADED TO PARK MARINA. HE SLOWED DOWN FOR A SECOND TO INFORM SOME NEARBY FISHERMEN TO CALL 911 AND TELL THEM ABOUT THE DROWNING AND THAT HE WOULD BE AT PARK MARINA WITH THE VICTIM.",Capsizing,"LAKE ALLATOONA, GA",DLP Historical,1,1
GA-2010-0146,2010-11-28,,VICTIM WAS FISHING FROM A VESSEL WHEN THE VESSEL CAPSIZED. THE VICTIM WAS THROWN INTO THE WATER. THE VICTIM HAD HEALTH ISSUES AND WAS ON OXYGEN AT THE TIME OF THE INCIDENT. ALSO THE VICTIM WAS WEARING HEAVY CLOTHING AND THE WATER TEMPERATURES WAS COLD. ALL THESE FACTORS CONTRIBUTED TO THE VICTIM DROWNING.,Capsizing,"FORT YARGO, GA",DLP Historical,1,0
GA-2010-0148,2010-05-06,,At 08:30 hours Wildlife Tech I found an over turned vessel in club House lake at the McDuffie County PFA. The PFA's manager swam out and pulled victim to the shore.  Manager performed C.P.R. on victim until E.M.S. arrived on the scene. victim never responded to the C.P.R. The investigation concludes that victim unloaded his boat into Club House Lake. victim did not put the plug in the stern of the vessel. The vessel began to sink and overturned. victim had bought the vessel two weeks before.,Flooding/swamping,"McDuffie Co Public fishing lak, GA",DLP Historical,1,0
GA-2011-0002,2011-02-19,,"Operator was operating his personal watercraft during reduced visibility (dusk dark) and at the time was not wearing a personal flotation device.  Operator came to a ""Y"" in the river and instead of turning in a left or right direction continued on straight making impact with a cypress tree on the west side bank of the Satilla River.",Collision with Fixed Object,"Satilla River, GA",DLP Historical,1,0
GA-2011-0003,2011-02-19,,"At approximatley 1455 hours, eyewitnesses observed operator southbound in the Savannah River near Griffin Landing. The eyewitnesses were on their property at the river's edge eating lunch. They stated Operator appeared to strike something in the middle of the river and was ejected several hundred yards north of Griffin Landing. Operator was not wearing a PFD and struggled to avoid being struck by his boat. They stated he called for help and subject launched a canoe to render aid. Within moments a jon boat arrived. They grabbed Operator, who was not responsive and face down, and pulled him to the bank. Subjects performed CPR on Operator for approximately 15 minutes.",Collision with Fixed Object,"Savannah River, GA",DLP Historical,1,0
GA-2011-0007,2011-03-22,,"""On the above date and times rangers responded to the satilla river at hwy 301 in brantley county reference subject floating in the water. When the rangers arrived the subject had already been transported by ems to the hospital in wayne county. Rfc and cpl went to the location of the boat while sgt spoke with the witness. The 1st witness stated that when he pulled up to the boat that he saw a life jacket floating in the water. He then pulled on the life jacket and could see that victim was face down in the water while still wearing the life jacket that was partially zipped. Witness1’s wife who was in the boat with him then called 911 at 1221 hrs. Two others who were also fishing in the area heard witness1 call for help. When they arrived one of the subjects got into witness1 boat and helped him hold victim until the rescue units arrived. When cpl and rfc arrived at the vessel it was partially filled with water and the boat was tied to the tree from the starboard side stern against the current. The boat was towed back to the landing and taken to victims house by sgt.end of report.rfc. ,""",Fall Overboard,"SATILLA RIVER, GA",DLP Historical,1,0
GA-2011-0008,2011-04-13,,"On april 13, 2011 at approximately 12:00 hrs. two people started a kayaking trip at the garrard's landing boat ramp on the chattahoochee river off of holcomb bridge road.  After kayaking for approximately 1 to 1 1/2 hours survivor stated they wanted to eat lunch on the rocks immediately south off horseshoe bend.  At this time victim who was riding in the front of the two man kayak stood up which then resulted in him losing his balance.  Upon losing his balance victim fell into the chattahoochee river.",Fall Overboard,"CHATTAHOOCHEE RIVER, GA",DLP Historical,1,0
GA-2011-0011,2011-04-12,,"On the listed date & time, Officers responded to the listed location in ref. to a boating incident. Upon arrival, Officers found that the listed victim and boat driver were gone from the incident scene, enroute to McDuffie Co. Hospital. Officers got written statements from witnesses on scene. Officers found that the listed vessel was in the water, capsized approx. 50 yards from the shoreline. Officers noticed that the water was white capping with 1' to 2' swells and strong winds. Officers spoke to the driver of the vessel at the McDuffie Co. Hospital. The driver stated that he and the victim launched the vessel. The motor failed and would not go forward. 

The driver then attempted to drive the vessel in reverse when then it began to take on water. The vessel was swamped and capsized causing the driver and victim to enter the water. The driver further stated that he attempted to put a PFD on the victim and himself before going overboard. The victim had a history of heart problems and other medical issues. The driver stated that the victim became unresponsive while in the water. Witnesses responded by vessel to assist the driver and victim. The witnesses stated that they took the driver and victim to the shore. The victim was unresponsive. 

Witness began CPR. McDuffie Co. EMS was notified and responded to the scene. The victim was then transported to McDuffie ER where he was pronounced deceased at 1707 hrs. The cause of death is pending report of the medical examiner. The vessel was recovered by Sea Tow and DNR Rangers on scene. The vessel was turned over to the listed vessel operator. Officers found that the plug was intact and found no signs of collision damage to the vessel. Officer's investigation found that the statements of the driver and witnesses were consistent. The cause of damage was due to possible throttle failure, high winds and rough water causing the swamping and capsizing of the vessel. No further action was taken.
",Flooding/swamping,"Clarks Hill, GA",DLP Historical,1,0
GA-2011-0022,2011-05-27,,Operator AND TWO PASSENGERS WERE TESTING OUT HIS BOAT FOR THE WEEKEND. Operator OPERATED BOAT TO AREA NEAR MARKER 23E AND TURNED ENGINE OFF AND DRIFTED FOR SOME TIME. Operator AND HIS PASSENGERS WERE SWIMMING NEAR THE BOAT AND occupant JUMPED FROM THE BOAT AND NEVER RESURFACED.,Person Departed Vessel,"LAKE ALLATOONA, GA",DLP Historical,1,0
GA-2011-0035,2011-05-21,,"VESSEL A AND VESSEL B WERE TRAVELING IN THE SAME DIRECTION. VESSEL A MADE A SHARP TURN DIRECTLY IN FRONT OF VESSEL B. VESSEL B CONTINUED STRAIGHT HITTING VESSEL A ON THE STARBOARD SIDE. THE OPERATOR OF VESSEL A WAS FATALLY INJURED FROM THE INCIDENT. Paul Young was the operator and victim of V1, which was a PWC.   According to a witness statement both operators were thrown into the lake.  V1 victim was injured due to being hit by V2.  V1 victim injuries were blunt-force injuries of the torso and extremities with immersion in the lake, which were the cause of death.  According to V2 operator witness statement he tried to avoid colliding with V1 but was unable to.;",Collision with Recreational Vessel,"LAKE LANIER, GA",DLP Historical,1,0
GA-2011-0083,2011-07-09,,VICTIM WAS STATED TO BE FISHING WITH HIS WIFE. VICTIM WAS SEATED IN THE REAR OF THE VESSEL AND HIS WIFE SEATED IN THE MIDDLE. SHE STATED THAT SHE HAD HER BACK TO HIM WHEN SHE FELT HIM GO OVERBOARD. SHE STATED THAT SHE THREW TO HIM TWO LIFE JACKETS BUT HE MADE NO EFFORT TO TRY FOR THEM. SHE STATED THAT HE THEN BECAME SUBMERGED BELOW THE SURFACE.,Fall Overboard,"LAKE RUSSELL, GA",DLP Historical,1,0
GA-2011-0092,2011-08-20,,VESSEL A WAS BEING OPERATED. subject WAS SKIING AND SUDDENLY HAD A HEART ATTACK.,Sudden Medical Condition,"LAKE LANIER, GA",DLP Historical,1,0
GA-2011-0095,2011-08-24,,"THE OPERATOR OF VESSEL ""A"" HAD APPARENT ENGINE TROUBLE. IT APPEARS AS IF HE FELL OVER BOARD WHILE ATTEMPTING TO FIX HIS VESSEL.",Fall Overboard,"LAKE LANIER, GA",DLP Historical,1,0
GA-2011-0101,2011-09-04,,"Subject JUMPED FROM THE DRIFTING BOAT. TWO OTHER MALES JUMPED IN TO TRY TO HELP, BUT COULD NOT HELP HIM. BODY WAS RECOVERED BY HALL COUNTY DIVE TEAM ON MONDAY 9-5-2011 FROM A WATER DEPTH OF 22 FT.",Person Departed Vessel,"LAKE LANIER, GA",DLP Historical,1,0
GA-2011-0105,2011-08-27,,"VESSEL A WAS TRAVELING OUT OF TOTO CREEK. VESSEL B WAS TRAVELING SOUTH OUT OF THE CHESTATEE RIVER. AT APPROX. 1913 HOURS VESSEL A STRUCK THE STARBOARD BOW OF VESSEL B. DUE TO THE COLLISION subject WAS THROWN FROM VESSEL B INTO THE WATER AND DID NOT RESURFACE. Another person, ALSO IN VESSEL B, WAS SERIOUSLY INJURED AND FLOWN TO CHILDRENS HEALTHCARE OF ATLANTA. THE OPERATOR OF VESSEL B WAS TRANSPORTED TO NORTH FULTON FOR A BROKEN JAW. BODY WAS RECOVERED ON AUGUST 28, 2011 AT 1310 HRS. BY HALL COUNTY SHERIFFS OFFICE DIVE TEAM. AUTOPSY REVEALED BLUNT FORCE TRAUMA TO THE HEAD WITH DROWNING BEING THE PRIMARY CAUSE OF DEATH.",Collision with Recreational Vessel,"Lake Lanier, GA",DLP Historical,1,2
GA-2011-0108,2011-07-06,,"A 13 YEAR OLD ON PWC ""A"" DID A WIDE CIRCLE AND HIT Vessel2 operator, A 10 YEAR OLD, WHO WAS OPERATING PWC ""B"". THE FATHER WAS ON THE DOCK APPROX.278 YARDS AWAY. OPeratorA WENT BACK TO THE DOCK TO GET HELP FROM HIS FATHER. ANOTHER BROTHER WHO WAS OPERATING A DIFFERENT PWC THAT WAS NOT INVOLVED WITH THE INCIDENT HELD Operator2's HEAD OUT OF THE WATER WAITING ON HELP TO ARRIVE. A BOAT PASSING BY ASSISTED THEM BY TAKING CONER TO DOCK. THE BOAT HAD Operator2 ONBOARD AND WAS TAKING HIM TO DOCK BEFORE father COUld GET OUT TO THE LOCATION OF THE ACCIDENT.",Collision with Governmental Vessel,"LAKE LANIER, GA",DLP Historical,1,0
GA-2012-0027,2012-06-02,,"""     On 6/2/12, at approximately 17:30 hours, I, Corporal received a phone call from RFC in regards to a boating incident on Lake Juliette. RFC said that a sailboat had capsized and that an occupant of the boat had been taken to the hospital. RFC explained to me that Victim had been on the sailboat with her husband when the incident occurred. RFC went on to say that EMS personnel were administering CPR on Victim when the ambulance left the boat ramp and that he would advise me later on her condition. A short time later I received another call from RFC advising me that Victim was pronounced dead at the hospital.  RFC told me the details of the incident and I decided that I would wait until the next day to meet with him and begin the investigation. RFC also told me that he would be in possession of the sailboat when we met.
     On 6/3/12, I met with RFC at the Upson County Sheriff's Office. RFC had the 11 foot sailboat with him in the bed of his truck. RFC explained to me again what Operator  said happened. According to Operator, he and Victim arrived at the lake around 14:30 hours and were on the water by 15:00 hours. They sailed a short distance from the dock and decided to return to shore. Operator said that the wind caused the boat to capsize sending both Operator and Victim into the water. Operator went on to say that Victim panicked and said that she couldn't breathe. Victim continued to have difficulty breathing and she was taking on water from the waves. Operator attempted to give Victim her inhaler to help with her breathing, but Victim panicked and wouldn't use it. Operator took the inhaler from Victim and attempted to administer it, but that didn't work either. Two persons in kayaks, a man and a woman, heard the cries for help and approached them. Their attempts to help were hindered because of the wind and more people in kayaks arrived. With the additional help, Victim was placed on one of the kayaks, but she fell off. Someone in a motor boat pulled up to the incident and carried victim to the boat dock where an ambulance was waiting.
     I photographed the Sundancer sailboat to show its size and also to record the information off of its capacity plate. I called Operator and spoke with him briefly about the incident. While speaking with Operator, I made arrangements for him to meet with RFC later in the day to make  a written statement.      On 6/5/12, I made contact with Assistant Coroner and requested a copy of the coroners report for my case file. Coroner told me that because the treating doctor at Macon Medical Center had found water in Victim's lungs, the cause of death would be listed as a drowning. Coroner also told me that the GBI Crime Lab had also denied an autopsy due to the presence of the water in Victim's lungs.

Conclusion of incident:
     It is my opinion that the boating incident which occurred on 6/2/12 and resulted in the death of Victim was the result of the boat capsizing. After they were in the water, it became difficult for them to reboard the vessel and Victim was having difficulty breathing. According to Operator, at some point during the struggle Victim slipped out of her PFD and submerged below the surface of the water. Attempts to resuscitate Victim were unsuccessful and she was later pronounced dead with a cause of drowning.
     This report is based solely on the information made available to me at the time of the investigation and may be changed or modified with the discovery of new information.

",Capsizing,"LAKE JULIETTE, GA",DLP Historical,1,0
GA-2012-0074,2012-06-02,,"""     On June 2, 2012 I, RFC with GA DNR (Georgia Department of Natural Resources), received a call from Ranger about a drowning at Allatoona Lake near the Navy Recreation Area.  Ranger advised that a male subject was missing and that GA DNR Sgt. And otherswere on the scene.  I was told by Sgt. that there were several witnesses that were being interviewed about the incident.  
	(According to witnesses, Operator was operating a Hurricane deck boat while pulling the victim, Victim, on a tube.  Witnesses said that Victim was not wearing a PFD (personal floatation device).  Operator said that Victim was on the tube and it flipped over while traveling across the lake.  As soon as the tube flipped over, Operator said he stopped the boat and circled back to pick up Victim.  Operator said he could see Victim and everything was okay.  Operator said that the tube got between him and Victim and he could no longer see Victim.  Operator asked Victim if he was okay and got no response and saw Victim's arm go up.  Operator jumped in and swam to Victim and grabbed him from behind.  Victim began to struggle with Operator and Operator lost his grip.  Operator and Victim had drifted from the tube and now Operator was struggling to keep himself above the water's surface and hold on to Victim.  At this point Operator was holding on to Victim with his legs while Victim was under the water's surface.  Operator began to struggle so much to stay above the water that he had to let go of Victim.  Operator tried to float close to the area where he had to let go of Victim until he was helped by witness.  Once in boat, subject contacted Bartow 911.  The adult female passengers in Operator's boat were too hysterical to offer any assistance.
	I arrived at the command center set up at the Old Highway 41 Campground boat ramp at approximately 1445 hours.  Cpl. went to the hospital to interview Operator.  Cpl. determined that Operator was not under the influence of alcohol.
	On June 4, 2012 Victim's body was recovered at 1521 hours in approximately 27 to 30 feet of water.  Victim's body was taken by the coroner to the Cartersville Medical Center for identification by the family.  Victims' body was identified by his father.  It was agreed by the family members that no foul play was suspected.  The cause of Victim's death was ruled a drowning.  The family also declined for an autopsy to be performed.
	In conclusion, based upon the evidence, witness statements, and operator admissions, Victim was being towed on the tube without wearing a PFD.  Therefore, Operator was in violation of Georgia Law 52-7-16(b): Towing a skier without wearing a PFD. ,""
",Skier mishap,"ALLATOONA LAKE, GA",DLP Historical,1,0
GA-2012-0096,2012-09-09,,"According to news media reports, the victim was witnessed as falling overboard his boat.  A resident was unable to resusitate him after they recovered his body.",Fall Overboard,"CHIMNEY CREEK, GA",DLP Historical,1,0
GA-2012-0097,2012-11-15,,"     On 11/21/2012 at approximately 0830 hours, I was notified by Cpt. of a boating fatality that occurred in McIntosh County in Lewis Creek on 11/15/2012.  Cpt. advised that I would assist in investigating the boating fatality.  
     On Friday,11/23/2012 I met with RFC at the Brunswick office to examine and photograph the vessel involved in the incident.  The vessel had been turned over, but was brought back to the office by RFC to be photographed.  When it was returned to the office many of the items from inside the vessel, as well as the motor, had been removed.  I photographed the vessel with RFC at the Brunswick office and recorded the damage on the bow.  I also received photographs from RFC and Sgt. and an autopsy report from Sgt. 
      Based on the physical evidence at the scene and the statements of RFC, it is my opinion that:  Victim was operating his vessel generally in a South-Southeast direction toward Stud Horse Creek.  The vessel hit a stump in the water, knocking the motor off of the vessel and Victim overboard.  Victim drowned and was recovered near the stump.  
This report is based solely on the information made available to me at the time I received them and the results may be changed or modified with the discovery of new information.  
 ***
",Collision with fixed object,"LEWIS CREEK, GA",DLP Historical,1,0
