incident_id,date,vessel_name,description,fatalities,location,source,injuries
20970,1992-07-10,,VESSEL TOOK ON WATER AND WAS SAFELY TOWED. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20970,1992-07-10,,VESSEL TOOK ON WATER AND WAS SAFELY TOWED. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20965,1992-07-10,,"WOODEN HULL WAS HOLED, TAKING WATER AND FISHING VESSEL CAPSIZED",0,N/A,Canadian TSB,0
20965,1992-07-10,,"WOODEN HULL WAS HOLED, TAKING WATER AND FISHING VESSEL CAPSIZED",0,N/A,Canadian TSB,0
20965,1992-07-10,,"WOODEN HULL WAS HOLED, TAKING WATER AND FISHING VESSEL CAPSIZED",0,N/A,Canadian TSB,0
20965,1992-07-10,,"WOODEN HULL WAS HOLED, TAKING WATER AND FISHING VESSEL CAPSIZED",0,N/A,Canadian TSB,0
20960,1992-07-08,,TAKING WATER IN E/R. ASSISTED BY CG HOVERCRAFT. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20960,1992-07-08,,TAKING WATER IN E/R. ASSISTED BY CG HOVERCRAFT. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20957,1992-07-05,,CHARTER VESSEL FOUNDERED- LOSS OF 4 POB. 4 BODIES RECOVERED,4,N/A,Canadian TSB,0
20957,1992-07-05,,CHARTER VESSEL FOUNDERED- LOSS OF 4 POB. 4 BODIES RECOVERED,4,N/A,Canadian TSB,0
20957,1992-07-05,,CHARTER VESSEL FOUNDERED- LOSS OF 4 POB. 4 BODIES RECOVERED,4,N/A,Canadian TSB,0
20957,1992-07-05,,CHARTER VESSEL FOUNDERED- LOSS OF 4 POB. 4 BODIES RECOVERED,4,N/A,Canadian TSB,0
20957,1992-07-05,,CHARTER VESSEL FOUNDERED- LOSS OF 4 POB. 4 BODIES RECOVERED,4,N/A,Canadian TSB,0
20957,1992-07-05,,CHARTER VESSEL FOUNDERED- LOSS OF 4 POB. 4 BODIES RECOVERED,4,N/A,Canadian TSB,0
20957,1992-07-05,,CHARTER VESSEL FOUNDERED- LOSS OF 4 POB. 4 BODIES RECOVERED,4,N/A,Canadian TSB,0
20938,1992-07-04,,VESSEL TOOK ON WATER. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20938,1992-07-04,,VESSEL TOOK ON WATER. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20937,1992-07-03,,BOAT SWAMPED BY HEAVY SWELL AND CAPSIZED. OPERATOR LOST HIS LIFE.,1,N/A,Canadian TSB,1
20937,1992-07-03,,BOAT SWAMPED BY HEAVY SWELL AND CAPSIZED. OPERATOR LOST HIS LIFE.,1,N/A,Canadian TSB,1
20937,1992-07-03,,BOAT SWAMPED BY HEAVY SWELL AND CAPSIZED. OPERATOR LOST HIS LIFE.,1,N/A,Canadian TSB,1
20937,1992-07-03,,BOAT SWAMPED BY HEAVY SWELL AND CAPSIZED. OPERATOR LOST HIS LIFE.,1,N/A,Canadian TSB,1
20937,1992-07-03,,BOAT SWAMPED BY HEAVY SWELL AND CAPSIZED. OPERATOR LOST HIS LIFE.,1,N/A,Canadian TSB,1
20891,1992-06-25,,TAKING WATER DUE ENGINE/PUMP FAILURE. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20891,1992-06-25,,TAKING WATER DUE ENGINE/PUMP FAILURE. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20877,1992-06-20,,VESSEL TAKING ON WATER. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20877,1992-06-20,,VESSEL TAKING ON WATER. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20847,1992-06-16,,TAKING ON WATER WITH BROKEN WATER WELL COVER. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20847,1992-06-16,,TAKING ON WATER WITH BROKEN WATER WELL COVER. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20822,1992-06-10,,VESSEL OVERTURNED BY WHALE AND THREW CREW IN WATER. RECOVERED. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20822,1992-06-10,,VESSEL OVERTURNED BY WHALE AND THREW CREW IN WATER. RECOVERED. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20814,1992-05-29,,Plant harvester capsized trapping the operator underwater in the upper railing structure. Operator subsequentlydied from drowning.,1,N/A,Canadian TSB,0
20814,1992-05-29,,Plant harvester capsized trapping the operator underwater in the upper railing structure. Operator subsequentlydied from drowning.,1,N/A,Canadian TSB,0
20814,1992-05-29,,Plant harvester capsized trapping the operator underwater in the upper railing structure. Operator subsequentlydied from drowning.,1,N/A,Canadian TSB,0
20814,1992-05-29,,Plant harvester capsized trapping the operator underwater in the upper railing structure. Operator subsequentlydied from drowning.,1,N/A,Canadian TSB,0
20814,1992-05-29,,Plant harvester capsized trapping the operator underwater in the upper railing structure. Operator subsequentlydied from drowning.,1,N/A,Canadian TSB,0
20814,1992-05-29,,Plant harvester capsized trapping the operator underwater in the upper railing structure. Operator subsequentlydied from drowning.,1,N/A,Canadian TSB,0
20764,1992-05-29,,TAKING WATER - ESCORTED TO PORT. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20764,1992-05-29,,TAKING WATER - ESCORTED TO PORT. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20754,1992-04-24,,TAKING WATER THROUGH STERN GLAND. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20754,1992-04-24,,TAKING WATER THROUGH STERN GLAND. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20751,1992-05-22,,TAKING WATER - CAUSE UNKNOWN - ESCORTED TO PORT. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20751,1992-05-22,,TAKING WATER - CAUSE UNKNOWN - ESCORTED TO PORT. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20721,1992-05-01,,"BARGE CAPSIZED IN HEAVY WEATHER WHILE TOWED BY ""S/S DEFENDER"".",0,N/A,Canadian TSB,0
20721,1992-05-01,,"BARGE CAPSIZED IN HEAVY WEATHER WHILE TOWED BY ""S/S DEFENDER"".",0,N/A,Canadian TSB,0
20721,1992-05-01,,"BARGE CAPSIZED IN HEAVY WEATHER WHILE TOWED BY ""S/S DEFENDER"".",0,N/A,Canadian TSB,0
20721,1992-05-01,,"BARGE CAPSIZED IN HEAVY WEATHER WHILE TOWED BY ""S/S DEFENDER"".",0,N/A,Canadian TSB,0
20721,1992-05-01,,"BARGE CAPSIZED IN HEAVY WEATHER WHILE TOWED BY ""S/S DEFENDER"".",0,N/A,Canadian TSB,0
20717,1992-05-12,,SWAMPED AND CAPSIZED. 1 PERSON MISSING.,0,N/A,Canadian TSB,0
20717,1992-05-12,,SWAMPED AND CAPSIZED. 1 PERSON MISSING.,0,N/A,Canadian TSB,0
20717,1992-05-12,,SWAMPED AND CAPSIZED. 1 PERSON MISSING.,0,N/A,Canadian TSB,0
20717,1992-05-12,,SWAMPED AND CAPSIZED. 1 PERSON MISSING.,0,N/A,Canadian TSB,0
20717,1992-05-12,,SWAMPED AND CAPSIZED. 1 PERSON MISSING.,0,N/A,Canadian TSB,0
20717,1992-05-12,,SWAMPED AND CAPSIZED. 1 PERSON MISSING.,0,N/A,Canadian TSB,0
20717,1992-05-12,,SWAMPED AND CAPSIZED. 1 PERSON MISSING.,0,N/A,Canadian TSB,0
20703,1992-05-08,,TOOK WATER DUE TO LOOSE CAULKING IN STERN. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20703,1992-05-08,,TOOK WATER DUE TO LOOSE CAULKING IN STERN. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20673,1992-04-30,,SINKING AND ABANDONED.  THREE PERSON ON BOARD IN SKIFF TO PORT.,0,N/A,Canadian TSB,0
20673,1992-04-30,,SINKING AND ABANDONED.  THREE PERSON ON BOARD IN SKIFF TO PORT.,0,N/A,Canadian TSB,0
20673,1992-04-30,,SINKING AND ABANDONED.  THREE PERSON ON BOARD IN SKIFF TO PORT.,0,N/A,Canadian TSB,0
20673,1992-04-30,,SINKING AND ABANDONED.  THREE PERSON ON BOARD IN SKIFF TO PORT.,0,N/A,Canadian TSB,0
20665,1992-04-09,,2.5M. CRACK IN NO.3 STBD TANK CAUSED TANK TO FLOOD. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20665,1992-04-09,,2.5M. CRACK IN NO.3 STBD TANK CAUSED TANK TO FLOOD. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20659,1992-04-25,,CAULKING WORKED FREE IN HEAVY ICE/SWELL-LEAK. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20659,1992-04-25,,CAULKING WORKED FREE IN HEAVY ICE/SWELL-LEAK. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20658,1992-04-25,,TAKING WATER IN FISH HOLD. RETURNED TO PORT. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20658,1992-04-25,,TAKING WATER IN FISH HOLD. RETURNED TO PORT. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20654,1992-04-26,,STUFFING BOX LET GO. TOOK WATER. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20654,1992-04-26,,STUFFING BOX LET GO. TOOK WATER. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20630,1992-04-16,,M. ENGINE THROWN OUT OF LINE AFFECTING STUFFING BOX-LEAKED. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20630,1992-04-16,,M. ENGINE THROWN OUT OF LINE AFFECTING STUFFING BOX-LEAKED. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20612,1992-04-08,,"FV TAKING ON WATER,PROVIDED WITH PUMPS AND TOWED TO PORT MOUTON. Note: formerly OccNo : 1300-5-92",0,N/A,Canadian TSB,0
20612,1992-04-08,,"FV TAKING ON WATER,PROVIDED WITH PUMPS AND TOWED TO PORT MOUTON. Note: formerly OccNo : 1300-5-92",0,N/A,Canadian TSB,0
20592,1992-04-02,,"Chartered boat, on  whale-watching trip, was overturned by a very high and breaking wave.  Four POB were thrown into the water, 2 survivors were rescued approx. 23 hours later, suffering from acute hypothermia, other two lost their lives.",2,N/A,Canadian TSB,2
20592,1992-04-02,,"Chartered boat, on  whale-watching trip, was overturned by a very high and breaking wave.  Four POB were thrown into the water, 2 survivors were rescued approx. 23 hours later, suffering from acute hypothermia, other two lost their lives.",2,N/A,Canadian TSB,2
20592,1992-04-02,,"Chartered boat, on  whale-watching trip, was overturned by a very high and breaking wave.  Four POB were thrown into the water, 2 survivors were rescued approx. 23 hours later, suffering from acute hypothermia, other two lost their lives.",2,N/A,Canadian TSB,2
20592,1992-04-02,,"Chartered boat, on  whale-watching trip, was overturned by a very high and breaking wave.  Four POB were thrown into the water, 2 survivors were rescued approx. 23 hours later, suffering from acute hypothermia, other two lost their lives.",2,N/A,Canadian TSB,2
20592,1992-04-02,,"Chartered boat, on  whale-watching trip, was overturned by a very high and breaking wave.  Four POB were thrown into the water, 2 survivors were rescued approx. 23 hours later, suffering from acute hypothermia, other two lost their lives.",2,N/A,Canadian TSB,2
20592,1992-04-02,,"Chartered boat, on  whale-watching trip, was overturned by a very high and breaking wave.  Four POB were thrown into the water, 2 survivors were rescued approx. 23 hours later, suffering from acute hypothermia, other two lost their lives.",2,N/A,Canadian TSB,2
20592,1992-04-02,,"Chartered boat, on  whale-watching trip, was overturned by a very high and breaking wave.  Four POB were thrown into the water, 2 survivors were rescued approx. 23 hours later, suffering from acute hypothermia, other two lost their lives.",2,N/A,Canadian TSB,2
20591,1992-04-03,,TOOK SEVERE LIST AND CAPSIZED. OPERATOR TRAPPED IN WH & DROWNED.,1,N/A,Canadian TSB,0
20591,1992-04-03,,TOOK SEVERE LIST AND CAPSIZED. OPERATOR TRAPPED IN WH & DROWNED.,1,N/A,Canadian TSB,0
20591,1992-04-03,,TOOK SEVERE LIST AND CAPSIZED. OPERATOR TRAPPED IN WH & DROWNED.,1,N/A,Canadian TSB,0
20591,1992-04-03,,TOOK SEVERE LIST AND CAPSIZED. OPERATOR TRAPPED IN WH & DROWNED.,1,N/A,Canadian TSB,0
20591,1992-04-03,,TOOK SEVERE LIST AND CAPSIZED. OPERATOR TRAPPED IN WH & DROWNED.,1,N/A,Canadian TSB,0
20591,1992-04-03,,TOOK SEVERE LIST AND CAPSIZED. OPERATOR TRAPPED IN WH & DROWNED.,1,N/A,Canadian TSB,0
20591,1992-04-03,,TOOK SEVERE LIST AND CAPSIZED. OPERATOR TRAPPED IN WH & DROWNED.,1,N/A,Canadian TSB,0
20591,1992-04-03,,TOOK SEVERE LIST AND CAPSIZED. OPERATOR TRAPPED IN WH & DROWNED.,1,N/A,Canadian TSB,0
20588,1992-03-23,,FAULTY INSPECTION PLUGS-LEAKING IN STERN TUBE. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20588,1992-03-23,,FAULTY INSPECTION PLUGS-LEAKING IN STERN TUBE. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20554,1992-02-01,,ALLEGEDLY DAMAGED AS A RESULT OF FLOODING. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20554,1992-02-01,,ALLEGEDLY DAMAGED AS A RESULT OF FLOODING. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20540,1992-03-22,,POSSIBLY BECAME HUNG UP ON WHARF AND FLOODED. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20540,1992-03-22,,POSSIBLY BECAME HUNG UP ON WHARF AND FLOODED. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20526,1992-01-23,,ICE DAMAGE TO KEEL COOLER CAUSED VESSEL TO FLOOD. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20519,1992-03-16,,"BEACHED W/B, HEAVY LOAD IN STERN CAUSED DOWNFLOODING. Note: formerly OccNo : 1300-5-92",0,N/A,Canadian TSB,0
20519,1992-03-16,,"BEACHED W/B, HEAVY LOAD IN STERN CAUSED DOWNFLOODING. Note: formerly OccNo : 1300-5-92",0,N/A,Canadian TSB,0
20518,1992-01-30,,FLOODED LAZARET AND SHORTED STEERING MOTOR. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20503,1992-03-10,,"TOOK WATER, HEELED IN HEAVY WEATHER; ABANDONED, SANK.",0,N/A,Canadian TSB,0
20503,1992-03-10,,"TOOK WATER, HEELED IN HEAVY WEATHER; ABANDONED, SANK.",0,N/A,Canadian TSB,0
20503,1992-03-10,,"TOOK WATER, HEELED IN HEAVY WEATHER; ABANDONED, SANK.",0,N/A,Canadian TSB,0
20503,1992-03-10,,"TOOK WATER, HEELED IN HEAVY WEATHER; ABANDONED, SANK.",0,N/A,Canadian TSB,0
20503,1992-03-10,,"TOOK WATER, HEELED IN HEAVY WEATHER; ABANDONED, SANK.",0,N/A,Canadian TSB,0
20496,1992-03-05,,"TOOK WATER AND SANK ALONGSIDE. SALVAGED MARCH 9, 1992.",0,N/A,Canadian TSB,0
20496,1992-03-05,,"TOOK WATER AND SANK ALONGSIDE. SALVAGED MARCH 9, 1992.",0,N/A,Canadian TSB,0
20496,1992-03-05,,"TOOK WATER AND SANK ALONGSIDE. SALVAGED MARCH 9, 1992.",0,N/A,Canadian TSB,0
20496,1992-03-05,,"TOOK WATER AND SANK ALONGSIDE. SALVAGED MARCH 9, 1992.",0,N/A,Canadian TSB,0
20496,1992-03-05,,"TOOK WATER AND SANK ALONGSIDE. SALVAGED MARCH 9, 1992.",0,N/A,Canadian TSB,0
20475,1992-02-27,,"FRACTURED PIPE AT LOWER SEA CHEST, FLOODING E\R. Note: formerly OccNo : 1300-5-92",0,N/A,Canadian TSB,0
20475,1992-02-27,,"FRACTURED PIPE AT LOWER SEA CHEST, FLOODING E\R. Note: formerly OccNo : 1300-5-92",0,N/A,Canadian TSB,0
20466,1992-02-22,,TOOK WATER THROUGH STERN DUE TO MISSING SHEATHING. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20466,1992-02-22,,TOOK WATER THROUGH STERN DUE TO MISSING SHEATHING. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20463,1992-02-20,,SALTWATER SANITARY LINE LET GO IN E/R. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20463,1992-02-20,,SALTWATER SANITARY LINE LET GO IN E/R. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20463,1992-02-20,,SALTWATER SANITARY LINE LET GO IN E/R. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20444,1992-02-17,,"SLACK BOLTS ON RUDDER STUFFING BOX, LAZARETTE FLOODED, PUMPED OUT.",0,N/A,Canadian TSB,0
20444,1992-02-17,,"SLACK BOLTS ON RUDDER STUFFING BOX, LAZARETTE FLOODED, PUMPED OUT.",0,N/A,Canadian TSB,0
20444,1992-02-17,,"SLACK BOLTS ON RUDDER STUFFING BOX, LAZARETTE FLOODED, PUMPED OUT.",0,N/A,Canadian TSB,0
20444,1992-02-17,,"SLACK BOLTS ON RUDDER STUFFING BOX, LAZARETTE FLOODED, PUMPED OUT.",0,N/A,Canadian TSB,0
20420,1992-02-07,,"SPRUNG A LEAK TOOK ON WATER, HEAVY LIST. TIED TO SHORE. PUMPS PROVID",0,N/A,Canadian TSB,0
20420,1992-02-07,,"SPRUNG A LEAK TOOK ON WATER, HEAVY LIST. TIED TO SHORE. PUMPS PROVID",0,N/A,Canadian TSB,0
20420,1992-02-07,,"SPRUNG A LEAK TOOK ON WATER, HEAVY LIST. TIED TO SHORE. PUMPS PROVID",0,N/A,Canadian TSB,0
20420,1992-02-07,,"SPRUNG A LEAK TOOK ON WATER, HEAVY LIST. TIED TO SHORE. PUMPS PROVID",0,N/A,Canadian TSB,0
20420,1992-02-07,,"SPRUNG A LEAK TOOK ON WATER, HEAVY LIST. TIED TO SHORE. PUMPS PROVID",0,N/A,Canadian TSB,0
20420,1992-02-07,,"SPRUNG A LEAK TOOK ON WATER, HEAVY LIST. TIED TO SHORE. PUMPS PROVID",0,N/A,Canadian TSB,0
20407,1992-02-02,,STEERING CABLE LET GO CAUSING HOLE IN HULL BELOW WATERLINE. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20407,1992-02-02,,STEERING CABLE LET GO CAUSING HOLE IN HULL BELOW WATERLINE. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20404,1992-01-31,,"HEELED BY STRONG WIND, TOWED TO PORT.",0,N/A,Canadian TSB,0
20404,1992-01-31,,"HEELED BY STRONG WIND, TOWED TO PORT.",0,N/A,Canadian TSB,0
20404,1992-01-31,,"HEELED BY STRONG WIND, TOWED TO PORT.",0,N/A,Canadian TSB,0
20404,1992-01-31,,"HEELED BY STRONG WIND, TOWED TO PORT.",0,N/A,Canadian TSB,0
20403,1992-02-02,,"CAPSIZED, 4 POB RECOVERED & TRANSPORTED TO BELLA BELLA. Note: formerly OccNo : 1300-5-92",0,N/A,Canadian TSB,0
20403,1992-02-02,,"CAPSIZED, 4 POB RECOVERED & TRANSPORTED TO BELLA BELLA. Note: formerly OccNo : 1300-5-92",0,N/A,Canadian TSB,0
20399,1992-02-02,,TAKING WATER AT MOORING. PUMPED OUT. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20399,1992-02-02,,TAKING WATER AT MOORING. PUMPED OUT. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20374,1992-01-26,,BILGE DISCHARGE THRU-HULL FITTING FROZE. BILGES FLOODED. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20374,1992-01-26,,BILGE DISCHARGE THRU-HULL FITTING FROZE. BILGES FLOODED. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20353,1992-01-19,,"TAKING WATER, TOWED TO PORT HARDY. Note: formerly OccNo : 1300-5-92",0,N/A,Canadian TSB,0
20353,1992-01-19,,"TAKING WATER, TOWED TO PORT HARDY. Note: formerly OccNo : 1300-5-92",0,N/A,Canadian TSB,0
20339,1991-12-15,,DECK CARGO F.W. TANKS TORE LOOSE WHILE BEING LOADED. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20339,1991-12-15,,DECK CARGO F.W. TANKS TORE LOOSE WHILE BEING LOADED. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20325,1992-01-10,,"LEAD BARGE OF TWO TOWED BY TUG ""GLENSHIEL"" CAPSIZED.",0,N/A,Canadian TSB,0
20325,1992-01-10,,"LEAD BARGE OF TWO TOWED BY TUG ""GLENSHIEL"" CAPSIZED.",0,N/A,Canadian TSB,0
20325,1992-01-10,,"LEAD BARGE OF TWO TOWED BY TUG ""GLENSHIEL"" CAPSIZED.",0,N/A,Canadian TSB,0
20325,1992-01-10,,"LEAD BARGE OF TWO TOWED BY TUG ""GLENSHIEL"" CAPSIZED.",0,N/A,Canadian TSB,0
20325,1992-01-10,,"LEAD BARGE OF TWO TOWED BY TUG ""GLENSHIEL"" CAPSIZED.",0,N/A,Canadian TSB,0
20312,1992-01-05,,TOOK WATER IN FISH HOLD THEN DOWN-FLOODED THROUGH OPEN HATCH. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20312,1992-01-05,,TOOK WATER IN FISH HOLD THEN DOWN-FLOODED THROUGH OPEN HATCH. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20312,1992-01-05,,TOOK WATER IN FISH HOLD THEN DOWN-FLOODED THROUGH OPEN HATCH. Note: formerly OccNo : 1300-5-92,0,N/A,Canadian TSB,0
20295,1991-12-24,,"WHILE TOWING 2 BARGES WITH TUG LACUNA, TOOK WATER, FLOODED, SANK.",0,N/A,Canadian TSB,0
20295,1991-12-24,,"WHILE TOWING 2 BARGES WITH TUG LACUNA, TOOK WATER, FLOODED, SANK.",0,N/A,Canadian TSB,0
20295,1991-12-24,,"WHILE TOWING 2 BARGES WITH TUG LACUNA, TOOK WATER, FLOODED, SANK.",0,N/A,Canadian TSB,0
20295,1991-12-24,,"WHILE TOWING 2 BARGES WITH TUG LACUNA, TOOK WATER, FLOODED, SANK.",0,N/A,Canadian TSB,0
20295,1991-12-24,,"WHILE TOWING 2 BARGES WITH TUG LACUNA, TOOK WATER, FLOODED, SANK.",0,N/A,Canadian TSB,0
20295,1991-12-24,,"WHILE TOWING 2 BARGES WITH TUG LACUNA, TOOK WATER, FLOODED, SANK.",0,N/A,Canadian TSB,0
20277,1991-12-17,,TOOK WATER IN ENGINEROOM - ASSISTED BY USCG. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20277,1991-12-17,,TOOK WATER IN ENGINEROOM - ASSISTED BY USCG. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20261,1991-12-03,,"STRUCK A SUBMERGED OBJECT,DIFFICULTY MANOEUVERING,TAKING WATER. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
20258,1991-12-12,,"LISTED, CAPSIZED, DOWNFLOODED AND SANK WHILE PUMPING HERRING ONBOARD",0,N/A,Canadian TSB,1
20258,1991-12-12,,"LISTED, CAPSIZED, DOWNFLOODED AND SANK WHILE PUMPING HERRING ONBOARD",0,N/A,Canadian TSB,1
20258,1991-12-12,,"LISTED, CAPSIZED, DOWNFLOODED AND SANK WHILE PUMPING HERRING ONBOARD",0,N/A,Canadian TSB,1
20258,1991-12-12,,"LISTED, CAPSIZED, DOWNFLOODED AND SANK WHILE PUMPING HERRING ONBOARD",0,N/A,Canadian TSB,1
20258,1991-12-12,,"LISTED, CAPSIZED, DOWNFLOODED AND SANK WHILE PUMPING HERRING ONBOARD",0,N/A,Canadian TSB,1
20258,1991-12-12,,"LISTED, CAPSIZED, DOWNFLOODED AND SANK WHILE PUMPING HERRING ONBOARD",0,N/A,Canadian TSB,1
20258,1991-12-12,,"LISTED, CAPSIZED, DOWNFLOODED AND SANK WHILE PUMPING HERRING ONBOARD",0,N/A,Canadian TSB,1
20253,1991-12-09,,"CAPSIZED, BACKHOE SANK, BARGE SANK FURTHER DOWNSTREAM.",0,N/A,Canadian TSB,0
20253,1991-12-09,,"CAPSIZED, BACKHOE SANK, BARGE SANK FURTHER DOWNSTREAM.",0,N/A,Canadian TSB,0
20253,1991-12-09,,"CAPSIZED, BACKHOE SANK, BARGE SANK FURTHER DOWNSTREAM.",0,N/A,Canadian TSB,0
20253,1991-12-09,,"CAPSIZED, BACKHOE SANK, BARGE SANK FURTHER DOWNSTREAM.",0,N/A,Canadian TSB,0
20253,1991-12-09,,"CAPSIZED, BACKHOE SANK, BARGE SANK FURTHER DOWNSTREAM.",0,N/A,Canadian TSB,0
20252,1991-12-09,,"CAPSIZED AND SANK, 1 POB RESCUED, VESSEL RECOVERED AND TOWED TO PORT",0,N/A,Canadian TSB,0
20252,1991-12-09,,"CAPSIZED AND SANK, 1 POB RESCUED, VESSEL RECOVERED AND TOWED TO PORT",0,N/A,Canadian TSB,0
20252,1991-12-09,,"CAPSIZED AND SANK, 1 POB RESCUED, VESSEL RECOVERED AND TOWED TO PORT",0,N/A,Canadian TSB,0
20252,1991-12-09,,"CAPSIZED AND SANK, 1 POB RESCUED, VESSEL RECOVERED AND TOWED TO PORT",0,N/A,Canadian TSB,0
20251,1991-12-09,,TOOK WATER AFTER STRIKING A DEADHEAD. ESCORTED TO PORT Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20251,1991-12-09,,TOOK WATER AFTER STRIKING A DEADHEAD. ESCORTED TO PORT Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20242,1991-12-07,,"TAKING WATER IN FISH-HOLD, PUMP PROVIDED BY CG ""CLARKS HARBOUR"". Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
20242,1991-12-07,,"TAKING WATER IN FISH-HOLD, PUMP PROVIDED BY CG ""CLARKS HARBOUR"". Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
20241,1991-12-07,,SWANPED IN HEAVY SEAS CLOSE TO ROCKS. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20241,1991-12-07,,SWANPED IN HEAVY SEAS CLOSE TO ROCKS. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20234,1991-12-05,,SUPPORT CLAMPS LEFT OFF COOLING PIPE WHICH LET GO. FLOODED E/R. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20234,1991-12-05,,SUPPORT CLAMPS LEFT OFF COOLING PIPE WHICH LET GO. FLOODED E/R. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20228,1991-11-06,,WATER FLOODED ENGINEROOM THROUGH OPEN VALVES WHILE ALONGSIDE. Note: formerly OccNo : 1300-5-91,0,N/A,Canadian TSB,0
20223,1991-11-28,,"MACHINERY FAILURE, ISSUED MAYDAY. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
20223,1991-11-28,,"MACHINERY FAILURE, ISSUED MAYDAY. Note: formerly OccNo : 1300-5-91",0,N/A,Canadian TSB,0
20211,1991-11-28,,CAPSIZED IN STRONG WIND AND HEAVY SEAS.,0,N/A,Canadian TSB,0
20211,1991-11-28,,CAPSIZED IN STRONG WIND AND HEAVY SEAS.,0,N/A,Canadian TSB,0
