facility_id,facility_name,country,region,water_depth_m,depth_band,host_type,concept_type,tree_type
461,Martin Linge (Hild) Platform,Norway,North Sea & NW Europe,120.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
171,Matterhorn TLP,US,US Gulf of Mexico,869.0,500-1500 m (deepwater),TLP,tlp,dry
1289,Maui A,New Zealand,Asia-Pacific,110.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1289,Maui B,New Zealand,Asia-Pacific,110.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
158,Medusa Spar Facility,US,US Gulf of Mexico,762.0,500-1500 m (deepwater),SPAR,spar,dry
1457,Miskar Platform,Tunisia,Mediterranean & N Africa,62.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
910,MODEC Venture 11 FPSO,Australia,Asia-Pacific,160.0,150-500 m (deep shelf),FPSO,fpso,wet
305,Moho Nord TLP,Congo,West Africa,780.0,500-1500 m (deepwater),TLP,tlp,dry
305,Moho-Bilondo FPU,Congo,West Africa,1100.0,500-1500 m (deepwater),FPU/FPS,semisub_fps,wet
293,Molikpaq,Russian Federation,Caspian & Russia,30.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
335,Montara Venture FPSO,Australia,Asia-Pacific,72.0,0-150 m (shallow shelf),FPSO,fpso,wet
335,Montara Wellhead Platform,Australia,Asia-Pacific,77.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1402,Montrose Alpha,UK,North Sea & NW Europe,91.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
153,Morpeth TLP,US,US Gulf of Mexico,518.0,500-1500 m (deepwater),Mini-TLP,tlp,dry
480,Mubaraka FSU,UAE,Middle East,61.0,0-150 m (shallow shelf),FSO/FSU,,other
480,Mubarek Processing Platform,UAE,Middle East,61.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
480,Mubarek Welhead Platform,UAE,Middle East,61.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1246,Muda Central Processing Platform,Thailand,Asia-Pacific,65.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
552,Mumbai High Complex,India,Asia-Pacific,61.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1391,Murchison Unit,Norway,North Sea & NW Europe,156.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
1545,Murdoch Complex,UK,North Sea & NW Europe,32.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
126,Na Kika FPU,US,US Gulf of Mexico,2000.0,1500-3000 m (ultra-deepwater),FPU/FPS,semisub_fps,wet
1461,Naga - Pelikan WHP,Indonesia,Asia-Pacific,80.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1461,Naga Wellhead Platform,Indonesia,Asia-Pacific,80.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
280,Nanhai Sheng Li FPSO,China,Asia-Pacific,370.0,150-500 m (deep shelf),FSO/FSU,,other
280,Nanhai Tiao Zhan FPS,China,Asia-Pacific,370.0,150-500 m (deep shelf),FPU/FPS,semisub_fps,wet
166,Nansen Spar,US,US Gulf of Mexico,1120.0,500-1500 m (deepwater),SPAR,spar,dry
304,Natalia Subsea,Norway,North Sea & NW Europe,299.0,150-500 m (deep shelf),Subsea Tieback,subsea_tieback,wet
1532,Navion Saga,Norway,North Sea & NW Europe,80.0,0-150 m (shallow shelf),FSO/FSU,,other
766,Nelson Platform,UK,North Sea & NW Europe,,,Fixed Platform,fixed_jacket,dry
176,Neptune SPAR,US,US Gulf of Mexico,588.0,500-1500 m (deepwater),SPAR,spar,dry
123,Neptune TLP,US,US Gulf of Mexico,1295.0,500-1500 m (deepwater),TLP,tlp,dry
1137,Nganhurra FPSO,Australia,Asia-Pacific,600.0,500-1500 m (deepwater),FPSO,fpso,wet
346,Ngujima-Yin FPSO,Australia,Asia-Pacific,400.0,150-500 m (deep shelf),FPSO,fpso,wet
401,NI-P1Platform,Egypt,Mediterranean & N Africa,100.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
401,NI-P2 Platform,Egypt,Mediterranean & N Africa,100.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
339,Ningaloo Vision FPSO,Australia,Asia-Pacific,380.0,150-500 m (deep shelf),FPSO,fpso,wet
561,Nini East,Denmark,North Sea & NW Europe,,,Fixed Platform,fixed_jacket,dry
561,Nini Wellhead Platform,Denmark,North Sea & NW Europe,58.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1393,Ninian,UK,North Sea & NW Europe,135.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1393,Ninian Central,UK,North Sea & NW Europe,139.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1393,Ninian South,UK,North Sea & NW Europe,139.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
705,Njord A,Norway,North Sea & NW Europe,330.0,150-500 m (deep shelf),FPU/FPS,semisub_fps,wet
1612,Nkossa Platform,Congo,West Africa,305.0,150-500 m (deep shelf),FPU/FPS,semisub_fps,wet
1625,Nong Yao Processing Platform,Thailand,Asia-Pacific,75.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1625,Nong Yao WHP,Thailand,Asia-Pacific,75.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1449,Norne FPSO,Norway,North Sea & NW Europe,380.0,150-500 m (deep shelf),FPSO,fpso,wet
1111,North Cormorant Platform,UK,North Sea & NW Europe,530.0,500-1500 m (deepwater),Fixed Platform,fixed_jacket,dry
1860,North Lukut WHP,Malaysia,Asia-Pacific,61.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1464,North Morecambe Platform,Ireland,North Sea & NW Europe,27.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1296,North Nemba,Angola,West Africa,120.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1869,North Palin CPP,Thailand,Asia-Pacific,58.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1684,North Rankin A,Australia,Asia-Pacific,125.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1684,North Rankin B,Australia,Asia-Pacific,125.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
300,North Sea Producer FPSO,UK,North Sea & NW Europe,125.0,0-150 m (shallow shelf),FPSO,fpso,wet
492,North Triumph Fixed Platform,Canada,Atlantic Canada & Arctic,76.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1883,Northern Endeavour FPSO,Australia,Asia-Pacific,340.0,150-500 m (deep shelf),FPSO,fpso,wet
1388,Northern Fields CPU,Malaysia,Asia-Pacific,,,Fixed Platform,fixed_jacket,dry
1388,Northern Fields FSO,Malaysia,Asia-Pacific,,,FSO/FSU,,other
1388,Northern Fields Platform 1,Malaysia,Asia-Pacific,,,Fixed Platform,fixed_jacket,dry
1388,Northern Fields Platform 2,Malaysia,Asia-Pacific,,,Fixed Platform,fixed_jacket,dry
345,Northern Producer FPU,UK,North Sea & NW Europe,152.0,150-500 m (deep shelf),FPU/FPS,semisub_fps,wet
582,Northstar Sea Island,US,US Gulf of Mexico,12.0,0-150 m (shallow shelf),Subsea Tieback,subsea_tieback,wet
1127,NS377 Subsea Tieback,Egypt,Mediterranean & N Africa,,,Subsea Tieback,subsea_tieback,wet
227,Nuggets Subsea,UK,North Sea & NW Europe,125.0,0-150 m (shallow shelf),Subsea Tieback,subsea_tieback,wet
652,Obrina Mare FPSO,Italy,Mediterranean & N Africa,20.0,0-150 m (shallow shelf),FPSO,fpso,wet
1130,ODA,China,Asia-Pacific,,,Fixed Platform,fixed_jacket,dry
1130,ODB Platform,China,Asia-Pacific,,,Fixed Platform,fixed_jacket,dry
1408,Ofon 2,Nigeria,West Africa,40.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1408,Ofon AMD1,Nigeria,West Africa,40.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1301,Okha FPSO,Australia,Asia-Pacific,80.0,0-150 m (shallow shelf),FPSO,fpso,wet
293,Okha FSO,Russian Federation,Caspian & Russia,30.0,0-150 m (shallow shelf),FSO/FSU,,other
1159,Okoro FPSO,Nigeria,West Africa,,,FPSO,fpso,wet
1159,Okoro Further Field Development WHP,Nigeria,West Africa,,,Fixed Platform,fixed_jacket,dry
1159,Okoro MOPU,Nigeria,West Africa,,,MOPU,,other
1159,Okoro Platform,Nigeria,West Africa,,,Fixed Platform,fixed_jacket,dry
296,Okume/Ebano TLP,Equatorial Guinea,West Africa,500.0,500-1500 m (deepwater),TLP,tlp,dry
406,Olowi Platform 1,Gabon,West Africa,50.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
406,Olowi Platform 2,Gabon,West Africa,50.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
406,Olowi Platform 3,Gabon,West Africa,50.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
406,Olowi Platform 4,Gabon,West Africa,50.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
555,Oooguruk Subsea Tieback,US,US Gulf of Mexico,2.0,0-150 m (shallow shelf),Subsea Tieback,subsea_tieback,wet
1130,OPA,China,Asia-Pacific,,,Fixed Platform,fixed_jacket,dry
1130,OPB Platform,China,Asia-Pacific,,,Fixed Platform,fixed_jacket,dry
1872,Orca FPSO,South Africa,West Africa,120.0,0-150 m (shallow shelf),FPSO,fpso,wet
222,Ormen Lange Subsea,Norway,North Sea & NW Europe,850.0,500-1500 m (deepwater),Subsea Tieback,subsea_tieback,wet
479,Oseberg A Fixed Platform,Norway,North Sea & NW Europe,100.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
479,Oseberg B Fixed Platform,Norway,North Sea & NW Europe,,,Fixed Platform,fixed_jacket,dry
479,Oseberg C Fixed Platform,Norway,North Sea & NW Europe,,,Fixed Platform,fixed_jacket,dry
479,Oseberg D Fixed Platform,Norway,North Sea & NW Europe,100.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
479,Oseberg South (Sor) Fixed Platform,Norway,North Sea & NW Europe,100.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
479,Oseberg Vestflanken Subsea,Norway,North Sea & NW Europe,,,Subsea Tieback,subsea_tieback,wet
1223,OSX-1 FPSO,Brazil,South America & Caribbean,130.0,0-150 m (shallow shelf),FPSO,fpso,wet
1223,OSX-2 FPSO,Brazil,South America & Caribbean,,,FPSO,fpso,wet
865,OSX-3 FPSO,Brazil,South America & Caribbean,105.0,0-150 m (shallow shelf),FPSO,fpso,wet
296,Oveng TLP,Equatorial Guinea,West Africa,280.0,150-500 m (deep shelf),TLP,tlp,dry
850,Oyong Fixed Platform,Indonesia,Asia-Pacific,45.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1792,P-15c Platform,Netherlands,North Sea & NW Europe,26.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
299,P-18 Semisub,Brazil,South America & Caribbean,910.0,500-1500 m (deepwater),Semisub,semisub_fps,wet
299,P-19 Semisub,Brazil,South America & Caribbean,940.0,500-1500 m (deepwater),Semisub,semisub_fps,wet
299,P-20 Semisub,Brazil,South America & Caribbean,700.0,500-1500 m (deepwater),Semisub,semisub_fps,wet
299,P-26 Semisub,Brazil,South America & Caribbean,990.0,500-1500 m (deepwater),Semisub,semisub_fps,wet
299,P-32 FPSO,Brazil,South America & Caribbean,160.0,150-500 m (deep shelf),FPSO,fpso,wet
299,P-33 FPSO,Brazil,South America & Caribbean,330.0,150-500 m (deep shelf),FPSO,fpso,wet
299,P-35 FPSO,Brazil,South America & Caribbean,860.0,500-1500 m (deepwater),FPSO,fpso,wet
299,P-37 FPSO,Brazil,South America & Caribbean,905.0,500-1500 m (deepwater),FPSO,fpso,wet
371,P-38 Semisub,Brazil,South America & Caribbean,,,Semisub,semisub_fps,wet
371,P-40 Semisub,Brazil,South America & Caribbean,,,Semisub,semisub_fps,wet
299,P-47 FPSO,Brazil,South America & Caribbean,189.0,150-500 m (deep shelf),FPSO,fpso,wet
371,P-51 FPU,Brazil,South America & Caribbean,1650.0,1500-3000 m (ultra-deepwater),FPU/FPS,semisub_fps,wet
348,P-52 Semisub,Brazil,South America & Caribbean,1800.0,1500-3000 m (ultra-deepwater),Semisub,semisub_fps,wet
703,P-53 FPU,Brazil,South America & Caribbean,1080.0,500-1500 m (deepwater),FPU/FPS,semisub_fps,wet
348,P-54 FPSO,Brazil,South America & Caribbean,1400.0,500-1500 m (deepwater),FPSO,fpso,wet
348,P-55 Semisub,Brazil,South America & Caribbean,1795.0,1500-3000 m (ultra-deepwater),Semisub,semisub_fps,wet
371,P-56 Semisub,Brazil,South America & Caribbean,1650.0,1500-3000 m (ultra-deepwater),Semisub,semisub_fps,wet
764,P-57 FPSO,Brazil,South America & Caribbean,1300.0,500-1500 m (deepwater),FPSO,fpso,wet
282,P-58 FPSO,Brazil,South America & Caribbean,1400.0,500-1500 m (deepwater),FPSO,fpso,wet
568,P-61 TLP,Brazil,South America & Caribbean,1200.0,500-1500 m (deepwater),Mini-TLP,tlp,dry
568,P-61 TLWP,Brazil,South America & Caribbean,1200.0,500-1500 m (deepwater),Mini-TLP,tlp,dry
348,P-62 FPSO,Brazil,South America & Caribbean,1545.0,1500-3000 m (ultra-deepwater),FPSO,fpso,wet
568,P-63 FPSO,Brazil,South America & Caribbean,,,FPSO,fpso,wet
1474,P-76 FPSO,Brazil,South America & Caribbean,1860.0,1500-3000 m (ultra-deepwater),FPSO,fpso,wet
1474,P-77 FPSO,Brazil,South America & Caribbean,1860.0,1500-3000 m (ultra-deepwater),FPSO,fpso,wet
1869,Pailin CPP,Thailand,Asia-Pacific,58.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1364,Panna - Mukta Platform,India,Asia-Pacific,55.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1766,Panyu (PY) 30-1 Platform,China,Asia-Pacific,200.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
1251,Panyu 4-2 Platform,China,Asia-Pacific,97.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1251,Panyu 5-1 Platform,China,Asia-Pacific,110.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1251,Panyu FPSO,China,Asia-Pacific,100.0,0-150 m (shallow shelf),FPSO,fpso,wet
326,Pazflor FPSO,Angola,West Africa,762.0,500-1500 m (deepwater),FPSO,fpso,wet
1262,PB Litoral-A,Mexico,South America & Caribbean,26.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1719,Peciko Complex,Indonesia,Asia-Pacific,90.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1461,Pelikan Wellhead Platform,Indonesia,Asia-Pacific,80.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1858,Penara A Platform,Malaysia,Asia-Pacific,60.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
336,Peng Lai CPU,China,Asia-Pacific,23.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
336,Peng Lai Platform (Phase I),China,Asia-Pacific,23.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
336,Peng Lai Wellhead Platform A,China,Asia-Pacific,23.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
336,Peng Lai Wellhead Platform B,China,Asia-Pacific,23.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
336,Peng Lai Wellhead Platform C,China,Asia-Pacific,23.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
336,Peng Lai Wellhead Platform D,China,Asia-Pacific,23.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
336,Peng Lai Wellhead Platform E,China,Asia-Pacific,23.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
125,Perdido SPAR Platform,US,US Gulf of Mexico,2377.0,1500-3000 m (ultra-deepwater),SPAR,spar,dry
432,Peregrino FPSO,Brazil,South America & Caribbean,120.0,0-150 m (shallow shelf),FPSO,fpso,wet
432,Peregrino Wellhead Platform A,Brazil,South America & Caribbean,120.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
432,Peregrino Wellhead Platform B,Brazil,South America & Caribbean,120.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1730,Perisai Kamelia FPSO,Malaysia,Asia-Pacific,,,FPSO,fpso,wet
543,Perla Platform,Venezuela,South America & Caribbean,60.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1129,Perth FPSO,UK,North Sea & NW Europe,127.0,0-150 m (shallow shelf),FPSO,fpso,wet
1145,Petrojarl Banff FPSO,UK,North Sea & NW Europe,89.0,0-150 m (shallow shelf),FPSO,fpso,wet
436,Petrojarl Foinaven FPSO,UK,North Sea & NW Europe,450.0,150-500 m (deep shelf),FPSO,fpso,wet
194,Petrojarl I FPSO,Norway,North Sea & NW Europe,100.0,0-150 m (shallow shelf),FPSO,fpso,wet
664,Petrojarl Varg FPSO,Norway,North Sea & NW Europe,84.0,0-150 m (shallow shelf),FPSO,fpso,wet
767,Petroleo Nautipa FPSO,Gabon,West Africa,137.0,0-150 m (shallow shelf),FPSO,fpso,wet
117,Petronius Compliant Tower,US,US Gulf of Mexico,535.0,500-1500 m (deepwater),Compliant Tower,compliant_tower,dry
1382,PFLNG-1,Malaysia,Asia-Pacific,80.0,0-150 m (shallow shelf),FLNG,flng,wet
805,Pickerill A Platform,UK,North Sea & NW Europe,21.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
293,Piltun-Astokhskoye-B,Russian Federation,Caspian & Russia,30.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1348,Piranema Spirit FPSO,Brazil,South America & Caribbean,1600.0,1500-3000 m (ultra-deepwater),FPSO,fpso,wet
1013,Platong Complex,Thailand,Asia-Pacific,70.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1013,Platong FSO,Thailand,Asia-Pacific,70.0,0-150 m (shallow shelf),FSO/FSU,,other
377,Pluto Production Platform,Australia,Asia-Pacific,85.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
377,Pluto Subsea,Australia,Asia-Pacific,830.0,500-1500 m (deepwater),Subsea Tieback,subsea_tieback,wet
587,Poinsettia Platform,Trin. & Tobago,South America & Caribbean,158.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
1512,Polvo A Platform,Brazil,South America & Caribbean,85.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1512,Polvo FPSO,Brazil,South America & Caribbean,85.0,0-150 m (shallow shelf),FPSO,fpso,wet
162,Pompano Production Platform,US,US Gulf of Mexico,393.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
1244,PPB Platform,New Zealand,Asia-Pacific,,,Fixed Platform,fixed_jacket,dry
494,Prelude FLNG,Australia,Asia-Pacific,,,FLNG,flng,wet
186,Prince TLP,US,US Gulf of Mexico,454.0,150-500 m (deep shelf),TLP,tlp,dry
1682,Prirazlomnaya,Russian Federation,Caspian & Russia,20.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
253,PSVM FPSO,Angola,West Africa,2000.0,1500-3000 m (ultra-deepwater),FPSO,fpso,wet
1347,PTAP One FPSO,Indonesia,Asia-Pacific,91.0,0-150 m (shallow shelf),FPSO,fpso,wet
1246,Puteri Cakerawala FSO,Thailand,Asia-Pacific,60.0,0-150 m (shallow shelf),FSO/FSU,,other
1444,Puteri Dulang FSO,Malaysia,Asia-Pacific,77.0,0-150 m (shallow shelf),FSO/FSU,,other
1859,Puteri WHP,Malaysia,Asia-Pacific,61.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
338,Pyrenees Venture FPSO,Australia,Asia-Pacific,200.0,150-500 m (deep shelf),FPSO,fpso,wet
417,QHD 32-6 Wellhead Platform 1,China,Asia-Pacific,20.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
417,QHD 32-6 Wellhead Platform 2,China,Asia-Pacific,20.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
417,QHD 32-6 Wellhead Platform 3,China,Asia-Pacific,20.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
417,QHD 32-6 Wellhead Platform 4,China,Asia-Pacific,20.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
417,QHD 32-6 Wellhead Platform 5,China,Asia-Pacific,20.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
417,QHD 32-6 Wellhead Platform 6,China,Asia-Pacific,20.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
417,QHD 33-1 Subsea,China,Asia-Pacific,31.0,0-150 m (shallow shelf),Subsea Tieback,subsea_tieback,wet
627,Quad 204 FPSO,UK,North Sea & NW Europe,400.0,150-500 m (deep shelf),FPSO,fpso,wet
1705,Queensway FSO,Viet nam,Asia-Pacific,50.0,0-150 m (shallow shelf),FSO/FSU,,other
188,Ram Powell TLP,US,US Gulf of Mexico,980.0,500-1500 m (deepwater),TLP,tlp,dry
515,Ramadan-6,Egypt,Mediterranean & N Africa,,,Fixed Platform,fixed_jacket,dry
1708,Rang Dong E1 WHP,Viet nam,Asia-Pacific,60.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1708,Rang Dong MV17 FSO,Viet nam,Asia-Pacific,60.0,0-150 m (shallow shelf),FSO/FSU,,other
1708,Rang Dong N1 WHP,Viet nam,Asia-Pacific,60.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1708,Rang Dong S1 WHP,Viet nam,Asia-Pacific,60.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
366,Raroa FPSO,New Zealand,Asia-Pacific,102.0,0-150 m (shallow shelf),FPSO,fpso,wet
1246,Ratu Songkhla,Thailand,Asia-Pacific,65.0,0-150 m (shallow shelf),FSO/FSU,,other
173,Red Hawk SPAR Platform,US,US Gulf of Mexico,1615.0,1500-3000 m (ultra-deepwater),SPAR,spar,dry
673,Reindeer Platform,Australia,Asia-Pacific,65.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
247,Rosa Subsea,Angola,West Africa,1350.0,500-1500 m (deepwater),Subsea Tieback,subsea_tieback,wet
413,Rosebank,UK,North Sea & NW Europe,1128.0,500-1500 m (deepwater),FPSO,fpso,wet
362,Rubicon Intrepid FPSO,Philippines,Asia-Pacific,320.0,150-500 m (deep shelf),FPSO,fpso,wet
363,Rubicon Vantage FPSO,Thailand,Asia-Pacific,60.0,0-150 m (shallow shelf),FPSO,fpso,wet
1373,Ruby Production Platform,Indonesia,Asia-Pacific,100.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1373,Ruby Wellhead Platform,Indonesia,Asia-Pacific,100.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1375,Sabratha Platform,Libya,Mediterranean & N Africa,190.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
602,Saffron/Scarab Subsea,Egypt,Mediterranean & N Africa,850.0,500-1500 m (deepwater),Subsea Tieback,subsea_tieback,wet
393,Sakhalin I Platform,Russian Federation,Caspian & Russia,,,Fixed Platform,fixed_jacket,dry
155,Salsa FIxed Platform,US,US Gulf of Mexico,453.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
1134,Sangu-A Platform,Bangladesh,Asia-Pacific,,,Fixed Platform,fixed_jacket,dry
464,Satellite Wellhead Protector Platform 1,Trin. & Tobago,South America & Caribbean,50.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
464,Satellite Wellhead Protector Platform 2,Trin. & Tobago,South America & Caribbean,50.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
464,Satellite Wellhead Protector Platform 3,Trin. & Tobago,South America & Caribbean,50.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
578,Savonette Platform,Trin. & Tobago,South America & Caribbean,88.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1700,Scapa Subsea,UK,North Sea & NW Europe,111.0,0-150 m (shallow shelf),Subsea Tieback,subsea_tieback,wet
627,Schiehallion FPSO,UK,North Sea & NW Europe,400.0,150-500 m (deep shelf),FPSO,fpso,wet
909,Schooner Platform,UK,North Sea & NW Europe,71.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1693,Scott Platform,UK,North Sea & NW Europe,142.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
764,Seillean FPSO,Brazil,South America & Caribbean,1365.0,500-1500 m (deepwater),FPSO,fpso,wet
295,Sendje Ceiba FPSO,Equatorial Guinea,West Africa,2200.0,1500-3000 m (ultra-deepwater),FPSO,fpso,wet
602,Sequoia Subsea Tieback,Egypt,Mediterranean & N Africa,570.0,500-1500 m (deepwater),Subsea Tieback,subsea_tieback,wet
1343,Seth Platform,Egypt,Mediterranean & N Africa,80.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
415,Shah Deniz Production Platform,Azerbaijan,Caspian & Russia,105.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
133,Shenzi TLP,US,US Gulf of Mexico,1341.0,500-1500 m (deepwater),TLP,tlp,dry
1790,Shwe Platform,Myanmar,Asia-Pacific,110.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
203,Sigyn Subsea,Norway,North Sea & NW Europe,70.0,0-150 m (shallow shelf),Subsea Tieback,subsea_tieback,wet
561,Siri Center,Denmark,North Sea & NW Europe,58.0,0-150 m (shallow shelf),FSO/FSU,,other
373,Skarv FPSO,Norway,North Sea & NW Europe,391.0,150-500 m (deep shelf),FPSO,fpso,wet
374,Sleipner A,Norway,North Sea & NW Europe,80.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
374,Sleipner B,Norway,North Sea & NW Europe,,,Fixed Platform,fixed_jacket,dry
374,Sleipner T,Norway,North Sea & NW Europe,,,Fixed Platform,fixed_jacket,dry
223,Snohvit Subsea,Norway,North Sea & NW Europe,340.0,150-500 m (deep shelf),Subsea Tieback,subsea_tieback,wet
204,Snorre A TLP,Norway,North Sea & NW Europe,350.0,150-500 m (deep shelf),TLP,tlp,dry
204,Snorre B Platform,Norway,North Sea & NW Europe,,,Semisub,semisub_fps,wet
1296,SNX Platform,Angola,West Africa,118.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1113,Solan Platform,UK,North Sea & NW Europe,135.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
332,Songkhla FPU,Thailand,Asia-Pacific,2750.0,1500-3000 m (ultra-deepwater),FPU/FPS,semisub_fps,wet
1412,Songo Songo Island,"Tanzania, United Republic of",West Africa,,,Artificial Island,,other
776,South Arne Platform,Denmark,North Sea & NW Europe,60.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1463,South Morecambe Cluster,UK,North Sea & NW Europe,32.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1296,South Nemba,Angola,West Africa,119.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
284,South Pars,Iran,Middle East,70.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
140,South Timbalier 301,US,US Gulf of Mexico,101.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
492,South Venture Fixed Platform,Canada,Atlantic Canada & Arctic,23.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
