afxNpdidAfexArea,afxName,afxKind,afxFactPageUrl,afxAreaPolyDateValidFrom,afxAreaPolyDateValidTo,prlName,prlFactPageUrl,afxAreaPolyNationCode2,blcName,afxAreaPolyNo,blcNpdidBlock,afxAreaPolyArea,prlNpdidLicence,afxAreaPolyDateUpdated,afxAreaPolyHstPK,afxAreaGeometryWKT
5125267,JOTUN AFEX,AFEX PROD,N/A,2009-01-01 00:00:00,2016-12-12 00:00:00,027 B,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=917344,NO,25/8,1,3587,53,917344,2024-01-02 00:00:00,CBA25ECC-F021-49DC-81DE-FCC42FF49AF4,"POLYGON ((2.3333333000000493 59.400000000000034,2.3416667000000757 59.400000000000034,2.3500000000000227 59.400000000000034,2.3500000000000227 59.404166700000076,2.3500000000000227 59.40833340000006,2.3500000000000227 59.41250000000008,2.3500000000000227 59.416666700000064,2.3583333000000266 59.416666700000064,2.366666700000053 59.416666700000064,2.375000000000057 59.416666700000064,2.3833334000000264 59.416666700000064,2.3916667000000302 59.416666700000064,2.400000000000034 59.416666700000064,2.4083334000000605 59.416666700000064,2.4166667000000643 59.416666700000064,2.4166667000000643 59.42083340000005,2.4166667000000643 59.42500000000007,2.425000000000068 59.42500000000007,2.433333300000072 59.42500000000007,2.433333300000072 59.42916670000005,2.433333300000072 59.43333340000004,2.433333300000072 59.43750000000006,2.433333300000072 59.44166670000004,2.4416667000000416 59.44166670000004,2.4416667000000416 59.445833400000026,2.4416667000000416 59.450000000000045,2.4500000000000455 59.450000000000045,2.4583333000000493 59.450000000000045,2.4583333000000493 59.45416670000003,2.4583333000000493 59.45833330000005,2.4666666000000532 59.45833330000005,2.4750000000000227 59.45833330000005,2.4833333000000266 59.45833330000005,2.4833333000000266 59.462500000000034,2.4833333000000266 59.46666660000005,2.4833333000000266 59.47083330000004,2.4833333000000266 59.47500000000008,2.4833333000000266 59.47916660000004,2.4833333000000266 59.48333330000003,2.4750000000000227 59.48333330000003,2.4666667000000757 59.48333330000003,2.4583333000000493 59.48333330000003,2.4500000000000455 59.48333330000003,2.4416667000000416 59.48333330000003,2.4333334000000377 59.48333330000003,2.425000000000068 59.48333330000003,2.4166667000000643 59.48333330000003,2.4166667000000643 59.479166700000064,2.4166667000000643 59.47500000000008,2.4166667000000643 59.47083340000006,2.4166667000000643 59.466666700000076,2.4083334000000605 59.466666700000076,2.400000000000034 59.466666700000076,2.400000000000034 59.47083340000006,2.400000000000034 59.47500000000008,2.400000000000034 59.479166700000064,2.400000000000034 59.48333330000003,2.3916667000000302 59.48333330000003,2.3833333000000607 59.48333330000003,2.3833333000000607 59.48750000000007,2.3833333000000607 59.49166670000005,2.375000000000057 59.49166670000005,2.366666700000053 59.49166670000005,2.3583333000000266 59.49166670000005,2.3500000000000227 59.49166670000005,2.3500000000000227 59.48750000000007,2.3500000000000227 59.48333330000003,2.3416667000000757 59.48333330000003,2.3333333000000493 59.48333330000003,2.3333333000000493 59.47894730000007,2.3333333000000493 59.47456140000003,2.3333333000000493 59.47017540000007,2.3333333000000493 59.46578940000006,2.3333333000000493 59.461403500000074,2.3333333000000493 59.45701750000006,2.3333333000000493 59.452631600000075,2.3333333000000493 59.448245600000064,2.3333333000000493 59.44385960000005,2.3333333000000493 59.439473700000065,2.3333333000000493 59.435087700000054,2.3333333000000493 59.43070170000004,2.3333333000000493 59.426315800000054,2.3333333000000493 59.42192980000004,2.3333333000000493 59.417543900000055,2.3333333000000493 59.413157900000044,2.3333333000000493 59.40877190000003,2.3333333000000493 59.404386000000045,2.3333333000000493 59.400000000000034))"
21567794,VISUND SØR AFEX,AFEX PROD,N/A,2011-01-21 00:00:00,,120,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21772,NO,34/8,2,3671,3,21772,2024-01-02 00:00:00,CC6D807D-0D9F-49E2-9B66-5FB9BDFC89E5,"POLYGON ((2.366666700000053 61.28333330000004,2.366666700000053 61.28750000000008,2.366666700000053 61.291666700000064,2.366666700000053 61.29583330000003,2.366666700000053 61.30000000000007,2.358333400000049 61.30000000000007,2.3500000000000227 61.30000000000007,2.3416667000000757 61.30000000000007,2.3333333000000493 61.30000000000007,2.3333333000000493 61.29583330000003,2.3333333000000493 61.291666700000064,2.3333333000000493 61.28750000000008,2.3333333000000493 61.28333330000004,2.3416667000000757 61.28333330000004,2.3500000000000227 61.28333330000004,2.358333400000049 61.28333330000004,2.366666700000053 61.28333330000004))"
33396870,PL 609 609 B,AFEX GEN GG,N/A,2017-05-14 00:00:00,2017-12-31 00:00:00,609 B,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21561445,NO,7120/1,6,4472,16,21561445,2024-01-02 00:00:00,CCA32099-3D77-4331-86C7-1974B7F07061,"POLYGON ((20.33333330000005 72.00000000000006,20.319444400000066 72.00000000000006,20.305555500000025 72.00000000000006,20.291666700000064 72.00000000000006,20.277777800000024 72.00000000000006,20.26388890000004 72.00000000000006,20.250000000000057 72.00000000000006,20.250000000000057 71.99583330000007,20.250000000000057 71.99166670000005,20.250000000000057 71.98750000000007,20.250000000000057 71.98333330000008,20.250000000000057 71.97916670000006,20.250000000000057 71.97500000000008,20.250000000000057 71.97083330000004,20.250000000000057 71.96666670000008,20.250000000000057 71.96250000000003,20.250000000000057 71.95833330000005,20.250000000000057 71.95416670000003,20.250000000000057 71.95000000000005,20.26388890000004 71.95000000000005,20.277777800000024 71.95000000000005,20.291666700000064 71.95000000000005,20.305555500000025 71.95000000000005,20.319444400000066 71.95000000000005,20.33333330000005 71.95000000000005,20.33333330000005 71.95416670000003,20.33333330000005 71.95833330000005,20.33333330000005 71.96250000000003,20.33333330000005 71.96666670000008,20.33333330000005 71.97083330000004,20.33333330000005 71.97500000000008,20.33333330000005 71.97916670000006,20.33333330000005 71.98333330000008,20.33333330000005 71.98750000000007,20.33333330000005 71.99166670000005,20.33333330000005 71.99583330000007,20.33333330000005 72.00000000000006))"
35632561,INTERPID AFEX,AFEX GEN WELL,N/A,2018-01-01 00:00:00,2019-12-31 00:00:00,615,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20429544,NO,7324/3,2,4930,59,20429544,2024-01-02 00:00:00,CCB095D8-EE2F-4861-B240-83881F8F5356,"POLYGON ((24.850000000000023 73.91666670000006,24.850000000000023 73.91250000000008,24.850000000000023 73.90833330000004,24.850000000000023 73.90416670000008,24.850000000000023 73.90000000000003,24.865000000000066 73.90000000000003,24.880000000000052 73.90000000000003,24.89500000000004 73.90000000000003,24.910000000000025 73.90000000000003,24.925000000000068 73.90000000000003,24.940000000000055 73.90000000000003,24.95500000000004 73.90000000000003,24.970000000000027 73.90000000000003,24.98500000000007 73.90000000000003,25.000000000000057 73.90000000000003,25.000000000000057 73.90434780000004,25.000000000000057 73.90869570000007,25.000000000000057 73.91304350000007,25.000000000000057 73.91739130000008,25.000000000000057 73.92173910000008,25.000000000000057 73.92608700000005,25.000000000000057 73.93043480000006,25.000000000000057 73.93478260000006,25.000000000000057 73.93913040000007,25.000000000000057 73.94347830000004,25.000000000000057 73.94782610000004,25.000000000000057 73.95217390000005,25.000000000000057 73.95652170000005,25.000000000000057 73.96086960000008,25.000000000000057 73.96521740000003,25.000000000000057 73.96956520000003,25.000000000000057 73.97391300000004,25.000000000000057 73.97826090000007,25.000000000000057 73.98260870000007,25.000000000000057 73.98695650000008,25.000000000000057 73.99130430000008,25.000000000000057 73.99565220000005,25.000000000000057 74.00000000000006,24.991666700000053 74.00000000000006,24.983333300000027 74.00000000000006,24.983333300000027 73.99583330000007,24.983333300000027 73.99166670000005,24.983333300000027 73.98750000000007,24.983333300000027 73.98333330000008,24.972222200000033 73.98333330000008,24.96111110000004 73.98333330000008,24.950000000000045 73.98333330000008,24.950000000000045 73.97916670000006,24.950000000000045 73.97500000000008,24.950000000000045 73.97083340000006,24.950000000000045 73.96666670000008,24.935416700000076 73.96666670000008,24.920833300000027 73.96666670000008,24.906250000000057 73.96666670000008,24.891666600000065 73.96666670000008,24.877083300000038 73.96666670000008,24.862500000000068 73.96666670000008,24.847916600000076 73.96666670000008,24.83333330000005 73.96666670000008,24.83333330000005 73.97083340000006,24.83333330000005 73.97500000000008,24.83333330000005 73.97916670000006,24.83333330000005 73.98333330000008,24.825000000000045 73.98333330000008,24.81666670000004 73.98333330000008,24.81666670000004 73.98750000000007,24.81666670000004 73.99166670000005,24.81666670000004 73.99583330000007,24.81666670000004 74.00000000000006,24.804166700000053 74.00000000000006,24.791666700000064 74.00000000000006,24.779166700000076 74.00000000000006,24.76666670000003 74.00000000000006,24.76666670000003 73.99561400000005,24.76666670000003 73.99122810000006,24.76666670000003 73.98684210000005,24.76666670000003 73.98245610000004,24.76666670000003 73.97807020000005,24.76666670000003 73.97368420000004,24.76666670000003 73.96929830000005,24.76666670000003 73.96491230000004,24.76666670000003 73.96052630000008,24.76666670000003 73.95614040000004,24.76666670000003 73.95175440000008,24.76666670000003 73.94736840000007,24.76666670000003 73.94298250000008,24.76666670000003 73.93859650000007,24.76666670000003 73.93421060000003,24.76666670000003 73.92982460000007,24.76666670000003 73.92543860000006,24.76666670000003 73.92105270000008,24.76666670000003 73.91666670000006,24.78055560000007 73.91666670000006,24.794444500000054 73.91666670000006,24.808333300000072 73.91666670000006,24.822222200000056 73.91666670000006,24.83611110000004 73.91666670000006,24.850000000000023 73.91666670000006))"
5466008,YTTERGRYTA AFEX,AFEX PROD,N/A,2008-01-18 00:00:00,2008-04-17 00:00:00,263,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=1033111,NO,6507/11,3,4041,1,1033111,2024-01-02 00:00:00,CCB53FF4-E0F2-41C9-B87B-C5744C473438,"POLYGON ((7.533333300000038 65.10000000000008,7.541666700000064 65.10000000000008,7.541666700000064 65.10416670000006,7.541666700000064 65.10833340000005,7.541666700000064 65.11250000000007,7.541666700000064 65.11666670000005,7.533333300000038 65.11666670000005,7.533333300000038 65.11250000000007,7.533333300000038 65.10833340000005,7.533333300000038 65.10416670000006,7.533333300000038 65.10000000000008))"
38666593,SNØHVIT BETA AFEX,AFEX GEN NO PROD,N/A,2021-01-01 00:00:00,2021-12-31 00:00:00,110 B,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3001885,NO,7121/6,2,4489,19,3001885,2024-01-02 00:00:00,CCB689E7-87A7-42AD-ABF4-A92AE5B32433,"POLYGON ((21.800000000000068 71.65000000000003,21.800000000000068 71.65416670000008,21.800000000000068 71.65833330000004,21.800000000000068 71.66250000000008,21.800000000000068 71.66666670000006,21.808333300000072 71.66666670000006,21.81666670000004 71.66666670000006,21.81666670000004 71.67083340000005,21.81666670000004 71.67500000000007,21.81666670000004 71.67916670000005,21.81666670000004 71.68333330000007,21.803030300000046 71.68333330000007,21.789394000000073 71.68333330000007,21.775757600000077 71.68333330000007,21.762121200000024 71.68333330000007,21.74848490000005 71.68333330000007,21.734848500000055 71.68333330000007,21.721212200000025 71.68333330000007,21.70757580000003 71.68333330000007,21.693939400000033 71.68333330000007,21.68030310000006 71.68333330000007,21.666666700000064 71.68333330000007,21.666666700000064 71.67916660000003,21.666666700000064 71.67500000000007,21.666666700000064 71.67083330000008,21.666666700000064 71.66666670000006,21.666666700000064 71.66250000000008,21.666666700000064 71.65833330000004,21.666666700000064 71.65416670000008,21.666666700000064 71.65000000000003,21.680000000000064 71.65000000000003,21.69333340000003 71.65000000000003,21.706666700000028 71.65000000000003,21.720000000000027 71.65000000000003,21.73333340000005 71.65000000000003,21.74666670000005 71.65000000000003,21.760000000000048 71.65000000000003,21.773333300000047 71.65000000000003,21.78666670000007 71.65000000000003,21.800000000000068 71.65000000000003))"
32016139,VICTORIA AFEX,AFEX GEN NO PROD,N/A,2018-01-01 00:00:00,2018-12-31 00:00:00,211 B,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238638,NO,6507/7,4,4037,1,4238638,2024-01-02 00:00:00,CCFDA6B2-BF1C-4F7A-9359-713DBAD89174,"POLYGON ((7.01666670000003 65.48333610000003,7.01666670000003 65.48750210000003,7.01666670000003 65.49166810000008,7.01666670000003 65.49583400000006,7.01666670000003 65.50000000000006,7.008333400000026 65.50000000000006,7.000000000000057 65.50000000000006,7.000000000000057 65.49583330000007,7.000000000000057 65.49166670000005,7.000000000000057 65.48750000000007,7.000000000000057 65.48333330000008,7.0083333500000435 65.48333492900008,7.01666670000003 65.48333610000003))"
41319895,HALTEN ØST AFEX,AFEX PROD,N/A,2022-05-25 00:00:00,,473,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4920841,NO,6407/5,2,3930,3,4920841,2024-01-02 00:00:00,CD18DA65-F485-40A5-A96D-13899C80CB99,"POLYGON ((7.633333300000061 64.71666670000008,7.633333300000061 64.72083340000006,7.633333300000061 64.72500000000008,7.633333300000061 64.72916670000006,7.633333300000061 64.73333340000005,7.633333300000061 64.73750000000007,7.633333300000061 64.74166670000005,7.633333300000061 64.74583330000007,7.633333300000061 64.75000000000006,7.625000000000057 64.75000000000006,7.616666700000053 64.75000000000006,7.616666700000053 64.74583330000007,7.616666700000053 64.74166670000005,7.616666700000053 64.73750000000007,7.616666700000053 64.73333340000005,7.616666700000053 64.72916670000006,7.616666700000053 64.72500000000008,7.616666700000053 64.72083340000006,7.616666700000053 64.71666670000008,7.625000000000057 64.71666670000008,7.633333300000061 64.71666670000008))"
26226742,PEON AFEX,AFEX GEN NO PROD,N/A,2016-01-01 00:00:00,2016-12-31 00:00:00,318 B,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238138,NO,35/5,4,3680,15,4238138,2024-01-02 00:00:00,CD1F75C1-D7C9-4516-91C5-361A805DA56B,"POLYGON ((3.400000000000034 61.716666700000076,3.400000000000034 61.72083340000006,3.400000000000034 61.72500000000008,3.400000000000034 61.729166700000064,3.400000000000034 61.73333330000008,3.4083334000000605 61.73333330000008,3.4166667000000643 61.73333330000008,3.4166667000000643 61.73750000000007,3.4166667000000643 61.74166670000005,3.4166667000000643 61.74583330000007,3.4166667000000643 61.75000000000006,3.407407400000068 61.75000000000006,3.398148200000037 61.75000000000006,3.3888889000000404 61.75000000000006,3.379629600000044 61.75000000000006,3.37037040000007 61.75000000000006,3.3611111000000733 61.75000000000006,3.35185180000002 61.75000000000006,3.342592600000046 61.75000000000006,3.3333333000000493 61.75000000000006,3.3333333000000493 61.74583330000007,3.3333333000000493 61.74166670000005,3.3333333000000493 61.73750000000007,3.3333333000000493 61.73333340000005,3.3333333000000493 61.729166700000064,3.3333333000000493 61.72500000000008,3.3333333000000493 61.72083340000006,3.3333333000000493 61.716666700000076,3.3416666000000532 61.716666700000076,3.3500000000000227 61.716666700000076,3.3583333000000266 61.716666700000076,3.366666700000053 61.716666700000076,3.375000000000057 61.716666700000076,3.3833333000000607 61.716666700000076,3.3916667000000302 61.716666700000076,3.400000000000034 61.716666700000076))"
33396812,HUFSA AFEX,AFEX GEN WELL,N/A,2017-01-01 00:00:00,2018-12-31 00:00:00,533,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=5463724,NO,7219/12,1,4675,18,5463724,2024-01-02 00:00:00,CD2E24AA-EB27-47C4-B3F3-C553ECE00BAE,"POLYGON ((19.900000000000034 72.11666670000005,19.90833340000006 72.11666670000005,19.916666700000064 72.11666670000005,19.916666700000064 72.11250000000007,19.916666700000064 72.10833340000005,19.916666700000064 72.10416670000006,19.916666700000064 72.10000000000008,19.916666700000064 72.09583330000004,19.916666700000064 72.09166670000008,19.916666700000064 72.08750000000003,19.916666700000064 72.08333330000005,19.927777800000058 72.08333330000005,19.93888890000005 72.08333330000005,19.950000000000045 72.08333330000005,19.950000000000045 72.07916670000003,19.950000000000045 72.07500000000005,19.950000000000045 72.07083340000008,19.950000000000045 72.06666670000004,19.962500000000034 72.06666670000004,19.975000000000023 72.06666670000004,19.987500000000068 72.06666670000004,20.000000000000057 72.06666670000004,20.000000000000057 72.07083340000008,20.000000000000057 72.07500000000005,20.000000000000057 72.07916670000003,20.000000000000057 72.08333340000007,20.000000000000057 72.08750000000003,20.000000000000057 72.09166670000008,20.000000000000057 72.09583340000006,20.000000000000057 72.10000000000008,20.000000000000057 72.10416670000006,20.000000000000057 72.10833340000005,20.000000000000057 72.11250000000007,20.000000000000057 72.11666670000005,19.988888900000063 72.11666670000005,19.97777780000007 72.11666670000005,19.966666700000076 72.11666670000005,19.966666700000076 72.12083340000004,19.966666700000076 72.12500000000006,19.966666700000076 72.12916670000004,19.966666700000076 72.13333330000006,19.953333400000076 72.13333330000006,19.940000000000055 72.13333330000006,19.926666700000055 72.13333330000006,19.913333300000033 72.13333330000006,19.900000000000034 72.13333330000006,19.900000000000034 72.12916670000004,19.900000000000034 72.12500000000006,19.900000000000034 72.12083340000004,19.900000000000034 72.11666670000005))"
40829423,GARANTIANA WEST AFEX,AFEX WELL,N/A,2021-01-01 00:00:00,2022-12-31 00:00:00,554,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=17654471,NO,34/6,1,3669,13,17654471,2024-01-02 00:00:00,CD35CB54-0735-45FE-851C-08BC62B4222E,"POLYGON ((2.7333333000000266 61.63333330000006,2.7333333000000266 61.62916670000004,2.7333333000000266 61.62500000000006,2.7333333000000266 61.62083340000004,2.7333333000000266 61.61666670000005,2.7250000000000227 61.61666670000005,2.7166667000000757 61.61666670000005,2.7166667000000757 61.61250000000007,2.7166667000000757 61.60833340000005,2.7166667000000757 61.604166700000064,2.7166667000000757 61.60000000000008,2.7166667000000757 61.59583330000004,2.7166667000000757 61.591666700000076,2.7166667000000757 61.587500000000034,2.7166667000000757 61.58333330000005,2.7250000000000227 61.58333330000005,2.733333400000049 61.58333330000005,2.741666700000053 61.58333330000005,2.750000000000057 61.58333330000005,2.7583334000000264 61.58333330000005,2.7666667000000302 61.58333330000005,2.7666667000000302 61.587500000000034,2.7666667000000302 61.59166660000005,2.7666667000000302 61.59583330000004,2.7666667000000302 61.60000000000008,2.7666667000000302 61.60416660000004,2.7666667000000302 61.60833330000003,2.7666667000000302 61.61250000000007,2.7666667000000302 61.61666660000003,2.7666667000000302 61.62083330000007,2.7666667000000302 61.62500000000006,2.7666667000000302 61.629166600000076,2.7666667000000302 61.63333330000006,2.7583334000000264 61.63333330000006,2.750000000000057 61.63333330000006,2.741666700000053 61.63333330000006,2.7333333000000266 61.63333330000006))"
41319910,VERDANDE AFEX,AFEX PROD,N/A,2022-12-06 00:00:00,,128 D,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27434543,NO,6608/10,6,4172,45,27434543,2024-02-20 00:00:00,CD51305E-CCAE-443E-B480-C5C7E0FA8B68,"POLYGON ((8.166666700000064 66.13333330000006,8.166666700000064 66.13750000000005,8.166666700000064 66.14166670000003,8.166666700000064 66.14583330000005,8.166666700000064 66.15000000000003,8.156060600000046 66.15000000000003,8.14545460000005 66.15000000000003,8.134848500000032 66.15000000000003,8.124242400000071 66.15000000000003,8.113636400000075 66.15000000000003,8.103030300000057 66.15000000000003,8.092424300000062 66.15000000000003,8.081818200000043 66.15000000000003,8.071212100000025 66.15000000000003,8.06060610000003 66.15000000000003,8.050000000000068 66.15000000000003,8.050000000000068 66.14583330000005,8.050000000000068 66.14166670000003,8.050000000000068 66.13750000000005,8.050000000000068 66.13333340000008,8.050000000000068 66.12916670000004,8.050000000000068 66.12500000000006,8.050000000000068 66.12083340000004,8.050000000000068 66.11666670000005,8.041666700000064 66.11666670000005,8.033333300000038 66.11666670000005,8.033333300000038 66.11250000000007,8.033333300000038 66.10833340000005,8.033333300000038 66.10416670000006,8.033333300000038 66.10000000000008,8.025000000000034 66.10000000000008,8.01666670000003 66.10000000000008,8.00833330000006 66.10000000000008,8.000000000000057 66.10000000000008,8.000000000000057 66.09583330000004,8.000000000000057 66.09166670000008,8.000000000000057 66.08750000000003,8.000000000000057 66.08333330000005,8.000000000000057 66.07916670000003,8.000000000000057 66.07500000000005,8.000000000000057 66.07083330000006,8.000000000000057 66.06666670000004,8.000000000000057 66.06250000000006,8.000000000000057 66.05833330000007,8.000000000000057 66.05416670000005,8.000000000000057 66.05000000000007,8.00833330000006 66.05000000000007,8.01666670000003 66.05000000000007,8.025000000000034 66.05000000000007,8.033333300000038 66.05000000000007,8.033333300000038 66.05416670000005,8.033333300000038 66.05833330000007,8.033333300000038 66.06250000000006,8.033333300000038 66.06666670000004,8.033333300000038 66.07083330000006,8.033333300000038 66.07500000000005,8.033333300000038 66.07916660000006,8.033333300000038 66.08333330000005,8.043333300000029 66.08333330000005,8.053333300000077 66.08333330000005,8.063333300000068 66.08333330000005,8.073333300000058 66.08333330000005,8.08333330000005 66.08333330000005,8.09333330000004 66.08333330000005,8.103333300000031 66.08333330000005,8.113333300000022 66.08333330000005,8.12333330000007 66.08333330000005,8.13333330000006 66.08333330000005,8.13333330000006 66.08750000000003,8.13333330000006 66.09166670000008,8.13333330000006 66.09583330000004,8.13333330000006 66.10000000000008,8.14166670000003 66.10000000000008,8.150000000000034 66.10000000000008,8.150000000000034 66.10416670000006,8.150000000000034 66.10833330000008,8.150000000000034 66.11250000000007,8.150000000000034 66.11666670000005,8.150000000000034 66.12083330000007,8.150000000000034 66.12500000000006,8.150000000000034 66.12916660000008,8.150000000000034 66.13333330000006,8.15833340000006 66.13333330000006,8.166666700000064 66.13333330000006))"
38666593,SNØHVIT BETA AFEX,AFEX GEN NO PROD,N/A,2021-01-01 00:00:00,2021-12-31 00:00:00,110,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21684,NO,7121/5,1,4488,15,21684,2024-01-02 00:00:00,CD62CBAB-8686-4E88-A3F0-6A8A6DF49939,"POLYGON ((21.666666700000064 71.65000000000003,21.666666700000064 71.65416670000008,21.666666700000064 71.65833330000004,21.666666700000064 71.66250000000008,21.666666700000064 71.66666670000006,21.666666700000064 71.67083330000008,21.666666700000064 71.67500000000007,21.666666700000064 71.67916660000003,21.666666700000064 71.68333330000007,21.65370370000005 71.68333330000007,21.64074080000006 71.68333330000007,21.627777800000047 71.68333330000007,21.614814800000033 71.68333330000007,21.601851900000042 71.68333330000007,21.58888890000003 71.68333330000007,21.575925900000072 71.68333330000007,21.562963000000025 71.68333330000007,21.550000000000068 71.68333330000007,21.550000000000068 71.67916660000003,21.550000000000068 71.67500000000007,21.550000000000068 71.67083330000008,21.550000000000068 71.66666670000006,21.550000000000068 71.66250000000008,21.550000000000068 71.65833330000004,21.550000000000068 71.65416670000008,21.550000000000068 71.65000000000003,21.562963000000025 71.65000000000003,21.575925900000072 71.65000000000003,21.58888890000003 71.65000000000003,21.601851900000042 71.65000000000003,21.614814800000033 71.65000000000003,21.627777800000047 71.65000000000003,21.64074080000006 71.65000000000003,21.65370370000005 71.65000000000003,21.666666700000064 71.65000000000003))"
31150346,CLIFFHANGER AFEX L2,AFEX WELL LEVEL 2,N/A,2016-01-01 00:00:00,2016-12-31 00:00:00,265,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=1624237,NO,16/2,1,3503,70,1624237,2024-01-02 00:00:00,CD8F917B-469E-49BC-8EC9-CF63146256BF,"POLYGON ((2.4666667000000757 58.86666670000005,2.458333400000072 58.86666670000005,2.4500000000000455 58.86666670000005,2.4416667000000416 58.86666670000005,2.4333334000000377 58.86666670000005,2.425000000000068 58.86666670000005,2.4166667000000643 58.86666670000005,2.4166667000000643 58.86250000000007,2.4166667000000643 58.85833340000005,2.4166667000000643 58.854166700000064,2.4166667000000643 58.85000000000008,2.4083334000000605 58.85000000000008,2.400000000000034 58.85000000000008,2.3916667000000302 58.85000000000008,2.3833333000000607 58.85000000000008,2.3833333000000607 58.84583330000004,2.3833333000000607 58.841666700000076,2.3833333000000607 58.837500000000034,2.3833333000000607 58.83333340000007,2.3833333000000607 58.82916670000003,2.3833333000000607 58.825000000000045,2.3833333000000607 58.820833400000026,2.3833333000000607 58.81666670000004,2.3916667000000302 58.81666670000004,2.400000000000034 58.81666670000004,2.400000000000034 58.81250000000006,2.400000000000034 58.80833340000004,2.400000000000034 58.80416670000005,2.400000000000034 58.80000000000007,2.400000000000034 58.79583340000005,2.400000000000034 58.791666700000064,2.400000000000034 58.78750000000008,2.400000000000034 58.78333340000006,2.400000000000034 58.779166700000076,2.400000000000034 58.775000000000034,2.400000000000034 58.77083340000007,2.400000000000034 58.76666670000003,2.4083334000000605 58.76666670000003,2.4166667000000643 58.76666670000003,2.4166667000000643 58.762500000000045,2.4166667000000643 58.758333400000026,2.4166667000000643 58.75416670000004,2.4166667000000643 58.75000000000006,2.425000000000068 58.75000000000006,2.4333334000000377 58.75000000000006,2.4416667000000416 58.75000000000006,2.4500000000000455 58.75000000000006,2.4583333000000493 58.75000000000006,2.4666667000000757 58.75000000000006,2.4750000000000227 58.75000000000006,2.4833333000000266 58.75000000000006,2.491666700000053 58.75000000000006,2.500000000000057 58.75000000000006,2.5083333000000607 58.75000000000006,2.5166666000000646 58.75000000000006,2.525000000000034 58.75000000000006,2.533333300000038 58.75000000000006,2.533333300000038 58.75416670000004,2.533333300000038 58.758333400000026,2.533333300000038 58.762500000000045,2.533333300000038 58.76666670000003,2.525000000000034 58.76666670000003,2.5166667000000302 58.76666670000003,2.5166667000000302 58.77083340000007,2.5166667000000302 58.775000000000034,2.5166667000000302 58.779166700000076,2.5166667000000302 58.78333330000004,2.5083334000000264 58.78333330000004,2.500000000000057 58.78333330000004,2.491666700000053 58.78333330000004,2.483333400000049 58.78333330000004,2.4750000000000227 58.78333330000004,2.4666667000000757 58.78333330000004,2.4666667000000757 58.78750000000008,2.4666667000000757 58.791666700000064,2.4666667000000757 58.79583330000003,2.4666667000000757 58.80000000000007,2.4750000000000227 58.80000000000007,2.483333400000049 58.80000000000007,2.491666700000053 58.80000000000007,2.500000000000057 58.80000000000007,2.500000000000057 58.80416670000005,2.500000000000057 58.80833340000004,2.500000000000057 58.81250000000006,2.500000000000057 58.81666670000004,2.491666700000053 58.81666670000004,2.4833333000000266 58.81666670000004,2.4833333000000266 58.820833400000026,2.4833333000000266 58.825000000000045,2.4833333000000266 58.82916670000003,2.4833333000000266 58.83333340000007,2.4833333000000266 58.837500000000034,2.4833333000000266 58.841666700000076,2.4833333000000266 58.84583330000004,2.4833333000000266 58.85000000000008,2.4750000000000227 58.85000000000008,2.4666667000000757 58.85000000000008,2.4666667000000757 58.854166700000064,2.4666667000000757 58.85833340000005,2.4666667000000757 58.86250000000007,2.4666667000000757 58.86666670000005))"
4704740,SNØHVIT AFEX,AFEX PROD,N/A,2007-01-01 00:00:00,2019-12-31 00:00:00,110,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21684,NO,7120/5,10,4476,2,21684,2024-01-02 00:00:00,CDBC1F29-1650-4B38-8262-05549113CF78,"POLYGON ((20.650000000000034 71.56666670000004,20.65833340000006 71.56666670000004,20.666666700000064 71.56666670000004,20.666666700000064 71.57083340000008,20.666666700000064 71.57500000000005,20.666666700000064 71.57916670000003,20.666666700000064 71.58333340000007,20.666666700000064 71.58750000000003,20.666666700000064 71.59166670000008,20.666666700000064 71.59583330000004,20.666666700000064 71.60000000000008,20.65833340000006 71.60000000000008,20.650000000000034 71.60000000000008,20.650000000000034 71.59583330000004,20.650000000000034 71.59166670000008,20.650000000000034 71.58750000000003,20.650000000000034 71.58333340000007,20.650000000000034 71.57916670000003,20.650000000000034 71.57500000000005,20.650000000000034 71.57083340000008,20.650000000000034 71.56666670000004))"
