FACILITY_ID,FACILITY_NAME,DUTY,OPERATOR,HOST_TYPE,CURRENT_STATUS,STATUS_SINCE_YEAR,WATER_DEPTH_M,WATER_DEPTH_FT,COUNTRY,LOCATION,US_GOM_FLAG
1457,Miskar Platform,Gas,BG,Fixed Platform,Producing,1996,62,205,Tunisia,Amilcar block,
910,MODEC Venture 11 FPSO,Oil,Santos,FPSO,Producing,2005,160,528,Australia,WA-26-L; WA-27-L,
305,Moho Nord TLP,Oil/Gas,Total,TLP,Under Construction,2013,780,2574,Congo,Moho Bolindo Permit,
305,Moho-Bilondo FPU,Oil,Total,FPU/FPS,Producing,2008,1100,3630,Congo,,
293,Molikpaq,Oil,Sakhalin Energy Invest. Co.,Fixed Platform,Producing,1999,30,99,Russian Federation,,
335,Montara Venture FPSO,Oil/Gas,PTTEP (NOC),FPSO,Producing,2013,72,238,Australia,AC/P32,
335,Montara Wellhead Platform,Oil/Gas,PTTEP (NOC),Fixed Platform,Producing,2013,77,254,Australia,AC/P32,
1402,Montrose Alpha,Oil/Gas,Talisman,Fixed Platform,Producing,1976,91,300,UK,22/18,
153,Morpeth TLP,Oil/Gas,ENI (NOC),Mini-TLP,Producing,1998,518,1709,US,Ewing Bank 921,Y
480,Mubaraka FSU,Oil/Gas,Crescent,FSO/FSU,Producing,1992,61,201,UAE,,
480,Mubarek Processing Platform,Oil/Gas,Crescent,Fixed Platform,Producing,1974,61,201,UAE,,
480,Mubarek Welhead Platform,Oil/Gas,Crescent,Fixed Platform,Producing,1974,61,201,UAE,,
1246,Muda Central Processing Platform,Gas,PTTEP (NOC),Fixed Platform,Producing,2009,65,215,Thailand,B-17,
552,Mumbai High Complex,Oil,ONGC (NOC),Fixed Platform,Producing,1976,61,201,India,,
1391,Murchison Unit,Oil,CNR International,Fixed Platform,Abandoned,2014,156,515,Norway,"33/9, 211/19a",
1545,Murdoch Complex,Oil/Gas,ConocoPhillips,Fixed Platform,Producing,1995,32,106,UK,44/22-3,
126,Na Kika FPU,Oil/Gas,BP,FPU/FPS,Producing,2003,2000,6600,US,Mississippi Canyon 474,Y
1461,Naga - Pelikan WHP,Gas,Premier Oil,Fixed Platform,Under Construction,2012,80,264,Indonesia,Natuna Sea Block A,
1461,Naga Wellhead Platform,Gas,Premier Oil,Fixed Platform,Under Construction,2012,80,264,Indonesia,,
280,Nanhai Sheng Li FPSO,Oil/Gas,CNOOC (NOC),FSO/FSU,Producing,1996,370,1221,China,China Block 11-1,
280,Nanhai Tiao Zhan FPS,Oil,CNOOC (NOC),FPU/FPS,Producing,1996,370,1221,China,China Block 11-1,
166,Nansen Spar,Oil/Gas,Anadarko,SPAR,Producing,2002,1120,3696,US,East Breaks 602,Y
304,Natalia Subsea,Gas,Statoil,Subsea Tieback,Prospect,2008,299,987,Norway,6507/11,
1532,Navion Saga,Oil/Gas,Statoil,FSO/FSU,Producing,2008,80,264,Norway,Block 15/9,
766,Nelson Platform,Oil,Shell,Fixed Platform,Producing,1994,,,UK,22/11,
176,Neptune SPAR,Oil/Gas,Anadarko,SPAR,Producing,1998,588,1940,US,Viosca Knoll 826,Y
123,Neptune TLP,Oil,BHP Billiton,TLP,Producing,2008,1295,4274,US,Green Canyon 613,Y
1137,Nganhurra FPSO,Oil,Woodside,FPSO,Producing,2006,600,1980,Australia,WA-28-L,
346,Ngujima-Yin FPSO,Oil/Gas,Woodside,FPSO,Producing,2008,400,1320,Australia,WA-271-P,
401,NI-P1Platform,Gas,RWE-DEA,Fixed Platform,Under Construction,2009,100,330,Egypt,"Block A, B",
401,NI-P2 Platform,Gas,RWE-DEA,Fixed Platform,Under Construction,2009,100,330,Egypt,"Block A, B",
339,Ningaloo Vision FPSO,Oil,Apache,FPSO,Producing,2010,380,1254,Australia,WA-155-P (WA-35-L),
561,Nini East,Oil,DONG (NOC),Fixed Platform,Producing,2010,,,Denmark,4/95,
561,Nini Wellhead Platform,Oil/Gas,DONG (NOC),Fixed Platform,Producing,2003,58,191,Denmark,5605/10-1,
1393,Ninian,Oil,CNR International,Fixed Platform,Producing,1978,135,446,UK,3/03,
1393,Ninian Central,Oil,CNR International,Fixed Platform,Producing,1996,139,459,UK,3/07,
1393,Ninian South,Oil,CNR International,Fixed Platform,Producing,1996,139,459,UK,3/07,
705,Njord A,Oil,Statoil,FPU/FPS,Suspended,2013,330,1089,Norway,"6407/10, 6407/7",
1612,Nkossa Platform,Oil,Total,FPU/FPS,Producing,1996,305,1007,Congo,,
1625,Nong Yao Processing Platform,Oil,Mubadala Petroleum,Fixed Platform,Under Construction,2013,75,248,Thailand,G11/48,
1625,Nong Yao WHP,Oil,Mubadala Petroleum,Fixed Platform,Under Construction,2013,75,248,Thailand,G11/48,
1449,Norne FPSO,Oil,Statoil,FPSO,Producing,1997,380,1254,Norway,"6608/10, 6608/11",
1111,North Cormorant Platform,Oil,TAQA Bratani,Fixed Platform,Producing,2009,530,1749,UK,211/21a,
1860,North Lukut WHP,Gas,SapuraKencana,Fixed Platform,Producing,2004,61,201,Malaysia,PM318,
1464,North Morecambe Platform,Gas,Centrica,Fixed Platform,Producing,1994,27,89,Ireland,"P153, 110/02b",
1296,North Nemba,Oil/Gas,Chevron,Fixed Platform,Producing,2001,120,396,Angola,Block 0,
1869,North Palin CPP,Gas,Chevron,Fixed Platform,Producing,2002,58,191,Thailand,B12/27,
1684,North Rankin A,Gas,Woodside,Fixed Platform,Producing,1984,125,413,Australia,WA-1-L,
1684,North Rankin B,Gas,Woodside,Fixed Platform,Producing,2013,125,413,Australia,WA-1-L,
300,North Sea Producer FPSO,Oil/Gas,ConocoPhillips,FPSO,Producing,2007,125,413,UK,UK Block 15/24b,
492,North Triumph Fixed Platform,Gas,ExxonMobil,Fixed Platform,Producing,1999,76,251,Canada,,
1883,Northern Endeavour FPSO,Gas,Woodside,FPSO,Producing,1999,340,1122,Australia,AC/L5,
1388,Northern Fields CPU,Oil/Gas,Talisman,Fixed Platform,Producing,2009,,,Malaysia,PM-3,
1388,Northern Fields FSO,Oil/Gas,Talisman,FSO/FSU,Producing,2009,,,Malaysia,PM-3,
1388,Northern Fields Platform 1,Oil/Gas,Talisman,Fixed Platform,Producing,2009,,,Malaysia,PM-3,
1388,Northern Fields Platform 2,Oil/Gas,Talisman,Fixed Platform,Producing,2009,,,Malaysia,PM-3,
345,Northern Producer FPU,Oil/Gas,Petrofac,FPU/FPS,Producing,2009,152,502,UK,211/13b and 211/18a,
582,Northstar Sea Island,Oil/Gas,BP,Subsea Tieback,Producing,2001,12,40,US,"Beechey Point 470, 471, 515, 516",Y
1127,NS377 Subsea Tieback,Oil,BP,Subsea Tieback,Producing,2012,,,Egypt,North Shadwan Concession,
227,Nuggets Subsea,Gas,Total,Subsea Tieback,Producing,2003,125,413,UK,"3/19a, 3/20a, 3/19b, 3/18, 3/24c, 3/24a, 3/25a",
652,Obrina Mare FPSO,Oil/Gas,Mediterranean Oil & Gas,FPSO,Prospect,2008,20,66,Italy,BR 269GC,
1130,ODA,Oil,Roc Oil,Fixed Platform,Producing,2007,,,China,Block 09/05,
1130,ODB Platform,Oil,Roc Oil,Fixed Platform,Producing,2009,,,China,Block 09/05,
1408,Ofon 2,Oil/Gas,Total,Fixed Platform,Under Construction,2012,40,132,Nigeria,OML 102,
1408,Ofon AMD1,Oil/Gas,Total,Fixed Platform,Producing,1997,40,132,Nigeria,OML 102,
1301,Okha FPSO,Oil,Woodside,FPSO,Producing,1995,80,264,Australia,"WA-11-L, WA-9-L, WA-16-L",
293,Okha FSO,Oil,Sakhalin Energy Invest. Co.,FSO/FSU,Producing,1999,30,99,Russian Federation,,
1159,Okoro FPSO,Oil/Gas,Afren,FPSO,Producing,2008,,,Nigeria,OML 112,
1159,Okoro Further Field Development WHP,Oil/Gas,Afren,Fixed Platform,Prospect,2013,,,Nigeria,OML 112,
1159,Okoro MOPU,Oil/Gas,Afren,MOPU,Prospect,2013,,,Nigeria,OML 112,
1159,Okoro Platform,Oil/Gas,Afren,Fixed Platform,Producing,2008,,,Nigeria,OML 112,
296,Okume/Ebano TLP,Oil,Hess Corp.,TLP,Producing,2006,500,1650,Equatorial Guinea,Blocks G and F,
406,Olowi Platform 1,n/a,CNR International,Fixed Platform,Producing,2009,50,165,Gabon,Olowi Block,
406,Olowi Platform 2,n/a,CNR International,Fixed Platform,Producing,2009,50,165,Gabon,Olowi Block,
406,Olowi Platform 3,n/a,CNR International,Fixed Platform,Producing,2009,50,165,Gabon,Olowi Block,
406,Olowi Platform 4,n/a,CNR International,Fixed Platform,Producing,2009,50,165,Gabon,Olowi Block,
555,Oooguruk Subsea Tieback,Oil,Pioneer,Subsea Tieback,Producing,2008,2,7,US,,Y
1130,OPA,Oil,Roc Oil,Fixed Platform,Producing,2007,,,China,Block 09/05,
1130,OPB Platform,Gas,Roc Oil,Fixed Platform,Under Construction,2008,,,China,Block 09/05,
1872,Orca FPSO,Oil,PetroSA,FPSO,Producing,2000,120,396,South Africa,Block 9,
222,Ormen Lange Subsea,Gas,Shell,Subsea Tieback,Producing,2007,850,2805,Norway,"6305/4, 6305/5, 6305/7, 6305/8",
479,Oseberg A Fixed Platform,Oil/Gas,Statoil,Fixed Platform,Producing,1988,100,330,Norway,30/6,
479,Oseberg B Fixed Platform,n/a,Statoil,Fixed Platform,Producing,2000,,,Norway,"Block 30/6, 30/9",
479,Oseberg C Fixed Platform,Oil/Gas,Statoil,Fixed Platform,Producing,1991,,,Norway,,
479,Oseberg D Fixed Platform,Oil,Statoil,Fixed Platform,Producing,1988,100,330,Norway,"30/6, 30/9",
479,Oseberg South (Sor) Fixed Platform,Oil,Statoil,Fixed Platform,Producing,2000,100,330,Norway,30/9,
479,Oseberg Vestflanken Subsea,Oil,Statoil,Subsea Tieback,Producing,2006,,,Norway,30/6,
1223,OSX-1 FPSO,Oil,OGX,FPSO,Producing,2012,130,429,Brazil,BM-C-41,
1223,OSX-2 FPSO,Oil,OGX,FPSO,Under Construction,2011,,,Brazil,BM-C-41,
865,OSX-3 FPSO,Oil/Gas,OGX,FPSO,Producing,2013,105,347,Brazil,BM-C-39,
296,Oveng TLP,Oil/Gas,Hess Corp.,TLP,Producing,2006,280,924,Equatorial Guinea,Block G,
850,Oyong Fixed Platform,Gas,Santos,Fixed Platform,Producing,2007,45,149,Indonesia,Sampang Production Sharing Contract,
1792,P-15c Platform,Oil,TAQA Bratani,Fixed Platform,Producing,1993,26,86,Netherlands,P15c,
299,P-18 Semisub,Oil,Petrobras (NOC),Semisub,Producing,1994,910,3003,Brazil,Campos Basin,
299,P-19 Semisub,Oil,Petrobras (NOC),Semisub,Producing,1997,940,3102,Brazil,Campos Basin,
299,P-20 Semisub,Oil,Petrobras (NOC),Semisub,Producing,1992,700,2310,Brazil,Campos Basin,
299,P-26 Semisub,Oil,Petrobras (NOC),Semisub,Producing,1998,990,3267,Brazil,Campos Basin,
299,P-32 FPSO,Oil,Petrobras (NOC),FPSO,Producing,1994,160,528,Brazil,Campos Basin,
299,P-33 FPSO,Oil,Petrobras (NOC),FPSO,Producing,1998,330,1089,Brazil,Campos Basin,
299,P-35 FPSO,Oil,Petrobras (NOC),FPSO,Producing,1999,860,2838,Brazil,Campos Basin,
299,P-37 FPSO,Oil,Petrobras (NOC),FPSO,Producing,2000,905,2987,Brazil,Campos Basin,
371,P-38 Semisub,Oil/Gas,Petrobras (NOC),Semisub,Producing,1994,,,Brazil,Campos Basin,
371,P-40 Semisub,Oil/Gas,Petrobras (NOC),Semisub,Producing,1994,,,Brazil,Campos Basin,
299,P-47 FPSO,Oil,Petrobras (NOC),FPSO,Producing,2004,189,624,Brazil,Campos Basin,
371,P-51 FPU,Oil/Gas,Petrobras (NOC),FPU/FPS,Producing,2009,1650,5445,Brazil,Campos Basin,
348,P-52 Semisub,Oil/Gas,Petrobras (NOC),Semisub,Producing,2007,1800,5940,Brazil,,
703,P-53 FPU,Oil/Gas,Petrobras (NOC),FPU/FPS,Producing,2008,1080,3564,Brazil,,
348,P-54 FPSO,Oil/Gas,Petrobras (NOC),FPSO,Producing,2007,1400,4620,Brazil,,
348,P-55 Semisub,Oil/Gas,Petrobras (NOC),Semisub,Producing,2014,1795,5924,Brazil,,
371,P-56 Semisub,Oil/Gas,Petrobras (NOC),Semisub,Producing,2011,1650,5445,Brazil,Campos Basin,
764,P-57 FPSO,Oil,Petrobras (NOC),FPSO,Under Construction,2008,1300,4290,Brazil,BC-60,
282,P-58 FPSO,Oil/Gas,Petrobras (NOC),FPSO,Producing,2014,1400,4620,Brazil,,
568,P-61 TLP,Oil/Gas,Petrobras (NOC),Mini-TLP,Under Construction,2010,1200,3960,Brazil,BC-20,
568,P-61 TLWP,Oil/Gas,Petrobras (NOC),Mini-TLP,Under Construction,2010,1200,3960,Brazil,BC-20,
348,P-62 FPSO,Oil/Gas,Petrobras (NOC),FPSO,Under Construction,2010,1545,5099,Brazil,,
568,P-63 FPSO,Oil/Gas,Petrobras (NOC),FPSO,Producing,2013,,,Brazil,BC-20,
1474,P-76 FPSO,Oil,Petrobras (NOC),FPSO,Under Construction,2012,1860,6138,Brazil,BM-S-11,
1474,P-77 FPSO,Oil,Petrobras (NOC),FPSO,Under Construction,2012,1860,6138,Brazil,BM-S-11,
1869,Pailin CPP,Oil,Chevron,Fixed Platform,Producing,1999,58,191,Thailand,B12/27,
1364,Panna - Mukta Platform,Oil/Gas,BG,Fixed Platform,Producing,1999,55,182,India,,
1766,Panyu (PY) 30-1 Platform,Gas,CNOOC (NOC),Fixed Platform,Producing,2009,200,660,China,PY 30-1,
1251,Panyu 4-2 Platform,Oil,CNOOC (NOC),Fixed Platform,Producing,2012,97,320,China,15/34,
1251,Panyu 5-1 Platform,Oil,CNOOC (NOC),Fixed Platform,Producing,2012,110,363,China,15/34,
1251,Panyu FPSO,Oil,CNOOC China Limited,FPSO,Producing,2003,100,330,China,15/34,
326,Pazflor FPSO,Oil,Total,FPSO,Producing,2011,762,2515,Angola,17,
1262,PB Litoral-A,Oil,Pemex (NOC),Fixed Platform,Under Construction,2009,26,86,Mexico,,
1719,Peciko Complex,Gas,Total,Fixed Platform,Producing,2000,90,297,Indonesia,Mahakam Block,
1461,Pelikan Wellhead Platform,Gas,Premier Oil,Fixed Platform,Under Construction,2012,80,264,Indonesia,,
1858,Penara A Platform,Gas,SapuraKencana,Fixed Platform,Producing,2004,60,198,Malaysia,PM318,
336,Peng Lai CPU,Oil,ConocoPhillips,Fixed Platform,Producing - Under Const.,2007,23,76,China,11/05,
336,Peng Lai Platform (Phase I),Oil,ConocoPhillips,Fixed Platform,Producing,2002,23,76,China,11/05,
336,Peng Lai Wellhead Platform A,Oil,ConocoPhillips,Fixed Platform,Producing - Under Const.,2007,23,76,China,11/05,
336,Peng Lai Wellhead Platform B,Oil,ConocoPhillips,Fixed Platform,Producing - Under Const.,2008,23,76,China,11/05,
336,Peng Lai Wellhead Platform C,Oil,ConocoPhillips,Fixed Platform,Producing - Under Const.,2007,23,76,China,11/05,
336,Peng Lai Wellhead Platform D,Oil,ConocoPhillips,Fixed Platform,Under Construction,2005,23,76,China,11/05,
336,Peng Lai Wellhead Platform E,Oil,ConocoPhillips,Fixed Platform,Under Construction,2005,23,76,China,11/05,
125,Perdido SPAR Platform,Oil/Gas,Shell,SPAR,Producing,2010,2377,7844,US,Alaminos Canyon 857,Y
432,Peregrino FPSO,Oil/Gas,Statoil,FPSO,Producing,2011,120,396,Brazil,BM-C-7,
432,Peregrino Wellhead Platform A,Oil/Gas,Statoil,Fixed Platform,Producing,2011,120,396,Brazil,BM-C-7,
432,Peregrino Wellhead Platform B,Oil/Gas,Statoil,Fixed Platform,Producing,2011,120,396,Brazil,BM-C-7,
1730,Perisai Kamelia FPSO,Gas,Hess Corp.,FPSO,Producing,2013,,,Malaysia,PM302,
543,Perla Platform,Gas,Repsol,Fixed Platform,Prospect,2013,60,198,Venezuela,Cardon IV,
1129,Perth FPSO,Oil,DEO Petroleum,FPSO,Under Construction,2011,127,419,UK,"P588, 15/21a",
1145,Petrojarl Banff FPSO,Oil,CNR International,FPSO,Producing,1996,89,294,UK,"22/27a, 29/21",
436,Petrojarl Foinaven FPSO,Oil/Gas,BP,FPSO,Suspended,2012,450,1485,UK,"204/19, 204/24a",
194,Petrojarl I FPSO,Oil,Statoil,FPSO,Producing,2001,100,330,Norway,"15/5, 15/6",
664,Petrojarl Varg FPSO,Oil,Talisman,FPSO,Producing,1998,84,277,Norway,15/12,
767,Petroleo Nautipa FPSO,Oil,Vaalco Energy,FPSO,Producing,2002,137,452,Gabon,Etame Marine Permit,
117,Petronius Compliant Tower,Oil/Gas,Chevron,Compliant Tower,Producing,2000,535,1766,US,Viosca Knoll 786,Y
1382,PFLNG-1,Gas,Petronas (NOC),FLNG,Under Construction,2010,80,264,Malaysia,SK306,
805,Pickerill A Platform,Gas,Perenco,Fixed Platform,Producing,1992,21,69,UK,"48/11a, P.037",
293,Piltun-Astokhskoye-B,Oil,Sakhalin Energy Invest. Co.,Fixed Platform,Producing,2008,30,99,Russian Federation,,
1348,Piranema Spirit FPSO,Oil/Gas,Petrobras (NOC),FPSO,Producing,2007,1600,5280,Brazil,,
1013,Platong Complex,Gas,Chevron,Fixed Platform,Producing,1981,70,231,Thailand,"Blocks 10, 10A, 11, 11A",
1013,Platong FSO,Gas,Chevron,FSO/FSU,Producing,1981,70,231,Thailand,"Blocks 10, 10A, 11, 11A",
377,Pluto Production Platform,Gas,Woodside,Fixed Platform,Producing,2012,85,281,Australia,"WA-350-P, WA-34-L",
377,Pluto Subsea,Gas,Woodside,Subsea Tieback,Producing,2013,830,2739,Australia,"WA-350-P, WA-34-L",
587,Poinsettia Platform,Gas,BG,Fixed Platform,Producing,2009,158,521,Trin. & Tobago,NCMA,
1512,Polvo A Platform,Oil,HRT Participacoes em Petroleo S.A.,Fixed Platform,Producing,2006,85,281,Brazil,BM-C-8,
1512,Polvo FPSO,Oil,HRT Participacoes em Petroleo S.A.,FPSO,Producing,2007,85,281,Brazil,BM-C-8,
162,Pompano Production Platform,Oil/Gas,Stone Energy,Fixed Platform,Producing,1995,393,1297,US,Viosca Knoll 989,Y
1244,PPB Platform,Oil/Gas,Shell,Fixed Platform,Producing,2007,,,New Zealand,,
494,Prelude FLNG,Gas,Shell,FLNG,Under Construction,2011,,,Australia,WA-44-L,
186,Prince TLP,Oil/Gas,El Paso,TLP,Producing,2001,454,1498,US,Ewing Bank 1003,Y
1682,Prirazlomnaya,Oil,Gazprom (NOC),Fixed Platform,Producing,2013,20,66,Russian Federation,,
253,PSVM FPSO,Oil/Gas,BP,FPSO,Producing,2012,2000,6600,Angola,Block 31,
1347,PTAP One FPSO,Oil,Xstate Resources,FPSO,Producing,2001,91,300,Indonesia,Langsa Technical Assistance Contract,
1246,Puteri Cakerawala FSO,Gas,Carigali-Hess Operating Co.,FSO/FSU,Producing,2002,60,198,Thailand,A-18,
1444,Puteri Dulang FSO,Oil/Gas,Petronas Carigali (NOC),FSO/FSU,Producing,2008,77,254,Malaysia,PM305,
1859,Puteri WHP,Oil,SapuraKencana,Fixed Platform,Producing,2008,61,201,Malaysia,PM318,
338,Pyrenees Venture FPSO,Oil/Gas,BHP Billiton,FPSO,Producing,2010,200,660,Australia,WA-42 L,
417,QHD 32-6 Wellhead Platform 1,Oil,CNOOC China Limited,Fixed Platform,Producing,2001,20,66,China,QHD 32-6,
417,QHD 32-6 Wellhead Platform 2,Oil,CNOOC China Limited,Fixed Platform,Producing,2001,20,66,China,QHD 32-6,
417,QHD 32-6 Wellhead Platform 3,Oil,CNOOC China Limited,Fixed Platform,Producing,2001,20,66,China,QHD 32-6,
417,QHD 32-6 Wellhead Platform 4,Oil,CNOOC China Limited,Fixed Platform,Producing,2001,20,66,China,QHD 32-6,
417,QHD 32-6 Wellhead Platform 5,Oil,CNOOC China Limited,Fixed Platform,Producing,2001,20,66,China,QHD 32-6,
417,QHD 32-6 Wellhead Platform 6,Oil,CNOOC China Limited,Fixed Platform,Producing,2001,20,66,China,QHD 32-6,
417,QHD 33-1 Subsea,Oil,CNOOC China Limited,Subsea Tieback,Producing,2009,31,102,China,QHD 33-1,
627,Quad 204 FPSO,Oil/Gas,BP,FPSO,Under Construction,2012,400,1320,UK,204,
1705,Queensway FSO,Oil,Cuu Long JOC,FSO/FSU,Producing,2008,50,165,Viet nam,15-1,
188,Ram Powell TLP,Oil/Gas,Shell,TLP,Producing,1997,980,3234,US,Viosca Knoll 956,Y
515,Ramadan-6,Oil/Gas,Gupco (NOC),Fixed Platform,Producing,1980,,,Egypt,,
1708,Rang Dong E1 WHP,Oil,JVPC,Fixed Platform,Producing,1998,60,198,Viet nam,15-2,
1708,Rang Dong MV17 FSO,Oil,JVPC,FSO/FSU,Producing,1998,60,198,Viet nam,15-2,
1708,Rang Dong N1 WHP,Oil,JVPC,Fixed Platform,Producing,1998,60,198,Viet nam,15-2,
1708,Rang Dong S1 WHP,Oil,JVPC,Fixed Platform,Producing,1998,60,198,Viet nam,15-2,
366,Raroa FPSO,Oil/Gas,OMV,FPSO,Producing,2009,102,337,New Zealand,Block PMP 38160,
1246,Ratu Songkhla,Gas,PTTEP (NOC),FSO/FSU,Producing,2009,65,215,Thailand,B-17,
173,Red Hawk SPAR Platform,Gas,Anadarko,SPAR,Abandoned,2008,1615,5330,US,Garden Banks 877,Y
673,Reindeer Platform,Gas,Apache,Fixed Platform,Producing,2011,65,215,Australia,Carnarvon Basin WA-209-P,
247,Rosa Subsea,Oil,Total,Subsea Tieback,Producing,2001,1350,4455,Angola,17,
413,Rosebank,Oil,Chevron,FPSO,Under Construction,2013,1128,3722,UK,"P1026 - Blocks 205/1, 213/27, 213/26",
362,Rubicon Intrepid FPSO,Oil/Gas,Galoc,FPSO,Producing,2012,320,1056,Philippines,"SC-14, Block C",
363,Rubicon Vantage FPSO,Oil,Salamander Energy,FPSO,Producing,2008,60,198,Thailand,B8/38,
1373,Ruby Production Platform,Gas,Mubadala Petroleum,Fixed Platform,Producing,2013,100,330,Indonesia,Sebuku PSC,
1373,Ruby Wellhead Platform,Gas,Mubadala Petroleum,Fixed Platform,Producing,2013,100,330,Indonesia,Sebuku PSC,
1375,Sabratha Platform,Gas,ENI (NOC),Fixed Platform,Producing,2005,190,627,Libya,NC41,
602,Saffron/Scarab Subsea,Gas,Burullus Gas Co.,Subsea Tieback,Producing,2003,850,2805,Egypt,WDDMC,
393,Sakhalin I Platform,Oil/Gas,ExxonMobil,Fixed Platform,Producing,2008,,,Russian Federation,,
155,Salsa FIxed Platform,Oil/Gas,Shell,Fixed Platform,Producing,1998,453,1495,US,Garden Banks 172,Y
1134,Sangu-A Platform,Gas,Santos,Fixed Platform,Abandoned,2013,,,Bangladesh,,
464,Satellite Wellhead Protector Platform 1,Oil/Gas,BHP Billiton,Fixed Platform,Producing,2004,50,165,Trin. & Tobago,Block 2(c),
464,Satellite Wellhead Protector Platform 2,Oil/Gas,BHP Billiton,Fixed Platform,Producing,2004,50,165,Trin. & Tobago,Block 2(c),
464,Satellite Wellhead Protector Platform 3,Oil/Gas,BHP Billiton,Fixed Platform,Producing,2004,50,165,Trin. & Tobago,Block 2(c),
578,Savonette Platform,Gas,BP,Fixed Platform,Producing,2009,88,290,Trin. & Tobago,Block EM,
1700,Scapa Subsea,Oil,Talisman,Subsea Tieback,Producing,1984,111,366,UK,14/19,
627,Schiehallion FPSO,Oil,BP,FPSO,Producing,1993,400,1320,UK,"204/20, 204/25",
909,Schooner Platform,Oil/Gas,Tullow,Fixed Platform,Producing,1996,71,234,UK,44/26,
1693,Scott Platform,Oil,Nexen,Fixed Platform,Producing,1993,142,469,UK,"15/21a, 15/22",
764,Seillean FPSO,Oil,Petrobras (NOC),FPSO,Producing,2002,1365,4505,Brazil,BC-60,
295,Sendje Ceiba FPSO,Oil,Hess Corp.,FPSO,Producing,2002,2200,7260,Equatorial Guinea,Blocks G and F,
602,Sequoia Subsea Tieback,Gas,BG,Subsea Tieback,Producing,2009,570,1881,Egypt,Rosetta and West Delta Deep Marine Concessions,
1343,Seth Platform,Gas,ENI (NOC),Fixed Platform,Producing,2012,80,264,Egypt,Ras El Barr concession,
415,Shah Deniz Production Platform,Gas,BP,Fixed Platform,Producing,2006,105,347,Azerbaijan,,
133,Shenzi TLP,Oil/Gas,BHP Billiton,TLP,Producing,2009,1341,4425,US,Green Canyon 654,Y
1790,Shwe Platform,Gas,Daewoo,Fixed Platform,Under Construction,2009,110,363,Myanmar,A1,
203,Sigyn Subsea,Gas,ExxonMobil,Subsea Tieback,Producing,2002,70,231,Norway,16/7,
561,Siri Center,Oil/Gas,DONG (NOC),FSO/FSU,Producing,1999,58,191,Denmark,"5604/20, 5605/13",
373,Skarv FPSO,Oil/Gas,BP,FPSO,Producing,2012,391,1290,Norway,"6507/2, 6507/3, 6507/5, 6507/6",
374,Sleipner A,Oil,Statoil,Fixed Platform,Producing,1993,80,264,Norway,15/9,
374,Sleipner B,Gas,Statoil,Fixed Platform,Producing,1996,,,Norway,15/9,
374,Sleipner T,Gas,Statoil,Fixed Platform,Producing,1996,,,Norway,15/9,
223,Snohvit Subsea,Gas,Statoil,Subsea Tieback,Suspended,2012,340,1122,Norway,"7120/6, 7120/7, 7120/8, 7120/9, 7121/4, 7121/5, 71",
204,Snorre A TLP,Oil,Statoil,TLP,Producing,1992,350,1155,Norway,34/4,
204,Snorre B Platform,Gas,Statoil,Semisub,Producing,2001,,,Norway,Blocks 34/4 and 34/7,
1296,SNX Platform,Oil/Gas,Chevron,Fixed Platform,Under Construction,2010,118,389,Angola,Block 0,
1113,Solan Platform,Oil/Gas,Premier Oil,Fixed Platform,Prospect,2011,135,446,UK,"P164, 205/26a",
332,Songkhla FPU,Oil/Gas,Coastal Energy,FPU/FPS,Producing,2008,2750,9075,Thailand,G5/43,
1412,Songo Songo Island,Gas,Orca,Artificial Island,Producing,2004,,,"Tanzania, United Republic of",,
776,South Arne Platform,Oil/Gas,Hess Corp.,Fixed Platform,Producing,2001,60,198,Denmark,"5604/29, 5604/30",
1463,South Morecambe Cluster,Gas,Centrica,Fixed Platform,Producing,1985,32,106,UK,"P153, 110/02",
1296,South Nemba,Oil/Gas,Chevron,Fixed Platform,Producing,1998,119,393,Angola,Block 0,
284,South Pars,Gas,NIOC (NOC),Fixed Platform,Producing,2003,70,231,Iran,,
140,South Timbalier 301,Oil/Gas,Shell,Fixed Platform,Producing,2001,101,333,US,South Timbalier 301,Y
492,South Venture Fixed Platform,Gas,ExxonMobil,Fixed Platform,Producing,2004,23,76,Canada,,
1794,Southwest Fateh Complex,Oil,Dubai Petroleum (NOC),Fixed Platform,Producing,1971,50,165,UAE,,
1242,Spaoh Wellhead Platform,Oil/Gas,BC Petroleum,Fixed Platform,Under Construction,2012,60,198,Malaysia,Balai Cluster SFRSC,
419,Spectacular Bid (GB 72 Platform A),Gas,Flextrend,Fixed Platform,Producing,1996,541,1785,US,Garden Banks 72,Y
1338,SS349 A Platform,Oil/Gas,W&T Offshore,Fixed Platform,Producing,1997,113,373,US,Ship Shoal 349,Y
321,Stag Platform,Oil,Apache,Fixed Platform,Producing,1998,49,162,Australia,Wa-15-L,
128,Stampede TLP,Oil,Hess Corp.,FPU/FPS,Prospect,2006,1000,3300,US,Green Canyon 512,Y
208,Statfjord A Platform,Oil/Gas,Statoil,Fixed Platform,Producing,1979,150,495,Norway,"33/12, 33/9",
208,Statfjord B Platform,Oil/Gas,Statoil,Fixed Platform,Producing,1982,,,Norway,33/9,
208,Statfjord C Platform,Oil,Statoil,Fixed Platform,Suspended,2012,290,957,Norway,33/9,
350,Stones FPSO,Oil,Shell,FPSO,Under Construction,2013,2896,9557,US,Walker Ridge 508,Y
