FIELD_ID,FIELD_NAME,COUNTRY,BLOCK,RESERVE_TYPE,CURRENT_STATUS,DISCOVERY_DATE,PRODUCTION_START,WATER_DEPTH_M,WATER_DEPTH_FT,US_GOM_FLAG
1068,Domino,Romania,Neptun,Gas,Discovery (Drilled),Apr 2012,,1000,3300,
1449,Dompap,Norway,"PL128, 6608/10",Oil,Producing,Dec 2008,Mar 2013,338,1115,
118,Don Larsen,US,East Breaks 598,Oil,Producing,Jun 2007,Aug 2007,1023,3376,Y
345,Don Southwest,UK,211/18a,Oil,Producing - Under Dev.,,,,,
1170,Dongfang,China,DF 13-2,Gas,Discovery (Drilled),Apr 2012,,35,116,
147,Dorado,US,Viosca Knoll 915,Oil,Producing,Feb 2002,May 2009,1219,4023,Y
1027,Dorado (CLPL-Dorado-91H/1z),Sri Lanka,SL 2007-01-001,Gas,Discovery (Drilled),Oct 2011,,1345,4439,
428,Double Mountain,US,"Green Canyon 555, 556, 600",Oil/Gas,Non-Commercial,,,1303,4300,Y
694,Dougga,Italy,Kerkouane Permit,Gas,Discovery (Drilled),Jan 1981,,328,1082,
694,Dougga West,Italy,Kerkouane Permit,n/a,Bright Spot,,,328,1082,
1250,Douglas,UK,"110/13, P.710",Oil,Producing,,Jan 1996,33,109,
818,Dovregubben,Norway,"PL 468, 6305/9",n/a,Non-Commercial,,,,,
1572,Doyle,UK,"P1482, 113/26b, 113/27c",n/a,Bright Spot,,,,,
993,Dragon,Ireland,"SEL 1/07, UK Block 103/1",Gas,Discovery (Drilled),Jan 1994,,100,330,
771,Drake,UK,22/5b,Gas,Producing,Oct 1983,Sep 1997,88,290,
799,Draugen,Norway,6407/9,Oil,Producing - Under Dev.,Sep 1984,Oct 1993,250,825,
1735,Drivis,Norway,PL532,Oil/Gas,Discovery (Drilled),May 2014,,345,1139,
1217,Drombeg,Ireland,FEL 2/14,n/a,Bright Spot,,,2499,8247,
136,Droshky,US,Green Canyon 244,Oil/Gas,Producing,Apr 2007,Jul 2010,884,2917,Y
383,Dua,Viet nam,12E,n/a,Under Development,Jun 2006,,,,
1146,Duart,UK,14/20b,Gas,Suspended,Jan 1988,Sep 2007,135,446,
1549,Dufresne,Australia,WA-408-P,n/a,Exploratory Drilling,,,370,1221,
1444,Dulang,Malaysia,PM6,Oil/Gas,Producing,Jan 1981,Mar 1991,76,251,
169,Dulcimer,US,Garden Banks 367,Gas,Producing,Jan 1998,Apr 1999,329,1086,Y
629,Dumbarton,UK,15/20a. 15/20b,Oil,Producing,May 1987,Sep 2008,140,462,
227,Dunbar,UK,"3/14A, 3/13A, 3/8A, 3/9B, 3/14B",Oil/Gas,Producing,,Jan 1994,145,479,
1149,Dunlin,UK,"211/18, 211/23, 211/24",Oil,Producing,Jan 1973,Jan 1978,152,502,
1149,Dunlin SW,UK,211/23a,Oil,Producing,,Jan 1996,,,
1287,Dunmore,Ireland,50/6,Oil,Discovery (Appraised),Feb 1986,,70,231,
499,Dunquin North,Ireland,"FEL 3/04; Blocks 44/18, 44/23, 44/24, 44/29, 44/30",n/a,Non-Commercial,,,1524,5029,
499,Dunquin South,Ireland,"FEL 3/04; Blocks 44/18, 44/23, 44/24, 44/29, 44/30",n/a,Bright Spot,,,1524,5029,
157,Durango,US,Garden Banks 667,Gas,Producing,Jun 2001,Dec 2003,960,3168,Y
1852,Durne,Norway,"PL610: 7222/2, 7222/3",n/a,Bright Spot,,,,,
917,Dussafu Ruche Marin,Gabon,Dussafu Marin PSC,Oil,Discovery (Appraised),Jun 2011,,116,383,
1218,Dussafu Tortue Marin,Gabon,Dussafu Marin PSC,Oil,Discovery (Drilled),Jan 2013,,116,383,
667,Dzata,Ghana,Cape Three Points,Oil/Gas,Discovery (Drilled),Jul 2009,,2000,6600,
1326,Dzheitune (Lam),Turkmenistan,Cheleken Contract Area Block 2,Oil,Producing - Under Dev.,Jan 1967,,8,26,
1327,Dzhygalybeg (Zhdanov),Turkmenistan,Cheleken Contract Area Block 2,n/a,Producing,Jan 1966,Jan 1972,8,26,
1873,E-CE,South Africa,Block 9,Gas,Producing,Jan 1989,Jan 2008,150,495,
1874,E-M Mossel Bay,South Africa,Block 9,Gas,Producing,Jan 1983,Jan 2000,100,330,
1021,Eagle,Guyana,Corentyne Licence,Oil,Exploratory Drilling,,,90,297,
888,Earb South,Norway,"25/10, PL 505",Oil/Gas,Discovery (Drilled),Jul 2011,,329,1086,
126,East Anstey,US,Mississippi Canyon 607,Gas,Producing,Dec 1997,Dec 2003,2027,6689,Y
785,East Belumut,Malaysia,PM323,Oil,Producing,,Jun 2008,61,201,
520,East Breagh,UK,"42/8, 9, 12, 13, 14",Gas,Discovery (Appraised),,,59,195,
436,East Foinaven,UK,"204/24a, 204/25b",Oil/Gas,Producing,Aug 1995,Jan 2001,600,1980,
212,East Kameleon,Norway,PL036C: 25/4,Oil,Producing,Jan 2003,Jan 2008,120,396,
1534,East Natuna,Indonesia,Natuna D-Alpha,Gas,Under Development,Jan 1970,,,,
682,East Rochelle,UK,"P226: 15/26b, 15/26c,15/27",Oil,Under Development,Apr 2000,,138,455,
1709,East Sinapa,Guinea-Bissau,Block 2,Oil,Appraisal Drilling,Jan 2004,,30,99,
295,Ebano,Equatorial Guinea,Block F,Oil,Producing,Jan 2002,Dec 2006,625,2063,
379,Ebok,Nigeria,OML 67,Oil,Producing - Under Dev.,Jan 1968,,41,135,
767,Ebouri,Gabon,Etame Marin Permit,Oil,Producing - Under Dev.,Jan 2004,,137,452,
1090,Echuca Shoals,Australia,WA-377-P,Gas,Discovery (Drilled),Jan 1983,,,,
653,Edradour,UK,206/4,Gas,Under Development,Dec 2010,,300,990,
573,Edvard Grieg (Luno),Norway,"16/1, PL 338",Oil,Under Development,Nov 2007,,108,356,
1126,EG8,Trin. & Tobago,Galeota Block,Oil/Gas,Exploratory Drilling,,,41,135,
1555,Egilsay,UK,P1994; 15/17b,Oil,Discovery (Drilled),Jan 1989,,,,
662,Egina,Nigeria,OML 130,Oil,Under Development,Dec 2003,,1550,5115,
1073,Eik,Norway,"PL 396, 7228/1, 7228/2",n/a,Non-Commercial,,,352,1162,
175,Einset,US,"Viosca Knoll 872, 873",Gas,Producing,Dec 1998,Dec 2001,1067,3521,Y
821,Eirin,Norway,"15/5, PL 048E",n/a,Under Development,Jan 1978,,120,396,
556,Ekofisk,Norway,"2/4, 2/7",Oil/Gas,Producing,Dec 1969,Jun 1971,75,248,
1460,El Bouri,Libya,NC-41,Oil/Gas,Producing - Under Dev.,Jan 1976,,160,528,
1617,El Dorado,Trin. & Tobago,PGB License,n/a,Exploratory Drilling,,,18,59,
1595,El Medouini,Tunisia,Mahdia license,n/a,Bright Spot,,,,,
556,Eldfisk,Norway,2/7,Oil/Gas,Producing,Dec 1970,Aug 1979,75,248,
1728,Elephant,Congo,Haut Mer A,Oil/Gas,Discovery (Drilled),Sep 2013,,554,1828,
287,Elgin,UK,"22/30b, 22/30c, 29/5b",Gas,Producing,Mar 1991,Mar 2013,93,307,
227,Ellon,UK,"3/15, 3/14A",Gas,Producing,Jan 1973,Jan 1994,135,446,
635,Elly,Denmark,"Sole Concession, 5604/6",Gas,Suspended,Aug 1984,,40,132,
295,Elon,Equatorial Guinea,Block G,Oil,Producing,,Dec 2006,64,211,
745,Elsa,Italy,B.R268.RG,Oil/Gas,Discovery (Drilled),Jan 1992,,50,165,
1482,Elstar,Angola,Block 20,n/a,Bright Spot,,,1300,4290,
1531,Elyssa,Tunisia,Zarat Permit,Gas,Discovery (Drilled),Jan 1975,,50,165,
556,Embla,Norway,2/7,Oil/Gas,Producing,Jun 1988,May 1993,75,248,
1335,Emu,Brazil,"S-M-1102, S-M-1037",n/a,Exploratory Drilling,,,400,1320,
1335,Emu East,Brazil,"S-M-1102, S-M-1037",n/a,Bright Spot,,,400,1320,
155,Enchilada,US,Garden Banks 127,Oil/Gas,Producing,May 1995,Aug 1997,215,710,Y
1539,Endymion,UK,"P1734, 48/8c",n/a,Bright Spot,,,,,
1137,Enfield,Australia,WA-28-L,Oil,Producing,Jan 1999,Jul 2006,500,1650,
1143,Enoch,UK,"15/5, 16/13a",Oil/Gas,Producing,Jan 1985,May 2007,112,370,
1665,Enochdhu,UK,21/05a,Oil/Gas,Under Development,Nov 2005,,145,479,
971,Ensign,UK,"48/14a, 48/15a",Gas,Under Development,Feb 1986,,28,92,
1757,Ensis,Norway,PL393B: 7125/4,n/a,Bright Spot,,,294,970,
151,Entrada,US,Garden Banks 782,Oil,Cancelled,Apr 2000,,1417,4676,Y
1038,Enyenra (Owo),Ghana,Deepwater Tano License,Oil,Under Development,Jul 2010,,1428,4712,
632,Epsilon,Greece,Prinos Development Area,Oil,Producing - Under Dev.,Jan 2002,,32,106,
658,Erha,Nigeria,,Oil,Producing,Feb 1999,Mar 2006,1200,3960,
658,Erha North,Nigeria,,Oil,Producing - Under Dev.,,Mar 2006,1200,3960,
377,Eris,Australia,WA-34-L,Gas,Discovery (Drilled),Nov 2009,,209,690,
1105,Eris (aka Channon),UK,"43/3h, 47/8c",Gas,Producing,Aug 2007,Mar 2010,39,129,
953,Erne,UK,21/29d,Oil/Gas,Discovery (Appraised),Dec 2011,,,,
795,Ernest,Falkland Islands (Malvinas),"PL023, PL024",n/a,Non-Commercial,,,,,
342,Eskdale,Australia,WA-255-P(2),Oil/Gas,Producing,Mar 2003,Nov 2007,825,2723,
282,Espadarte,Brazil,,Oil,Producing,Feb 1994,Aug 2000,1500,4950,
992,Esperanza,UK,22/15,n/a,Discovery (Drilled),Nov 2011,,90,297,
1235,Est Rapsodia,Romania,Est Rapsodia,n/a,Bright Spot,,,1000,3300,
767,Etame,Gabon,Etame Marin Permit,Oil,Producing,Jan 1998,Sep 2002,137,452,
1410,Etisong Main,Nigeria,OML 102,Oil,Discovery (Drilled),Jan 2008,,80,264,
1410,Etisong North,Nigeria,OML 102,Oil,Discovery (Drilled),Apr 2011,,80,264,
738,Etna,Brazil,BM-C-41,Oil,Discovery (Drilled),Apr 2010,,137,452,
238,Ettrick,UK,"P273, 20/2a, 20/3a",Oil/Gas,Producing,May 1981,Aug 2009,115,380,
141,Europa,US,"Mississippi Canyon 890, 891, 934, 935",Oil,Producing,Jan 1994,Jan 2000,1189,3924,Y
696,Evans Shoal,Australia,NT/P48,Gas,Discovery (Appraised),Jan 1985,,91,300,
1437,Evelyn,UK,"21/30f, P1792",n/a,Discovery (Drilled),Jan 1984,,,,
483,EW 998,US,Ewing Bank 998,Gas,Under Development,Apr 2009,,401,1323,Y
1469,F,Morocco,Foum Draa,n/a,Drilled (Status Unknown),,,1500,4950,
1875,F-A,South Africa,Block 9,Gas,Producing,Jan 1980,Jan 1992,100,330,
1876,F-O,South Africa,Block 9,Gas,Under Development,,,100,330,
1753,FA-1 (Eagle),Morocco,Foum Assaka,n/a,Non-Commercial,,,600,1980,
163,Falcon,US,"East Breaks 579, 580, 623",Gas,Producing,May 2001,Mar 2003,1052,3472,Y
1569,Falk,Norway,"PL128, 6608/11",Oil,Appraisal Drilling,Nov 2000,,353,1165,
1136,Faraday,UK,"P1818, Block 30/1a",Gas,Discovery (Drilled),Jan 2012,,,,
1622,Farfan,Brazil,SEAL-M-426,Oil,Discovery (Drilled),Oct 2012,,2720,8976,
138,Fastball,US,Viosca Knoll 1003,Gas,Producing,Apr 2007,Oct 2009,1479,4881,Y
1608,Fatala (Eos),Guinea,Offshore Guinea (Deepwater),n/a,Bright Spot,,,2895,9554,
1793,Fateh,UAE,,Oil,Producing,Jan 1966,Jan 1969,50,165,
1560,Federation,Canada,EL 1101,n/a,Non-Commercial,,,,,
1025,Felix,Australia,Vic/p57,n/a,Bright Spot,,,,,
1666,Fig,Morocco,Foum Draa,n/a,Bright Spot,,,,,
456,Fiji,US,Mississippi Canyon 427,Oil/Gas,Bright Spot,,,1762,5815,Y
910,Finucane South,Australia,WA-191-P,Oil,Producing,Jun 2011,May 2013,140,462,
978,Fionn,UK,211/22a,Oil,Under Development,,,,,
470,Firefox,US,"Green Canyon 773, 817",Oil/Gas,Non-Commercial,,,1464,4831,Y
1751,Fisal,Tunisia,Joint Oil Block,n/a,Bright Spot,,,90,297,
590,Flatrock,US,"South Marsh Island 212, Part 217",Gas,Producing - Under Dev.,Jul 2007,,3,10,Y
771,Fleming,UK,22/5,Gas,Producing,Aug 1982,Sep 1997,88,290,
910,Fletcher,Australia,WA-191-P,Oil,Producing,Aug 2007,May 2013,,,
1553,Flinders,Papua New Guinea,PPL 244,Gas,Discovery (Drilled),Jun 2013,,100,330,
655,Flintcreek,US,Garden Banks 171,Oil/Gas,Bright Spot,,,415,1370,Y
565,Floyd,US,Green Canyon 451,Oil/Gas,Bright Spot,,,1150,3795,Y
611,Flying Dutchman,US,Green Canyon 511,Oil,Discovery (Drilled),May 2010,,1168,3854,Y
1095,Flyndre,UK,"PL 018C, 1/5",Oil,Under Development,Jan 2003,,70,231,
841,Flyndretind,Norway,"6407/2, PL 473",Oil/Gas,Discovery (Drilled),May 2010,,250,825,
717,Fogelberg,Norway,"6506/9, 6506/12, PL 433",Gas,Discovery (Drilled),Apr 2010,,250,825,
436,Foinaven,UK,"204/19, 204/24a",Oil/Gas,Producing,Oct 1992,Nov 1997,600,1980,
1311,Forse,UK,"11/23, 11/24",n/a,Bright Spot,,,,,
1030,Fortaleza,Brazil,BM-S-57,Oil,Exploratory Drilling,,,155,512,
443,Forties,UK,"21/10, 22/6a",Oil,Producing,Nov 1970,Sep 1975,107,353,
1344,Fortuna,Equatorial Guinea,Block R,Gas,Appraisal Drilling,Nov 2008,,,,
227,Forvie North,UK,3/15,Oil/Gas,Producing,Jun 2002,Dec 2005,120,396,
1449,Fossekall,Norway,"PL 128, 6608/10",Oil/Gas,Producing,Mar 2010,Mar 2013,352,1162,
126,Fourier,US,Mississippi Canyon 522,Gas,Producing,Jul 1989,Jan 2003,2137,7052,Y
313,Frade,Brazil,,Oil/Gas,Producing,,Apr 2013,1128,3722,
1241,Fram,UK,"29/3c, 29/8a",n/a,Discovery (Appraised),Jan 1969,,95,314,
770,Fram East,Norway,35/11,Oil,Producing,,Oct 2006,350,1155,
770,Fram H Nord,Norway,"PL090G, PL248; 35/11",Oil,Under Development,Jun 2007,,350,1155,
770,Fram West,Norway,35/11,Oil,Producing,,Oct 2003,350,1155,
1474,Franco,Brazil,BM-S-11,Oil,Under Development,Jan 2010,,1860,6138,
1474,Franco Sul,Brazil,BM-S-11,Oil,Under Development,,,1860,6138,
287,Franklin,UK,29/5b,Gas,Producing,Jan 1986,Mar 2013,93,307,
1768,Fregate,Mauritania,C-7,Oil/Gas,Discovery (Drilled),Feb 2014,,1600,5280,
803,Freke,Norway,PL 029B - 15/6,Oil/Gas,Discovery (Drilled),Apr 2009,,112,370,
1120,Freya,UK,"206/5a, 206/10a",Oil,Discovery (Drilled),Jul 1980,,140,462,
1772,Freya (Norway),Norway,PL731: 8/10,n/a,Bright Spot,,,,,
508,Frida,Congo,Marine IX,n/a,Non-Commercial,,,,,
395,Friesian,US,"Green Canyon 599, 643",Oil/Gas,Discovery (Appraised),Dec 2006,,1158,3821,Y
1080,Frigate,Australia,,Gas,Discovery (Drilled),Aug 2008,,,,
570,Frigg Gamma Delta,Norway,"PL 442, 25/2-17",Oil,Discovery (Drilled),Oct 2009,,120,396,
1506,Frode,Norway,"PL299, 2/1",n/a,Bright Spot,,,67,221,
120,Front Runner,US,"Green Canyon 338, 339",Oil/Gas,Producing,Jan 2001,Dec 2004,1006,3320,Y
120,Front Runner South,US,Green Canyon 339,Oil/Gas,Producing,Jun 2001,Dec 2004,1013,3343,Y
527,Frosa,US,"Garden Banks 904, 948",Oil/Gas,Bright Spot,,,1226,4046,Y
660,Froy,Norway,"25/2, 25/3, 25/5, 25/6, PL 364",Oil/Gas,Cancelled,Aug 1987,May 1995,118,389,
634,Frusalen,Norway,PL 476 - 6507/11,n/a,Non-Commercial,,,,,
631,Fuchsia,Tunisia,"B Block, Hammamet Offshore Exploration Permit",Gas,Discovery (Drilled),Jul 2010,,,,
739,Fuji,Brazil,BM-C-41,Oil,Appraisal Drilling,Apr 2010,,125,413,
534,Fuji Springs,US,Green Canyon 505,Oil/Gas,Drilled (Status Unknown),,,1299,4287,Y
410,Fulla,Norway,"PL362: 25/1, 25/2, 30/11",Gas,Discovery (Appraised),Feb 2009,,111,366,
933,Fulla (UK),UK,206/5a,Oil,Discovery (Drilled),Aug 2011,,150,495,
1537,Fullham,UK,"P1673, 44/28a",n/a,Discovery (Drilled),Sep 2010,,64,211,
1029,Fyne,UK,"P077, 21/28a",Oil,Under Development,Mar 2008,,283,934,
1782,GA South,Oman,Block 50,Oil,Discovery (Drilled),Feb 2014,,,,
1154,Gabriella,Israel,Gabriella License,n/a,Bright Spot,,,220,726,
403,Gajah Baru,Indonesia,Block A,Gas,Producing,Sep 2000,Oct 2011,82,271,
913,Galahad,Australia,WA-363-P,n/a,Non-Commercial,,,,,
500,Galata,Bulgaria,Galata Block,Gas,Producing - Under Dev.,Jun 1993,Jan 2004,35,116,
1190,Galia,UK,"P1765, 30/24c, 30/25c",Gas,Under Development,,,80,264,
1390,Galio,Angola,Block 18,Oil/Gas,Producing,,Jan 2007,1450,4785,
1146,Galley,UK,,n/a,Producing,,Jan 1998,,,
362,Galoc,Philippines,"SC14, Block C",Oil,Producing,Jan 1981,Dec 2013,290,957,
1423,Galtvort,Norway,"PL348, 6407/8",Gas,Discovery (Appraised),May 2008,,266,878,
361,Gamma,Norway,PL 312 - 6407/6,Gas,Discovery (Appraised),Feb 2008,,226,746,
1363,Gamma (Greenland),Greenland,Eqqua Block,n/a,Non-Commercial,,,1520,5016,
672,Gandang,Indonesia,Ganal Concession,Gas,Under Development,,,1829,6036,
937,Garantiana,Norway,"PL 554, PL 554B, 34/6, 34/9",Oil,Discovery (Drilled),Dec 2012,,380,1254,
576,Gardenia,Angola,17/06,Oil,Discovery (Drilled),Oct 2009,,977,3224,
994,"Gardrofa, 9/1-1 S",Norway,"PL 406, 8/3",n/a,Non-Commercial,,,87,287,
1755,Gargaa,Morocco,Cap Boujdour Block,n/a,Bright Spot,,,2050,6765,
1062,Gator Bait,US,MC 524,Gas,Bright Spot,,,2238,7385,Y
771,Gaupe,UK,"PL 292, 15/12",Oil/Gas,Producing,,Mar 2012,85,281,
1177,Gavea,Brazil,,Oil,Discovery (Drilled),May 2011,,2708,8936,
915,Gawain,Australia,WA-362-P,n/a,Non-Commercial,,,,,
1623,Gawthaka,Myanmar,Block M9,Gas,Under Development,Feb 2007,,150,495,
1238,Gaza Marine,"Palestinian Territory, occupied",,Gas,Discovery (Appraised),,,,,
672,Gehem,Indonesia,Rapak Concession,Gas,Under Development,,,1829,6036,
1048,Geite,Norway,"PL 497/497B, Block 7/7, 7/8, 7/11",n/a,Bright Spot,,,80,264,
504,Geitfjellet,Norway,"PL 321 - Blocks 6306/2, 6306/3, 6306/5, 6306/6",n/a,Non-Commercial,,,223,736,
1208,Geitungen,Norway,PL265; 16/2,n/a,Appraisal Drilling,Aug 2012,,116,383,
672,Gendalo,Indonesia,Ganal Concession,Gas,Under Development,,,1829,6036,
159,Genesis,US,"Green Canyon 160, 161, 205",Oil/Gas,Producing,Dec 1988,Feb 1999,792,2614,Y
130,Genghis Khan,US,Green Canyon 652,Oil,Producing,Apr 2005,Oct 2007,1311,4326,Y
1854,Gengibre,Angola,Block 32,Oil,Discovery (Appraised),Jun 2005,,1703,5620,
1304,Geographe,Australia,VIC/L23,Gas,Producing,Jun 2001,Jul 2013,85,281,
1321,Geronggong,Brunei Darussalam,3rd Offshore Acreage Area,Oil,Discovery (Drilled),Mar 2011,,1000,3300,
271,Geryon,Australia,WA-267-P,Gas,Under Development,Sep 1999,,1232,4066,
1156,Gharabi,Mauritania,Block 6,n/a,Non-Commercial,,,1787,5897,
1741,Gila,US,Keathley Canyon 93,Oil,Discovery (Drilled),Dec 2013,,1479,4881,Y
306,Gimboa,Angola,Block 4/05,Oil/Gas,Producing,Jan 2004,Jan 2008,700,2310,
198,Gimle,Norway,PL050: 34/10,Oil,Producing,Dec 2004,May 2006,,,
821,Gina Krog (Dagny),Norway,"PL029C, PL029B, 15/5, 15/6, PL048",Oil,Under Development,Apr 1978,,119,393,
880,Gindara,Philippines,SC54B,n/a,Non-Commercial,,,400,1320,
1854,Gindungo,Angola,Block 32,Oil,Discovery (Drilled),Apr 2003,,1445,4769,
325,Girassol,Angola,17,Oil,Producing,Apr 1996,Dec 2001,1400,4620,
736,Gita,Denmark,"9/06, 9/95",Oil,Discovery (Drilled),Dec 2008,,49,162,
736,Gita South,Denmark,9/95,n/a,Bright Spot,,,50,165,
286,Gjoa,Norway,"PL153, 35/9, 36/7",Oil/Gas,Producing,May 1989,Nov 2010,370,1221,
614,Gjok,Norway,6507/3,Gas,Discovery (Drilled),Dec 2009,,379,1251,
161,Gladden,US,Mississippi Canyon 800,Oil,Suspended,Apr 2008,Feb 2011,950,3135,Y
312,Glassel,UK,Block 9/14a,Oil,Abandoned (Ex-Producer),,Jan 2001,120,396,
995,Glencoe,Australia,WA-390-P,Gas,Appraisal Drilling,Jun 2008,,1115,3680,
287,Glenelg,UK,"29/4d, 29/5b",Gas,Producing,Jan 1999,Mar 2006,100,330,
492,Glenelg (Sable Project),Canada,,n/a,Under Development,Jan 1983,,90,297,
516,Glenlivet,UK,P1195 - 214/30,Gas,Discovery (Appraised),Sep 2009,,500,1650,
140,Glider,US,Green Canyon 248,Oil/Gas,Producing,Jan 1996,Jul 2004,1036,3419,Y
194,Glitne,Norway,"15/5, 15/6",Oil,Producing,Oct 1995,Aug 2001,110,363,
878,Gnatcatcher,Norway,"PL 378, 35/12",n/a,Non-Commercial,,,352,1162,
1686,Gobi,Indonesia,Gurita PSC,n/a,Bright Spot,,,,,
1396,Gohta,Norway,"PL492, 7120/1, 7120/2",Gas,Discovery (Drilled),Sep 2013,,342,1129,
924,Golden Eagle,UK,20/1N,Oil,Under Development,Jan 2007,,114,376,
309,Goldeneye,UK,"UKCS Blocks 14/29a, 20/4b, 20/3b",Gas,Abandoned (Ex-Producer),Jan 1996,Jan 2004,122,403,
152,Goldfinger,US,Mississippi Canyon 771,Oil,Producing,Mar 2004,Dec 2005,1653,5455,Y
364,Golfinho,Brazil,Block BES-100,Oil/Gas,Producing,Jun 2003,May 2006,1640,5412,
400,Goliat,Norway,"PL 229 & 229B - 7122/10, 7122/7, 7122/8",Oil/Gas,Under Development,Oct 2000,,400,1320,
161,Gomez,US,Mississippi Canyon 711,Oil/Gas,Suspended,Dec 1997,Mar 2006,914,3016,Y
271,Gorgon,Australia,WA-25-P,Gas,Under Development,Jan 1981,,,,
1431,Gorm,Denmark,"5504/15, 5504/16",Oil,Producing,Jun 1971,Jan 1981,39,129,
1795,Gotama,Norway,"PL550: 31/1, 31/2",n/a,Bright Spot,,,,,
351,Gotcha,US,Alaminos Canyon 856,Oil,Under Development,Apr 2006,,2377,7844,Y
1683,Grace,Australia,WA-314-P,n/a,Exploratory Drilling,,,,,
1526,Grane,Norway,"PL169B1, 25/11",Oil,Producing,Dec 1991,Sep 2003,127,419,
227,Grant,UK,"3/14a, 3/14d",Oil/Gas,Producing,Jan 1997,Jan 1998,139,459,
125,Great White,US,Alaminos Canyon 857,Oil/Gas,Producing,May 2002,Mar 2010,2438,8045,Y
408,Grevling,Norway,"15/12, PL 038 D, PL 038",Oil,Discovery (Appraised),May 2009,,95,314,
442,Gro,Norway,PL 326 - 6603/12-1,Gas,Discovery (Appraised),Jun 2009,,1376,4541,
420,Grosbeak,Norway,PL378 Block 35/12 and Western section 36/10,Oil/Gas,Discovery (Appraised),Jul 2009,,351,1158,
881,Grosso,Norway,"35/6, 35/9",n/a,Non-Commercial,,,360,1188,
1212,Grouse (Faroe),UK,P1853,n/a,Bright Spot,,,,,
1527,Gryphon,UK,"PL 496, Block 9/18b",Oil,Producing,Jul 1987,Oct 1993,112,370,
1663,Guadalupe,US,Mississippi Canyon 555,n/a,Bright Spot,,,,,Y
1778,Guanxuma,Brazil,BM-S-8,n/a,Bright Spot,,,2000,6600,
422,Guarani,Brazil,BM-S-22,n/a,Discovery (Appraised),Jun 2009,,2238,7385,
374,Gudrun,Norway,"PL025, 15/3",Oil/Gas,Producing,Jun 1975,Apr 2014,109,360,
505,Guendalina,Italy,d37 AC-FR,Gas,Producing,,Oct 2011,42,139,
1028,Guillemot North West,UK,"21/24, 21/29a, P.021",Oil,Producing,Aug 1985,Apr 2000,87,287,
1028,Guillemot West,UK,21/25,Oil,Producing,Feb 1983,Jul 2000,88,290,
198,Gullfaks,Norway,PL050: 34/10,Oil/Gas,Producing,Sep 1978,Dec 1986,138,455,
198,Gullfaks South,Norway,"32/12, 33/12, 34/10",Oil/Gas,Producing,Dec 1978,Oct 1998,220,726,
896,"Gullris, 6604/2-1",Norway,"6604/2, 6604/3, 6604/4, 6604/5, and 6604/6",n/a,Non-Commercial,,,1266,4178,
198,Gullveig,Norway,PL050: 34/10,Oil/Gas,Producing,,Oct 1998,,,
490,Gummy,Australia,"VIC/L26, L27, L28",Oil,Suspended,Jan 1990,Sep 2008,200,660,
1247,Gumusut,Malaysia,Block J,Oil,Producing - Under Dev.,Dec 2003,,1110,3663,
302,Gunflint (Freedom),US,Mississippi Canyon 948,Oil,Appraisal Drilling,Oct 2008,,1860,6138,Y
374,Gungne,Norway,15/9,Gas,Producing,Aug 1982,Apr 1996,83,274,
157,Gunnison,US,"Garden Banks 667, 668, 669",Oil/Gas,Producing,May 2000,Dec 2003,960,3168,Y
1443,Guntong,Malaysia,,Oil/Gas,Producing - Under Dev.,Jan 1978,,64,211,
1232,Gurame,Indonesia,Seruway PSC,Oil/Gas,Appraisal Drilling,Jan 2009,,,,
1485,Gutterball,US,East Cameron 254,n/a,Bright Spot,,,48,158,Y
1687,Gwydion,Australia,WA-424-P,Oil,Discovery (Drilled),Jun 1995,,80,264,
1420,Gyda,Norway,2/1,Oil,Producing,Mar 1980,Jun 1990,66,218,
1420,Gyda Sor,Norway,PL 299 - 2/1-13S,Oil/Gas,Discovery (Drilled),Mar 2009,,69,228,
970,Gye Nyame,Ghana,OCTP block,Gas,Discovery (Drilled),Jul 2011,,,,
1347,H Field,Indonesia,Langsa Technical Assistance Contract,Oil,Producing,,Jan 2001,91,300,
1481,Haas,Angola,Block 20,n/a,Bright Spot,,,1800,5940,
139,Habanero,US,Garden Banks 341,Oil/Gas,Producing,Jan 1999,Dec 2003,614,2026,Y
1752,Hadaf,Libya,Joint Oil Block,n/a,Bright Spot,,,150,495,
474,Hadrian,US,Keathley Canyon 919,Oil/Gas,Discovery (Appraised),,,2250,7425,Y
474,Hadrian South,US,Keathley Canyon 964,Oil/Gas,Discovery (Drilled),Oct 2009,,2419,7983,Y
1552,Hagana,Papua New Guinea,PPL 244,Gas,Discovery (Drilled),Jul 2013,,105,347,
1834,Hagar,Norway,"PL642: 6306/2, 6306/5",n/a,Bright Spot,,,,,
1358,Hagar Qim,Malta,"Area 4, Block 7",n/a,Bright Spot,,,500,1650,
1520,Hai Su Den (Black Sealion),Viet nam,15-2/01,Oil,Producing,Jan 2008,May 2013,42,139,
1520,Hai Su Trang (White Sealion),Viet nam,15-2/01,Oil,Producing,Jan 2007,May 2013,42,139,
1421,Haklang,Norway,"PL218, 6707/10-2S",Gas,Discovery (Appraised),Oct 2008,,1250,4125,
1430,Halfdan,Denmark,"5505/13, 5504/16",Oil/Gas,Producing,Jun 1999,Feb 2000,43,142,
1374,Halk el Menzel,Tunisia,Halk el Menzel Concession,Oil,Under Development,Jan 1977,,76,251,
839,Halyard,Australia,WA-13-L,Gas,Producing,Apr 2008,Jun 2011,112,370,
1250,Hamilton,UK,110/13,Gas,Producing,,Feb 1997,33,109,
