Lease Number,ROW Number,RUE Number,Lease Designation,Lease Status,Area Code,Block Number,Water Depth(Meters),Date Last Reviewed,Total Decom Liability,Boreholes Plug Cost (Spud Wells),Boreholes Count (Spud Wells),Boreholes Plug Cost (Prop Wells),Boreholes Count (Prop Wells),Platforms (Installed) Decom Cost,Platforms (Installed) Decom Count,Platforms (Installed) Site Clear Cost,Platforms (Installed) Site Clear Count,Platforms (Prop) Decom Cost,Platforms (Prop) Decom Count,Platforms (Prop) Site Clear Cost,Platforms (Prop) Site Clear Count,Pipelines (Installed) Decom Cost,Pipelines (Installed) Count,Pipelines (Prop) Decom Cost,Pipelines (Prop) Count
G13203,,,NON,EXPIR,AT,  107,1467,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13202,,,NON,EXPIR,AT,   71,2103,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13201,,,NON,EXPIR,AT,   70,2021,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13200,,,NON,EXPIR,AT,   68,1854,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13199,,,NON,TERMIN,AT,   64,1478,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13198,,,EXP,TERMIN,AT,   63,1413,8/19/2016,"$47,058,000.00",47058000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13197,,,NON,EXPIR,AT,   26,2021,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13196,,,NON,RELINQ,AT,    1,877,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13195,,,NON,EXPIR,GC,  859,1772,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13194,,,NON,EXPIR,GC,  845,2120,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13193,,,NON,EXPIR,GC,  844,1967,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13192,,,NON,EXPIR,GC,  816,1603,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13191,,,NON,EXPIR,GC,  802,2268,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13190,,,NON,EXPIR,GC,  801,2115,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13189,,,NON,RELINQ,GC,  776,1561,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13188,,,NON,RELINQ,GC,  775,1594,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13187,,,NON,EXPIR,GC,  758,2270,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13186,,,NON,EXPIR,GC,  757,2064,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13185,,,NON,EXPIR,GC,  756,1840,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13184,,,NON,EXPIR,GC,  714,2016,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13183,,,NON,EXPIR,GC,  713,1425,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13182,,,NON,EXPIR,GC,  712,1463,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13181,,,NON,RELINQ,GC,  674,1811,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13180,,,NON,RELINQ,GC,  673,1775,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13179,,,NON,RELINQ,GC,  550,1267,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13178,,,NON,EXPIR,GC,  512,1307,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13177,,,NON,RELINQ,GC,  507,1324,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13176,,,NON,EXPIR,GC,  469,1288,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13175,,,NON,EXPIR,GC,  468,1134,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13174,,,NON,RELINQ,GC,  378,1225,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13173,,,NON,EXPIR,GC,  372,1100,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13172,,,NON,EXPIR,GC,  353,642,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13171,,,NON,EXPIR,GC,  341,1100,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13170,,,NON,EXPIR,GC,  318,1045,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13169,,,NON,RELINQ,GC,  314,856,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13168,,,NON,RELINQ,GC,  309,589,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13167,,,NON,RELINQ,GC,  274,870,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13166,,,NON,RELINQ,GC,  235,888,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13165,,,NON,RELINQ,GC,  221,666,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13164,,,NON,RELINQ,GC,  177,574,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13163,,,NON,RELINQ,GC,  146,421,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13162,,,NON,RELINQ,GC,  145,491,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13161,,,NON,TERMIN,GC,  115,854,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13160,,,NON,RELINQ,GC,  114,854,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13159,,,NON,TERMIN,GC,   69,691,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13158,,,NON,EXPIR,GC,   46,208,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13157,,,NON,RELINQ,GC,   41,823,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13156,,,NON,RELINQ,GC,   40,811,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13155,,,NON,TERMIN,GC,   16,253,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13154,,,NON,EXPIR,GC,   15,235,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13153,,,NON,EXPIR,GC,    8,260,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13152,,,NON,EXPIR,GC,    7,291,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13151,,,NON,EXPIR,MC,  856,1492,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13150,,,NON,EXPIR,MC,  811,1331,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13149,,,NON,EXPIR,MC,  771,1667,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13148,,,NON,EXPIR,MC,  770,1495,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13147,,,NON,RELINQ,MC,  750,459,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13146,,,NON,EXPIR,MC,  749,396,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13145,,,NON,TERMIN,MC,  727,1627,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13144,,,NON,EXPIR,MC,  726,1433,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13143,,,NON,RELINQ,MC,  707,499,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13142,,,NON,RELINQ,MC,  663,516,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13141,,,NON,EXPIR,MC,  628,842,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13140,,,NON,EXPIR,MC,  627,902,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13139,,,NON,EXPIR,MC,  619,510,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13138,,,NON,EXPIR,MC,  617,278,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13137,,,NON,RELINQ,MC,  577,696,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13136,,,NON,EXPIR,MC,  575,484,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13135,,,NON,EXPIR,MC,  574,358,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13134,,,NON,EXPIR,MC,  560,1918,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13133,,,NON,RELINQ,MC,  539,700,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13132,,,NON,RELINQ,MC,  538,699,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13131,,,NON,RELINQ,MC,  537,781,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13130,,,NON,RELINQ,MC,  533,695,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13129,,,NON,EXPIR,MC,  529,400,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13128,,,NON,EXPIR,MC,  516,1918,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13127,,,NON,EXPIR,MC,  345,2117,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13126,,,NON,EXPIR,MC,  344,2014,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13125,,,NON,EXPIR,MC,  343,2000,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13124,,,NON,EXPIR,MC,  342,1952,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13123,,,NON,EXPIR,MC,  341,1842,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13122,,,NON,RELINQ,MC,  333,1316,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13121,,,NON,EXPIR,MC,  301,1975,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13120,,,NON,RELINQ,MC,  290,1272,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13119,,,NON,RELINQ,MC,  289,1267,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13118,,,NON,RELINQ,MC,  288,1221,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13117,,,NON,EXPIR,MC,  259,2075,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13116,,,NON,EXPIR,MC,  258,1982,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13115,,,NON,EXPIR,MC,  254,1657,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13114,,,NON,EXPIR,MC,  248,1285,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13113,,,NON,RELINQ,MC,  245,1202,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13112,,,NON,RELINQ,MC,  244,1166,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13111,,,NON,EXPIR,MC,  216,2045,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13110,,,NON,EXPIR,MC,  215,1995,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13109,,,NON,EXPIR,MC,  214,1893,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13108,,,NON,EXPIR,MC,  213,1780,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13107,,,NON,EXPIR,MC,  210,1348,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13106,,,NON,EXPIR,MC,  204,1166,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13105,,,NON,EXPIR,MC,  169,1464,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13104,,,NON,EXPIR,MC,  166,1300,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13103,,,NON,EXPIR,MC,  125,1542,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13102,,,NON,EXPIR,MC,  124,1415,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13101,,,NON,RELINQ,MC,  114,825,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13100,,,NON,EXPIR,MC,   82,1602,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13099,,,NON,EXPIR,MC,   81,1422,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13098,,,NON,EXPIR,MC,   80,1333,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13097,,,NON,EXPIR,MC,   37,1396,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13096,,,NON,EXPIR,MC,   36,1165,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13095,,,NON,RELINQ,MC,   32,969,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13094,,,NON,RELINQ,MC,   31,879,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13093,,,NON,RELINQ,EW, 1011,660,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13092,,,NON,RELINQ,EW, 1010,635,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13091,,,DEV,UNIT,EW, 1003,600,8/19/2016,"$34,070,641.00",17361300,3,0,0,16009341,1,700000,1,0,0,0,0,0,0,0,0
G13090,,,NON,EXPIR,EW,  996,309,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13089,,,NON,EXPIR,EW,  995,293,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13088,,,NON,TERMIN,EW,  991,414,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13087,,,NON,TERMIN,EW,  986,167,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13086,,,NON,EXPIR,EW,  985,167,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13085,,,NON,RELINQ,EW,  966,584,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13084,,,EXP,PROD,EW,  963,602,8/29/2019,"$79,708,455.00",74926500,4,0,0,0,0,0,0,0,0,0,0,4781955,3,0,0
G13083,,,NON,EXPIR,EW,  962,559,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13082,,,NON,EXPIR,EW,  955,340,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13081,,,EXP,UNIT,EW,  954,345,8/19/2016,"$1,195,382.00",1195382,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13080,,,NON,TERMIN,EW,  911,252,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13079,,,DEV,UNIT,EW,  910,206,8/19/2016,"$14,211,228.00",1794900,3,0,0,11963135,1,453193,1,0,0,0,0,0,0,0,0
G13078,,,NON,EXPIR,EW,  908,171,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13077,,,NON,RELINQ,EW,  879,572,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13076,,,NON,RELINQ,EW,  878,565,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13075,,,EXP,UNIT,EW,  874,355,8/19/2016,"$641,539.00",641539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13074,,,NON,EXPIR,EW,  869,245,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13073,,,NON,TERMIN,EW,  867,163,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13072,,,NON,RELINQ,EW,  746,334,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13071,,,NON,RELINQ,EW,  745,253,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13070,,,NON,EXPIR,EW,  658,181,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13069,,,NON,EXPIR,EW,  570,235,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13068,,,NON,EXPIR,EW,  347,178,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13066,,,NON,RELINQ,VK,  870,970,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13065,,,NON,TERMIN,VK,  869,877,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13064,,,EXP,PROD,VK,  862,362,8/29/2019,"$93,393,895.00",82236000,4,0,0,0,0,0,0,0,0,0,0,11157895,7,0,0
G13063,,,NON,TERMIN,VK,  818,287,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13062,,,NON,TERMIN,VK,  815,208,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13061,,,NON,EXPIR,VK,  814,173,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13060,,,EXP,TERMIN,VK,  784,627,8/19/2016,"$20,559,000.00",20559000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13059,,,NON,TERMIN,VK,  741,411,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13058,,,NON,TERMIN,VK,  740,370,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13057,,,NON,TERMIN,VK,  697,250,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13056,,,NON,TERMIN,VK,  695,202,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13055,,,EXP,PROD,VK,  694,196,8/29/2019,"$45,243,110.00",42739225,5,0,0,0,0,0,0,0,0,0,0,2503885,2,0,0
G13054,,,NON,EXPIR,VK,  609,81,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13053,,,NON,EXPIR,VK,  564,71,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13052,,,NON,EXPIR,VK,  519,54,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13051,,,NON,EXPIR,VK,  518,52,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13050,,,NON,EXPIR,VK,  474,46,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13049,,,NON,EXPIR,VK,  430,47,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13048,,,NON,EXPIR,VK,  429,46,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13047,,,NON,TERMIN,VK,  155,30,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13046,,,NON,EXPIR,MO,  957,24,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13044,,,NON,TERMIN,MO,  871,19,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13043,,,NON,EXPIR,MO,  826,17,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13041,,,NON,EXPIR,SA,    6,15,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13040,,,NON,TERMIN,CA,   21,30,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13039,,,NON,RELINQ,CA,   19,22,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13038,,,NON,TERMIN,MP,  308,168,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13037,,,NON,TERMIN,MP,  295,71,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13036,,,NON,TERMIN,MP,  294,73,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13035,,,NON,TERMIN,MP,  261,125,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13034,,,NON,TERMIN,MP,  249,106,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13033,,,NON,TERMIN,MP,  248,96,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13032,,,NON,TERMIN,MP,  224,85,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13031,,,NON,EXPIR,MP,  220,69,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13030,,,NON,EXPIR,MP,  219,67,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13029,,,NON,EXPIR,MP,  218,63,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13028,,,NON,TERMIN,MP,  210,56,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13027,,,NON,EXPIR,MP,  201,54,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13026,,,NON,RELINQ,MP,  197,50,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13025,,,NON,EXPIR,MP,  194,49,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13024,,,NON,EXPIR,MP,  193,50,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13023,,,NON,TERMIN,MP,  183,50,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13022,,,NON,EXPIR,MP,  182,50,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13021,,,NON,EXPIR,MP,  179,48,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13020,,,NON,EXPIR,MP,  178,47,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13019,,,NON,EXPIR,MP,  173,45,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13018,,,NON,EXPIR,MP,  172,44,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13017,,,NON,EXPIR,MP,  171,46,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13016,,,NON,EXPIR,MP,  170,42,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13015,,,NON,EXPIR,MP,  169,43,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13014,,,NON,EXPIR,MP,  168,43,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13013,,,NON,EXPIR,MP,  167,45,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13012,,,NON,EXPIR,MP,  166,45,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13011,,,NON,RELINQ,MP,  146,66,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13010,,,NON,RELINQ,MP,  119,37,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13009,,,NON,RELINQ,MP,  118,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13008,,,NON,EXPIR,MP,  117,21,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13007,,,NON,EXPIR,MP,  105,4,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13006,,,NON,TERMIN,MP,   97,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13005,,,NON,TERMIN,MP,   87,23,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13004,,,NON,TERMIN,MP,   86,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13003,,,NON,EXPIR,MP,   63,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13002,,,NON,TERMIN,MP,   62,34,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G13000,,,NON,EXPIR,MP,   58,21,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12999,,,NON,EXPIR,MP,   44,8,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12998,,,NON,EXPIR,MP,   39,24,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12997,,,NON,EXPIR,WD,  126,102,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12996,,,NON,EXPIR,WD,  115,79,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12995,,,NON,EXPIR,WD,  114,83,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12994,,,NON,RELINQ,WD,   67,39,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12993,,,NON,TERMIN,WD,   34,25,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12992,,,NON,EXPIR,GI,  113,190,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12991,,,NON,RELINQ,GI,   91,182,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12990,,,NON,RELINQ,GI,   88,155,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12989,,,NON,TERMIN,GI,   78,60,11/23/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12988,,,NON,EXPIR,GI,   69,54,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12987,,,NON,EXPIR,GI,   66,50,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12986,,,NON,EXPIR,GI,   31,31,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12985,,,NON,EXPIR,GI,   28,21,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12984,,,NON,EXPIR,GI,   27,18,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12983,,,EXP,RELINQ,ST,  320,190,8/19/2016,"$598,300.00",598300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12982,,,NON,TERMIN,ST,  310,149,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G12981,,,EXP,UNIT,ST,  296,96,8/19/2016,"$300,000.00",300000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
