API Well Number,Status Date,Well Name,Well Name Bp Suffix,Well Name St Suffix,Company Number,Company Name,Bottom Lease Number,Bottom Area,Bottom Block,Surface Lease Number,Surface Area,Surface Block
177124068400,5/6/2013,C002,00,00,02967,"Peregrine Oil & Gas II, LLC",G03169,SS,238,G03169,SS,238
177124068500,5/19/2013,A005,00,00,03035,Fieldwood Energy Offshore LLC,G10794,SS,301,G10794,SS,301
177124068600,9/4/2013,A015,00,00,01284,"W & T Offshore, Inc.",G12010,SS,359,G12008,SS,349
177124068600,4/26/2014,A015,00,00,01284,"W & T Offshore, Inc.",G12010,SS,359,G12008,SS,349
177124068600,4/26/2014,A015,00,00,01284,"W & T Offshore, Inc.",G12010,SS,359,G12008,SS,349
177124068700,5/9/2014,001,00,00,02503,"Contango Operators, Inc.",G34320,SS,255,G34320,SS,255
177124068800,10/21/2014,A016,00,00,01284,"W & T Offshore, Inc.",G12010,SS,359,G12008,SS,349
177124068800,10/21/2014,A016,00,00,01284,"W & T Offshore, Inc.",G12010,SS,359,G12008,SS,349
177124068800,2/15/2017,A016,00,00,01284,"W & T Offshore, Inc.",G12010,SS,359,G12008,SS,349
177124068801,4/15/2017,A016,01,00,01284,"W & T Offshore, Inc.",G12010,SS,359,G12008,SS,349
177124068900,12/6/2014,A017,00,00,01284,"W & T Offshore, Inc.",G12008,SS,349,G12008,SS,349
177124068900,3/18/2018,A017,00,00,01284,"W & T Offshore, Inc.",G12008,SS,349,G12008,SS,349
177124069000,1/1/2015,001,00,00,03209,"Renaissance Offshore, LLC",G34836,SS,305,G34836,SS,305
177124069100,1/23/2015,A018,00,00,01284,"W & T Offshore, Inc.",G12010,SS,359,G12008,SS,349
177124069100,1/16/2017,A018,00,00,01284,"W & T Offshore, Inc.",G12010,SS,359,G12008,SS,349
177124069200,2/16/2019,001,00,00,03310,"GulfSlope Energy, Inc.",G35244,SS,336,G35244,SS,336
177124069201,3/22/2019,001,01,00,03310,"GulfSlope Energy, Inc.",G35244,SS,336,G35244,SS,336
177124069202,4/18/2019,001,02,00,03310,"GulfSlope Energy, Inc.",G35244,SS,336,G35244,SS,336
177124069203,5/30/2019,001,00,01,03310,"GulfSlope Energy, Inc.",G35244,SS,336,G35244,SS,336
177124069300,6/4/2019,A020,00,00,01284,"W & T Offshore, Inc.",G12008,SS,349,G12008,SS,349
177124069301,7/2/2019,A020,00,01,01284,"W & T Offshore, Inc.",G12008,SS,349,G12008,SS,349
177124155100,2/5/2005,A006,00,00,03059,ANKOR Energy LLC, 00832,SS,242, 00832,SS,242
177124155200,11/24/2018,A019,00,00,01284,"W & T Offshore, Inc.",G12010,SS,359,G12008,SS,349
177130000300,7/8/2011,F001,00,00,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177130003101,1/5/1986,002,00,01,02899,Talos ERT LLC, 00073,PL,19, 00073,PL,19
177130004301,9/1/2007,001,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177130004301,8/2/2012,001,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177130004500,7/23/2012,003,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177130004500,8/24/2012,003,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177130004600,7/24/2012,004,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177130004600,8/25/2012,004,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177130004800,7/25/2012,006,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177130004800,8/25/2012,006,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177130005000,7/22/2012,008,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177130005000,8/25/2012,008,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177130007300,2/5/2011,007,00,00,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177130010801,4/9/1991,019,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177130010801,4/9/1991,019,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177130010801,4/9/1991,019,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177130010801,12/27/2016,019,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177132000500,1/29/2011,015,00,00,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177132000800,9/21/1993,017,00,00,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134000500,7/7/2011,F002,00,00,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134000803,8/5/2011,001,00,03,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134001300,6/26/2011,001,00,00,03295,Fieldwood Energy LLC,G02924,PL,9,G02925,PL,10
177134001400,6/26/2011,003,00,00,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134001501,10/27/2018,A002,00,01,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134001700,6/18/1977,F003,00,00,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134001700,3/26/2013,F003,00,00,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134001900,11/17/1978,A003,00,00,03059,ANKOR Energy LLC,G03171,PL,13,G03171,PL,13
177134001900,11/17/1978,A003,00,00,03059,ANKOR Energy LLC,G03171,PL,13,G03171,PL,13
177134001900,11/17/1978,A003,00,00,03059,ANKOR Energy LLC,G03171,PL,13,G03171,PL,13
177134001900,7/16/2017,A003,00,00,03059,ANKOR Energy LLC,G03171,PL,13,G03171,PL,13
177134002200,9/29/2014,007,00,00,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134002300,6/8/2009,002,00,00,03295,Fieldwood Energy LLC,G02924,PL,9,G02925,PL,10
177134002400,7/12/2014,A005,00,00,03059,ANKOR Energy LLC,G03587,PL,8,G03171,PL,13
177134002600,11/5/1978,A006,00,01,03059,ANKOR Energy LLC,G03171,PL,13,G03171,PL,13
177134002600,11/5/1978,A006,00,01,03059,ANKOR Energy LLC,G03171,PL,13,G03171,PL,13
177134002600,6/1/2018,A006,00,01,03059,ANKOR Energy LLC,G03171,PL,13,G03171,PL,13
177134003102,6/23/1994,017,00,02,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134003102,6/23/1994,017,00,02,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134003102,6/23/1994,017,00,02,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134003303,11/5/2003,009,00,03,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134003303,11/5/2003,009,00,03,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134003303,11/5/2003,009,00,03,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134003303,6/21/2016,009,00,03,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134003500,7/12/2014,A007,00,00,03059,ANKOR Energy LLC,G03587,PL,8,G03171,PL,13
177134003901,9/25/2010,004,00,01,03295,Fieldwood Energy LLC,G02924,PL,9,G02924,PL,9
177134003901,6/23/2011,004,00,01,03295,Fieldwood Energy LLC,G02924,PL,9,G02924,PL,9
177134004100,11/3/2013,B001,00,00,03059,ANKOR Energy LLC,G03587,PL,8,G03171,PL,13
177134004500,6/13/2005,019,00,00,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134004501,7/28/2005,019,00,01,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134004501,7/28/2005,019,00,01,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134004501,7/28/2005,019,00,01,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134004701,8/11/2003,026,00,01,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134004701,10/11/2008,026,00,01,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134004701,4/29/2013,026,00,01,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134004900,10/10/2018,B002,00,00,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134004900,6/27/2019,B002,00,00,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134005102,5/14/2001,011,01,01,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134005600,8/5/1979,B003,00,00,03059,ANKOR Energy LLC,G03587,PL,8,G03171,PL,13
177134005600,5/14/2018,B003,00,00,03059,ANKOR Energy LLC,G03587,PL,8,G03171,PL,13
177134005701,7/17/2012,031,00,01,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134005701,5/4/2013,031,00,01,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134005900,10/3/2018,B004,00,00,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134006000,7/3/2011,020,01,00,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134006705,3/8/2004,012,00,03,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134006705,3/8/2004,012,00,03,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134007000,5/11/1980,029,00,00,02899,Talos ERT LLC, 00073,PL,19,G10835,PL,12
177134007000,8/26/2008,029,00,00,02899,Talos ERT LLC, 00073,PL,19,G10835,PL,12
177134007000,5/2/2013,029,00,00,02899,Talos ERT LLC, 00073,PL,19,G10835,PL,12
177134007401,6/29/2005,013,00,01,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134007401,6/29/2005,013,00,01,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134007402,8/14/2005,013,00,02,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134008200,5/19/2018,B005,00,00,03059,ANKOR Energy LLC,G03587,PL,8,G03171,PL,13
177134008900,10/1/2006,033,00,00,02899,Talos ERT LLC, 00073,PL,19, 00073,PL,19
177134008900,10/1/2006,033,00,00,02899,Talos ERT LLC, 00073,PL,19, 00073,PL,19
177134008900,6/11/2013,033,00,00,02899,Talos ERT LLC, 00073,PL,19, 00073,PL,19
177134009000,9/25/2010,008,00,00,03295,Fieldwood Energy LLC,G02924,PL,9,G02924,PL,9
177134009000,6/23/2011,008,00,00,03295,Fieldwood Energy LLC,G02924,PL,9,G02924,PL,9
177134009200,12/26/2004,A002,00,00,03295,Fieldwood Energy LLC,G04234,PL,1,G04234,PL,1
177134009201,1/20/2005,A002,00,01,03295,Fieldwood Energy LLC,G04234,PL,1,G04234,PL,1
177134009201,1/20/2005,A002,00,01,03295,Fieldwood Energy LLC,G04234,PL,1,G04234,PL,1
177134009500,10/6/2010,015,00,00,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134009500,7/20/2011,015,00,00,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134009800,8/14/2011,A005,00,00,03295,Fieldwood Energy LLC,G04234,PL,1,G04234,PL,1
177134009900,4/9/2009,029,00,00,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134009900,8/30/2009,029,00,00,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134010601,5/12/2004,019,00,01,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134010601,5/12/2004,019,00,01,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134010601,5/12/2004,019,00,01,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134010601,5/12/2004,019,00,01,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134011400,9/16/2012,039,00,00,02899,Talos ERT LLC, 00073,PL,19, 00073,PL,19
177134011400,6/12/2013,039,00,00,02899,Talos ERT LLC, 00073,PL,19, 00073,PL,19
177134011500,11/25/1983,042,00,00,02899,Talos ERT LLC, 00073,PL,19, 00073,PL,19
177134011500,9/16/2012,042,00,00,02899,Talos ERT LLC, 00073,PL,19, 00073,PL,19
177134011500,6/12/2013,042,00,00,02899,Talos ERT LLC, 00073,PL,19, 00073,PL,19
177134011800,1/10/2005,016,00,00,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134011801,1/21/2005,016,00,01,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134011802,2/16/2005,016,00,02,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134012000,6/13/1984,022,00,00,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134012000,6/13/1984,022,00,00,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134012000,6/13/1984,022,00,00,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134012200,11/21/2004,028,00,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134012300,2/27/2005,017,00,00,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134012301,5/29/2005,017,00,01,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134012301,5/29/2005,017,00,01,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134012301,5/29/2005,017,00,01,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134012400,11/3/1984,F001,00,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134012400,10/7/2008,F001,00,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134012400,8/10/2010,F001,00,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134012600,6/8/2012,023,02,00,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134013200,6/16/2012,037,00,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134013200,5/7/2013,037,00,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134013400,3/30/2009,033,00,00,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134013400,9/22/2009,033,00,00,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134013900,3/11/2009,038,00,00,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134013900,9/25/2009,038,00,00,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134014000,6/28/2011,024,00,00,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134014100,1/7/2002,036,00,00,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134014100,9/17/2009,036,00,00,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134014500,10/28/2008,035,00,00,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134014500,10/28/2008,035,00,00,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134014500,10/20/2009,035,00,00,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134015301,4/4/2009,039,00,01,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134015301,10/1/2009,039,00,01,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134015600,8/14/2011,A004,00,00,03295,Fieldwood Energy LLC,G04234,PL,1,G04234,PL,1
177134015800,7/5/1988,020,00,00,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134015900,3/18/2009,042,00,00,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134015900,9/21/2009,042,00,00,02899,Talos ERT LLC, 00074,PL,20, 00074,PL,20
177134016100,8/14/2011,A006,00,00,03295,Fieldwood Energy LLC,G04234,PL,1,G04234,PL,1
177134016600,9/18/2006,023,00,00,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134016601,10/29/2006,023,00,01,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134016700,1/20/1991,E001,00,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134016700,8/7/2012,E001,00,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134016700,5/10/2013,E001,00,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134017000,11/3/2007,E002,00,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134017000,11/3/2007,E002,00,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134017000,11/3/2007,E002,00,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134017000,5/10/2013,E002,00,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134017201,3/16/1995,001,00,01,02899,Talos ERT LLC,G10835,PL,12,G10835,PL,12
177134017201,3/16/1995,001,00,01,02899,Talos ERT LLC,G10835,PL,12,G10835,PL,12
177134017201,6/21/2010,001,00,01,02899,Talos ERT LLC,G10835,PL,12,G10835,PL,12
177134017201,8/3/2010,001,00,01,02899,Talos ERT LLC,G10835,PL,12,G10835,PL,12
177134017300,10/7/2008,F002,01,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134017300,8/3/2010,F002,01,00,02899,Talos ERT LLC, 00072,PL,12, 00072,PL,12
177134017700,12/18/2009,003,00,00,01834,Talos Petroleum LLC,G09652,PL,15,G09652,PL,15
177134017900,2/21/1993,A001,00,00,00730,Walter Oil & Gas Corporation,G09651,PL,6,G09651,PL,6
177134017900,2/21/1993,A001,00,00,00730,Walter Oil & Gas Corporation,G09651,PL,6,G09651,PL,6
177134017900,12/13/2017,A001,00,00,00730,Walter Oil & Gas Corporation,G09651,PL,6,G09651,PL,6
177134018000,5/17/1993,026,00,00,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134018201,2/1/2004,022,00,01,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134018500,12/3/1993,007,00,00,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134018500,12/3/1993,007,00,00,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134018500,12/3/1993,007,00,00,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134018500,12/3/1993,007,00,00,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134018500,12/3/1993,007,00,00,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134018500,11/6/2011,007,00,00,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134018501,11/24/2011,007,00,01,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134018502,12/15/2011,007,01,01,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134018503,12/26/2011,007,02,01,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134018503,12/26/2011,007,02,01,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134018503,11/16/2018,007,02,01,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134019202,6/15/2012,B001,00,02,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134019202,8/4/2012,B001,00,02,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134019500,6/11/2012,021,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134019500,8/4/2012,021,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134019701,9/17/1998,009,00,01,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134019701,11/10/2018,009,00,01,03026,"EnVen Energy Ventures, LLC",G03171,PL,13,G03171,PL,13
177134019800,7/11/1996,JA001,00,00,02628,"Arena Offshore, LP",G14535,PL,25,G14535,PL,25
177134019800,7/11/1996,JA001,00,00,02628,"Arena Offshore, LP",G14535,PL,25,G14535,PL,25
177134019800,3/31/2018,JA001,00,00,02628,"Arena Offshore, LP",G14535,PL,25,G14535,PL,25
177134019901,7/4/2001,C001,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134019901,7/4/2001,C001,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134019901,7/4/2001,C001,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134019901,8/28/2008,C001,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134020000,6/10/2011,C002,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134020000,6/10/2011,C002,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134020100,10/19/1997,D001,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134020100,10/19/1997,D001,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134020100,10/19/1997,D001,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134020100,10/19/1997,D001,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134020100,10/19/1997,D001,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134020200,7/5/2012,JA002,00,00,00105,Apache Corporation,G14532,PL,2,G14532,PL,2
177134020200,5/29/2013,JA002,00,00,00105,Apache Corporation,G14532,PL,2,G14532,PL,2
177134020302,11/28/2018,JB001,00,02,03295,Fieldwood Energy LLC,G14535,PL,25,G14535,PL,25
177134020601,7/26/2011,030,00,01,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134020700,7/30/2011,029,00,00,03295,Fieldwood Energy LLC,G02925,PL,10,G02925,PL,10
177134020801,2/28/1998,JC001,00,01,00105,Apache Corporation,G14535,PL,25,G14535,PL,25
177134020801,8/24/2014,JC001,00,01,00105,Apache Corporation,G14535,PL,25,G14535,PL,25
177134020900,10/31/1998,E001,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134020900,4/2/2008,E001,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134020900,4/13/2017,E001,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134021001,11/8/1998,E002,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134021001,11/8/1998,E002,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134021001,11/8/1998,E002,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134021001,11/8/1998,E002,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134021001,11/8/1998,E002,00,01,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134021300,6/25/1998,B001,00,00,02266,"EPL Oil & Gas, LLC",G13934,PL,18,G13934,PL,18
177134021300,6/25/1998,B001,00,00,02266,"EPL Oil & Gas, LLC",G13934,PL,18,G13934,PL,18
177134021300,6/25/1998,B001,00,00,02266,"EPL Oil & Gas, LLC",G13934,PL,18,G13934,PL,18
177134021300,5/14/2009,B001,00,00,02266,"EPL Oil & Gas, LLC",G13934,PL,18,G13934,PL,18
177134021300,9/14/2009,B001,00,00,02266,"EPL Oil & Gas, LLC",G13934,PL,18,G13934,PL,18
177134021401,7/13/2004,B001,00,01,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134021401,7/13/2004,B001,00,01,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134021401,7/13/2004,B001,00,01,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134021401,9/11/2010,B001,00,01,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134021401,9/11/2010,B001,00,01,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134021401,9/11/2010,B001,00,01,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134021501,5/16/1999,004,00,01,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134021501,5/16/1999,004,00,01,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134021501,5/16/1999,004,00,01,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134021501,5/16/1999,004,00,01,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134021501,5/16/1999,004,00,01,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134021601,4/19/2011,001,00,01,02852,"Rosetta Resources Offshore, LLC",G14533,PL,17,G14533,PL,17
177134021701,2/19/2005,001,00,01,01834,Talos Petroleum LLC,G24975,PL,14,G09652,PL,15
177134021701,2/19/2005,001,00,01,01834,Talos Petroleum LLC,G24975,PL,14,G09652,PL,15
177134021701,2/19/2005,001,00,01,01834,Talos Petroleum LLC,G24975,PL,14,G09652,PL,15
177134021701,6/4/2012,001,00,01,01834,Talos Petroleum LLC,G24975,PL,14,G09652,PL,15
177134021701,8/9/2012,001,00,01,01834,Talos Petroleum LLC,G24975,PL,14,G09652,PL,15
177134021801,3/19/2000,C001,00,01,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134021801,3/19/2000,C001,00,01,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134022001,10/18/2016,002,00,01,00730,Walter Oil & Gas Corporation,G09651,PL,6,G09651,PL,6
177134022100,4/27/2000,005,00,00,01834,Talos Petroleum LLC,G09652,PL,15,G09652,PL,15
177134022100,7/16/2011,005,00,00,01834,Talos Petroleum LLC,G09652,PL,15,G09652,PL,15
177134022200,7/11/2012,029,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134022200,8/25/2012,029,00,00,03247,Talos Energy Offshore LLC,G01238,PL,23,G01238,PL,23
177134022500,10/26/2000,005,00,00,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134022500,10/26/2000,005,00,00,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134022600,9/27/2000,032,00,00,03295,Fieldwood Energy LLC, 00071,PL,11, 00071,PL,11
177134022800,8/6/2012,008,00,00,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134022800,8/23/2012,008,00,00,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134022902,5/7/2005,D002,00,02,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134022902,5/7/2005,D002,00,02,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134022902,6/28/2013,D002,00,02,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134023300,6/13/2001,018,00,00,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134023300,6/13/2001,018,00,00,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134023300,5/21/2012,018,00,00,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134023300,8/20/2012,018,00,00,03247,Talos Energy Offshore LLC,G12027,PL,5,G12027,PL,5
177134023502,1/10/2002,006,00,01,01834,Talos Petroleum LLC,G09652,PL,15,G09652,PL,15
177134023502,1/10/2002,006,00,01,01834,Talos Petroleum LLC,G09652,PL,15,G09652,PL,15
177134023502,1/10/2002,006,00,01,01834,Talos Petroleum LLC,G09652,PL,15,G09652,PL,15
177134023502,1/6/2006,006,00,01,01834,Talos Petroleum LLC,G09652,PL,15,G09652,PL,15
177134023502,2/4/2014,006,00,01,01834,Talos Petroleum LLC,G09652,PL,15,G09652,PL,15
177134024000,3/5/2004,A001,00,00,03247,Talos Energy Offshore LLC,G18054,PL,22,G18054,PL,22
