SN_EOR_FK,SN_EOR_WELL_COMP,INTERVAL,COMP_LEASE_NUMBER,COMP_AREA_CODE,COMP_BLOCK_NUMBER,COMP_STATUS_CD
-15640,-2375,S3, 00461,ST,  134,PGW
-16700,-2355,S2, 00809,EI,  227,PGW
-16119,-2372,S3,G04085,WC,  170,POW
-17785,-2374,S1,G01316,MP,  299,OSI
-16519,-2388,S1,G24910,EI,  275,GSI
-16821,-2404,S2,G01848,HI,  129,PGW
-18879,-2479,S3,G02006,WC,  504,PGW
-17219,-2490,S2,G16107,WC,   43,POW
-16640,-2514,S5,G03520,WC,  498,PGW
-17899,-2518,S5,G03520,WC,  498,PGW
-16881,-2546,S1,G10744,EI,  277,PGW
-17502,-2579,S1, 00132,GI,   46,PGW
-13743,-2561,S1,G08010,GC,  298,POW
-18979,-2617,D1,G01447,WD,   21,GSI
-21409,-2640,S5,G02280,SM,  130,PGW
-20904,-2641,S1, 00060,SS,   72,PGW
-20140,-2645,S2,G22219,GA,  424,GSI
-18140,-2650,D2,G22790,MP,   89,PGW
-21085,-2658,S3, 00560,VR,   67,PGW
-20019,-2666,S1,G05612,ST,  205,PGW
-18260,-2668,S1,G02937,WD,  109,GLO
-17339,-2675,S2,G24733,WC,  333,PGW
-17319,-2676,S2,G24733,WC,  333,PGW
-23854,-2726,S1,G22606,VR,   52,GSI
-22498,-2733,S5, 00442,EI,  128A,POW
-22071,-2758,S1,G26152,MP,  166,GSI
-17506,-2487,S1,G15050,WC,   33,OSI
-14829,-2540,S2,G15793,HI,A 415,PGW
-16822,-2554,S2,G12941,SS,  129,POW
-19339,-2555,S1,G22987,GC,  680,PGW
-20021,-2594,S1,G15303,SS,  296,PGW
-19360,-2629,S1, 00375,MP,   42,POW
-16642,-2637,S3,G02184,SP,   77,POW
-16959,-2649,S1,G02099,EI,   74,GSI
-20742,-2691,S2,G02111,EI,  314,GSI
-17579,-2696,S1,G22688,EI,  391,PGW
-13143,-2715,S1,G24393,HI,  131,GSI
-22034,-2729,S3,G12010,SS,  359,POW
-19582,-2759,S3,G05051,SP,   75,OSI
-22751,-2778,S7, 00757,WC,  118,PGW
-19880,-2779,S1,G11075,GC,  562,OSI
-22349,-2786,S2,G22219,GA,  424,PGW
-24055,-2797,S2, 00063,SS,   93,PGW
-22793,-2803,S3,G02735,HI,A 309,PGW
-22935,-2811,S1, 00374,MP,   41,PGW
-19039,-2452,S1, 00063,SS,   93,PGW
-19079,-2462,S2,G26146,MP,   19,PGW
-17561,-2557,S2,G02625,ST,   37,PGW
-20927,-2565,S4, 00442,EI,  128A,POW
-19359,-2566,S1,G24745,WC,  424,GSI
-20702,-2598,S1, 00787,SM,   49,PGW
-20829,-2605,S1,G10636,EC,  320,PGW
-21848,-2619,S1,G19939,MC,  348,GSI
-15371,-2735,S1,G10933,VK,  340,PGW
-15899,-2750,S1,G11573,GB,  783,POW
-22790,-2781,S5,G03394,VR,  146,POW
-22555,-2787,S1,G12027,PL,    5,PGW
-16439,-2804,S2,G04548,MI,  685,PGW
-23859,-2794,S2,G21790,GC,  338,POW
-20683,-2798,S1,G05900,GC,  109,POW
-22532,-2810,S3,G26146,MP,   19,PGW
-15592,-2823,S1,G08784,VK,  913,PGW
-19959,-2830,S2,G11080,GC,  644,POW
-16879,-2855,S1,G24954,ST,   41,POW
-19580,-2463,D1, 00026,WD,   30,PGW
-19379,-2468,S6, 00787,SM,   49,PGW
-17539,-2471,S7,G03520,WC,  498,PGW
-19279,-2473,S2,G06088,BA,A  66,PGW
-18259,-2477,S1,G24302,PS, 1113,GSI
-14370,-2500,S1,G05040,EI,  316,POW
-20233,-2505,S2,G23965,MP,   95,PGW
-16579,-2569,S1,G11081,GC,  645,WIW
-20642,-2587,S1,G01241,ST,   52,POW
-18140,-2611,D1,G22790,MP,   89,PGW
-17340,-2621,S2,G22238,HI,  197,PGW
-15312,-2624,S1, 00422,ST,   54,GSI
-21828,-2627,S2,G21534,WC,   57,PGW
-21448,-2634,S2,G02280,SM,  130,PGW
-21570,-2685,S2,G21532,WC,   44,PGW
-22491,-2694,S1,G25605,HI,A 341,PGW
-18799,-2711,S2, 00063,SS,   93,POW
-20803,-2717,S1, 00374,MP,   41,POW
-19239,-2446,S3, 00694,SP,   28,POW
-18421,-2450,S9,G09500,VR,  200,PGW
-15922,-2456,S2,G19996,MC,  773,POW
-12187,-2457,S1,G12761,WC,  130,PGW
-17522,-2466,S2,G03118,HI,A 499,PGW
-18364,-2516,S2,G01524,SS,  216,POW
-17441,-2543,S1,G22987,GC,  680,POW
-19001,-2580,S1,G01130,VR,  171,PGW
-21788,-2576,S4,G02112,EI,  315,POW
-18279,-2638,S1,G02113,EI,  322,GSI
-18880,-2584,S1,G11870,VR,  164,POW
-17789,-2590,S1,G07995,GC,  158,POW
-20139,-2592,S2,G01572,ST,  189,PGW
-20784,-2646,S1,G26040,EI,  320,GSI
-22271,-2648,S2,G16310,VR,  309,PGW
-22752,-2662,S1,G21583,EC,  298,PGW
-19660,-2671,S1, 00089,EC,   64,PGW
-19859,-2682,S1,G11929,SM,  233,GSI
-22430,-2683,S1,G05757,MO,  955,PGW
-20467,-2689,S1,G24923,SS,  106,GSI
-21432,-2703,S3,G01848,HI,  129,PGW
-22051,-2708,S6,G02885,SM,  141,PGW
-19800,-2501,S2,G21591,VR,   69,PGW
-18239,-2503,S1,G21826,AT,   37,GSI
-17359,-2506,S3,G02118,EI,  338,POW
-19560,-2537,S2,G15441,VK,  917,GSI
-16479,-2544,D1, 00263,ST,   21,OSI
-20283,-2573,S5, 00694,SP,   28,POW
-17384,-2593,S1,G21790,GC,  338,POW
-19200,-2659,S1,G08684,SM,   90,PGW
-20362,-2681,D1, 00026,WD,   30,OSI
-18299,-2692,S1,G03958,SA,   10,PGW
-14371,-2695,S1,G04397,WC,  291,GSI
-22650,-2709,S1,G11080,GC,  644,WIW
-20946,-2712,S1, 00787,SM,   49,PGW
-21588,-2714,S1,G02061,EC,  321,POW
-21388,-2722,S3,G16203,WC,  549,PGW
-23816,-2728,D4,G01295,MP,   37,PGW
-22229,-2743,S4,G02076,VR,  214,PGW
-22757,-2745,S5,G01331,WD,   23,PGW
-22070,-2749,S5,G21115,SS,  139,PGW
-21450,-2753,S4,G21706,BS,   54,GSI
-17686,-2459,S2, 00479,EI,   53,PGW
-19580,-2464,D2, 00026,WD,   30,POW
-15351,-2509,S1,G05612,ST,  205,PGW
-21084,-2597,S2,G03938,BA,A  23,PGW
-21573,-2600,S10,G01898,ST,  148,PGW
-16381,-2601,S1,G19799,EI,  364,PGW
-16520,-2603,S1,G15312,SS,  354,PGW
-21308,-2631,S2,G04085,WC,  170,PGW
-20442,-2772,S1,G05057,MO,  824,GSI
-21629,-2774,S3,G02846,WC,  427,PGW
-16099,-2448,S1,G22664,EI,  166,POW
-17099,-2510,S1,G10944,VK,  830,WIW
-12285,-2512,S1, 00758,WC,  165,PGW
-16479,-2545,D2, 00263,ST,   21,OSI
-23321,-2934,S1,G00983,EI,  252,PGW
-19839,-2935,S3,G04777,EC,   32,PGW
-24294,-2939,S3,G26146,MP,   19,PGW
-21950,-2953,S3,G00983,EI,  252,PGW
-25963,-2965,S1,G22850,MC,   22,POW
-16739,-3058,S1,G01441,SS,   26,PGW
-26385,-3078,S1,G26198,VK,  432,GSI
-22150,-3080,S1,G14016,MC,  711,GSI
-20983,-3087,S1,G15312,SS,  354,POW
-23215,-3101,S1,G24980,ST,  220,GSI
-20100,-2814,S2,G16432,ST,  204,PGW
-22209,-3104,S1,G26513,HI,A  64,GSI
-23375,-2817,S3,G02551,WC,  537,PGW
-21830,-2818,S2,G13850,WC,  552,PGW
-21508,-2824,D1, 00079,VR,   46,PGW
-24987,-2848,S1,G22850,MC,   22,POW
-21730,-2868,S3,G01614,SP,   70,GSI
-19520,-2873,S1,G24159,GC,  195,GSI
-23416,-2874,S1,G25605,HI,A 341,PGW
-22495,-2877,D3, 00434,SS,  149,POW
-18479,-2901,S3,G00977,EI,  214,PGW
-24901,-2910,S4, 00694,SP,   28,POW
-23654,-2913,S1,G15050,WC,   33,OSI
-21971,-2931,S1,G00978,EI,  217,PGW
-24060,-2959,S2,G02925,PL,   10,PGW
-26083,-3015,S5, 00694,SP,   28,PGW
-25721,-3029,S5,G01898,ST,  148,PGW
-25283,-3031,S1,G14340,WC,  522,PGW
-25000,-3060,S1,G01316,MP,  299,PGW
-26023,-3117,S2,G24954,ST,   41,POW
-22414,-3121,S1,G23956,WD,   36,GSI
-18499,-3122,S1,G04065,MI,  669,GSI
-22552,-2813,S2,G26146,MP,   19,PGW
-20219,-2918,S1,G15263,EI,  334,PGW
-23460,-2920,S3, 00560,VR,   67,PGW
-24058,-2992,S3,G03388,EC,  336,GSI
-24017,-3063,S1,G02104,EI,  295,PGW
-26264,-3066,S1,G05613,ST,  206,PGW
-23776,-3067,S1, 00263,ST,   21,POW
-26308,-3108,S2,G27132,SS,  250,PGW
-25102,-3120,S2,G04243,WD,   86,PGW
-28063,-3145,S1,G00983,EI,  252,PGW
-23895,-3152,D1,G02061,EC,  321,PGW
-23895,-3153,D2,G02061,EC,  321,PGW
-26898,-3163,S1,G01316,MP,  299,POW
-22212,-3171,D7,G03237,HI,  193,PGW
-26388,-3175,S7, 00787,SM,   49,PGW
-23557,-3190,S1,G04800,VR,  271,PGW
-27445,-3194,S2,G18863,PN,A   9,PGW
-24801,-2942,D1,G01101,WD,  117,POW
-24801,-2943,D2,G01101,WD,  117,POW
-20765,-2955,S1,G01220,EI,  158,PGW
-22251,-3059,S1,G27072,VR,  250,PGW
-22351,-3124,S3,G03088,MI,  623,PGW
-23481,-3126,S2,G02327,EI,  380,GSI
-23574,-3130,D2,G20605,MU,  726,OSI
-25242,-3135,S2,G01608,SP,   60,POW
-25500,-3181,S1,G02104,EI,  295,PGW
-24841,-3191,S6,G17912,VR,  253,PGW
-26544,-3197,S1, 00832,SS,  242,GLO
-22212,-3198,D8,G03237,HI,  193,PGW
-27064,-3202,S2,G01666,MP,  289,GLO
-26483,-3207,D1,G20605,MU,  726,OSI
-26483,-3208,D2,G20605,MU,  726,OSI
-23696,-3209,S1,G21642,EI,  302,GSI
-24763,-3210,S1,G27071,VR,  249,PGW
-24480,-3214,S1,G02640,MC,  148,GSI
-24340,-3217,D3,G08120,BA,A  21,PGW
-26443,-3218,S1,G05613,ST,  206,PGW
-26043,-3220,S1,G22582,EC,  121,PGW
-23722,-2956,D3,G01192,SM,   41,POW
-22350,-2970,S2,G13987,VK,  736,GSI
-24500,-2972,S4,G01362,ST,   28,OSI
-23715,-2980,S2,G02625,ST,   37,PGW
-22670,-2982,S2,G01874,WD,   79,PGW
-24764,-2984,S1,G26189,VK,   77,PGW
-26405,-2987,S8,G01029,SS,  248,PGW
-24741,-2988,S1, 00060,SS,   72,PGW
-23295,-3001,S2,G01238,PL,   23,OSI
-26183,-3005,S2,G02193,MP,  140,PGW
-23817,-3007,S1,G15050,WC,   33,GSI
-24000,-3019,S4, 00560,VR,   67,PGW
-25680,-3049,D3, 00479,EI,   53,PGW
-24254,-3050,S1,G02833,WC,  237,PGW
-24360,-3161,S1,G21065,EC,  109,PGW
-20722,-3179,S2,G02433,HI,A 368,GSI
-26505,-3182,D1, 00263,ST,   21,POW
-25420,-3186,S4,G02552,WC,  538,PGW
-25162,-3192,S2,G13987,VK,  736,PGW
-21083,-3223,S1,G21685,ST,  308,POW
-23294,-3224,S1,G05909,GC,  161,POW
-25520,-3231,S2, 00590,SS,  177,GLO
-27844,-3238,S3,G02846,WC,  427,PGW
-25942,-3243,S2,G02061,EC,  321,POW
-25080,-3246,S1,G25008,WD,   64,GSI
-26979,-3311,S1,G23102,PS, 1073,GSI
-29707,-3315,S3,G01372,BS,   55,OSI
-28986,-3342,S2,G02414,HI,A 323,PGW
-30110,-3364,S1,G27214,CA,   31,GSI
-23995,-3000,S2,G03108,MI,  700,PGW
-7182,-3039,S2,G02943,SP,   59,POW
-20079,-3040,S1,G04143,SX,   17,GSI
-24115,-3075,S1,G03288,EC,   46,PGW
-22994,-3127,S1,G27100,EI,   48,GSI
-13421,-3128,D2,G01447,WD,   21,GSI
-23574,-3129,D1,G20605,MU,  726,OSI
-26326,-3151,S2,G05525,EI,  371,PGW
-26063,-3155,D3, 00434,SS,  149,PGW
-28268,-3165,S7,G13934,PL,   18,PGW
-26639,-3168,S3, 00694,SP,   28,PGW
-26283,-3173,S2,G16104,WC,   28,PGW
-26505,-3183,D2, 00263,ST,   21,POW
-24056,-2826,S2, 00069,SS,  119,POW
-24822,-2835,S3,G12355,SS,  198,PGW
-21329,-2843,S1,G21811,GC,  679,POW
-22289,-2845,S2,G06893,VK,  912,GSI
-25040,-2850,S2, 00066,SS,  112,PGW
-24821,-2856,S7,G12355,SS,  198,GSI
-24001,-2865,S2, 00560,VR,   67,PGW
-22490,-2872,S1, 00787,SM,   49,PGW
-22834,-2878,S1,G23123,PN,  998,GSI
-21369,-2889,S4,G01870,ST,   26,POW
-19299,-2892,S1,G23933,ST,  242,GSI
-19779,-2898,S5,G03145,SM,   60,PGW
-23861,-2908,S2,G01984,SS,  225,POW
-22031,-2919,S1,G02316,SM,  288,PGW
-14971,-3018,S1,G21801,GC,  518,POW
-24274,-3024,S3,G15319,ST,  107,GSI
-24318,-3037,S2,G02716,HI,A 568,PGW
-25441,-3110,S5,G07699,SM,   36,GSI
-13421,-3138,D1,G01447,WD,   21,GSI
-24054,-3144,S1,G01959,EI,  258,PGW
-18439,-2820,S7, 00049,EI,  119,POW
-23074,-2821,S4,G09652,PL,   15,GSI
-21509,-2840,S1,G15050,WC,   33,OSI
-22450,-2842,S2,G02885,SM,  141,PGW
-21288,-2866,S1,G25606,HI,A 373,PGW
-23677,-2933,S1, 00166,ST,   23,PGW
-23815,-2937,S1,G01372,BS,   55,PGW
-24501,-2954,S1,G22850,MC,   22,PGW
-15111,-2968,S2,G22773,WD,   47,POW
-22111,-2975,S2,G04473,WD,   27,OSI
-26045,-2977,S2,G01101,WD,  117,POW
-24941,-2990,S3,G26097,ST,  136,POW
-24015,-3003,S1,G24878,SM,  192,PGW
-26568,-3033,S3,G01184,SM,   16,PGW
-26044,-3042,S2,G16244,EC,  196,PGW
-27038,-3105,S1,G18054,PL,   22,PGW
-21951,-3079,S1,G11977,SS,   59,PGW
-24117,-3106,S1,G01036,SS,  269,PGW
-25002,-3137,S3, 00560,VR,   67,PGW
-26738,-3142,S1,G23102,PS, 1073,GSI
-21508,-2825,D2, 00079,VR,   46,PGW
-23254,-2828,S2,G22262,HI,A 539,PGW
-26838,-3395,S1,G02318,EI,  339,GLO
-26938,-3401,D2,G02735,HI,A 309,PGW
-26938,-3402,D3,G02735,HI,A 309,PGW
-27323,-3403,S1,G27071,VR,  249,PGW
-30826,-3436,S1,G01192,SM,   41,POW
-30188,-3467,S3, 00069,SS,  119,POW
-29088,-3468,S1,G15459,MC,   21,POW
-28546,-3551,S2,G01666,MP,  289,PGW
-27448,-3555,S2,G01666,MP,  289,PGW
-29148,-3557,S2,G01666,MP,  289,PGW
-27703,-3633,S1,G04143,SX,   17,GSI
-26263,-3234,D1,G25008,WD,   64,GSI
-29237,-3250,D2,G03061,MU,A  85,PGW
-24680,-3276,S1,G01898,ST,  148,PGW
-25901,-3304,S2, 00034,GI,   23,POW
-26798,-3325,S1,G15891,GB,  409,OSI
-27784,-3336,S3,G13928,ST,   30,PGW
-25540,-3352,D2,G25008,WD,   64,GSI
-28223,-3368,S3,G13825,WC,   39,PGW
-27282,-3399,S1,G22567,WC,  590,GSI
-26574,-3431,S1,G04231,SS,  181,GLO
-26572,-3482,S2,G01187,SM,   27,PGW
-29607,-3506,S5, 00060,SS,   72,PGW
-30393,-3515,S3,G15169,VR,   87,PGW
-28566,-3516,S1,G02625,ST,   37,POW
-28426,-3518,S3,G02625,ST,   37,PGW
-29827,-3521,S4,G01240,ST,   51,POW
-25867,-3525,S1,G02937,WD,  109,POW
-30322,-3545,S1,G02601,EI,   57,PGW
-29390,-3538,S4, 00353,SP,   28,PGW
-24921,-3268,S1,G22513,WC,  116,GSI
-29387,-3479,D1,G27215,CA,   32,GSI
-25041,-3284,S1,G00978,EI,  217,PGW
-26781,-3297,S2, 00599,ST,   63,PGW
-26567,-3299,S1,G24937,SS,  241,GLO
-26263,-3317,D2,G25008,WD,   64,GSI
-26719,-3326,S4,G03998,SS,  182,PGW
-27723,-3321,S3,G01572,ST,  189,PGW
-26698,-3332,S3, 00479,EI,   53,PGW
-28809,-3333,S3,G12092,MP,  181,PGW
-29730,-3445,S4, 00373,MP,   40,PGW
-28812,-3453,S1,G16502,BS,   53,PGW
-26570,-3472,S1,G01187,SM,   27,POW
-29026,-3490,S3,G09529,VR,  398,PGW
-27963,-3524,S3,G06085,BA,A  52,PGW
-31645,-3531,S1,G27061,VR,  101,PGW
-30187,-3532,S1,G23100,PS, 1059,GSI
-23331,-3547,S4,G01614,SP,   70,POW
-28103,-3560,S1,G15607,GC,  743,OSI
-29489,-3563,S2, 00063,SS,   93,POW
-28827,-3564,S1,G23820,VR,  162,GSI
-31707,-3575,S1,G15459,MC,   21,PGW
-26084,-3267,S1,G25033,MP,  185,GSI
-26003,-3272,S2, 00375,MP,   42,POW
-27462,-3365,S1,G19839,WD,   63,GSI
-28407,-3300,D1,G01101,WD,  117,POW
-29630,-3305,S1,G01192,SM,   41,PGW
-27262,-3318,S6, 00694,SP,   28,PGW
-28507,-3329,S4, 00060,SS,   72,PGW
-26739,-3355,S2,G01083,WD,   73,GSI
-24620,-3387,S1,G23529,DC,  621,GSI
-29166,-3380,D2,G15110,WC,  540,PGW
-28769,-3483,S1,G02193,MP,  140,POW
-29126,-3570,S2,G15891,GB,  409,OSI
-26998,-3573,D1, 00263,ST,   21,GLO
-26998,-3574,D2, 00263,ST,   21,GLO
-31951,-3578,S5,G07750,SS,  100,PGW
-30475,-3587,D3,G21650,SS,   62,PGW
-29066,-3589,S1,G26157,MP,  187,GSI
-26284,-3594,S2,G01608,SP,   60,POW
-30987,-3595,S4,G01874,WD,   80,POW
-30846,-3599,S3,G02137,SP,   60,GLO
-25220,-3601,S2,G02943,SP,   59,GLO
-31748,-3622,S2, 00572,EI,  193,PGW
-25501,-3627,S1,G02023,WC,  593,GSI
-29469,-3630,S1,G02925,PL,   10,PGW
-31187,-3657,S3,G13091,EW, 1003,POW
-30227,-3663,S1,G22219,GA,  424,PGW
-28163,-3664,S1,G06156,HI,  116,PGW
-25502,-3722,S1, 00191,WC,  193,PGW
-31634,-3703,S3, 00572,EI,  193,PGW
-30087,-3361,D1,G01447,WD,   21,PGW
-23474,-3363,S1,G02193,MP,  140,PGW
-25700,-3411,S1,G02023,WC,  593,GSI
-29327,-3435,S3,G22705,SS,  146,PGW
-29086,-3437,S1,G23480,LL,  399,GSI
-27362,-3439,S1,G02318,EI,  339,POW
-29767,-3442,S3, 00378,MP,   58,PGW
-21648,-3446,S1,G22751,ST,  223,GSI
-31048,-3459,D6,G11383,HI,A 442,PGW
-25461,-3460,S1, 00422,ST,   54,GSI
-29387,-3480,D2,G27215,CA,   32,GSI
-30966,-3604,S1,G03596,GI,   20,PGW
-32010,-3552,S1,G15212,VR,  408,PGW
-31166,-3565,S1,G15459,MC,   21,PGW
-29391,-3568,D5,G04565,GA,  303,PGW
-26958,-3605,S1,G24712,WC,  132,GSI
-26658,-3283,S1,G24710,WC,   95,GSI
-25540,-3359,D1,G25008,WD,   64,GSI
-26659,-3308,S1,G27147,ST,   27,POW
-29627,-3323,S5,G03520,WC,  498,PGW
-26163,-3351,S1,G15312,SS,  354,POW
-29166,-3346,D62,G15110,WC,  540,PGW
-26864,-3358,S3,G15781,HI,A   7,GSI
-24019,-3362,S1,G24889,EI,   85,PGW
-29150,-3374,S1,G01101,WD,  117,POW
-28627,-3540,S1,G03194,MP,   59,GSI
-27783,-3383,S1,G04065,MI,  669,GSI
-26861,-3388,S3,G02625,ST,   37,PGW
-28207,-3415,S2,G02839,WC,  352,PGW
-30706,-3420,S1,G21142,BS,   41,PGW
-28607,-3424,S5,G04565,GA,  303,GSI
-29727,-3428,S3,G23936,ST,  254,PGW
-29266,-3451,S3,G19996,MC,  773,POW
-29006,-3456,S8,G07700,SM,   37,GSI
-28807,-3457,S2,G02712,HI,A 561,PGW
-23034,-3484,S1,G11075,GC,  562,POW
-25943,-3485,S1,G22781,SP,   43,GSI
-28107,-3486,S1,G27023,WC,  342,GSI
-26464,-3504,S3,G02317,EI,  333,GSI
-30986,-3539,S1,G08461,MP,   59,GSI
-24580,-3233,S1,G22850,MC,   22,PGW
-28606,-3240,S3,G13987,VK,  736,GSI
-30793,-3511,S4,G23936,ST,  254,GSI
-26563,-3245,S1,G01101,WD,  117,POW
-25440,-3255,S1,G13557,WC,   91,PGW
-30014,-3347,S1,G23735,WC,   72,PGW
-23734,-3290,S1,G15607,GC,  743,OSI
-28407,-3301,D2,G01101,WD,  117,POW
-28429,-3375,S1,G23102,PS, 1073,GSI
-30007,-3377,S9,G13825,WC,   39,GSI
-29770,-3488,S2,G03338,MP,   43,POW
-29046,-3495,D1,G15540,GC,   89,GLO
-31487,-3501,S2,G01187,SM,   27,GLO
-27626,-3566,S1,G26002,SM,   80,PGW
-30273,-3543,S4, 00694,SP,   28,POW
-30666,-3582,S1,G23100,PS, 1059,GSI
-27964,-3597,S3,G06085,BA,A  52,PGW
-27142,-3226,S1,G27214,CA,   31,GSI
-27063,-3229,S1,G09580,EI,   87,PGW
-25984,-3232,S1,G05393,EC,  318,GSI
-25940,-3348,S1,G22781,SP,   43,OSI
-29237,-3248,D1,G03061,MU,A  85,GSI
-29286,-3253,S1,G24786,WC,  663,PGW
-25800,-3256,S1,G02193,MP,  140,GSI
-23860,-3378,S1,G11081,GC,  645,WIW
-29226,-3385,S4,G02241,WC,  643,PGW
-28266,-3409,S3,G12027,PL,    5,POW
-28946,-3822,S1,G25972,VR,   68,GSI
-34927,-3828,S1,G24425,HI,A 353,PGW
-33148,-3840,S2,G14544,ST,  235,GSI
-33146,-3862,S1,G23458,LL,   50,GSI
-34948,-3963,D6, 00797,EI,  105,POW
-31970,-3947,D4, 00263,ST,   21,POW
-36048,-4011,S2,G21142,BS,   41,PGW
-36068,-4013,S3,G24760,WC,  489,PGW
-24522,-4015,S1,G20051,GC,  243,POW
-32135,-4016,S1,G22219,GA,  424,GSI
-29089,-3612,S3,G10687,VR,  362,PGW
-31807,-3647,S1,G09514,VR,  332,POW
-24114,-3653,S1,G01241,ST,   52,POW
-30473,-3654,S2,G02925,PL,   10,PGW
-23456,-3668,S1,G23851,EI,   10,POW
-29887,-3672,S3,G01372,BS,   55,GLO
-30474,-3673,S1,G09895,MC,  898,POW
-31630,-3737,S2,G02925,PL,   10,POW
-30317,-3744,S1,G23473,LL,  309,GSI
-32913,-3758,S2,G21093,VR,  258,PGW
-30809,-3804,S1,G24429,HI,A 366,POW
-31848,-3810,S1,G05062,MO,  861,GSI
-32985,-3815,S2,G22667,EI,  177,PGW
-34087,-3823,D6,G15050,WC,   33,PGW
-31527,-3843,D4,G02601,EI,   57,GSI
-31527,-3845,D5,G02601,EI,   57,GSI
-33466,-3846,S2,G10968,EW, 1006,PGW
-29230,-3847,S1,G02924,PL,    9,GSI
-35348,-3859,S1,G07736,EI,  262,PGW
-32710,-3860,S1,G21065,EC,  109,PGW
-30907,-3624,S2,G10726,EI,  142,POW
-31467,-3644,S2,G01205,SM,   73,POW
-28123,-3670,S1,G08736,WD,  107,OSI
-29366,-3708,S6,G12497,GA,  272,PGW
-30010,-3730,S1,G27182,WD,   87,GSI
-30686,-3738,S1,G05315,WC,  368,GSI
-33106,-3746,S2,G06888,VK,  826,POW
-32462,-3756,S3,G21093,VR,  258,PGW
-30323,-3761,S4,G01172,VR,  313,PGW
-31407,-3762,S1,G27225,MO,  950,GSI
-32247,-3764,S2,G00983,EI,  252,PGW
-31307,-3778,S1,G15212,VR,  408,PGW
-24860,-3806,S1,G06893,VK,  912,PGW
-31989,-3884,D2,G01141,VR,  217,PGW
-35252,-3910,S2,G15312,SS,  354,PGW
-35250,-3913,S3,G02925,PL,   10,PGW
-33387,-3922,S2,G01572,ST,  189,PGW
-30533,-3926,D3,G02625,ST,   37,PGW
-32649,-3928,S3,G02624,ST,   36,POW
-30207,-3609,D3,G23222,HI,A 367,PGW
-30513,-3628,S3,G16107,WC,   43,PGW
-31328,-3655,S1,G01240,ST,   51,POW
-32096,-3662,S3,G02833,WC,  237,PGW
-28586,-3696,S1,G24730,WC,  295,PGW
-31006,-3699,S5,G01127,VR,  161,PGW
-29248,-3704,S1,G27127,SS,  138,GSI
-30906,-3711,S2,G22501,WC,   54,PGW
-33666,-3715,S2,G22660,EI,  110,PGW
-30433,-3721,S4,G03079,MI,  555,PGW
-22630,-3831,S1,G09883,MC,  854,POW
-32440,-3864,S1,G27851,VR,   72,GSI
-34066,-3870,S6,G07746,SS,   58,PGW
-33528,-3882,S3,G01860,WC,   66,PGW
-31989,-3885,D1,G01141,VR,  217,PGW
-30946,-3726,S2,G22772,WD,   38,GLO
-31847,-3729,S6,G03520,WC,  498,PGW
-30434,-3732,S3,G03079,MI,  555,PGW
-30633,-3735,S3,G10944,VK,  830,PGW
-33808,-3748,S2,G19027,EB,  598,POW
-32381,-3750,S2,G04827,ST,   77,PGW
-33807,-3752,S2,G09191,EB,  688,POW
-28766,-3781,D2,G23197,HI,  165,PGW
-31186,-3799,S3,G01441,SS,   26,PGW
-33247,-3813,S1, 00127,GI,   39,PGW
-33946,-3817,S1,G02193,MP,  140,POW
-30313,-3837,S2,G02938,SP,   17,GLO
-34387,-3874,S9,G03584,SS,  170,PGW
-33107,-3889,S2,G14544,ST,  235,GSI
-26641,-3905,S1,G04243,WD,   86,GSI
-35208,-3916,S2,G05052,SP,   83,GSI
-31868,-3918,S4,G01260,ST,  177,PGW
-33610,-3929,S4,G17897,VR,  128,PGW
-23777,-3934,S1,G05040,EI,  316,POW
-32570,-3938,S2,G01608,SP,   60,POW
-33208,-3941,S2, 00138,WD,   45,POW
-31970,-3944,D3, 00263,ST,   21,POW
-30318,-3945,S1,G08241,GB,  426,PGW
-34869,-4032,S4,G01362,ST,   28,POW
-35531,-4036,S2, 00040,SS,  119,PGW
-35027,-4050,D3,G02354,HI,  111,PGW
-36110,-4068,S2,G16121,WC,  148,POW
-35487,-4073,S1, 00386,ST,   23,POW
-34591,-4075,D1,G02429,HI,A 351,GSI
-36069,-4109,S1,G22553,WC,  426,PGW
-36228,-4113,S1,G12941,SS,  129,PGW
-35207,-4119,S1,G21790,GC,  338,OSI
-37450,-4127,S4, 00336,SS,   33,POW
-34687,-4137,D4,G02549,WC,  507,PGW
-36148,-4292,S4,G01362,ST,   28,GSI
-33426,-4149,S1,G26098,ST,  145,OSI
-30333,-3723,S1,G17182,HI,A 472,POW
-28926,-3753,S1,G11080,GC,  644,POW
-34048,-3766,S2,G21532,WC,   44,PGW
-33609,-3768,S1, 00310,SM,  217,PGW
-31767,-3785,S1,G26431,PS, 1133,GSI
-32034,-3787,S1,G18577,AT,  349,GSI
-30926,-3838,S1,G04243,WD,   86,GSI
-31694,-3841,S1,G27147,ST,   27,GLO
-32628,-3867,S2, 00457,ST,  131,PGW
-33607,-3872,S3,G02324,EI,  361,OSI
-31046,-3705,S1,G02193,MP,  140,GLO
-31287,-3709,S1,G15607,GC,  743,OSI
-32240,-3714,S3,G02404,HI,A 283,PGW
-28567,-3727,S1,G04243,WD,   86,GSI
-32201,-3733,S1,G04143,SX,   17,PGW
-30516,-3742,S2, 00016,WD,   31,PGW
-29106,-3759,S1,G05549,SS,  166,PGW
-30128,-3772,S2,G01172,VR,  313,POW
-32280,-3779,S3,G15773,HI,   88,GSI
