SN_APD_FK,SN_ATTACHMENT_BLOB_FK,ATT_NAME,ATT_EXTENSION
-6127,-243094,ABS/DNV Certificate,pdf
-6127,-243095,Engineering Calculation,pdf
-6127,-243096,BOP & Diverter Schematics with Operating Procedures,pdf
-6127,-243097,Pay Gov Confirmation,pdf
-6127,-243098,Structure Map-Cris A Sand,pdf
-6127,-243099,BioStrat Column,pdf
-6127,-243100,Waivers,pdf
-6127,-243101,Seismic Cross Section,pdf
-6127,-243102,REVISED PRODUCTION CASING SUMMARY - JAN 11 2008,pdf
-6282,-301879,Proposed Well Location Plat,pdf
-6282,-301876,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6834,-283509,H2S Contingency Plan,pdf
-6947,-285134,Proposed Well Location Plat,pdf
-6947,-285140,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6947,-285119,Directional Program,pdf
-6947,-285135,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-6947,-285139,Proposed Wellbore Schematic,pdf
-6947,-285138,Engineering Calculation,pdf
-6947,-285123,BOP & Diverter Schematics with Operating Procedures,pdf
-6947,-285124,Additional Safety Remarks,pdf
-6947,-285125,Location Plat - Public Information,pdf
-6585,-265224,BOP & Diverter Schematics with Operating Procedures,pdf
-6585,-265229,U.S. Coast Guard Certificate,pdf
-910,-265795,Stress Check,pdf
-6777,-275286,Present Plugback Schematic,pdf
-6546,-266840,Supplemental APD Information Sheet,pdf
-6352,-253812,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6082,-241371,Payment Receipt,pdf
-6082,-241374,+10 Valve,pdf
-6082,-241376,APD Info Sheet,pdf
-6093,-241382,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6093,-241383,PayGov Receipt,pdf
-6102,-241715,APD Information Sheet,pdf
-6121,-243177,APD Info,pdf
-6177,-245750,UM1-A Structure Map,pdf
-6139,-244388,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-6139,-244391,BOP & Diverter Schematics with Operating Procedures,pdf
-6139,-244123,Engineering Calculation,pdf
-6139,-244400,Departure List,pdf
-5985,-237448,Revised Schematic 17Dec07,pdf
-6303,-251629,RPD Attqachments 2-15-08,pdf
-6409,-263682,Application for Permit to Drill,PDF
-6310,-251903,Application for Permit to Drill,PDF
-6237,-249950,Application for Permit to Drill,PDF
-6590,-268152,Seneca OSFR Letter Update,pdf
-6352,-253819,Proposed Well Location Plat,pdf
-6352,-254050,Directional Program,pdf
-6093,-241384,"7"" Casing Calculations",pdf
-6093,-241385,Supplemental MMS Spreadsheet,pdf
-6093,-241386,Proposed Wellbore Schematic,pdf
-6177,-245736,Proposed Well Location Plat,pdf
-6177,-245737,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6177,-245738,Directional Program,pdf
-6177,-245739,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-6177,-245740,Proposed Wellbore Schematic,pdf
-6177,-245741,Engineering Calculation,pdf
-6177,-245742,Departure List,pdf
-6177,-245743,BOP & Diverter Schematics with Operating Procedures,pdf
-6177,-245744,Shallow Gas,pdf
-6177,-245745,Diverter Target Flange,pdf
-6177,-245746,Drilling Procedure-Prognosis,pdf
-6177,-245747,Loop Current Information,pdf
-6177,-245748,Geological Prognosis,pdf
-6177,-245749,Entire RPD package,pdf
-8288,-361967,APD Supplemental Sheet,pdf
-8306,-359933,Engineering Calculation,pdf
-8307,-392224,Proposed Well Location Plat,pdf
-8307,-392195,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8307,-392231,Directional Program,pdf
-8307,-392148,Proposed Wellbore Schematic,pdf
-7986,-349281,Nautilus H2S Plan,pdf
-7986,-349282,APD_Antietam-1_DWNautilus Loop Current & Mooring_27-Feb-2009,pdf
-6890,-334232,Application for Permit to Drill,PDF
-8577,-381836,"Proposed WBS with 9-7/8""",pdf
-8577,-381837,Current WBS,pdf
-8577,-381844,"Supplemental APD with 9-7/8"" casing",pdf
-8577,-381856,Verbal Approval by F. Patton (06/30/09),pdf
-7978,-334416,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-7978,-334411,Proposed Wellbore Schematic,pdf
-7978,-334406,Engineering Calculation,pdf
-7978,-334418,BOP & Diverter Schematics with Operating Procedures,pdf
-8065,-341907,Application for Permit to Drill,PDF
-8306,-358669,BOP & Diverter Schematics with Operating Procedures,pdf
-8307,-392241,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8307,-392832,Engineering Calculation,pdf
-8307,-392308,Departure List,pdf
-8519,-374644,MMS E-Mail 2009 Hurricane Season Mooring Approval 20090515.p,pdf
-8504,-372188,BOP & Diverter Schematics with Operating Procedures,pdf
-8743,-397147,Proposed Wellbore Schematic,pdf
-8426,-367265,Hydrogen Sulfide Contingency Plan,pdf
-7978,-336585,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8307,-402480,Safe Welding Area Drawing,pdf
-8307,-396551,BOP & Diverter Schematics with Operating Procedures,pdf
-8307,-388761,Rig Picture and Drawing,pdf
-8490,-371743,H2S Contingency Plan,pdf
-8504,-372180,Proposed Well Location Plat,pdf
-8504,-372181,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8504,-372182,Directional Program,pdf
-8504,-372183,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8504,-372184,Proposed Wellbore Schematic,pdf
-8504,-372185,Safe Welding Area Drawing,pdf
-8504,-372186,ABS/DNV Certificate,pdf
-8504,-372187,Engineering Calculation,pdf
-8504,-372189,U.S. Coast Guard Certificate,pdf
-8743,-397142,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8743,-397144,Proposed Well Location Plat,pdf
-8743,-397145,Engineering Calculation,pdf
-8743,-397146,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8743,-397148,Departure List,pdf
-8743,-397149,BOP & Diverter Schematics with Operating Procedures,pdf
-8743,-397150,Hydrogen Sulfide Contingency Plan,pdf
-8743,-397151,MMS Operating Statements,pdf
-8037,-337734,ABS/DNV Certificate,pdf
-8037,-337735,Engineering Calculation,pdf
-8037,-337736,BOP & Diverter Schematics with Operating Procedures,pdf
-8037,-337737,U.S. Coast Guard Certificate,pdf
-8040,-337856,Proposed Well Location Plat,pdf
-8040,-337874,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8040,-337858,Directional Program,pdf
-8040,-337877,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8040,-337876,Proposed Wellbore Schematic,pdf
-8040,-337875,Engineering Calculation,pdf
-8040,-337862,BOP & Diverter Schematics with Operating Procedures,pdf
-8040,-337863,OSFR listing,pdf
-8051,-338565,ST 110 #01 Barite Sack Calculations,pdf
-8504,-372190,Rig Picture and Drawing,pdf
-8743,-397143,Directional Program,pdf
-8725,-397185,USCG-EEP,pdf
-7953,-338293,Diverter Drawing,pdf
-8051,-338552,Proposed Well Location Plat,pdf
-8051,-338550,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8051,-338553,Directional Program,pdf
-8051,-338554,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8051,-338562,Proposed Wellbore Schematic,pdf
-8051,-338551,Engineering Calculation,pdf
-8051,-338560,BOP & Diverter Schematics with Operating Procedures,pdf
-8534,-377683,Proposed Well Location Plat,pdf
-8534,-379677,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8534,-377341,Directional Program,pdf
-8534,-377342,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8534,-377349,Engineering Calculation,pdf
-8534,-377728,Departure List,pdf
-8571,-400061,Application for Permit to Drill,PDF
-8210,-348506,Proposed Well Location Plat,pdf
-8210,-349021,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8210,-348508,Directional Program,pdf
-8210,-348509,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8210,-349026,Engineering Calculation,pdf
-8159,-344978,Proposed Well Location Plat,pdf
-8159,-344979,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8159,-344980,Directional Program,pdf
-8159,-344981,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8159,-344982,Proposed Wellbore Schematic,pdf
-8123,-343172,BOP & Diverter Schematics with Operating Procedures,pdf
-8090,-343171,Log Interpretation,pdf
-7986,-349275,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-7986,-346144,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-7986,-349280,Departure List,pdf
-7986,-349279,BOP & Diverter Schematics with Operating Procedures,pdf
-8490,-370900,BOP & Diverter Schematics with Operating Procedures,pdf
-8035,-339588,Application for Permit to Drill,PDF
-8534,-377492,Proposed Wellbore Schematic,pdf
-8534,-379435,Mooring Approval,pdf
-8725,-397979,2009-08-31 - Mooring Analysis and Approval,pdf
-8210,-349011,Proposed Wellbore Schematic,pdf
-8077,-340517,Application for Permit to Drill,PDF
-8123,-343165,Engineering Calculation,pdf
-8118,-343065,Diverter Schematic,pdf
-8105,-343081,Supplemental APD Information Sheet,pdf
-7897,-330918,Application for Permit to Drill,PDF
-8489,-370971,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8490,-370893,Proposed Well Location Plat,pdf
-8490,-370894,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8490,-370895,Directional Program,pdf
-8490,-370896,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8490,-370897,Proposed Wellbore Schematic,pdf
-8490,-370898,Engineering Calculation,pdf
-8490,-370899,Departure List,pdf
-7922,-331679,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-7986,-335186,Proposed Well Location Plat,pdf
-7986,-335236,Directional Program,pdf
-9638,-469786,MMS Approval_Gas Handler WR543_19 Sep 2009,pdf
-9638,-469787,MMC Casing Pressure Tests 16 July,pdf
-9638,-469788,MMS123S_30 July 2009,pdf
-9638,-469789,"REV WBS WR543 9-3/8"" casing_12 May 2010",pdf
-9638,-469790,"REV APD omit 9-3/8"" casing_12 May 2010",pdf
-9643,-470755,"6-5/8"" 27.7# DP shear pressure at MASP 7816 psi",pdf
-9643,-470722,Transocean BSR Statement_14 May 2010,pdf
-9643,-470528,MC540 PP-MW-FG Plot_14 May 2010,pdf
-9643,-470754,"6-5/8"" 34# DP shear pressure at MASP 7816 psi",pdf
-9643,-470756,"5-7/8""  25.4# DP shear pressure at MASP 7816 psi",pdf
-9643,-470757,"7-5/8"" 39# csg shear pressure at MASP 7816 psi",pdf
-9749,-479713,H205-001 SHT 1 OF 2 - BOP CONTROL UNIT GENERAL ARRANGEMENT,pdf
-9749,-479714,H205-001 SHT 2 OF 2 - BOP CONTROL UNIT GENERAL ARRANGEMENT,pdf
-9001,-422725,Proposed Wellbore Schematic,pdf
-9730,-476838,Application for Permit to Drill,PDF
-9420,-477116,Shear Ram Calculation Sheet,pdf
-9001,-422723,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-9001,-422726,Directional Program,pdf
-9001,-422724,Engineering Calculation,pdf
-9001,-422722,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-9001,-422687,BOP & Diverter Schematics with Operating Procedures,pdf
-9001,-422681,Proposed Well Location Plat,pdf
-9001,-422685,Safe Welding Area Drawing,pdf
-9001,-422686,Departure List,pdf
-9001,-422688,ADCP,pdf
-9001,-422689,geological prognosis,pdf
-9001,-422690,Cementing program,pdf
-9176,-435267,Revised H2S Contingency Plan,pdf
-9193,-435856,Proposed Wellbore Schematic,pdf
-9005,-422789,+10 valve,pdf
-9193,-435850,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-9193,-435851,Directional Program,pdf
-9193,-435852,Proposed Well Location Plat,pdf
-9193,-435853,ABS/DNV Certificate,pdf
-9193,-435854,Engineering Calculation,pdf
-9193,-435855,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-9749,-483851,Application for Permit to Drill,PDF
-9193,-435857,Safe Welding Area Drawing,pdf
-9193,-435858,Departure List,pdf
-9193,-435859,BOP & Diverter Schematics with Operating Procedures,pdf
-9193,-435860,U.S. Coast Guard Certificate,pdf
-9193,-435861,Rig Picture and Drawing,pdf
-9193,-435862,MC540 9_375 Casing Mil-Cert_10 Aug 2009,pdf
-9193,-435863,MC540 Krakatoa Tops,pdf
-9193,-435864,MMS Form 123S Rev 5 (Deepen 22) 11-20-09,pdf
-9193,-435865,PP-FG-MW,pdf
-9193,-435866,MC540 Krakatoa RMR 26-inch Hole Section,pdf
-9193,-435867,AGR RMR Training Manual,pdf
-9665,-473852,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-9665,-473856,Directional Program,pdf
-9665,-473855,Proposed Well Location Plat,pdf
-9665,-487258,ABS/DNV Certificate,pdf
-9665,-473853,Engineering Calculation,pdf
-9665,-473857,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-9665,-473854,Proposed Wellbore Schematic,pdf
-9665,-473858,BOP & Diverter Schematics with Operating Procedures,pdf
-9749,-479715,H205-002 SHT 1 OF 1 - BOP CONTROL DIAGRAM.pdf,pdf
-9749,-479716,H205-003 SHT 1 OF 1 - ACCUMULATOR UNIT SCHEMATIC.pdf,pdf
-9792,-485593,Proposed Well Location Plat - Public,pdf
-9665,-487278,PE Certification,pdf
-9205,-436335,+10 valve,pdf
-9205,-436337,Supplemental APD Sheet,pdf
-9208,-437132,Directional Program,pdf
-9208,-437191,Proposed Well Location Plat,pdf
-9208,-437130,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-9215,-437460,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-9215,-437463,Directional Program,pdf
-9215,-437461,Engineering Calculation,pdf
-9596,-483728,BOP Test Pressures,pdf
-9596,-483730,Statement of Performance,pdf
-9596,-483729,APD Information Sheet,pdf
-9596,-483732,Church Verification,pdf
-8946,-420073,Directional Program,pdf
-8946,-420758,BOP & Diverter Schematics with Operating Procedures,pdf
-8946,-420076,U.S. Coast Guard Certificate,pdf
-8960,-419954,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-8960,-419955,Proposed Wellbore Schematic,pdf
-8960,-419957,COFR - Date Stamped by MMS,pdf
-8960,-419959,EPA Notice of Intent,pdf
-8960,-419960,Minimum Barite Required,pdf
-8960,-419961,Hercules 202 Site Assessment Approval,pdf
-8960,-419950,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8960,-419951,Directional Program,pdf
-8960,-419952,Proposed Well Location Plat,pdf
-8960,-419953,Engineering Calculation,pdf
-9013,-423858,Engineering Calculation,pdf
-9256,-440263,Proposed Wellbore Schematic,pdf
-9694,-482264,Application for Permit to Drill,PDF
-9193,-435953,Application for Permit to Drill,PDF
-9662,-472221,Application for Permit to Drill,PDF
-9624,-472501,Application for Permit to Drill,PDF
-9749,-482965,Church Statement of Performance,pdf
-9749,-482964,HI 88 RAM shear calcs,pdf
-9792,-485622,Well Design Certification,pdf
-9792,-486601,Well Cementing and Comp. Strengths,pdf
-9665,-487262,H2S Plan,pdf
-9665,-487273,Tieback Design,pdf
-9208,-440208,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-9256,-440212,Directional Program,pdf
-9256,-440213,Proposed Well Location Plat,pdf
-9256,-440214,ABS/DNV Certificate,pdf
-9208,-441277,Engineering Calculation,pdf
-9208,-439478,Proposed Wellbore Schematic,pdf
-9208,-441343,BOP & Diverter Schematics with Operating Procedures,pdf
-9215,-437464,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-9749,-482982,Church Statement of Qualifications06-18-2010.pdf,pdf
-9749,-483013,Church Corporate Stmts.pdf,pdf
-9749,-483587,Revised Drillng Summary Prognosis per Jarvis request,pdf
-9724,-485064,EC 34 No 1 MMS Hurricane Rig Fitness Check Sheet_HERC 201,pdf
-9724,-485068,SBR Shear Ram Calculations EC34 #1.pdf,pdf
-9724,-485069,ISR Shear Ram Calculations EC34 #1.pdf,pdf
-9724,-485067,SHEAR TEST REPORT SBR 13-10M 5 PIPE.pdf,pdf
-9724,-485070,Church Energy Statement of Performance.pdf,pdf
-9724,-485071,Operational Review  Summary -  EC 34 #1 Hall Houston.pdf,pdf
-9792,-487580,Factors Affecting Shear,pdf
-9792,-487600,FAT Report - 5-inch DP Shear,pdf
-9792,-487601,Shear Data Calculation,pdf
-9227,-438757,Application for Permit to Drill,PDF
-9151,-438859,Application for Permit to Drill,PDF
-8946,-423447,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-8946,-420072,Proposed Well Location Plat,pdf
-8946,-423448,Engineering Calculation,pdf
-8946,-423449,Proposed Wellbore Schematic,pdf
-4833,-176995,BOP & Diverter Schematics with Operating Procedures,pdf
-4833,-176996,U.S. Coast Guard Certificate,pdf
-4833,-176926,General Inforamtion Sheet,pdf
-4833,-176927,Payment Receipt,pdf
-4841,-177436,Mooring Analysis,pdf
-4851,-177796,Proposed Well Location Plat,pdf
-4851,-177819,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-4851,-177822,Directional Program,pdf
-4851,-177823,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-4851,-177821,Proposed Wellbore Schematic,pdf
-4851,-177820,Engineering Calculation,pdf
-4851,-177824,Departure List,pdf
-4851,-177803,BOP & Diverter Schematics with Operating Procedures,pdf
-4851,-177804,+10 Ball Valve,pdf
-4797,-175349,BOP & Diverter Schematics with Operating Procedures,pdf
-4797,-175350,Supplemental APD Info Sheet,pdf
-4797,-175351,PayGov confirmation,pdf
-4797,-175352,ball valve schematic,pdf
-4827,-176683,Proposed Well Location Plat,pdf
-4827,-176684,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-4827,-176685,Directional Program,pdf
-4827,-176686,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-4827,-176687,Proposed Wellbore Schematic,pdf
-4827,-176688,Engineering Calculation,pdf
-4827,-176694,BOP & Diverter Schematics with Operating Procedures,pdf
-4827,-176690,Receipt,pdf
-4633,-175413,APD Information Sheet,pdf
-4804,-175720,"36"" DP schematic",pdf
-4811,-175774,Proposed Well Location Plat,pdf
-4811,-175775,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-4811,-175776,Directional Program,pdf
-4811,-175777,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-4811,-175778,Proposed Wellbore Schematic,pdf
-4811,-175779,Engineering Calculation,pdf
-4811,-175780,BOP & Diverter Schematics with Operating Procedures,pdf
-4811,-175781,Anchor Pattern,pdf
-4811,-175782,APD Supplemental Spreadsheet,pdf
-4811,-175783,Loop Current Discussion,pdf
-4827,-176691,Base Map with Avoidance Areas Per Plan Approval,pdf
-4827,-176692,+10 valve,pdf
-4670,-176776,18in Pipe Collapse Report,pdf
-4802,-175867,"+10"" Valve Schematic",pdf
-5043,-189228,Application for Permit to Drill,PDF
-5108,-189377,Proposed Well Location Plat,pdf
-5108,-189378,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-5108,-189379,Directional Program,pdf
-5108,-189380,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-5108,-189381,Proposed Wellbore Schematic,pdf
-5108,-189382,Engineering Calculation,pdf
-5108,-189383,BOP & Diverter Schematics with Operating Procedures,pdf
-5284,-199547,Supplemental APD Form,pdf
-5388,-209198,Structure Map,pdf
-5388,-209200,Cross Section,pdf
-5448,-209201,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-5448,-209202,Proposed Wellbore Schematic,pdf
-5448,-209203,Pay Gov Confirmation,pdf
-5466,-209828,Engineering Calculation,pdf
-5466,-209819,Preloading Procedures,pdf
-5084,-188698,Directional Program,pdf
-5957,-235800,Proposed Well Location Plat,pdf
-5957,-235822,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-5957,-235804,Engineering Calculation,pdf
-5957,-235803,BOP & Diverter Schematics with Operating Procedures,pdf
-5404,-206427,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-5284,-199699,Application for Permit to Drill,PDF
-5193,-199883,Application for Permit to Drill,PDF
-5466,-209813,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-5466,-209814,Directional Program,pdf
-5466,-209825,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-5466,-209824,Proposed Wellbore Schematic,pdf
-5466,-209818,BOP & Diverter Schematics with Operating Procedures,pdf
-5466,-209820,Mud/Cement Remarks,pdf
-5466,-209812,Proposed Well Location Plat,pdf
-5466,-209821,NTL,pdf
-5432,-209875,APD Info Sheet,pdf
-5018,-187986,ABS/DNV Certificate,pdf
-5018,-187945,Engineering Calculation,pdf
-5018,-188260,Departure List,pdf
-5018,-187988,U.S. Coast Guard Certificate,pdf
-5020,-186659,Proposed Well Location Plat,pdf
-5020,-186650,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-5020,-186654,Directional Program,pdf
-5020,-186655,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-5020,-186652,Proposed Wellbore Schematic,pdf
-5020,-186651,Engineering Calculation,pdf
-4777,-176093,Application for Permit to Drill,PDF
-4827,-176791,Application for Permit to Drill,PDF
-4856,-178273,Directional Plan,pdf
-4856,-178271,Proposed WBS,pdf
-4856,-178279,Form MMS-123S,pdf
-4633,-178495,2k 7 Sd Structure Model,pdf
-5018,-187949,BOP & Diverter Schematics with Operating Procedures,pdf
-4643,-178488,Structure Model,pdf
-4643,-178489,xsec Plat Model,pdf
-4643,-178491,2k 7sd Structure Model,pdf
-4643,-178492,Strat Column,pdf
-4633,-178497,Strat Column,pdf
-4951,-183525,Application for Permit to Drill,PDF
-4973,-184594,Application for Permit to Drill,PDF
-4633,-184991,Application for Permit to Drill,PDF
-4775,-185293,Application for Permit to Drill,PDF
-5084,-188681,NTL 2006-G09,pdf
-5084,-188682,Mud Programs,pdf
-5084,-188683,Casing Pressure Test Calcs,pdf
-5084,-188687,Cement Design,pdf
-5084,-188689,Casing Design,pdf
-5084,-188697,GMG290208,pdf
-5119,-190761,Proposed Well Location Plat,pdf
-5119,-191382,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-5119,-190762,Directional Program,pdf
-5119,-190765,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-4670,-176662,Ship Radio Station License,pdf
-5165,-192763,Risk Assessment,pdf
-4848,-178204,Application for Permit to Drill,PDF
-4643,-180811,Application for Permit to Drill,PDF
-4922,-181651,Proposed Well Location Plat,pdf
-4922,-181652,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-4922,-181653,Directional Program,pdf
-4922,-181654,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-4922,-181655,Proposed Wellbore Schematic,pdf
-4922,-181656,Engineering Calculation,pdf
-4922,-181657,BOP & Diverter Schematics with Operating Procedures,pdf
-4922,-181658,+10 valve,pdf
-4922,-181659,Receipt,pdf
-4922,-181660,"36"" DP schematic",pdf
-4922,-181661,Rig Fitness Report,pdf
-4919,-181826,Verbal Approval to Sidetrack Well,pdf
-4935,-182313,+10 Valve,pdf
-4935,-182319,Payment Receipt,pdf
-4944,-182540,Revised Diverter Layout,pdf
-5102,-189157,Proposed Wellbore Schematic,pdf
-6930,-283986,Log for Conductor Waiver,pdf
-6665,-270085,Application for Permit to Drill,PDF
-6177,-245751,Shallow Water Flow Management,pdf
-6177,-245752,Labeled BOP stack,pdf
-6282,-301880,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-6282,-301878,Proposed Wellbore Schematic,pdf
-6282,-301877,Engineering Calculation,pdf
-6282,-253710,BOP & Diverter Schematics with Operating Procedures,pdf
-6282,-254901,U.S. Coast Guard Certificate,pdf
-6211,-251065,Application for Permit to Drill,PDF
-6290,-251401,Application for Permit to Drill,PDF
-6167,-251550,Application for Permit to Drill,PDF
-6300,-251555,Application for Permit to Drill,PDF
-6228,-250958,Application for Permit to Drill,PDF
-6331,-252739,Proposed Well Location Plat,pdf
-6331,-252736,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6331,-252740,Directional Program,pdf
-6331,-252741,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-6331,-252738,Proposed Wellbore Schematic,pdf
-6331,-252737,Engineering Calculation,pdf
-6969,-293531,Application for Permit to Drill,PDF
-6698,-271412,Proposed Well Location Plat,pdf
-6698,-271413,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6698,-271414,Directional Program,pdf
-6698,-271415,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-6698,-271416,Proposed Wellbore Schematic,pdf
-6698,-271417,Floater Evacuation Plan,pdf
-6698,-271418,ABS/DNV Certificate,pdf
-6698,-271419,Engineering Calculation,pdf
-6698,-271420,BOP & Diverter Schematics with Operating Procedures,pdf
-6552,-271699,Application for Permit to Drill,PDF
-6729,-273575,Application for Permit to Drill,PDF
-6740,-273690,Application for Permit to Drill,PDF
-6511,-273691,Application for Permit to Drill,PDF
-6626,-267148,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6626,-267149,Supplemental APD,pdf
-6626,-267150,Departure,pdf
-6626,-267151,WBS,pdf
-6626,-267152,PP FG MW Chart,pdf
-6626,-267153,Engineering Calcs,pdf
-6626,-267154,Location Plats,pdf
-6626,-267155,Directional,pdf
-6626,-267156,Anchor Plat,pdf
-6650,-269079,Station Keeping Guidelines,pdf
-5985,-237449,MMS 123,pdf
-6008,-238911,<HGR ATLANTIC WEATHER EXPOSURE>,pdf
-8090,-341435,OSFR coverage,pdf
-6670,-269942,Application for Permit to Drill,PDF
-6177,-245784,Revised 123S - 1-23-2008,pdf
-6331,-253399,BOP & Diverter Schematics with Operating Procedures,pdf
-6333,-252996,Application for Permit to Drill,PDF
-6698,-271421,U.S. Coast Guard Certificate,pdf
-6282,-269819,Directional Program,pdf
-6187,-246561,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6187,-246562,Location Plats,pdf
-6187,-246567,Departure,pdf
-6188,-246631,Directional Program,pdf
-6234,-250226,Application for Permit to Drill,PDF
-6257,-250304,Application for Permit to Drill,PDF
-6187,-246563,Engineering Calcs,pdf
-6187,-246564,Anchor Plat,pdf
-6187,-246565,WBS,pdf
-6187,-246566,Directional,pdf
-6187,-246568,PP FG MW Chart,pdf
-6188,-246633,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-6188,-246634,BOP & Diverter Schematics with Operating Procedures,pdf
-6014,-238603,Application for Permit to Drill,PDF
-6082,-243359,Application for Permit to Drill,PDF
-6133,-243630,+10 Valve Schematic,pdf
-6476,-259138,Revised MMS Form 123-S,pdf
-6480,-259358,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6912,-282750,Proposed Well Location Plat,pdf
-6912,-283398,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-6912,-283407,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-6912,-283401,Proposed Wellbore Schematic,pdf
-6912,-283399,Engineering Calculation,pdf
-6617,-266807,Proposed Well Location Plat,pdf
