ID,UPA,EventDate,Employer,Address1,Address2,City,State,Zip,Latitude,Longitude,Primary NAICS,Hospitalized,Amputation,Loss of Eye,Inspection,Final Narrative,Nature,NatureTitle,Part of Body,Part of Body Title,Event,EventTitle,Source,SourceTitle,Secondary Source,Secondary Source Title,FederalState
2018043357,1325775,4/8/2018,"Silver Oak Drilling, LLC",Lease SWD 1 ,,ARTESIA,NEW MEXICO,88210,32.86,-104.39,213112,1.00,0.00,0.00,,An employee was making collars to go into the hole at an oil drilling rig when the drill collar tongue struck the middle part of the employee's body.,1972,"Soreness, pain, hurt-nonspecified injury",30,"Trunk, unspecified",60,"Contact with objects and equipment, unspecified",3244,Oil drilling rigs and machinery,,,0
2018043434,1328681,4/10/2018,"Adler Hot Oil Service, LLC",Enerplus CATS Pad,,WATFORD CITY,NORTH DAKOTA,58854,47.80,-103.28,213112,1.00,0.00,0.00,,An employee was injured when a candy cane in a Poseidon tank came loose and a ratchet strap that was holding the candy cane struck and lacerated his arm.,132,"Cuts, lacerations",420,"Arm(s), unspecified",6241,"Struck by dislodged flying object, particle",4225,Strapping,,,1
2018043457,1327835,4/10/2018,"IOS/PCI, LLC",near N3010 Rd & E 1590 RD,,LINDSAY,OKLAHOMA,73052,43.12,-92.88,213112,1.00,0.00,0.00,,"An employee had cleaned drill pipe threads with rags containing chemical cleaner and then threw the rags into the back of a work truck. Exhaust from a generator inside the truck ignited the rags. The employee grabbed the rags and his coveralls caught fire. He received burns to his hands, stomach, thighs, and lower legs.",1520,"Heat (thermal) burns, unspecified",899,"Multiple body parts, n.e.c.",314,Ignition of clothing from controlled heat source,9119,"Clothing, n.e.c.",4412,Generators,1
2018043465,1327920,4/11/2018,Trinidad Drilling Limited Partnership,Anadarco Silver Tip 76-7 Unit B3H,,MENTONE,TEXAS,79754,31.81,-103.65,213111,1.00,0.00,0.00,,"An employee was attempting to load a derrick board onto a flatbed haul truck with a forklift. His hand was between the forklift fork and derrick board as he tried to remove a rope from the bottom section of the derrick tarp. The derrick board then shifted, catching his right hand and wrist between the derrick board and forklift fork. He suffered fractures to the right wrist and hand.",111,Fractures,482,Hand(s) and wrist(s),642,Compressed or pinched by shifting objects or equipment,4429,"Machine and appliance parts, n.e.c.",8621,"Forklift, order picker, platform truck-powered",1
2018043498,1327965,4/11/2018,"Pioneer Wireline Services, LLC",Whittiing Pumpdown Well Site,,NEW RAYMER,COLORADO,80742,40.60,-103.84,213112,0.00,1.00,0.00,1309306,"An employee was trying to come off a well and was laying a tool string to lay up for another run. His hand was on the wireline when the bottom sheave was raised and pinched his right ring finger, resulting in an amputation.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",640,"Caught in or compressed by equipment or objects, unspecified",3244,Oil drilling rigs and machinery,,,1
2018043521,1328137,4/12/2018,TechnipFMC,3822 S. Loop 1604 East,,SAN ANTONIO,TEXAS,78264,29.21,-98.42,213112,0.00,1.00,0.00,,An employee was disassembling a butterfly valve and using a ball-peen hammer to remove the seal insert when the hammer struck and amputated the employee's left pinky fingertip.,1311,Amputations,4422,Fingertip(s),6252,Injured by slipping or swinging object held by injured worker,7151,"Hammers, except sledge-nonpowered",,,1
2018043531,1328385,4/12/2018,"Victory Well Servicing, LLC",Sale Ranch W14L-112H,,MIDLAND,TEXAS,79706,32.03,-102.19,213112,1.00,0.00,0.00,,"An employee was checking a power swivel's back-up securing line to see if it was tight enough. As he reached out to slap the line, residual stored energy released, causing the securing line to back spin. The line was attached to a turnbuckle with a safety pin in place. The safety pin spun backwards, catching and lacerating the employee's right inner elbow area and causing potential muscle damage.",132,"Cuts, lacerations",422,Elbow(s),6269,"Struck by swinging or slipping object, other than handheld, n.e.c.",3244,Oil drilling rigs and machinery,,,1
2018043597,1328188,4/14/2018,TETRA Technologies Inc.,700 Millers Run Road,,CUDDY,PENNSYLVANIA,15031,40.34,-80.17,213112,1.00,0.00,0.00,1310327,"An employee was holding a 55-gallon drum in place with his right leg while another employee was attempting to puncture the drum with the forks of a forklift. As the forklift operator applied pressure to the drum with the forks, the injured employee's foot became pinned to the ground under the drum, resulting in a fracture to his right leg. He was hospitalized and had surgery.",111,Fractures,510,"Leg(s), unspecified",642,Compressed or pinched by shifting objects or equipment,2112,"Barrels, drums-except pressurized",8621,"Forklift, order picker, platform truck-powered",1
2018043604,1328881,4/14/2018,"Adler Hot Oil Service, LLC",Enerplus Metals Pad,,WATFORD CITY,NORTH DAKOTA,58854,47.80,-103.28,213112,1.00,0.00,0.00,,"An employee was steaming out a line when a candy cane propelled out of the tank, striking the employee in the head and hands. The employee suffered a facial cut, facial burns, and a broken hand.",1833,Fractures and burns,899,"Multiple body parts, n.e.c.",6240,"Struck by discharged or flying object, unspecified",9999,Nonclassifiable,3244,Oil drilling rigs and machinery,1
2018043609,1328683,4/15/2018,CUDD PUMPING SERVICES,1 Mile from Intersection of Cheatwood Rd/Chandler Rd.,,RUSTON,LOUISIANA,71270,32.55,-92.56,213112,1.00,0.00,0.00,1309477,An employee was standing on a piece of equipment to assist in a maintenance task when a second employee inadvertently started the equipment. The injured employees' left foot then became caught and fractured in a rotating piece of machinery. The equipment was unguarded at the time.,111,Fractures,530,"Foot (feet), unspecified",6411,"Caught in running equipment or machinery during maintenance, cleaning ",30,"Machinery, unspecified",,,1
2018043610,1328694,4/15/2018,Energy Resource Group,1 Sheridan Drive,,TONAWANDA,NEW YORK,14150,42.96,-78.92,211111,1.00,0.00,0.00,,"An employee was using a cart to push a turbine diaphragm out of a temporary sandblasting tent when the wheels encountered sandblasting grit on the floor, which stopped the progress of the cart. When the cart stopped, the weight shifted, causing it to tip over and the diaphragm to fall on the employee s right leg, breaking it.",111,Fractures,510,"Leg(s), unspecified",6233,Struck by object falling from vehicle or machinery-other than vehicle part,4429,"Machine and appliance parts, n.e.c.",871,"Cart, dolly, hand truck-nonpowered",1
2018043646,1328783,4/16/2018,Summit Midstream Partners LLC,41501 CO Hwy 139,,RANGELY,COLORADO,81648,39.83,-108.74,213112,0.00,1.00,0.00,,"Two employees were trying to loosen a bolt to disassemble a coupler between an engine and compressor. One employee was on the engine side while the other (the injured employee) was on the compressor side holding a shim. When the employee on the engine side turned the bolt for the coupling assembly, the engine crank rolled and amputated the injured employee's left middle fingertip.",1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,30,"Machinery, unspecified",,,1
2018043651,1328873,4/16/2018,Atlantic Resources Company,"State Gateway 34-39, 12H Well, Reeves County Pecos TX  ",,PECOS,TEXAS,79772,31.42,-103.49,213111,1.00,0.00,0.00,,"An employee was standing in the top dog house of a drilling rig when a 3/8"" plug shot out of a jar tool and struck him, injuring his left bicep. He was hospitalized.",1972,"Soreness, pain, hurt-nonspecified injury",421,Upper arm(s),6240,"Struck by discharged or flying object, unspecified",9999,Nonclassifiable,3244,Oil drilling rigs and machinery,1
2018043698,1329454,4/18/2018,Rochester Gas & Electric,755 Brooks Avenue,,ROCHESTER,NEW YORK,14619,43.12,-77.65,213112,1.00,0.00,0.00,,"An employee was removing debris from the job site and was on a digger derrick dumpster truck when he fell off the truck edge to the ground, fracturing his patella and lacerating his forehead.",111,Fractures,512,Knee(s),4330,"Other fall to lower level, unspecified",8429,"Truck-motorized freight hauling and utility, n.e.c",,,1
2018043747,1330232,4/19/2018,Kemtron Technologies LLC,8400 Kirby Dr,NRG Center/Exhibit Hall C,HOUSTON,TEXAS,77054,29.68,-95.40,213112,1.00,0.00,0.00,1310199,Employees were using a forklift to raise a conveyor. The straps attached to the forklift forks slid off and the conveyor fell onto the employee's left foot fracturing the tibia and fibula.,111,Fractures,513,Lower leg(s),6233,Struck by object falling from vehicle or machinery-other than vehicle part,3420,"Conveyors-powered, unspecified",8621,"Forklift, order picker, platform truck-powered",1
2018043760,1330047,4/19/2018,"Petro Harvester Operating Company,LLC",1119 West 6th Street,North Pad Upper level,LAUREL,MISSISSIPPI,39440,31.69,-89.13,211111,1.00,0.00,0.00,1339266,"An employee was inserting a hand held wand with a burning cloth attached to the end into a 4"" opening of the main burner valve to ignite the pilot. The flame ignited residual gas and burned the employee.",1520,"Heat (thermal) burns, unspecified",9999,Nonclassifiable,317,"Ignition of vapors, gases, or liquids",160,"Coal, natural gas, petroleum fuels and products, unspecified",,,1
2018043776,1330147,4/19/2018,"CJR Contractors, Inc.","Oxy Permain, North Wasson, Clear Fork, Unit 188",,DENVER CITY,TEXAS,79323,32.92,-102.84,213112,1.00,0.00,0.00,,"Employees were cutting steel pipe into sections. A backhoe bucket was holding pipe about two feet above ground level. Employees had cut pipe on the west side and walked to the east side to cut sections. When the crew arrived on the east side, the backhoe lifted the pipe an additional two feet in preparation to start jarring the pipe to complete the cut on the west side. As the backhoe was lifting the pipe, the pipe on the west side broke completely causing the pipe on the east side to swing north hitting an employee and causing him to fall. The pipe landed on the employee's left knee. The employee was hospitalized with a broken left knee that required surgery.",111,Fractures,512,Knee(s),6233,Struck by object falling from vehicle or machinery-other than vehicle part,4123,"Metal pipes, tubing",3211,"Backhoes, trackhoes",1
2018043798,1330668,4/20/2018,Shell Oil Company,150 N Dairy Ashford,,HOUSTON,TEXAS,77079,29.78,-95.60,213112,1.00,0.00,0.00,,"An employee was walking in the lobby of an office building when she fell and broke her hip, requiring surgery.",111,Fractures,341,Hip(s),420,"Fall on same level, unspecified",6620,"Floor, unspecified",,,1
2018043824,1330592,4/21/2018,"Cretic Energy Services, LLC",Cabot Oil & Gas,"15 miles north of Fort Davis, TX",FORT DAVIS,TEXAS,79734,29.77,-95.54,213112,1.00,0.00,0.00,,An employee was about to go down a flight of stairs but noticed someone coming up the same stairs. He then re-directed to go to another set of stairs but tripped and fell. He shattered his left elbow and was hospitalized.,111,Fractures,422,Elbow(s),4214,Fall on same level due to tripping over self,6629,"Floor, n.e.c.",,,1
2018043833,1330337,4/21/2018,Surefire Wireline LLC. ,233 N. Park Drive,,KITTANNING,PENNSYLVANIA,16201,40.81,-79.55,213111,0.00,1.00,0.00,,"An employee was handling a piece of pipe when it slipped and caught his right pointer finger between the pipe and trailer, resulting in a fingertip amputation.",1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,4120,"Pipes, ducts, tubing, unspecified",,,1
2018043844,1330596,4/21/2018,"Universal Pressure Pumping, Inc.",Safalo - TZB 39-33 AH,,VEALMOOR,TEXAS,79720,32.52,-101.57,213112,1.00,0.00,0.00,,"An employee was caught between a sand truck and a sand bin while serving as ground guide/spotter on location. He suffered a laceration on his left inner thigh, requiring surgery.",132,"Cuts, lacerations",511,Thigh(s),2440,"Pedestrian struck by vehicle in nonroadway area, unspecified",8420,"Truck-motorized freight hauling and utility, unspecified",,,1
2018043850,1330511,4/21/2018,"Select Energy Services, LLC",I-285,"A Fracc site south of Pecos, TX",PECOS,TEXAS,79772,31.39,-103.48,213112,1.00,0.00,0.00,,"Employees were rigging down and started removing fluid from a line. They placed a clamp at one end of the line, but the clamp loosened and two employees were struck. One employee was hospitalized with internal injuries.",194,Internal injuries to organs and blood vessels of the trunk,310,"Chest, except internal location of diseases or disorders",620,"Struck by object or equipment, unspecified",9999,Nonclassifiable,,,1
2018044035,1332407,4/26/2018,"Mesa Well Service, LP","McFarlen Queen University Unt #24,Railroad Commission State Plugging",,ANDREWS,TEXAS,79714,33.20,-97.15,213112,1.00,0.00,0.00,,"An employee was cutting pipe at a wellhead when a pocket of oil suddenly surfaced (well was plugged). A flash fire then occurred, causing second to third degree burns to both of the employee's hands and the right side of the stomach. PPE was not worn at the time of the incident.",1523,Third or fourth degree heat (thermal) burns,899,"Multiple body parts, n.e.c.",317,"Ignition of vapors, gases, or liquids",163,"Petroleum, crude oil",,,1
2018044042,1332443,4/26/2018,Sundance Energy Inc.,Shannon Tyler Drip Station,,TILDEN,TEXAS,78072,28.46,-98.54,211112,1.00,1.00,0.00,,An employee was cleaning out a piston on a chemical pump and amputated the right index finger to the fingernail in a pinch point between the piston and the cylinder.,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",640,"Caught in or compressed by equipment or objects, unspecified",3797,Pumps,,,1
2018044055,1332777,4/27/2018,Patterson-UTI Drilling Company LLC,Rig 575,,OKARCHE,OKLAHOMA,73762,35.72,-97.97,213111,0.00,1.00,0.00,,"An employee was working on a pipe rack arm when it slipped and pinched the employee's left index fingertip, amputating it.",1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,3244,Oil drilling rigs and machinery,,,1
2018044062,1332627,4/27/2018,"National Oilwell Varco, L.P.",3675 Eighth Street East,,DICKINSON,NORTH DAKOTA,58601,46.88,-102.72,213112,1.00,0.00,0.00,,"An employee was walking to his truck when he slipped in the mud and hit his head and back, suffering a concussion and spinal fracture.",1831,Fractures (except skull fractures) and concussions ,83,Head and trunk,422,Fall on same level due to slipping ,6639,"Ground, n.e.c.",555,Mud,1
2018044075,1332693,4/27/2018,"C&J Energy Services, Inc.","SilverBow, NMC EF 3-H",,COTULLA,TEXAS,78014,28.43,-99.22,213112,1.00,0.00,0.00,,"An employee was grabbing a stand pipe from a 'V' chute to guide it when the pipe swung out. The employee then fell approximately 15 feet, breaking ribs and the hip.",111,Fractures,38,Multiple trunk locations,4333,Other fall to lower level 11 to 15 feet ,3244,Oil drilling rigs and machinery,4120,"Pipes, ducts, tubing, unspecified",1
2018044080,1332914,4/27/2018,National Oilwell Vargo,6740 Hwy 30,,ANDERSON,TEXAS,77830,30.59,-96.08,213112,0.00,1.00,0.00,,"On April 27, 2018, at approximately 7:00 AM, an employee was operating a drill and had just finished drilling two holes in some square tubing when he attempted to grab a shaving near the drill bit, which caught his glove. His left thumb was then pulled into the drill bit, severely cutting it and resulting in a partial amputation.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",6412,Caught in running equipment or machinery during regular operation,3521,Drills-stationary,9111,"Belts, gloves, neckties, scarves",1
2018044099,1332626,4/28/2018,Cactus Drilling Company,Pearl Pass 2116-27 2H,,KERMIT,TEXAS,79745,31.85,-103.09,213112,1.00,0.00,0.00,,"A crew was installing a top drive track during a rig move when it became hung up on a girt. The top drive track was freed and whipped, striking an employee in the head. The employee suffered broken right cheek bones, a broken jaw bone, and a right shoulder injury.",111,Fractures,138,Multiple face locations,60,"Contact with objects and equipment, unspecified",3244,Oil drilling rigs and machinery,,,1
2018044117,1333369,4/30/2018,"Landpoint, LLC",Kenedy ,,KENEDY,TEXAS,78119,28.81,-97.84,213112,1.00,0.00,0.00,,An employee was walking through a semi-wooded area when a rattlesnake bit the back of his leg.,1960,"Poisoning, toxic, noxious, or allergenic effect, unspecified",6,BODY SYSTEMS,1311,Stings and venomous bites,5141,Venomous snakes,,,1
2018044133,1333622,4/30/2018,Halliburton Energy Services,Antero Resources Ritchie Petroleum Pad,3225 Haddox Run Road,PENNSBORO,WEST VIRGINIA,26415,39.28,-80.96,213112,1.00,0.00,0.00,1314201,"An employee was performing maintenance on a pump at a gas well frac job. The employee removed the top cap off of the pump and removed the top valve. The employee went to remove the bottom valve and the pump stroked, catching and crushing the employee's right hand. The employee suffered a hand injury and was hospitalized.",1971,Crushing injuries,440,"Hand(s), unspecified",6411,"Caught in running equipment or machinery during maintenance, cleaning ",3797,Pumps,,,1
2018044142,1334720,4/30/2018,Jomax Pipeline Construction,Trailblazer Replacement 601,,PEETZ,COLORADO,80747,40.96,-103.11,237120,1.00,1.00,0.00,,"An employee was helping to hitch a trailer to a truck when the truck backed up. He was pinned between the truck and trailer, suffering a laceration and partial amputation.",1311,Amputations,9999,Nonclassifiable,2443,Pedestrian struck by vehicle backing up in nonroadway area,8420,"Truck-motorized freight hauling and utility, unspecified",,,1
2018044149,1333605,4/30/2018,"Vertical Transport North, Inc.",Orvis State 150-99-21-16,Near Highway 85 west of Watford City,WATFORD CITY,NORTH DAKOTA,58854,39.50,-105.01,213112,0.00,1.00,0.00,,"An employee had unstrapped some downhole tools that were brought to a wellsite. While another employee was going to get a forklift, the load shifted and smashed his finger between the load and the rub rail, resulting in a finger amputation.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,70,"Tools, instruments, and equipment, unspecified",,,1
2018054247,1334213,5/2/2018,Key Energy Services LLC,well #2a,,KENEDY,TEXAS,78119,28.81,-97.84,211111,1.00,0.00,0.00,,"An employee was looking for a connection when he bumped into a 10-pound flow key and it fell on his ring finger, fracturing it.",111,Fractures,4420,"Finger(s), fingernail(s), unspecified",6230,"Struck by falling object or equipment, unspecified",9999,Nonclassifiable,,,1
2018054288,1334754,5/3/2018,National Oilwell Varco,5100 N. Sam houston Pkwy West,,HOUSTON,TEXAS,77086,29.93,-95.49,333132,1.00,0.00,0.00,,"An employee was using a horizontal wheel press to push the shaft out of a drum when a 2"" nut  that was being used as a spacer was ejected from between the piston and shaft of the drum. The nut contacted the employee's left bicep, fracturing the humerus.",111,Fractures,421,Upper arm(s),6241,"Struck by dislodged flying object, particle",4212,"Nails, brads, tacks, nuts, bolts, washers",3569,"Presses, except printing, n.e.c.",1
2018054304,1334799,5/3/2018,"Shebester-Bechtel Well Service, Inc.","2.5 Miles West of Pals Valley, OK","Lario Oil & Gas Well site, Rig# 1222",PAULS VALLEY,OKLAHOMA,73075,34.74,-97.22,213111,0.00,1.00,0.00,,An employee was loading tools on a truck when his left middle finger was caught and amputated between the truck bed and the bell.,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",640,"Caught in or compressed by equipment or objects, unspecified",840,"Highway vehicle, motorized, unspecified",,,1
2018054305,1335174,5/3/2018,"Halliburton Energy Services, Inc.",CR 16 and CR 51,,HUDSON,COLORADO,80642,40.02,-104.60,213112,0.00,1.00,0.00,1315059,"An employee was ascending a set of stairs attached to a flowback tank. The employee placed his hand on the rail between a fixed section of the railing and a removable section of the railing. The railing shifted and his finger was pinched, resulting in a fingertip amputation.",1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,657,"Handrails, banisters",,,1
2018054311,1335083,5/3/2018,"Reliable Wireline, LLC.",64 Eagleford Drive,,PLEASANTON,TEXAS,78064,29.10,-98.43,213112,1.00,1.00,0.00,,"An employee was removing a setting tool from the back of a truck when the tool began to fall. As he reached out to try and catch it, his finger was caught between the tool and the truck floor, resulting in a fingertip amputation.",1311,Amputations,4422,Fingertip(s),6230,"Struck by falling object or equipment, unspecified",70,"Tools, instruments, and equipment, unspecified",8420,"Truck-motorized freight hauling and utility, unspecified",1
2018054314,1334691,5/3/2018,Modern Gas Sales Inc,799 Texas Palmyra Highway,,WHITE MILLS,PENNSYLVANIA,18473,41.53,-75.21,454312,1.00,0.00,0.00,,"An employee was standing on the running boards of his delivery truck and cleaning the inside of the windshield when he suffered a medical event and fell backwards to the ground. From the fall, he suffered a fractured skull and bleeding in the brain, requiring hospitalization.",1681,Skull fracture and intracranial injury,111,Brain,4331,Other fall to lower level less than 6 feet,8426,Delivery truck or van,561,"Bodily conditions of injured, ill worker",1
2018054472,1336458,5/8/2018,TETRA Technologies Inc. ,Coral Canyon,,ORLA,TEXAS,79770,31.82,-103.91,213112,1.00,0.00,0.00,,"Two employees were transferring rinsate from a chemical tote to frac tanks using a bucket. Approximately six hours later, both employees stated that they felt winded with slightly strained breathing. One of the employees was hospitalized due to strained breathing and low oxygen levels.",1963,"Other respiratory system symptoms-toxic, noxious, or allergenic effect",6,BODY SYSTEMS,5521,Inhalation of harmful substance-single episode,19,"Chemicals and chemical products, n.e.c.",,,1
2018054484,1336506,5/8/2018,"Wisco Moran Drilling Company, Inc.",Drilling Rig #7,South Victoria,PLACEDO,TEXAS,77977,28.69,-96.82,213111,1.00,1.00,0.00,1315611,"On May 8, 2018, at approximately 12:10 a.m., employees were running some traded pipes and casing. The crew had a problem connecting two pipes (casing), so they unscrewed those pipes and continued to work with the casing. The injured employee's left hand was on top of an open pipe when a hoist operator (driller) let a second pipe come down. The employee's left-hand fingers were caught between the two pipes (casing), resulting in an amputation of his index finger and a broken ring finger.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",629,"Struck by object or equipment, n.e.c.",4120,"Pipes, ducts, tubing, unspecified",,,1
2018054491,1336686,5/9/2018,OIL STATES BARLOW HUNT,10322 E. 58TH ST.,,TULSA,OKLAHOMA,74146,36.07,-95.86,326291,0.00,1.00,0.00,,"An employee was helping another maintenance employee install a hydraulic cylinder. During installation, the square cylinder base was not fully seated in the slot. The injured employee's finger was pointing to where the cylinder was stuck when the 90-pound cylinder base dropped down and pinched the employee's left index finger, causing a partial fingertip amputation.",1311,Amputations,4422,Fingertip(s),6230,"Struck by falling object or equipment, unspecified",40,"Parts and materials, unspecified",,,1
2018054508,1336812,5/9/2018,Miller Pipeline,238 West Jay St. ,,MIDDLETOWN,OHIO,45043,41.45,-74.41,237110,1.00,0.00,0.00,,An employee was relighting a residential pilot light when a fire/explosion occurred. The employee was hospitalized with second degree burns to the face and arms.,1522,Second degree heat (thermal) burns,899,"Multiple body parts, n.e.c.",317,"Ignition of vapors, gases, or liquids",162,Natural gas,,,1
2018054526,1337060,5/9/2018,Anadarko Petroleum Corporation,Anadarko Bigfoot Central Gathering Facility (CGF) ,,MENTONE,TEXAS,79754,31.73,-103.60,213111,1.00,0.00,0.00,,"An employee was attempting to enter a pick-up when he lost his footing, fell, and struck his right side flank on the side step of the vehicle. He suffered a right kidney contusion and hematuria.",143,"Bruises, contusions",330,"Abdomen, except internal location of diseases or disorders",4331,Other fall to lower level less than 6 feet,8431,Pickup truck,,,1
2018054546,1337078,5/10/2018,"Ensign United States Drilling, Inc.",Weld County Rd 47 & 52,,LA SALLE,COLORADO,80645,40.09,-104.62,213111,0.00,1.00,0.00,1316452,"An employee was manually guiding valve stacks into place when the employee's left index finger was pinched, resulting in an amputation.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,3244,Oil drilling rigs and machinery,,,1
2018054547,1337105,5/10/2018,"K & M Well Service, LLC",Sequitor Oil & Gas location Univeersity 40 1001,,BIG LAKE,TEXAS,76932,32.30,-95.33,213111,1.00,0.00,0.00,,"An employee on a work over rig went to the rig platform to relieve the rig operator.  Wind was blowing very hard (30 to 40 mph) with gusts. An umbrella was attached to a handrail to protect employees from elements and blowing dust. The employee was adjusting the umbrella when a strong gust blew him off of the rig platform. The gust carried the umbrella, the 4-5 foot handrail, and the employee over the edge. He fell approximately 15 feet to the ground, breaking his femur.",111,Fractures,511,Thigh(s),4333,Other fall to lower level 11 to 15 feet ,3244,Oil drilling rigs and machinery,9272,"High winds, gusts, turbulence",1
2018054575,1336873,5/10/2018,"T & J Torque & Test, LLC.",2645 Hwy 304,,SMITHVILLE,TEXAS,78957,29.95,-97.29,213112,0.00,1.00,0.00,,"An employee was operating a hydraulic pump when his left pinky fingertip was smashed in the valve, resulting in an amputation.",1311,Amputations,4422,Fingertip(s),6412,Caught in running equipment or machinery during regular operation,3797,Pumps,,,1
2018054628,1337354,5/12/2018,"Endeavor Energy Resources, LP","Lane Well, Lease Road",,MIDKIFF,TEXAS,79755,32.02,-102.08,211111,1.00,0.00,0.00,,"An employee was driving down a lease road when the employee struck a rock in the road, over-corrected, and ran off the road, striking larger rocks that set the airbag off. The employee suffered a possible concussion.",162,Concussions,111,Brain,2729,"Nonroadway collision with object other than vehicle, n.e.c.",8431,Pickup truck,556,"Rocks, crushed stone",1
2018054635,1338275,5/13/2018,Helmerich & Payne International Drilling Company,Bengal 27-24 N #23H,,PECOS,TEXAS,79772,31.42,-103.49,213111,0.00,1.00,0.00,,An employee was opening the forks of a forklift to pick up a bag of casing protectors when his left ring fingertip was partially amputated between the fork and the forklift carriage. Impact gloves were worn at the time of the incident.,1311,Amputations,4422,Fingertip(s),6213,Struck by swinging part of powered vehicle,8621,"Forklift, order picker, platform truck-powered",,,1
2018054652,1338018,5/14/2018,"Halliburton Energy Services, Inc.",Bilson hunt 8-60 6C-5-10,Near CR 103 and 96,HEREFORD,COLORADO,80732,40.97,-104.30,213112,1.00,0.00,0.00,,"An employee was walking in his working area when he slipped on mud and fell, injuring his leg.",1972,"Soreness, pain, hurt-nonspecified injury",510,"Leg(s), unspecified",422,Fall on same level due to slipping ,6630,"Ground, unspecified",555,Mud,1
2018054690,1337856,5/14/2018,Michels Pipeline Construction a division of Michels Corporation,99 Callender Road,,WATERTOWN,CONNECTICUT,06795,41.61,-73.09,237120,1.00,0.00,0.00,,"On May 14, 2018, an employee was helping a co-worker load a compressor onto a truck when he was caught between the compressor and the truck frame, fracturing his pelvis.",111,Fractures,342,Pelvis,642,Compressed or pinched by shifting objects or equipment,3249,"Mining and drilling machinery, n.e.c.",8420,"Truck-motorized freight hauling and utility, unspecified",1
2018054695,1338681,5/15/2018,"Brigade Energy Services, LLC",GW O'Brian #1612,,WICKETT,TEXAS,79788,31.57,-103.00,213112,0.00,1.00,0.00,,An employee was checking the tong heads on some tubing tongs when the tongs engaged and amputated the first digit of the employee's left index finger.,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6419,"Caught in running equipment or machinery, n.e.c.",3244,Oil drilling rigs and machinery,,,1
2018054709,1338695,5/15/2018,"McAda Drilling Fluids, Inc.","740 Ave. F, North",Mcada Yard,BAY CITY,TEXAS,77404,29.00,-95.97,213112,1.00,0.00,0.00,,"On May 15, 2018, at about 4:40 p.m., two employees were using a forklift to transport a frac tank onto a flatbed trailer. The tank was placed on a metal plate positioned on the forks of the forklift. During transport, the frac tank and metal plate shifted, striking the two employees. One employee sustained two fractured knuckles to the left hand, requiring hospitalization.",111,Fractures,440,"Hand(s), unspecified",2440,"Pedestrian struck by vehicle in nonroadway area, unspecified",8621,"Forklift, order picker, platform truck-powered",,,1
2018054771,1338938,5/16/2018,Halliburton Energy Services,SM Energy Galvan Ranch,Wells C444H/C917H/C919H/C921_5Z,CATARINA,TEXAS,78836,28.09,-99.63,213112,1.00,0.00,0.00,,"An employee was offloading sand at a dust collection unit that was clogged. The auger was not rotating, so employees struck it with a hammer. The employee's fingers were inside the housing unit of the auger when it inadvertently began to rotate, crushing his fingers. He was hospitalized and had surgery.",1971,Crushing injuries,4420,"Finger(s), fingernail(s), unspecified",640,"Caught in or compressed by equipment or objects, unspecified",339,"Heating, cooling, and cleaning machinery and appliances, n.e.c.",,,1
2018054807,1339295,5/17/2018,Phillips 66 Alliance Refinery,1551 Hwy 23,,BELLE CHASSE,LOUISIANA,70037,29.90,-90.05,325110,1.00,0.00,0.00,,An employee was removing a nitrogen line from a unit. The employee did not realize that the nitrogen hose was back-pressured with 30 psi of steam that originated from a manifold located at the north end of the unit. The steam caused second degree burns to the employee's right inner thigh and left arm.,1522,Second degree heat (thermal) burns,87,Upper and lower limb(s),533,Contact with hot objects or substances,950,"Steam, vapors, liquids, ice, unspecified",,,1
2018054817,1339313,5/17/2018,Baker Hughes ,844 W. Lowry Rd.,,CLAREMORE,OKLAHOMA,74017,36.33,-95.60,213112,1.00,0.00,0.00,,A piece of wood/splinter from a wooden crate embedded in an employee's left thigh.,133,"Puncture wounds, except gunshot wounds",511,Thigh(s),6320,"Struck against stationary object or equipment, unspecified",2114,"Boxes, crates, cartons",,,1
2018054832,1339423,5/17/2018,"Iron Horse Tools, LLC",Dobby Well,,TILDEN,TEXAS,78072,28.46,-98.54,213112,1.00,0.00,0.00,,"An employee was moving an 800 lbs. control panel onto a rig floor via forklift operations when the control panel became caught on a handrail, shifting the control panel from the strap. The control panel fell, striking the employee and then falling on top of the employee's left leg. The employee sustained a fractured left leg.",111,Fractures,510,"Leg(s), unspecified",6233,Struck by object falling from vehicle or machinery-other than vehicle part,4429,"Machine and appliance parts, n.e.c.",8621,"Forklift, order picker, platform truck-powered",1
